global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_13	aroma_motion_15	aroma_motion_18
67594.22019522103	n/a	n/a	4568978603.800027	112389.15487310752	n/a	12631322133.091349	n/a	68660.28087878706	n/a	n/a	4714234170.353932	76683.79871686464	72359.4617922665	n/a	n/a	n/a	n/a	-0.2178358416	0.1572201912	-0.0478372932	0.1625439252	-0.0033785858	0.0748486137	-0.0896563564	-0.1261008023	0.2356118564	0.1382378329	-0.1459367022	0.1273074806	-0.0996130288	0.1145744613	-0.1225670247	0.0032485265	-0.0389661018	0.1140246391	-0.1121864299	0.267600735	-0.0575658856	-0.0285772166	0.1005792049	0.0765203281	-0.0895494083	-0.0372332022	-0.0879794969	-0.0739911454	-0.0635647285	0.1955392568	-0.0631060979	0.1289081246	0.1696174325	-0.1452828981	0.0528302826	-0.2016087238	0.0009947761	-0.0157698409	0.141914886	-0.1221264014	0.1420234015	-0.1607770186	0.0988878323	0.1281810505	-0.1148321849	0.0393948808	-0.1506660354	0.1156466322	-0.0585850134	0.0478249688	-0.2237587965	0.2138962818	-0.0395299678	0.1143456391	-0.0009300658	0.0245549705	-0.1207070264	0.0444808521	-0.0487426889	0.1279077857	-0.0231254372	0.1249959556	-0.0526511884	0.2194347733	-0.1370499756	-0.0658496157	0.032289145	0.186373762	0.0046363529	-0.1140590731	-0.0236495	n/a	n/a	0.00055929885025	-0.0498584	n/a	n/a	0.0024858600505599	-0.0594938	n/a	n/a	0.00353951223844	0.00118511	n/a	n/a	1.4044857121000002e-06	1.05879e-22	n/a	1.1210362640999999e-44	n/a	-0.00056341	n/a	3.174308281e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.963456768	-1.092047484	0.7512607157	0.5565852538	0.4911292415	-0.3076728757	0.2840490191	2.38283108	0.2084833226	-0.7620679302
67600.95705599325	6.73686077221646	45.38529306422896	4569889394.886243	112525.53316673136	136.37829362384218	12661995614.45716	18599.038971750917	68796.03775474062	135.7568759535643	18429.929368671445	4732894810.751698	76984.81853334574	72954.47393263913	0.819234	17.60527	0.1217940099999999	0.0620642	-0.2379334205	0.1782605286	-0.1616363322	0.2172172903	0.0192233164	0.0540659388	0.0357329689	-0.2032995409	0.0753930659	0.2536808514	-0.0782164954	-0.14151786	-0.0381575168	0.0709233885	0.2721339146	0.0169811413	0.1159908299	0.0361617022	-0.1222560853	0.2862062668	-0.0272935781	-0.123879767	0.0016935184	0.1021500216	0.0691071398	0.0759708104	-0.1266996436	0.0046034204	-0.1768927711	0.1853518974	0.0996057381	0.05516116	0.1504465761	-0.2009293368	-0.1533108286	-0.0061089777	0.028975389	0.0892378525	0.2013611652	0.2310850193	0.1250900854	-0.2029846749	0.0263991546	-0.0726739904	-0.0787687317	0.1607946049	-0.1960589476	0.0936707651	-0.1392946919	0.0926765132	-0.2309658036	0.2119116927	-0.030970942	0.1123373844	0.1603972333	0.0353360427	-0.0391801057	0.1428431041	-0.1683495512	-0.1480394432	0.0802668244	0.1219782832	0.2779001023	-0.0698130375	0.0174389761	-0.2929451023	-0.1906356333	-0.0268839672	0.1147137406	0.32062038	-0.00532809	0.01832141	0.0003356740643881	2.83885430481e-05	-0.0320652	0.0177931999999999	0.0003165979662399	0.00102817705104	-0.102565	-0.0430712	0.00185512826944	0.010519579225	0.00159238	0.0004072699999999	1.6586885289999996e-07	2.5356740644e-06	-0.000228627	-0.000228627	5.227030512899999e-08	5.227030512899999e-08	-0.000347143	0.0002162669999999	1.20508262449e-07	4.6771415288999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.446105565	-1.381345762	0.7426651091	1.524569223	1.502119795	-0.1460441841	0.5135880266	1.71929125	0.04591882294	-0.3403805464
67502.59489012875	-98.36216586449882	9675.115673555178	4556600316.900836	112230.17353697593	-295.35962975543225	12595611852.139732	87237.31088926602	68717.81920226678	-78.2185524738452	6118.141951103674	4722138675.915425	76782.0447468928	72336.8051069281	0.8824689999999998	18.964188	0.08246056	0.0490668	-0.2173609518	0.1453553011	-0.0545482982	0.204081431	0.1094782879	0.0399977728	-0.025803719	-0.1504990133	0.0646935406	0.206376275	-0.1183610782	-0.0030648402	0.1905334265	0.170151845	-0.068034277	-0.0061603757	-0.2753947261	-0.1037253434	-0.0206900112	-0.1627032104	0.0437059145	-0.3355608147	-0.1713963536	0.1133234766	-0.0433684001	0.0503738864	0.013691424	-0.1053524571	-0.1037686442	0.1266834259	0.088444568	0.1126754761	0.2218183181	-0.0949961927	0.003968849	-0.1268900382	-0.0983634857	0.1186429559	0.0311189902	-0.0041694529	-0.1140040522	-0.0294474827	-0.1769748318	-0.1261305311	0.162160241	0.0296977855	-0.1640010795	0.1055871142	-0.118451736	0.1285320983	-0.2211252478	0.1937147448	-0.0846400996	0.0342079527	-0.0637145324	0.168739327	-0.055090759	-0.0400600544	-0.1279438352	-0.0082666825	-0.0721914283	0.2761041336	-0.2022706873	0.037302039	-0.1458063206	0.2958184404	-0.1173603002	-0.1970286442	-0.2548936785	0.1675698815	-0.0236578	-0.01832971	0.000335978268684	0.00055969150084	-0.0320562	9.000000000002062e-06	8.100000000003711e-11	0.00102759995844	-0.0660501	0.0365149	0.00133333792201	0.00436261571001	0.00136497	-0.0002274099999999	5.171530809999998e-08	1.8631431009e-06	-0.000238291	-9.66400000000002e-06	5.6782600681000015e-08	9.339289600000042e-11	-0.000662208	-0.0003150649999999	4.3851943526400005e-07	9.926595422499997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9626279339	-0.9853573732	0.8665406526	-0.1114221953	1.74751339	-0.9192674096	0.05361664045	1.619065628	0.09278701557	0.1524436983
67316.29489038982	-186.299999738927	34707.6899027242	4531483557.769923	112212.16204871896	-18.011488256961456	12591569311.647964	324.41370923066046	68775.14093491173	57.321732644952135	3285.7810334193714	4730020010.616971	76765.21442096065	61327.84012410024	2.008018	43.152142	0.1072123	0.0591707	-0.0853574499	0.0715081324	-0.0695010999	0.1308313126	0.1214789358	0.020760393	0.091625603	-0.1197617531	-0.1000120897	0.1454303278	0.1700972596	0.1211161625	0.0465601151	0.1827341365	0.1610577584	-0.2530002631	-0.0553154432	0.0633699836	-0.193641902	0.1070311574	-0.0604652626	-0.0024967238	-0.1205942868	-0.0951309934	-0.0915037093	-0.1013985476	0.2186677317	0.093980063	-0.0726208968	0.1114688993	0.2188523179	-0.0188621658	0.216251777	0.113423427	0.0933154894	-0.1034658431	0.1803271321	0.0972038896	0.0462061001	0.1158528857	0.0069169374	-0.1724562691	0.187270115	0.0274329808	-0.1985469661	-0.0231053427	-0.1159944711	0.1394891883	-0.1505260505	0.0400696994	-0.2616430891	0.0274658532	0.1519495987	0.1308784924	-0.1257218819	0.1345362304	0.0142931673	-0.1398327121	0.0201706067	-0.0238479504	0.1883608966	0.0257140871	-0.0381062793	0.1753105191	0.0875872069	0.1510651962	0.1334378204	0.1629789795	-0.171892518	-0.1326345819	-0.0340243	-0.0103665	0.00010746432225	0.00115765299049	-0.0748232	-0.042767	0.001829016289	0.00559851125824	-0.0320448	0.0340053	0.00115636042809	0.0010268692070399	0.00115309	-0.00021188	4.4893134400000013e-08	1.3296165481e-06	-0.000147499	9.079200000000002e-05	2.1755955001e-08	8.243187264000004e-09	-0.00056341	9.879799999999998e-05	3.174308281e-07	9.761044803999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5277026283	-1.866150284	0.06365471297	-1.363370846	1.114202335	0.3021115746	0.6489389268	0.9912307536	0.3375314227	0.05235212396
67536.03926469985	219.74437431003025	48287.59004090668	4561116599.56308	112761.32828270574	549.1662339867762	12715117156.080132	301583.55255121866	68789.24523553292	14.104300621183938	198.93129601272963	4731960260.074287	76846.75848511943	71699.08436402738	2.056103	44.18549	0.09158525	0.0457571	-0.1704696854	-0.0414646	-0.1214525014	0.0974132178	-0.0480484338	0.0479239458	0.1359002807	-0.1815943882	-0.0849536142	0.1013974408	-0.0268940684	0.1104638785	-0.1095985461	0.141220133	0.1951058383	0.1794106504	-0.0188583206	-0.2327931914	-0.1982136371	-0.0772701267	0.0488740354	0.0860980268	0.1624651844	-0.0037220124	-0.0832941335	-0.0448818143	0.0164279134	-0.1146889686	-0.1366349348	0.1195251107	0.0895442196	-0.1785209308	0.0375480223	-0.0394622057	-0.0803234131	-0.0615146318	-0.2048518381	0.1115963942	0.1071412051	0.1124761531	0.020912943	0.0692908517	0.277340345	0.1246366561	0.033024206	-0.0034817201	-0.1290371416	0.1008696932	-0.2482442006	-0.0656861023	-0.0149715744	0.166805219	0.1116303609	-0.0222564042	-0.1069984949	-0.0316076368	0.0790632888	-0.0734170503	-0.0627889636	0.1033564452	0.1655530129	-0.090335582	0.2262992308	-0.0404507248	0.0671618468	-0.0443465972	0.1188691443	-0.1046090402	0.1998383807	-0.0724398024	-0.0179626	0.0160617	0.00025797820689	0.0003226549987599	-0.0527954	0.0220278	0.00048522397284	0.00278735426116	-0.0602427	-0.0281979	0.00079512156441	0.00362918290329	0.00115309	0.0	0.0	1.3296165481e-06	-0.0	0.000147499	0.0	2.1755955001e-08	-0.000204952	0.000358458	4.2005322304e-08	1.2849213776399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.102825138	-0.7734771621	-0.7153101551	-0.4938483781	0.2912690882	-0.8156773046	0.9690885222	1.048748432	1.214817275	0.9957373587
67666.50243061826	130.46316591840878	17020.637661454257	4578755551.192867	112500.85509874806	-260.47318395768525	12656442397.949509	67846.27956105414	68816.18092374128	26.935688208366628	725.531299258341	4735666756.929093	76802.11129778126	72111.7888134217	0.8756939999999999	18.81859	0.04787669	0.0252188	-0.2074186323	-0.1475246031	-0.0932020464	0.0054235114	-0.2364989974	0.1733696129	0.0226402798	-0.1475422156	0.0715602796	0.1109676053	0.0906505498	-0.044738227	-0.1491671086	-0.0085470735	-0.1559344274	0.1875450741	-0.0624930726	-0.0972494337	-0.0303343393	0.0115926865	0.1628479264	0.0201636694	-0.132449022	0.1341843267	0.0679909747	0.1494557179	-0.0130706447	0.1983504909	-0.0928089934	0.1953735495	-0.002854079	-0.0425396987	-0.1181563448	-0.1301974968	0.0417963174	-0.1903286786	-0.1391323057	0.0481662957	0.0775574539	-0.1571584189	-0.1027428636	0.1518305272	0.0456555028	-0.0627253264	0.0196516264	-0.0551962038	-0.1543637974	0.0670845769	-0.0266311628	-0.0714353677	-0.1107194585	0.1390780881	0.1009487002	-0.1551453936	-0.0743148461	-0.0975364174	-0.0140054139	-0.2177894305	-0.1555246752	0.2024626951	-0.0528742473	-0.1602587699	0.1242025238	-0.2105026239	-0.1340894749	-0.0967894942	0.1164873188	-0.0535034053	0.190870051	-0.1710295038	-0.00647771	0.0114848899999999	0.000131902698312	4.19607268441e-05	-0.0527795	1.5899999999999248e-05	2.528099999999761e-10	0.00278567562025	-0.0660925	-0.0058497999999999	3.4220160039999944e-05	0.00436821855625	0.000986959	-0.000166131	2.7599509161000044e-08	9.740880676809998e-07	-1.4080400000000001e-22	-1.4080400000000001e-22	1.9825766416000006e-44	1.9825766416000006e-44	-0.000649343	-0.000444391	4.2164633164900003e-07	1.9748336088100006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.110188836	-0.348647001	0.6428652357	-1.052282728	-0.4331870374	-1.397839647	0.3031552029	1.437939573	1.036534824	0.4669607284
67426.06524916147	-240.43718145678577	57810.03822688333	4546274274.98418	112547.31588005873	46.46078131067043	12666898311.80572	2158.6041999979425	68734.15519766237	-82.02572607890761	6728.219738771984	4724384090.736338	76592.71474690292	57101.85776038009	2.291372	49.241398	0.10365367	0.0709634	-0.0566009728	-0.2019461229	0.0469787389	-0.101740084	-0.1588278751	0.2577670092	0.0057479641	-0.0564610813	0.2747983086	-0.1889314513	0.0427314329	-0.1598023669	0.0903586232	-0.0400270021	-0.0300137771	-0.0507531921	-0.0002023418	-0.0864233774	-0.1083347607	-0.0256305505	-0.1466868507	-0.1683550612	0.0635912473	0.1385566375	0.1963125407	0.0281978548	-0.0612511288	0.2442980144	0.0433093722	0.1349428055	-0.089345323	0.2326504781	-0.2545248756	0.0774518827	0.1971742259	-0.1324374173	-0.1568483355	0.0062113086	0.0329027327	0.1251854031	0.0240666121	0.0114240002	-0.0157014991	-0.1146520643	-0.0666197187	0.1650584721	-0.0929059013	0.0834355295	0.1510053994	-0.1790235935	-0.1905433912	0.0025758193	0.0358462179	-0.051042724	-0.0795424695	-0.047080065	-0.0015034215	-0.1697261568	0.0125952326	0.0412345213	0.014023518	-0.0469982713	0.023612126	-0.1582695518	-0.0332962534	-0.0998226017	-0.0028877708	0.0133727866	-0.1230029191	-0.0757105488	-0.0026767	0.00380101	1.44476770201e-05	7.164722890000001e-06	-0.0527935	-1.4000000000000123e-05	1.9600000000000343e-10	0.00278715364225	-0.00990554	0.05618696	0.0031569744740416	9.811972269159998e-05	0.000432146	-0.0005548129999999	3.078174649689999e-07	1.86750165316e-07	-0.0	1.4080400000000001e-22	0.0	1.9825766416000006e-44	-0.000331122	0.000318221	1.09641778884e-07	1.0126460484100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1641148392	-0.7231538063	1.01322575	-0.5812539071	-1.448468394	-0.7672605052	-1.582040445	1.297534773	-0.1461400014	0.4403220129
67213.77531936033	-212.28992980114708	45067.014294975954	4517691592.681452	112262.2783203125	-285.0375597462262	12602819133.667303	81246.41046608346	68728.60285323125	-5.552344431125675	30.828528681852298	4723620850.1571865	76575.7313719818	49997.313854568994	1.907256	40.986774	0.02518255	0.0162442	0.0246265264	-0.0102962648	-0.0687577273	0.0590525471	-0.2155536006	0.0870436557	-0.0282418463	-0.0298757438	0.124146677	-0.150937367	0.1275569756	0.0335771399	-0.1137371345	0.0852461949	-0.02451648	-0.1354266617	-0.2696110879	-0.2178016574	0.005309629	0.2798207153	-0.0382808131	0.0391318109	-0.0485565803	-0.040556011	-0.0273394283	0.2695923348	-0.073207236	-0.037422061	-0.0119118873	0.1188820204	-0.151137394	-0.0259764634	-0.121496502	0.1133265039	0.0270118447	-0.3322711157	0.2524778867	0.1622931526	0.0870210286	0.0243931506	-0.1433302496	-0.0890340418	0.0381624637	-0.1040848642	-0.0118042672	0.1661341369	-0.0858797977	0.1223966232	-0.026318393	-0.2079425201	-0.0286833888	0.006812796	-0.0146999976	0.1848738123	-0.0317293668	-0.0235328788	-0.0582730977	-0.0747043727	0.2083628912	0.1609248192	0.1585446434	-0.1649098433	-0.0195013784	-0.1544652331	0.1566353066	0.0781463122	0.1093948871	0.0136898085	-0.0028958833	0.2197436033	0.00847428	0.01115098	0.0001243443549604	7.181342151840002e-05	-0.0527934	1.0000000000287557e-07	1.0000000000575111e-14	0.00278714308356	-0.00744912	0.0024564199999999	6.033999216399996e-06	5.54893887744e-05	0.000663647	0.0002315009999999	5.3592713000999975e-08	4.40427340609e-07	-0.0	0.0	0.0	0.0	-0.000331122	0.0	1.09641778884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5334972478	-1.481858108	-0.3248097725	0.1458059628	-1.14316239	0.2056376505	-0.2360292505	-0.5165169169	0.2484403487	0.4320511363
67751.05749282577	537.2821734654426	288672.13392375	4590205791.396183	112331.55162436918	69.27330405668181	12618377490.338318	4798.7906549294885	68792.24086271251	63.638009481263	4049.796250737319	4732372402.913453	76853.41379142931	72473.99380705759	2.895773	62.229946	0.0827016	0.0579812	-0.215985861	0.1701683382	-0.10907156	0.1507974496	-0.072814854	0.0413583328	-0.1155459349	-0.167249937	0.1918845612	-0.1301736817	0.0566378454	-0.1100608246	0.0192766392	0.0599683582	0.1067194957	0.2040571783	0.0434082276	0.1256441229	-0.1842374395	-0.0744298357	-0.2129903544	-0.0908143798	-0.0528993801	0.1615080422	-0.0098285604	-0.1070132874	-0.012073257	-0.0717509648	-0.1126965257	0.164482936	-0.0711570711	0.1110241526	-0.0180473771	0.102855313	-0.0652631001	0.1207873957	0.0050801187	0.1618149071	0.2333651874	-0.0367042644	0.0619225705	0.151576144	-0.0661197373	-0.0263966032	0.0525877304	-0.0715552603	-0.1419229365	0.0744473056	0.0261127715	0.0854126022	-0.0057606601	0.1304816881	0.0338138437	0.0624414515	0.0836229917	-0.3346886585	-0.0541054274	-0.0520656366	0.1658478418	-0.0536325915	-0.2512856314	-0.137266908	-0.0144434521	-0.0507545285	-0.0816007973	0.0494813263	0.2335928542	-0.0316220905	-0.0023896471	-0.0095070062	0.0188025	0.0103282199999999	0.0001066721283683	0.00035353400625	-0.0608194	-0.008026	6.441667600000009e-05	0.00369899941636	-0.0602057	-0.05275658	0.0027832567332963	0.00362472631249	0.000895463	0.000231816	5.3738657856000024e-08	8.01853984369e-07	-0.0	0.0	0.0	0.0	-0.000331122	0.0	1.09641778884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8367356861	-0.1582097342	0.2648241617	1.464281409	0.7676274794	-1.319240816	-0.472212749	0.561030021	-0.2326180361	-0.7708713956
67656.81171299137	-94.24577983439669	8882.26701659357	4577444171.167167	112524.11117345204	192.5595490828564	12661675595.375393	37079.17994299298	68792.55391101788	0.3130483053682837	0.0979992414939542	4732415473.600302	76595.60349792449	65271.94292705407	2.06386	44.352196	0.14193092	0.0892001	-0.1462165053	0.1186199244	-0.0097337333	0.0835815243	-0.0580825464	-0.010635595	0.0673832696	-0.0209205876	0.0122852301	0.0267115744	0.1334181052	-0.1467303196	0.0426445977	0.1489576987	-0.1405545603	-0.1122393241	-0.1117515699	-0.0713599815	-0.0651506663	0.0877741022	0.0548881671	0.0264591886	0.1062622231	-0.2280311591	0.0509918955	-0.1119163128	0.2298290905	-0.0556975364	0.0472442076	0.0790735782	0.0727474292	0.0730259951	-0.0385186509	0.0302024529	0.1248253365	0.0341943807	0.1153921834	-0.0291349935	0.1698387769	0.0118150593	-0.2392017738	-0.0759577593	0.012645666	-0.1987337914	0.1140752147	-0.0540675234	-0.0757343454	0.0847435494	0.1497088543	0.1481921093	-0.1146156589	-0.0782176328	0.1141554731	-0.0294518422	-0.013620747	-0.1035993589	-0.0600964626	0.1304544609	0.0718782296	-0.1829243272	-0.1853635285	-0.2157396598	0.0903853598	0.0041471687	0.0984288776	-0.0033214263	0.0508519958	-0.2208205655	-0.1470754234	-0.0744994687	0.00486169	-0.01394081	0.0001943461834561	2.36360296561e-05	-0.0420915	0.0187279	0.00035073423841	0.0017716943722499	0.00116978	0.06137548	0.0037669495452304	1.3683852484e-06	-6.22716e-05	-0.0009577346	9.1725556403716e-07	3.87775216656e-09	-0.0	0.0	0.0	0.0	-0.000331122	0.0	1.09641778884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03954738648	-0.675660051	0.9786536728	-0.5691336845	0.9340836554	-0.3135601833	-1.302679301	0.6132169469	0.7180952327	-1.738228016
