global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_14	aroma_motion_17	aroma_motion_18
67046.3743453861	n/a	4495216312.861647	n/a	101922.06429148708	n/a	n/a	10388107189.438026	63565.98789522059	n/a	n/a	4040634817.09533	72100.70186608919	65718.50614304825	n/a	n/a	n/a	n/a	-0.0518408757	-0.1350255195	0.1570532107	-0.2709075119	0.0863539056	-0.0806797038	0.0541311261	-0.0323429251	0.0312126139	0.0364862183	0.0003688629	-0.1737278609	0.2601351627	-0.0326888045	0.0954664799	-0.2201690107	0.1599500371	-0.0332070484	0.1472765057	-0.0258561952	0.0661243314	0.1488714072	-0.2927193758	0.0241514721	-0.0497421504	-0.0086054207	-0.09440636	0.1022754408	-0.1826975905	0.0576656274	-0.0966019458	0.3128473092	-0.1679294831	0.0548309915	-0.0742843477	0.1373734684	-0.0308188256	0.0034485517	-0.1399180674	0.05404635	-0.0851833432	0.2097344673	-0.0940667723	0.1954496512	0.2762282314	-0.0405107607	0.2143667517	-0.0490850298	0.0542533208	-0.125522973	0.0793626451	-0.3086601543	0.0966277493	-0.0712360689	0.1265505924	-0.2006624368	0.0500274496	-0.0649345618	0.0289692889	-0.0444575968	0.1286412371	-0.3101459398	0.1632924548	-0.0746204766	0.1553362965	-0.2260353549	0.0085879641	0.1200942096	0.2181238442	0.0124549738	-0.155537654	-0.02294	n/a	n/a	0.0005262435999999	0.0359657	n/a	n/a	0.00129353157649	-0.0246807	n/a	0.00060913695249	n/a	-0.000273185	n/a	n/a	7.463004422500001e-08	0.00227599	n/a	n/a	5.180130480099999e-06	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8026263694	-0.3665600409	0.2665197566	-0.547729321	-1.029425651	0.1346301614	-0.7446056269	0.1713337237	1.027119156	0.003856248344	-0.4941298836
67042.41421333022	-3.960132055872237	4494685303.551743	15.682645899946866	101236.8783674569	-685.1859240301856	469479.7504890992	10248905541.587263	63314.57234375	-251.41555147059265	63209.77952126221	4008735071.071952	71795.11655545424	71572.12521689518	2.342129	51.174057	0.15643043	0.0776289	0.0362395442	-0.256526418	-0.0470515875	-0.2214409924	-0.1854024256	0.0262061569	-0.074698608	0.0695736322	-0.1284613398	-0.2147902718	0.2429903275	-0.0913567984	-0.0345665859	-0.0739270642	0.1170682426	0.0658977176	0.0881654395	0.0884437828	0.2028062202	-0.2061474108	0.1895853694	0.0119959926	0.0925332828	-0.218576013	0.0834757899	-0.0808968756	0.1027716386	-0.1677866786	0.1425527565	0.1568887616	0.1507322635	0.1427133497	0.0830859984	0.0935924002	0.1906950817	0.092149245	-0.0572671496	-0.1443790239	0.1499272265	0.0604343728	0.1087657878	-0.1818366602	-0.0413507996	-0.0259855651	0.1416135619	-0.1126416123	-0.242105679	-0.118892454	0.1199660362	-0.1832146236	-0.0037586678	-0.0797882779	-0.2047906189	-0.0569402382	-0.0905378801	-0.0855837757	-0.0013023395	-0.2006221224	0.1167062847	-0.0682783204	0.1932608274	-0.0756608636	-0.0583805938	-0.1775058772	0.313718698	-0.2018297019	-0.0438006493	0.0296849568	-0.0597862846	-0.067933144	0.1211663987	-0.00208018	0.0208598199999999	0.0004351320904323	4.3271488324e-06	-0.00310696	-0.03907266	0.0015266727594756	9.6532004416e-06	-0.0855737	-0.060893	0.00732285813169	0.003707957449	-0.000532924	-0.000259739	6.746434812100004e-08	2.8400798977600005e-07	0.00182363	-0.0004523599999999	2.0462956960000002e-07	3.3256263768999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.568441664	-0.1296552913	0.2935164745	-1.017794569	0.5382494921	-1.508033547	-1.456137405	-1.244906658	0.01187328216	-0.8621836263	-0.2505975228
67373.09910830848	330.68489497825794	4539134483.457957	109352.49976678148	101366.48268453663	129.60431707973476	16797.279005704426	10275163811.834463	63431.46798253677	116.8956387867729	13664.590367367686	4023551130.419588	71991.5875331565	73048.70885883222	1.127683	24.639175	0.0944976599999999	0.0584493	0.0829734408	-0.118479841	-0.1664636202	-0.0387717339	-0.2536261294	-0.0114115198	0.1748105195	-0.0850352613	0.0539986893	0.1063262883	0.1379327208	-0.1661164006	-0.0562678478	0.0235365287	0.0195415348	-0.0497476379	-0.02107199	-0.0082899727	-0.1953129778	0.0756141629	0.0540294216	-0.0395989359	-0.1313368524	-0.0727714628	0.0752080969	0.0090809421	-0.1645848773	-0.0781497413	-0.0373446774	0.255694309	0.0330073221	-0.0877058877	0.0481890795	0.0463235137	-0.0973248082	0.0823096642	-0.0159740086	0.0647988608	0.0204553638	-0.0230484032	-0.0804052565	0.0439146353	0.0430429134	0.2137792486	0.0040831912	-0.123328845	0.2044658404	-0.1348063942	0.055033237	0.0176030244	-0.1115086086	-0.1495535828	-0.0382422522	-0.1824160207	0.0337255066	0.0558255703	0.1510508991	-0.2886935589	0.2060417528	0.0838314107	0.1264921196	-0.0283925656	0.0494768352	0.0821490927	0.0487571891	0.0110851333	0.0870856203	-0.0748900519	0.0988187864	-0.2122907834	-0.0730392229	-0.023056	-0.02097582	0.0004399850246723	0.000531579136	-0.00311035	-3.3899999999998168e-06	1.1492099999998755e-11	9.6742771225e-06	-0.137281	-0.0517072999999999	0.0188460729609999	0.0026736448732899	-0.000531436	1.48800000000001e-06	2.2141440000000307e-12	2.8242422209600004e-07	0.0016052	-0.0002184299999999	4.771166489999997e-08	2.57666704e-06	-0.000216305	-0.000216305	4.6787853025e-08	4.6787853025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4507239678	0.9695502436	-0.4639116094	-2.127988817	-0.03410798832	0.3879567991	-0.5982342237	0.2524434378	-1.079133941	0.7088093661	0.6978495236
67543.22728389705	170.12817558857205	4562087551.924175	28943.596129096004	101714.1301724138	347.6474878771696	120858.7758273068	10345764276.73074	63489.818556985294	58.35057444852282	3404.7895384726044	4030957060.3989134	71998.9818882626	73419.21206364538	1.192887	26.063845	0.10673061	0.0486753	0.074228498	-0.0335537143	0.1505971105	-0.0300381982	-0.1201615772	0.0765563725	-0.2137214949	0.2623541753	0.3033382652	0.0094764079	0.1276332321	-0.0441468374	-0.1360153519	-0.2754059118	-0.0323107115	-0.0075779967	0.0289109701	-0.0833691745	0.0860683313	-0.0380718953	0.0750520454	0.2756904063	0.0119585687	0.0239971769	-0.102656966	-0.2293977912	-0.112025242	-0.095741034	-0.0468382109	0.0921536586	0.1134473788	0.0474424299	-0.2101307795	0.1258733188	-0.0091781765	-0.14023273	0.1228163924	-0.2590045506	0.1284670225	0.2373463013	-0.2104051139	0.184838306	0.0342634895	-0.0346604476	0.1266145385	-0.1475361891	0.0068023601	-0.1532387684	0.0642696478	-0.0017577676	0.214920783	-0.1829417003	-0.0644446229	0.0611125735	0.1623509111	0.1007454007	-0.1152984586	-0.4063955836	0.0797427988	-0.1369798993	0.0953571179	0.2204003545	0.05164105	-0.0399801753	-0.306484129	-0.0977279729	-0.0983882124	0.1743690766	-0.1106489722	0.1554259473	-0.1117975461	-0.00144489	0.02161111	0.000467040075432	2.0877071121e-06	0.0163125	0.01942285	0.0003772471021225	0.00026609765625	-0.140091	-0.00281	0.0196254882809999	7.89610000000004e-06	-0.000977444	-0.000446008	1.9892313606400001e-07	9.55396773136e-07	0.00149136	-0.00011384	1.2959545600000009e-08	2.2241546496e-06	-0.00091419	-0.000697885	8.357433560999999e-07	4.87043473225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.334177296	0.6115902299	1.847775326	-1.175016367	-0.6306911618	0.6651619504	2.43547863	-2.001490432	0.9910466973	-0.9637902993	0.9971370451
67485.99937750689	-57.22790639016603	4554360111.98086	3275.033269801605	101739.42091864224	25.290746228434728	639.6218447910854	10350909768.86066	63741.04143382353	251.2228768382338	63112.93384687838	4062920363.068408	72284.88811494944	73772.25690618803	1.384193	30.243763	0.25335455	0.123229	0.1060337384	0.0014606041	0.0249058366	-0.0184898706	-0.1347007839	-0.3625670471	0.0382347055	0.0791478034	-0.1769801726	-0.1871870571	-0.1104506804	-0.1453115347	-0.2040016377	-0.1716268256	-0.2503410516	0.0571662699	0.1822726006	0.0695049134	0.0136828171	0.019099113	0.0415925373	0.1179787138	0.0695312451	0.1281029563	0.2149195697	-0.0122785829	0.0510411771	0.0522418747	0.1706893137	0.2243323015	-0.3077244858	-0.1517074404	0.0852230011	-0.0723962031	0.2732790927	-0.0509064634	-0.0998535074	-0.1937052515	0.1782127331	-0.1663701716	0.0324981031	-0.0262889799	0.0819193225	0.1546493936	-0.0594240531	-0.1017108233	0.0759278274	-0.2570599713	0.3181535007	-0.0110671198	-0.1390741067	0.131178584	0.0726824372	0.0532030676	-0.1051091893	-0.042825998	-0.1049263758	-0.1085667721	-0.1030524097	0.0841509934	0.2058944792	0.181537116	-0.0363111264	-0.1139749083	-0.226006742	-0.0674513404	-0.0701503397	0.0222434151	0.060582603	-0.0474202463	-0.0155090833	-0.0231336	-0.02168871	0.0004704001414641	0.00053516344896	-0.00266509	-0.01897759	0.0003601489222081	7.102704708100001e-06	-0.216001	-0.07591	0.0466564320009999	0.0057623281	-0.00299311	-0.002015666	4.0629094235560006e-06	8.958707472100002e-06	0.00131407	-0.0001772899999999	3.143174409999995e-08	1.7267799649e-06	-0.000371581	0.0005426089999999	1.38072439561e-07	2.944245268809999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3639285611	2.876140129	0.6692434771	0.3326049195	1.725422122	-1.051922549	-2.03030223	-0.5009630068	0.2176350835	-0.1953725197	0.9648052234
67424.54403770217	-61.45533980471373	4546069138.69204	3776.758790512832	101784.03811961209	44.61720096984936	1990.694622383927	10359990415.934649	63772.96583639706	31.92440257353155	1019.167479676908	4066991171.570266	72279.84457632211	72974.11593127094	0.979695	21.405729	0.06622619	0.0431297	0.1021264955	-0.0156707487	-0.101521536	-0.0392525867	-0.0688152263	-0.2644507253	0.01785717	0.2566484343	-0.0970487455	0.2363228269	-0.1530383846	-0.259800122	0.0219653798	0.1380286961	-0.1472293014	0.1397753396	0.2212071788	-0.0022204804	0.1583887632	0.0583591471	-0.165328833	0.0582156574	0.0721463438	0.0335491577	0.0312174921	0.1822679916	0.1769379052	-0.2176879465	-0.1288466367	0.1647026842	-0.3124809775	-0.0077958661	-0.0287602006	-0.0086196936	0.1529330599	0.0430787786	0.2693708481	0.2006817255	0.0904596378	-0.0770848966	-0.1138973673	3.26006e-05	0.0365999385	-0.1554069259	-0.0089216859	0.0645440131	-0.1341675385	-0.2377038641	0.2771683437	0.1163701463	-0.0301848058	-0.1523073783	0.1874005643	-0.0178025889	-0.1285086324	0.106828064	-0.0793388215	0.1505539733	-0.2257750132	0.0571302375	-0.0578096893	0.1546147502	-0.0198890193	-0.0964096429	-0.112262919	0.1330111288	-0.1095537133	-0.0913878798	0.1259350049	-0.1370908926	0.0295397413	-0.023111	2.260000000000109e-05	5.107600000000492e-10	0.000534118321	0.0178698	0.02053489	0.0004216817073121	0.00031932975204	-0.22061	-0.004609	0.0486687721	2.1242881000000014e-05	-0.00373923	-0.0007461199999999	5.566950543999998e-07	1.39818409929e-05	0.00138772	7.364999999999997e-05	5.424322499999996e-09	1.9257667984e-06	-0.000370157	1.4240000000000324e-06	1.37016204649e-07	2.0277760000000927e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4040681033	2.742656424	0.1763851506	0.4054601139	-0.366432706	-0.2020279635	-0.9972599932	1.271557126	-1.472566594	-1.063914824	-0.9520752048
67328.45113825725	-96.09289944492048	4533120332.676694	9233.8453237316	101294.05264682112	-489.98547279096965	240085.76354619005	10260485101.616968	63479.98186121324	-292.9839751838226	85839.6097145148	4029708097.0999618	71926.31564209632	73524.86005667054	1.043813	22.806662	0.18862078	0.0944783	0.0973570409	-0.0201701836	-0.0352933165	-0.0800607186	-0.1524978365	-0.1237299884	0.0811057585	0.2673793931	0.1321599682	-0.0747614032	0.1046556501	-0.0795314876	-0.1225739237	0.0265412028	-0.1449931975	-0.0240431143	0.2796628818	-0.0136118953	0.1480773657	-0.1368522733	0.0161394639	-0.0420989996	0.0773576474	0.0827449789	0.0029843215	-0.2027030351	-0.1720317417	0.0661172795	0.1094879912	0.1835573374	0.0069348163	-0.0463351105	-0.1673708735	0.0593675331	0.301212277	-0.0838500006	0.0810918984	0.1053795047	0.1073915819	-0.1448158055	0.021069887	0.1270814614	0.1167249566	-0.0526466904	0.1152942753	-0.1320873766	-0.2488830316	-0.2101327412	0.2802831758	-0.111838838	0.0847931721	0.0392759845	0.1056952753	-0.058057113	-0.1255326158	0.0997076069	0.1968483273	0.0776662115	-0.0209729102	-0.0155647308	-0.0102923177	0.1416147252	0.0551574206	0.0432994585	0.0988831473	0.0854466624	-0.0297040166	-0.0397500376	-0.0257158135	0.2475421201	0.0100847187	-0.00333812	0.01977288	0.0003909667834943	1.11430451344e-05	-0.0324216	-0.0502914	0.00252922491396	0.00105116014656	-0.154837	0.065773	0.023974496569	0.0043260875289999	-0.00268356	0.0010556699999999	1.1144391488999998e-06	7.201494273600001e-06	0.00138772	0.0	0.0	1.9257667984e-06	-0.000370157	0.0	1.37016204649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0839731	1.843656321	1.639368339	-0.5663695792	1.31091427	-1.805801401	-0.7155749086	-0.408348604	-1.618107613	-0.9454393973	-1.578778993
67283.01436374681	-45.436774510439136	4527004021.87216	2064.5004779124915	101845.69727909483	551.6446322737174	304311.80031640496	10372546054.265024	63457.36300091912	-22.61886029411835	511.6128410048436	4026836919.030419	72025.72209932444	73651.95554316748	0.94909	20.737032	0.0612581	0.0370087	0.065833682	-0.1463582806	0.165146546	-0.1577776345	-0.1025768806	-0.2555534878	-0.0471637393	0.1134386099	0.0294592519	0.2807498201	0.11018846	-0.1875108589	0.0861507569	-0.0201869167	-0.0669715526	-0.018436114	0.2689640334	0.0694215268	0.0273297604	0.1052729982	-0.216229658	0.0685673451	0.0629894748	0.330183888	-0.0965093538	0.0596852562	-0.0253227807	0.152054417	-0.1429230114	0.2523636466	-0.1017323184	0.1467510639	-0.0991580385	-0.0027748744	0.1497690438	-0.0114175069	0.1369337764	-0.0010407795	-0.0560960974	-0.1423579318	-0.2552772184	0.111339001	0.0378489022	-0.1579397715	-0.1000561939	-0.0435837867	0.16541184	-0.1886614375	0.2159444556	-0.0142429935	-0.0872092115	-0.1746925846	0.0950663964	0.1425873142	-0.0239849064	-0.0094248587	0.1534744713	0.1847614318	0.0557521684	-0.0711329985	-0.0109867071	0.0600472704	-0.0433033981	0.2064737331	-0.0080077493	0.028060952	0.136500043	-0.0903831983	-0.0551367483	-0.171755459	0.0570955105	-0.00160686	0.0017312599999999	2.9972611876e-06	2.5819990596000005e-06	0.00113474	0.03355634	0.0011260279541956	1.2876348676e-06	-0.154705	0.0001319999999999	0.023933637025	1.7423999999998214e-08	-0.00250338	0.00018018	3.24648324000001e-08	6.2669114244e-06	0.00147888	9.115999999999984e-05	8.310145599999973e-09	2.1870860544e-06	-0.000615587	-0.00024543	3.78947354569e-07	6.023588490000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.068773274	1.731070332	-0.4792649375	-1.226399551	0.01896556404	-0.1909325134	-1.14479089	-0.2127857483	0.5661158926	-2.050692253	-1.648715879
67313.37148852056	30.357124773741816	4531089981.151572	921.5550245285292	101995.62482489223	149.92754579739994	22478.268988831456	10403107483.420174	63360.16506433824	-97.1979365808802	9447.438875580809	4014510516.980188	71855.26439458306	72688.9515567838	1.034585	22.605036	0.04751589	0.0243502	0.0586429821	-0.1523398294	0.1566772617	-0.1352553372	-0.1471146399	-0.2004958596	-0.2731483926	0.1800134522	-0.0186966632	0.1509931577	0.1979686461	-0.1373922021	0.1227876233	0.1239817402	-0.1416970568	-0.0062638774	0.0498268778	0.1324594602	0.1667730696	0.1552493582	-0.1092452196	0.0590258036	0.019480656	-0.0054201253	0.174915408	-0.2765361746	-0.0953651058	0.1685875772	-0.0015526769	0.2055455768	0.0670369485	0.1175611534	-0.0299675703	-0.0946048853	0.3299932274	0.0656954325	0.1114187148	0.0646305125	-0.1073751957	0.157758307	0.0269490525	0.0293830301	-0.1293909066	-0.1282502659	0.0361280959	0.144796312	0.2271635837	-0.1908774903	0.2584881167	-0.0915260484	0.0925124562	-0.0996454307	-0.0503765895	0.1649098397	-0.0734725886	-0.1039956614	-0.0147503223	0.0846829164	-0.0699327261	-0.0804363376	-0.1430248561	-0.0391327382	0.094214923	0.0903074412	0.2403935421	0.1093942009	0.1369313927	-0.12041462	-0.0105125866	0.1843940709	0.1109965134	0.00205684	0.0036636999999999	1.3422697689999998e-05	4.2305907856e-06	-0.0143474	-0.01548214	0.0002396966589796	0.0002058478867599	-0.14955	0.005155	0.0223652024999999	2.657402500000021e-05	-0.00253841	-3.503000000000013e-05	1.227100900000009e-09	6.4435253281000005e-06	0.00181166	0.00033278	1.1074252840000014e-07	3.2821119556e-06	-0.000519096	9.649099999999998e-05	2.6946065721600005e-07	9.310513080999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.090478807	0.8327984837	1.463262192	-1.200285447	-0.08739056285	-0.4464307159	-1.916580443	-0.5150439562	0.9234755626	-1.788090717	-1.362213259
67450.20856686949	136.8370783489372	4549530635.714194	18724.38601107318	101312.5754849138	-683.0493399784318	466556.40084497136	10264237951.386356	63375.252798713234	15.087734374996217	227.6397285704425	4016422667.30081	71910.31037850215	73091.43020596493	1.117113	24.408226	0.29634853	0.149185	0.0785431695	-0.1144374671	-0.1092736642	0.0077230665	-0.1685304498	-0.1140633989	0.2223507738	-0.0657300747	-0.149326654	-0.0616806713	0.2015772237	-0.2319491612	-0.1140098701	0.1246717597	-0.1386052758	-0.1680878387	-0.1467762797	0.0408100888	-0.1812166642	-0.036815703	0.1373785549	0.1366757005	0.1176465541	0.0974554397	-0.1645616014	-0.0684562688	-0.028055358	0.0480529449	0.047190352	0.3019618101	0.011220995	-0.0607995803	-0.0435601697	-0.0901116358	-0.0486943703	0.1005039287	-0.1879681553	0.1358649772	0.0082861038	0.2176610777	-0.0270466007	0.0537724358	-0.1188222096	0.2492778324	-0.1066726644	-0.0782303018	-0.2074014877	-0.1614404873	-0.0089263167	0.0337555826	-0.2192055199	-0.0948106516	-0.0372399016	0.0054405678	-0.1736572524	-0.1584352814	-0.0384739914	0.0717116083	0.378349811	-0.0283156064	-0.2721032244	-0.1861335399	-0.2065753365	0.157827308	-0.184467146	-0.2166533721	0.135439371	-0.0632392501	-0.0272971309	0.231861454	-0.1062898051	0.0262778	0.02422096	0.0005866549033216	0.00069052277284	0.0431027	0.0574501	0.00330051399001	0.00185784274729	-0.117555	0.0319949999999999	0.013819178025	0.0010236800249999	-8.443359999999998e-05	0.0024539764	6.022000171756961e-06	7.129032808959996e-09	0.000760338	-0.001051322	1.1052779476839998e-06	5.781138742440001e-07	-0.000667447	-0.000148351	4.454854978090001e-07	2.200801920100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6929288185	0.8464721881	-1.584390629	-1.568561879	-0.8984276099	-0.2554063999	-2.375742761	-0.3835755146	-0.4265312477	0.6144327786	0.639463084
