global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_15	aroma_motion_17	aroma_motion_18
64997.381599683205	n/a	n/a	4224659614.814837	77440.29341346154	n/a	5996999043.963014	n/a	65033.86970051297	n/a	n/a	4229404208.223299	66846.53776737483	62913.08056078607	n/a	n/a	n/a	n/a	-0.2447166299	0.2248036989	-0.2219418608	0.0580293946	-0.3802180274	0.0794441048	-0.1926862982	0.1288778724	-0.1173653498	0.096653613	-0.2218070126	-0.1580289239	0.3894095065	-0.0675111998	0.0496719421	0.0198518051	-0.0518606959	0.1753205155	-0.0593551891	0.0686836746	-0.0775882322	0.0196143599	-0.1922880478	0.2019748331	-0.0232726024	0.176564369	0.1036621773	-0.0401860883	-0.2166978328	0.1578521126	0.1738913107	-0.0527422086	-0.0348291179	0.0270196835	0.0119263249	0.0352281008	0.1415827401	-0.3092596019	-0.3596420386	0.0463290224	-0.0349050795	-0.0677939708	0.2222207003	-0.140808938	0.1093408237	-0.0825337017	0.0630081571	-0.1100424451	0.0144013521	-0.0868685584	0.1845470889	-0.0478559168	-0.0864597613	0.2288478326	-0.3005612166	0.1148638055	0.005710933	-0.1167339612	-0.0416014065	-0.05451834	0.0127015291	0.0641172342	-0.3041496124	0.0302763305	0.0332042094	-0.5624977751	0.0448544586	-0.2568413589	0.0533943897	-0.0339073849	0.2442006506	-0.0449152775	0.0934906741	-0.35173278	0.1169191398	-0.2250100812	0.1603347043	-0.1805872717	0.0238898135	-0.0191989625	0.0245949396	-0.067608216	0.0786706955	-0.1230252126	0.2237126351	0.0292090166	0.1643619509	0.100978	n/a	0.010196556484	n/a	0.0248301	n/a	n/a	0.00061653386601	-0.523381	n/a	n/a	0.273927671161	0.00318919	n/a	n/a	1.0170932856100002e-05	-0.00141725	n/a	2.0085975625e-06	n/a	0.00111403	n/a	1.2410628409e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.279226456	-0.3080831288	-4.069207071	-0.7643368896	-1.297912683	-0.2677897452	-2.466300684	-1.820366381	-2.901479685	0.121685465	-0.1091329427	0.09521025443	-0.5095423033
65617.89089868107	620.5092989978657	385031.7901428227	4305707605.991212	77211.03884990986	-229.25456355167265	5961544520.28229	52557.6549092679	65130.46412473597	96.59442422299615	9330.482790972148	4241977357.103519	66970.99351529827	63989.32963435558	1.764142	32.377609	0.1521021999999999	0.0836378	-0.2212913258	0.1627915034	-0.1545256011	0.1130716775	-0.3496993898	0.0954440525	-0.0180031863	0.0728526899	0.1111707275	0.1526122954	-0.2482851802	-0.2478519432	0.3200171899	-0.1025441554	-0.0377796859	0.0395810684	0.144718393	-0.0601264402	0.104841006	0.0618921695	-0.054480933	-0.0406349698	-0.0826077603	0.0047943006	0.1174448826	-0.1827083192	0.0796284408	-0.1759737329	0.1269184172	-0.0581580601	0.0394451176	-0.0472650645	0.0909731087	-0.2620990688	0.0219216383	-0.0162811916	0.130482203	-0.2757656835	-0.2491020504	-0.0980221492	0.0746380764	-0.0481692092	0.0757534185	0.1501759291	0.0814555113	0.160773788	-0.0811320777	0.0867189805	-0.2762922073	0.0520809577	-0.16187579	-0.2252220502	0.1849240755	-0.0050439051	0.0784133451	0.0246284731	0.1208879127	-0.0370906432	0.1844219609	-0.1236717081	0.0142339456	0.1591545903	-0.3396577864	0.1871585565	0.130890875	0.2275586586	0.1600412331	0.0767663316	-0.0281286302	-0.0252222532	-0.2034054738	-0.5954076317	-0.0095483865	-0.0822301154	-0.2136118548	-0.1893813697	0.0709564045	-0.1508186364	0.0440159709	0.2927949232	0.0096363977	-0.0050051496	-0.1049029308	-0.0361257221	-0.1993906619	0.0697936542	0.1640657595	0.0943606	-0.0066173999999999	0.00890392283236	4.378998275999994e-05	0.0209253	-0.0039048	1.524746304e-05	0.00043786818009	-0.587173	-0.0637919999999999	0.0040694192639999	0.3447721319289999	0.00373879	0.0005495999999999	3.020601599999999e-07	1.39785506641e-05	-0.00199941	-0.00058216	3.997640348100001e-06	3.389102656e-07	0.00153803	0.0004239999999999	2.3655362809e-06	1.797759999999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.673304088	-0.5097775306	-3.048378568	-0.8372938886	-2.549699988	4.437411064	1.110904829	-2.758806721	1.183863387	0.7478082255	-0.6672241629	1.730544734	-0.6078034791
65882.96714413076	265.0762454496871	70265.41590170277	4340565359.714613	78000.41050518329	789.3716552734259	6084064038.977107	623107.6101491082	65299.726314970576	169.26219023460726	28649.689043016377	4264054256.810061	67132.65882754415	64499.31073930997	1.565592	28.733583	0.26690118	0.182305	-0.2648427168	0.1798057179	-0.1670464595	0.0981736667	-0.3720276178	-0.1002238589	0.0240143362	0.1769881938	0.1760500793	0.206666648	0.1255438085	-0.3501560614	0.1913753535	-0.013506277	-0.1517406327	-0.1257436755	0.0469039286	-0.0557286875	-0.0073249496	-0.0363724444	-0.1001941575	0.0102730123	0.0389661927	-0.0278701942	0.0598172	-0.0726258895	-0.1307080836	-0.0533600095	0.1752822032	0.0605575966	-0.0801958977	0.0379797478	-0.0297518879	-0.0968582777	0.0881096045	-0.0783023652	-0.0246783297	-0.3920224189	-0.1285902288	-0.0917955252	0.1339354594	0.0403860837	-0.0837178612	0.0744718498	-0.076416315	0.0297451689	-0.1756614808	-0.0346997331	-0.0307370052	0.0444250591	-0.0253719793	-0.0094932791	-0.0720027915	0.022798532	0.1021664272	-0.1796857285	0.0616333577	-0.1051284153	0.0691225928	-0.0380500113	0.0667889987	-0.179727451	-0.4060591977	0.2773990681	0.1586785931	0.1285567708	-0.094604312	-0.0565866241	-0.1296842896	0.0080970402	-0.0219210389	0.1997874102	-0.0599953579	0.0748074199	-0.0462200169	0.2275582951	-0.2393817883	-0.0228923405	0.0619589213	-0.0824050229	-0.0855408269	-0.1109317928	0.0503419437	0.0460939823	0.0338859734	0.0503002226	0.1634739106	0.100549	0.0061883999999999	0.010110101401	3.829629455999996e-05	-0.00972598	-0.03065128	0.0009395009656384	9.45946869604e-05	-0.7473959999999998	-0.1602229999999999	0.0256714097289999	0.5586007808159997	0.00482949	0.0010906999999999	1.1896264899999991e-06	2.33239736601e-05	-0.00230547	-0.0003060599999999	5.3151919209e-06	9.367272359999997e-08	0.00153804	1.0000000000157452e-08	2.3655670416e-06	1.0000000000314903e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.077922003	-0.2866103377	-3.187071562	-1.100964032	-1.25338491	2.032501686	-0.08811230284	-1.201044498	-3.11921774	0.5514888041	0.4948674205	3.246556925	-0.1515910034
65856.56671537229	-26.40042875846848	696.9826386309695	4337087379.536282	77959.03540114182	-41.37510404146451	6077611200.676484	1711.8992344420128	65321.76275365872	22.03643868814106	485.6046300562001	4266932689.245275	67190.20916044668	65665.1736284962	1.202298	22.065983	0.1235862799999999	0.0697815	-0.2500917891	0.0983282797	-0.0999423101	-0.0360127418	-0.3578391959	-0.0747476962	0.0962588601	0.1862807618	0.018541354	0.0985716906	0.1703462368	-0.3163858283	0.1587238649	0.090727577	-0.0970665586	-0.1943691513	-0.1289757765	0.0248140712	0.0845395505	-0.0296481789	-0.0972307245	0.0205517842	0.1173358306	0.0866373249	-0.1270518741	-0.1461916661	-0.0817103087	0.1110352209	-0.1486789649	0.1238732941	0.0097222979	0.0282472395	-0.0130776283	0.1679961291	0.0275104852	-0.0798044758	-0.0554585835	-0.3499425643	-0.056179033	-0.0018263199	0.2002862233	0.0982665359	-0.1230752185	-0.0877552693	-0.0534056402	0.0032320391	-0.029323382	-0.1487602639	0.0412818179	-0.135326226	-0.1350986047	0.0947540133	-0.0617784732	-0.1791454879	-0.1400327568	-0.1631923774	-0.122003162	0.0485890338	-0.0787174889	0.1959621489	-0.0477871404	-0.0898748052	-0.3792907762	0.215328265	0.0825972584	0.0494891274	-0.1509280632	0.1450521564	0.141099063	-0.0476092476	-0.0221533299	0.0424147461	-0.0015597897	0.0858042542	-0.0272128764	0.2550424888	0.0011493461	0.1040617368	-0.0588930364	-0.3205193765	0.0164858509	-0.0926453381	-0.0959771598	0.0864589238	0.1800886651	-0.2175169347	0.1625874706	0.100621	7.200000000000262e-05	0.010124585641	5.1840000000003775e-09	0.0368953	0.04662128	0.0021735437488384	0.00136126316209	-0.700689	0.0467069999999998	0.0021815438489999	0.490965074721	0.0046943	-0.0001351899999999	1.8276336099999852e-08	2.203645249e-05	-0.00212541	0.00018006	4.517367668099999e-06	3.242160360000004e-08	0.00124957	-0.00028847	1.5614251849e-06	8.321494090000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.958062636	-0.5348293583	-3.085248356	0.1503475703	-0.9879004422	1.99481598	0.5639767893	1.417277878	-1.142342397	1.628267299	0.9364827654	2.253541265	-1.029805974
65891.14477856287	34.57806319058	1195.6424540117432	4341642960.229533	78533.3517953726	574.3163942307729	6167487344.215753	329839.3206822365	65391.546872642575	69.7841189838582	4869.82326235328	4276054402.397011	67208.44894239007	65173.77502486368	1.382368	25.370834	0.3208144	0.232116	-0.2715399972	-0.0347088256	-0.0790231313	-0.0106039339	-0.2339681553	-0.304376555	0.0842896196	0.1209150987	-0.1109762931	-0.0189536647	0.135363585	-0.3824131749	-0.0649497342	-0.0873839257	-0.0910856939	0.0080213624	0.0104646453	0.0503718284	-0.017640932	0.1612482044	0.1894748711	-0.0964024111	0.1782053684	-0.1625987998	-0.157160257	0.0390395069	-0.0091739096	0.1439067972	-0.0410827116	-0.0361854294	-0.0975569055	0.0306462779	0.0606838383	0.0970228139	-0.0241552556	-0.0603782769	-0.2454766894	-0.3361632006	0.125138116	-0.1789684323	0.0521660227	0.1384741823	-0.0323794759	0.0252898008	0.1292604319	-0.1164304625	0.1305863337	0.0611171124	0.1052014935	0.0694605582	0.0175729246	0.2824989428	0.027718311	-0.0686601131	0.1610491476	0.004472835	-0.1148518574	0.1210291161	-0.0316996484	0.0139265827	-0.0633522806	0.0610448438	-0.3348477405	0.053561757	-0.1309960709	-0.0178654543	-0.1239870511	-0.0837200463	-0.1011934121	0.1198951493	0.0564753667	0.4032472782	-0.0252133743	0.2309360043	0.1496541063	-0.1799508171	0.0732013278	0.1679006019	-0.0688756639	0.2353435225	0.1033582903	0.2797625336	0.1083226924	-0.020006218	-0.2709987338	0.1292756892	0.161408037	0.0701652	-0.0304558	0.00492315529104	0.00092755575364	0.0374379	0.0005426	2.9441476000000456e-07	0.00140159635641	-0.487576	0.213113	0.045417150769	0.237730355776	0.00369558	-0.00099872	9.974416384000003e-07	1.36573115364e-05	-0.00164856	0.0004768499999999	2.7177500736e-06	2.2738592249999985e-07	0.00130806	5.849000000000002e-05	1.7110209636e-06	3.421080100000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.357264164	-0.2483427755	-2.345875478	-0.4490366393	0.4256196188	0.9859202139	-2.701868066	0.4059215233	-4.453934417	0.5440577644	-0.139330136	2.50851639	-0.6016589352
65930.17711289511	39.03233433223795	1523.5231234236014	4346788254.137718	79646.85556490385	1113.5037695312494	6343621601.376655	1239890.6447603018	65431.46330671017	39.91643406759249	1593.3217086724585	4281276390.457359	67270.64990778927	59112.2429799454	3.365532	61.7682	0.5589938999999999	0.341509	-0.0702241211	-0.1880625659	0.2154406732	0.0413237379	-0.0216453756	-0.3104124065	-0.2210065056	0.1349867323	-0.0196486245	-0.2150701386	0.0463329739	-0.2423696723	-0.0199014791	0.1474533651	-0.2106072887	0.1110663514	-0.0187711954	0.0857047462	-0.0692805858	-0.2458084283	0.2516177937	0.1568538422	-0.0843314205	-0.0487896032	0.0264085146	0.1119278559	-0.0075170626	0.0029388576	-0.0890000154	-0.1860497416	0.1133610484	0.0805611377	-0.0127614696	0.0652141773	-0.1208179214	0.1824691183	0.0842966955	-0.1715633907	0.1514504221	-0.0218814937	0.1979046476	-0.3184329707	0.1019599154	-0.0777824731	-0.0214694568	-0.0421090815	0.0712296533	0.2122881082	0.2566921558	-0.0815973954	0.0890682089	0.0614561599	0.0070172049	-0.0193696411	0.1257687004	0.2902631507	0.1224304392	0.1697015897	0.0010248088	0.0302559328	-0.1149563102	0.0840225968	-0.0831265283	-0.0495718987	-0.5809105816	-0.2445705173	0.2058868032	0.0400719965	0.356439879	-0.3343711277	-0.0729112152	-0.1164706415	0.0879623519	0.2735523984	-0.0673639666	-0.0239646163	-0.1012174665	0.2056893884	0.0024981071	-0.0180460504	-0.1286837147	0.0316712847	-0.0127717969	0.013606453	-0.0549579557	-0.0520550493	0.1599377353	0.0109055	-0.0592597	0.00011892993025	0.0035117120440899	-0.0511635	-0.0886014	0.0078502080819599	0.00261770373225	-0.166007	0.321569	0.1034066217609999	0.0275583240489999	0.00428955	0.0005939699999999	3.528003608999996e-07	1.84002392025e-05	-0.000583924	0.001064636	3.40967237776e-07	1.133449812496e-06	0.00117539	-0.00013267	1.3815416520999998e-06	1.7601328900000027e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126631323	-0.09189726139	-1.968695871	1.079570116	2.705210042	0.8295293368	-3.900959608	1.050801226	3.80418965	1.191637145	-0.07814353797	1.037520434	-0.3557112917
65606.11443187518	-324.0626810199319	105016.62122982614	4304162250.8483	79467.21629807692	-179.63926682692545	6315038466.165342	32270.26618611532	65311.66539915887	-119.79790755129945	14351.538653669686	4265613637.2116857	67287.38557519169	40290.52067124734	5.15679	94.643463	0.9883094	0.793452	0.3266883958	-0.0937207422	0.0544796449	0.0897941113	0.3306258918	-0.001121881	0.1471316393	0.4561515294	0.2062635289	-0.0017930354	0.192867764	0.193385835	-0.1052000392	0.0859006847	-0.5187765246	0.044844556	0.0013357319	-0.242209901	-0.1822646271	-0.041965476	-0.0883884688	-0.0613932782	-0.1718519248	0.1678637153	0.0975820225	-0.0010365642	-0.1470449031	-0.0088871443	0.0163637064	0.0110937099	0.0893347827	0.0379204281	0.0721098676	-0.0003816509	-0.0230483176	-0.0585135046	-0.0301089442	0.3018641264	-0.0118823843	-0.2177027484	0.5264612971	-0.2897784815	-0.1640233024	-0.1553320077	-0.1186108375	-0.1466019471	0.0678444976	0.0818396155	-0.2533248101	-0.0063399338	0.0118043933	-0.102024103	-0.0569020172	0.1244862586	0.0234599573	-0.0340003273	0.1014082142	-0.0216759396	-0.0140189577	0.0401104453	-0.0057650597	0.0070340467	0.2925399839	0.5076039791	-0.1661713862	0.2504512906	0.0112937033	0.246582573	-0.0039448591	-0.2191329096	0.0050748127	0.0772095017	0.0898177336	-0.0419268419	0.3027587593	-0.2851910804	0.0358644801	-0.0887163636	0.1621719885	0.0404966115	-0.0548910397	-0.064027881	0.211756747	0.0648649719	0.2461715287	0.0838435014	0.1581792149	-0.0692869	-0.0801924	0.00480067451161	0.00643082101776	-0.0980989	-0.0469354	0.00220293177316	0.00962339418121	0.61831	0.784317	0.615153156489	0.3823072561	0.00403374	-0.0002558099999999	6.543875609999978e-08	1.62710583876e-05	-0.0010316	-0.0004476759999999	1.0641985599999998e-06	2.0041380097599999e-07	0.000341584	-0.0008338059999999	1.16679629056e-07	6.952324456359998e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.920815414	0.9573168882	-1.106725232	1.326659579	0.8355836891	1.298596554	3.203027208	0.7543829084	1.497959976	-0.6995287728	-0.2055972783	0.3682246916	-0.4988782892
64804.90962645677	-801.2048054184052	641929.1402255445	4199676311.693229	77021.34581129807	-2445.8704867788474	5932287710.583563	5982282.438095796	65033.86991975332	-277.79547940554767	77170.32837815805	4229404236.739396	66832.53781910722	39255.71589090196	1.5467	28.38685	0.1104921	0.0740341	0.3213815427	0.0329759764	-0.0101341304	0.1002270968	0.1593536707	0.2872649838	0.0996321471	0.3140686464	-0.1038981813	0.0854917423	0.0288209135	0.218596725	-0.0060773698	-0.2954627154	-0.2702088742	-0.0598316326	-0.1099594569	-0.0281739204	-0.1724329668	-0.1475011554	0.0133376288	0.0073118642	-0.0157008351	-0.0431080873	-0.1389020201	-0.1794817136	-0.1149737269	0.1588903893	-0.0712106807	0.0082265188	-0.0684629744	-0.1559491016	0.0697867008	-0.0496874947	0.1558419432	-0.0506177333	0.0302310241	0.2702877235	-0.1832530099	-0.3235870683	0.1383435766	0.0507122771	0.0224704525	-0.0237928101	-0.0870512177	-0.0793468993	-0.0726314335	-0.0059703992	0.2184062018	0.1178706724	-0.0513737589	0.1420272395	-0.0090938697	-0.1433161797	-0.2134602281	-0.177174388	-0.0445227573	-0.0790477554	-0.0950775561	0.0649053766	0.1081996015	0.1176559239	0.28135241	0.4121320903	-0.0794003535	-0.1708668706	0.0160066504	-0.0770227234	-0.1015239061	0.0760389792	0.1378548737	0.1513353455	-0.1095152528	-0.1232354106	-0.1765009878	0.0821652535	0.0491189042	-0.1183256326	-0.0120294555	-0.014728929	0.0254224511	0.0417833885	-0.2260004763	0.0898136519	-0.1928783077	0.0588803514	0.1561356449	-0.0594543	0.0098325999999999	0.00353481378849	9.668002275999994e-05	-0.106444	-0.0083450999999999	6.96406940099999e-05	0.011330325136	0.544252	-0.074058	0.005484587364	0.2962102395039999	0.00378918	-0.00024456	5.980959360000002e-08	1.43578850724e-05	-0.000911032	0.0001205679999999	8.299793050239999e-07	1.4536642623999984e-08	0.000341584	0.0	1.16679629056e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.216352421	1.446680697	-1.433039976	0.4532792411	-0.8148905541	-2.583604911	0.8062710383	-1.231046883	0.5245368746	-0.3375619326	1.275349892	0.8811237097	-2.506436965
64820.0094547528	15.099828296028136	228.004814569532	4201633625.7142425	77472.64364933895	451.2978380408749	6002010514.017459	203669.73862036777	65003.78356970428	-30.08635004903772	905.188459273232	4225491878.376957	66955.28281830855	38946.26626435169	1.066242	19.568932	0.2014693999999999	0.111659	0.316189325	0.0522099309	-0.026705618	0.0641186743	0.1850511165	0.3201655723	-0.0104183116	0.2489868845	-0.0972404448	0.1005669973	-0.0484240213	0.2444241169	0.0276306733	-0.2938644534	-0.1859469675	-0.0427705796	-0.0968146012	-0.0258396633	0.1771984722	-0.1429982908	0.0473881122	-0.0805436396	0.0450350819	-0.109790875	-0.2189314341	-0.073259879	0.0995919418	-0.0862467945	-0.1266813464	0.0510521064	-0.0068922828	-0.1158836446	0.0055210041	0.0459945776	-0.2001268925	0.083705036	-0.0689614314	0.2821974672	-0.2024030354	-0.2577176523	0.0415219909	-0.0151070525	-0.0383037473	0.0125534077	-0.0474311886	0.0768770529	-0.0221977994	-0.1188646248	0.1295682237	-0.0469860452	-0.0959602445	0.1479297123	0.0811384557	0.0182912698	-0.0321830329	0.109441911	-0.167345589	0.142743355	0.1221152631	-0.1683316106	-0.0472757809	-0.1059859354	0.2751307906	0.3361506358	0.0041024143	-0.1077511374	0.0773359236	-0.065821585	-0.0273437833	0.1094379681	0.047827596	-0.1377682519	-0.1100102758	-0.0051837211	-0.1088437691	0.1348177967	-0.013987593	0.0780256472	-0.3501082131	-0.0893399639	0.0914242104	0.1696958443	-0.0791374254	-0.286824686	-0.1350648777	-0.1811129708	0.1538107079	-0.046753	0.0127012999999999	0.002185843009	0.0001613230216899	-0.0854961	0.0209478999999999	0.0004388145144099	0.00730958311521	0.437296	-0.1069559999999999	0.0114395859359999	0.191227791616	0.00289084	-0.00089834	8.070147556000001e-07	8.3569559056e-06	-0.000592089	0.000318943	3.50569383921e-07	1.0172463724900001e-07	0.000341585	1.000000000015745e-09	1.16680312225e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.438143882	0.8586889783	-1.123791144	-0.1324555313	-0.9544147162	-1.68423165	1.417229378	-2.026637976	1.427619363	0.4887056288	1.536029479	0.4559458529	-3.258474428
64756.6084347405	-63.40102001230116	4019.689338600212	4193418335.970304	77419.13642728365	-53.50722205529746	5993722685.146359	2863.022812074911	64955.05147904722	-48.732090657060326	2374.816659807946	4219158712.645674	66860.0192335618	37787.58836092168	1.367899	25.105289	0.4117549	0.256353	0.2575155185	0.0289828966	-0.0919106009	-0.0062718582	0.1664161367	0.2919333837	0.0345411513	0.1784513231	-0.0919680231	0.0085068059	-0.1491114583	0.2913757323	0.0687213012	-0.3326447335	-0.1013311903	-0.1595237546	0.2003131492	0.1138536362	0.2091832776	0.1220426687	0.0702537011	0.1866181341	0.0099178092	-0.0368140369	0.0325292805	0.0186214677	0.0881254485	0.0569874453	-0.0048659355	-0.0293207819	-0.0910612671	0.2131600069	-0.014869588	-0.0733846047	-0.0365957023	-0.053622884	0.0946730677	0.2712328201	-0.2187475546	-0.1524785008	-0.0585790864	0.1722377026	0.1506491291	0.0672064182	0.2369993694	0.2851122515	-0.1041267213	0.0111765387	-0.0201930582	-0.1789054516	0.1394484388	0.0339757057	-0.0366106375	-0.083799755	0.1059001717	0.0231629115	-0.0674556477	0.0536613237	-0.0114048573	0.0535291562	-0.1899440824	0.0055049423	0.2053131124	0.0899996363	0.0987108118	-0.1416495932	-0.0689183679	-0.2433751675	-0.0236272541	0.3042073129	-0.0563864354	-0.1575573712	0.2153511361	0.1146346975	-0.0662607918	0.1965211368	0.0142744226	0.4506166084	0.2035076341	0.2246391622	0.006357436	-0.2189675363	0.1584980485	0.1203231665	0.1290023229	-0.0332028412	0.1512085936	-0.0319756	0.0147774	0.00102243899536	0.00021837155076	-0.0449579	0.0405382	0.00164334565924	0.00202121277241	0.184358	-0.252938	0.063977631844	0.0339878721639999	0.00120288	-0.00168796	2.8492089616000004e-06	1.4469202944e-06	-0.000825568	-0.000233479	6.815625226240001e-07	5.4512443441000045e-08	0.000192998	-0.000148587	3.7248228004e-08	2.2078096569e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.514131145	-0.9437051197	-0.5920485842	-0.2743084707	-1.336535475	-3.170032719	2.011999319	-1.891874706	0.8592091127	1.11362041	-0.2530952039	-0.3697903433	-3.099301323
