global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_12	aroma_motion_13	aroma_motion_16	aroma_motion_20	aroma_motion_22
65961.43237578489	n/a	n/a	4350910561.065243	94542.82798549108	n/a	n/a	8938346323.494156	66258.00120972103	n/a	4390122724.307393	n/a	74221.7937405221	66689.25913453402	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0361589	n/a	n/a	0.00130746604921	-0.0781146999999999	n/a	n/a	0.0061019063560899	-0.0354177	n/a	0.00125441347329	n/a	0.00167819	n/a	2.8163216761e-06	n/a	0.000590469	n/a	n/a	3.486536399610001e-07	-0.00124828	n/a	n/a	1.5582029584000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66167.42536614864	205.99299036375305	42433.11207900126	4378128179.584851	94844.72671861714	301.8987331260578	91142.84506311866	8995522186.329168	66434.0362037738	176.0349940527667	4413481166.324327	30988.31913115761	74228.46996351007	68252.60293770488	1.561647	32.797295	0.1034874	0.0518259	-0.0378263986	0.055479737	-0.3159985314	0.0042853181	-0.1929893207	-0.0295966089	0.0016480628	-0.0879200046	0.3501935501	-0.1097430874	0.0821704817	-0.067215851	0.107335303	-0.0156374288	0.0039573362	-0.0273668624	0.0289211087	-0.340160034	0.0582003285	-0.0556340653	0.0552066424	-0.0672207169	0.0648958589	-0.0886785443	0.1248133713	-0.063742675	0.1898253444	-0.0536692144	-0.0834476018	0.0462520654	0.1003567049	-0.2773383616	-0.0105187617	-0.0129932861	0.0196047937	-0.0668902618	0.1180786939	-0.2367189356	-0.1199191588	0.3351655307	-0.1773509725	0.1073096753	-0.0715068083	0.1934601721	-0.1148539783	0.154623974	-0.0456847087	0.0438655666	-0.0622004521	0.0147305011	0.0308309237	-0.0160858533	0.0559221772	-0.1224665722	0.1016441447	-0.0033604961	0.2178893339	-0.1958958397	0.1600154864	0.0083326826	-0.2650074395	0.0386876008	-0.114981745	0.0375894999	-0.2808754079	0.0148743446	-0.0413903118	0.0894163663	-0.0320378829	0.0253901302	-0.0307075329	0.0390291093	4.6683e-05	0.0834174597	-0.0052873287	0.1654828599	0.0	0.0251838	-0.0109751	0.00012045282001	0.00063422378244	-0.0369925	0.0411221999999999	0.0016910353328399	0.00136844505625	-0.0317092	0.0037085	0.00100547336464	1.3752972250000026e-05	0.001177	-0.0005011899999999	1.3853290000000005e-06	2.511914160999999e-07	0.0008454209999999	0.0002549519999998	6.5000522303949e-08	7.147366672408309e-07	-0.00105079	0.00019749	3.900230010000001e-08	1.1041596241e-06	-0.2064709953	-0.9269804921	0.7062982581	-1.882607453	1.944569966	0.6553697707	0.1961472879	-2.606571955	-0.4915865168	0.5125459006	1.036904659	-1.21200741
66333.53541407625	166.1100479276065	27592.548022511728	4400137920.530508	94844.65727306547	-0.0694455516641028	0.0048226846459315	8995509013.24525	66367.39791711721	-66.63828665658366	4404631506.288974	4440.661248525016	74293.24441819216	70484.21136258864	1.625974	34.148262	0.0796396	0.0441472	-0.171364104	0.0250559395	-0.2232969987	0.0872421171	-0.0313607907	0.0248673509	0.0503376759	-0.1377343083	0.2030494336	-0.2308531747	0.1129396578	-0.0868677445	0.1571088341	-0.0931619155	-0.2504685964	0.0669546502	0.1090430151	-0.1850674361	0.1316144508	0.0578569958	-0.0430140207	-0.037472047	-0.1518670016	-0.0341983566	-0.2523717986	0.096653112	0.1068096193	-0.0839478838	0.0023778161	0.0447326511	-0.2126163459	-0.1717721382	-0.0138371819	-0.1265581048	-0.0322891565	-0.050275674	0.0153111021	-0.159440063	0.2166819049	0.2075991111	-0.2509329711	-0.0481697547	0.0282425998	0.0941994982	0.1562254785	-0.0950232946	-0.1335512001	-0.041097869	0.0501704792	-0.1926029262	-0.14197809	-0.0616982105	-0.0163758565	-0.0372151849	0.0411280439	0.0792863694	0.2631411944	-0.2393240863	-0.0764979962	-0.0211942009	-0.1973751047	0.0300114353	-0.0098432081	0.0693362805	-0.0595223277	0.0771758139	-0.1496448976	0.1274790355	-0.1251671429	0.0983699406	-0.1176854534	0.1417316719	-0.035875992	0.0285115542	0.1238564489	0.1651764237	0.0	0.0177829	-0.0074008999999999	5.4773320809999977e-05	0.00031623153241	-0.048643	-0.0116505	0.00013573415025	0.002366141449	-0.071305	-0.0395957999999999	0.0050844030249999	0.0015678273776399	0.00127117	9.416999999999996e-05	1.6158731689000002e-06	8.867988899999995e-09	0.00103077	0.0001853490000001	3.43542518010371e-08	1.0624867929000002e-06	-0.000910461	0.000140329	1.969222824100001e-08	8.28939232521e-07	0.2147526616	0.7386705444	0.3234764364	-1.34764903	1.7499813	0.8127369829	-1.212594012	-2.604534924	0.3806637319	-0.1190095371	1.406931374	-1.742682813
66375.57109843346	42.03568435720808	1766.9987593788285	4405716438.643195	95795.4345703125	950.7772972470266	903977.4689603609	9176765284.515022	66258.41779979455	-108.98011732265876	4390177929.332131	11876.66597166047	74154.25938143143	69088.02183680605	1.621097	34.045837	0.11481035	0.0532739	-0.1473290935	-0.1136791889	-0.0791354039	0.0452321009	-0.2159591086	-0.1512458313	-0.0950636486	-0.1760245747	0.0674438028	-0.1130468587	0.2033100893	-0.0901747258	-0.1636197886	-0.1144906666	0.0864120222	0.117211798	0.0970065221	-0.1669036208	0.0055231389	-0.0146097883	0.0262549551	-0.1322535811	-0.0423451298	-0.0313123647	-0.0420880188	0.1088864111	0.0831587992	-0.0263514469	-0.1246916887	-0.1912861901	-0.1058218375	-0.1189120208	0.0293647501	0.0522645797	0.0348609523	-0.2750584488	-0.0907678578	-0.0759931422	-0.0497783566	0.1346346502	-0.097726914	-0.0716667395	-0.0289772199	0.0066887216	0.0599161262	0.0251505613	0.0088826251	0.0417635218	-0.1557189226	-0.2139990114	-0.1768104412	-0.0967744674	0.1448010877	-0.0249416361	0.0866192206	0.105110344	0.2446532647	-0.1558291743	0.0038282563	-0.1521279823	-0.0783557003	0.1344833999	-0.1878186014	-0.0430920582	0.0422181837	-0.0059108649	0.0115245059	-0.1217796999	-0.0178258139	-0.013210211	-0.0128591651	-0.0179530767	0.0552695448	-0.0319112465	0.0407640621	0.1645641189	0.0	0.0104689	-0.007314	5.349459600000002e-05	0.0001095978672099	-0.0272961	0.0213469	0.0004556901396099	0.00074507707521	-0.0545635	0.0167414999999999	0.00297717553225	0.0002802778222499	0.00204153	0.00077036	4.167844740900001e-06	5.934545296000002e-07	0.00147785	0.0004470799999999	1.998805263999999e-07	2.1840406225e-06	-0.00108118	-0.0001707189999999	2.9144976960999986e-08	1.1689501924e-06	1.057461945	-0.2979333796	-0.6640564867	-0.4806047828	2.040147784	0.2671763869	-0.6633065471	-2.017414268	-0.09679833716	1.519051177	-1.114873631	0.9515428374
66479.59890350963	104.0278050761699	10821.7842289656	4419537070.371518	95479.17149301126	-316.2630773012352	100022.33406404706	9116272188.991856	66384.3730874243	125.955287629753	4406884990.210344	15864.734481893807	74319.32341651322	68517.71003108965	1.161825	24.400331	0.11681243	0.0571871	-0.0716667967	-0.1704902466	-0.0495522028	0.0415683321	-0.1374074919	-0.1701425672	0.0544426543	-0.1964045824	-0.0381796412	0.0193358051	0.1722405128	-0.1941911965	0.0241065032	-0.0898817943	-0.0306907983	-0.0676038988	0.1899075455	-0.0668293999	0.2121539006	0.2794820571	-0.109807535	0.0207270149	-0.1558804567	-0.0887045889	0.0361308671	-0.2610439349	-0.1012199137	-0.0531764929	-0.0335859026	0.1048350536	-0.0189201036	0.0387586323	-0.2612181086	0.0122555686	0.1626159642	-0.0469362313	-0.0941168355	-0.1314359753	0.0780613765	0.1813742845	-0.0972103501	-0.0512334547	0.0800662876	-0.0330569299	-0.0697644255	-0.2845161042	0.0844314482	-0.1454845418	-0.2935438377	0.1881559646	-0.089008463	-0.1448185956	-0.002508274	-0.1464400491	0.1443404578	0.1493219428	0.1852852554	-0.0430999952	0.0185057674	-0.1427760475	0.0571320252	0.1216204759	0.0208313346	0.0227054094	-0.1844443414	0.0475360094	0.1564053576	0.0258408962	0.0206429726	-0.1634557633	0.0709381261	-0.1090153546	-0.1485959394	-0.0592783278	0.029904895	0.1636470791	0.0	0.00510617	-0.00536273	2.87588730529e-05	2.60729720689e-05	-0.0413978	-0.0141016999999999	0.0001988579428899	0.00171377784484	-0.0712355	-0.0166719999999999	0.0050744964602499	0.0002779555839999	0.00289168	0.00085015	8.361813222400002e-06	7.227550225e-07	0.00185527	0.00037742	1.4244585640000004e-07	3.4420267729e-06	-0.00069523	0.0003859499999999	1.4895740249999993e-07	4.833447529000001e-07	-0.5924617133	0.6209855519	-1.412954236	-0.2221191359	2.628615878	-0.5043848994	0.5796349061	-2.173572161	0.4380860918	1.095133052	0.9862639744	-0.8145507152
66612.79953770778	133.20063419814687	17742.408950788533	4437265062.250841	95329.30329241072	-149.86820060054015	22460.47755124374	9087676066.21643	66422.6551619269	38.28207450259652	4411969118.760255	1465.5172282223502	74356.3735546198	68905.66856281624	1.146443	24.077276	0.09028246	0.0451011	0.1210598524	-0.1282535324	0.0235216546	0.131348718	-0.0612542931	-0.1199493067	0.1329205119	0.026926164	-0.0146091743	0.075068267	0.2299561357	-0.0466834655	-0.075497043	-0.0616155957	-0.0141726629	0.1771343685	0.1883079107	0.1805853702	-0.004592154	0.1163756901	0.073808775	0.2070822609	-0.0655856124	-0.0605496972	-0.0060877536	0.2270264348	0.0348387599	0.0141690232	-0.0781369095	0.1071639806	-0.0598648005	0.0073572463	-0.069190575	0.0219610158	0.1305492639	-0.0078756062	-0.1226090688	0.1926588927	-0.0158226073	0.0931376661	-0.1338013162	-0.1088217478	0.1251149879	-0.1823987519	-0.0027313715	-0.0608073503	0.2051031507	-0.0438887556	-0.0324103395	-0.1202574577	-0.0009984678	-0.122820937	0.0785682633	0.0257133943	0.0267925427	0.2201287805	0.0983551164	0.0184050419	0.1014693289	-0.1063838819	0.0501368394	0.1772784804	-0.0445311533	-0.0313581035	0.2023854974	-0.0898174342	0.0202860739	0.1321376444	-0.000133231	0.0175680072	-0.0303369852	-0.1743760958	0.0255946982	0.0061815955	-0.0955862679	0.1624270027	0.0	0.00303111	-0.00207506	4.3058740036e-06	9.1876278321e-06	-0.0211603	0.0202375	0.0004095564062499	0.00044775829609	-0.0564305	0.0148049999999999	0.00318440133025	0.0002191880249999	0.00229257	-0.00059911	5.2558772049e-06	3.589327921000004e-07	0.00193905	8.37800000000001e-05	7.0190884000000165e-09	3.7599149025e-06	-0.000314822	0.000380408	1.4471024646400007e-07	9.911289168400001e-08	1.013047738	0.4921326996	0.3692255345	0.8824487036	1.552133304	-1.703814964	0.6901069424	-1.452998752	0.7691278525	1.33185412	-1.097623536	-1.311472384
66588.61282274869	-24.186714959083474	584.9971805119523	4434043357.657931	95270.56502776891	-58.73826464181184	3450.183733131523	9076480560.710344	66465.44211586288	42.78695393598173	4417654995.65712	1830.7234271198224	74383.77296529734	68642.3752126835	1.09058	22.904078	0.08880401	0.0438804	0.1715186168	-0.0240911719	-0.0328817159	0.1328851676	-0.1013980864	-0.0500437503	0.144827886	0.0368611763	-0.0535755751	0.0587811191	0.2060489534	0.1687353383	-0.0523863803	-0.0189853991	0.2462725253	0.0827895896	-0.0067844025	0.0620100123	0.16846152	0.1486716665	0.1579710934	0.0106376157	-0.0377666246	-0.1648528129	0.0119287962	-0.0466943128	-0.0716910049	0.1237696947	0.0531282268	-0.1934249298	-0.1224246693	0.1333793368	-0.0988556705	0.0169915419	0.1316306778	0.0438776116	-0.1313698734	-0.0213721254	-0.2460206034	0.0061903123	-0.0050219188	-0.0033774391	0.0438401038	0.0191493917	0.0512071311	-0.0553553686	0.1008323074	0.0441802437	0.1425646277	-0.0280089181	-0.174966945	-0.1475272317	0.0777407281	-0.1379717853	0.0112922494	0.1357656649	-0.0241274813	0.0209359826	0.2433164075	-0.0205392887	-0.0132030684	0.040782212	0.0094598648	-0.0760998444	0.076295158	0.0231303399	0.1688200984	-0.219003895	0.0052108081	-0.1388180303	0.0420043673	-0.1308193596	-0.0858673338	0.039656131	0.0844896784	0.1609061488	0.0	-0.00909605	-0.01212716	0.0001470680096655	8.273812560249999e-05	-0.0354204	-0.0142600999999999	0.0002033504520099	0.0012546047361599	-0.071241	-0.0148104999999999	0.005075280081	0.0002193509102499	0.00293785	0.00064528	8.6309626225e-06	4.1638627840000033e-07	0.00217071	0.00023166	5.366635560000003e-08	4.711981904100001e-06	-0.000390007	-7.518500000000002e-05	5.652784225000003e-09	1.52105460049e-07	-0.7314177301	-1.101088985	1.111874275	2.079790334	1.678226063	-0.9295890418	1.263434572	-0.9672431544	0.6247903996	0.8449921836	-0.090462279	0.009861337474
66725.51966215624	136.90683940754388	18743.48267656301	4452294974.184798	95479.76634579612	209.20131802720425	43765.191464319454	9116385781.44782	66466.6963600238	1.2542441609111847	4417821725.0156	1.573128415179802	74701.0368741199	72566.09773252654	1.932177	40.579067	0.13310485	0.0819815	0.0670854776	0.1870974317	-0.0182193665	0.1860838865	-0.0380178255	0.1581590991	0.2044784395	0.0124250953	-0.0864325839	-0.0436052431	0.0802079065	0.0965647881	-0.022493375	-0.1678574748	0.116433648	0.0151812324	-0.1751158813	-0.0400838246	-0.1650121064	0.0033079236	0.0009756465	0.0371600141	0.0450724407	-0.1656129051	0.0959463746	0.0017281246	0.1469734981	0.0616647452	0.0771836789	0.0341675401	-0.0813091201	-0.1175925969	0.0965974053	-0.2038648843	0.0693202284	0.0143134135	-0.0547229528	0.0993398839	-0.1929713805	-0.1296142818	-0.008281664	0.0076362151	-0.0302554416	0.0986248577	-0.1020820952	0.1806783845	-0.0231792696	-0.0132201965	-0.0141779491	-0.1117867378	-0.1811391367	-0.1863152963	-0.0685171179	-0.0010346236	-0.1854741852	0.2637141261	-0.0477473403	-0.1647815388	0.0470275566	0.1066440326	0.0923841963	0.0069564439	0.0667299056	-0.0962538722	0.0584252507	0.0494051558	0.1517184419	0.142543216	0.098970461	0.1365985918	-0.0483693195	-0.0564449585	0.1446312104	-0.1697535138	-0.1628136325	0.1590873338	0.0	-0.0276131	-0.01851705	0.0003428811407025	0.00076248329161	-0.0327227	0.0026976999999999	7.277585289999986e-06	0.00107077509529	-0.149463	-0.078222	0.022339188369	0.006118681284	0.00260621	-0.00033164	6.7923305641e-06	1.0998508960000016e-07	0.00220721	3.649999999999964e-05	1.3322499999999738e-09	4.871775984099999e-06	-0.000695229	-0.000305222	9.316046928400001e-08	4.83343362441e-07	0.3299011979	0.8264043986	1.461958678	2.21161993	1.240954863	1.082267617	1.442648305	-1.237394311	1.393515164	-0.2854998288	-1.000722682	-1.144391086
66672.13134241538	-53.388319740857696	2850.312684752056	4445173097.740287	95540.14109002976	60.3747442336462	3645.109741278194	9127918559.502794	66466.10702989835	-0.5893301254400285	4417743383.709904	0.3473099967511597	74325.23783781954	71722.73779270776	1.126561	23.659737	0.1148149999999999	0.0514282	-0.1058085811	0.138469921	0.0285232206	0.1498674433	-0.0577310415	0.1326765962	0.0158502075	-0.0342604376	-0.0764063367	-0.090933434	0.0350866097	0.2070130562	0.0805326441	-0.0785932703	-0.0716644682	0.0863375573	0.0569292734	0.0369826795	-0.0439826652	-0.0788261169	0.2002567576	0.0304292832	-0.0559662014	0.0863341351	-0.1996532324	0.0128907044	-0.0430722302	-0.0138647208	-0.2274279806	-0.3164536383	-0.0792069309	0.0066703667	-0.0210821582	-0.0472372181	-0.0917038761	-0.0023037303	-0.1090460681	0.0459825173	0.0687607527	-0.0770400276	-0.1782278399	-0.0210624935	-0.1788128503	-0.0858351053	0.2709483152	0.0099119231	-0.1024840775	-0.0236700329	0.0697370428	-0.0759799637	0.0174069417	-0.1293727402	0.165682239	0.080257115	-0.2662818794	0.1051232735	-0.00956605	-0.1046112439	-0.0573033621	0.0382560404	0.1644646628	-0.0942514185	0.1066436563	-0.0080394115	0.1509578545	0.0583076088	-0.0660906216	0.1304454441	0.0017298834	-0.0075089094	0.0035228466	0.0313772022	0.1336936799	0.0872452494	-0.1002238074	0.1569739256	0.0	-0.0440247	-0.0164116	0.0002693406145599	0.00193817421009	-0.0201456	0.0125771	0.00015818344441	0.0004058451993599	-0.12045	0.029013	0.0145082025	0.000841754169	0.00220707	-0.0003991399999999	4.8711579849000006e-06	1.5931273959999973e-07	0.0016342	-0.0005730099999999	3.283404600999999e-07	2.67060964e-06	-0.000531113	0.0001641159999999	2.6934061455999983e-08	2.820810187690001e-07	1.714628497	-0.6150707928	0.3830094227	2.43090959	0.2753398287	0.5080746791	-0.970149433	-0.928837618	0.6502008437	-0.049563639	0.8480687791	-2.518799575
66650.81544055672	-21.315901858659345	454.3676720479969	4442331198.891154	95934.0683427668	393.927252737034	155178.68044894707	9203345468.794653	66513.77898599698	47.67195609862392	4424082794.998054	2272.6153982691267	74384.1770218398	71478.75854575702	1.153798	24.231762	0.10552962	0.0476436	-0.0986804564	-0.097487305	0.0721380935	0.071759691	-0.0271595112	-0.0422666945	-0.019871947	-0.1977965117	-0.1714766182	-0.028630797	-0.0546780253	0.2290855975	-0.0128837522	-0.0005300061	0.0353144158	0.0714312114	-0.1824168908	-0.0842074256	-0.0209358981	0.031126498	-0.1452864539	0.2361754477	0.1993842567	-0.003347677	-0.006328601	-0.0675068702	0.1436992725	0.0182921168	-0.1044439972	-0.0116705431	0.0637332026	0.0575988681	-0.0298385885	0.038651541	0.0116010163	-0.046471309	-0.1732715073	-0.1452444487	-0.0213726242	-0.1787256792	0.0127883113	0.179976936	0.0208120841	-0.0807496408	-0.068228418	0.2455374402	-0.078142172	-0.3185822258	0.0447612341	-0.0255967369	0.0946130717	-0.140846924	0.098372965	-0.1680233981	-0.2231128355	0.0308766897	-0.0376795382	0.0305939061	-0.1101477935	-0.0716515223	0.2302820289	-0.2063727512	0.0284058533	-0.0428563016	0.0088302175	0.1598029188	0.0831957019	-0.2243455351	0.1458006218	-0.1528687373	0.0228720752	0.0117084087	-0.0965578421	0.1014257182	0.0411162379	0.1545698379	0.0	-0.0609383	-0.0169136	0.00028606986496	0.00371347640689	-0.0456901	-0.0255444999999999	0.0006525214802499	0.0020875852380099	-0.12677	-0.0063199999999999	0.0160706329	3.9942399999999904e-05	0.0020874	-0.00011967	4.35723876e-06	1.4320908900000024e-08	0.00209674	0.00046254	2.139432516000002e-07	4.3963186276000005e-06	2.17074e-05	0.0005528204	3.0561039465616e-07	4.712112147600001e-10	-0.5205708277	-1.483312944	-1.240201063	1.949516102	1.215406213	-0.1617232364	-0.6021631482	-1.746572767	0.7213009932	0.02762679522	-0.2167719619	1.337282727
