global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_27	aroma_motion_30
67067.62234108076	n/a	n/a	4498065966.485835	94521.63631924716	n/a	n/a	8934339732.468023	66744.51588587434	n/a	4454830400.839732	n/a	74914.87273233295	70212.08417362589	n/a	n/a	n/a	n/a	-0.0731488889	0.0935549617	-0.0985082048	0.0766862752	-0.2090207588	0.0112370796	-0.0341801701	0.1913676436	-0.1872035839	0.0335384241	-0.2566247176	0.0448363212	0.0004592078	-0.2951362097	0.0963467226	-0.221681879	-0.1898068306	0.201293687	-0.0450934867	-0.0081086305	0.1014723592	-0.1226207327	0.0782312238	-0.0499060418	0.0627630249	0.0233490968	-0.0523415757	0.0444864396	-0.0891990741	0.1219477497	-0.1095204303	0.1021447696	-0.0540089271	0.0393799559	-0.0227414136	0.0170468363	-0.0940245417	0.0396176475	-0.1211447938	0.0686248828	-0.1051268586	0.1649701893	-0.0985172087	0.2212880633	-0.0478537565	0.0582565638	0.0335743679	0.0339382831	-0.2327247614	0.0464294528	-0.1263721835	0.1004207078	-0.158755411	0.1057855565	-0.1856661315	0.1458863627	-0.1600583342	0.1849041981	-0.1166537832	0.1399200898	0.0538523207	-0.0507187529	0.1740657967	-0.1536179295	0.023026551	-0.0898777039	0.0278291423	-0.0733393196	0.1657793422	-0.1180645004	0.1655721291	-0.119489322	0.0499978659	-0.0802293354	0.0376131362	-0.1665586126	0.1392249836	-0.1546807655	0.1323137267	-0.0161723911	0.0212375864	-0.1672111953	0.1705826279	-0.0955111126	0.218441702	-0.0245859931	0.1328887864	-0.2054797869	0.0581343991	-0.0631446758	0.2547298624	-0.0689472181	0.1731545719	-0.0910026475	-0.3584673657	-0.0724609656	0.1886729249	-0.2809815924	0.0870718844	0.1217078847	0.1216831682	0.1216419777	0.184474	n/a	n/a	0.034030656676	-0.0247816	n/a	n/a	0.00061412769856	0.099515	n/a	0.009903235225	n/a	0.00295317	n/a	8.7212130489e-06	n/a	0.000106418	n/a	n/a	1.1324790724e-08	0.000612269	n/a	n/a	3.74873328361e-07	-1.542740576	2.427152211	0.8317725239	0.2630427152	0.2083410489	0.4433086892	-0.001109492699	1.15814502	1.46703715	-1.113905284	-0.6386665722	-1.974091875	-0.4405718896	1.146812477	-0.3457628307	0.3639804461	-3.075141687	-0.3668308682
66905.43134260272	-162.1909984780359	26305.919987302248	4476336743.139727	94642.33981643357	120.703497186405	14569.33423302848	8957172485.929287	66874.50356299429	129.98767711994878	4472199226.796935	16896.796203040056	74698.27807164313	70298.99562949174	1.170812	24.325888	0.10188426	0.0502387	0.081752251	0.0664586006	-0.0941997821	-0.0143198232	-0.0026358555	0.1092776713	0.0309042884	0.1159584498	-0.1269608369	-0.0108022094	-0.4181749759	-0.0350881639	0.0417426471	-0.0975379203	0.0208773421	-0.2336174724	-0.0128963027	0.0457116946	0.073500543	0.1182873326	0.1003064769	0.0033252891	0.042003435	-0.2133922437	-0.0567056061	-0.0538639875	0.0302389001	-0.0215274461	-0.0132655517	0.0891435963	0.0138441262	0.1738482767	-0.0070902199	0.0823033219	-0.1741368534	0.0212630718	-0.142391201	-0.0115554149	-0.0656655414	0.0094024016	-0.1019276455	0.027675104	0.0019922982	0.0857918842	-0.0509157939	-0.1222793194	-0.054384799	-0.0626218254	-0.0045149724	-0.0622614689	-0.0888329315	0.0753073628	-0.111571258	0.2859148528	0.0612372364	-0.0586738548	-0.1536708481	0.0610113729	0.0255369509	0.194216892	0.0450003759	-0.140360699	-0.0078581746	-0.0935450592	-0.0028417153	0.0093077336	0.0312537612	-0.094921517	0.0904918921	-0.1188012349	-0.0480224245	-0.0049109623	0.0127952122	0.0778866185	-0.0537933548	-0.1201521562	0.0766246753	-0.0137290813	0.1993444445	-0.0072955763	0.0657364455	-0.1894131779	0.0384841781	-0.0795007242	0.0440923407	-0.0390479493	0.1159917551	-0.1054252405	0.0690230723	0.0050421078	0.0085178972	0.0132919484	0.0144896678	-0.100893691	0.0416263243	0.0623580564	0.0232528739	0.0877669335	0.078765072	0.1216419777	0.1214196295	0.1210493502	0.154496	-0.029978	0.000898680484	0.0238690140159999	-0.00512499	0.01965661	0.0003863823166921	2.6265522500100003e-05	0.103274	0.0037589999999999	0.010665519076	1.4130080999999988e-05	0.00243737	-0.0005158	5.940772516899999e-06	2.660496400000003e-07	0.00054579	0.000439372	1.93047754384e-07	2.978867241e-07	0.000597628	-1.4641000000000025e-05	2.1435888100000071e-10	3.57159226384e-07	-1.665997912	1.551505892	0.1676020763	-0.9738095875	0.04499154657	-0.4193404532	2.430888005	1.384241845	1.820998145	0.8436967489	-1.897783934	1.579368505	0.6282431334	0.3104883138	-0.4204237687	-0.01053787939	-0.1983427362	0.4254698191
66949.65814033235	44.22679772962874	1956.009637417494	4482256725.107369	95515.5393390789	873.1995226453291	762477.4063480307	9123218255.235128	66955.35185083479	80.84828784050478	4483019141.469086	6536.445646741114	74992.78350943296	70680.10760679615	1.060916	22.042576	0.11998714	0.0584599	0.1017244949	-0.0789168622	-0.0883448791	-0.0611147964	-0.1463318353	-0.0244171943	-0.0631140114	0.0767236731	0.0823060589	-0.0003639508	-0.2527056665	-0.0469866486	0.0131007419	0.0498509321	-0.0035415273	-0.1733324411	0.0682905057	0.1152019322	0.1520912572	-0.0114644603	0.090525269	0.0543268265	-0.0070176505	-0.1262821313	-0.1438141273	-0.0579467237	-0.0864242749	0.0330010963	0.1383360469	0.1639877225	-0.105832865	0.0339596966	0.0136726996	0.0546396929	-0.0184819293	-0.102606212	0.1675734665	-0.0229038965	0.0411028558	-0.0115774328	0.0389045477	-0.0206483933	-0.0575591534	0.0406692222	-0.0078296033	0.0311154426	0.1052668647	0.0757172553	0.0208917337	-0.1475514379	-0.0908440569	0.1169980128	-0.0368494176	0.1529404572	0.0325666792	-0.0143316308	-0.150353253	0.038124934	0.0126442735	0.0487877681	0.0254354307	-0.08164583	-0.054762548	0.0571820668	0.0300467586	-0.0156383703	-0.0190530372	-0.0742513161	-0.0715900572	-0.0712942348	-0.1632347772	0.0728663615	0.0142772201	-0.1204695338	-0.0336569302	-0.1431571282	-0.0386503586	-0.1009285043	0.1236631078	-0.0636335326	0.0612484169	-0.0964200171	-0.0050294257	-0.1018981336	-0.0272076214	0.0366092334	0.1462669165	0.0866160877	0.0978866615	0.0502160037	-0.0032330199	-0.0659518614	0.0783556769	-0.0732282358	0.0083547296	0.0578330557	-0.1497161813	0.0493528984	0.0393891079	0.1215101995	0.120893123	0.1198669825	0.147968	-0.006528	4.261478400000008e-05	0.0218945290239999	0.0191874	0.02431239	0.0005910923075121	0.00036815631876	0.0647349	-0.0385391	0.0041906072780099	0.00148526222881	0.00295317	0.0005158	8.7212130489e-06	2.660496400000003e-07	0.000831207	0.000285417	8.146286388900004e-08	6.909050768490001e-07	0.000386692	-0.000210936	4.4493996096e-08	1.49530702864e-07	-2.045967786	1.978795314	-0.568207716	0.05380078931	-0.2011119322	-0.8042536277	1.683572941	0.6758555092	1.139755175	0.4082946582	1.297619497	1.302640723	0.4803068404	1.606415373	-2.663582967	0.7748456657	0.5647802092	-0.1933427953
66892.14485644938	-57.51328388297407	3307.777823003564	4474559043.496207	96222.6478262948	707.1084872158972	500002.41269275465	9258797954.703154	66847.93787071617	-107.41398011862476	4468646797.567129	11537.763124924311	75108.09187098176	70766.60833363129	0.993304	20.63781	0.1305126499999999	0.0585409	0.0438643985	-0.1213724747	-0.1420087998	-0.0078986696	-0.036193831	0.0257936882	-0.0088006583	-0.037227631	0.1492116389	0.1564152282	-0.1134541766	0.0409973232	-0.0593227651	-0.0060862861	-0.0594143117	-0.0870370477	0.0165356117	0.1423937299	0.127088385	0.0362572351	0.0821850479	-0.0785305199	-0.0531122326	0.0262698051	0.0029204379	-0.031604826	0.1324902174	-0.0465292232	-0.0526512709	0.1519052265	-0.1400880118	-0.0382445219	-0.0804776442	0.024161222	0.1486662	0.0210305237	0.0977010643	-0.1417462711	0.0333404325	-0.0643636601	0.0182200235	-0.0859188472	0.1245298196	0.021458608	0.156692435	0.1137020579	-0.1307198724	0.0833684792	-0.0548539828	-0.0622805951	-0.1275328934	0.0133843282	0.1207273644	0.0428069696	0.0001673687	0.1352580427	-0.055045674	-0.0345428515	-0.0432534667	0.0716009033	-0.0437920477	0.0136091312	0.0530967052	4.51629e-05	-0.072033529	0.0446479997	0.0881902891	0.0769267102	0.0480003791	0.0875938184	-0.0958643843	0.0549474397	-0.0207482722	0.0541577733	-0.1809969625	-0.1458286302	0.0640025043	-0.065403548	0.0098021081	-0.0408856201	0.0583387983	-0.0659439397	-0.0723337337	-0.0791660007	-0.0195846923	0.1159100462	0.0937462467	-0.0067006048	-0.0090461379	0.1507128978	-0.004548705	-0.215843484	-0.0266307337	-0.0177910458	0.0541457795	0.0739103487	-0.0421730511	0.0004079674	-0.0049837773	0.1213126213	0.1201047889	0.1181006348	0.130117	-0.0178509999999999	0.0003186582009999	0.016930433689	-0.0150267	-0.0342141	0.00117060463881	0.00022580171289	0.0358556	-0.0288792999999999	0.00128562405136	0.0008340139684899	0.00340592	0.00045275	1.16002910464e-05	2.0498256250000006e-07	0.00054579	-0.000285417	8.146286388900004e-08	2.978867241e-07	0.000133494	-0.000253198	6.4109227204e-08	1.7820648036e-08	-1.94033019	1.964351278	1.096165564	0.5128762435	-0.2005852349	0.7986092168	2.348458037	-1.464049504	0.6636081314	0.9018420378	1.198372947	1.359543534	0.4239941993	1.12533916	-1.478986557	0.3107568317	0.2030908751	-0.3591148547
66798.05254355496	-94.09231289441232	8853.363345819991	4461979823.61153	95558.45001434111	-664.1978119536798	441158.73340405576	9131417369.14333	66977.39739400263	129.45952328646672	4485971761.67415	16759.76816955922	74919.46889821353	69505.94632649368	1.069079	22.212194	0.05699125	0.0332056	-0.1250570554	-0.0753858076	-0.1071952761	-0.0663249307	0.0097700062	-0.0053119746	0.050945914	-0.0675992858	-0.0518356938	0.1980469376	-0.0952433563	0.0779094601	0.0546569716	0.0150861681	0.0332178976	-0.0280935094	0.0397964705	0.0531781825	-0.0569231834	0.1260867062	-0.0043715938	0.0258491516	0.0223417596	0.0033813128	-0.0049447925	0.0750213608	-0.1565421213	0.0889517782	-0.0480063727	-0.0295680183	0.1357972851	0.071705737	0.071148684	-0.1105644224	0.1398046108	0.0511145611	0.1056437171	0.1458735974	0.0080562227	0.0286494488	0.0594339746	-0.2396657992	-0.0504432406	-0.1984367555	-0.0335118089	-0.1427499949	0.0530107303	-0.0323700292	-0.0128917832	-0.0138238348	-0.1399699391	-0.0720387097	0.0180161854	-0.0203565975	0.1497435809	0.0377967762	0.0290801028	-0.0453946039	0.0038147458	0.0128605637	-0.1236426877	0.1146460817	0.1061982178	0.0182026688	-0.0201752452	-0.1057052403	-0.1237137951	0.0507150309	-0.0631132553	-0.1606617085	0.034359172	-0.0899294707	0.010935031	0.079649657	-0.1370204611	-0.114381424	0.1254544404	0.0314637539	0.0413511829	0.0114686078	0.1000185059	0.0653719558	-0.0083318154	-0.1601529388	0.0248887643	0.0874237065	0.1120341223	-0.0501575069	-0.0173650842	0.1746711256	0.0287033825	-0.0311597309	-0.0023829447	0.1058535413	0.1636962303	0.0647868853	-0.1031949715	-0.0092685384	0.0882730565	0.1210493502	0.1190563346	0.1157589128	0.130112	-5.000000000005e-06	2.5000000000050003e-11	0.016929132544	-0.0378828	-0.0228561	0.00052240130721	0.00143510653584	0.0537515	0.0178959	0.00288922375225	0.00032026323681	0.00314229	-0.00026363	9.873986444099998e-06	6.95007769000002e-08	0.000606845	6.105499999999996e-05	3.727713024999995e-09	3.6826085402499993e-07	0.000133494	0.0	0.0	1.7820648036e-08	-1.360232465	1.651485298	1.153079387	-1.213329276	0.08108359705	0.5749814899	2.313635633	-1.970369254	0.8446053598	-0.7317132301	1.527865199	0.4213211221	-0.6986098331	-0.1588824124	0.4581047364	0.4761271176	-2.348417115	1.602807733
66730.06840145709	-67.98414209787734	4621.843576784378	4452902028.863142	95597.43450031414	38.98448597302195	1519.790146580745	9138869483.041853	66990.94625302065	13.548859018017538	4487786879.875102	183.5715806901152	75141.87608525243	69127.75787311615	1.150372	23.901201	0.14915585	0.0836956999999999	-0.0530432059	0.1301562427	-0.1121902659	-0.1271405652	-0.0197106124	-0.1082136986	-0.057192388	0.0189252489	-0.0817669309	0.1241660338	0.0345597769	0.1283251031	0.04929363	0.1198317533	0.0727713151	-0.0516941179	0.1232212726	0.0649633306	-0.0758571869	-0.1078130839	0.0553230226	-0.1775610045	-0.0739420349	-0.0327496817	-0.1224268017	-0.0949331936	-0.128752904	-0.0529754061	-0.110767387	-0.047163124	0.0632767453	-0.0251964801	0.0882335328	-0.0445760668	-0.0485811403	0.1956440523	0.0586374452	-0.0205741314	-0.051141391	-0.0714466036	0.0070609342	-0.0926905016	-0.0656233844	-0.0689354527	0.0927419752	-0.0834024371	-0.0316347539	0.1069862839	0.0012644408	0.0232793204	-0.0666869145	-0.0790111969	-0.173820935	-0.0768406234	0.1264704214	0.0935075295	-0.0513165989	-0.1249836615	-0.0479594645	-0.0103270219	0.0018481209	0.1332122264	-0.0565745732	0.1483684233	-0.0449083674	-0.0553755311	0.04936193	0.0816717137	0.0908893425	-0.052927742	0.0304289021	0.0261966939	-0.0377715393	-0.0349880195	0.1223275568	-0.139948164	-0.0461659423	0.0754603934	0.1337027134	0.0186239947	-0.0120623678	0.0594069611	0.1393147125	-0.1210546935	-0.052383765	0.011441163	0.1103588539	0.1284643492	0.0201300996	0.0423828245	-0.1264256866	0.0848299572	0.00899823	0.053494975	0.0699697155	0.017122153	0.0306661114	-0.0012828572	-0.0036545285	0.1207205288	0.1177500307	0.1128532249	0.130066	-4.600000000001825e-05	2.116000000001679e-09	0.0169171643559999	0.0318919	0.0697747	0.0048685087600899	0.00101709328561	0.0291019	-0.0246496	0.00084692058361	0.00060760278016	0.00326872	0.00012643	1.06845304384e-05	1.5984544900000075e-08	0.00132208	0.000715235	5.115611052250001e-07	1.7478955264e-06	0.00038554	0.000252046	6.352718611600002e-08	1.4864109160000002e-07	-1.749343863	1.221363494	-0.8767465608	-1.894273378	0.3725693243	2.167948925	0.2504114441	-0.4730273828	-0.2078504643	-1.96429925	0.3143812085	1.270416093	0.7422772825	0.1857519849	1.046525028	-1.945191356	-2.382854458	1.311432741
66928.6239273151	198.55552585801345	39424.29684875224	4479440700.803975	96088.06729744864	490.63279713450174	240720.54162402515	9232916676.95902	66961.12643480887	-29.8198182117776	4483792453.41846	889.2215581834631	75234.94357675484	70541.90775339227	1.123829	23.349722	0.11166519	0.0642656	0.0947870251	-0.0112558174	-0.0772415911	-0.0511909047	-0.0525404159	0.0258214632	-0.0852489754	0.0760064163	0.1069479629	0.0277955017	-0.0074827625	0.0797793347	-0.0855515317	0.0114369389	0.0381801877	0.015353119	0.1156666972	0.0504854777	0.1096010152	0.0308228293	-0.0132475626	-0.0213529333	-0.0387947546	0.016737356	-0.0390654776	-0.2324819396	0.0750191425	0.0491209989	-0.0712792053	-0.0438936426	-0.1479440383	0.037165646	-0.0565504478	0.0816810232	0.0942458147	-0.0800931997	0.1113704871	0.1670907178	-0.0107607193	0.0193708759	0.1390635613	0.1401196165	-0.0333248144	-0.1960092504	0.0979879161	-0.0856312483	-0.0073593854	0.1571336853	0.0098928275	-0.0449174754	-0.0045819754	0.0210024552	0.0605105732	0.0612231997	0.1004865695	0.0008598122	-0.0515686788	-0.0159643788	-0.1504684643	-0.0491607243	0.0847342553	0.1617302374	-0.0479546146	-0.1123540316	-0.1956522037	0.080594922	-0.0502502466	-0.069406439	-0.056103736	0.1000624088	0.0323119436	-0.0540667088	0.0373502773	0.021884446	-0.0969360911	-0.120597922	-0.0591546608	-0.0981987666	0.042188482	0.0406444031	-0.0165502776	-0.0739730285	-0.0241634499	-0.1086876588	-0.0895375509	0.0283126723	-0.0613726417	0.0817111847	-0.0897992048	-0.0923984218	-0.223424051	-0.0203137482	0.0190621647	0.0360373739	-0.0500616689	-0.0399025126	0.078462344	0.1532144337	-0.1538357196	0.120326335	0.1161887065	0.1093977275	0.130096	3.0000000000002247e-05	9.000000000001347e-10	0.0169249692159999	0.0346218	0.0027299	7.452354010000002e-06	0.00119866903524	-0.00186274	-0.03096464	3.4698003076e-06	0.0009588089303296	0.00214523	-0.00112349	4.602011752900001e-06	1.2622297801e-06	0.00122421	-9.78699999999999e-05	9.57853689999998e-09	1.4986901241000002e-06	0.000722993	0.000337453	1.13874527209e-07	5.22718878049e-07	-1.694595683	1.667162797	-0.2769018634	0.3520368037	-0.01601349998	0.589033728	-0.2945513345	-0.05714702679	-1.505640502	1.152130654	0.7354543713	2.53922602	0.921845582	0.3408840894	-1.161849568	-1.704874036	0.07019708986	0.3988889243
66994.50642474684	65.88249743173947	4340.5034678431575	4488263891.095446	95976.30400800372	-111.7632894449198	12491.03286754892	9211450931.03675	66900.9360102702	-60.190424538668594	4475735239.050268	3622.8872061451584	74897.6758685313	70093.39579832308	1.129526	23.468088	0.21493699	0.108422	-0.0928555588	-0.04780495	-0.004035625	-0.030805431	0.0340841946	0.0940411843	0.165993671	-0.0343606445	-0.02035435	0.0586941599	0.0746951551	0.0122156977	-0.037542302	-0.0165495639	0.073716015	0.088726441	0.074290412	-0.052533924	0.1491350359	0.1480747829	-0.0364731573	0.0116950806	0.020943422	-0.1687860823	0.1119351631	-0.079661749	-0.1222782263	-0.0489593138	0.0068627122	-0.0923777836	-0.0406536061	-0.0450688073	0.0423273933	-0.0017656415	-0.0205426388	0.0683258752	0.0290680658	-0.1062870634	-0.3573687436	0.1834956042	-0.051197423	-0.1001936468	0.1852600808	-0.0554563952	-0.0311227299	0.0809345396	0.223119447	-0.0578431901	-0.0500148038	-0.0596223031	0.0233961839	-0.1020248239	0.0627797743	0.1038205817	0.2602891449	-0.051306225	-0.0023380417	-0.0567154478	-0.0963270383	-0.0276747979	-0.1081819919	0.0278987924	-0.0530920901	0.0383048244	-0.0340269592	0.0096218142	0.0664445149	-0.1706041264	0.0946409305	0.0512253676	0.1963491821	-0.1002615295	0.0118658413	-0.009234375	0.0470874713	-0.0371048793	0.099400145	-0.0552662936	0.0269417374	0.0758533413	0.0760410943	-0.0398430417	0.0563687968	-0.1349879876	0.0125427738	-0.0651897025	-0.1061551871	-0.1251203499	-0.1475621212	-0.0305795783	-0.1156598664	0.050974832	-0.0249453847	0.0760384503	0.0854633831	-0.0074714452	0.0308829266	0.0592164575	-0.0784290421	0.1198669825	0.1143757435	0.1054092553	0.11848	-0.0116159999999999	0.0001349314559999	0.0140375104	0.0150426	-0.0195792	0.00038334507264	0.00022627981476	0.0670779	0.06894064	0.0044994446684099	0.0047528118436096	0.00106139	-0.00108384	1.1265487321e-06	1.1747091456000004e-06	0.00026569	-0.00095852	9.187605904e-07	7.059117610000001e-08	0.00046933	-0.000253663	6.4344917569e-08	2.202706489e-07	-0.8888701641	1.245923961	1.112750633	-0.05693356017	0.8867126843	0.2174555056	1.385598634	-1.056370123	-1.297053945	0.08225946234	-0.29306204	1.511797253	-1.083875563	-0.5136330238	-0.1628600883	1.106153543	-1.725711671	0.8236760915
66904.51594922961	-89.99047551723197	8098.285683817527	4476214254.400719	95487.05460896523	-489.2493990384828	239364.97445951655	9117777597.89551	66878.99645073594	-21.939559534264845	4472800166.25755	481.34427255755145	74827.13824534939	69712.43827208775	1.113538	23.135899	0.18605759	0.0875438999999999	0.0335290312	0.1061675272	-0.0629921686	-0.0230970253	0.0001612733	-0.0761600302	-0.0231885711	-0.0174905633	-0.0920200613	-0.0724854774	-0.0644615644	0.022085684	-0.0776154379	0.0921866881	0.1402367019	0.0512985433	0.0422496719	-0.0483056642	-0.0593109995	-0.0358028988	-0.0632624167	0.0428964317	0.0080099405	-0.2559990968	0.0377760285	-0.0146617516	0.0154953266	-0.1530281912	0.1271305526	-0.108652292	-0.0747064012	-0.0507088904	-0.1404258621	0.0082437662	-0.0655503714	0.0508575594	-0.07531906	-0.0506088006	-0.0324671193	0.1264348466	0.0136660214	0.0074192998	-0.0159357564	0.0411707271	0.0306051052	0.0984644605	-0.1232393675	-0.0319048361	0.0926947176	0.0371313241	-0.026675586	0.0321000996	-0.0847523406	0.0268119702	0.1028324818	-0.081665319	-0.0969124951	0.0094537362	0.03305258	-0.0573052567	-0.0132205852	-0.1271618176	-0.071248861	-0.0283181277	0.1060597342	0.0070076777	0.2613197117	-0.0568894559	-0.0709581239	0.0401441719	-0.0120762663	-0.0803584129	-0.2495795139	-0.1243116472	-0.0192966567	-0.0485474448	0.0023755735	0.1229056089	0.0587380461	0.0373052001	-0.0120983411	-0.0271887733	0.0238042153	0.0257677031	-0.0187122969	-0.046573152	-0.0373242107	0.0233834933	0.0239828989	0.0964324292	0.0443422503	0.2046296683	-0.0587032575	-0.0097781471	0.1552086682	0.1494555797	0.0101643622	-0.0875004253	-0.0093663235	0.1193427198	0.112315068	0.1009072399	0.0861982	-0.0322818	0.00104211461124	0.00743012968324	0.00417121	-0.01087139	0.000118187120532	1.73989928641e-05	0.0139011	-0.0531767999999999	0.0001932405812099	0.0028277720582399	0.00182728	0.00076589	3.3389521984e-06	5.865874920999999e-07	0.000958516	0.0006928259999999	4.800078662759999e-07	9.18752922256e-07	0.000133494	-0.000335836	1.12785818896e-07	1.7820648036e-08	-0.8907534838	0.8155477821	-0.3846713379	-1.878022514	1.115632168	-0.2341805507	1.820488889	0.4716346818	-0.3850486127	-0.5528715687	-0.7395445045	0.8349711583	1.480329201	0.3135407809	-0.6870907114	0.1446476322	-2.092996691	-0.2318521132
66966.66720291767	62.15125368806184	3862.778334997821	4484534516.266329	96302.20773977	815.1531308047706	664474.6266608195	9274115215.553818	66882.8750961116	3.8786453756620176	4473318981.122066	15.043889950144354	75228.78423073883	70364.27130336456	1.161086	24.123812	0.099686235	0.0518048	0.0652966829	-0.1300636145	-0.0272497519	-0.095985133	0.0198277813	-0.0962479283	-0.0214240559	0.0669172488	0.1921505659	0.0107533521	0.027764885	-0.0641193492	-0.0190288982	0.0964051317	0.0097985312	0.0058544423	0.0237135736	0.0875406962	-0.0269314267	-0.2324305856	0.0198556855	-0.0279043032	-0.0123663741	0.0422458781	0.0882005883	-0.0506052969	0.0167509801	-0.0045333596	0.090893201	-0.1293603739	-0.0310285012	0.1084350626	-0.0201405774	-0.029322804	0.0172767938	-0.05846984	0.0239513988	0.0512060164	0.0204340067	0.032974403	-0.0555441893	-0.0205760098	-0.0732952557	0.0319434264	-0.2647518454	0.0991492166	0.0436589359	0.0974858048	-0.0176641059	-0.0884894811	0.0117441307	0.0445026354	-0.0003716332	-0.1974715701	-0.131614054	0.0931120938	-0.0107147218	0.001814385	-0.0124002746	0.0034202257	0.0117273026	-0.0731048892	-0.1828732034	0.0281678218	0.0439816763	0.0828289342	0.1263539939	-0.0305833564	-0.0391888308	-0.0492740575	-0.0199551566	-0.1351173391	0.0053364542	-0.0155690773	-0.060910326	-0.0598555167	-0.1243429745	0.0209312748	-0.0370372159	-0.0288950999	0.0166425978	0.0607400565	-0.1261813298	-0.0332497559	-0.099291836	0.1038961161	-0.0852471594	0.1419486072	0.0783197887	-0.0167775761	0.0477738345	0.0399653136	-0.008728835	-0.0122744958	-0.080548751	0.021009117	-0.1425638802	-0.0496568499	0.0803384388	0.118753831	0.1100111431	0.0959136145	0.0478713	-0.0383269	0.00146895126361	0.00229166136369	-0.0109559	-0.01512711	0.000228829456952	0.0001200317448099	-0.0121451	-0.0260462	0.00014750345401	0.0006784045344399	0.00195538	0.0001281	3.8235109444e-06	1.6409610000000034e-08	0.00102483	6.631400000000004e-05	4.397546596000005e-09	1.0502765289e-06	-7.58125e-05	-0.0002093065	4.380921094225001e-08	5.747535156250001e-09	-1.682511482	0.732269699	-1.352768171	-0.4439112011	0.9538282764	-0.6578720856	-0.1429091327	-1.272002809	0.1114927623	0.5596574041	1.807536921	0.01057211731	0.5303502524	1.331300706	0.1386786233	-0.2282907208	1.275238456	-1.137511491
