global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_18	aroma_motion_19	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25
67193.54254037296	n/a	4514972159.12491	n/a	106265.18778182675	n/a	n/a	11292290134.306902	67556.83479110054	n/a	n/a	4563925926.992052	74511.14704932852	45711.10713512493	n/a	n/a	n/a	n/a	-0.0569626227	0.1242768483	-0.0476343503	0.1123934147	-0.1610738754	0.1081824193	-0.0032025873	0.0041504986	-0.0976203265	0.1443426721	0.0193362933	-0.017206345	0.0506426212	-0.0003114504	0.1530456462	0.0242535861	-0.0539148211	0.0617651781	-0.0946256339	0.1479265161	-0.1474250177	0.0526212262	-0.0931321106	0.0139081995	-0.1266663682	0.1311156382	-0.0684024992	0.2006734483	-0.0988125761	0.0895013752	-0.0925750403	0.1489561626	-0.0542489715	0.0642489288	-0.0769386876	0.020530148	-0.1036488603	0.0301348782	-0.0300189983	-0.0971965293	0.0070737739	0.020004629	-0.1197000205	0.1314774823	-0.0096088163	-0.019385399	0.0262964759	0.0557346747	-0.1941417254	-0.0438602694	-0.0317699631	0.078275705	0.0584252145	-0.1317798186	0.0282196416	-0.0970051532	0.009987146	-0.0215778776	0.1086966251	-0.0387627144	0.2306336299	-0.1392327323	0.0023231606	-0.0786084453	0.0255184237	-0.0646685717	0.1519828272	-0.0038566139	0.0027729744	-0.0269593163	0.0382228313	-0.0197389284	0.0424499036	-0.0291706255	0.001276116	-0.0775538373	0.102446655	0.1262774774	-0.1371491844	0.0041326855	0.040871109	-0.1729734341	-0.156435976	0.1319409535	-0.0191029897	-0.0558120103	0.0950892141	-0.0785739529	-0.0043604678	-0.0881919612	0.178960057	-0.0361862081	0.0403803382	-0.1444001541	-0.1430003392	0.1043600559	-0.0408602171	0.064941974	-0.0580530786	0.1470263089	-0.153353953	0.1406080281	-0.0837083116	0.1802319613	-0.0035572509	0.1052976913	-0.0128308842	0.1770137939	0.011518568	-0.0094154325	0.0419706881	-0.0082713622	0.0771112917	-0.0538322667	0.1217078847	0.1216831682	0.1216419777	0.016818	n/a	0.000282845124	n/a	-0.0447204	n/a	n/a	0.00199991417616	0.144771	n/a	0.020958642441	n/a	0.00269037	n/a	7.2380907369e-06	n/a	0.000653745	n/a	4.273825250249999e-07	n/a	-0.0011857	n/a	n/a	1.40588449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.165406708	-0.537959902	1.77299479	-0.6206097127	1.231882479	-3.56718968	-2.285819614	-0.03416887909	2.07387418	-0.8812034131	0.4871016956	0.3330270853	0.1172703038	1.328679226	-0.8280433839	0.6649326868	0.9492110403
67068.81617149804	-124.72636887492264	4498226102.646196	15556.667092723268	104428.3384116768	-1836.8493701499535	3374015.608620282	10905277863.423693	67489.23566576088	-67.59912533966417	4569.641746687626	4554796930.74861	74338.28226319136	45986.08555286336	1.094698	25.382374	0.0698761	0.036012	-0.0554139576	-0.1094698744	-0.0970086321	0.0640643588	0.1468542495	0.1711410003	0.0734220708	-0.0354421849	0.1121726715	0.1530354817	0.0713124889	-0.0251738977	0.0291271332	-0.0615322647	0.0629846169	0.0749208548	0.0520928559	-0.0687776434	-0.0355780653	-0.1049012863	0.0671958287	-0.0250698847	0.0748049608	0.2003686985	0.0314917962	-0.0778050121	-0.0861686183	0.0416903081	0.0085407638	0.034118358	-0.1479917913	0.0672836154	0.0295303655	-0.1017329618	0.0861776572	0.0004660738	-0.1533677647	0.0882348403	-0.0614190782	-0.1483341983	0.0709055958	-0.046582668	-0.0714286586	-0.0413244454	-0.0856144302	-0.0361653123	-0.0293749611	-0.1611397439	0.1004433687	0.0404185982	0.0720635701	-0.1017458788	-0.0805337039	0.0869864058	-0.0370736521	-0.1172300236	-0.1055570557	-0.1386596887	-0.0568580939	0.0181063636	-0.0928461494	-0.108235607	-0.1087014499	0.0186375794	-0.0297436581	0.1072696893	0.2411159566	0.0262119525	-0.001608327	-0.1485200077	-0.0579597085	0.0181836589	0.0264089202	-0.1546812784	0.003192051	0.0984039071	0.0419895313	0.0743567919	-0.097715726	0.0656197801	0.0170487555	0.0006299942	-0.1147843281	-0.0156988211	-0.0384634839	0.1415593066	-0.0133321308	0.0080264599	-0.0348829103	-6.39799e-05	0.2058312435	-0.0248276649	0.1182083724	-0.125246546	0.0050927396	0.1890250882	-0.0549453339	-0.0174791756	-0.0061742439	-0.005039417	-0.2510019023	0.0672356443	-0.0786168702	0.0887048334	-0.1721589409	0.0817901184	0.1154457275	0.0566864901	0.0500061738	0.1162901141	-0.0810138338	0.0100651284	0.027825895	-0.0013099137	0.1216419777	0.1214196295	0.1210493502	0.0120751	-0.0047428999999999	0.00014580804001	2.249510041e-05	-0.0450392	-0.0003188	1.0163344000000065e-07	0.00202852953664	0.139943	-0.0048279999999999	0.019584043249	2.330958399999999e-05	0.00220481	-0.0004855599999999	4.861187136100001e-06	2.357685135999999e-07	0.000299267	-0.000354478	8.956073728899998e-08	1.25654652484e-07	-0.00154539	-0.0003596899999999	1.2937689609999997e-07	2.3882302521e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7271426436	-0.7276245779	1.58118078	-1.10892982	2.171447407	-3.895702918	0.7584363762	0.6998258175	-0.7168906568	-1.502645956	-0.2924622274	1.358902366	-1.835128375	-0.4596308756	-0.09373661046	0.7029914197	0.5543865221
67280.22482463757	211.40865313952963	4526628652.453777	44693.618622269954	104313.35767420828	-114.98073746851878	13220.569988804438	10881276589.267307	67526.7831139606	37.54744819972257	1409.8108663108494	4559866437.719874	74270.28090606126	45875.8623392357	1.018175	23.608065	0.12307127	0.0632363	-0.0536429463	0.0695490636	-0.0920156481	-0.0194354119	0.0909720119	0.0035917804	-0.1527383716	-0.1433420163	0.0811050881	0.0314242608	0.1029283813	0.0609802222	0.0444528538	-0.0564647985	0.077164168	0.07469859	0.0320828785	0.0200144815	-0.0106916912	-0.0122362334	0.0707616887	-0.0651040214	-0.0835291554	0.124542641	0.0675258145	-0.0603655789	0.0273341326	0.02631019	0.0928139353	0.0318454584	0.1571336807	0.1640853097	-0.0743151941	0.0552697512	0.1027745373	0.0505411554	0.0949688096	-0.1672863021	-0.0690379923	-0.0321716496	0.0138882611	-0.0712556663	0.0513741787	-0.0440330485	0.0051481087	-0.1163672593	0.0411255918	-0.0521899916	0.0461158201	0.0403202804	0.1370196082	-0.1167454361	0.0598745496	0.0839996941	0.0058739647	-0.0882357278	0.0050161406	0.0653316439	-0.0033048067	0.1387222882	-0.0319291847	-0.1348155689	-0.0090793365	0.0300067596	-0.131334697	0.169083967	0.0497043377	0.0361347578	-0.0402306807	-0.2458743845	0.0782634346	-0.0621834139	-0.0054658076	-0.050783013	0.0982754105	0.0510355047	-0.0429380561	-0.0879855972	-0.0613454463	0.024666615	-0.0056482233	-0.0325095569	0.1235724592	-0.051171829	0.0889813052	-0.1235925723	0.0154207575	0.0748892303	-0.1415299463	0.0297554905	0.1201436916	0.1270226903	0.0573601693	-0.1359780285	-0.0654389074	0.0675392758	0.0320546452	-0.0763950219	-0.0339262376	-0.0675469958	-0.181365735	0.062096838	-0.0709250859	0.0055292165	-0.0914748628	0.0035364331	0.1017761045	-0.0425784733	0.125050844	-0.034673505	0.1630554719	-0.0108867699	-0.0722153099	0.053930674	0.1215101995	0.120893123	0.1198669825	-0.00607367	-0.01814877	3.68894672689e-05	0.0003293778525129	-0.0863321999999999	-0.0412929999999999	0.0017051118489999	0.0074532487568399	0.0998039	-0.0401391	0.00996081845521	0.00161114734881	0.00215502	-4.979000000000008e-05	4.6441112004e-06	2.4790441000000077e-09	0.000262289	-3.697799999999996e-05	6.879551952100003e-08	1.3673724839999968e-09	-0.00116235	0.00038304	1.4671964160000005e-07	1.3510575225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3833732592	0.8889392498	1.744404798	-1.226759875	2.33987074	-2.888217877	0.5199000746	-0.5677814144	-1.451852127	-1.184905235	1.52280287	0.2060768178	1.175671304	0.01962085062	-1.266364892	0.3131460449	-0.2634466331
67278.38070988299	-1.844114754581824	4526380510.943955	3.4007592280663808	104486.04460727768	172.68693306940258	29820.77685291633	10917333517.674025	67511.92904211956	-14.854071841036784	220.64345025868192	4557860562.988187	74292.95493905952	45396.48277196344	0.927737	21.511091	0.110331245	0.0679227	-0.0537971312	0.0148564347	-0.0382569665	0.143524434	0.1229338683	0.1036028507	-0.0669338353	0.119187272	-0.0462075032	0.0163120983	0.1541455853	-0.0021470122	-0.0818915837	-0.0515263109	-0.0608856303	0.0931170185	-0.0410391194	-0.0342301813	0.1141130768	0.1169544979	-0.1552259443	-0.0335399861	-0.0579018257	0.0211316445	0.1250532347	-0.0211362286	-0.0004554944	0.0736927129	-0.1118380928	-0.0411365675	-0.0796259289	-0.0062267388	-0.055298482	0.0204813481	0.0592993693	0.0290225873	0.0084450525	-0.0329256587	-0.0933098158	0.0143381047	0.0914649258	0.1481796679	-0.0377019869	0.0341081516	0.0740768478	0.0892642005	-0.1668452551	-0.0463031397	-0.0606984856	0.0728808708	0.1142330288	0.0450628586	-0.0470570337	0.1194703916	-0.0776830422	-0.0864827337	-0.0431335769	0.0311583751	0.0613480179	-0.0548180942	0.1795003929	-0.1103274239	0.0237276627	-0.0829214079	-0.0268491109	0.0068716404	0.1761120578	-0.0099215031	0.0838149544	-0.069236391	-0.0721935547	0.1495588785	0.1747407879	-0.0190671662	-0.1143109726	-0.0821310138	0.1098873022	-0.1194199608	-0.0009681189	-0.069311526	-0.0884444511	-0.0414279896	0.0618331395	-0.0242471418	0.0887473618	0.084782647	0.0150241708	0.1509048409	-0.0074733018	-0.0219672199	0.1619870821	0.0795323557	-0.0387616236	-0.1023722671	-0.0523480139	0.0121421805	-0.0219042126	0.0462622208	0.0706993051	-0.0211851336	-0.1361294587	0.0456077473	0.0251067815	0.1563218429	-0.0002478775	0.0836028817	0.1185002684	0.027171879	0.1083836166	-0.0061476075	0.0780477649	0.1214073197	-0.0428204155	0.036835059	0.1213126213	0.1201047889	0.1181006348	-0.00490946	0.0011642099999999	2.41027974916e-05	1.3553849240999994e-06	-0.0236986	0.0626335999999999	0.0039229678489599	0.00056162364196	0.116466	0.0166621	0.013564329156	0.0002776255764099	0.00229857	0.00014355	5.283424044900001e-06	2.0606602500000028e-08	-9.48977e-05	-0.0003571867	9.00557346529e-09	1.2758233865689006e-07	-0.00106566	9.668999999999996e-05	9.348956099999994e-09	1.1356312356e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3492694427	0.6359423862	1.610268916	-1.853913794	0.9638899332	-3.147450899	-1.038673197	-1.141870121	-0.559888073	-0.6968080784	-0.00585928563	0.5728294841	-0.6422519071	0.01914811559	0.4698719923	0.1888251683	-1.574249966
67301.4310990509	23.050389167910907	4529482627.980295	531.3204407921445	105124.85081533136	638.8062080536765	408073.3714479171	11051234258.945677	67650.62069038722	138.69164826766064	19235.37329920049	4576606479.794648	74527.81445188334	45850.94748155126	1.068609	24.777441	0.03906052	0.0275403	-0.0619424065	-0.0117235626	-0.1325420987	-0.0698912672	0.0352963412	-0.1523637919	-0.0343889727	0.0016871634	-0.1438825134	0.1393892062	0.03299503	-0.129377346	0.0941955525	-0.0350839561	0.0425990102	-0.0590754412	-0.0427279216	-0.0276367523	-0.0314355144	0.1835494672	-0.064645333	-0.011611425	0.1053818531	-0.0617849584	-0.0931546442	0.1562002352	-0.0807988652	0.1165323372	0.0400598543	0.0556163878	0.149936082	-0.0663533883	0.0277397358	0.0124051245	-0.0008323518	0.0017882975	0.0008798898	-0.02377199	-0.0205771554	-0.1000514775	-0.0986983338	0.0418230463	-0.1240110679	0.0242117303	0.0409927408	0.0966888415	-0.0851339366	0.0882639967	0.0484047118	0.0662391601	0.0048832022	-0.1650152082	-0.0212164044	0.0259887532	0.0365756501	0.1321140316	0.0463139181	0.0571658379	0.1211807543	0.0260006157	0.1606612832	-0.0005596945	-0.1245530715	-0.0835539728	0.03315844	-0.0288413334	0.0897116712	0.1059461156	-0.0123817392	-0.0936693488	0.1207092808	0.014929477	-0.1391287683	0.0882956726	0.043298546	-0.054123696	0.0682277796	-0.0639462705	-0.071576001	-0.1160812598	-0.0227885707	-0.1332074029	-0.1487539863	0.0020946206	-0.0923801524	0.0843271784	-0.0886068667	-0.0675813391	-0.0497823391	0.0776488112	0.2002736426	-0.1528450318	0.0309847493	-0.0014545235	-0.0890576462	0.066397253	0.1094849209	-0.0719634704	0.0727133603	0.0001366585	-0.1819346927	-0.0508445135	-0.0294622359	0.1378708222	-0.0061999363	-0.0017436645	0.074184537	0.1495109018	-0.0945305169	-0.1065262919	-0.0205879553	0.0785217516	0.0778661524	0.0945241896	0.1210493502	0.1190563346	0.1157589128	-0.0103203	-0.0054108399999999	0.0001065085920899	2.9277189505599992e-05	-0.0237605	-6.190000000000015e-05	3.831610000000019e-09	0.00056456136025	0.116431	-3.499999999999337e-05	0.013556177761	1.224999999999536e-09	0.00178002	-0.00051855	3.1684712004e-06	2.6889410250000024e-07	1.87479e-05	0.0001136456	3.5148375441e-10	1.291532239936e-08	-0.0010268	3.8859999999999936e-05	1.510099599999995e-09	1.05431824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.280818916	-1.776008629	1.00235754	-1.237888579	0.3192709442	-2.795305424	0.384358726	0.5843685832	-0.4147901277	-0.2557066144	-0.6292881166	0.4667634296	1.305714056	0.6763391531	0.1179654552	-0.9983473476	-0.6274305717
67789.49466199115	488.0635629402532	4595415586.528127	238206.04146993448	105061.1434006659	-63.70741466546315	4058.634683357269	11037843852.655285	67678.41797299593	27.797282608706155	772.6889204282777	4580368259.3275385	74741.2520127245	63620.44962152445	3.715344	86.14633899999998	0.252878255	0.145044	0.1116984315	0.0670788085	0.2027177608	0.0905589885	-0.0604890393	0.0055450442	-0.0512535762	0.15698214	0.0357413063	-0.1439600825	0.2120702743	-0.0348390643	0.1785110991	0.0673912839	-0.0404587085	-0.1038852674	-0.1063227978	-0.1698084474	-0.0862962004	-0.0273568936	0.0300424156	0.1793374568	-0.0160781014	0.0170125491	0.0613474183	0.0908212586	-0.1190810326	-0.1352574566	0.0104292339	0.1236091902	0.0128113998	0.0790872607	-0.1184496145	-0.050194876	0.1313049615	-0.0607500812	0.1623910625	0.1338400214	0.1088247705	0.0853758214	0.0636282392	-0.0317498043	-0.0817580868	0.0495409366	0.0266800887	0.0171617244	0.1797137784	-0.0082285751	-0.0446063305	0.0056046116	-0.2370108239	0.1144751707	-0.079364196	-0.0763713084	0.111083423	0.0525123405	-0.1822150038	0.2010321087	-0.108537393	-0.1547987292	-0.1014392915	-0.1410219465	-0.036020927	0.0462884225	-0.0443585635	-0.1118956595	-0.0305353526	0.0710356165	-0.1014887009	-0.0322957036	-0.0970591469	0.0246614893	-0.0871758523	-0.0915187066	-0.0798332815	-0.0406696782	0.1174080623	-0.1750851155	-0.0391409667	-0.0083955637	0.115632501	0.1098736158	0.0344215126	-0.1608672217	0.1127319968	-0.1711748632	-0.0104220411	0.0932809686	0.0542557989	-0.031529145	-0.074855854	-0.0714063645	0.2500848114	-0.0081996843	0.0247761073	-0.0541688966	0.0508828246	0.1379802146	0.0001035165	0.0639213226	-0.1340583578	-0.1371456511	0.0417183519	-0.0180939084	0.0292956135	0.0307983554	-0.1179852156	0.0630122871	-0.0194648893	-0.1015416032	0.1940035922	-0.2427676751	0.0654799209	0.23792161	0.1207205288	0.1177500307	0.1128532249	-0.0437938	-0.0334735	0.00191789691844	0.00112047520225	-0.031518	-0.0077574999999999	6.017880624999996e-05	0.000993384324	-0.0166088	-0.1330398	0.00027585223744	0.01769958838404	0.0008154409999999	-0.0009645790000001	6.649440244808369e-07	9.304126472411928e-07	0.000419641	0.0004008931	1.76098568881e-07	1.6071527762761e-07	-0.0008201229999999	0.0002066770000001	4.271538232904134e-08	6.72601735128836e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.157269424	-0.9709484221	0.610649623	0.8070689719	3.228790744	-0.7650460216	-1.393506035	-0.9192919615	-0.07057729613	-1.130170539	1.008059371	-1.172246734	-1.278569926	0.8568515121	1.133969367	-1.08185953	1.058663713
67336.73281887635	-452.7618431148003	4534235586.720739	204993.28658071105	105059.9467085256	-1.1966921402927255	1.4320720786383845	11037592402.39824	67528.35778702446	-150.06018597146613	22518.059413791	4560079105.412388	74279.18561516609	46182.953520576906	3.690026	85.559303	0.10742342	0.0592698	-0.0608460068	-0.11939274	-0.0836993686	0.0338529628	0.0282624472	0.0678417842	0.0178204844	0.0573110856	0.1164895063	-0.0363953117	-0.0563624842	0.0544035213	-0.0913544496	-0.0540906717	-0.0328101711	0.0429770652	0.0108179501	0.064568974	0.0568506419	-0.1216419025	0.0210045256	0.0674880571	0.032645821	0.0394621914	0.050292012	0.0762999655	0.0451086374	-0.0480733058	0.175443531	0.0705116087	0.0403111702	0.067812204	0.0634842191	-0.0226275865	0.0071850207	-0.1599268789	-0.1192588485	0.027192296	-0.0775261843	-0.0230244199	0.034029693	0.0519600347	0.1674952212	0.1535491286	-0.0247711116	-0.0816853673	-0.0746452778	0.0983377282	0.0224459307	-0.0194492574	-0.1008113774	-0.0244992759	-0.1329009818	0.0075021793	-0.0320703345	-0.0517171725	-0.136570057	-0.0245430025	-0.0817346348	0.0753069233	-0.0257213043	0.0951612415	-0.0417872979	0.1104828781	-0.0620920866	-0.081892468	-0.0605471415	0.0524202527	-0.0127819254	-0.040701317	-0.0957887789	-0.1875221433	-0.0723790626	0.0921419664	-0.0516479545	0.0396252487	0.0045676853	-0.0809616261	0.0576444281	0.0712218111	-0.0707630367	-0.0798329124	0.0508397714	0.2086977657	0.0890338469	0.0218776535	3.27351e-05	-0.0419996859	0.0948608647	-0.0080641123	-0.0154964076	0.1433358266	0.0743357755	-0.0363967041	0.1009738923	0.0496564832	-0.0057402788	-0.0086408278	0.1236225563	0.0733759797	-0.05588253	0.056282347	0.0250434794	-0.087682587	-0.0879337739	-0.104781145	-0.01657564	-0.159367584	-0.0079788078	-0.0187514727	-0.1241671513	-0.0280214639	0.0469230964	-0.0212292729	0.120326335	0.1161887065	0.1093977275	-0.0231895	0.0206043	0.0005377529102499	0.00042453717849	-0.0341748	-0.0026568	7.058586240000005e-06	0.00116791695504	0.0321866	0.0487954	0.00103597721956	0.00238099106116	0.0008988769999999	8.343599999999999e-05	8.079798611288202e-07	6.961566095999999e-09	-7.87294e-05	-0.0004983704	6.19831842436e-09	2.4837305559616e-07	-0.000694591	0.0001255319999998	1.5758283023974886e-08	4.82456657281e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2715957536	1.55309189	1.485085258	-0.1217264426	1.922685671	-1.420820919	0.8941359206	0.6881887848	-0.1599493177	-1.587324435	-0.5775327159	0.863477555	-0.857746259	0.7963063007	0.9094623947	0.7617284446	-0.6601247719
67185.52114940294	-151.21166947341408	4513894252.116869	22864.968984937022	104614.7230593278	-445.223649197811	198224.0978050155	10944240280.77985	67458.20763841712	-70.15014860733936	4921.043349631796	4550609777.787798	74146.62126882351	45678.78456489995	1.017781	23.598913	0.07287209	0.0357281	-0.0720856373	0.0702878839	-0.0997698187	-0.0638437105	0.0115872329	-0.0237731529	-0.0635837808	-0.0936670698	-0.0007023561	0.0258553513	0.0184185687	0.0855622165	-0.1687680316	-0.0756538866	-0.1009502788	0.0808434972	0.0461721727	0.1479574736	0.115292003	-0.0490178086	0.0700947151	0.015550943	0.0577662419	-0.1236431048	0.0654426699	0.1720954361	0.0217761743	0.0170959978	0.1493878754	-0.0516181021	0.0108425548	0.0889089503	-0.0540277104	-0.1151099108	0.0251549756	0.1247697054	0.0455225591	-0.0318477994	-0.001018547	-0.0055248953	-0.0212338455	0.0586194108	-0.0577740309	0.0951320861	0.018197144	0.0376628969	0.0231253061	-0.0467428678	-0.0580532479	0.0817210249	0.008886201	-0.0004583507	-0.0222138568	0.043027298	-0.0178452935	-0.0422354959	0.0661878299	-0.0302914011	0.0278114255	0.1271870948	0.0580910769	0.194191863	0.0664225087	-0.0201624618	-0.0869841326	-0.0306046799	-0.0304828049	0.1831852327	-0.0499698312	-0.0404597429	-0.0915096658	0.0424272237	-0.0917959591	-0.046297572	-0.0448768623	-0.0481706196	-0.0242696095	-0.0452729407	-0.0105747715	0.0085328826	-0.0318961042	0.0266875774	-0.0006257349	0.054960154	0.0621335469	-0.0477450272	-0.1860727498	-0.0105769145	-0.0721732784	-0.0484855044	-0.0162724279	0.0617893358	-0.1029090351	0.0318533949	-0.095703121	0.0168077431	0.0588173816	-0.0879651367	0.0657994314	0.0053691903	0.1241580898	0.0700841496	0.0489176108	-0.0650217152	0.0782887036	-0.0401074837	0.0292656864	-0.0901018088	0.1012904725	-0.0959423173	-0.0114613826	0.0196770708	-0.0722491128	0.0505355825	0.1198669825	0.1143757435	0.1054092553	-0.0371637	-0.0139742	0.00138114059769	0.00019527826564	-0.0269092	0.0072655999999999	5.278894335999996e-05	0.00072410504464	0.0170023	-0.0151843	0.00028907820529	0.00023056296649	0.00139453	0.000495653	1.9447139209e-06	2.456718964090991e-07	-8.69262e-05	-8.196800000000003e-06	7.55616424644e-09	6.718753024000004e-11	-0.000469481	0.00022511	5.067451210000003e-08	2.20412409361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06746083123	0.8886883123	2.498599798	-1.507311652	0.2892115407	-1.049048933	0.3517647095	0.5390628959	0.6460091943	-1.087690592	0.7276792263	-1.060474165	0.9624582349	0.5121593269	-0.6597245577	-0.7804286577	-1.239011806
