global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_08	aroma_motion_11	aroma_motion_12	aroma_motion_17	aroma_motion_20
67071.24763730117	n/a	4498552259.624178	n/a	104544.59975865844	n/a	n/a	10929573338.698086	67506.65995270926	n/a	n/a	4557149137.97072	74711.81614198876	49661.13767550967	n/a	n/a	n/a	n/a	-0.0968837114	0.1450325262	0.1393983452	0.0642094818	-0.0378700207	0.2478627438	-0.0252834482	0.0957454142	-0.1066252015	0.113386521	-0.1731219649	-0.0864741475	0.1737756824	-0.070024005	0.1568658436	-0.1993090141	0.1395811665	-0.0497773927	0.1897240668	-0.0042622952	0.1151709656	-0.1610160031	0.1120703287	-0.0001126293	-0.0505590938	0.1252881872	-0.0836770266	0.0695432393	0.0878324462	-0.0913104231	0.3478633909	0.0241705593	0.0954198962	0.1528185179	-0.0055482614	0.2051116235	-0.0525604501	0.0739615006	-0.1646175789	0.0755187613	-0.2013585831	0.0687742733	-0.0232826857	0.1379668867	-0.0343212924	0.0528182328	-0.1458630179	0.0497217428	-0.1106728731	0.0595785096	-0.0956938985	0.1910021926	0.0477332821	0.1318067108	-0.0366144487	0.2674598801	-0.0313389873	0.1136646647	-0.0487813817	0.0347083121	-0.0284918459	0.1947247086	0.0787426625	-0.0284261977	0.0337462626	-0.0726149701	0.2268907461	-0.20783361	0.0615095948	-0.421917297	0.2831877747	-0.0136608349	0.171539956	-0.0283048971	-0.2954538476	0.3053639921	-0.1064337773	0.0801495671	0.1643619509	0.0241615	n/a	0.00058377808225	n/a	0.0380256	n/a	n/a	0.00144594625536	-0.0605713	n/a	0.00366888238369	n/a	0.0117748	n/a	0.00013864591504	n/a	-0.000587682	n/a	3.45370133124e-07	n/a	0.00292271	n/a	n/a	8.542233744099999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.093470406	-1.591916799	-0.1904837655	-1.262540527	-1.689800217	-0.05997168547	0.9269448284	0.4155813187	-1.369986259	1.404553319
67116.22547888238	44.97784158120339	4504587722.53218	2023.0062333038288	105169.98084817876	625.3810895203205	391101.5071296232	11060724871.606289	67559.41086647728	52.7509137680172	2782.6589033607866	4564273996.625488	74716.65228227916	45460.65936074196	2.158022	48.200352	0.3057931	0.187083	-0.140200063	0.1096985541	0.0395825331	0.0640184158	0.0476537784	0.2748919136	-0.0234857602	0.0626180699	0.0055691907	0.1363547206	0.0684467582	-0.0336163236	0.210074695	-0.1143145975	0.1504055987	-0.1046975135	0.0662539313	-0.1636979439	0.0578158613	-0.2664090722	0.2199808672	-0.011186475	-0.165001619	0.144683998	-0.0362581842	-0.0467022049	-0.0648933287	-0.1620048384	-0.0378084938	-0.0518976582	-0.0500070116	-0.1083703611	-0.1155878599	0.0427617927	0.0394711638	0.2827855244	-0.0619083999	0.0569073639	-0.0701956793	0.1606970696	0.0232867231	0.017928686	-0.0285327813	0.3024712783	-0.1861406405	0.0417046123	0.0661575155	-0.0004195397	0.2274325638	-0.0364955958	0.1244353894	0.1458061614	-0.0264068065	-0.1025795183	-0.1002602895	0.2208992039	-0.0894577435	0.1001121769	0.1177264719	0.2803999643	0.0651215952	0.0117692559	0.0229537423	-0.0642138887	0.083258333	-0.0091566308	0.1109336846	-0.0290147576	0.3744402297	-0.0345896713	0.033905595	0.1495591732	-0.207284599	0.0027028432	-0.0061234178	0.0089921449	0.1433038291	0.2143969214	0.1640657595	0.0377275	0.0135659999999999	0.0014233642562499	0.0001840363559999	0.019382	-0.0186436	0.00034758382096	0.000375661924	0.0651734	0.1257447	0.00424757206756	0.01581172957809	0.00927474	-0.00250006	8.60208020676e-05	6.2503000036e-06	-0.000291586	0.000296096	8.5022395396e-08	8.767284121599999e-08	0.00308333	0.00016062	2.5798784400000065e-08	9.5069238889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.679992782	-2.163914424	-0.1521304007	0.6355284432	1.294346475	0.6978070263	0.9666231473	0.05172638893	0.7543151111	-0.3557945202
66858.6776906669	-257.547788215481	4470082782.544479	66330.86321468624	105782.37611029558	612.3952621168137	375027.95706312096	11189911095.540031	67485.61539460921	-73.79547186807031	5445.771668231157	4554308285.189116	74691.14726321686	44950.15120826977	1.105072	24.682261	0.0633637999999999	0.046177	-0.140504234	0.1096962282	-0.1333351513	-0.1228747625	0.209573624	0.2486483417	-0.1093813376	-0.0294722157	-0.0442570956	0.052512467	-0.1393887767	-0.0323420797	0.1472909718	-0.1162512272	0.1110573692	-0.132303568	-0.1563137974	-0.1111843553	-0.0330657089	0.0009295677	-0.1062021428	0.0403288482	-0.1559810104	0.0406557899	0.1313941124	0.0754256967	0.0457062226	-0.0387662245	0.0866961065	0.0795178807	-0.0790146359	0.0918215327	0.2077742113	0.0300439286	0.0548095717	0.2366456375	0.1089505066	0.1723617167	0.0186874722	-0.0018700766	-0.0495356514	0.1162305416	0.0068602056	-0.0886788514	-0.0017564795	0.2186301548	-0.023862239	0.1582985314	0.0578699209	0.0607111084	0.0713690271	-0.2082099523	0.0556186328	-0.0306595199	-0.1021383906	0.2132326479	-0.0863735477	0.0246021015	0.0074692705	0.0626762958	0.0645865821	-0.1733605546	-0.1100061778	0.1321393401	0.0886707403	-0.2209315254	-0.0177945864	-0.027957979	0.1466513349	0.3337336589	0.0971098592	0.0271686402	-0.146233039	0.1395425715	0.0167574994	-0.1241368805	-0.0397981167	-0.0287335763	0.1634739106	0.0376752	-5.229999999999818e-05	0.00141942069504	2.7352899999998093e-09	0.063819	0.044437	0.001974646969	0.004072864761	0.0590306	-0.0061428	0.00348461173636	3.773399184000005e-05	0.00944691	0.0001721699999999	8.92441085481e-05	2.9642508899999752e-08	-0.00029591	-4.3239999999999945e-06	8.75627281e-08	1.8696975999999948e-11	0.00300519	-7.813999999999998e-05	6.105859599999997e-09	9.0311669361e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.356183471	-2.218196078	1.198064165	-0.798301013	0.7770734039	0.5077436841	-1.006640229	0.428599159	0.9814925056	0.7817032931
66771.37936858452	-87.29832208238076	4458417102.783434	7620.997038399088	104478.34363803742	-1304.0324722581572	1700500.6887037216	10915724289.347834	67376.01895094235	-109.59644366685824	12011.380464422831	4539527929.677743	74452.17679139966	45719.78615148374	1.435705	32.067089	0.08403325	0.0462076	-0.1382491468	0.0979235422	0.1305661605	0.2342738464	0.1286341878	0.1415209049	-0.1363911027	0.0843837294	-0.1717769987	-0.1213745845	-0.0012284333	-0.0757384464	0.044253593	-0.2302246648	0.1111227291	-0.042464566	0.0248433501	-0.0772310595	-0.1174250308	-0.0934667915	0.1577391288	0.0588433507	-0.1465046949	-0.1523279978	0.1259291769	-0.108912824	-0.0708648853	0.0418974435	-0.0443309368	0.1219234961	0.1682952232	0.0942469392	0.0441287291	0.0425939767	0.1284667488	0.1362459477	-0.1231281072	0.2370545573	-0.0294839296	0.1186428546	0.1188017107	0.0399620246	-0.0841240019	0.1198228032	-0.1398198632	0.0703759525	0.2290145971	-0.0468492795	0.0224517328	-0.0763050091	-0.0598041702	0.0265847381	-0.0400983542	0.1934481032	-0.0803080817	0.2280325449	-0.0741757577	0.025031476	0.0060645365	0.0133594935	0.062237397	0.0033531139	-0.1907078321	0.0324086234	0.0598921347	-0.1848408834	0.0781498912	-0.0347867782	0.2373074611	0.0544119905	-0.015522665	-0.1403775989	-0.1194656499	0.1029831984	0.0373473229	-0.0939426778	-0.040099747	-0.1231558242	0.1625874706	0.0377097	3.449999999999981e-05	0.00142202147409	1.1902499999999867e-09	0.0683386	0.0045195999999999	2.042678415999999e-05	0.00467016424996	0.0315239	-0.0275067	0.00099375627121	0.00075661854489	0.0100084	0.00056149	0.00010016807056	3.152710201000015e-07	-0.000373319	-7.740900000000002e-05	1.3936707576099998e-07	5.992153281000003e-09	0.00260464	-0.0004005499999999	1.6044030249999998e-07	6.7841495296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.534570463	-2.286025574	-0.5992127658	-1.436961074	-1.3936472	0.3835496793	1.064298488	1.603246983	0.2002254151	-0.2748929387
66927.96898214078	156.58961355626525	4479353032.074398	24520.30707370049	104690.7280646646	212.3844266271772	45107.1446737548	10960148542.70955	67437.20461474502	61.18566380266566	3743.6854549728314	4547776566.250986	74620.35119937845	46895.74492693887	1.453103	32.455677	0.1021945	0.0520888	-0.1278047958	0.140853687	-0.0399987879	0.0835951219	-0.0115638609	0.2798183103	0.0341197511	0.0525456795	-0.1089875163	-0.0172978577	-0.2414766854	-0.0980648932	0.2046862438	-0.1864133166	-0.0564128394	0.00732726	0.0209414213	0.1982205425	0.1755177806	-0.0556964828	-0.1717220815	-0.2177615751	-0.0008433189	0.0670107163	-0.2110929652	-0.0247259692	0.0269811746	0.0960284692	0.0756203879	-0.0410416246	0.0148085869	-0.1407433118	-0.0990069784	0.14098018	-0.0612531499	0.1977762366	-0.1938506281	0.0411578367	-0.034896486	-0.173648169	-0.0956814814	0.1365860239	-0.1517965899	-0.1245094191	-0.0940116574	-0.0563661969	-0.1830551261	0.046694819	-0.1610834852	-0.1835528088	-0.1021230055	-0.0642523139	0.0258414825	-0.0214659949	-0.0798286864	0.2363388123	-0.0304273411	0.002875797	-0.0827761782	-0.0925893933	0.0201556324	-0.140447947	0.0254790928	-0.0397202787	-0.016760762	-0.1841059613	0.0627444003	0.006680038	-0.109441162	0.0614062222	-0.0010659557	-0.0729684457	-0.0181038649	-0.0078027115	0.0058836742	-0.0458348621	-0.0145469291	0.027858378	0.161408037	0.0377418	3.2100000000000184e-05	0.00142444346724	1.0304100000000115e-09	0.02957	-0.0387686	0.00150300434596	0.0008743849	0.00768545	-0.02383845	5.90661417025e-05	0.0005682716984025	0.00985492	-0.00015348	9.71194482064e-05	2.35561104000003e-08	-0.000699756	-0.000326437	4.89658459536e-07	1.0656111496900005e-07	0.00291583	0.0003111899999999	9.683921609999989e-08	8.5020645889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.484777404	-1.986664975	-0.7969246126	-2.059563934	1.360556166	0.518076392	0.1573226316	0.03614431301	-0.1656122042	2.193215951
66989.74184814184	61.77286600106163	4487625512.880687	3815.886973985116	105210.61629801952	519.8882333549263	270283.77518090635	11069273781.809092	67458.02157098809	20.816956243070308	433.3456672259039	4550584674.271894	74624.43293024518	46883.60198288583	1.00442	22.43416	0.0757366049999999	0.0400819	-0.1276389512	0.1208250174	-0.0441081549	0.042710098	0.0409598279	0.1744412117	-0.0513348243	0.1496146893	0.0053729275	-0.1965411916	0.1068123807	-0.0793047278	0.1566171917	-0.1341137746	-0.008684516	0.0359421865	0.1105557924	0.0372380448	0.0112112843	0.2027203659	0.0008806753	-0.0236792153	-0.1338990717	-0.0920883832	-0.2480858297	-0.0328248767	-0.0365275913	0.004682901	-0.1308235224	0.0883519901	-0.0417661271	0.2468727862	-0.1100454664	0.0698525482	0.0492339796	0.1986885402	-0.070834023	0.0023722602	-0.0077036343	-0.0237605834	0.1346770189	0.0455369012	-0.1292955014	-0.0831751674	0.0752899641	-0.2125343075	-0.0908487781	-0.0424678452	0.1163591138	-0.046610396	-0.1323984271	0.107485033	-0.1150338227	0.0032469082	-0.0593832553	0.2108076402	-0.0364312268	-0.0167002238	-0.0743964334	-0.0535039861	0.0165370618	0.0285140024	0.012201637	-0.0042807158	0.0769825911	0.0783999794	0.059845992	-0.0745202	-0.228302227	-0.0031953984	-0.091607432	-0.096429786	-0.1135876738	-0.0345535295	0.1252993357	-0.0195987024	0.1176164293	-0.0656688108	0.1599377353	0.0397856	0.0020437999999999	0.0015828939673599	4.177118439999993e-06	0.0218193	-0.0077506999999999	6.007335048999999e-05	0.00047608185249	-0.000396855	-0.008082305	1.57493891025e-07	6.5323654113025e-05	0.00938825	-0.0004666699999999	8.813923806250002e-05	2.1778088889999898e-07	-0.000616	8.375600000000004e-05	3.7945600000000003e-07	7.015067536000007e-09	0.00230906	-0.00060677	3.6816983290000005e-07	5.3317580836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.457992575	-1.977348069	-1.401359845	-1.737653297	-1.186691619	0.3807452796	-0.4241928317	0.4159660465	0.4620889773	1.206558023
67090.56883322696	100.82698508512112	4501144426.365965	10166.080921355237	104877.48632190486	-333.1299761146656	110975.58098615769	10999287137.20134	67425.85915413665	-32.16241685143905	1034.4210577257304	4546246482.673472	74470.36214055402	48717.132649550986	1.528206	34.133133	0.0346639449999999	0.0183004	-0.116056973	0.12711703	0.1313160816	0.064099824	-0.0408382541	0.2066361353	0.0711620069	0.0895932492	0.0034306427	-0.0432723963	-0.0161728195	-0.069950203	0.0790968613	-0.2028504485	0.1023934829	0.0644844395	0.1406099436	0.1026309656	0.0345459448	0.0448825456	0.0551692919	0.2776802737	0.055033578	0.1688615444	0.0734542232	-0.1016318002	-0.033533013	-0.215614001	0.2117238856	-0.1471801625	-0.0885666051	-0.1641154181	-0.046086158	0.0944942081	0.0244862625	0.098977484	-0.1597825937	-0.0318050291	-0.2331227902	-0.1290462656	0.0778116164	-0.0142485171	-0.0278903193	-0.1477371971	0.0738162494	0.1011922629	-0.0419470599	-0.1657850395	0.1792952629	0.0268399423	-0.0848116312	-0.1189937315	-0.0087670793	-0.1936625297	-0.0632822425	0.2093964622	-0.0153319949	-0.0085872264	-0.1002827082	-0.1455253468	-0.0395850176	0.0853493117	0.0662963404	-0.1586748199	-0.0130244489	-0.0423736554	-0.0611221787	0.1351780975	-0.254119354	-0.0152023694	-0.0460758974	0.0616543441	-0.0527787573	-0.0649960336	0.0725034491	0.0101353107	0.1044630533	0.0087643769	0.1581792149	0.0376839	-0.0021016999999999	0.00142007631921	4.417142889999992e-06	0.0135241	-0.0082951999999999	6.881034303999998e-05	0.00018290128081	-0.0154883	-0.015091445	0.00023988743689	0.000227751712188	0.00942582	3.756999999999893e-05	8.88460826724e-05	1.411504899999919e-09	-0.000507918	0.000108082	2.57980694724e-07	1.1681718724000005e-08	0.0022712	-3.785999999999981e-05	1.433379599999985e-09	5.158349440000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.443710773	-1.735073013	-0.9585953162	-1.801401677	1.544224887	0.4825988079	0.5946064747	-0.1072188422	-1.121451584	1.11703644
67157.72361111682	67.154777889853	4510159840.627157	4509.764193435489	104999.50868021	122.0223583051411	14889.455926348235	11024896823.085497	67466.63470066519	40.77554652854451	1662.6451947014982	4551746797.833	74397.2172791359	49002.25570873203	1.223201	27.320721	0.0943741	0.0498957	-0.1132291126	0.1419124996	-0.1030973725	-0.0359958194	0.0266410159	0.1577372314	0.0307127402	-0.0234177702	-0.0060880566	-0.084314354	0.2090858228	-0.0797817448	0.1538234275	-0.1550747618	0.0013904306	0.0353186751	0.0540420552	0.0918477398	-0.1675177099	0.0475985133	-0.2436274412	0.0338747456	-0.0423045824	0.0460281174	0.026861685	0.3146272853	0.0207131178	0.0061364595	-0.1722871168	0.1361261654	0.0061373236	-0.0586429934	-0.1053647879	0.024389967	0.1070315724	0.1807792814	-0.015686018	-0.0755987978	0.1209018261	-0.1961498568	0.0926848279	-0.1195336127	-0.096748913	0.0893682008	0.1240627847	-0.0517875058	0.0627024013	-0.0008245976	0.0790592075	0.1532186102	0.0410913065	-0.0941534306	-0.1324438815	0.0507589304	-0.0593326502	0.1959533988	-0.0052649058	-0.0519639003	-0.0491063067	0.0133854991	-0.1038731659	0.0441583067	0.1729710288	-0.0199735955	0.0208749218	0.2445917111	0.04916784	0.1236954638	-0.1033693947	0.0282435939	-0.0885526075	0.0332088	0.0544912834	-0.099536658	0.0907099123	0.0410219989	-0.0454210869	0.0616137435	0.1561356449	0.0376657	-1.8199999999996e-05	0.00141870495649	3.3123999999985425e-10	0.0538369	0.0403127999999999	0.0016251218438399	0.00289841180161	-0.0284792	-0.0129909	0.0008110648326399	0.0001687634828099	0.0089865699999999	-0.00043925	8.075844036489821e-05	1.9294056250008725e-07	-0.000790242	-0.000282324	6.24482418564e-07	7.970684097600003e-08	0.00217173	-9.946999999999994e-05	9.894280899999988e-09	4.716411192900001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.621090876	-1.611649604	-0.7198067383	-1.197119797	0.2169203649	0.905783803	0.1141243179	-1.134120185	1.916155101	0.5811994814
67256.75054818875	99.02693707193248	4523470494.301288	9806.334265848474	104906.02797509456	-93.48070511543484	8738.642228878884	11005274705.511324	67562.54594824002	95.91124757482612	9198.96741135959	4564697615.008043	74553.07495513263	48902.87660827283	1.176476	26.277088	0.0899474	0.0464584	-0.1190804169	0.1009901103	0.219480696	0.1231633064	-0.0524445298	0.1277303213	-0.0228581614	0.1812972708	0.1553408767	-0.0330836104	0.2921909135	-0.052723632	0.2889621384	-0.0430482496	-0.2341927429	0.012063486	0.0962942752	0.1764472937	0.024713945	0.050763312	0.1014390433	0.084425187	0.1213084356	-0.1917638597	0.2170188386	-0.0059456545	0.000719154	0.1842700227	-0.0701313562	-0.0288563604	-0.1369989243	0.1161616828	0.0289442321	0.0506801146	0.0301584641	0.1955622465	-0.1668177456	-0.2703330413	-0.0114019819	0.0955798401	0.0956365575	-0.1692624436	-0.0248266564	-0.2021257916	0.0263283555	0.1068159653	-0.0103211754	-0.0255802449	-0.272603976	0.0089619984	0.0728359237	0.1211739795	0.0331754587	0.1247959639	-0.0411944532	0.1891068026	0.0059088019	-0.0478534412	0.0592774953	0.0064651402	-0.1455103559	0.1506140119	-0.0859453531	-0.0705594663	-0.1079887708	0.2719491436	-0.0144460658	0.0653045041	-0.0547790416	-0.0973521154	-0.1281115946	-0.0567045787	0.2123080636	-0.0472924285	0.1076006821	-0.1868391844	0.0945044744	-0.1407986605	0.1538107079	0.0400658	0.0024000999999999	0.00160526832964	5.760480009999977e-06	0.0451401	-0.0086967999999999	7.563433023999995e-05	0.00203762862801	-0.0238001	0.0046790999999999	0.00056644476001	2.1893976809999988e-05	0.00933003	0.00034346	8.704945980089999e-05	1.1796477160006813e-07	-0.00119709	-0.000406848	1.4330244681000002e-06	1.65525295104e-07	0.00143861	-0.00073312	5.374649344000001e-07	2.0695987321000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.501420298	-1.56564943	-1.314742608	-0.4914340123	-1.396697344	0.8360795037	1.205040956	1.63359659	0.2125404695	0.7632183648
67167.35724133902	-89.3933068497281	4511453878.785658	7991.163309529646	105001.95184365047	95.9238685559103	9201.388558731558	11025409890.976294	67511.31537122367	-51.23057701635116	2624.572021428288	4557777703.152821	74448.19886450053	46872.5749037158	1.723128	38.486805	0.0910621	0.0578973	-0.1405253832	0.118768053	-0.0285103662	0.0407567694	0.0275707505	0.1381202242	0.0240302317	0.0142364781	0.0670813024	0.0309049318	0.1229642053	-0.050851567	0.1115045216	0.0148736643	0.1894873894	0.1145495012	-0.0070870875	0.1142890065	-0.1102737434	0.0344411431	0.0783313113	-0.0033774949	-0.093027374	-0.1044740345	-0.0375499438	-0.172569444	0.1514685898	0.161538959	0.0713111807	0.1527630404	0.0206570027	-0.0936119913	0.1614895505	0.0122448388	0.0739218146	0.1557583131	-0.0247255157	-0.1446391516	-0.1018440314	-0.1744232454	0.0224770331	-0.015145786	0.1958563293	0.0862019873	0.0930432055	0.0899004502	0.1972891035	0.0967741563	0.0144365056	-0.0903432811	0.0110303952	-0.0436780096	-0.00081409	-0.013719685	-0.0729107877	0.1945491643	-0.0369060074	-0.0510211587	0.141397321	0.0717463525	-0.1350460979	-0.0606979326	0.0067418602	-0.0839850906	-0.1340016096	-0.009463914	-0.2342593048	0.0612352913	-0.0879270457	0.1329548417	0.0056759951	-0.0948182363	0.2500110856	0.1137118363	-0.0190334909	-0.0377109379	-0.2076907192	-0.1167824013	0.1512085936	0.0376297	-0.0024360999999999	0.00141599432209	5.934583209999984e-06	0.0537972	0.0086571	7.494538041000002e-05	0.00289413872784	0.0276308	0.0514309	0.00076346110864	0.00264513747481	0.00924244	-8.759000000000024e-05	8.542269715359998e-05	7.672008100000041e-09	-0.00119709	0.0	1.4330244681000002e-06	0.0	0.00192178	0.00048317	2.334532489e-07	3.6932383684e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.434221592	-1.792691831	0.7122028226	0.1434543254	0.9934484386	1.617807101	0.95931167	-1.023194857	-0.01383278975	0.9797410393
