global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_14	aroma_motion_15	aroma_motion_17
67347.89532326019	n/a	4535739004.472812	n/a	105385.66129660304	n/a	n/a	11106137606.922337	67847.86652079754	n/a	n/a	4603332991.42396	74803.94078560146	50590.12787834952	n/a	n/a	n/a	n/a	-0.0230331834	-0.0887591059	0.187559173	-0.0288083576	0.0136244401	-0.063363363	0.1577362353	-0.1219590285	0.1619835597	-0.1282265022	0.1102046569	-0.2160059483	0.098624557	-0.0732623182	0.2340055788	-0.1004246991	0.0754091314	-0.0513087178	0.0004001455	-0.048893376	0.0335332822	-0.1526921697	0.0826144345	-0.2045778254	0.0657004297	0.1688357688	-0.0888462416	0.0190823833	0.1375198453	-0.177477908	-0.0469180762	0.1276097669	-0.0174902601	-0.0181174977	-0.0235648366	0.1994899108	-0.0480257262	0.1044916006	-0.1502925385	0.0305300126	-0.1040277972	-0.1747715486	0.1274937668	-0.0134949828	0.0693909746	-0.2504504493	0.2075409594	-0.2671268123	0.1531097299	-0.0184910668	0.0237292406	-0.1320891649	0.076137518	0.1535845723	-0.2041897736	0.1333480569	0.0815664978	-0.1350890557	-0.0236231538	-0.026445589	-0.1262554111	0.3545859482	-0.036781925	0.0991972509	-0.1549125801	0.059142835	-0.0229780802	-0.0087319859	0.1572256744	-0.0937693683	0.0297206551	-0.0128924095	0.0837387221	-0.0785366093	0.4302432649	-0.0907138465	0.0253351236	-0.1762873603	0.0071568578	0.017255885	-0.1014273574	0.0409750115	0.0726774654	0.1643619509	0.0513781	n/a	0.00263970915961	n/a	0.020487	n/a	n/a	0.0004197171689999	0.0189442	n/a	0.00035888271364	n/a	0.00141019	n/a	1.9886358361e-06	n/a	0.000317684	n/a	1.0092312385600001e-07	n/a	0.00198219	n/a	n/a	3.9290771961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1318784092	0.8121551529	1.357899315	-2.427739364	-1.797383106	0.925499393	1.079608712	-0.9829896947	-1.447292508	1.992409811
67437.7860193941	89.89069613390893	4547854983.197586	8080.33725143875	105816.71659290942	431.05529630638193	185808.66847378272	11197177510.504112	67944.03294584049	96.16642504294578	9247.981305540508	4616391612.945457	75242.05225080992	55487.68773786599	1.969445	48.786575	0.18977543	0.0864623999999999	0.0172636005	0.036870118	0.0992149329	0.0815111024	0.0937835126	-0.1446412395	0.108575403	-0.4053194836	-0.2197361984	-0.0561571092	0.0498135897	-0.0762318804	0.255173694	-0.020191324	-0.0109412241	0.0716424016	-0.0603735743	-0.0680562618	-0.2652439795	-0.2043725268	0.1088721266	0.0525924787	0.0096428968	0.2316493731	-0.0747776053	0.1094190127	-0.0283904628	0.1158187378	0.322151562	-0.1955228841	-0.0367272958	0.0671112588	0.1053169864	-0.0789977213	-0.0488395306	-0.0874977192	0.2399306368	-0.2955858493	0.0360337308	-0.3385013347	-0.0288789263	-0.0271053503	-0.021278427	0.045423954	0.0067270247	-0.4281964679	-0.0144958983	-0.0573566705	-0.1524702947	-0.2336727218	0.1027111225	-0.033577836	0.0631863747	-0.0107366037	0.0717992564	-0.109338156	0.0461682765	0.0714416426	-0.0148933101	0.0661788714	-0.4320929055	0.1726624322	0.0559182302	0.0147835615	-0.155863639	-0.155575469	-0.2024837291	0.0079868469	0.1596082158	0.0457339327	0.3033587127	0.0123314195	-0.1359350483	-0.0450933384	0.0538225371	0.0989170521	-0.3445411675	-0.00828832	-0.1565010252	-0.0638333284	0.0250240986	0.1643093791	0.0622988787	0.1640657595	0.0391888	-0.0121893	0.00153576204544	0.00014857903449	0.0677568	0.0472698	0.00223443399204	0.00459098394624	-0.0217453	-0.0406895	0.0004728580720899	0.00165563541025	0.00233526	0.00092507	5.4534392676e-06	8.557545049000001e-07	-7.50926e-05	-0.0003927766	5.638898574760001e-09	1.5427345750756e-07	0.00245688	0.0004746899999999	2.2533059609999985e-07	6.036259334399999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.467534611	0.1164885338	0.7569318239	0.6683791243	-2.141898649	-0.8541952986	0.8953176152	-0.2522705493	-1.129323348	1.509576503
67987.23851400334	549.4524946092424	4622264600.759979	301898.0438323196	105478.91824070412	-337.7983522052964	114107.72675261348	11125802193.229143	67943.60697666094	-0.4259691795450635	0.1814497419222945	4616333728.99897	75065.82767476255	72321.90425694546	3.225117	79.89176899999998	0.10765123	0.0583929	0.1778663301	-0.050042781	-0.1614433414	-0.1477585941	0.058646433	0.1900412384	0.0781868856	0.021382966	-0.1035068175	0.2804187214	-0.0085061673	-0.0548036238	0.1808345379	-0.0798662183	0.0327433377	0.1573986634	-0.1139610337	-0.1717264897	-0.175454311	0.2157150949	-0.1637845831	-0.0677724839	-0.1464988779	-0.0925623947	-0.0823135552	-0.1111068127	0.0753066344	0.1150118606	-0.136148751	-0.1743006123	0.2244365286	-0.0211196688	-0.1649052631	0.0368456569	0.0198447499	-0.0779337145	0.0282763723	-0.1186236861	-0.1782620402	0.0632874228	0.0478554176	0.1881283102	-0.2470778736	0.1057414888	-0.0883923841	-0.0906616561	0.225849868	-0.0216644897	-0.2546571416	0.1430981296	0.0288068204	-0.1892063578	0.0693129665	-0.1212743893	-0.0657780777	-0.003376691	-0.0956771003	0.0156602046	0.0343579568	0.1563808025	-0.277426533	0.1085833023	0.2797608959	0.0408890169	0.0292680871	-0.1137817263	0.0366295205	-0.070312155	0.1009248308	0.216151128	0.0406660033	-0.0773458151	-0.2900207498	0.2668460196	-0.0960455802	0.0806937654	0.0294868866	0.1345618897	0.0540792412	-0.0239092848	0.1711740089	0.0116710689	-0.0899137588	0.1634739106	0.033443	-0.0057458	0.001118434249	3.301421764000003e-05	0.0293663	-0.0383905	0.00147383049025	0.00086237957569	-0.0628947	-0.0411494	0.00395574328809	0.00169327312036	0.00217248	-0.0001627799999999	4.7196693504e-06	2.6497328399999985e-08	0.000209438	0.0002845306	4.3864275844e-08	8.095766233636002e-08	0.00245688	0.0	0.0	6.036259334399999e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4649430918	0.7892240556	-1.085704331	-0.5737817883	0.5951373137	-1.611758009	0.02164094535	0.8868033971	1.499499598	3.855365848
67798.26795349056	-188.970560512782	4596605137.493305	35709.87274051499	105625.69819892208	146.77995821795776	21544.356134465423	11156788120.009771	67813.72113939004	-129.88583727090736	16870.330723564628	4598700774.770955	74866.84718903434	63670.43600378304	2.345456	58.101028	0.141553755	0.0737711	0.0914671638	-0.0914346164	-0.1194666122	-0.0372850468	0.0737793067	0.0937499632	0.2247228603	0.0322228618	0.0547678717	0.081050026	-0.1941013257	-0.2216029883	0.0927872609	0.1435112328	0.0429482006	0.0926828525	0.0193226114	-0.0045816478	0.0005393891	0.1899408768	-0.1751973327	0.0601203078	0.0836890201	-0.0768507693	0.0690425506	0.1802345567	0.0079349137	0.040886683	0.1215883628	-0.0857574233	0.2195922271	-0.0607268692	-9.08401e-05	-0.1840212298	-0.1904786284	-0.174813682	0.0236460579	-0.0430579159	-0.0619094031	0.1767303869	-0.0244350918	0.1207253099	0.0316652496	0.102494603	0.1047613049	-0.0982929429	0.3053785263	0.0677705019	0.1221475525	-0.0554237325	-0.0337439914	0.0087958616	0.1426013259	-0.0454308721	-0.0227852727	0.1331702296	-0.059178953	-0.0360185241	-0.2399506441	0.1658462005	-0.019904357	0.1696841232	0.2699855389	0.0935929957	0.1398665679	0.0316269131	0.0888172906	-0.1142154996	0.077077546	-0.0180537221	0.121465663	0.1538965606	-0.0047072866	0.0507243696	-0.0889913877	-0.1795650613	0.2930068507	0.1009044748	0.1428791413	0.2417398877	-0.0831879991	0.0667425967	-0.0927216733	0.1625874706	0.0333763	-6.670000000000287e-05	0.0011139774016899	4.4488900000003825e-09	0.0229247	-0.0064416	4.149421056000003e-05	0.00052554187009	-0.0265883	0.0363064	0.00070693769689	0.00131815468096	0.00137535	-0.00079713	1.8915876225e-06	6.354162369e-07	-5.73331e-05	-0.0002667711	3.28708435561e-09	7.116681979521e-08	0.001546	-0.0009108799999999	8.297023743999996e-07	2.390116e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.444220231	1.036097133	-0.3394066789	-1.529755495	0.7628489464	-0.2459931591	-0.501824759	-0.160518899	1.183814455	2.672499603
67471.36634778259	-326.9016057079716	4552385276.836689	106864.65981445012	105440.69694422468	-185.00125469740303	34225.46423961339	11117740572.083832	67786.98897032502	-26.73216906501329	714.6088629204538	4595075873.662967	74807.66643253481	50555.45311929578	2.896453	71.750191	0.1137990649999999	0.062847	-0.018794117	-0.1682995539	0.0126286779	-0.0946188251	0.0026217857	0.1194032541	0.0296422556	-0.0283000983	-0.0794667483	-0.1225307456	-0.1209192097	-0.1195758221	-0.0300018919	-0.0817411646	0.1540819274	-0.1129050769	0.0635905208	-0.1593571276	0.0640459279	-0.1613987012	-0.0681322244	-0.0064556121	0.0251026963	0.0594877893	0.0492140332	0.0640505196	0.1627145777	0.047190281	-0.0785022438	-0.0471601069	0.0867546315	-0.134902549	0.012963173	0.1864290272	0.2214457884	-0.2204875405	-0.1302847786	-0.0076437896	-0.1203756948	-0.007171624	0.0246150402	-0.1302356571	0.0601595768	0.0805960556	0.0100442264	0.0414011721	0.118509784	-0.1689790502	0.0252807181	-0.0067913526	0.1998973588	0.0574296822	0.0815300272	-0.040878097	0.1133731282	-0.1257853364	-0.0024375031	0.1044399919	-0.016468172	0.022289737	-0.0694553673	0.2157472923	-0.0811324646	0.106761091	0.0783033517	0.1060864835	-0.0143950537	-0.0755312771	-0.1267532185	0.1788793332	0.0724545866	0.012039278	0.0381534491	-0.0113869573	0.1026949661	0.06264075	0.2308853748	-0.2059092485	0.2413805906	0.0124614558	-0.2794586536	-0.085251712	-0.0373790747	0.161408037	0.027129	-0.0062472999999999	0.000735982641	3.902875728999997e-05	0.0695647	0.0466399999999999	0.0021752895999999	0.0048392474860899	0.00877147	0.03535977	7.69386859609e-05	0.0012503133344529	0.00097044	-0.0004049099999999	9.417537936e-07	1.6395210809999997e-07	-0.000163463	-0.0001061299	2.6720152369e-08	1.126355567401e-08	0.001546	0.0	0.0	2.390116e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09068051378	1.373946627	-0.3904355684	-2.391843361	-1.560655522	-0.0844970931	-0.09642832992	-0.3070888143	0.4425712637	-0.8621234662
67674.79096531964	203.42461753704995	4579877332.199709	41381.57502009504	105724.4556034909	283.75865926622646	80518.9767085664	11177660512.65452	67770.22637457044	-16.762595754582435	280.9846164315451	4592803582.860523	74858.87542319804	58568.96902123567	2.393269	59.285446	0.0838314929999999	0.0414884	0.031395379	-0.0676341828	0.1516095327	-0.0440536963	-0.1544693013	0.0217028715	-0.0106321768	-0.153721582	-0.0330802218	-0.0501739554	-0.0432945072	-0.0350230943	0.0540375088	0.2003952532	0.0962310027	-0.1564238054	-0.0999443694	-0.0437232541	0.0672524446	-0.2677896049	0.0742081523	0.0122553294	0.0734819427	0.1470212825	0.1724009246	0.0414447536	-0.0574900751	-0.0477970695	0.0489449848	0.1123732982	0.0990075727	-0.0200661667	-0.1893147445	-0.1154294512	0.1445677773	-0.1118190372	-0.0553177615	-0.1942805731	0.0354864547	-0.0857491222	-0.1911016704	-0.0453534269	0.0700591413	0.0192977028	0.0149969772	0.1263783553	0.0021008653	-0.0151915936	0.1357174277	-0.0078715054	0.1569535628	0.1924892209	0.0070381904	0.0278869559	0.0509328419	0.1346496311	0.0832293818	0.1194342225	0.0406988086	0.0529884102	-0.0934115551	-0.0559489936	0.0439451824	0.0996823247	-0.1564337283	0.1326143523	-0.0917791162	0.0430468797	-0.1574799384	-0.1698912152	-0.125251064	-0.0520172507	0.0169095589	-0.185966888	-0.0137592019	-0.0582225677	0.0462279715	0.2113159973	0.0238756988	0.1128316591	-0.0050981354	0.1165544531	0.1030452383	0.1599377353	0.000829627	-0.026299373	6.882809591289999e-07	0.0006916570201931	0.0560554	-0.0135092999999999	0.0001825011864899	0.0031422078691599	-0.0105648	-0.01933627	0.0001116149990399	0.0003738913375128	0.000931438	-3.9002e-05	8.67576747844e-07	1.5211560040000003e-09	-0.000214602	-5.113899999999999e-05	4.6054018404e-08	2.615197320999998e-09	0.00114241	-0.00040359	1.6288488810000008e-07	1.3051006081e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2574541566	0.6727458518	-0.8060549747	-0.5722885778	0.005302431458	1.982443164	1.254310675	-0.8954633266	-0.0401872998	-1.998389873
67570.53392259547	-104.25704272417352	4565777054.584624	10869.53095759014	106234.84140130538	510.3857978144806	260493.66261072387	11285841527.560509	67780.92855992269	10.70218535224558	114.5367713138198	4594254276.445343	75061.4434134538	51725.62877961631	2.243437	55.573841	0.076601993	0.04397	-0.0091905223	0.1045905416	0.1714534896	0.1369313932	-0.1574101454	-0.0618936285	0.1061884831	-0.1118256942	0.028907096	0.1333948992	0.0552576165	0.0588616512	-0.0069764264	0.1036233481	0.0634889853	-0.0761851484	-0.0554250998	-0.1130044519	0.0207569884	0.2375343024	0.170558491	0.0610901401	-0.0406675334	0.0268803253	0.1188027821	-0.0697497325	0.0842727235	0.201804675	0.0216840226	0.0589868681	-0.0862587074	-0.0104791019	0.200133469	-0.0903755446	0.0526667781	0.0177974554	0.1020747546	-0.0741187411	0.1541900642	0.0384482048	-0.1992579004	-0.039415718	-0.1358241214	0.0051987725	-0.1735741723	-0.006212041	0.0026103218	0.1122863087	0.1599268692	-0.0119321434	0.0968937659	0.1301398631	-0.1024050031	0.0814297453	0.0413520494	-0.0047064196	-0.0225632738	-0.3439584217	-0.0553855522	0.075395484	0.0453538831	0.0100601719	0.1179579284	-0.0091640252	-0.0825515034	0.0058354902	-0.1876215354	0.1406533423	-0.0255298799	-0.1410566437	-0.0748056259	0.0595926691	0.0782720326	-0.153840246	-0.259825358	0.2634234535	0.0140927276	-0.0265794101	-0.0974324764	0.1628379549	0.0022451175	-0.078744518	0.1333377301	0.1581792149	0.0039774	0.003147773	1.5819710759999998e-05	9.908474859529e-06	0.0169039	-0.0391515	0.0015328399522499	0.0002857418352099	0.00313797	0.01370277	9.8468557209e-06	0.0001877659056728	0.000735209	-0.000196229	5.40532273681e-07	3.850582044100001e-08	-0.000352312	-0.00013771	1.2412374534400002e-07	1.8964044100000013e-08	0.00122047	7.806000000000002e-05	6.093363600000004e-09	1.4895470209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991925636	-0.6703226659	-0.4580289975	0.2418539533	0.7635361936	0.1081357482	1.372324749	-0.3494914285	-1.037266413	-1.423004274
67793.64343797897	223.1095153835049	4595978090.595829	49777.85585466242	106247.66449515428	12.823093848899587	164.43173585768648	11288566210.674868	67735.4527536154	-45.47580630728044	2068.048959297287	4588091559.737265	74930.6981069905	67894.6932869314	3.233526	80.10006	0.12664398	0.0588219	0.1274726604	0.1852118502	-0.0016452907	0.1540728585	0.0101235158	-0.0826974157	-0.0485817405	0.0348503332	-0.1566834699	-0.0179235343	0.1093133575	-0.2478741379	-0.0482308646	0.1845396493	-0.0275613606	0.0394296252	0.0605128742	0.0242211507	-0.2031956261	0.119832737	-0.0112819485	-0.0212365799	-0.1230810424	0.1632405096	0.0277369648	0.1091884537	0.1431181086	-0.0445137507	0.0486950956	0.2778386032	-0.0227467164	-0.0006859929	0.1502308777	0.2361062446	0.041361919	-0.1157671659	0.0477340511	0.0777376876	0.1178831295	-0.0768635707	-0.1041346522	0.1272491437	0.157058469	0.0148956719	-0.1697199205	-0.0209888001	0.0419213266	0.0810095665	0.0681500999	-0.016661662	0.0026537175	0.0726677015	0.0195460628	-0.0701817737	0.2177883336	-0.0983344491	0.0445116737	0.1723820282	0.0746385407	0.1091397165	-0.0776022194	0.0057572473	0.0393493987	-0.0842742166	-0.0539269138	-0.022225618	-0.1174186326	-0.0665401066	-0.2141944506	-0.1913766831	-0.0871032622	-0.1492491122	-0.0096633007	0.073723429	-0.0018210618	0.2527432417	0.0572419636	0.0528510319	0.1983035372	-0.0335389239	0.1150659613	-0.2260844472	-0.0305872162	0.1561356449	0.00399106	1.3660000000000408e-05	1.5928559923600002e-05	1.8659560000001114e-10	0.0469625	0.0300585999999999	0.0009035194339599	0.00220547640625	-0.0290542	-0.03219217	0.00084414653764	0.0010363358093089	0.00115918	0.000423971	1.3436982724000003e-06	1.7975140884100006e-07	0.000212498	0.00056481	4.515540000400001e-08	3.190103361e-07	0.00151928	0.00029881	8.928741610000003e-08	2.3082117184e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116189957	-1.802073491	-0.05439669514	-1.184209899	0.09490217948	-1.066066633	0.252431041	0.9561656677	-0.4825490019	-1.605408203
67554.57007616456	-239.07336181441497	4563619938.175427	57156.07232924617	106241.97782337815	-5.686671776129515	32.33823588942801	11287357851.823175	67787.34998747136	51.897233855954255	2693.3228818996045	4595124818.323934	74954.97719949795	52338.03431915568	3.100587	76.806938	0.121062795	0.0541716	-0.0048725005	0.1297244355	-0.0716704463	0.1137331115	0.0018076412	0.0337927945	-0.0404093228	0.1248263331	-0.038358061	0.131348057	0.1572838389	-0.2090194015	-0.0155178831	-0.1273959125	0.0121102245	-0.1423294416	-0.0838426047	0.1129382911	0.0193742951	-0.053448653	-0.1521960362	0.0428017746	-0.0099401384	0.1030719177	0.0378103208	0.063898372	-0.2203879721	0.0443350472	-0.0279961547	0.2320896504	0.0331431413	-0.252530752	-0.0366513769	0.0274800733	-0.0662203594	0.1797323623	0.0474161707	0.0717791903	0.0288173646	-0.0031778473	0.0708073463	0.043726492	-0.1473881998	-0.0461205827	-0.0178227319	0.0589758245	0.129635706	-0.0815760392	0.1572242688	-0.1675163389	0.0095944015	0.1265631173	-0.1554952243	-0.1264063958	0.0181791046	0.1654221336	0.0149631205	0.133019574	0.016640878	0.1170547102	0.0625988605	-0.0221554185	0.0772877494	-0.0909834927	0.0614481477	-0.0093020256	-0.1888215284	0.0231342175	-0.1895403405	0.1165147714	-0.1295309054	0.1095835487	0.1121268027	-0.0396333128	-0.0702257737	0.0276049349	0.1612354546	0.0199648537	0.0481737729	-0.080239135	-0.0154999194	0.0082416643	-0.0385941569	0.1538107079	0.00991242	0.00592136	9.82560702564e-05	3.50625042496e-05	0.0746165	0.027654	0.000764743716	0.00556762207225	-0.00227986	0.02677434	5.197761619599999e-06	0.0007168652824356	0.000624975	-0.000534205	3.905937506250001e-07	2.853749820250001e-07	-4.99789e-05	-0.0002624769	2.49789044521e-09	6.889412303361002e-08	0.0011017	-0.00041758	1.743730564000001e-07	1.21374289e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6544939626	-1.405613241	-0.5727975342	-0.9466548765	1.082095236	-0.5901290382	-0.7423530032	0.5632074736	0.8015267737	-1.092826605
67540.1808082342	-14.389267930353526	4561676023.608968	207.0510315715005	105661.80819818038	-580.1696251977701	336596.794002121	11164417711.70906	67886.24893506586	98.89894759449815	9781.001835299296	4608542794.47373	74931.85570330107	55730.0349178136	1.474861	36.534885	0.047312352	0.0216975	0.0220117558	-0.0507200918	-0.1825220957	-0.0615471398	0.1419643643	0.1047894137	-0.0588104168	-0.0891430198	0.0460655143	-0.1100186533	0.0005482998	-0.0792558378	0.1570803805	-0.0314874361	-0.113341538	0.1005042678	0.2986341274	0.1106312007	0.0781510884	-0.0560006669	0.1248541745	0.1162521412	0.0384730198	0.0019542373	-0.0583726335	-0.0201486474	-0.1175696561	-0.1023226915	-0.0081628763	-0.0553815799	0.1761524863	0.0570648851	-0.1371208049	-0.0943090682	-0.0140005953	-0.0296668386	-0.0428451735	-0.0180933115	-0.2254265862	-0.0501222276	0.0820845095	-0.0364890837	0.2294697639	0.0121946284	0.1508701265	-0.156688409	-0.0949231145	0.0842282542	0.065330004	-0.0366354726	-0.1852938376	-0.1197211528	0.0683219928	-0.0041865582	0.1461483153	0.1958803696	-0.0976309507	-0.1919679657	0.0916933038	0.096421186	-0.0229809551	0.140939998	-0.173155066	-0.0164373902	0.1447260286	0.1089751224	0.0395949547	-0.0700554593	-0.1594442815	-0.0283875949	-0.0695175361	-0.1512327871	-0.0112963394	0.0031599416	-0.1838370581	-0.1216680091	0.0136943857	0.0624553484	-0.0398153612	-0.0687990269	-0.1215215483	-0.1105970553	-0.0198228903	0.1512085936	0.000320693	-0.009591727	1.02844000249e-07	9.2001226842529e-05	0.0635434	-0.0110731	0.00012261354361	0.00403776368356	-0.00238173	-0.00010187	5.672637792899999e-06	1.03774969e-08	0.000502965	-0.00012201	2.52973791225e-07	1.488644010000002e-08	-0.000214602	-0.0001646231	4.6054018404e-08	2.710076505361e-08	0.00134598	0.00024428	5.967271840000009e-08	1.8116621604e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02418694014	0.551313187	0.5822871483	-1.570806831	-2.071413786	-0.2044555911	-1.532875182	0.9651866767	0.01529797268	-0.5664105917
