global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_11	aroma_motion_13
61219.168860588914	n/a	n/a	3747786635.9812994	94888.09143826844	n/a	n/a	9003749896.797194	59228.44867475881	n/a	3508009132.4185386	n/a	65207.49869893075	47822.05847828188	n/a	n/a	n/a	n/a	-0.1095341437	-0.1355478676	0.0245325895	-0.1253794075	0.0484382092	-0.1372515952	0.0260558621	-0.0761603177	-0.0525785369	0.1484914182	-0.0348869435	0.2357984708	-0.1232416067	0.0926510711	-0.1291937446	0.0653692355	-0.0544637893	0.0518755206	-0.1374473388	0.0191659443	-0.0128078986	-0.0873522957	0.1482628907	-0.1124460016	0.088228753	0.0994819359	-0.0846429156	-0.1265960628	0.1185641286	0.0326483219	0.0226643715	-0.196534986	-0.0596553538	0.1580832676	-0.0665878169	0.1013951965	-0.1028563632	0.0566863999	-0.0271524707	0.1933231685	-0.1695176744	0.0387802	-0.0112065411	0.155360896	-0.0807454743	0.1535313545	0.2021893192	-0.0876518952	0.0123267655	0.0484930494	0.0357687186	0.1308135082	-0.0261202173	-0.1166860083	0.111027315	-0.1874132156	0.0464090263	-0.2370894353	0.0538860556	0.0258148415	-0.1560921183	0.0231674556	-0.016883394	0.0409348755	-0.0823746173	0.1265520317	-0.0577076853	0.2094709881	-0.2379680099	0.0804030875	0.0313683445	-0.0471926531	-0.0235622368	0.1259514439	0.0403051972	-0.0244903223	-0.0077106307	0.0297773	n/a	0.00088668759529	n/a	-0.048488	n/a	n/a	0.002351086144	0.0380718	n/a	n/a	0.00144946195524	0.000371618	n/a	n/a	1.3809993792399998e-07	0.000560296	n/a	3.13931607616e-07	n/a	0.0	n/a	0.0	n/a	1.400133808	-0.3580274395	1.405767268	-0.2896418642	-0.557048699	1.129894618	1.78441488	0.9839237863	-0.7517886737
61270.853435248646	51.68457465973188	2671.2952577573988	3754117480.6837206	95891.83294057376	1003.741502305318	1007497.003450137	9195243624.702908	59319.26994088192	90.82126612310822	3518775786.3192167	8248.502380204443	65523.552418995	48790.093767980434	1.135074	20.659941	0.1083322	0.060468	0.0415404012	0.0036429702	-0.1704413689	0.1449153562	0.1192328946	-0.1033847632	0.0336877078	-0.1346741114	0.0806467604	-0.0545154034	-0.1373149071	0.0913869622	-0.1227941007	0.1423156032	0.1607602309	-0.1421987463	-0.1106350561	0.002532338	-0.1835409518	-0.0488388583	-0.1634752792	-0.0161421069	0.0598223636	0.044958906	-0.0646374147	-0.0961089019	0.1620365964	-0.0346571548	-0.1277043737	-0.037559376	0.0209536738	0.0155306805	-0.2561756091	-0.0545171526	0.0557144073	0.0869254514	0.0434082479	0.1955633532	-0.008101589	0.0924817949	0.0009231993	0.0712818638	-0.0467666257	-0.0544326631	0.0990065487	0.0299233982	0.1076691187	-0.0065267872	0.0855330638	0.1916758481	-0.1139402989	0.0949737134	0.0854998658	-0.0848507177	0.0403178511	-0.2165822448	0.2265807521	-0.0620711857	-0.0698684896	-0.0818641512	-0.1664501833	-0.1336494091	-0.0688642521	-0.0064516466	0.0616885269	0.1677885313	-0.0666146659	-0.0087696552	-0.0832474573	0.0098639975	0.0342847067	-0.0217877343	-0.1777632333	0.1244847271	0.0498341779	-0.0522021902	-0.174945411	0.0327742	0.0029969	0.00107414818564	8.981409610000023e-06	-0.0134533	0.0350347	0.00122743020409	0.0001809912808899	0.0350552	-0.0030166	9.099875560000008e-06	0.00122886704704	-0.000552598	-0.000924216	8.541752146559999e-07	3.05364549604e-07	0.000423031	-0.0001372649999999	1.78955226961e-07	1.884168022499999e-08	0.000284199	0.000284199	8.0769071601e-08	8.0769071601e-08	0.1632222253	0.3079696775	1.583043602	-0.7387310474	1.00602644	1.525438772	-0.9421074273	0.4672542273	-1.297413207
61166.82541237868	-104.02802286996302	10821.82954223355	3741380531.028415	95540.75443135246	-351.07850922130456	123256.11963705363	9128035757.311996	59326.6634824612	7.393541579280281	3519652999.961195	54.66445708454636	65350.10517770801	48196.14421265913	1.142113	20.788063	0.08729135	0.0435522	0.1538527941	0.097670487	-0.0232472008	0.1856601103	-0.0824420892	-0.1534273124	-0.0026929727	0.0404192716	-0.0848519431	0.0580730019	-0.2168891181	0.0836787909	-0.0818018693	0.1053805383	-0.0097359201	0.1009582072	-0.1085086491	-0.0535675558	0.0671189245	0.0531917356	0.181453573	0.0360550637	0.2003448574	-0.1627598242	-0.056832392	0.1416052107	-0.0278802375	-0.0725514049	-0.2472900197	-0.0074069865	0.0414781151	-0.0171596265	-0.0632940604	-0.1839369351	-0.1795752396	0.0632421713	-0.1167957774	0.0849098637	-0.0265651885	0.124697342	-0.1480112146	-0.0872306223	-0.0349070995	0.0247922085	-0.0829598771	-0.1971974653	0.2122991679	0.0947098291	0.0149795682	-0.0653520311	-0.1753321254	0.0723129974	-0.004527652	-0.1103514223	-0.1615184117	-0.1962072626	-0.0022308955	-0.0763701836	0.1177756123	0.104997962	-0.143172319	-0.0273683914	-0.0720263553	0.0351538717	-0.1351799858	0.0645877472	0.1807964752	-0.0305098855	0.0532577348	-0.1732385836	-0.0214373325	0.0798580948	0.0196559391	0.0818070057	0.0524894839	-0.094979042	-0.1504594924	0.0297608	-0.0030134	0.00088570521664	9.080579560000016e-06	-0.037867	-0.0244136999999999	0.0005960287476899	0.0014339096889999	0.0522311	0.0171759	0.00029501154081	0.00272808780721	0.00012045	0.000673048	4.52993610304e-07	1.45082025e-08	0.000560296	0.0001372649999999	3.13931607616e-07	1.884168022499999e-08	0.000327653	4.345400000000001e-05	1.07356488409e-07	1.8882501160000007e-09	-0.999499803	-1.084959569	0.6958657426	1.154854112	1.251702392	-0.5098862804	-0.5250154843	0.7968635218	-0.3443649705
61148.07284079528	-18.75257158340537	351.65894099074256	3739086812.143205	95448.56592597337	-92.1885053790902	8498.720524030543	9110428737.324884	59350.919410654365	24.255928193168074	3522531634.889989	588.3500525121259	65412.97574819088	48076.91760998408	1.05723	19.243067	0.0667643	0.0375817	0.0904729005	0.0653004027	0.1278523061	0.0111450307	-0.1967830163	-0.1778736699	0.0665248808	-0.0300585468	-0.1072519202	-0.1608462852	-0.2239577788	-0.0408045472	-0.2018873853	0.1305495435	0.04203493	-0.1136912279	-0.0248093698	-0.0246477384	0.058436603	0.3224182236	0.0599883723	-0.1023577093	0.2137352854	0.0767078143	0.0301691931	-0.1904947919	-0.1180104864	0.0424315352	-0.1298648228	-0.0715029066	-0.0949905963	-0.0854715682	-0.0230552326	-0.1031465111	-0.2264529242	-0.0735540698	0.0261026638	0.1970672958	-0.1886932116	0.1978250014	0.0552384099	-0.1197984458	0.0006277042	-0.0416339446	-0.1456800949	0.0340605961	0.1041652342	-0.1177620922	-0.1455075947	-0.0770975585	-0.1283355413	0.1720512787	-0.0470211967	-0.1092444748	-0.0006047219	-0.2142069844	-0.1146606969	-0.0278187082	0.0352185936	0.0288335155	-0.2478711585	-0.043727372	0.0243591562	0.1814016761	-0.0168193243	0.0986036503	-0.064221141	-0.0336523853	-0.0374992673	-0.106047921	0.0068085049	0.202784538	-0.0473325372	0.0937623367	-0.0975046787	0.1038951376	-0.0841014764	0.0297718	1.1000000000000593e-05	0.00088636007524	1.2100000000001302e-10	-0.0232746	0.0145923999999999	0.0002129381377599	0.00054170700516	0.0233984	-0.0288327	0.00083132458929	0.00054748512256	0.000373866	0.000253416	6.4219669056e-08	1.39775785956e-07	0.000663431	0.000103135	4.40140691761e-07	1.0636828225000016e-08	0.00021764	-0.000110013	4.73671696e-08	1.2102860169e-08	-0.4152423526	-0.8548133223	0.5492403678	1.280105015	0.5481635623	0.4165435379	1.041850756	-0.1397302722	-1.388730448
61205.25141540232	57.17857460704545	3269.3893940934627	3746082800.822608	94971.41914702868	-477.1467789446906	227669.04865729343	9019570454.800606	59265.24178114514	-85.6776295092277	3512368883.377591	7340.656198320485	65254.983987620064	47638.03488780769	1.151026	20.950281	0.0648534	0.0335121	-0.0663797288	-0.0651748885	0.159819743	-0.1818341864	-0.068082553	-0.0317269752	-0.0397721483	0.0025227586	-0.1893973743	-0.0118343506	-0.0725877754	0.0857737338	-0.1100517858	0.000238527	-0.174015845	0.1044199728	-0.0267108998	0.0536607093	0.0346042658	0.0259020258	-0.0172069853	-0.1758100741	0.0440495189	0.1224376864	-0.135266747	0.0442848968	-0.0263162521	0.2555598016	0.1297593084	0.1195678143	-0.0905945869	0.1770858	0.0410082072	0.0934869171	-0.1052708472	-0.030853854	-0.1370625399	0.0712096533	-0.0689941854	0.1878035982	-0.0715199763	0.0391727028	0.0821442736	-0.1151000961	0.2017973049	0.0657377366	0.1386878932	-0.0231679171	-0.1365782452	-0.1855738359	0.1387237797	-0.109895979	0.0786763223	-0.1126949465	0.0179965209	-0.1000545542	-0.030516008	-0.0285006759	0.3213096237	0.0195202176	-0.2050599655	-0.1332004572	-0.1020383199	0.016153339	-0.1337171511	0.070670286	-0.0137528952	-0.1195639688	0.08298012	-0.0202603237	-0.066491976	-0.0523860925	-0.0512260125	-0.2537802429	-0.0193492275	0.2780293243	0.0631152088	0.0297773	5.499999999998562e-06	0.00088668759529	3.024999999998418e-11	-0.0459989	-0.0227243	0.00051639381049	0.00211589880121	0.0448516	0.0214532	0.0004602397902399	0.00201166602256	0.000466499	9.2633e-05	8.580872689000002e-09	2.17621317001e-07	0.000560296	-0.000103135	3.13931607616e-07	1.0636828225000016e-08	0.0	-0.00021764	0.0	4.73671696e-08	-0.427376902	-0.7909206376	1.529385425	0.1782463045	-1.214904203	-1.153472307	0.4512149829	0.6165371118	-0.817357195
61204.75256645051	-0.4988489518145798	0.2488502767265049	3746021736.72043	95161.782668417	190.36352138832444	36238.27027536306	9055764880.63103	59286.49711619128	21.25533504614577	3514888740.308157	451.7892679239128	65267.77428578093	47948.82824524417	1.116428	20.320557	0.0685074	0.0423999	-0.1137335746	-0.1479070531	0.0027792742	-0.1566896232	0.1365276298	-0.0200015398	0.0595835385	0.0019904418	-0.0281866054	3.2575e-06	-0.1613812373	0.0575113475	-0.0608581373	0.1501816226	-0.233371385	0.1530458153	-0.0390773665	0.0543118086	-0.0072655092	0.0368974142	0.0812775501	0.0887690998	-0.0848865688	0.0901885962	-0.0736187452	-0.0153243309	0.1030039021	0.124215257	0.0016387664	0.0110047879	0.151487423	-0.0154169205	-0.1072464181	0.1503126635	-0.0760944988	-0.173615932	-0.095766007	0.034029608	-0.0134142381	0.2066383758	-0.1905551041	-0.0528703752	-0.0694995001	-0.0009913009	-0.031409867	-0.0006201702	0.0513635411	0.0042286184	-0.1316971197	-0.043238764	0.1792092821	-0.1740700103	0.059189771	-0.1193768071	0.1791914699	-0.078779833	-0.0640492661	-0.18338389	0.0960447767	-0.041012922	-0.1476733127	-0.0520975902	0.0442363581	0.0431987539	-0.1862256969	-0.045933122	0.1884405445	0.2698564178	0.0177851639	0.1361754271	-0.0242640237	0.1340917121	0.2717002208	-0.1544428511	-0.0291314457	-0.1798568666	0.2741084659	0.0297773	0.0	0.00088668759529	0.0	-0.0180763	0.0279226	0.00077967159076	0.00032675262169	0.0238404	-0.0210111999999999	0.0004414705254399	0.00056836467216	0.000857971	0.000391472	1.5325032678400005e-07	7.361142368410001e-07	0.000560296	0.0	3.13931607616e-07	0.0	0.0	0.0	0.0	0.0	0.5315680003	-0.8382833828	0.1575483304	-0.9527536954	-0.8868992699	0.1251863902	0.5299827384	0.5966425246	-0.4341602123
61199.39125942008	-5.36130703042727	28.74361307450887	3745365490.523583	95758.06402407787	596.2813556608744	355551.45510877017	9169606825.639397	59297.85793637269	11.36082018140587	3516235955.842237	129.06823519423892	65414.48497837974	48276.115932240726	1.084818	19.745213	0.1149070499999999	0.0718908	-0.042371687	-0.1103267809	-0.103824192	0.0251546149	0.1832685958	0.0415135315	0.041143093	-0.0281061789	0.077065939	-0.2411267052	-0.2039716923	-0.0912751999	0.0068896057	-0.0972945993	0.1053892528	0.2520844621	0.2206351851	0.1887369777	-0.0459787339	0.0123410339	-0.0053026988	-0.0472345069	-0.0587690708	0.1245329542	-0.1417149877	0.2674197396	-0.210776889	-0.316731311	0.1754728653	0.0840545927	-0.1798235594	-0.149081908	-0.2178093847	0.021759384	0.0731697876	-0.2676391027	-0.1070860781	0.1154380171	-0.0505219769	-0.2749774517	-0.0713458622	-0.0343331312	0.0956316441	-0.2081213909	-0.0188198116	0.1250123488	-0.0314284157	-0.1508642932	-0.0393827476	0.0922538007	-0.1803724457	-0.0218715976	-0.1187184607	-0.089844974	0.1026339688	-0.0569098574	0.2016883114	-0.049988333	0.0418929273	-0.1777023804	-0.1162294089	-0.0075627706	0.2191745161	0.0682984906	0.059946929	-0.0806544983	-0.1794280966	-0.1037482314	0.0547279894	-0.1040561223	0.1048393489	0.0929492759	0.0313856204	-0.0664474648	-0.101072338	0.05355419	-0.0789241521	0.0297892	1.1899999999998715e-05	0.0008873964366399	1.4160999999996946e-10	0.0180064	0.0360826999999999	0.0013019612392899	0.0003242304409599	0.0369934	0.013153	0.000173001409	0.00136851164356	-0.000289665	-0.001147636	1.3170683884960002e-06	8.3905812225e-08	0.000394743	-0.0001655529999999	1.55822036049e-07	2.7407795808999974e-08	0.0	0.0	0.0	0.0	0.5610386087	-0.09835205553	1.134251368	-1.70412956	1.225107788	0.700691714	-0.1797868698	0.08532289888	-0.5743632444
61142.84304746644	-56.54821195363911	3197.7002751536934	3738447255.927115	95553.6317558914	-204.4322681864724	41792.55227586576	9130496541.740498	59229.87382026007	-67.9841161126169	3508177952.7639294	4621.840043613777	65281.311848958336	47979.1631011085	1.127576	20.523466	0.10744485	0.0681584	0.0537296772	-0.0313519114	-0.1795169811	0.0666315496	0.1299054476	0.0276991508	-0.0251422156	0.1624247296	-0.0720456881	0.1168418398	-0.0780684217	0.0295590989	-0.0550805322	-0.2403863026	-0.0036572578	-0.0794457006	-0.0471234382	0.2134042276	-0.1448690212	0.0407733961	-0.1282275371	0.0501879407	-0.2182934304	-0.0405387849	0.0176546066	0.050005723	0.1032219079	0.2161570161	-0.0170098007	-0.2388431598	-0.1494591813	-0.0639769824	-0.0819304341	-0.0528584198	0.0577853945	-0.0590410623	-0.1860961834	-0.0985528528	-0.0116814296	-0.0338380426	-0.0172884811	0.3187616332	0.0195486048	-0.0753764735	-0.0800965513	0.2280081089	0.0223349628	0.0876576763	0.0807579425	0.0902187129	0.1799887614	0.0415851175	-0.1269987973	-0.0994689613	-0.131741315	-0.0492045821	0.0826004137	-0.1756957799	0.1431323648	0.1509628592	-0.033255561	-0.1119712312	-0.0361142562	-0.1618404272	0.0077761588	-0.1158137503	0.0110479488	-0.0603507589	0.2531635464	0.0028850449	0.0017198329	-0.0536967708	0.0511008207	-0.1018573495	-0.0952765545	0.1385919289	-0.1192956254	0.0297827	-6.499999999999562e-06	0.0008870092192899	4.2249999999994296e-11	-0.0393703	-0.0573766999999999	0.0032920857028899	0.0015500205220899	0.0451434	0.0081499999999999	6.642249999999996e-05	0.00203792656356	0.000463115	0.00075278	5.666777284e-07	2.14475503225e-07	0.000480196	8.545299999999998e-05	2.30588198416e-07	7.302215208999997e-09	0.0	0.0	0.0	0.0	-0.1779242403	-0.7951846622	0.5850493628	-0.1699243663	0.5883846482	-1.272420409	-1.595370572	0.2121752426	-0.2532588162
61144.44248792372	1.5994404572775238	2.5582097763761347	3738642847.1590114	95609.92806096312	56.2963050717226	3169.27396472846	9141258343.822544	59281.84980272127	51.97598246119742	3514337716.032404	2701.5027528067017	65295.234070774924	48280.610461411736	1.119959	20.384817	0.066926	0.0538994	0.158302232	0.1108035901	-0.005186402	0.1846230368	-0.0735339732	-0.0430945347	0.0982235071	0.1513004829	-0.0101564324	0.111446806	-0.0769199934	0.2402589504	-0.0732491037	-0.1201947517	0.0030580935	-0.1199819142	-0.1610489984	-0.0453683886	0.0278567416	-0.0610676553	-0.0554673799	-0.0097974728	-0.0270312708	-0.1339172483	-0.1029518437	-0.2582497498	0.0529146794	-0.096847774	0.149033244	0.0878376937	-0.0241663079	0.2711842489	-0.0189319832	-0.1102449007	-0.1815465146	0.2778711829	-0.0983042245	0.0060645475	0.0597230232	0.1150988335	0.1051213758	0.1328433763	0.0610581907	0.0389756032	0.0468100944	-0.0729389187	-0.0486944296	-0.084844052	0.0739151857	-0.1565559956	0.1303935123	-0.037130076	0.1253759913	-0.102638291	-0.1291860055	-0.1444400238	-0.0415740871	-0.0414336937	-0.1111250684	-0.0469364014	-0.0097795189	0.0101219908	0.1272213957	0.1288488736	-0.0726013355	-0.0754079779	0.2382280519	-0.105620112	0.0688841908	-0.1448151866	0.0209636649	-0.0554124785	0.0752470716	0.173364444	0.0130840336	-0.0776867327	-0.0120159248	0.0297773	-5.399999999999156e-06	0.00088668759529	2.915999999999088e-11	0.0134045	0.0527748	0.00278517951504	0.00017968062025	0.0350306	-0.0101127999999999	0.0001022687238399	0.00122714293636	0.000462555	-5.599999999999811e-07	3.135999999999788e-13	2.1395712802500002e-07	0.000560296	8.009999999999994e-05	3.13931607616e-07	6.416009999999991e-09	0.0	0.0	0.0	0.0	-1.953459831	-0.7961219929	0.264366089	0.504938618	1.091948982	0.7679120447	-0.2565225393	-0.1186414236	0.6013896576
61176.72514760114	32.28265967741754	1042.1701158479605	3742591699.785133	95264.04211065572	-345.88595030740544	119637.09062005694	9075237719.260786	59192.54475802223	-89.30504469903826	3503757354.930465	7975.391008697222	65265.36581950123	48066.45340987756	1.098129	19.987497	0.07784752	0.0485428	0.0590523077	0.0506495871	0.1545234223	-0.0327616539	-0.1560733487	-0.0409579332	0.2327258276	0.0452525166	0.1450077035	-0.1010641875	0.0192433128	0.1817991236	0.1055859365	-0.0196382374	-0.0339481847	0.1199555081	0.0676859543	0.0533984385	0.0065671535	-0.0408615095	0.1945001936	0.1458607104	0.0707379573	-0.1310371302	-0.1185014381	-0.1764429118	0.0900169572	0.0496438459	0.2743633152	-0.0787580919	0.1174240246	-0.1829026259	-0.0300216141	0.0870369379	-0.1624267697	0.1152930481	0.0556043107	0.0587387752	0.0969742851	-0.0218636831	0.0521164032	-0.0849815092	0.139661265	-0.0125996017	0.0124066284	0.0779811481	-0.0127763294	-0.0603446432	0.1936987459	0.004681675	-0.0262034428	-0.384360117	-0.2293252308	-0.093038164	0.0523721059	-0.1684629709	-0.0435048747	0.133883784	0.0039856004	-0.0441147991	-0.0608982106	-0.0458199928	0.0867210197	-0.1526861328	0.1569673514	0.0349795752	-0.0501675472	-0.1041701259	-0.1570048804	-0.1736137592	0.0214881249	-0.0558526271	0.1846506532	0.1867078729	0.04136228	0.1242872224	0.0523731585	0.0297644	-1.2899999999999716e-05	0.00088591950736	1.6640999999999268e-10	-0.0086193199999999	-0.0220238199999999	0.0004850486473923	7.429267726239826e-05	0.0350062	-2.440000000000081e-05	5.953600000000395e-10	0.00122543403844	-0.000289665	-0.00075222	5.658349284000001e-07	8.3905812225e-08	0.000560296	0.0	3.13931607616e-07	0.0	0.000363508	0.000363508	1.32138066064e-07	1.32138066064e-07	-0.1490178754	-0.1949321788	1.590359651	0.8728749957	-0.3685269008	1.803149806	0.6481456922	-0.9643533412	1.203006436
