global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	aroma_motion_01	aroma_motion_02	aroma_motion_05	aroma_motion_07	aroma_motion_08	aroma_motion_11	aroma_motion_15	aroma_motion_16	aroma_motion_20
58588.14107746229	n/a	n/a	3432570274.9126244	94312.32570052084	n/a	n/a	8894814779.041124	59267.43931198525	n/a	n/a	3512629362.5998545	64440.4762415197	30131.23862042683	n/a	n/a	n/a	n/a	-0.1438668025	-0.0553640095	0.0115243266	-0.0008051037	0.1872029084	-0.2490923752	0.006736986	-0.1022060799	0.1794450559	-0.041384707	0.1736128449	0.1872939722	-0.197801872	0.129836985	-0.0311920487	0.0647245281	-0.1398928525	0.146580052	-0.0475746674	0.1251590037	-0.1092056143	0.1812114942	-0.0072883533	0.076049598	-0.2407475106	0.2196575021	-0.2073727317	-0.0049335134	-0.0497859055	0.1717013343	-0.0225083177	-0.078647241	-0.0775023831	-0.0635516337	0.1903408112	0.0298806442	-0.139205381	0.2121876769	-0.055963882	0.1124915633	-0.0562135138	0.2462677265	-0.1788242554	0.1075565362	-0.121322983	0.1875162048	-0.0541810009	0.1149250888	-0.1384250638	0.2064587222	-0.0430313573	0.0985975311	-0.0323040454	0.253667927	0.0027831821	-0.0264746874	-0.0421863579	-0.1013097461	0.0685366976	-0.0199313176	-0.0355050061	-0.0291067879	-0.1909684639	0.0013830379	-0.214796968	0.1581426568	-0.1172612051	0.084717954	-0.2342662024	-0.0533102841	0.0627116884	-0.0271162264	0.0319586532	-0.1840678422	0.1292831455	-0.200171061	0.065358443	-0.2240713736	0.1934842809	-0.1551928891	0.1224810273	-0.038337382	-0.2520446003	0.2111002878	0.0714966312	-0.0995718014	0.1643619509	0.110759	n/a	n/a	0.0122675560809999	0.113864	n/a	n/a	0.012965010496	-0.0569945	n/a	0.0032483730302499	n/a	0.00522589	n/a	2.7309926292100005e-05	n/a	0.000398987	n/a	1.59190626169e-07	n/a	0.00350823	n/a	1.2307677732900002e-05	n/a	0.0	0.0	0.0	0.0	-1.683048393	1.223378801	2.271786244	2.248450382	0.6009467179	-0.9438581462	1.151808242	0.7781938501	-1.154804813
58904.45272348143	316.3116460191377	100053.05740733628	3469734550.6528587	93457.43314583332	-854.8925546875253	730841.2800601633	8734291810.207905	59248.43816211145	-19.00114987379493	361.0436965264171	3510377424.6495447	64415.71622581645	45091.295246760674	3.146277	76.960907	0.21206085	0.125271	0.0383853601	0.0699143424	0.0974530685	0.0096070537	0.3202707843	0.096132982	-0.0796472523	0.0695572578	0.0928856447	-0.3588528128	0.0195540159	0.1963147308	0.2567290273	0.1482843785	-0.2127747907	0.1691797731	-0.12923428	0.0170974304	-0.0214213155	0.0083648389	0.0263988825	0.1455741008	0.1367722831	-0.0906878847	0.1875452706	-0.0989500685	-0.2054750961	0.1006121955	0.1083133879	-0.0636426622	-0.0143510964	-0.0672454996	0.1992683068	0.0100780711	0.0001513633	0.1443704382	0.0311256692	0.2255424791	0.3741509906	0.0441227112	0.0024781261	-0.1479495088	-0.0171337982	0.2305348299	-0.1249348148	-0.1572017856	-0.0021801203	0.0378824282	-0.0556675342	0.0994060166	-0.015776271	0.150519824	-0.0546402539	-0.0323453877	0.0156712467	0.2120244971	0.0289915808	-0.2190807418	-0.1919367122	-0.0953647687	0.1042721252	0.0506580613	-0.1949662031	-0.1539156289	-0.2845841356	0.1413332588	-0.2356435141	-0.0347395077	0.1321588107	-0.0611105385	0.1171429025	0.2089513611	0.1825143557	0.0407233262	0.2498601828	-0.2776493406	-0.0054850595	0.0055847147	-0.0994803035	-0.005232576	0.2365890755	-0.0014932617	0.1493778148	-0.0001103421	-0.2448025835	0.1345128678	0.1640657595	0.110895	0.0001359999999999	1.8495999999999248e-08	0.0122977010249999	0.145061	0.0311969999999999	0.0009732528089999	0.0210426937209999	-0.17481	-0.1178154999999999	0.0305585361	0.0138804920402499	0.00470687	-0.00051902	2.2154625196900003e-05	2.693817604000003e-07	0.000668054	0.0002690669999999	4.462961469159999e-07	7.239705048899997e-08	0.00397839	0.0004701599999999	1.58275869921e-05	2.2105042559999986e-07	1.0	0.0	0.0	0.0	-1.997204074	0.4805312417	2.573526004	-0.5907101039	0.2480929487	0.2782205181	1.162559063	0.5519155791	2.385310163
59109.60124072462	205.14851724319303	42085.91412708068	3493944958.837474	94288.72122916668	831.288083333362	691039.8774920546	8890362951.031507	59291.36477151966	42.92660940820497	1842.6937952845915	3515465936.4694023	64322.07537623502	36235.46583841463	2.474663	60.532597	0.2193647	0.117433	-0.1007091686	0.0589434932	-0.112906381	0.079200803	0.2760783451	0.1419038034	0.1601114697	-0.0906054258	0.2106341788	0.1289200043	-0.0625259873	0.2176449427	-0.0939807356	0.1477367744	-0.1187800717	-0.1389028638	-0.2572360259	-0.0160130803	-0.0540014059	-0.0818023638	0.1197018483	-0.1885946556	-0.017623348	0.0366016545	-0.0204144257	-0.1840310016	-0.1898838542	-0.0932015331	0.0251018204	-0.0785812764	-0.0905498136	-0.0641026637	0.2652539027	-0.0359356368	0.0243261099	0.0312904721	-0.0252591214	0.1826479106	0.1048810198	-0.1167433362	0.0264465006	0.3001903605	0.1178788051	0.0410938438	-0.25033077	-0.1458774399	-0.0798663269	0.0075019456	-0.1780044817	-0.1512342895	0.1716484664	-0.0470410435	0.2902408564	0.0252561632	-0.1053854306	-0.1119386528	-0.1494902441	-0.1320262418	0.0413708127	0.0821564829	0.1696220219	0.0525572899	-0.1960022951	-0.0287524747	-0.2573933821	0.0708399456	0.029958903	0.2346149292	0.0691389514	0.0839545838	-0.0555335448	0.1535930118	0.1275962831	0.0947178575	-0.0256616924	0.0412088659	-0.159605234	-0.0452536267	-0.0162558477	-0.0452122137	0.2039668435	-0.0056796189	0.0521441024	-0.1388026663	0.1664336867	-0.2451090986	0.1634739106	0.111178	0.000283	8.00890000000031e-08	0.012360547684	0.0617992	-0.0832618	0.00693252733924	0.00381914112064	-0.103368	0.0714419999999999	0.010684943424	0.0051039593639999	0.00493005	0.0002231799999999	2.43053930025e-05	4.980931239999997e-08	0.000134746	-0.0005333079999999	1.8156484516e-08	2.844174228639999e-07	0.00344732	-0.00053107	1.1884015182399998e-05	2.8203534490000025e-07	0.0	0.0	0.0	0.0	-1.549948696	1.68889109	2.487640361	0.08418412361	0.8596173508	0.9187440398	1.152711411	-0.7774383011	-0.3028047244
59122.87742419876	13.276183474139543	176.25704763901592	3495514634.916832	94923.10011979166	634.3788906249829	402436.576870584	9010394936.351992	59272.66765948791	-18.697112031746656	349.58199832768554	3513249131.472104	64302.68633622809	37730.23778010671	1.279395	31.295202	0.119258845	0.0673598	-0.0854050087	0.0908483987	-0.1908362007	0.2401310516	-0.0003724892	0.0404866553	0.0433505842	-0.1480267751	0.1031592928	-0.004130607	0.2005415133	0.1135158954	0.1205445848	0.0490471626	-0.1106916993	0.0282224009	-0.0797675764	-0.0505339508	-0.2007734197	-0.1183738189	-0.0708320922	-0.0406197684	-0.1841360973	-0.0187355797	-0.0997752763	0.0738411659	0.081139037	-0.1317241419	0.0214120438	-0.1055386314	-0.0621747215	0.087112166	-0.0650706968	-0.1230047287	0.0960122699	0.1092977247	-0.1105270227	0.0682470943	-0.0768236528	-0.2213107979	0.095928766	-0.0199083794	0.0058625427	0.1401619692	-0.0955195303	0.2724969806	0.1674974986	-0.0025012957	-0.0121415986	0.0658048479	0.0859720781	-0.0361175948	0.08452295	0.0313709776	-0.0324190738	-0.0454045676	0.212309891	-0.0130300952	-0.1150704726	0.1836286412	-0.027041634	0.0419202045	-0.1766418543	-0.0271355461	-0.197335169	-0.0741290419	0.0816688114	-0.1401650182	0.1068922476	0.1673984264	0.0421090481	-0.0141607638	-0.0003544542	-0.1136804483	0.0480563024	0.1644080508	0.0124002396	-0.1352038817	-0.0268175902	0.004050006	-0.1233235293	-0.0988087976	-0.1801083809	-0.0913873844	-0.0977628822	-0.1169756033	0.1625874706	0.100915	-0.0102629999999999	0.0001053291689999	0.010183837225	0.12163	0.0598308	0.00357972462864	0.0147938569	-0.0988694	0.0044986	0.00977515825636	2.0237401960000047e-05	0.00455547	-0.00037458	2.07523069209e-05	1.4031017640000016e-07	-1.78429e-05	-0.0001525888999999	3.183690804100001e-10	2.3283372403209997e-08	0.00308116	-0.0003661599999999	9.4935469456e-06	1.3407314559999998e-07	0.0	0.0	0.0	0.0	-1.36039645	0.3751981445	2.353788291	0.08646919502	1.50893665	0.3594911739	0.4098300618	-0.7174981133	1.683418986
59448.02232085194	325.14489665317524	105719.203819604	3534067357.8605103	94832.5907109375	-90.5094088541664	8191.953091130654	8993220260.948189	59368.25139894394	95.58373945602943	9136.251248398115	3524589274.168209	64439.15958449291	47100.34859851372	2.407592	58.891968	0.146972705	0.0740774	0.0563890729	0.1242977269	-0.0645563083	0.2169104536	-0.0043784262	0.1090861221	0.1124132576	-0.0115626168	0.0185725439	-0.1001815533	0.0405013585	0.1973612518	-0.0465127845	-0.0791152941	-0.1632534506	0.0058197276	-0.0352850191	-0.1028853116	-0.2556528183	0.0959003626	-0.255998899	0.0457209581	0.0337859549	-0.0625781332	0.07981011	0.0491037688	0.1335263183	-0.0390303931	-0.181750905	-0.0753655841	-0.0699836794	-0.0856849525	-0.0082410116	0.0835849531	-0.2079448459	-0.1126119599	0.0034318392	0.1307919137	0.0011430422	-0.057707923	0.2143238123	0.0395565452	0.2614233685	0.0956687775	-0.0541209459	0.2227448271	-0.0708004261	-0.0515533265	0.1162087877	0.0459515568	-0.1180039387	-0.0099231663	-0.0853803445	-0.0360617854	-0.0515153091	0.0780947159	0.0352457224	0.0704688092	0.2136711367	0.0413777787	0.2245813627	0.0429061171	-0.1491083595	-0.160314268	-0.1686838137	-0.1013830444	0.0427982413	-0.0496858841	0.1988044522	-0.109578587	0.0863928917	0.027619331	-0.0243933587	0.1188716862	-0.0878938972	0.091539145	-0.3456938228	0.1008718594	-0.151877231	0.1109507572	-0.1266650661	-0.0643069965	0.039163612	0.0767517564	-0.0418313129	0.0781088804	0.161408037	0.0953164	-0.0055986	3.13443219600001e-05	0.00908521610896	0.161816	0.0401859999999999	0.0016149145959999	0.0261844178559999	-0.149961	-0.0510916	0.022488301521	0.00261035159056	0.00375538	-0.0008000899999999	1.41028789444e-05	6.401440080999998e-07	-0.000188403	-0.0001705601	3.5495690409e-08	2.909074771201e-08	0.00311244	3.128000000000028e-05	9.6872827536e-06	9.784384000000175e-10	0.0	0.0	0.0	0.0	-1.180693951	1.248669878	2.582507537	-1.277832189	1.053163337	1.954086018	0.1350973146	0.4918161589	0.1651389226
59284.756807260914	-163.2655135910245	26655.62792814101	3514682389.696069	95283.3912578125	450.8005468750053	203221.1330628038	9078924649.58938	59380.7820532512	12.530654307258374	157.01729736801283	3526077277.25572	64467.77460773342	37311.67801162347	2.466748	60.338985	0.1714106999999999	0.0934229	-0.0953147454	0.0631499543	-0.2027043055	0.1749550974	-0.049522129	0.0471696927	0.352962911	0.1501778464	0.0294598865	-0.0159844285	0.0748267754	0.217648789	-0.0827694099	-0.0595211182	0.0803902839	-0.2792599271	-0.0028457344	-0.0781305701	-0.1174175854	0.061090358	0.1301432506	0.0571497869	-0.0604852353	-0.0475302275	0.1780905282	-0.0490700693	0.1332978092	0.0689705556	-0.0344844301	0.2486931985	-0.1249428487	-0.0177722165	-0.0060999849	-0.0488068585	0.1956200906	-0.0544392607	0.1747500377	0.1256283715	-0.1131323703	-0.0640162728	-0.0212767906	0.1269474169	0.399965302	0.0354573415	0.0445966908	-0.0265550532	0.0546701988	0.055797723	0.0534210138	-0.0247477629	0.0209746242	0.1089599586	-0.1541161495	0.0468499135	0.0423240571	0.017528481	0.0107849012	0.0729264057	0.0273392592	-0.091534785	-0.2567685254	0.0341822591	-0.1571286817	-0.0041087191	-0.1197781559	-0.0645831702	0.0681626736	0.1486045517	0.1615678065	0.0122905655	0.0348470209	-0.2144054216	-0.0745349281	0.0420515626	-0.004886394	0.2023033515	-0.1245813671	-0.0763513576	0.0267758368	0.1117165808	-0.0642531957	0.1445564116	0.0095134922	-0.0079150305	0.288540368	0.0859071141	0.1599377353	0.0983449	0.0030285	9.17181225000002e-06	0.00967171935601	0.0924618	-0.0693541999999999	0.0048100050576399	0.00854918445924	-0.099474	0.050487	0.009895076676	0.002548937169	0.00455415	0.0007987699999999	2.07402822225e-05	6.380335128999998e-07	-0.000188403	0.0	3.5495690409e-08	0.0	0.00294039	-0.0001720499999999	8.6458933521e-06	2.9601202499999995e-08	0.0	0.0	0.0	0.0	-1.024660891	1.6482622	2.294586785	-0.7099958111	2.316586049	0.8035260925	-0.762017042	1.859005874	-0.03755873413
58934.35279442965	-350.40401283126266	122782.97220825168	3473257939.298298	94949.956703125	-333.43455468749744	111178.60225964972	9015494277.925312	59364.67250597768	-16.10954727351782	259.5175133577054	3524164341.7419825	64527.84338850423	31540.225026200456	2.069401	50.619499	0.0733891	0.0498936	-0.1590554794	-0.0412066535	0.0100897602	0.0244688487	0.1773765935	-0.0837615018	0.1711381514	0.1784788259	-0.201758963	0.1754899918	-0.1097360047	0.1597155943	0.0474186311	-0.1488884904	0.0758132175	-0.103413365	-0.0176105495	0.2116056852	-0.0884855658	0.2311501252	-0.2032481315	-0.2717782576	-0.0004839293	-0.1904113756	-0.04907268	-0.1127261592	-0.096351893	0.2220824758	0.0603393244	-0.1401673081	0.0212655165	-0.0339272374	-0.0103387467	0.1012163696	-0.0733364941	-0.1472537387	0.1746925316	0.1904616975	0.0575113633	0.0006293417	-0.1261914596	-0.0562719517	0.1749299749	-0.2134895553	-0.0270535122	0.0913680298	-0.2095090121	0.2451431186	0.2092018594	-0.0153218908	-0.0956525912	-0.3493527383	-0.1352348189	0.013768654	0.0707729005	0.1452301028	-0.0839836253	-0.0759269201	-0.0544767627	-0.012725692	0.0699955734	-0.1908627507	-0.1620391861	0.0881406528	-0.0548487512	-0.0820675126	-0.0850766471	0.0383888593	0.0097287946	0.1960005981	-0.0748245079	-0.2313706998	-0.0796688278	0.183991057	0.0588492356	0.1267407945	-0.0346056756	0.0897171423	0.0493869144	0.0308023469	-0.110540065	0.1254036397	-0.0329607877	-0.0876511717	-0.0052474864	0.0327764156	0.1581792149	0.0983243	-2.0599999999995625e-05	4.2435999999981964e-10	0.00966766797049	0.107811	0.0153492	0.00023559794064	0.011623211721	-0.0549127	0.0445613	0.00301540462129	0.00198570945769	0.00433987	-0.0002142799999999	1.88344716169e-05	4.5915918399999947e-08	-0.000188403	0.0	3.5495690409e-08	0.0	0.00288551	-5.4880000000000206e-05	8.3261679601e-06	3.0118144000000227e-09	0.0	0.0	0.0	0.0	-1.176969482	1.002430228	1.626054554	0.3279123508	2.680292885	1.428773673	-0.1897355827	1.18749475	0.7893409722
58781.14684980735	-153.20594462229928	23472.061467611034	3455223224.9786167	94098.04075520832	-851.9159479166847	725760.7823147834	8854441273.968845	59312.20943477684	-52.463071200836566	2752.373839824047	3517938188.034831	64429.49932485862	29782.23644912348	1.196188	29.259899	0.0470423	0.025937	-0.1753018142	-0.0771527784	0.103328508	-0.0013595355	0.2270150671	-0.0924284679	0.05390305	0.0328303675	-0.1040836549	0.0739660106	-0.1369126602	0.186612087	0.1480289335	0.0179903136	0.0620261658	0.1128017679	0.0772224374	0.153927599	0.1082092364	-0.1319024509	0.135852464	-0.0830302714	0.0168084709	0.0655861208	0.0769264877	-0.0537464709	-0.1259841082	-0.1389483465	-0.1541067628	-0.0090086583	0.1848861077	0.0955263657	0.0273391291	-0.2155655697	0.0343395329	0.0178214622	-0.0390861956	0.2044227118	0.0527612617	-0.0699244174	-0.0766959663	-0.1105508577	-0.0486751044	-0.0711684807	0.0297559172	-0.068574466	0.0873113061	0.1136356919	0.0750303124	-0.0347303276	0.1760488439	0.0373779382	0.1320888897	-0.1308916573	-0.0617475503	0.0067890412	0.0027265034	-0.0119673427	0.1124895491	-0.0905789923	-0.1246564712	0.1457353219	-0.1572099706	0.0744084372	-0.0230582449	-0.0377568584	-0.0827502713	0.0866794936	-0.0908643271	-0.0196078564	-0.122859623	-0.1048240477	0.0194041452	0.2319032031	0.0075817065	0.1360648189	0.1372125362	0.0526213449	-0.0745197352	-0.0946798438	-0.1545747458	0.086180586	0.060243624	-0.0233163676	-0.1602738407	0.1737063122	0.1561356449	0.0814478	-0.0168765	0.00028481625225	0.00663374412484	0.1078	-1.0999999999997123e-05	1.2099999999993672e-10	0.01162084	-0.0437049	0.0112078	0.00191011828401	0.00012561478084	0.00414288	-0.00019699	1.71634546944e-05	3.880506010000008e-08	-0.000188403	0.0	3.5495690409e-08	0.0	0.00270356	-0.00018195	7.309236673599999e-06	3.310580250000006e-08	0.0	0.0	0.0	0.0	-1.185720648	1.463119348	1.68740358	0.8350019257	2.341010105	1.403895312	0.441743366	0.2487561844	1.04360412
58753.92664214788	-27.22020765946945	740.9397050246395	3452023895.870895	94631.66793489584	533.6271796875226	284757.9669012595	8955152576.140394	59251.04633742362	-61.16309735322284	3740.924477839815	3510686492.079521	64355.542726705	28841.520240091464	1.21189	29.643986	0.0418751999999999	0.022988	-0.1832470589	-0.1079758348	0.1277413107	0.0529994468	0.1397630342	-0.1603099558	-0.0021106419	0.090800021	-0.0641478916	0.0762598552	0.0868322582	0.0684168222	0.1385504338	-0.0264551528	0.2339559785	-0.0470270188	0.18081602	0.2492663448	-0.2087801587	-0.1025877324	-0.089931235	0.0926675295	-0.1425957969	0.2184582705	0.1937346531	0.0826610757	0.0705789325	-0.1353647618	-0.0189361525	0.0283564114	-0.0076580943	0.1225139838	0.0011653397	0.1161604938	0.0888080785	0.2148539108	0.0011384058	0.1477194615	-0.0143759821	-0.0752051643	-0.1495347067	-0.0776624534	-0.1515174327	-0.1772074046	0.0469997906	0.0813788655	0.1561537385	0.2368199527	0.0278505059	-0.2584761429	0.0178190019	0.2275212447	-0.1543855025	-0.1739979921	-0.0055764902	0.0661645826	0.0612958702	0.118031694	0.0559227646	0.1435238057	-0.0738394061	0.1902480604	-0.1428272091	0.1123154271	0.0181368325	-0.0626670232	-0.1172198488	-0.0646377368	-0.1694469086	0.0783570537	-0.1220785744	-0.1642893729	0.0341110611	0.04390915	-0.0220789366	0.1855636109	0.2855439659	0.0250273293	-0.0733946101	-0.0529430494	-0.170408142	0.0981722082	0.048322786	-0.0679884424	-0.2875207553	0.0532174173	0.1538107079	0.0745384999999999	-0.0069093000000001	4.773842649000144e-05	0.0055559879822499	0.107802	1.9999999999881224e-06	3.9999999999524895e-12	0.0116212712039999	-0.03163	0.0120749	0.0010004569	0.00014580321001	0.00391421	-0.0002286699999999	1.5321039924100004e-05	5.228996889999973e-08	-0.000188403	0.0	3.5495690409e-08	0.0	0.00247445	-0.0002291099999999	6.1229028025e-06	5.2491392099999925e-08	0.0	0.0	0.0	0.0	-1.3714838	0.7655634236	1.38278772	1.451021131	2.346205071	1.082830924	1.011138274	0.5820571182	1.136293228
58747.5351434127	-6.391498735181813	40.85125608183071	3451272885.4265103	94998.05432291668	366.3863880208373	134238.98532695556	9024630325.139828	59226.4838394992	-24.56249792442395	603.3163042873309	3507776387.9904594	64379.74271559818	33832.42103753811	1.985611	48.56992	0.1318460675	0.0686712	-0.140623924	0.0421668898	0.0080924152	0.0267024285	0.091455088	-0.2233633649	-0.1326830968	0.0733808705	-0.0398533593	-0.0065473349	0.1866516008	0.0583169869	0.1289958347	0.0877017241	-0.0558703178	0.0433524071	0.0954270086	0.0701833846	0.0543112007	-0.2114435187	-0.060832067	0.1709531936	-0.0116678621	0.0984895714	-0.2082805435	0.0741067018	0.139884521	0.1533344679	-0.0966980246	-0.1634366754	0.1208740755	0.0525946194	-0.1190900858	0.0388128641	0.0863838791	-0.1225442885	-0.0733632926	0.1178207676	-0.0135225261	-0.0139890562	-0.0313761232	-0.1024095499	-0.2669435263	0.011566369	-0.013694015	0.0410628386	0.1639451939	-0.047490322	0.1096063348	0.1047717778	0.0494127188	0.0654195489	-0.1244849667	0.2123893336	0.1635267775	0.1186998869	0.1148385354	0.1456782412	0.1167638402	0.0350858771	0.0401434156	-0.1247081481	-0.1198941557	-0.0122600204	0.0552078764	-0.0065422895	-0.147486264	-0.0643295508	-0.243210563	-0.160282207	-0.0124956257	-0.1338242859	0.0621287884	0.012831134	-0.2022602392	-0.15386664	0.0701710281	0.0326428301	0.0327097065	-0.138556985	-0.0917037394	-0.1991718657	-0.0199134384	0.094397117	0.101522508	0.1003001771	0.1512085936	0.0624102	-0.0121282999999998	0.0001470956608899	0.00389503306404	0.158874	0.0510719999999999	0.0026083491839999	0.0252409478759999	-0.0520336	-0.0204036	0.00270749552896	0.00041630689296	0.0031413	-0.00077291	9.86776569e-06	5.973898681000006e-07	1.83035e-06	0.00019023335	3.3501811225e-12	3.61887274522225e-08	0.00247615	1.699999999999879e-06	6.131318822499999e-06	2.889999999999588e-12	0.0	0.0	0.0	0.0	-1.404243584	1.450134896	0.7908863408	2.423065851	1.053302521	1.207551444	1.413707527	0.6288751497	1.049592486
