global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_03	aroma_motion_04	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_16	aroma_motion_19
57949.42119429982	n/a	n/a	3358135416.754365	93429.01624806722	n/a	n/a	8728981077.081608	58959.43376782162	n/a	n/a	3476214830.222144	64037.04601324584	28948.56899820964	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0298185	n/a	n/a	0.00088914294225	-0.0410952	n/a	n/a	0.0016888154630399	0.0838186999999999	n/a	0.0070255744696899	n/a	0.00309563	n/a	9.5829250969e-06	n/a	0.000634974	n/a	4.0319198067599993e-07	n/a	0.00124099	n/a	1.5400561801e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58150.067824710415	200.64663041059248	40259.0702951249	3381430388.0184216	93379.0638478597	-49.95240020751953	2495.2422864921973	8719649565.102657	58867.96791901525	-91.4658488063651	8366.00149786884	3465437646.914209	63952.534203202464	27881.565165919885	1.44399	32.149792	0.1009760499999999	0.0477745	-0.0033919625	0.0904519242	-0.3354917696	0.0494226411	0.2443191412	-0.1944463425	0.0447650362	-0.305071619	0.0793536963	-0.1346320436	0.068111568	0.1303860272	-0.117737226	0.0795932758	-0.0891989005	0.1145491279	-0.1252157923	0.1106617383	-0.0605625806	0.0027159413	-0.3485773568	0.1811985628	-0.0275497777	0.143422878	-0.0262201281	0.0871180955	0.2326327359	-0.0120154266	-0.0758242367	0.0846400917	-0.106696526	-0.0448130756	0.1530467962	0.0275403264	-0.0228509683	-0.0693143738	-0.0250015329	0.1586685711	0.0241898722	0.1468884417	-0.0037756449	0.3060093526	-0.0019744913	0.1223520262	-0.0306643811	-0.1013888382	0.3000519069	-0.2296064086	0.0778618102	-0.0750349609	0.1023564186	-0.1606748563	0.1257359139	-0.1391077151	-0.0019752128	0.0890253447	-0.0602536141	-0.0935331373	0.0210104541	0.0482050976	0.0445204735	0.0904941552	-0.1242435155	0.227384538	-0.1824981524	-0.3318232912	0.0582263342	-0.2079493183	0.0550300326	-0.1824835959	0.0512495952	0.0883660697	-0.0099630628	0.0788086164	-0.0296731982	0.0064475178	-0.2032759721	0.0593167634	-0.1816590742	0.0323770449	-0.0372697183	0.0240290663	-0.0236165012	0.0171316049	0.2416286442	-0.0838789326	-0.1099595163	0.1831753098	0.1654828599	0.0	0.039709	0.0098905	9.782199025e-05	0.001576804681	-0.0410744	2.0800000000001373e-05	4.3264000000005704e-10	0.0016871063353599	0.0599186	-0.0239000999999998	0.00359023862596	0.0005712147800099	0.00290888	-0.0001867499999999	8.4615828544e-06	3.487556249999994e-08	-4.23516e-22	-0.000634974	1.7936580225599999e-43	4.0319198067599993e-07	0.000719421	-0.0005215689999999	5.17566575241e-07	2.720342217609999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.801002757	-3.249650222	0.4050302791	-1.67969926	0.01183816063	-2.43952146	0.565738886	-1.905033758	0.7707300469	-0.756740719
58133.173582567295	-16.89424214312021	285.4154175903789	3379465870.7809	93503.57725270589	124.5134048461914	15503.587986391562	8742918959.052738	58836.65606971154	-31.311849303710915	980.4319068183016	3461752097.465524	63943.6699931115	24823.697193340227	1.915991	42.658672	0.0957292499999999	0.060484	0.06601583	0.1918644814	-0.2190477131	0.1199114618	0.2770747643	-0.1932333565	0.0534585263	-0.1974079807	-0.0462760228	-0.2001033438	0.1813515955	0.0221716981	-0.0382518208	0.1198164537	-0.1345429457	0.1034308076	-0.2307860518	0.0300363402	0.3164938885	0.0649433039	-0.101075089	0.0859110971	0.1509273721	0.210518608	0.2505424228	-0.0109255445	0.0713440281	0.0303890018	-0.1194991877	-0.1649434788	0.0147969161	-0.0811071049	0.122087591	-0.0094928907	-0.0586051803	-0.0852466242	-0.0609025327	0.1019501408	0.2072088549	0.2389241194	-0.0355284768	0.2219404272	-0.0116809468	0.0369321517	-0.1357253603	0.1843273801	0.137029629	-0.1454041013	0.0893367244	-0.1513235203	0.1547999355	0.0493964405	0.1560177526	0.0310418669	0.1211252968	-0.0668687836	0.1198170793	0.1946698	-0.0115263675	-0.1499069327	0.2244919193	0.0738593854	-0.0182866499	0.1173813954	-0.1919216757	-0.3280882231	-0.0246818417	-0.1491246563	0.1301406654	-0.0780578297	-0.0292022293	-0.0187916736	-0.0949802605	0.1201014836	0.1261653725	0.0419508819	-0.1088412205	0.1583290422	-0.0504326619	0.1425585006	-0.0990601972	0.1363552913	-0.0431886373	0.1012576006	0.227259243	0.1049119545	-0.0128561226	0.1295916077	0.1651764237	0.0	0.0449459	0.0052368999999999	2.742512160999996e-05	0.0020201339268099	-0.0303135	0.0107608999999999	0.0001157969688099	0.00091890828225	0.0050709	-0.0548477	2.571402681e-05	0.00300827019529	0.00315682	0.0002479399999999	9.9655125124e-06	6.147424359999995e-08	2.03694e-22	6.272099999999999e-22	4.1491245635999997e-44	3.933923841000001e-43	0.000469686	-0.000249735	2.20604938596e-07	6.236757022500003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.108974147	-2.516605293	0.4774189698	-1.496805319	0.234376106	-2.535785534	-1.517830004	-0.4813819307	1.124777109	-0.6329251653
58349.31092458371	216.1373420164164	46715.35061392134	3404642085.373744	93755.97111765544	252.393864949554	63702.66306417369	8790182120.214642	58857.5489990882	20.89292937665596	436.5144979379335	3464211074.180068	64047.58796912347	27654.25381433824	1.334224	29.705887	0.11346335	0.0562508	0.1837803519	0.3067876848	-0.0097402591	-0.0050164634	0.2781470394	-0.0942011684	0.1035896365	-0.0891890458	0.0210145191	-0.0637856194	0.02754858	-0.072214846	-0.1009653213	0.0818909064	-0.1100234347	0.0196845652	-0.1245252762	0.1396638423	0.1803428924	0.1237028388	-0.1157872909	-0.0865537971	-0.0910904404	-0.0580081317	-0.0479585542	-0.076906052	-0.1966284295	-0.0043015652	-0.1306359705	0.1084718154	0.0437295708	-0.1693643012	-0.2051551175	0.1376025584	-0.0253552968	0.0657709767	0.2002743883	-0.2033505871	-0.0098251942	0.3005021479	-0.0690574804	0.0691419973	0.0558592044	-0.0421582297	-0.1812442338	0.0803277533	0.0513432061	-0.0937750887	0.0953240532	0.0998594763	-0.0460986205	0.0421873925	-0.0256181151	0.0308504344	0.1678931337	-0.024488209	-0.2148166445	0.0648275278	-0.0800272746	-0.17440947	0.0168199266	0.0160128461	0.1591594839	-0.2872671809	-0.1560359111	-0.2754657646	-0.1932691813	-0.0356384766	0.0327414388	0.0551867985	0.1281073033	-0.0643637624	-0.0573467058	0.0458378582	-0.0833157256	0.1009991873	-0.0497281152	0.234641545	-0.0169434575	0.0611748181	0.1612872334	-0.0033718636	0.0128396181	-0.1823107611	-0.0580171033	0.1796871865	-0.091843496	-0.1144328583	0.1645641189	0.0	0.0449198	-2.6099999999994183e-05	6.812099999996963e-10	0.00201778843204	-0.0104725	0.019841	0.000393665281	0.0001096732562499	-0.0219286	-0.0269995	0.00048086349796	0.00072897300025	0.00226526	-0.00089156	5.131402867599999e-06	7.948792336e-07	0.000194501	0.000194501	3.7830639001e-08	3.7830639001e-08	0.00071556	0.000245874	5.120261135999999e-07	6.045402387599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.551424241	-2.374924533	-0.2204665094	-1.373359423	-0.7254899441	-1.225356392	0.4121551554	-0.2822465868	-0.123787528	-0.6559807643
58534.11903309536	184.8081085116501	34154.036971653826	3426243090.9805765	94079.5692647298	323.59814707435726	104715.76078995736	8850965353.037092	58887.32312044098	29.77412135278428	886.4983023303247	3467716824.291223	64001.358378380624	28604.85503312653	2.229539	49.639679	0.12421085	0.0706584	-0.0045630892	0.0233182521	-0.0960962308	0.0976664359	0.1549233854	0.1062719066	0.1067794175	-0.0362416419	0.1276230875	0.0892664596	0.0203136228	0.1442469118	-0.1886407903	0.0611257182	0.0606146832	-0.0417940589	-0.040872837	-0.0358959538	-0.0283926553	-0.0391551541	0.1485129155	-0.0566846988	0.0031570827	-0.0440266744	0.2226321836	-0.1521052743	0.0538017866	0.1013644868	0.0104405418	0.0755544271	0.1277935445	0.0835191571	0.0902729181	0.0363290156	0.0227757885	0.1996153934	0.0647674384	-0.0753892172	-0.0429912084	0.1230491153	0.0228957967	-0.0760284584	0.0494686321	-0.0085492974	0.0325204018	-0.0410445223	0.1723590609	-0.082139875	-0.1769053494	-0.0488666321	-0.0758080791	0.086325023	0.0844890869	0.15127276	0.0002129597	-0.1596878906	0.0962241568	-0.0118468355	0.1416073721	0.059549234	-0.1678573093	-0.1681693849	0.1274304862	-0.0312184857	-0.1389689873	-0.1150071435	-0.0318325976	-0.1241081627	0.1915763407	-0.0780293786	-0.0397188354	-0.0618294681	0.1039892881	-0.1256938964	-0.0411840561	-0.1113913783	0.0996772173	-0.0225047687	-0.0909409208	-0.0516568175	0.0311814717	0.1474036171	-0.0086280157	-0.1486152187	-0.2137618348	-0.0517639136	0.0239723982	-0.2502993178	0.1636470791	0.0	0.0368637	-0.0080561	6.490074721000006e-05	0.00135893237769	-0.0165848	-0.0061123	3.736021129000001e-05	0.00027505559104	0.0391683	0.0610969	0.00153415572489	0.00373283118961	0.00202417	-0.0002410899999999	4.0972641889e-06	5.81243880999999e-08	0.000454249	0.0002597479999999	2.06342154001e-07	6.746902350399998e-08	0.000237487	-0.000478073	5.6400075169e-08	2.2855379332900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7828219693	-2.301658641	-0.6969702318	-0.6447601045	0.2730563657	-1.867718985	0.4227996596	1.538665201	-0.02700914659	0.7481565095
58485.167850990605	-48.9511821047563	2396.218229453013	3420514858.558545	94850.06565093994	770.4963862101431	593664.68116289	8996534953.987617	58840.465796999335	-46.85732344164717	2195.608760115137	3462200415.2078485	63896.00616749015	27782.36971794577	1.312617	29.224829	0.06772985	0.036684	0.0057218103	0.0370530623	-0.1446736562	0.1371474154	-0.0036498103	-0.1774881463	0.1522608322	-0.042953926	0.0534717149	-0.0727027257	0.0110725215	0.0556065849	-0.0019271826	0.1207335704	0.1607806863	-0.1377384131	0.024699495	-0.0219060115	-0.0293226149	0.1211591897	0.0823289757	-0.0190959471	0.0870893404	0.1575459644	-0.0362821113	-0.0279756065	9.18947e-05	-0.0442564402	0.0174878879	-0.0354835646	-0.1648331598	-0.0768077343	0.1162752412	0.0725470496	0.0905305435	-0.3601700636	-0.1317842708	0.0521631569	0.043028976	-0.0345090127	0.1718874351	0.0431409917	-0.2395653373	-0.0427446268	0.1712869146	-0.016494049	0.0464031438	0.0445808001	-0.1555092152	0.064510685	0.0556981867	0.0071692161	0.0280237301	0.1142780304	0.0516360014	0.050482183	-0.1500945694	0.1373209049	0.0076590875	0.0525106846	0.1532930109	0.1629384776	-0.065146652	0.1536546687	-0.1511271081	-0.0261753739	0.0311817911	-0.0667357073	0.1732115744	-0.0429729399	-0.0295829476	0.0375687647	-0.0909912806	0.1179632172	0.1825038391	-0.1057790127	0.1749706373	-0.0050384721	0.1075577161	0.1665865877	0.1996086685	-0.0293898385	0.079406348	0.0382076448	-0.1753832525	-0.1356481725	0.2083240847	-0.0046647532	0.1624270027	0.0	0.0347838	-0.0020799	4.325984010000011e-06	0.0012099127424399	0.0142868	0.0308716	0.0009530556865599	0.00020411265424	0.025619	-0.0135493	0.0006563331609999	0.00018358353049	0.00176511	-0.00025906	3.1156133121e-06	6.711208359999999e-08	0.000288728	-0.000165521	8.3363857984e-08	2.739720144100001e-08	0.000237487	0.0	5.6400075169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5948938889	-2.246089546	0.2774573671	-0.6619480864	1.80363287	-0.2486957754	-1.080865751	1.341992055	-1.000468652	0.2865201027
58506.37246802679	21.20461703618639	449.63578365132616	3422995619.367483	93950.83173624676	-899.2339146931772	808621.6333344163	8826758783.932552	58764.70833057029	-75.75746642904414	5739.19371974775	3453290945.176997	63886.46472963328	25769.647804649205	1.864631	41.515163	0.11170926	0.0590191	0.0680311102	0.1771665667	0.026159967	0.1519666234	0.2482904382	0.0583027549	0.1429976394	0.105212016	0.0487658862	0.1567860047	-0.0123064517	-0.1769536876	-0.2026332256	0.2589595222	0.0747627288	-0.0647778074	-0.1633146243	-0.0183920891	-0.0478509217	-0.1280444782	0.0770806689	-0.151518928	-0.0415191964	-0.2082095018	0.0413759122	-0.028971579	-0.0204811232	0.1521935798	0.1174730553	-0.0123450632	-0.0091871456	0.034176299	-0.0113589832	-0.0488746873	0.0668119309	0.0104975052	0.0345005966	-0.099361652	0.031414081	0.2761945371	0.1230097133	-0.0761086752	0.10893257	-0.0206525067	0.074846163	0.0244764355	-0.0087845175	0.1451956012	-0.056745245	0.0278697213	-0.1425878736	-0.0348685191	-0.1362947959	0.1076332611	-0.0844685824	-0.0400787672	-0.0952808195	0.056325724	0.1675724591	-0.0159234829	-0.1944840104	0.0112886133	-0.0217746696	0.1551599356	-0.1261962296	-0.1591629139	-0.1679455553	-0.1021677214	-0.1213856915	0.1328106178	0.0759806366	-0.0528056653	0.1336928868	-0.0352667328	-0.0894404566	-0.0376754509	-0.0665319533	0.0625744615	0.0027039988	-0.1173251478	-0.0798336104	-0.1838967209	0.1358114553	0.0699633186	-0.3100036581	-0.1741482734	0.0793501433	-0.1518290629	0.1609061488	0.0	0.0156894	-0.0190943999999999	0.0003645961113599	0.00024615727236	-0.029512	-0.0437988	0.0019183348814399	0.000870958144	-0.00138376	-0.02700276	1.9147917376e-06	0.0007291490476176	0.00206498	0.00029987	4.2641424004e-06	8.992201690000004e-08	0.000347699	5.8971e-05	1.2089459460099998e-07	3.4775788410000003e-09	0.000160062	-7.7425e-05	2.5619843844000004e-08	5.994630624999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.442079038	-1.900496157	0.3401021015	-2.13190636	-0.4519143485	-0.28838765	1.266156758	1.364278813	-1.301082108	-1.109201875
58783.17987102914	276.807403002349	76622.33835690486	3455462235.7497654	94506.8374150594	556.0056788126385	309142.3148719029	8931542318.196472	58894.51606017905	129.80772960875765	16850.04666618034	3468564021.962688	63848.89065577694	32172.97361887016	2.594313	57.761215	0.1046961099999999	0.0772208	-0.0545587419	-0.147070766	0.0814872686	0.0140513847	-0.0037773484	0.1662563764	0.2777074935	-0.0166627371	0.2271364732	0.0933884341	0.0241714366	0.1130471818	-0.0611718376	0.033036886	-0.0869658657	-0.0974008493	0.2062636409	-0.1469282153	0.0254528258	-0.0190259939	-0.0612067649	-0.2535195442	-0.1136663759	-0.0347326042	0.1784421463	0.0230575605	0.0778199356	0.0232698274	0.042867884	0.1677481725	-0.0569020943	-0.0988108958	0.0731492783	-0.0276125197	0.2442054154	0.1083966163	-0.0657549671	0.1424409357	-0.0340093247	-0.101783255	0.238193748	-0.1181241713	0.0884229187	-0.1023338392	-0.024261533	0.0158944275	0.2352780292	-0.0432351905	-0.1590824875	0.1676918323	0.0641498921	-0.0691021728	-0.3146003547	-0.0083731389	0.10996997	-0.0071101292	0.0034054918	0.157015295	0.1761023302	0.2259538426	0.0603517942	-0.245891797	-0.0958394674	-0.0100711333	-0.1104568905	0.0772983075	0.0631444258	-0.0925962153	0.2240820907	-0.0044352622	-0.1261265981	-0.0282339046	0.0688276272	-0.1900235606	0.0079813204	0.0421178864	0.1565349489	-0.0019883366	-0.0620459971	-0.2153608792	0.0483158005	-0.1260065729	0.2751038115	-0.069012078	-0.052563743	0.0854493649	-0.1309489173	-0.1108145603	0.1590873338	0.0	0.0152506	-0.0004387999999999	1.9254543999999965e-07	0.0002325808003599	-0.0320106	-0.0024986	6.2430019600000005e-06	0.00102467851236	0.0631041	0.06448786	0.00398212743681	0.0041586840873795	0.0014176	-0.00064738	2.00958976e-06	4.191008644000002e-07	0.000327087	-2.0611999999999985e-05	1.06985905569e-07	4.2485454399999935e-10	0.000237487	7.7425e-05	5.6400075169e-08	5.994630624999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6414462473	-1.657510107	-2.261492861	-0.6380176663	0.08167678334	-0.530603104	-0.2325932547	1.566537859	0.29943871	2.549739854
58781.43420890982	-1.7456621193196042	3.047336234827412	3455257007.656393	94875.67316182454	368.8357467651367	136039.80809179606	9001393357.909353	58940.07843791445	45.56237773540488	2075.930264903718	3473932846.2675085	63925.96433472026	26408.834104530484	2.396593	53.359062	0.14533562	0.0808822	0.0173907774	0.0156340529	0.0330246212	0.2046965363	-0.1591338991	0.0295589244	0.2511189148	0.0610963463	0.017304662	0.0500965023	-0.0642970277	-0.2871140762	-0.0735011294	-0.0254628235	-0.1053280112	0.035003343	0.2231200643	-0.1146451707	0.0712458472	-0.0612194352	-0.2197886787	0.0915535823	0.0770230443	-0.0397453987	-0.111827523	0.043943146	0.0315263906	-0.1058886204	0.0471363943	-0.1505496706	0.1262675264	-0.0817852019	-0.0554635754	0.3341020601	0.0616804362	-0.0199220554	0.0324678504	0.0917850112	-0.1564439651	-0.2025425199	0.1825355223	-0.0655212476	-0.0046606343	-0.0048093138	-0.1741612786	0.0560414719	-0.0240313582	-0.0049737055	0.231432728	0.0814310196	0.1545467203	-0.1499045563	0.0809300424	0.0766160429	-0.0150700629	0.0482161707	-0.2044374078	0.0760667253	0.050170217	-0.0857721683	0.025406556	0.0593530039	0.1546947834	0.0904581998	-0.1035292061	0.1004637368	-0.0304085067	0.0077451217	0.0777841519	0.0370200939	0.0508622406	0.0799859438	0.0197011474	0.1876586043	0.2094557116	-0.0831777866	0.1881007339	0.0722936646	0.1194749373	-0.2168878305	-0.1717434125	-0.1509762106	0.0798602587	0.1109500767	0.0857682888	-0.0328985767	0.1151696304	0.0148314122	0.1569739256	0.0	0.0152651	1.4500000000000624e-05	2.102500000000181e-10	0.00023302327801	0.0283302	0.0603408	0.00364101214464	0.00080260023204	0.0112872	-0.0518169	0.00012740088384	0.00268499112561	0.00128131	-0.00013629	1.6417553161e-06	1.8574964100000023e-08	-0.0	-0.000327087	0.0	1.06985905569e-07	3.75956e-05	-0.0001998914	1.4134291393600003e-09	3.995657179396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002717914	-0.7495078454	-0.3983436503	-1.170225448	1.925400151	0.1444975595	-0.3900372371	1.210709217	-0.1213883486	1.421745063
58749.511749253244	-31.922459656576397	1019.0434305257476	3451505130.7756453	94451.6483484904	-424.02481333413743	179797.0423230501	8921113875.74689	58928.98375953249	-11.094678381959966	123.0918883991298	3472625126.9312444	63996.52064578999	26438.816987879138	1.256356	27.972198	0.0651289199999999	0.042066	0.0387312378	0.1038662816	0.0654728473	0.1522796204	0.0543738863	-0.0453300821	0.0904122348	0.2539941906	-0.0715955564	-0.0324602226	0.0550180579	-0.0520983065	-0.0295922174	-0.0170637153	0.0473412102	-0.1561116974	0.1633973488	0.0115426289	0.1448720981	0.0614871235	-0.0234722728	0.0859031458	0.140161294	-0.1916938142	-0.09525942	-0.1603462999	-0.0358495434	-0.0242006215	0.0376013413	0.0379403586	0.2145665246	-0.0510904599	-0.0010846125	0.0228596041	-0.0111082817	-0.0586711941	-0.110596217	-0.1597410487	0.0292439172	0.0579861702	0.0007636374	-0.0865242058	-0.0469255365	-0.1996936328	0.0025477476	0.028469741	-0.2171150134	0.036469403	0.1076647409	-2.50879e-05	0.2089108921	-0.0980770704	0.0763135731	0.1646235607	0.0305267006	-0.083580361	-0.136451413	-0.0565115295	0.0637502976	0.007086783	-0.2257791398	-0.06157074	-0.0712177589	0.1004737604	-0.0733197276	0.0203446948	-0.1094485607	-0.0554475027	-0.1809104978	0.1395660989	0.0672406911	-0.0639557552	0.084938959	0.0788810298	0.0934910776	0.0792537773	0.0801282519	-0.117712811	0.0503436507	-0.0715021966	-0.396619887	0.1092830863	-0.0506355047	0.1365911115	0.0428202166	-0.1077180184	0.0213386164	-0.0298183261	0.1545698379	0.0	0.0152666	1.4999999999997654e-06	2.2499999999992963e-12	0.00023306907556	-0.0107793	-0.0391095	0.0015295529902499	0.00011619330849	0.00207835	-0.00920885	4.3195387225000005e-06	8.480291832250003e-05	0.0014176	0.00013629	2.00958976e-06	1.8574964100000023e-08	5.14967e-23	5.14967e-23	2.6519101108899996e-45	2.6519101108899996e-45	0.000237487	0.0001998914	5.6400075169e-08	3.995657179396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.281892479	-0.1859714025	0.9323713447	-0.8802349112	-0.02692675983	-0.4948941163	2.037181591	1.330265165	-1.904059595	0.3022465868
