global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_02	aroma_motion_05	aroma_motion_06	aroma_motion_09	aroma_motion_10	aroma_motion_17
58650.69335331532	n/a	n/a	3439903830.824626	94711.42819988666	n/a	n/a	8970254631.662287	59016.2030904494	n/a	n/a	3482912227.2131696	64080.043557755234	30834.69845042509	n/a	n/a	n/a	n/a	-0.042081431	-0.1235356109	-0.0970147284	-0.0264652285	-0.0186079616	0.0609422996	-0.1153326974	0.0502400821	-0.245140969	0.1697247612	-0.1505853068	0.1468922127	-0.1873254759	0.0124429631	-0.0579890664	0.0658495788	-0.0091194228	0.0170125061	-0.0619278398	0.0077075349	-0.0507557616	0.2746299743	-0.1089290295	0.0362403352	-0.0045605828	-0.0771758358	-0.0082301968	0.0224685579	0.0219540997	-0.0250115868	-0.0208251854	-0.1312159179	0.1974230613	-0.1348145832	-0.044602635	-0.074926493	0.0406478799	-0.0050902153	0.2509790911	-0.1232238894	0.049698883	-0.0994224949	-0.0153020616	0.1394713315	-0.0300633392	0.0400561614	-0.0475073569	0.062613107	-0.0053667013	0.1074514803	0.0728699855	-0.1525185326	0.1639668526	-0.0670617634	-0.0984027717	0.0868850308	0.1922931784	-0.0313955103	-0.1274372761	0.1804906577	-0.0829058813	0.3111073739	-0.0051195026	0.0253490364	-0.099972697	0.1336482667	0.0537816161	-0.0193584645	0.0593214527	-0.0926976165	0.1641857696	-0.1990792733	0.0433069702	-0.147918035	0.0727284012	-0.104184279	0.0357270538	-0.1652058158	0.0702753897	-0.1525666078	-0.0906934483	-0.3864854384	0.1643619509	0.0543465	n/a	n/a	0.00295354206225	0.0376241	n/a	n/a	0.00141557290081	-0.0611476	n/a	0.00373902898576	n/a	0.0046977	n/a	2.206838529e-05	n/a	-0.000661355	n/a	4.37390436025e-07	n/a	0.00206172	n/a	4.2506893584e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.098068355	-0.6085160506	0.4890393871	-0.3037281497	-0.9431890112	1.018859766
58755.86408660552	105.1707332902006	11060.883140798504	3452251564.5636606	95000.40712536432	288.97892547765514	83508.81937022017	9025077353.984972	59045.20844579215	29.00535534274968	841.3106385591775	3486336640.407045	64118.58219827117	34696.76630572151	1.486019	38.203979	0.1172295499999999	0.0600083	0.0148385865	-0.1138163112	-0.0504227843	0.0524757291	-0.005964653	0.1047557702	-0.2518846488	-0.0921489988	-0.0471952545	-0.0439076924	-0.1751133234	0.0325880251	-0.2272394573	-0.0466815998	0.0343967425	0.1374478617	0.005492494	-0.0609094036	0.1097952905	-0.1113954005	-0.1265861928	-0.0149394274	0.043053264	0.0741108102	0.2059005641	-0.1881941605	0.1841754671	0.1225885587	-0.0100014296	-0.2490094798	-0.0794713979	-0.1971948224	-0.130409461	0.1801822804	-0.0925995753	-0.1205537614	0.0593979697	-0.011763573	0.1924758291	-0.1174685331	0.1855504691	0.2111046599	-0.1054804288	0.121264264	0.0320490761	-0.048064121	-0.1063643597	0.0874896856	-0.0957311035	0.0325511512	0.1724832	0.0026868023	0.0114768881	-0.1393363724	-0.0089127326	0.004787317	0.1790677672	0.002835514	-0.1442489838	0.141855185	-0.0021280466	0.2559425124	0.0317438262	-0.0250574787	-0.0076957007	0.035997183	0.1470307059	0.1321385597	-0.2006121016	-0.1839155941	0.0859104013	-0.1823352507	0.0656886506	-0.0730406654	0.1044023309	-0.1075785634	0.0124055418	-0.2196749171	0.086454927	0.2482126377	0.1126148215	0.059505937	0.1640657595	0.0695332	0.0151867	0.00023063585689	0.00483486590224	0.0803373	0.0427132	0.00182441745424	0.00645408177129	-0.0746488	-0.0135011999999999	0.00557244334144	0.0001822824014399	0.00397295	-0.0007247499999999	1.57843317025e-05	5.252625624999995e-07	-0.000510356	0.0001509989999999	2.60463246736e-07	2.2800698000999992e-08	0.00210254	4.0820000000000006e-05	4.4206744516e-06	1.6662724000000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.924606272	-0.6544492722	0.851232645	1.317764806	-0.6668248613	-0.0775871954
59196.26919472656	440.40510812104185	193956.65925910656	3504198286.574533	94976.59710471988	-23.81002064443601	566.9170830884689	9020553997.592283	59106.17966717612	60.97122138396662	3717.489837052669	3493540474.848504	64286.76202825044	50784.8505189185	2.811038	72.26882899999998	0.16873225	0.106662	0.1878243104	0.2030574831	-0.2075487023	0.1102028464	-0.1128759603	0.2255598726	-0.046071512	-0.2116658965	-0.152768886	0.0744730001	-0.1886385423	0.0860770418	-0.0823788973	0.0488732655	0.1805596287	0.1634700071	-0.2074704763	0.1096193027	0.1458074694	0.0346588025	-0.0753001503	0.0385010094	-0.0072122568	0.0784275354	0.1616150293	0.1676755655	-0.0374111112	-0.0198157073	-0.0963279473	-0.0467118679	-0.0593553905	0.056322815	-0.1746706881	-0.0077586901	-0.091750337	-0.2375841866	-0.1739075856	-0.0301780821	0.0766772268	-0.1141125315	-0.091406786	0.1542930811	-0.098080497	0.1610760917	-0.0198838006	0.0326472248	0.1304550444	-0.1286912443	0.0040920829	0.0844742834	0.0414218638	0.1967690709	0.1692051034	-0.0784488184	-0.0078239238	-0.0370216964	-0.0287348817	0.0500227856	-0.1892950833	0.1392906611	0.2089293689	0.0495719286	0.0189163975	0.0576981533	-0.1086455505	0.0462335474	0.1851556039	-0.0445748532	-0.2237541916	-0.196270416	-0.1492594218	-0.2321181546	-0.0226958142	-0.1435666311	-0.0635213875	0.2201356767	-0.0940894657	0.2489593671	-0.1632639244	0.0616405739	0.2238693795	0.1153420864	0.1634739106	0.0735356999999999	0.0040024999999998	1.602000624999916e-05	0.0054074991744899	0.0930165	0.0126792	0.00016076211264	0.00865206927225	-0.17725	-0.1026011999999999	0.0314175624999999	0.0105270062414399	0.00309342	-0.00087953	9.5692472964e-06	7.735730209000006e-07	-0.000447149	6.320700000000002e-05	1.9994222820100003e-07	3.995124849000003e-09	0.00205629	-4.624999999999985e-05	4.2283285641e-06	2.139062499999986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.124116064	-0.6201858562	0.3367880733	0.7033849445	1.493177333	-0.3480643535
58922.950329629406	-273.31886509715696	74703.20201799789	3471914075.547974	95110.17376234618	133.57665762629767	17842.72346261315	9045945153.103683	59105.31098993561	-0.8686772405053489	0.7546001481719877	3493437787.217004	64142.301442517455	32780.61170055913	2.927287	75.257484	0.279422	0.163776	-0.0029510106	-0.0925627177	-0.0252720044	-0.0133445472	0.0198812368	-0.1495454183	-0.1008759582	-0.0840592698	-0.2898416122	0.0773654017	-0.1392562186	0.0156010621	-0.0212063035	0.0560253655	0.0316329092	0.0737095369	-0.0415537603	0.0108993964	0.0731963433	0.0357255396	-0.0485184607	0.0198808105	-0.1119623243	-0.2532449021	-0.003606555	-0.127013206	-0.0707488152	0.0515752897	0.1637068069	-0.2055658745	0.0545563271	-0.001278019	-0.0485815867	-0.0807485002	0.2092162488	-0.0459222529	0.1136176238	0.0050783573	0.1152255839	-0.1225494676	-0.0864480542	-0.0001497922	-0.0835803837	0.0720270106	-0.3000544393	0.0782833954	0.0447076052	0.2004403508	0.0311660546	-0.0839803942	-0.0328170792	-0.1466759128	0.0300924411	-0.0248318857	-0.2425771636	0.0581842041	-0.1129215623	0.0566961555	-0.0917470917	0.0891117459	-0.1117717546	0.2387070419	0.1323339126	0.154398733	-0.1061851168	0.0537158942	-0.0207899097	-0.1793189445	0.1596680216	0.0495499713	-0.004683051	-0.0120531913	0.0235527707	0.0196207056	0.0321403274	-0.0309488811	0.0382590307	-0.0791540619	-0.1015691021	-0.1102126971	0.113780742	0.0210985088	0.1625874706	0.0608213	-0.0127143999999998	0.0001616559673599	0.00369923053369	-0.01343	-0.1064465	0.01133085736225	0.0001803648999999	-0.0544024	0.1228476	0.0029596211257599	0.01509153282576	0.00329444	0.00020102	1.08533349136e-05	4.040904040000004e-08	0.000100101	0.00054725	1.0020210201e-08	2.994825625e-07	0.00205629	0.0	4.2283285641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.711618978	-0.3514342145	1.110592597	-1.58212995	-0.8650341598	0.9051815417
59051.85244316995	128.9021135405419	16615.754875218758	3487121276.9699163	95745.91005505182	635.7362927056383	404160.63386310905	9167279292.270073	58981.01715538827	-124.29383454734489	15448.957306482744	3478760384.684205	63978.78906181828	37096.311075367645	1.613405	41.478962	0.08929886	0.0673617	0.0526090242	-0.083712168	-0.0020856682	0.0907106739	-0.0644342323	-0.0478762444	-0.21983911	0.1493195577	-0.0664170484	-0.1377602954	-0.0451031736	0.0568874612	-0.0643538974	-0.1263527104	0.0027319847	0.1915860782	0.1074947873	-0.1090529565	0.018544458	-0.1387578433	-0.0474838829	-0.2538288162	0.0615778054	-0.0957312003	-0.0778899132	0.1574393059	0.0543485953	0.0362891253	-0.1953655333	-0.1458267679	-0.0730736794	0.0542716247	-0.0438065134	-0.0844342339	0.03317668	0.0208128791	0.078705554	-0.126456989	0.1097522375	-0.0319794972	0.2021681223	0.0448637616	-0.1988622381	-0.0069478445	-0.039685685	-0.0216919888	-0.0781949558	0.1282146954	-0.0488072281	-0.0791067052	-0.169084256	0.1418407497	0.1006797339	0.0607546998	0.1581573122	-0.3099347999	-0.0865310439	-0.0820607015	-0.1014238028	0.0451165055	-0.0062615967	0.1954176242	-0.0274824829	0.0417296384	0.0289222732	-0.0905215685	0.2035972638	0.1597596735	0.0547252925	0.114957797	-0.1719475835	0.0290432776	0.0070606902	-0.0002675346	-0.0597999953	-0.142060848	0.0846451271	-0.1334464886	-0.0433150407	-0.0258111413	0.0094868659	0.2688395346	0.161408037	0.0608154	-5.900000000003125e-06	3.4810000000036875e-11	0.0036985128771599	0.0510758	0.0645058	0.00416099823364	0.0026087373456399	-0.0730283	-0.0186259	0.00533313260089	0.00034692415081	0.00329444	0.0	1.08533349136e-05	0.0	-2.31242e-05	-0.0001232252	5.3472862564e-10	1.5184449915039998e-08	0.00205629	0.0	4.2283285641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.261876695	-0.645564521	0.5459999285	0.323526674	-1.250616345	-0.7164712972
59367.79665477789	315.94421160794445	99820.74484856558	3524535279.6430573	95390.24628602657	-355.6637690252537	126496.71659724902	9099299086.508804	59006.62114659209	25.60399120382499	655.5643655655474	3481781339.1374493	64089.22134734948	44858.70875890395	1.922969	49.437519	0.08564894	0.0404088	0.152309535	0.0210014223	0.025797739	0.126760965	-0.1494307872	-0.0008425001	-0.0661083903	-0.0923098868	-0.0641263197	-0.0322032629	-0.0739266177	0.0853242357	0.0283156206	-0.0356587235	0.0437625227	-0.1066187924	0.1424115586	-0.1189519006	0.1637381337	0.0201018807	0.0406936748	-0.0990719574	0.1925004444	0.029869785	0.0440534179	-0.2875376417	-0.2329120344	-0.1174753797	-0.0847411224	0.0881923048	-0.0536428135	-0.0707914879	-0.1944613671	-0.1682910776	-0.2111010082	-0.0488072913	-0.0020622528	-0.1507617887	0.076956494	-0.0268770987	0.0360606854	0.1196982971	-0.0371434905	-0.136599111	-0.1199334519	-0.0369369798	0.120495602	0.0981236167	0.014008684	-0.2044900754	-0.0638674196	-0.034075614	-0.0745464432	0.0642271683	-0.0150680298	0.0853796545	0.3330875622	-0.0252325571	-0.1262467751	0.0075354017	0.0582528545	0.1368710792	-0.0118876338	0.1016910327	-0.0018355024	-0.0721661768	0.077805585	-0.0169806386	-0.085360274	0.0673784141	-0.1118576684	0.1093141526	-0.0348908618	-0.0177633215	-0.0257786825	0.13076963	0.0354277082	0.1545834662	-0.1006642894	-0.3732640857	0.1119767174	0.0874674597	0.1599377353	0.0626102	0.0017948	3.221307040000022e-06	0.00392003714404	0.0615858	0.01051	0.0001104601	0.00379281076164	-0.10444	-0.0314117	0.0109077136	0.00098669489689	0.00305412	-0.00024032	9.3276489744e-06	5.775370240000001e-08	-0.000200083	-0.0001769587999999	4.0033206888999993e-08	3.131441689744e-08	0.00163492	-0.00042137	2.6729634064e-06	1.775526769000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.198025321	-0.9688431443	1.019152785	0.9763870093	-0.3355479342	0.1790125016
59146.93943136592	-220.85722341197103	48777.913133245296	3498360444.0976686	95521.99509694788	131.74881092131545	17357.74917918053	9124451547.301334	59061.77352286031	55.152376268219086	3041.784608031216	3488293091.665643	64105.8883814627	36493.84513130936	2.125505	54.64452	0.09561505	0.0552769	0.0640226036	-0.0846723292	0.1226609439	0.0693941661	-0.0797229837	-0.1659943091	0.0114414697	-0.0093170894	-0.1047897108	0.0207403716	-0.0556876037	-0.0907623406	-0.0317297374	-0.1040190865	-0.0103023116	0.0456289639	0.0273736227	-0.0794480686	-0.0032256126	-0.1315954395	-0.0545665483	-0.1207641029	0.005210617	-0.0152133615	0.1191840659	0.1919134475	-0.3282291493	0.028165077	-0.0017803557	0.0112555991	0.2153482162	0.0285706298	-0.0508012372	-0.0861120976	0.0378740101	0.0107392866	0.0941046703	-0.0627976664	-0.0587898354	-0.1885239631	-0.0262077749	-0.016638231	-0.0013258735	-0.0514870243	-0.1063242122	-0.0307270693	-0.0492230481	0.1041997354	0.1561136879	-0.052210264	-0.2817539067	0.2110629639	0.1397862008	-0.0400301887	0.0159268715	0.1224424116	0.0211198632	0.0553656171	-0.0837701241	-0.0427754146	-0.059897413	0.172204275	-0.0573314698	0.113509599	0.0088579093	0.0641409782	0.0255273111	-0.1240578024	0.0827345556	0.1440996206	0.0706110171	0.1385984865	-0.0597132053	0.1189756109	0.0408740558	-0.0215243489	-0.0817503825	-0.0001610446	0.2364242599	0.0013087218	-0.0969946151	0.228689529	0.1581792149	0.0539638	-0.0086464	7.47602329600001e-05	0.00291209171044	0.0283103	-0.0332755	0.00110725890025	0.00080147308609	-0.0618947	0.0425453	0.0038309538880899	0.00181010255209	0.00310547	5.134999999999992e-05	9.6439439209e-06	2.6368224999999917e-09	-0.00024939	-4.930700000000001e-05	6.21953721e-08	2.4311802490000006e-09	0.00151262	-0.0001223	2.2880192644e-06	1.4957290000000026e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.011045888	0.2936877769	0.8046390208	0.105890169	-1.085647318	1.800543465
58830.99816565626	-315.9412657096618	99818.88337822314	3461086345.16745	95334.26181488828	-187.7332820596057	35243.78519287147	9088621475.789663	58997.45096253902	-64.32256032129226	4137.391766286281	3480699220.077196	64015.93623950153	31922.093443866805	1.7113	43.995739	0.0669775999999999	0.0393707	-0.004303361	-0.1127871933	0.1247317216	0.0693221475	0.0333088571	0.0477684452	-0.0535737381	0.0172470051	0.1228784592	0.3048157605	-0.0043059592	0.1458403387	0.1260038129	0.0192054571	-0.0073218156	0.1112065283	0.0404027491	-0.1107932148	-0.1467390358	0.0436029449	-0.1863469392	-0.0086378801	0.1138153418	0.1303000752	0.0081980797	-0.0035287596	-0.1192224483	-0.0518159624	-0.1666695428	-0.0147971276	-0.0617255156	-0.1861272446	0.1027932102	-0.0983362227	0.131290159	-0.0198049405	0.034294699	-0.1178633035	0.0370501972	0.1870088489	-0.0391277509	0.0482448371	-0.0496140812	0.1664942101	0.0504947501	-0.0536409576	-0.1242666395	0.0195585286	-0.0265078784	0.0586715979	-0.1368610599	-0.0199969395	0.1287819744	0.1488499542	0.0138147916	0.043645705	0.2092184308	-0.2606140365	-0.085503919	-0.0309962513	-0.0820067074	0.1396225223	0.0552253194	0.0096152086	0.0282534546	0.0856702928	-0.0505998104	0.1541252444	-0.0609684012	0.0464654669	0.168804109	0.1727945363	-0.1379607337	0.0140336585	0.1023673405	0.0683114407	-0.0971634908	0.1027610727	0.141768658	0.0841668271	-0.0283257042	-0.1268546867	0.1561356449	0.053933	-3.0799999999997496e-05	9.486399999998455e-10	0.002908768489	0.0562505	0.0279402	0.00078065477604	0.00316411875025	-0.0370195	0.0248752	0.0013704433802499	0.00061877557504	0.00296077	-0.0001446999999999	8.7661589929e-06	2.093808999999993e-08	-0.000342518	-9.3128e-05	1.17318580324e-07	8.672824383999999e-09	0.00146782	-4.479999999999979e-05	2.1544955524e-06	2.007039999999981e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.162840901	0.09502571428	1.38790856	1.288478065	-1.357295589	0.8057716346
58708.93882900604	-122.05933665022168	14898.481663492146	3446739498.427973	95057.12028416451	-277.1415307237621	76807.42805190998	9035856116.71812	59059.8942914282	62.44332888918143	3899.16932276248	3488071113.714673	64114.71962669066	28694.291107058056	1.442235	37.078354	0.0773281	0.0378899	-0.0619375135	-0.0804429098	0.1332294001	-0.0333701435	0.015860837	-0.0970104764	0.0440898902	-0.1786237315	0.0268558339	0.186291483	-0.0931339053	-0.1162377952	-0.1077764725	-0.073706436	-0.0257200522	-0.2085752313	-0.2019530935	-0.0650309026	-0.0150656771	-0.0138114231	-0.1132920326	-0.1129173449	-0.0483441666	-0.1104498182	-0.0814037967	0.1729296794	0.1180202383	0.1214700384	0.0057604541	-0.0848131808	-0.1331954057	0.1221947059	0.0391989912	0.0230917756	-0.106083956	-0.0436045734	0.0302050992	0.0283534224	-0.0266447694	-0.1964409783	-0.0286569202	0.1192412174	0.2042946088	-0.0429393692	0.0816066267	0.0473405021	-0.0398822531	0.0208871993	-0.0381798501	-0.0765358956	-0.0368442676	-0.0455580517	0.1508072357	0.1399425631	-0.1984098823	-0.1161172195	-0.1877585117	-0.0441643656	-0.0354835225	-0.0382119443	-0.0755704779	0.1077305322	-0.0911005454	-0.0472694471	-0.0210412714	-0.0253348397	-0.090749376	-0.1337036375	-0.1588753288	0.1764239205	0.0286267471	0.1034548763	-0.1861023588	-0.0223269433	-0.0349317978	-0.1342173597	0.0334849734	-0.0270465061	-0.0874368147	0.1252626325	-0.253622928	-0.1741338134	0.1538107079	0.0341909	-0.0197421	0.0003897505124099	0.00116901764281	0.0337173	-0.0225332	0.00050774510224	0.00113685631929	-0.0224139	0.0146055999999999	0.00050238291321	0.0002133235513599	0.00273595	-0.00022482	7.4854224025e-06	5.054403240000006e-08	-0.000353442	-1.0923999999999992e-05	1.2492124736399997e-07	1.1933377599999984e-10	0.00129462	-0.0001732	1.6760409444e-06	2.999824000000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.345416817	0.02222698328	-0.252039629	0.7594035082	-0.828960813	0.3259023476
59094.5305681044	385.59173909835954	148680.98926089736	3492163543.0646253	95343.1864728384	286.0661886738817	81833.86430240088	9090323206.794434	58952.859163631634	-107.0351277965674	11456.518582427514	3475439603.5669866	64092.321496305085	46295.072503063726	3.040827	78.176483	0.16492965	0.0820864	0.1399196423	0.0410924213	-0.0456960695	0.0450795881	0.0769877954	-0.020346534	0.1612815237	0.029789419	-0.0670407293	0.2786318011	0.0039536711	0.1845707641	0.0379285137	-0.0364310787	0.0701384435	-0.1289944609	-0.099766206	-0.1194862377	-0.0715566971	-0.1337274086	0.0499873203	-0.0370277159	-0.043636814	0.0665046884	-0.2056714299	0.0791996754	-0.0595333176	-0.2129390815	-0.0593890737	-0.089201798	-0.0916487295	-0.0255329446	-0.0177799217	-0.022116207	0.1750735086	-0.0551225636	-0.0881593021	-0.0784745924	0.0274891271	0.0493818821	-0.103403118	-0.2188271739	0.1768612539	0.0614005773	0.1171853728	-0.0072939508	-0.0045512419	0.1370161846	0.0606355792	-0.1746667058	-0.1431233875	-0.1331423408	0.1452508845	0.0107486128	0.0175634311	-0.1899907361	-0.1389235471	0.0077235875	-0.0835437085	-0.0290434564	0.0106652335	-0.030091629	0.1563221313	-0.0812046331	0.0215912624	0.1101226608	0.1512618961	-0.0624956169	0.073887598	0.0428353696	0.0635138689	0.0943210038	-0.0683441453	0.1528862351	-0.1125026642	0.1713571148	-0.1406417042	0.2422194727	-0.2019038762	0.1272693436	-0.1681496203	-0.2536333953	0.1512085936	0.0392952	0.0051042999999999	2.6053878489999996e-05	0.00154411274304	0.0827557	0.0490384	0.00240476467456	0.00684850588249	-0.0762218	-0.0538079	0.00580976279524	0.00289529010241	0.00194035	-0.0007956	3.7649581225e-06	6.329793600000001e-07	-0.000324251	2.919099999999997e-05	1.0513871100100001e-07	8.521144809999984e-10	0.00160941	0.0003147899999999	2.5902005481e-06	9.909274409999995e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.260083758	0.8207492982	0.5937510604	-1.221872015	-0.08945076362	1.893142658
