global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	aroma_motion_02	aroma_motion_09	aroma_motion_11	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16
58445.82785673469	n/a	n/a	3415914793.859065	95189.54674899194	n/a	n/a	9061049810.278522	59003.688982173146	n/a	n/a	3481435313.5050206	64050.3040257594	35899.44710713527	n/a	n/a	n/a	n/a	-0.2688864706	-0.0964341995	-0.2996913689	0.1219006604	-0.1360156264	0.0716995853	-0.1232740255	0.2820603682	-0.0301141361	0.0378849038	-0.3006631298	0.0943803235	-0.3082757375	-0.1245618042	0.0242997111	-0.162939433	0.0882760439	-0.1816599274	0.2379903468	-0.0975589938	0.2169509666	-0.0491178883	0.0980787035	-0.0702381526	0.042251097	-0.085391358	0.0592417863	0.0015851994	-0.0654157429	0.2013387123	0.1056100727	0.0822626657	0.0305420834	-0.1091265288	-0.1185257033	0.1751364283	0.0797851397	-0.3090941414	0.0966908528	-0.0272134045	0.1693121736	-0.0038347576	0.044816235	-0.1020262482	0.1531054762	-0.2248950877	0.1241557231	-0.0393429363	0.1904364465	-0.0342392328	0.1392436405	-0.018839107	0.0146403138	-0.0766505311	-0.0484955823	0.1444758568	0.0548322266	-0.0409836944	-0.0691078531	-0.0636794399	0.2086094558	-0.3057214408	0.197277518	-0.1665846749	0.1038321036	-0.0556059892	0.0697275655	-0.0197367808	0.0401297546	-0.0425909722	0.054170944	-0.1813535873	0.0489685123	-0.0627043917	0.0940299414	-0.1658667627	0.070715213	-0.1476141581	0.0259240343	-0.0875038048	0.1082515272	-0.2901420366	0.0683694597	0.019570549	-0.1275449091	0.1643619509	-0.0268304	n/a	n/a	0.00071987036416	-0.0470345	n/a	n/a	0.00221224419025	0.0314111	n/a	0.0009866572032099	n/a	-0.000645712	n/a	4.16943986944e-07	n/a	0.000628557	n/a	3.95083902249e-07	n/a	-5.293960000000001e-23	n/a	2.802601248160001e-45	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.312993206	-1.002261819	-1.379728225	-1.580238667	0.3538870788	-0.6136013133	-1.469574338
58781.99033273201	336.16247599732014	113005.21026864884	3455322387.4774	94194.7605610509	-994.786187941034	989599.559718254	8872652917.153711	58921.57038793385	-82.11859423929855	6743.463519838556	3471751456.9802427	63944.826727764426	52927.07908827593	3.977988	81.727081	0.14587406903	0.0667526	0.0295619022	-0.2073371357	0.0855368889	0.1634706113	0.0312989836	-0.1083980487	-0.0033933173	0.0707698858	-0.029501503	0.1833651025	-0.2598523045	-0.0246744422	-0.2816815523	-0.2370124522	0.0665628145	-0.1629247466	-0.134322086	-0.0465201948	0.1360244677	0.1148978898	0.0220374141	-0.0508859496	-0.1495237781	-0.0977652217	-0.133189737	-0.0729713895	-0.045803842	-0.0292271644	0.0271374852	-0.0606659259	-0.0133030798	-0.1675887845	0.0468026196	0.0593693009	0.0275555455	0.1183019846	0.0064316648	-0.3064609248	0.0104042215	-0.1340769653	-0.0255656131	0.0963104034	0.0356457323	-0.0049656542	0.1682716239	-0.1639754482	-0.0162281953	0.1307452287	0.0672985732	0.0097487798	0.0111903367	0.1713009213	0.140491004	0.2500026069	-0.0679266901	0.1073891266	-0.0271766233	-0.020147151	-0.0554072408	-0.0867255668	0.089169135	-0.2086257353	0.3447975423	-0.1533472813	-0.0070859848	0.1033376226	-0.067678573	0.0749229786	-0.0209497242	0.0285231238	0.040140443	-0.1098268818	0.1068518906	-0.0244663434	-0.0439835773	-0.0504714067	0.0901491322	0.1053359198	0.1379838788	0.1241581822	0.0592705652	-0.0662437489	0.0249965071	0.0328201765	0.0736306659	0.1640657595	-0.021477	0.0053534	2.8658891560000014e-05	0.000461261529	-0.0103336	0.0367009	0.00134695606081	0.00010678328896	-7.46903e-06	-0.0314185690299999	5.57864091409e-11	0.0009871264798928	-0.00129122	-0.000645508	1.6672490884000002e-06	4.1668057806400004e-07	0.000451561	-0.0001769959999999	2.03907336721e-07	3.132758401599998e-08	0.00062552	0.00062552	3.912752704e-07	3.912752704e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7988845754	-0.4945329302	-1.195699668	-1.538387184	-0.1013507565	-0.1642514771	-1.375873451
58973.39958159613	191.40924886411813	36637.50055072591	3477861858.2106028	94290.40023048976	95.63966943885316	9146.946370373103	8890679575.625942	59039.8599213857	118.28953345185435	13992.413724257374	3485705059.5368457	64094.22126413626	52270.72163271	1.759259	36.143669	0.07370791097	0.0377078	0.0432996363	-0.1955747316	0.0367883861	0.0388817219	0.1272295866	-0.0819316494	0.1238117957	-0.0637131489	-0.0842201765	0.3831041831	-0.0004249044	0.0809838172	-0.2951795123	-0.1691305223	-0.1787808147	-0.1742677314	-0.0854963383	-0.0787958715	0.0551467777	-0.0185312409	-0.1039188927	0.0193531906	-0.0126187417	0.0061427978	0.1643044654	0.2956057571	-0.0678618292	0.1329067461	0.2523281085	-0.1125221816	0.0456540194	0.0144563863	-0.0046107194	0.1613623606	-0.1050027635	-0.0205147743	-0.0235044832	-0.2477726351	0.0934654611	-0.2207293499	-0.1727925369	0.1300382352	0.0579571993	-0.1358428806	0.1441824281	0.1109328319	-0.0654328741	0.2369650136	0.3160442014	-0.0122796771	-0.0228226109	-0.0017500317	0.0537630816	-0.025331985	0.2757570418	-0.1299267938	-0.109764718	0.1185314556	-0.0136768194	-0.0119408794	-0.143726912	-0.1411324296	0.3654075098	-0.1284726562	-0.1316124931	0.0606402072	0.0455532543	-0.0306172951	-0.0861352553	0.202223312	-0.0051594938	0.1148374683	0.126703901	0.106348984	-0.0251184204	0.0567959411	0.1761358748	0.120539473	-0.0159940001	0.03941534	-0.0906142548	0.0021085313	0.2058653861	-0.0478749791	0.2274038311	0.1634739106	-0.0249755	-0.0034985	1.2239502250000012e-05	0.00062377560025	0.0137833	0.0241169	0.00058162486561	0.00018997935889	-0.00957058	-0.00956311097	9.15960015364e-05	9.145309142453436e-05	-0.00116281	0.00012841	1.3521270961e-06	1.6489128100000006e-08	0.000954274	0.0005027129999999	9.10638867076e-07	2.527203603689999e-07	0.000526055	-9.946499999999996e-05	2.76733863025e-07	9.893286224999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5618465509	0.1356443738	-0.8797028362	-1.061554113	-0.2127041964	-1.583268023	0.5161750423
58944.037545453386	-29.36203614274564	862.1291664479011	3474399562.159818	94308.14321604084	17.74298555108544	314.8135362660267	8894025876.857271	59068.41890249869	28.558981112990296	815.6154022121365	3489078111.6410646	64053.98724698153	47505.52456495991	2.976443	61.150513	0.150155405	0.076266	-0.064298566	-0.2223616852	-0.015385848	0.0697091286	0.1578716051	-0.1000267103	0.0669572043	0.1511062255	0.1470534981	0.1982930214	0.0872036407	0.1964027226	-0.2387766868	-0.0143089658	-0.0402787019	-0.3166308694	0.0196201825	0.1435204853	-0.000860819	-0.1186993702	-0.0646252951	0.2088132245	-0.0695042047	0.1203358766	0.1116116784	-0.2589694791	0.1349592992	-0.1356025114	0.0417089318	0.0216399098	-0.1073049787	-0.1526403765	-0.0253915585	0.0729073264	0.0381144266	-0.033957405	0.0736196262	-0.1987291971	0.1001866139	-0.1886394227	-0.0673997527	-0.1777464441	-0.0648210173	0.0938228386	-0.0197428185	0.0915049921	0.2417586378	0.1120247743	0.0314283985	-0.2403373346	-0.035217366	-0.0477393123	0.06498314	-0.1498210477	-0.1599468067	0.0714390069	0.2924279529	0.0719705868	0.0829885706	-0.129587759	-0.1604762538	-0.2042226724	0.2196013873	-0.1465482128	-0.1482948445	-0.2674683215	-0.0469779313	0.0546150596	-0.0306242095	-0.2090465051	-0.0512324935	0.1106293098	-0.0930245206	0.1622078144	0.0572529788	0.0673809056	-0.0507414122	-0.2472548389	0.0018177342	-0.0639258058	0.048457608	0.1458384563	-0.2392765169	-0.1923505723	-0.1300008013	0.1625874706	-0.0248684	0.0001071	1.14704100000005e-08	0.00061843731856	-0.033254	-0.0470373	0.00221250759129	0.001105828516	0.0179993	0.0275698799999999	0.0003239748004899	0.0007600982832143	-0.00104985	0.00011296	1.1021850224999998e-06	1.2759961600000012e-08	0.000111549	-0.000842725	1.2443179401e-08	7.10185425625e-07	-2.70825e-05	-0.0005531374999999	7.3346180625e-10	3.0596109390625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7253573404	0.2475573124	-2.135310184	-0.802239608	0.8260655846	-0.9378841375	-2.12504468
58971.55701412379	27.51946867040533	757.3211559014205	3477644536.670053	94656.11148694766	347.9682709068147	121081.9175578784	8959779441.829464	59151.1957773356	82.77687483690534	6852.011007764691	3498863961.8886847	64110.96299408599	47804.30722191221	1.386192	28.479073	0.050899075	0.0273958	-0.0683163423	-0.23282172	-0.0250919351	0.0412496059	0.1023119029	-0.0775125728	0.0039342078	0.1673063195	0.0923175185	0.1705605226	0.085734953	0.0732022214	-0.3318581607	0.0728537923	0.013622041	-0.161379939	-0.1078386032	0.1355649435	-0.1042321151	-0.0625566692	-0.0386886208	-0.0336536499	-0.0552423851	0.1577199942	-0.1387458751	-0.0027743786	0.0768034652	-0.045484639	-0.0805054155	-0.0171007068	-0.0362835949	0.2467520194	0.0704088655	-0.1176693367	0.0732530753	-0.0699763173	-0.0563573194	-0.257981225	0.203302824	-0.0973549689	-0.116667665	-0.127772174	-0.0981192054	0.2048657937	0.0797140705	0.0146242936	0.0508414598	0.088376822	-0.0817058846	0.0099154028	-0.1246118668	0.0199920753	-0.1400575871	-0.0282817375	0.0090497142	-0.1201976454	0.0819400523	-0.1532101705	0.0893676099	0.0500952665	0.0873347547	-0.1615645602	0.2622142708	-0.1501145062	-0.0984895511	-0.1418475528	-0.0384031979	-0.0337773137	0.1217479337	0.0938594395	-0.0857249806	0.0850168261	-0.1766467993	0.025158806	-0.0768159383	0.1294306293	-0.2740740819	0.1071327989	-0.0125932079	-0.030108604	-0.0087701256	0.071778808	-0.1189801547	0.0559997246	-0.0498707464	0.161408037	-0.0249375	-6.910000000000249e-05	4.7748100000003445e-09	0.00062187890625	-0.0122035	0.0210505	0.00044312355025	0.00014892541225	0.0139647	-0.0040345999999999	0.00019501284609	1.6277997159999995e-05	-0.0008531209999999	0.000196729	7.278154406408294e-07	3.8702299441039326e-08	0.000187295	7.5746e-05	3.5079417025e-08	5.737456516e-09	0.00021534	0.0002424225	4.6371315600000013e-08	5.8768668506250015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5407642492	0.4916985263	-1.018203761	-2.172811246	-0.04385453739	-0.0966673322	-0.136932042
59212.00279767013	240.44578354633995	57814.17482521336	3506061275.3112955	95862.29421307964	1206.182726131985	1454876.768819187	9189579451.795042	59219.666996265005	68.47121892940777	4688.307821678889	3506968959.1485186	64457.37372398109	50779.99947102865	3.78907	77.84581	0.1686101299999999	0.0795342	0.1638640005	0.0264903774	-0.0075738057	-0.2964299008	0.0558111704	-0.0145012555	0.0745417428	0.2109542161	-0.043044663	0.1857338124	0.2084231692	-0.2642934382	-0.0850735359	0.3612096405	0.0454037827	-0.0906064759	-0.0980540927	0.0487680883	-0.2921502951	0.0475692323	-0.0096137439	-0.1960711357	-0.0260278751	-0.0967180585	-0.0132116581	0.0489994264	0.0375609962	0.0861018882	0.0241314649	0.1751420755	-0.0229175284	-0.0434797186	0.0088686837	0.09064398	0.1520882213	-0.0358763591	-0.0705261919	0.1285104136	0.3315566516	0.013353647	-0.1310045216	0.0603986768	-0.062581442	0.2706065976	0.2168083314	0.1476028379	-0.0940288495	-0.0252217922	-0.1935816516	0.1295231124	0.0473062284	-0.092157147	-0.0413069187	0.1146337581	-0.0410946107	-0.0743456581	0.0046940089	0.0088520519	0.0885954513	0.0792772857	0.0690673205	0.0758758645	0.1273289423	-0.0140146132	-0.2808874192	0.0174427289	-0.031059417	0.109780112	-0.0090042267	-0.1696121883	0.0886564155	-0.1884469883	-0.081800029	-0.1679870476	-0.0390825245	-0.1731230169	-0.2595270801	0.0055253992	-0.1782976472	-0.0068773051	0.0509865083	0.1623508281	0.0967124639	0.2068129785	0.1549012474	0.1599377353	-0.00142273	0.02351477	0.0005529444081529	2.0241606529e-06	0.0316056	0.0438091	0.0019192372428099	0.0009989139513599	-0.041433	-0.0553976999999999	0.0017166934889999	0.0030689051652899	-0.00148456	-0.0006314390000001	2.2039183936e-06	3.9871521072112637e-07	8.635479999999998e-05	-0.0001009402	7.457151483039997e-09	1.0188923976040004e-08	0.000400732	0.000185392	1.60586135824e-07	3.4370193663999995e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5544676048	1.130273841	-2.009205502	2.024528895	0.7503345428	-0.4079726408	-0.0620695123
58939.372202178114	-272.6305954920172	74327.44159833189	3473849595.5868864	95121.93905409946	-740.3551589801791	548125.7614285663	9048183289.411814	59074.83878359864	-144.82821266636165	20975.21118413288	3489836577.3081703	64221.026240848994	47215.85869169096	2.946379	60.532852	0.26431716	0.120311	0.058551129	0.1601946531	0.2966180767	-0.0848457032	0.1201391638	0.0690129204	-0.0737960881	0.1714745081	0.0059626225	-0.018240233	0.1040583656	0.0873307482	0.1823232682	0.2909194931	-0.0110519989	-0.1396419447	0.0266620681	-0.1703936478	0.1710243719	0.0603890727	-0.1346929214	-0.1036499065	0.1023194601	-0.0519642424	0.1067332697	0.0437179471	0.1120880616	0.0897405881	0.0172646941	-0.053751995	-0.087814238	-0.1532171523	-0.1110282921	-0.1985242624	0.0769221326	0.2539936112	-0.0563601358	0.2456749389	0.1059374254	0.0352391947	0.1137794032	-0.2440930242	0.0014426152	0.1211630488	0.0464193482	0.0192280401	-0.1455529034	0.083620581	0.1633560625	-0.035671688	0.2902203729	0.0467668077	0.0073487578	0.0864121025	0.0484253366	0.0601799992	-0.0256203	0.1568291002	0.1896468488	0.1077392333	-0.0483369276	0.0692017832	-0.1662953054	0.0072623708	-0.1505388213	-0.1263700206	-0.2463394788	-0.1036692094	0.1625621621	0.0996670398	0.197079517	0.1549113875	-0.0925149779	-0.1503512178	0.2240345607	-0.015873912	-0.1329543585	0.0506840544	0.292361035	0.1215839322	0.0551543614	0.0321649517	0.0095758463	-0.0699411472	-0.0816670416	0.1581792149	-0.0254164	-0.0239936699999999	0.0005756962000688	0.0006459933889599	-0.0461157	-0.0777213	0.0060406004736899	0.00212665778649	-0.002418	0.0390149999999999	5.846724e-06	0.0015221702249999	-0.000249299	0.001235261	6.214999140100001e-08	1.525869738121e-06	-0.000387535	-0.0004738897999999	1.50183376225e-07	2.2457154254404e-07	-0.000361861	-0.000762593	1.30943383321e-07	5.81548083649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6895416769	0.8187972946	-0.8973807334	-0.7020167358	-0.05894364885	1.399131389	1.529942695
58854.6958621874	-84.67633999071404	7170.082554222998	3463875225.0305786	95288.65393985216	166.71488575269177	27793.85313153307	9079927569.6689	59027.548020778966	-47.290762819677184	2236.416248066962	3484251425.345367	64174.62295604786	47685.79584932466	3.077353	63.223694	0.268316165	0.138112	0.1645295678	0.0718795585	-0.0844340656	-0.1663339294	0.050235375	0.0375525657	-0.0487936786	0.0436458573	-0.2790525077	-0.0983061532	0.1439227969	-0.1077408145	0.2178344599	0.1585887937	-0.1595684903	-0.2758837992	-0.036133231	0.0394322207	-0.1581042414	0.1118219657	0.0530849446	-0.0050036289	0.1036279325	-0.0886413747	-0.1082143395	-0.0671918911	0.1134209299	0.0181605469	0.0577332222	0.1012440713	0.2376483903	0.3076581449	-0.2159476121	0.0941232313	-0.1554788882	-0.0093383058	0.0021344512	0.3238437933	0.0507697191	-0.0082550653	-0.0837250295	0.0397682319	0.116473946	0.0830908644	0.2791603224	0.0619767412	0.0569184405	-0.0078968202	0.0431855857	0.0004900798	0.0882471103	0.1231067425	-0.0881434063	-0.1905363307	0.0048156444	-0.1656505781	0.1571554567	-0.0311487167	-0.2369233403	0.0196921645	0.1606049582	0.1456639483	-0.0796931649	0.1078701395	-0.3658313913	0.1137372243	0.0785501149	0.0152904325	-0.0477809017	0.0428920793	0.2102417647	-0.0336534671	-0.1064848172	-0.0910514668	0.0518856119	-0.2138663599	-0.0638346808	-0.0504947795	-0.0325255127	0.1533502343	-0.1577437318	-0.0816271434	0.0783163206	-0.0821380688	-0.1369485471	0.1561356449	0.0123717	0.0377881	0.0014279405016099	0.0001530589608899	0.0684652	0.1145809	0.01312878264481	0.00468748361104	-0.0451586	-0.0427406	0.00203929915396	0.00182675888836	-0.000711599	-0.0004623	5.063731368010001e-07	2.1372129e-07	-4.35347e-05	0.0003440003	1.89527010409e-09	1.1833620640009e-07	0.00029597	0.000657831	8.75982409e-08	4.32741624561e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5325900549	0.6174647249	-1.478838577	2.012092155	0.3242112118	-1.352216595	2.376685464
59047.82554815704	193.12968596963765	37299.07560273085	3486645701.965587	94886.1443264869	-402.5096133652551	162013.98885144712	9003380385.146902	58894.19345519637	-133.35456558259466	17783.44016172254	3468526022.7380958	63964.04301040757	52712.96942619124	2.185575	44.902264	0.23069407	0.127946	0.1365041618	-0.0231747685	0.1078721372	-0.030787936	0.135315243	-0.0933897343	-0.1035975666	0.1118742272	0.1334168362	-0.2202470111	0.2333532114	-0.0225273901	0.2519119224	-0.1193043936	-0.1752837247	-0.0844038296	0.0419685941	-0.0265138883	-0.1287605386	0.0480867473	-0.0768160029	-0.0586587311	0.0155114833	0.0553544708	-0.0224934519	-0.1690289376	-0.0667654119	0.126966852	-0.1691499174	-0.1902275549	0.1171928073	-0.1047618533	0.1724689228	0.1203402401	0.2689205096	-0.0397699602	0.0411431577	0.1515353515	-0.2150994116	-0.0338666471	-0.0535574801	-0.2097664971	0.1366839057	-0.0300323467	0.0524495577	0.0577982374	-0.0388658189	-0.0427484518	-0.04275418	-0.0115668822	0.1690510242	0.0005817575	0.023579935	0.1476393239	0.0619069345	0.1405526091	0.0232101967	-0.0344328533	-0.2063641761	-0.096068601	-0.2935730951	0.0874341775	-0.151155718	-0.0015006261	-0.1321142778	-0.0606985404	-0.3055490068	0.0639039664	0.0557197264	-0.0567388636	0.209194411	-0.1021494827	0.0674026932	0.2079840476	-0.020009827	-0.1187872214	0.1837671379	0.0546570614	-0.067293639	-0.105952274	-0.1711475463	-0.0631599563	0.0053168766	-0.0193641996	-0.0153221849	0.1538107079	-0.0145035	-0.0268752	0.00072227637504	0.00021035151225	-0.0353638	-0.103829	0.010780461241	0.00125059835044	-0.0074439399999999	0.0377146600000001	5.541224272359851e-05	0.0014223955789156	-0.000449107	0.000262492	2.01697097449e-07	6.890205006400001e-08	-5.35359e-05	-1.0001199999999997e-05	2.8660925888099995e-09	1.0002400143999989e-10	-0.000677041	-0.000973011	4.5838451568100006e-07	9.46750406121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3900518691	0.5674666858	-1.983979542	0.2877551256	-0.2315697646	1.541605952	0.6580064148
59076.27322006088	28.447671903843	809.2700367486985	3490006057.5712824	95045.61060357864	159.4662770917348	25429.493529497948	9033668095.0071	58914.91320418515	20.7197489887767	429.3079981579131	3470966997.8566694	64007.44111874454	54093.813023217794	1.452242	29.836067	0.04890346	0.0326095	0.1263247784	-0.0333784691	0.1317713904	-0.0752812788	0.0279517925	-0.13331875	-0.0894987368	0.0693908924	0.0742769374	-0.1386629238	0.2615656695	0.0075844526	0.223997496	-0.0195561954	-0.0309031085	-0.0524706229	0.0198136746	-0.0624392986	0.0200301768	-0.138504608	-0.0332482077	0.1602116927	0.1097016511	0.0407030924	-0.0661155035	0.1012448195	0.197708808	0.0328155472	0.0351966711	-0.2684661216	0.1553570082	-0.0377639207	0.0866962672	-0.2168501742	-0.2190710327	0.0549887254	0.0484141201	0.1321693065	-0.1825806876	0.0706446591	-0.067989613	-0.1452197	0.0529990873	0.1271040816	0.0013776273	0.0241027302	0.0902877964	-0.0733742785	0.1990197239	-0.0147091256	0.0135643196	0.0028699262	-0.1953493946	-0.0021687505	0.0633084559	0.0132906993	-0.1364071952	0.1809099955	-0.04934971	-0.0594902632	-0.0141969974	0.0716419611	-0.1492435271	0.0022069638	-0.1575541701	-0.0147882755	-0.1265347179	0.1120180183	0.1257226253	0.0874105918	0.1180100677	0.0266976365	0.0059746542	0.0961080112	-0.0778819852	0.0695974358	0.0433690168	-0.0268486774	-0.2038271388	-0.0409977001	-0.0662565459	-0.1309842427	-0.1366842212	0.0206721669	0.1777281278	0.1512085936	-0.0223818	-0.0078783	6.206761088999999e-05	0.00050094497124	-0.00568091	0.02968289	0.0008810739587521	3.22727384281e-05	-0.0074597099999999	-1.577000000000002e-05	5.564727328409851e-05	2.4869290000000056e-10	-0.000640154	-0.0001910469999999	4.09797143716e-07	3.6498956208999994e-08	-8.90189e-05	-3.5483000000000006e-05	7.92436455721e-09	1.2590432890000003e-09	-0.000677041	0.0	4.5838451568100006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7713444908	0.6860272983	-0.6818295355	-0.455656421	-0.08234401082	0.6557688151	0.7568540284
