global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_13	aroma_motion_16	aroma_motion_17	aroma_motion_19
68425.50399855652	n/a	4682049597.456475	n/a	112491.63090479652	n/a	12654367023.620972	n/a	66311.069870552	n/a	4397157987.37723	n/a	73635.99137781843	74554.56861516049	n/a	n/a	n/a	n/a	-0.1872284783	-0.0012152653	0.0696950566	-0.0930194829	-0.1414826769	-0.0450240147	-0.0458421481	0.2506920653	-0.0992026214	-0.1496993473	0.0998471091	-0.1573248278	-0.0030347053	0.1099239634	-0.1199110663	0.1536939808	-0.0354730674	0.0340204039	-0.0014800683	0.1123102769	-0.2416687687	0.0825680757	-0.2087326724	0.019798686	0.0017193429	-0.0885617091	-0.0126416902	0.0696876428	0.0248265793	-0.0680336995	0.1099724349	0.068187054	0.0184560396	-0.1792441383	0.0676783992	-0.0870718074	0.0473711034	-0.2161521316	0.100402621	-0.0628701663	0.0834176242	-0.2024251313	0.168862997	-0.187090886	0.1044241333	-0.0856384271	0.1037617508	-0.2081217576	0.0153503866	-0.0382319561	0.1436500583	0.0143002739	-0.038279436	-0.1337536169	-0.1900502947	0.1259642815	-0.045430065	0.0269367034	-0.0617233912	0.0916361044	-0.0046399466	0.0545607624	0.1363370784	-0.0817960444	0.1195504589	-0.1059598439	0.0059713931	-0.0922162679	0.0426907632	-0.1380625807	0.0911604482	-0.0617922927	0.0426930258	-0.2496430374	0.3168043819	-0.0805232086	-0.0182117751	0.1643619509	0.0455012	n/a	n/a	0.00207035920144	-0.0442696	n/a	n/a	0.00195979748416	-0.140181	n/a	n/a	0.019650712761	-0.000212347	n/a	4.5091248409e-08	n/a	0.0015023	n/a	2.2569052900000003e-06	n/a	-0.00108684	n/a	1.1812211856e-06	n/a	0.0	0.0	-0.4154311231	-0.4342371549	-0.1777073964	-0.07568163879	0.03257175456	0.8603065304	1.217327724	-0.1386736853	0.8801791937	0.6495223676	-0.3201043529	2.288609407
68110.63613135423	-314.8678672022943	4639058754.217736	99141.77379652164	113254.2965181167	762.6656133201759	12826535679.8135	581658.83774104	66199.450832573	-111.61903797900597	4382367290.53425	12458.809639358771	73303.23308056906	67463.71929727217	2.850829	59.598736	0.23369837	0.149997	0.0361432188	0.0777015562	0.0185566958	0.0666493126	0.0710830865	-0.1632497523	-0.0446807346	-0.0633876566	0.0772189085	-0.0001055743	0.0264567647	-0.1551697959	-0.3352687666	0.2365211746	-0.0858341216	0.1378395185	0.0252772357	0.0334706679	0.1065292755	0.0672597213	0.0711077247	0.0992435669	0.0877779738	0.0945488764	0.0720761179	-0.0417826131	-0.0648346843	-0.1009404007	-0.2321324822	0.1814201961	-0.1820500577	0.0308940547	-0.0726479756	0.0584091362	0.0816377981	0.1839501198	0.112045044	-0.0078228461	0.1713736129	0.0142068016	-0.1207861948	-0.3263219128	0.1327980249	0.0079597753	-0.0192437489	-0.0304967862	-0.0025035904	-0.0387136482	-0.2537849918	-0.140649155	-0.0824847284	0.1610416067	-0.0552027426	0.0166971509	-0.0896528172	0.2142573628	-0.0700682268	-0.1493008398	0.1406629668	0.1039405683	-0.205312007	0.2293789058	0.0072376486	-0.1390817539	-0.040650735	-0.2179254603	-0.0818928861	0.0963484659	0.1335704737	-0.0295381574	0.0644187984	-0.1061670242	-0.015055148	0.0743122476	0.0270485623	0.0112780672	-0.0829015926	0.1640657595	0.0297774	-0.0157238	0.00024723788644	0.0008866935507599	-0.01986	0.0244096	0.00059582857216	0.0003944195999999	0.00450502	0.14468602	0.0209340443834404	2.02952052004e-05	0.000472343	0.00068469	2.23107909649e-07	4.6880039610000004e-07	0.00145823	-4.407e-05	2.1264347329e-06	1.9421649e-09	-0.000838021	0.0002488189999999	7.02279196441e-07	6.191089476099997e-08	0.0	0.0	-1.032387228	0.4709756591	0.7034130663	-1.184118688	-1.319433511	2.51310063	0.8737138056	0.9196478351	-0.6890710192	0.2901811595	1.695823745	0.5019718668
68074.16403934834	-36.47209200588986	4634091809.656107	1330.2134952860952	111344.15322622508	-1910.1432918916107	12397520457.66509	3648647.3955585193	66040.99789860858	-158.4529339644214	4361413403.444022	25107.33228193329	73192.81175477509	73019.61928080143	2.910792	60.852299	0.1800423199999999	0.09244	-0.0660731699	-0.0616326225	0.1879415044	-0.1725459033	-0.0862006222	0.059984372	0.1196674969	0.0765458749	0.0390887441	0.1215373007	0.0958388348	-0.143177157	-0.049788617	0.1591536629	0.0698730575	0.1122539038	0.0758984406	0.1632947139	0.080123246	-0.0327607515	0.1355477698	0.1840062419	-0.271667212	0.0809127697	-0.0862182779	0.2740881005	-0.1623663084	-0.1562919932	0.2002649515	-0.1132346801	-0.2466053658	-0.1133973812	0.0736355523	-0.0853395321	-0.1139419673	0.0669026708	-0.0787103056	-0.2179887782	-0.009789531	0.1581853598	0.0458248791	-0.287530399	-0.0220502705	-0.0514630293	-0.0244815753	-0.0228336726	-0.0499785532	0.0347648664	-0.0175278832	0.1519209024	-0.3533575751	-0.0549831191	-0.2417717065	-0.0597388101	-0.1258930015	0.1587702064	-0.0474814661	-0.1643847207	-0.0633765854	-0.1004743735	-0.1109917765	0.2549216305	0.0489411839	-0.1082571851	0.2269735495	-0.0566089375	0.1186196397	0.0586838197	-0.0907022448	-0.1577381106	-0.1203854842	0.0514679154	0.2465036286	-0.1758819996	-0.2249611349	-0.2488548676	-0.056886632	0.1634739106	0.0454491	0.0156717	0.00024560218089	0.00206562069081	-0.0643878	-0.0445277999999999	0.0019827249728399	0.0041457887888399	-0.0687941	-0.07329912	0.0053727609927743	0.00473262819481	0.000740671	0.000268328	5.485935302410001e-07	7.199991558400001e-08	0.00169793	0.0002397	2.8829662849000003e-06	5.745609000000002e-08	-0.000415175	0.000422846	1.72370280625e-07	1.78798739716e-07	0.0	0.0	-0.6282018999	0.976587392	0.8986897924	-0.9258793625	0.9899108382	0.4030671892	-0.1399412333	-0.425187644	-1.153311267	0.3251485329	0.7258983444	3.227089882
68177.31609851403	103.15205916568812	4648146430.3967	10640.347310121622	111183.5045745951	-160.6486516299774	12361771689.489012	25807.98927052984	66023.40233519617	-17.59556341241114	4359089655.915187	309.6038518001816	73103.72716026926	73342.93683182566	1.393637	29.135029	0.1860776	0.104001	-0.1638052976	0.0080938833	-0.160048728	-0.2281194477	-0.0879047214	0.1715639166	-0.1246785925	-0.02279489	0.1720986483	0.162298944	0.1065152453	-0.00117801	-0.0139576908	0.2423576404	0.0207146965	0.0601552086	0.0942537552	-0.0665057455	-0.2411807992	-0.0931255122	0.0761356254	0.0399220102	0.2803232719	0.006799993	-0.0428136197	0.0443780259	0.0582494742	-0.1438206465	0.1296794091	0.0569241306	0.2262188365	0.0075640373	-0.0790674566	-0.0496725066	-0.2645915981	-0.0181537326	0.0949854394	-0.0956377616	0.0425943325	-0.1648956979	-0.0812505294	-0.1981416098	-0.1385535622	0.2810175473	0.0239024399	0.0877528031	0.1337753503	-0.0419985199	-0.2005584868	0.1336200788	-0.0161747926	-0.1652053316	0.06965614	-0.1814465201	-0.1906648989	0.1354422002	0.1202364092	0.1064815537	0.0487446994	0.0707305794	-0.1041294451	-0.0488424041	0.0013349843	-0.0010403261	0.324460021	0.1028130565	-0.2546435861	-0.0616171894	-0.0771408951	-0.1889939627	-0.1504918097	0.1480813413	0.1036310262	0.1712697666	0.0655558405	0.0362272053	0.0174906678	0.1625874706	0.0543879	0.0089388	7.990214544000007e-05	0.00295804366641	-0.0944099	-0.0300221	0.00090132648841	0.00891322921801	-0.163054	-0.0942599	0.00888492874801	0.026586606916	0.000261481	-0.00047919	6.8372313361e-08	2.296230561000001e-07	0.00115548	-0.00054245	1.3351340304e-06	2.942520025000001e-07	-0.000379679	3.549599999999999e-05	1.44156143041e-07	1.259966015999999e-09	0.0	0.0	-0.2708983313	0.1504001379	-1.187270012	2.003943574	1.017313811	0.3003485069	1.111256191	0.5075725898	-0.4220067464	-1.681385188	0.3621494188	0.8811079896
68298.72140013038	121.40530161635252	4664715344.892628	14739.247260557528	112853.03439706189	1669.5298224667786	12735807372.624434	2787329.828105953	66143.62606637774	120.22373118156976	4374979269.208804	14453.745539218346	72979.24503948633	66789.97987007981	2.649193	55.383381	0.28081516	0.175578	0.0768936304	0.1733355225	0.0507561623	0.0414657732	0.2081881015	-0.0479825771	-0.1252815345	0.0039861423	0.2528510555	0.1169215217	-0.1049768669	-0.093353087	0.2193715325	0.2374044703	0.0568377711	-0.0677519729	0.0363828417	-0.1035517437	0.2820832037	0.1956071942	-0.1419778772	-0.1210509508	0.126355776	0.0691251389	-0.0247863896	0.0369488275	0.1911582535	-0.0030572752	0.0541400173	-0.2429349641	-0.041283003	0.0676494776	-0.2718036229	0.1913644922	-0.06073142	0.0675578744	0.1046449442	-0.0472581323	0.1219841196	0.1196146807	-0.422044995	0.0631402831	-0.0980345161	-0.1018944462	0.2357956945	0.0932903264	-0.0949141397	-0.1584969877	0.1557762056	-0.0646045237	0.0960533366	-0.1880963754	0.1189715705	0.0305897008	-0.1188575731	0.1482246046	-0.2570548412	-0.1235295037	0.1734605593	0.1274137903	-0.2618615311	0.0137257444	-0.2046219017	-0.0680447306	-0.0951131986	0.1504286866	0.1225850251	0.2372107221	-0.1069080164	0.0690038278	0.109198581	0.2155502154	-0.2545051345	-0.0008645002	0.1155394677	-0.0856136989	0.0282903901	0.161408037	0.0356107	-0.0187772	0.00035258323984	0.00126812195449	-0.0349663	0.0594436	0.00353354158096	0.00122264213569	-0.00122329	0.16183071	0.0261891786991041	1.4964384241e-06	0.000332335	7.085400000000002e-05	1.1044655222500001e-07	5.020289316000003e-09	0.00134571	0.00019023	1.8109354041e-06	3.61874529e-08	-0.000933868	-0.000554189	8.72109441424e-07	3.071254477210001e-07	0.0	0.0	-1.373231422	0.8241255123	-1.281986497	0.08159102754	-0.6779709036	2.023931288	-2.42936889	-0.2179085071	-1.374663736	-0.4963851413	1.843282929	0.01123203352
68542.05349279229	243.3320926619053	4698013097.0088	59210.50731922208	112430.51360698712	-422.5207900747628	12640620389.930916	178523.81804540174	66339.96714187956	196.3410755018267	4400991240.38566	38549.81792921402	73555.87374530261	74591.68441578989	2.797102	58.475536	0.30318327	0.215322	-0.1992338639	0.0556121824	0.0319585678	-0.0357276097	-0.166170793	-0.1019516583	-0.064356759	0.2240101722	0.074764224	-0.2140763878	0.0514397568	-0.0406052741	0.1825217896	0.0799935049	-0.0326459693	0.0067096353	-0.0805405793	-0.1679746374	0.0939328273	-0.1307705656	-0.053751261	-0.0032549568	0.0257349886	0.1003179247	0.0760013076	0.1667612819	0.0661603429	-0.1684080975	0.1481523924	0.0138643159	-0.0191040351	-0.1904334919	0.075417242	-0.1720633833	0.1575220921	-0.0677739769	0.0522634137	-0.0777357237	0.0616774262	0.0028978033	-0.1442751046	0.0978644581	-0.1131312975	-0.0951587127	0.2554365738	0.2352883636	0.0864974783	0.0731308109	0.0217209153	0.1763381117	-0.1819540326	-0.0377114563	-0.0722340069	-0.1767333506	-0.1647451833	0.113871288	-0.0971658798	-0.0378778534	-0.1077021851	0.0161917136	-0.0282271278	-0.0378536666	0.0943996105	0.0618069151	0.0579291586	-0.0278286553	-0.148629378	-0.2009588236	0.2313614415	0.0497707525	0.2160116537	0.2040725976	0.0371527861	0.1083230607	-0.0678322979	0.0531089694	0.0539883317	0.1599377353	0.0451972	0.0095864999999999	9.190098224999996e-05	0.00204278688784	-0.0287744	0.0061919	3.833962561e-05	0.0008279660953599	-0.211451	-0.21022771	0.0441956900518441	0.044711525401	-4.09872e-05	-0.0003733222	1.6799505638399999e-09	1.3936946501284e-07	0.000328461	-0.001017249	1.07886628521e-07	1.034795528001e-06	-0.00108684	-0.0001529719999999	1.1812211856e-06	2.340043278399997e-08	0.0	0.0	-0.08368438592	-0.07510496908	0.425604889	0.2994499673	-0.4775772535	0.714549481	0.2284546508	-1.324007126	2.003786909	-0.30431805	0.4238122412	2.238379859
68419.15194087016	-122.90155192212842	4681180352.307877	15104.791464867629	112294.0000064888	-136.51360049832147	12609942437.457306	18635.96312101532	66217.25531192975	-122.71182994981064	4384724901.045289	15058.193209631245	73166.58734671677	71068.71189099179	2.322381	48.551132	0.312574065	0.217539	0.0298342645	0.0072382623	-0.1460365997	-0.0128180024	0.0742907546	0.0572306176	-0.1652927995	0.0011965812	0.0713799478	-0.0266849779	-0.0609434327	-0.0975297975	-0.1099087658	-0.0319312308	-0.113262262	0.0939008869	-0.1660267586	-0.0248009299	0.0283088946	0.1536955377	0.1454267307	0.0127183251	0.0494651669	0.1785684045	0.1328426737	-0.0384960165	-0.0967689234	0.0225824241	0.102235274	0.0569523875	0.1341179674	0.0376143679	0.0556208709	0.0877330242	-0.005821652	-0.0494094318	0.119843131	0.0677317248	0.1343202229	-0.027912206	-0.0231743573	-0.0917491469	0.1686621444	-0.0465685317	-0.043066194	-0.0342563079	-0.0787479762	0.2074135923	-0.0207916552	-0.0116580389	-0.0172774751	0.1424066188	-0.3142650124	0.0151286961	-0.0922736275	0.1169281869	0.0527623168	0.0258617204	0.1737421384	0.169696217	-0.2233689856	0.1393033851	0.0215808834	-0.0114008013	-0.2282094621	-0.1471193229	0.0404807466	-0.0970373996	-0.010404544	0.0741651888	0.0509280045	-0.1064180652	-0.0342950391	0.1910008327	-0.2619842868	0.1890773237	0.2141394112	0.1581792149	0.0451735	-2.3700000000001498e-05	5.61690000000071e-10	0.00204064510225	0.0088825199999999	0.0376569199999999	0.0014180436238863	7.889916155039824e-05	-0.00172454	0.20972646	0.0439851880241316	2.9740382116000005e-06	-9.30609e-05	-5.20737e-05	8.66033110881e-09	2.7116702316900003e-09	0.0008695969999999	0.0005411359999999	7.561989424088261e-07	2.928281704958919e-07	-0.00037671	0.00071013	1.419104241e-07	5.042846169e-07	0.0	0.0	-1.005400288	0.3423788891	1.212102508	-0.4260075996	0.3794243847	2.635350362	0.892206673	1.081895503	-0.9356316563	-0.8721575386	1.22220199	0.1365705941
68141.92727147625	-277.2246693939087	4643322252.271158	76853.51732056198	111860.2913270868	-433.7086794019997	12512724775.780731	188103.2185886265	66077.1297245666	-140.1255873631453	4366187072.637204	19635.18023386647	73108.67213768295	73220.48593460886	2.236605	46.757915	0.112478791	0.0705588	-0.0528798292	0.1792008235	0.0241140268	-0.05044318	-0.0297572686	-0.0164988208	-0.1504159003	-0.1183734763	0.0614589719	0.0687833607	0.0237103755	-0.0141933809	0.0567969596	-0.0020251283	0.0990321112	-0.0738579471	0.0629624218	0.0322365915	-0.1752564531	0.0628044294	0.169080187	0.1022454134	0.1205731154	0.0694259334	-0.0800860982	-0.1613071702	0.057997702	0.10777805	0.0770295983	-0.0977624749	-0.1338250294	-0.175010958	0.0135763438	0.0015548412	-0.0730292878	0.0375707543	0.1475815705	-0.033245783	-0.0765355468	-0.0180723983	-0.111224749	0.0970028946	-0.10703367	0.2262686129	-0.0940080589	-0.0193330108	0.0712478632	0.2338585342	0.1455603109	-0.0965824233	-0.0531193256	0.0378480198	-0.1495332909	-0.0432551176	-0.0920794538	0.0054183112	-0.1405603927	-0.1157461156	-0.0017235713	0.064600787	0.266753956	0.0309431866	0.1982783172	0.1254847439	0.0395352835	0.0300290658	0.1154073467	0.0995403342	-0.2581603956	0.0269238878	-0.3003726804	-0.0841174255	-0.1429282224	-0.0278320818	-0.264392468	0.0871702857	0.1456326587	0.1561356449	0.045117	-5.6500000000000994e-05	3.192250000000112e-09	0.0020355436889999	0.000279644	-0.0086028759999999	7.400947547137428e-05	7.8200766736e-08	-0.065624	-0.06389946	0.0040831409882916	0.004306509376	-0.000722195	-0.0006291341	5.21565618025e-07	3.9580971578281e-07	0.0008586079999999	-1.0988999999999986e-05	7.372076976638283e-07	1.207581209999997e-10	-0.000534986	-0.000158276	2.86210020196e-07	2.5051292176e-08	0.0	0.0	-0.8281287199	0.7942372107	-1.402499583	-1.722214331	-0.4769405892	0.3627961208	-1.54512526	0.3892461967	-0.5458023105	0.5959925088	0.2518447987	1.290180948
68574.42073493967	432.4934634634265	4702451179.1325245	187050.59593859015	112316.40778135382	456.1164542670158	12614975456.907356	208042.21985311472	66287.02850992244	209.8987853558356	4393970148.675271	44057.50009385513	73473.77797551353	74953.36530727404	1.227897	25.670107	0.148341094	0.064498	-0.1264931122	0.0618643755	0.0683000392	0.0166567986	-0.11432021	-0.0662748842	-0.1184220216	0.1916970002	0.0443369369	-0.1185976911	0.0180534095	-0.0424964277	-0.1164154796	-0.0936621516	0.0125826006	0.1114234645	0.1183560277	-0.256152552	-0.1991508244	-0.0602894257	0.1305040507	-0.0112366957	0.1408913236	-0.0875757763	-0.2034925375	-0.13963848	-0.0677789481	0.0929217821	0.1292654227	-0.195385161	-0.1115339287	0.1395736135	-0.0574938485	-0.0913680862	0.1045515691	-0.0131505939	0.0950748477	-0.1629994946	0.0651901008	-0.1619347654	-0.0164762897	0.1066248577	-0.0012272488	0.191261105	-0.3506960797	0.1464687573	-0.0593448349	0.1466179936	9.82629e-05	0.0782283851	0.1693338907	-0.2491145391	-0.1116155559	-0.0926639294	-0.1175995872	-0.0873394074	-0.2717978173	0.196786138	-0.2632690498	0.0010008081	-0.0925568111	-0.0227098227	0.0002224804	0.1737874601	-0.0932372803	0.0247473838	-0.0532154261	-0.0533243309	-0.2430052134	0.2357916278	-0.1372808404	0.1015483617	-0.072031064	0.0442246025	0.1351182356	0.232986171	-0.0903772704	0.1538107079	0.0210005	-0.0241165	0.00058160557225	0.0004410210002499	-0.034357	-0.034636644	0.0011996971075827	0.001180403449	-0.0901309	-0.0245068999999999	0.00060058814761	0.00812357913481	-0.00112725	-0.000405055	1.2706925625e-06	1.6406955302499997e-07	0.0011163	0.0002576920000001	1.24612569e-06	6.640516686405153e-08	-0.00117386	-0.000638874	1.3779472996000002e-06	4.0815998787600013e-07	0.0	0.0	-0.2468677551	0.6934465252	0.4222926693	1.359907923	-0.7270877908	0.2392924872	0.2548634359	-1.037877181	0.5211932639	0.2121678294	0.1384628721	-0.1180170622
68356.21044291659	-218.21029202308276	4672571506.1163	47615.73154479904	112793.8149138289	477.4071324750839	12722444682.81509	227917.57013808237	66255.21940579379	-31.809104128653416	4389754098.509873	1011.8191054675158	73097.5954664896	66649.88881986335	3.114625	65.113594	0.43152005	0.255034	0.2075205789	-0.1930792186	-0.0508178347	0.159565404	0.2011329461	0.0234745954	0.0396245967	0.1048606428	0.0230710699	-0.0424413845	-0.1433723249	0.1186685707	-0.1485000838	0.0819987344	-0.2486167804	0.0541188458	-0.1725277924	-0.0047829064	-0.1625069589	0.109025121	-0.0868506737	-0.1224821704	-0.0018694238	-0.0346203638	0.038824616	-0.0622775584	0.1175884889	-0.1181489962	-0.0805366128	0.0130716444	-0.0413908629	0.003155983	-0.0020831786	0.1498355575	0.0492108517	-0.0864723764	-0.1158151039	0.1948458588	0.1736283923	-0.0371760103	-0.1311961934	-0.0384749544	0.1005632436	-0.0464894467	-0.2121673211	0.1253095907	0.1629809317	-0.0358677261	0.0570812693	0.045478733	0.1459587728	0.1404514478	0.0517054993	0.1792195843	0.2166560086	0.0299504528	-0.0882393521	0.0934921693	-0.1188266175	-0.0581525775	-0.159466171	0.1137678287	0.1136481753	0.1789975146	-0.0400064276	-0.0090627375	0.1455780013	-0.0849261843	0.1598131499	0.1006793909	-0.0353781961	0.1676167664	-0.1477430973	-0.0032138116	0.1279121014	0.0112301544	0.004467047	0.1512085936	-0.00634522	-0.0273457199999999	0.0007477884023183	4.02618168484e-05	0.0682181	0.1025751	0.01052165114001	0.00465370916761	0.133794	0.2239248999999999	0.0501423608400099	0.0179008344359999	-0.00106379	6.345999999999999e-05	1.1316491641e-06	4.027171599999999e-09	0.000714602	-0.0004016979999999	5.10656018404e-07	1.6136128320399992e-07	-8.55314e-05	0.0010883286	7.315620385960001e-09	1.1844591415779604e-06	1.0	0.0	-1.065934383	2.809485569	0.2073751843	-1.63258611	0.9184275677	0.9745399002	1.193651098	-0.532687445	-0.237878528	1.716511873	1.675148515	-1.294887389
