global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_13	aroma_motion_21
57234.652480549084	n/a	n/a	3275805444.5692234	80131.25589737354	n/a	n/a	6421018171.690362	56962.87166159145	n/a	3244768747.9349384	n/a	62666.48106036048	51614.58734189266	n/a	n/a	n/a	n/a	-0.0003573215	-0.1540402682	-0.0592461464	-0.050136943	0.0765782833	-0.1169472494	0.1524555679	-0.2898561256	0.089450052	0.254590181	-0.1330864502	0.0620212213	-0.20823885	-0.3194940854	0.040014235	-0.0022102032	0.1170134321	-0.0834987151	0.0606463311	-0.0606658448	0.0875058153	-0.1730277389	0.0649306104	-0.1219295898	0.0837374419	0.1193892216	-0.1094122515	0.0015280803	0.0312087099	0.0290857246	0.2673280256	-0.1145330056	0.0569259866	-0.116992366	0.3714537121	-0.1470947868	0.0290774044	0.0700603382	-0.196440865	0.1100591476	-0.0979239294	0.0318783251	-0.1815491262	0.0816480581	-0.0012643404	-0.1299178044	0.0249074504	-0.000480866	-0.0980922787	0.0299289992	0.3997426976	-0.128208346	0.0734007366	-0.0482174221	0.0673837876	-0.1284978772	0.3367121459	-0.2917184118	-0.2066367787	0.1751404355	-0.2935728633	0.0503208888	-0.1426090797	0.1047895271	-0.0191819228	0.0808436014	-0.0068912832	0.2253313196	0.0042239019	0.1097255359	-0.128364664	0.0473505884	0.1643619509	0.0198205	n/a	n/a	0.00039285222025	0.0570483	n/a	n/a	0.00325450853289	-0.295824	n/a	n/a	0.0875118389759999	-0.00446162	n/a	1.9906053024400004e-05	n/a	0.000429264	n/a	n/a	1.84267581696e-07	0.00174364	n/a	n/a	3.0402804496e-06	1.194843043	-0.01658334421	1.229014586	0.8759321396	0.06843449616	0.2363301165	0.5552249134	1.099528656	1.965460591	-2.278594402
57278.04975342161	43.39727287252754	1883.3232927726144	3280774983.5554414	80001.44678684339	-129.80911053015734	16850.405176630604	6400231487.988133	56958.0160930012	-4.855568590253824	3244215597.250584	23.57654633465951	62631.08420805239	51620.26691053472	1.070706	20.608747	0.2963042	0.182863	0.0147624905	-0.1384427985	-0.0628763381	-0.0555053345	0.0834615018	-0.0450421135	0.1076960142	-0.3013117192	0.1101842196	0.2995291638	-0.0552654931	-0.037253806	-0.1426744574	-0.0846560322	0.0615631972	0.0860654685	0.1652907461	0.1312976132	-0.1118642282	-0.0579293768	0.0160543955	-0.0575397254	0.0367655651	-0.0054896344	-0.0279048219	0.1885145087	0.0055209343	-0.0529031576	0.1008497083	0.2553855416	0.2523820095	-0.1156862283	0.0152621736	-0.1028182795	0.3802797856	-0.111001133	-0.0694644796	0.016138481	-0.2158944209	-0.2341901249	0.0434258806	0.0641907106	0.1087216576	-0.0383978116	-0.0013984665	0.0259161389	-0.0198614695	-0.0149962009	-0.0729120816	-0.0318550151	0.5040635185	-0.1200660806	0.0439650049	-0.1091593148	0.0249082532	0.0200889811	0.1036378688	0.165805594	-0.0404274217	0.0204060611	-0.1011870728	-0.0201048138	0.1202394046	-0.314227035	0.0532233439	-0.1159788142	0.140645826	-0.2337170963	0.0653437701	0.0476217242	-0.073156141	-0.075917091	0.1640657595	0.018896	-0.0009245	8.547002500000032e-07	0.000357058816	-0.0562312	-0.1132795	0.01283224512025	0.00316194785344	-0.30661	-0.010786	0.000116337796	0.0940096921	-0.00713885	-0.00267723	5.0963179322500005e-05	7.1675604729e-06	-1.23499e-21	-0.000429264	1.84267581696e-07	1.5252003001e-42	0.00142385	-0.00031979	1.0226564410000009e-07	2.0273488225e-06	0.9723292345	-0.36060422	1.27318346	0.7845312109	0.6853135477	2.387694704	-1.03452909	0.7453687805	0.9670612901	-2.064354362
57113.261146650366	-164.78860677124612	27155.284921608385	3261924598.8054824	80520.35516476167	518.9083779182838	269265.90467378445	6483527595.859362	56934.78272888379	-23.23336411741184	3241569484.385204	539.7892082122399	62585.59022951245	51187.68279343016	1.194801	22.99732	0.30013655	0.133927	-0.015041313	-0.0966923471	-0.121806507	-0.0181248614	0.0137410791	-0.0939992709	0.0991244783	-0.3824299024	0.1663765987	-0.0155412491	-0.1590149633	0.1135172451	-0.1934320477	-0.0474477384	0.0219592244	-0.2360885711	-0.0152900963	0.2541338705	0.0320443624	-0.1564056347	0.1105166524	-0.0152205672	0.1169477223	-0.0440046972	0.0207841425	-0.0553543506	-0.0409416666	-0.0455705116	0.0267151242	0.0746403758	0.158252925	-0.0580276159	-0.0972739416	-0.1666837408	0.2560438435	0.0986711135	0.2913277362	0.0968179469	0.1322194054	-0.2101640858	0.0356865985	0.0397267279	-0.0265129484	-0.0906562303	0.1074431411	-0.0419642995	0.0060915221	0.1180333904	-0.026514276	-0.0599098622	0.3954477627	-0.0151413158	-0.0103267282	-0.2295430063	-0.0286790525	0.1446333211	-0.0792400253	0.1536734398	0.1467507341	-0.0841993085	0.3123711009	0.0866962414	0.0717851593	0.0298640023	-0.1640140557	-0.1228505001	-0.0712928715	-0.1028085688	-0.1098280111	-0.0346107773	-0.0021672312	-0.0769384983	0.1634739106	0.0534614	0.0345653999999999	0.0011947668771599	0.00285812128996	-0.123716	-0.0674848	0.00455419823104	0.015305648656	-0.251044	0.055566	0.003087580356	0.0630230899359999	-0.00665613	0.00048272	4.4304066576899993e-05	2.330185984000007e-07	-0.000536508	-0.000536508	2.87840834064e-07	2.87840834064e-07	-0.000407329	-0.001831179	3.353216530041e-06	1.65916914241e-07	1.090017553	-0.6619865783	-0.002125765743	0.5749529087	0.4194606981	1.342369077	-0.7136832645	1.414417483	2.659478585	-1.816988558
57049.30935404026	-63.95179261010344	4089.831778045681	3254623697.772986	79923.7294085907	-596.6257561709645	355962.2929265751	6387802522.577627	56745.62285967452	-189.15986920926665	3220065713.732416	35781.456119266855	62428.17532579097	50513.350278425445	1.186296	22.833605	0.16093735	0.0940822	-0.0283168311	-0.2410795389	0.0482255818	-0.0480386559	0.162484141	-0.1921399842	-0.1129561489	-0.1669286339	-0.0075310452	-0.027604681	-0.0325387706	-0.2502692539	-0.1006524029	0.1458205901	0.1622449705	0.02260963	0.0191469545	0.0165678466	-0.1244175973	0.0488924887	0.1424853226	0.1841354774	0.0348835008	0.0366346861	0.1727599442	0.1124199713	0.0165273791	-0.2059255188	0.0179792841	0.0058195071	0.1896791279	-0.035278662	-0.0965487936	-0.1598407872	-0.0732414184	0.0526691941	0.0393516699	-0.2061639886	-0.070626758	-0.3205331477	-0.169370891	0.0441990092	0.1286621432	0.0159526545	-0.0328588852	0.1751608466	-0.030861521	-0.0174504752	-0.0039529156	-0.1221709457	0.2879283631	0.0695174657	-0.0179330061	0.0233897772	-0.1695080072	-0.0991370974	-0.0797998464	0.0731846728	0.178670219	0.0089381445	0.2223196149	-0.0224454726	0.0622747615	0.0564002999	0.089377209	0.0160140245	0.0853073558	0.2838366756	0.1787985638	-0.1555239219	0.1452016008	0.1653156661	0.1625874706	0.134764	0.0813026	0.00661011276676	0.0181613356959999	-0.0989163	0.0247997	0.00061502512009	0.00978443440569	-0.210651	0.0403929999999999	0.0016315944489999	0.044373843801	-0.0066842	-2.80700000000007e-05	4.467852964e-05	7.879249000000391e-10	-0.000701766	-0.000165258	2.7310206564000012e-08	4.924755187560001e-07	-0.000502842	-9.551299999999998e-05	9.122733168999996e-09	2.52850076964e-07	1.279823098	-1.745627763	0.2663257237	1.713759059	-0.9764056063	1.302945124	-0.6983111059	-0.3775735089	0.9515677695	-0.760282998
57058.11292391711	8.803569876850815	77.50284257659509	3255628250.438477	79666.23761627554	-257.4917923151661	66302.02310967662	6346709415.932876	56720.076895716855	-25.545963957665663	3217167123.056033	652.5962745263531	62308.35623703319	50748.24954997523	1.132076	21.790001	0.2508811000000001	0.102317	-0.0360343083	-0.1772260978	-0.0861349337	-0.0139706485	0.1867100751	-0.0050697065	-0.0078739989	-0.0685884508	0.1025088182	-0.113947345	-0.0200297854	-0.2901209049	-0.0485301042	0.2027537141	0.1319342636	-0.1236496422	0.1377465996	-0.0114899362	0.0495459926	0.0139033945	-0.0321332963	0.1223705955	0.0693184406	0.1845676937	-0.0722817437	-0.00071112	0.0205917409	-0.1288210288	0.0191817314	-0.0699621146	0.1514531613	0.0098762395	-0.1419099161	0.0188292871	-0.2155761973	-0.0393020131	0.0120567791	-0.3115879287	0.0171139477	-0.1758917051	0.0177104826	0.0933910113	0.0211458363	-0.0028594989	-0.0927082974	-0.0904530766	-0.0608296809	0.0280433538	0.0290245897	-0.1176412083	0.1233824371	0.0966204713	-0.012639515	0.1508657042	-0.0065285492	-0.092457741	0.0489370016	-0.0498494164	0.1402897482	-0.0511688126	0.1260783643	-0.0656187829	-0.0485486217	-0.0585079816	0.0364093457	0.1276368093	-0.1293391342	0.2165711209	-0.1128661183	0.0730940654	0.0543518887	-0.0198953201	0.161408037	0.169585	0.034821	0.001212502041	0.028759072225	-0.0798847	0.0190315999999999	0.0003622017985599	0.00638156529409	-0.12869	0.081961	0.006717605521	0.0165611161	-0.0056545	0.0010297	3.197337025e-05	1.0602820900000011e-06	-0.000170594	0.000531172	2.821436935840001e-07	2.9102312835999997e-08	-0.00124332	-0.000740478	5.48307668484e-07	1.5458446224e-06	1.055763043	-2.012851632	1.499808255	0.1215515252	0.133451047	0.2993816236	-0.07477048749	0.2431910874	0.7522662619	-0.5774229011
56926.1069281757	-132.0059957414123	17425.582911681773	3240581649.9980936	79347.84748905642	-318.3901272191142	101372.27311060374	6296080901.146558	56711.324287390176	-8.752608326678455	3216174302.429531	76.60815252024103	62249.02853507521	50818.136560248415	0.985122	18.961449	0.1281947	0.0519928	-0.0292864166	-0.1188406612	-0.1860263835	0.0642763538	0.2027294411	0.0762077676	-0.0415211538	-0.1258289264	0.063159175	-0.1341293817	-0.0630167011	-0.1872004495	0.0095755931	-0.0154674487	-0.0361611333	-0.1605310564	-0.139787031	0.143148883	-0.0556819878	0.1306199433	0.0584177384	-0.0359559726	-0.0635985563	0.2122263331	0.0739678701	0.0477758498	-0.2323262267	0.0350624161	-0.0646181122	0.0377490711	0.109716836	0.0193014759	-0.1396638856	0.122131357	-0.08067418	-0.0991502019	0.1452213042	-0.1400149657	0.0788118782	-0.0444312112	0.0065967155	-0.1556727048	0.0479534295	-0.1583079144	-0.1046485409	-0.014378565	-0.118044453	0.0080570707	0.0241815008	-0.124533387	0.0906632781	0.0692204494	-0.0881035982	0.1278271687	0.0644115413	-0.0036371848	0.0009652452	-0.0169679395	-0.0793749038	-0.0280638201	0.0559363275	-0.0452510188	-0.0198502126	0.0896817916	-0.0332536823	0.2670592892	-0.1028970954	-0.0668772128	0.0166859887	-0.0581048702	0.0685141106	-0.0368415689	0.1599377353	0.201745	0.0321599999999999	0.0010342655999999	0.040701045025	-0.0528768	0.0270079	0.00072942666241	0.00279595597824	-0.117305	0.0113849999999999	0.0001296182249999	0.013760463025	-0.00517047	0.0004840299999999	2.67337600209e-05	2.342850408999999e-07	-0.00038462	-0.000214026	4.580712867600002e-08	1.479325444e-07	-0.0016981	-0.0004547799999999	2.068248483999999e-07	2.88354361e-06	0.763896034	-1.972917362	0.8134895258	-0.3640500628	1.315304556	0.4959106289	-0.0524820158	0.6619983001	1.527183938	-0.8801625121
56900.08197075647	-26.024957419227576	677.2984086726085	3237619328.2788057	79224.7667497568	-123.0807392996212	15148.86838654132	6276563666.553371	56730.99666159145	19.6723742012764	3218405982.2175007	387.0023067150452	62187.00877366442	49986.654509548935	1.02868	19.799845	0.1611340999999999	0.0844831	-0.0379564611	-0.0064688456	-0.2575307139	0.1407102586	0.1852429457	0.1398768936	-0.0883238887	-0.115824766	-0.0302709276	-0.208041958	-0.15763721	-0.186630464	-0.1593963793	-0.0533051617	0.0565286575	-0.0475447684	-0.3158902676	-0.0083782722	-0.1164579869	-0.0182959676	-0.1012163225	-0.1725598434	0.0486766912	0.0371291622	0.154059748	-0.0620999506	-0.1471866731	-0.0057462049	0.0797478653	-0.1882636321	0.0679161176	0.0459444853	-0.2326910192	0.1370452499	-0.05238571	0.0656024175	0.250929666	-0.0146369676	0.1720480833	0.0529763409	-0.1692525093	-0.1527300949	-0.0676833763	-0.0216644807	-0.151097529	0.084594269	0.1436665212	0.0974917589	0.0626647184	-0.1543278334	0.0352522958	0.110468205	-0.1908090048	0.0811208046	0.1589825958	-0.0468236316	-0.1921864136	-0.0060695224	-0.0083381687	-0.1412000671	0.1191223776	-0.0030039576	-0.0491107596	0.1484811726	0.0364611432	-0.0031008592	-0.0932283039	-0.1678442853	-0.0271630174	0.1756260983	-0.1418914348	0.0207325361	0.1581792149	0.248673	0.046928	0.002202237184	0.061838260929	-0.114698	-0.0618211999999999	0.0038218607694399	0.0131556312039999	-0.0833205	0.0339845	0.00115494624025	0.00694230572025	-0.0049912	0.0001792699999999	2.4912077440000004e-05	3.2137732899999857e-08	-0.000220702	0.000163918	2.6869110724000005e-08	4.8709372804e-08	-0.00167328	2.4819999999999837e-05	6.160323999999918e-10	2.7998659584000003e-06	0.7078403064	-2.293559516	-0.6543576898	-1.638192745	0.3273484617	0.304407064	-0.4099778228	0.7106865258	2.132983691	-0.5437630457
56971.66360576921	71.5816350127352	5123.930471096439	3245770454.008928	79433.66971288303	208.90296312622377	43640.4480029164	6309707884.05539	56876.11383661143	145.1171750199792	3234892325.1551824	21058.994485779276	62295.09042725623	50552.68021641051	1.004517	19.334759	0.1066271	0.0500333	-0.0123491364	-0.0233172137	-0.1024582758	0.1031739378	0.1567155568	0.0592551857	-0.1907419892	-0.0372180084	-0.1065211072	-0.0387724643	-0.1776338739	-0.0783273835	-0.0775166467	0.0186179502	-0.2267067119	-0.0450429157	0.0275500956	-0.1149951849	-0.0966471447	-0.0864592241	-0.0820298918	-0.0841122838	-0.0997917164	0.000289626	0.0459334036	-0.1952618768	0.0173547854	-0.0537795517	0.228088146	-0.0031814463	0.0279243588	0.0262895099	-0.1964691867	0.0494457078	-0.019162973	-0.0229980378	0.010499724	-0.1040373458	0.1023496399	0.2474424756	0.0203178739	0.0097193538	-0.24917876	-0.195045385	0.0008872995	0.1645040517	0.0351419151	0.0691826208	0.0661869555	-0.1746910485	-0.0318141913	0.1330377249	-0.1470352459	0.0988243456	0.0428247628	-0.158884224	-0.2258476889	-0.166312286	0.0078572134	0.0328490221	-0.0268212692	-0.0852247407	0.0485100375	0.1842188693	-0.0630633256	-0.0426756603	-0.0317992538	-0.0872850403	0.0833557039	0.1444231933	0.0371426188	0.0158778148	0.1561356449	0.290394	0.0417209999999999	0.0017406418409999	0.0843286752359999	-0.0965504	0.0181476	0.00032933538576	0.0093219797401599	-0.0794673999999999	0.0038531000000001	1.484637961000084e-05	0.0063150676627599	-0.00493797	5.3230000000000464e-05	2.43835477209e-05	2.833432900000049e-09	-0.00057844	-0.000357738	1.27976476644e-07	3.345928336000001e-07	-0.00212042	-0.0004471399999999	1.9993417959999998e-07	4.4961809764e-06	0.8050023272	-2.430061276	-0.9396666177	-0.9472202683	-1.165363437	-0.3055104112	-0.6815004784	0.8806108428	1.746213069	-0.3106552424
57157.37791301083	185.714307241622	34489.80391423558	3266965849.8907385	79529.41552164397	95.74580876094116	9167.259895286714	6324927933.214305	56906.619034544725	30.505197933292948	3238363289.942808	930.5671009493803	62313.69812467583	51265.34289375561	1.07648	20.719898	0.1364405455	0.0665041	0.0094871085	-0.0698734837	0.0404158956	0.0310624091	0.1498537937	-0.054739453	-0.2155737427	0.0745637961	-0.0405752149	0.1591424471	-0.1009031401	-0.0924054062	-0.140003375	0.2509352504	0.1324044461	0.0818432326	0.0722325385	-0.1721667545	0.0286571581	0.0580680049	0.0159035415	0.1502743504	-0.1713265369	-0.1451924103	-0.1779444277	-0.0677631258	-0.0281156548	0.0366824479	0.0538609878	-0.0545047344	0.0354566188	-0.0253033011	-0.111819819	-0.0893642012	-0.0693517123	0.0553716024	-0.2760140179	-0.2349681183	0.0454425482	0.15793736	-0.0410186685	0.1142077256	-0.0966879904	0.1389745383	-0.1180000497	0.132325146	0.0113648573	-0.209034599	0.0619365379	-0.1618265551	-0.0574807096	0.0954665423	-0.0442234402	0.1498511865	-0.0197818237	-0.1046509469	-0.2438651269	0.0456632699	0.043891357	0.0909684489	-0.0874617627	-0.1302663465	-0.1375232576	-0.1023630399	0.0753583171	-0.0110110376	0.1298654757	0.2108006094	0.0100648899	-0.0244995587	0.0751330729	-0.052014916	0.1538107079	0.252555	-0.037839	0.001431789921	0.0637840280249999	-0.130836	-0.0342856	0.00117550236736	0.017118058896	-0.0765595	0.0029078999999998	8.455882409999384e-06	0.00586135704025	-0.00462216	0.0003158099999999	2.13643630656e-05	9.973595609999981e-08	-9.15909e-06	0.00056928091	3.2408075449042817e-07	8.38889296281e-11	-0.00246349	-0.00034307	1.176970249e-07	6.0687829801e-06	0.9169115351	-2.179012793	-0.440984506	0.5946318629	-1.12184867	0.3119499056	-0.016397126	-0.8032701452	0.6344924472	-0.3212333867
57125.53907140205	-31.838841608783696	1013.711834989216	3263327214.198282	79650.32359937379	120.90807772982224	14618.76326032074	6344174049.4849615	56839.08971270966	-67.52932183506346	3230682119.369457	4560.209307503578	62267.33408810944	51220.247994098936	1.044844	20.110977	0.0808117045	0.0448836	0.0151725165	-0.0755530107	-0.0167975848	0.0032354178	0.1623378877	-0.0222385567	-0.1036535047	0.0516303056	0.0528294667	-0.0155817591	-0.0865020236	-0.0316140612	-0.0561515332	0.0446292136	0.0363026066	0.0767792853	0.0754137881	-0.0980762805	-0.0218164553	-0.0943383644	-0.1482374752	0.2837606407	0.0484628461	-0.0514016375	-0.0204716712	0.0056264241	0.0977321401	-0.0129575255	-0.1889092811	0.0032635662	0.0867243705	0.0075637836	-0.1369510321	-0.0453626748	-0.0825000573	-0.0795280495	-0.1094128087	-0.0176775695	0.0684597071	0.1424691144	0.0053188361	0.1336474433	0.0553250194	0.1615877289	-0.0186148354	0.0604782421	0.0624470157	0.0438452843	0.063467696	-0.166337954	-0.0564486124	0.0689927436	0.0151780541	0.15780507	-0.0227925981	-0.0526726122	-0.0339493934	-0.0861647164	0.0528070029	-0.003066744	-0.1020850194	0.0160133767	-0.147747187	0.0141656401	0.0249527655	0.0648384523	0.0095102822	-0.1827415164	-0.1401506824	0.1020083303	-0.0997497156	-0.110469214	0.1512085936	0.252578	2.300000000005076e-05	5.290000000023349e-10	0.063795646084	-0.0958849	0.0349511	0.00122157939121	0.00919391404801	-0.0803124999999999	-0.0037529999999998	1.4085008999999212e-05	0.0064500976562499	-0.00478694	-0.0001647799999999	2.29147945636e-05	2.7152448399999932e-08	0.000124413	0.00013357209	1.7841503226968102e-08	1.5478594569e-08	-0.00300683	-0.0005433399999999	2.952183555999998e-07	9.0410266489e-06	0.7134287893	-1.935142426	1.12989697	-0.4124111537	-1.351529867	-0.3906738957	0.2334363374	-0.4142119192	1.50309244	-1.390060979
