global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_02	aroma_motion_04	aroma_motion_08	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_18	aroma_motion_20	aroma_motion_21	aroma_motion_25
58670.69902517702	n/a	3442250924.102908	n/a	99885.81329345705	n/a	n/a	9977175697.29536	57512.168987771736	n/a	3307649581.678013	n/a	69547.2112068458	40569.73785776332	n/a	n/a	n/a	n/a	-0.0360104274	0.0352195125	-0.1151000266	-0.0584474032	-0.023625239	0.1224864037	-0.0388599715	-0.0945346727	0.0279984128	-0.0930920065	0.062651018	-0.1599501377	0.1626205092	-0.0635052659	0.0076971471	-0.2223503346	0.0058306792	-0.0306059393	0.1601269408	-0.1845029423	0.0466631825	-0.1766455865	0.0144077635	0.0601729142	-0.0563686148	-0.055175436	0.0418338047	-0.0759976835	0.2144192803	-0.0250296757	0.0159835297	-0.0672110997	0.0768377147	-0.020742532	0.0709656509	-0.1276155104	-0.0496071815	0.1172444651	-0.0123530629	0.1403074554	-0.1984568776	0.1456255934	-0.0085387982	0.1182054705	-0.0669644426	0.095699174	-0.0552660428	0.0566992799	-0.2224894262	0.0502565586	-0.032747796	0.0869534035	-0.0292126744	0.1206594925	-0.0429450853	0.1114172117	-0.0309229541	0.1576655592	0.0304818706	-0.1989186497	0.1643619509	0.175608	n/a	0.0308381696639999	n/a	-0.0333318	n/a	n/a	0.00111100889124	-0.134419	n/a	0.018068467561	n/a	0.00457672	n/a	2.0946365958400003e-05	n/a	0.000737115	n/a	n/a	5.433385232249999e-07	-0.00160863	n/a	n/a	2.5876904769e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.213631913	-0.2734014888	0.257843934	-1.149455627	0.2649640295	-0.5631174696	0.9384030529	-0.3959304061	-0.02768580791	-0.4883556394
59454.27343932376	783.574414146744	3534810630.197879	613988.862505413	100944.28090922038	1058.4676157633369	1120353.6936197225	10189747848.279594	57767.59124817099	255.422260399253	3337094598.6157613	65240.5311074638	69921.36311346081	54097.1237628692	2.150941	69.087166	0.22966635	0.118482	-0.1615370973	-0.0309575293	-0.0690289913	0.0163031078	0.0590351832	0.1262296993	0.086844718	0.0057001048	-0.0959515442	0.0008111489	0.0200705441	-0.2835750552	0.1369267725	0.114931795	-0.1248692587	-0.093322584	0.0358643996	0.040371248	-0.1341618829	-0.0978273261	-0.1068479232	-0.0028221059	-0.1732191384	0.0024283672	-0.0821359612	-0.0115515847	0.001665213	-0.1566446223	0.1109058384	-0.0131183341	-0.1353168315	-0.2037698853	0.0230381319	-0.034884776	-0.1328975161	-0.1298867641	-0.0362986029	0.1368027657	0.0667736668	0.0995145549	-0.1766537189	0.1325569964	-0.0037766548	0.148321213	-0.0195208399	0.1667681922	-0.0534527721	0.1351935503	-0.0710467511	-0.0516513257	-0.0496970116	0.0075521085	-0.1589493483	0.1217743285	0.0612861679	0.02246337	-0.0639793507	0.0520517631	0.070773731	-0.1029791272	0.1640657595	0.150484	-0.0251239999999999	0.022645434256	0.0006312153759999	-0.0823953	-0.0490635	0.00240722703225	0.00678898546209	-0.164235	-0.0298159999999999	0.0269731352249999	0.0008889938559999	0.00280204	-0.00177468	7.8514281616e-06	3.149489102400001e-06	0.0007970139999999	5.989899999990001e-05	3.587890200988022e-09	6.352313161958406e-07	-0.000929952	0.000678678	4.606038276840001e-07	8.648107223039999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2927685353	-0.2895170864	0.7136197634	0.03732474418	-0.1183473467	-0.2994044282	1.443738597	-0.4249419844	1.759642919	-0.4254172568
58793.80743728604	-660.4660020377196	3456711792.9726715	436215.339847689	101982.1983642578	1037.9174550374155	1077272.6434713453	10400368783.206823	57885.86074676003	118.26949858904118	3350772874.393294	13987.674296503214	69725.48646500566	22782.670210496733	3.464147	111.266678	0.2633862	0.189236	0.1557081954	0.004201778	0.1701826181	0.0166211505	0.0963293957	-0.0662387343	0.0114704464	0.1418387148	-0.1442216877	0.0310202397	-0.0534717152	-0.0394668931	0.0333503842	0.1304340398	-0.0867942791	0.0880077384	0.0520609042	0.1025690621	-0.0520281191	0.074669287	0.2241010834	-0.0259174552	-0.0804394693	-0.1469870926	0.1332301909	0.0725913108	-0.108521575	-0.0222962653	-0.1044602007	0.090229992	-0.0840947097	-0.1500238972	0.0512206695	-0.0034474656	-0.1551369477	-0.0613322559	-0.082118463	0.0174716032	0.0809466079	0.1131320568	0.0525037899	0.0101016092	0.0637755245	0.1568874757	-0.0709774384	0.0615032837	0.2049384718	-0.0149990352	-0.0843708411	0.1003769296	-0.106534275	-0.0422690354	-0.2056200334	0.1602873291	0.0939119458	-0.03720301	-0.0783665003	-0.2227844143	-0.0247895661	0.0287070127	0.1634739106	0.133729	-0.016755	0.0178834454409999	0.000280730025	-0.0745267	0.0078686	6.191486596000005e-05	0.00555422901289	0.0167822	0.1810172	0.00028164223684	0.0327672266958399	0.00215848	-0.00064356	4.6590359104e-06	4.141694736000001e-07	0.000287544	-0.0005094699999999	2.5955968089989805e-07	8.268155193599999e-08	-0.000928074	1.8779999999999708e-06	3.5268839999998904e-12	8.61321349476e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.470191642	0.4399542772	1.161915666	-1.224446423	1.382845546	0.3804578131	0.7722773684	0.408395959	1.831662149	-0.1299442379
58788.95274486879	-4.854692417255137	3456140964.838415	23.56803846615453	101357.218653361	-624.979710896805	390599.639032654	10273285773.14523	57700.6543687291	-185.20637803093268	3329365514.5795364	34301.402463336744	69901.60051160984	40538.2307502952	2.744944	88.166222	0.21046054	0.109435	-0.0355185463	0.1289985279	0.0272977456	0.1190618119	0.0070725313	0.0894197024	-0.078075009	0.0691909939	-0.1019119276	0.0527293448	0.0817244195	0.0354360083	-0.1168948982	-0.0417369001	-0.2198241891	0.0127653073	-0.0649971373	0.0158556749	-0.0566557697	-0.2068639352	-0.0429039468	-0.0829546206	-0.0443403542	-0.0203381601	-0.0586411514	0.0583651917	-0.103500807	-0.0378878351	-0.0354047862	-0.0924044384	-0.0715125594	0.0280214025	0.0512518936	-0.0789211262	0.0391640951	0.0776609459	-0.0313110549	0.065067	0.0658148701	0.0356479204	-0.0853988172	0.01012642	-0.0063698079	0.1433668705	-0.0604818385	-0.0359530729	0.100719057	0.0765454041	-0.0105643595	0.0013840027	0.0419162121	0.0851944773	0.0580885313	0.1517189655	1.78371e-05	0.1631775383	-0.0966177171	-0.1482326215	0.0569650573	-0.069720509	0.1625874706	0.0862146	-0.0475143999999999	0.00743295725316	0.0022576182073599	-0.00965901	0.06486769	0.0042078172059361	9.329647418010002e-05	-0.0547278	-0.07151	0.00299513209284	0.0051136801	0.0020913	-6.718000000000002e-05	4.373535689999999e-06	4.513152400000003e-09	0.000229631	-5.791299999999999e-05	3.353915568999998e-09	5.2730396161e-08	-0.00133435	-0.000406276	1.6506018817600004e-07	1.7804899225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.081819066	0.7252433444	1.025292484	-0.365887851	0.0350252532	-0.6171867604	-0.6439757448	0.5765743576	1.303058851	-0.6641618011
58610.17093842238	-178.78180644640815	3435152137.431092	31962.93431624095	101317.19492594402	-40.02372741697764	1601.8987563485273	10265173987.661736	57670.15177544941	-30.502593279685243	3325846405.803371	930.4081967858992	69918.6758989968	29946.65391777465	1.983832	63.719681	0.17400389	0.0721862	0.0777558371	0.0195807757	0.0841599741	0.0510611056	-0.0344863428	0.071037564	-0.0411192559	0.0467926293	-0.0538863494	-0.0080117303	0.0685838379	0.0396124772	-0.0638296157	-0.0278978133	-0.1059844896	0.0536820166	0.2039308822	-0.0123629469	-0.0062915536	-0.1464030882	0.0801796022	0.0332217518	0.1814540711	-0.0253167439	-0.0051620255	0.0837667282	-0.1066079111	0.0323906974	0.0257430215	0.0002780304	-0.0500222038	-0.031010565	0.1081440765	-0.090596395	0.0372673251	0.0681690701	-0.0412629313	0.0072420764	0.0595554783	0.0441584419	0.0044980608	-0.0116565518	0.0139190131	0.1077507152	-0.048484912	0.0295850539	0.0240477855	-0.1000233171	-0.0685037233	0.1786862095	-0.0681080098	0.0540606685	-0.0490847265	0.0819646059	0.0137614494	0.1702836369	-0.0643806346	-0.0224501993	-0.0780520407	-0.0153355257	0.161408037	0.0407951	-0.0454195	0.00166424018401	0.00206293098025	-0.0526198	-0.04296079	0.0018456294774241	0.00276884335204	-0.0279441	0.0267837	0.0007808727248099	0.00071736658569	0.00236848	0.00027718	5.609697510400001e-06	7.682875240000009e-08	-0.000176489	-0.00040612	1.649334544e-07	3.1148367121e-08	-0.000840852	0.000493498	2.43540276004e-07	7.07032085904e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1462901105	-0.0295537328	0.547438795	-1.008863507	1.581197676	-0.307789443	-0.0837512477	0.4878519512	0.9628383891	1.830533931
58238.05787802297	-372.1130603994097	3391671385.403953	138468.12971981475	100919.0980122884	-398.0969136556087	158481.15266212114	10184664343.613874	57425.626580790136	-244.52519465927617	3297702588.1963506	59792.5708231569	69399.34936357856	21069.23659880265	2.077612	66.73188	0.23691265	0.110836	0.1652047777	-0.0758838741	0.0871383544	-0.0941050609	-0.0271309937	0.01052741	-0.0278022609	-0.0732410288	-0.002934496	-0.1933137585	0.0592752175	-0.0446661299	-0.1128433644	-0.0532199861	-0.2303207439	0.1588591323	-0.0140111823	0.2103301346	-0.1508400161	-0.0023752105	0.0162629344	-0.0339979698	-0.0007009053	0.0414264786	0.1218797576	-0.001385629	-0.071291134	0.0512094606	0.1264580244	0.1766104104	-0.0122434387	0.0290228964	0.1907224382	0.0124152879	0.0426271199	-0.0013719773	-0.0640863833	-0.016372536	0.0409856208	0.0955863028	0.0423861218	0.0201748733	-0.0816783997	0.1115134551	-0.1674123113	-0.1410803856	0.004312823	0.0245650187	-0.0423227445	-0.0002727604	-0.0547131068	0.0258671598	0.0561234915	0.1847848511	-0.0895653515	-0.0052484148	0.0296530701	-0.109434272	-0.0650903923	0.1666020651	0.1599377353	0.0764207999999999	0.0356256999999999	0.0058401386726399	0.0012691905004899	-0.0213196	0.0313002	0.00097970252004	0.00045452534416	0.0537475	0.0816916	0.0028887937562499	0.00667351751056	0.00337945	0.00101097	1.14206823025e-05	1.0220603409e-06	-0.000320604	-0.000144115	2.0769133225e-08	1.02786924816e-07	-0.00145167	-0.000610818	3.7309862912399993e-07	2.1073457889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07279852309	0.3038491511	1.310716224	0.7579506146	0.84359402	0.0799921735	-0.3387165707	0.2029066712	-0.102009953	-0.5590522902
58728.586462225474	490.5285842025041	3449046867.8510933	240618.2919197132	99994.92645263672	-924.171559651688	854093.0716690333	9998985316.268229	57379.5865645903	-46.04001619983319	3292416954.323312	2119.683091680902	69577.58411978382	33760.35478080923	2.331612	74.890213	0.25497866	0.146301	0.0352633676	0.015258567	-0.167346059	-0.1303571033	-0.0257658738	0.1087086679	0.0168145774	-0.1239906069	0.0680953295	-0.0649753983	-0.0748640612	-0.114864177	0.0435115496	0.0453675305	0.0887085385	0.0335524062	-0.1009801798	-0.2364859171	-0.0317301319	-0.0871693087	-0.0632688376	-0.0567556401	-0.0552121503	0.1103066105	-0.0605333809	-0.1174430152	0.1425425758	-0.0585969254	0.1641490572	-0.015781612	0.0265436271	0.0293388847	0.0236856912	0.091156027	-0.0633836853	0.130635216	-0.0102297236	0.0254464569	-0.0146002125	-0.0019390885	-0.0892310247	0.0237245631	0.0767172676	0.0175650369	-0.1893063421	-0.0785687516	-0.0544675109	-0.0212646621	-0.0420866139	0.0472521465	0.0529762134	0.1200183319	0.0777161181	-0.0179549918	0.0575247094	0.0360801744	0.0672037848	-0.0552664115	0.0945645145	0.0565617108	0.1581792149	0.0345251	-0.0418956999999999	0.00119198253001	0.0017552496784899	0.0468733	0.0681929	0.00465027161041	0.00219710625289	-0.0672992	-0.1210467	0.00452918232064	0.01465230358089	0.00329115	-8.829999999999992e-05	1.08316683225e-05	7.796889999999987e-09	-3.69868e-05	0.0002836171999999	8.043871613583998e-08	1.36802337424e-09	-0.00155662	-0.00010495	1.1014502500000031e-08	2.4230658244e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.800377877	-0.4877963955	0.8034739418	-1.029605389	0.5530621101	-0.3787083775	0.09733278028	-1.159428129	0.4521310405	-0.6255989779
59204.601886238255	476.0154240127813	3505184884.5079665	226590.683898068	100677.1201985677	682.1937459309847	465388.30698734894	10135882531.476849	57532.2430954745	152.6565308841964	3309958995.596773	23304.016421597607	69441.47047499058	40764.9323470785	1.501605	48.230801	0.1439759	0.0772498999999999	-0.0321183512	0.1544260816	-0.107925812	-0.0037267583	0.0947470131	9.22358e-05	0.0410865054	-0.0562021437	0.0136651293	-0.0139544755	-0.0100337872	-0.1527678815	0.2249457191	0.0371974066	0.0115860225	0.2273697343	0.0475644098	-0.0182218464	0.130614283	-0.0021835422	-0.1118549767	0.0110915645	0.1429282731	0.0799890872	-0.0142573439	-0.0671785502	0.1061298334	-0.0709305295	0.0088198144	0.1290690449	-0.0055159946	-0.1897252873	0.0854311528	0.0125554092	-0.0318639649	-0.0809944323	0.0080351917	0.0444076217	-0.0448060882	-0.0552897746	-0.1086170271	0.0421312756	-0.0432358742	0.1409524326	-0.1935538423	-0.080642815	-0.0594549222	0.1272219531	0.0425776624	-0.1178752246	0.1446260821	0.0574734485	0.0398404534	-0.0906334105	-0.0640233904	0.1411128994	-0.053351335	0.0804471819	-0.0185180909	-0.0244885126	0.1561356449	-0.0255396	-0.0600647	0.00065227116816	0.0036077681860899	0.0624242	0.0155509	0.00024183049081	0.0038967807456399	-0.099215	-0.0319157999999999	0.0098436162249999	0.0010186182896399	0.00385497	0.00056382	1.48607937009e-05	3.178929924000001e-07	-3.69868e-05	0.0	0.0	1.36802337424e-09	-0.00139155	0.00016507	2.724810490000001e-08	1.9364114025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1158332402	0.05838423983	1.385225138	0.7028990805	-0.1576244752	-0.3763841575	-0.1440751629	-0.9082168896	-0.06162939375	1.583457483
58774.5419254663	-430.059960771956	3454446778.548396	184951.5698591763	101956.01503499348	1278.8948364257812	1635572.0026365258	10395029001.815817	57756.38478522157	224.1416897470699	3335799983.458574	50239.49708267174	69160.24431577337	22241.577621554738	2.809774	90.24855	0.45026426	0.269717	0.1777808059	0.0039226245	0.1490732023	-0.0480008269	0.1309787339	-0.1262084281	0.2031670647	0.0884278938	-0.1798434374	-0.1033411804	-0.1091881262	0.092339104	0.099593501	0.1837760551	-0.1301921287	-0.0498719229	-0.1832247199	0.0377158772	0.2337212807	0.1038811041	-0.1304027904	-0.1102171958	0.1120781814	-0.0132838268	0.2163446137	-0.0266180496	-0.1174859203	-0.1278871632	-0.1493804758	0.3136298042	0.0740155076	-0.1252901262	-0.047210213	-0.1952136382	-0.0341802086	0.021327876	-0.0850959761	-0.0666834146	0.0555402525	0.0767198552	0.2228927749	0.017844569	0.0393090196	0.0695220533	-0.2082831707	-0.0381663854	0.2082842302	0.1071038046	-0.0908753571	0.0367529102	-0.0868110431	-0.1045079115	-0.1623284738	-0.2261557621	-0.1771248662	-0.1364048456	-0.1182583736	-0.0461385165	-0.065301974	-0.0568042338	0.1538107079	-0.00344515	0.0220944499999999	1.1869058522500002e-05	0.0004881647208024	-0.0732204	-0.1356446	0.01839945750916	0.00536122697616	0.118809	0.218024	0.0141155784809999	0.0475344645759999	0.00292563	-0.00092934	8.5593108969e-06	8.636728356000006e-07	-0.000380591	-0.0003436042	1.1806384625764001e-07	1.44849509281e-07	-0.00160863	-0.0002170799999999	4.712372639999997e-08	2.5876904769e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03713291359	0.5505620289	1.612020828	-1.808857434	0.6698388915	0.9630390545	1.385183819	0.2499511166	0.9302800816	-0.3897965609
58614.640198132045	-159.90172733425425	3435676045.556477	25568.56240447819	100817.71602884927	-1138.2990061442106	1295724.6273888976	10164211865.273691	57596.12333429139	-160.2614509301784	3317313423.138905	25683.732654245978	69173.63499964676	21861.42230970173	0.976483	31.364157	0.25972025	0.130651	0.1906401115	-0.01476488	0.0765703487	-0.1550942509	0.1187299315	-0.1701187856	0.0592101273	0.0222882497	-0.0354960017	-0.0764016717	-0.0823955299	-0.0453685513	0.0262351311	0.0590504909	0.0335753383	0.0939967693	-0.3101181838	0.1818075359	-0.0048722857	0.0425732688	0.005890666	-0.1694118978	-0.0091432531	0.0034017883	0.1996939134	-0.008105381	0.0020755191	-0.0275619881	-0.0744923166	0.4424585314	0.0011237736	0.0220561899	0.0415236168	0.0755601571	-0.0133694598	-0.0421279192	-0.1002959593	-0.0950929223	0.0143401522	0.0775877661	0.3361817795	-0.0071151065	0.0408527972	0.0104331678	-0.1432362755	-0.2709309448	-0.0692971466	-0.003816747	-0.0491817616	0.2012964949	0.0369507673	-0.1543566378	0.2363009188	-0.0419924287	-0.3162699298	-0.3019575269	0.0839929235	0.2224403998	-0.0480448625	0.0008601304	0.1512085936	0.0167688	0.02021395	0.00028119265344	0.0004086037746025	-0.0170216	0.0561988	0.00315830512144	0.00028973486656	0.220747	0.101938	0.0487292380089999	0.010391355844	0.00221549	-0.0007101399999999	4.9083959401e-06	5.042988195999996e-07	0.000536659	0.00091725	8.413475625e-07	2.88002882281e-07	-0.00160863	0.0	0.0	2.5876904769e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.410518231	0.873937792	2.494233137	0.1229916765	1.764771489	1.198494347	0.7062156399	-0.3764070683	-0.5163499444	0.5536013314
