global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_11	aroma_motion_15	aroma_motion_20	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_29
60177.281605344775	n/a	3621305221.408967	n/a	102410.39448078166	n/a	n/a	10487888897.709314	59152.40561023622	n/a	3499007089.4779058	n/a	72190.36244090175	26377.80650133315	n/a	n/a	n/a	n/a	-0.0861425489	-0.0116767392	0.0554511201	-0.1103834231	0.030060551	-0.0017600142	0.1088621928	-0.0316163147	0.0342313319	0.175642019	-0.0217017982	0.1008415774	0.0148109289	-0.02464463	0.0177305757	-0.007448559	0.0932248952	-0.017119168	0.0462305125	-0.058839926	0.09197272	-0.04485484	0.026087922	-0.0375698387	0.065447894	-0.0343652907	0.0567392591	-0.1126790219	0.0185646259	-0.0587420693	0.0009212011	-0.0706322626	0.1019303475	-0.0564949439	0.029232281	-0.0862955688	-0.0405152364	0.1589133929	-0.0695531396	-0.061020274	0.0838049885	-0.0216746785	0.0682093384	-0.205944231	0.0616706301	-0.0898007851	-0.0705531383	0.0131936976	-0.0493769235	0.074459095	-0.0445762847	0.0790502156	-0.0168161637	0.0898605871	-0.028904362	0.0403205737	-0.0479465358	0.157160851	-0.0560916518	0.0328901777	-0.0560140596	0.0332047436	-0.0273491943	0.0488810836	-0.1536787226	0.0048502794	-0.0163031544	-0.0966973402	-0.0558144086	0.0422048455	-0.0409366316	0.00507165	-0.1364665955	0.0762131525	-0.062385808	0.009865754	-0.0606261171	0.1133974783	-0.041188801	0.0075567813	-0.0694935603	0.070768763	-0.0327321724	0.0517944298	-0.0824829276	0.1071732138	0.0506463213	0.1389598599	-0.0092990784	0.0159964555	-0.0861867842	0.1217078847	0.1216831682	0.1216419777	-0.148401	n/a	0.022022856801	n/a	-0.089323	n/a	n/a	0.007978598329	0.0992014	n/a	0.00984091776196	n/a	0.00289941	n/a	8.406578348099999e-06	n/a	-0.00106322	n/a	n/a	1.1304367684e-06	0.00102941	n/a	n/a	1.0596849481e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.501732155	-0.9461618805	0.3851460485	-1.243933223	-0.1297661505	-0.2198201922	-0.6098485715	-0.6681053511	-0.0626549213	0.4203327755	1.80502237	-0.7578683779	1.014274034	1.030245384
60063.90314805244	-113.37845729233231	3607672461.378624	12854.674577989224	103028.81709766634	618.4226168846799	382446.5330744956	10614937152.544384	59016.14334399606	-136.26226624016272	3482905175.1990905	18567.40520090499	71960.43256025139	26448.63456162576	0.771177	21.898291	0.0914652	0.0533291	-0.089013016	-0.1432122852	-0.053956105	-0.0319402257	-0.0293769642	-0.0296603264	-0.0438518191	0.0281189443	0.0355382423	0.0942057613	-0.0154284008	0.0941172359	-0.0214255485	-0.0489270204	-0.0437398736	0.0212895362	-0.0227927691	-0.1069093173	-0.1980988332	-0.0753962058	0.045649764	0.0772579756	0.0878745139	-0.0370255694	0.0462471842	-0.0838910505	-0.0830221434	-0.1690998671	-0.106477214	-0.0852862889	-0.0453450015	-0.0242375666	-0.1247069576	0.0576333937	-0.0714049287	0.104466063	0.1695132996	0.1227911779	-0.0651968437	-0.0521406678	-0.0076445293	-0.08788807	0.1118814418	-0.0402871353	-0.0179631292	0.0188989213	-0.0324842438	0.0727644062	0.0316407721	0.0154555719	-0.0141033039	-0.0163022999	-0.0790942581	0.0426373551	-0.0254472568	0.0470613864	-0.0394397717	0.0489508959	-0.0119931847	-0.1833851763	0.0322724059	-0.0263644877	0.0711571021	0.0232605521	-0.1145753125	0.0570265822	0.0045770725	-0.1026690995	-0.0383845869	0.0418169642	-0.0446542275	-0.0081930811	-0.1781928435	0.031455925	-0.0810834158	-0.0647837907	-0.0236098725	0.0283064483	-0.1245218054	-0.0654749424	-0.0791445002	0.0142283632	-0.084126654	-0.009591683	-0.0229542146	0.0672522425	0.0812948284	0.0754934843	0.014651436	-0.0538687888	-0.1056628312	0.1216419777	0.1214196295	0.1210493502	-0.148438	-3.699999999998149e-05	0.0220338398439999	1.3689999999986303e-09	-0.0891994	0.0001236	1.5276960000000366e-08	0.00795653296036	0.136	0.0367986	0.018496	0.00135413696196	0.00362755	0.00072814	1.31591190025e-05	5.301878595999999e-07	-0.00106322	0.0	0.0	1.1304367684e-06	0.00139139	0.00036198	1.3102952040000004e-07	1.9359661321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.998516917	-1.341503976	0.1047801625	-1.254753639	-0.4030063676	0.9481459625	0.02410900637	-1.497594835	-0.5384691654	1.50986997	1.092145435	-0.4120535584	0.1058153183	1.230505198
59995.88822098157	-68.01492707087164	3599506603.4245152	4626.030304455987	102610.55409702034	-418.2630006459949	174943.93770939152	10528925812.097538	59121.44678272638	105.3034387303196	3495345469.6827474	11088.814208430176	72153.36704335794	25514.058044180336	0.7619439999999998	21.636101	0.0973955999999999	0.043622	-0.0918052852	-0.0693546079	0.0155832108	-0.0147291703	-0.0897949225	0.0750345021	0.0100140765	0.0862546036	0.0767645751	0.1668137511	0.010728833	0.1029058818	-0.0830782467	0.0238844224	-0.0641654142	0.082129238	0.008295856	-0.0174902154	0.0010889388	0.0822854452	-0.0687405572	-0.0013822337	-0.1003604121	0.0588575936	-0.0170625863	-0.0038069287	-0.036015388	-0.0276759793	0.073010332	-0.1283096864	0.1120979231	-0.0936741195	0.0752984455	0.1003521224	-0.2218093373	-0.0113040963	-0.0406352092	-0.0413890989	-0.0500846806	0.0204949031	0.1927788408	-0.0502311434	0.1015725514	-0.1480737494	-0.0160087526	-0.0312389192	-0.0907282338	0.138361038	-0.0781969839	0.0749458185	0.0256987497	-0.0686147964	0.0512198626	-0.0428278461	-0.0292369743	0.0998590352	-0.0272947651	0.0612659426	0.0724239979	0.0390321922	0.1454292249	-0.0239868252	0.0733505118	0.0321154566	0.054059588	0.0159131985	-0.0088403441	-0.0920588036	-0.0332728274	0.0318433952	-0.0295938238	-0.0452943597	-0.1581194392	-0.0063031215	-0.0269457436	-0.0253304376	-0.0432859635	0.0262174347	-0.1495580771	-0.1216232666	0.0068280349	0.023735921	0.0515067155	-0.0066506223	0.0985319058	0.0854927514	0.0231381836	0.0627513616	0.0519127606	-0.0274267311	-0.0468565389	0.1215101995	0.120893123	0.1198669825	-0.13437	0.0140679999999999	0.0180552968999999	0.0001979086239999	-0.0749138	0.0142855999999999	0.0002040783673599	0.00561207743044	0.106964	-0.029036	0.011441297296	0.000843089296	0.00306527	-0.0005622799999999	9.3958801729e-06	3.161587983999996e-07	-0.00115484	-9.162000000000016e-05	8.394224400000029e-09	1.3336554256000005e-06	0.00124517	-0.0001462199999999	2.1380288399999963e-08	1.5504483289000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8010924	-1.61605937	-0.9648442563	-1.894367199	-0.8594571509	-0.07397710244	-0.4217489399	-1.279849397	-0.8443554543	0.5746844706	1.04502857	0.08967628647	-0.8853098416	0.3532801127
60251.69472229612	255.80650131454604	3630266716.908766	65436.96611478885	102443.37058906654	-167.18350795379956	27950.32533173816	10494644177.648825	58924.52875861221	-196.91802411417305	3472100089.424517	38776.70822103003	71752.10951337639	26145.007840611623	0.8297069999999999	23.560286	0.19331405	0.0893606	-0.0857193208	-0.0728155221	0.0840582602	0.0323292606	0.0369146926	0.0119791463	-0.0635696012	-0.056343691	0.1429033298	0.0594742338	-0.094053344	0.0481405835	-0.0372740231	0.0168059475	-0.051903776	0.1179794629	-0.0978518823	0.0474955908	0.1657939384	0.0662204822	-0.1365012229	0.0843184577	-0.1891203799	-0.0340932632	0.0065338343	0.0104713124	-0.1275623133	-0.169415122	0.1300880204	0.1380458244	0.0174999681	-0.0781553866	-0.1162955349	0.0527097031	0.0207158653	0.0329547899	-0.032861426	0.143337536	-0.0203384525	-0.0046329169	-0.0827941498	-0.1016275669	-0.0275008239	-0.0105688402	0.0118764725	-0.0386820502	-0.0648067604	0.1231554729	0.0235063156	0.0096036107	-0.0659495497	-0.0368487138	-0.0386145706	0.0253313929	-0.0710018853	0.0369675855	-0.0148310189	-0.0178685321	0.0989671302	0.1665932944	0.08615516	0.0445482368	0.1328145817	0.0966123772	0.0045642948	-0.0636188133	0.0761069015	-0.0908254558	-0.1049515294	0.0565342647	-0.0206548111	-0.0048620779	-0.1341013893	0.0200552451	-0.053954585	0.0163473702	-0.1006928576	0.0762347513	0.0395748462	-0.0947014214	0.0481529768	0.1503627033	-0.0385845049	0.0127919473	0.031820851	0.0584258381	0.0530215723	0.012150682	-0.1664038643	-0.0230050822	-0.0208131293	0.1213126213	0.1201047889	0.1181006348	-0.170523	-0.036153	0.029078093529	0.001307039409	-0.105788	-0.0308741999999999	0.0009532162256399	0.0111911009439999	0.0620159	-0.0449481	0.00384597185281	0.00202033169361	0.00354291	0.0004776399999999	1.25522112681e-05	2.281399695999997e-07	-0.000151925	0.001002915	1.005838497225e-06	2.3081205625e-08	0.00139139	0.0001462199999999	2.1380288399999963e-08	1.9359661321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.595719338	-0.5792721477	0.2878556774	-1.630446569	-0.4767843224	-0.5040893204	-0.371700338	-0.6327779201	-1.011916712	-0.5779445658	0.2589735981	1.378656434	0.5963656461	1.360512569
60416.18944961068	164.49472731456626	3650115947.6112494	27058.515314293512	102562.48584362888	119.11525456233358	14188.44386944953	10519063502.424574	58886.251015009846	-38.27774360236072	3467590558.602748	1465.1856552880668	71699.64844182426	26529.32029781104	0.786678	22.338453	0.0547013	0.0289788	-0.0776303312	-0.0082064475	0.1400599156	-0.0902325728	0.0213680828	0.0481221721	-0.1441397451	0.034191363	0.0033227786	-0.0510618361	-0.0876259102	-0.0724344591	0.1642745814	-0.0471058207	0.095763312	0.1324347053	-0.1473969503	0.0178969434	-0.0140720055	-0.0167643446	-0.0617794993	0.0034706538	-0.1003875159	-0.0689061118	0.0284014579	0.1191403294	0.0071832995	-0.0974374376	0.19586822	-0.1142098027	0.0589344022	0.043716257	-0.011609947	-0.1198378718	0.0432775218	0.010241283	-0.0561675529	-0.0911854087	-0.0974398647	0.0841258385	-0.0741227961	-0.0688515965	-0.1344992865	-0.0216834537	0.0814259921	-0.076161932	0.0192163187	-0.0288159194	0.1071711182	-0.0071176348	-0.0105403069	-0.1912061969	-0.0838557574	0.0014408683	-0.0570721771	-0.0695516196	-0.0154867238	0.0110476792	0.0122699877	-0.0261573777	0.037836941	0.0912795638	0.1937520797	0.165972759	0.0325727487	-0.1340568439	0.0446104611	-0.0778637586	-0.1252245541	0.0660698517	-0.0445197763	0.0408163553	-0.1682093018	0.0611040921	-0.0540965178	-0.0867739031	-0.0233439938	-0.0347863208	-0.0161919555	-0.0913167625	-0.0853378672	0.0825567884	0.0128358202	-0.0037416209	0.0247175562	-0.0613011202	-0.0039075388	-0.0632647581	-0.0239339532	-0.1336738597	-0.0204844632	0.1210493502	0.1190563346	0.1157589128	-0.170542	-1.899999999999125e-05	0.029084573764	3.6099999999966736e-10	-0.112552	-0.006764	4.575169600000008e-05	0.012667952704	0.0768536999999999	0.0148377999999999	0.0059064912036899	0.0002201603088399	0.00401401	0.0004711	1.6112276280100002e-05	2.2193521000000035e-07	-0.000151925	0.0	0.0	2.3081205625e-08	0.0015819	0.00019051	3.6294060100000035e-08	2.50240761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.566996347	-1.251115054	0.4806520941	-1.048360729	0.1852704801	-0.2020013694	-0.293826685	-1.215496209	0.06398311076	1.098873694	0.2668310488	1.436828923	-0.8169335638	0.6794726633
60502.245444454034	86.05599484335107	3660521703.820959	7405.634248478866	102995.54125787306	433.05541424418334	187536.99180620123	10608081519.002232	59026.26675688977	140.01574187992082	3484100167.25551	19604.40797418461	71885.95462696033	27723.52564008404	0.985484	27.983736	0.0858407	0.0543345	-0.0737947432	-0.0062728058	0.0294635554	-0.1943205853	0.0696580762	-0.0680252622	-0.0652432974	-0.1415115171	0.1070402061	0.0625512528	-0.029489782	0.0090145756	0.1158512892	0.0645095366	0.0273488155	0.1033297435	-0.0071248767	0.1082447279	-0.0591596425	0.0194712998	0.0305367978	0.0273776984	0.1607182777	0.0763126422	-0.0486913829	-0.0665500334	0.0679620257	0.099220448	-0.0352087796	0.1199732257	-0.0353268491	-0.1214156396	-0.0684971966	0.1911006978	-0.1544705019	-0.006756668	-0.0632150905	-0.093068029	-0.0231327741	0.0703356723	-0.0841596831	-0.050549698	-0.0099637082	-0.0230762464	0.15563992	0.0076106589	-0.1216020165	0.0056585617	0.1700117626	0.0299018701	-0.0752126705	0.0341723822	0.0336083279	0.0092918467	-0.0957286513	-0.0073802182	-0.0008037641	0.0360167188	-0.1043585795	-0.0317443608	-0.0460645768	0.0457315167	-0.0340881553	0.0116930817	-0.0641682569	0.0657985029	-0.0513522789	-0.0729050358	-0.1576413164	0.0588171284	-0.0654815049	0.0848169093	-0.1362594347	0.1122100602	0.0933849318	-0.0514436481	-0.0651340667	-0.0091929894	-0.0287061567	-0.0776805116	0.006798342	0.0044774174	0.0105755057	0.0503281019	-0.0599296837	0.0290213151	0.1245284351	0.0098970173	3.23784e-05	-0.0446737843	0.095320362	0.1207205288	0.1177500307	0.1128532249	-0.187784	-0.017242	0.035262830656	0.000297286564	-0.105779	0.006773	4.587352900000002e-05	0.0111891968409999	0.027342	-0.0495116999999998	0.000747584964	0.0024514084368899	0.00406978	5.5770000000000125e-05	1.6563109248400003e-05	3.1102929000000134e-09	-0.000151925	0.0	0.0	2.3081205625e-08	0.00139139	-0.00019051	3.6294060100000035e-08	1.9359661321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.284024633	-1.558272673	-0.3599798829	-0.5515770035	0.8784710419	0.43781232	-0.6813968431	-0.8191032433	1.416886531	1.462094702	0.05689976852	1.305095032	1.677822798	1.991750469
60481.43617442684	-20.809270027195453	3658004121.721267	433.02571906473503	102741.66992692184	-253.87133095122408	64450.652678945946	10555850739.372557	59092.30093503937	66.03417814960267	3491900029.7972546	4360.512683893462	71962.48018911439	29556.16308239189	1.27902	36.318947	0.10922579	0.0587799	-0.0531782302	0.0276925528	0.0370942309	-0.1334499022	0.0268803601	0.0305722547	-0.0488215034	0.1170130045	0.0058595295	0.104333218	0.0026711286	-0.0311855518	-0.0195479502	0.11701342	0.0996059723	0.0500953191	-0.0638115706	0.0522052752	0.182544937	0.0155865487	0.0300480359	-0.0539978303	0.0777501672	-0.0087772998	-0.0615176928	-0.1574117198	0.1146915537	0.0242119494	-0.1558710211	-0.0107135646	0.031179921	-0.0504323547	-0.0738321057	0.0160777743	-0.096438689	-0.0631023852	0.1431738517	-0.0248614412	0.0106382527	-0.0474324517	0.0184501118	-0.0093761223	-0.0173555348	-0.0645566478	0.1303465914	-0.0148263682	-0.0841609682	0.0211268278	-0.010031122	-0.007085569	0.0229819372	-0.1550600364	0.0555863027	-0.0396243412	-0.1006524127	-0.094040759	0.1167370198	0.2162265172	-0.069874097	0.1644557935	-0.0885855475	0.0053724838	-0.0416496821	-0.0860909715	-0.0933989758	0.0529454612	0.0482586188	-0.0406514961	-0.12993107	0.02427058	-0.0726673581	0.092501186	-0.0497459408	0.1444242639	0.0326044818	-0.0290969391	0.0045041213	-0.0006302404	-0.0576713613	0.0180784128	-0.0175712807	0.0331889377	0.0045266689	-0.0520815611	-0.0086175734	-0.0833336308	-0.1190337262	-0.0965102283	-0.018725484	-0.0751376188	0.109423499	0.120326335	0.1161887065	0.1093977275	-0.17703	0.010754	0.0313396209	0.000115648516	-0.0569433	0.0488356999999999	0.0023849255944899	0.00324253941489	-0.00184404	-0.02918604	3.4004835216e-06	0.0008518249308816	0.00389832	-0.00017146	1.51968988224e-05	2.9398531600000156e-08	-0.000389466	-0.000237541	5.6425726681e-08	1.5168376515599998e-07	0.00139139	0.0	0.0	1.9359661321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6324716711	-1.173106961	0.445164776	-0.8139556323	1.836506389	-0.3062990899	-0.06014058612	-0.8052346295	0.6498499719	0.6866240762	-0.1737227022	1.67962962	-1.182838727	-0.861928712
60495.5159599429	14.079785516063566	3659707451.2597065	198.2403601783534	102801.97050125162	60.30057432978356	3636.159264501752	10568245138.940208	59113.631772883855	21.33083784448536	3494421461.380104	455.0046431477288	71870.9754324262	35725.60780682702	1.967089	55.857296	0.39073831	0.163004	-0.028441507	-0.0145862425	-0.0376583775	-0.0761223307	-0.0045906058	0.0500235291	-0.1175470328	-0.0683654842	-0.0296286179	0.0788931585	0.0243629007	-0.0987381148	0.0544309802	-0.0694696228	0.0014917612	-0.0649838592	-0.0608319019	0.0139925635	-0.0138309224	0.0351566998	0.1073193692	-0.030122304	0.0624506255	-0.0445596373	-0.0149952047	0.0284355468	0.1018973585	0.002923207	0.0049025174	-0.1166261308	-0.0649411023	0.0588379336	0.162853683	0.1292683554	0.099501	0.0422621592	0.0871869984	0.0858549559	0.0336392799	-0.1847274668	0.1143416585	-0.0522565156	0.0338976244	0.018516514	0.1268153518	0.0936624982	0.0653623371	-0.0255725708	0.0423345193	-0.0084349877	-0.0455701418	-0.0114539254	-0.0491739875	-0.0677608201	0.1515183666	-0.0208534851	0.1015761715	-0.034355428	0.0545693968	0.0653060554	0.0017205397	0.0110234788	-0.0805646257	-0.0052530654	-0.0968256741	0.1107474752	-0.0449555904	-0.0189069345	-0.0226411834	-0.0744107541	-0.059176922	0.0061200921	0.0846608062	0.1004935969	0.0219673248	-0.0245705234	0.0246086834	-0.1514291033	0.1637909197	-0.0452399512	0.2048011471	-0.0670331971	0.1814733568	0.037994018	0.0988586846	-0.1211330406	-0.080016757	-0.1210808881	0.1239997024	-0.0941301216	0.1142937604	0.1198669825	0.1143757435	0.1054092553	-0.120804	0.056226	0.0145936064159999	0.0031613630759999	0.0331885	0.0901318	0.00812374137124	0.00110147653225	-0.0211938	-0.01934976	0.0004491771584399	0.0003744132120576	0.00193208	-0.0019662399999999	3.7329331264e-06	3.866099737599999e-06	0.000608335	0.000997801	9.95606835601e-07	3.70071472225e-07	-0.000145184	-0.001536574	2.361059657476e-06	2.1078393856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1909758509	-1.180731727	-0.286564257	-0.544757523	1.709107002	1.60297493	-0.9023217134	-1.502480767	0.6741851818	-0.7014599315	-0.3310636484	1.179918056	1.364277983	-1.845969074
60281.15489027604	-214.361069666862	3633817634.905451	45950.66818872128	102585.88627462856	-216.0842266230611	46692.39299528644	10523864062.751024	59083.43662032481	-30.19515255904844	3490852482.8679385	911.7472380642096	71927.0514443035	28975.92406707384	1.959944	55.654411	0.181617021	0.0768840999999999	-0.0603807524	-0.0827566077	-0.0630716451	-0.0182780662	-0.0050348651	-0.0102315026	0.0625702107	0.053227623	0.0987049836	0.1080412928	0.032889656	0.0428264125	0.0510634895	-0.0555438246	-0.0281991697	0.0478293135	0.0198594132	0.116107976	-0.0725266402	-0.0167908682	0.0055111364	-0.1486780131	-0.0210209216	0.0053424526	-0.0948655663	0.0230345843	0.0550397666	0.1552984336	-0.0804376478	-0.0703910961	0.0426868307	-0.0062663166	-0.1120840409	-0.1664182747	0.0728817675	-0.0171836888	0.0559800764	-0.0022250233	0.094218322	0.1752787646	0.1556595051	-0.0681805919	0.0992611505	0.0030901542	0.0569200223	-0.0032169357	-0.0271260545	0.0429745658	0.0186797463	0.0014710731	-0.0851709401	0.0003681503	0.0798283564	0.126398654	-0.0379915474	-0.1278865621	-0.0528527598	-0.0159100986	-0.006742051	-0.0818532462	0.0097336429	-0.0289786224	-0.0178390957	-0.1578457551	0.0745219804	-0.0212604015	0.0369654467	-0.046581839	-0.0743015497	-0.0122792735	-0.0845460141	0.0777417998	0.0166622192	0.0785533466	-0.0688818287	0.0498018334	0.0048783288	0.0280380953	0.0034611987	-0.0046272137	0.1101902629	0.0026293117	0.1160344653	-0.0684375706	-0.0407406877	-0.0966269558	0.0769580428	-0.0205425667	0.0987380475	0.1414276381	0.0044484149	0.1193427198	0.112315068	0.1009072399	-0.142457	-0.021653	0.020293996849	0.000468852409	-0.0256687	-0.0588572	0.00346416999184	0.00065888215969	0.000494381	0.0216881809999999	2.44412573161e-07	0.0004703771950887	0.00262616	0.00069408	6.896716345600001e-06	4.817470464000002e-07	9.45452e-05	-0.0005137898	2.639799585840401e-07	8.93879484304e-09	0.000235319	0.000380503	1.4478253300900002e-07	5.5375031761e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6046774764	-0.8514308539	0.3155014359	-1.427725258	1.492833033	0.2948226972	-0.4853185277	-1.02794177	0.7991850345	1.289604476	-1.067118257	-0.2203491799	0.05962667742	0.8137048362
60139.35805287019	-141.79683740584733	3616742387.011323	20106.343098300305	102631.03615552324	45.14988089467806	2038.511744803615	10533129582.356318	58918.118510088585	-165.3181102362214	3471344688.768843	27330.07757207545	71998.4978090406	29359.212254947648	1.006354	28.576344	0.173298541	0.106716	-0.0478122467	-0.0501053471	-0.023969346	-0.0035173305	-0.1042355793	0.0959909097	-0.0587641549	-0.001365387	-0.070155374	0.0018069838	-0.0509294955	0.0455488621	0.0243745286	-0.0786479239	-0.1530898878	0.0878873815	-0.0585514283	-0.004812165	0.0500878811	-0.2178093371	0.0491674761	-0.0097419689	0.0018302734	-0.095991144	-0.0008557389	0.0066833979	-0.0188401889	0.067161202	0.033263384	-0.0146336881	0.0470515796	0.0258906347	0.1008518706	0.0267646744	-0.0118472317	-0.1001863459	0.0258590882	-0.1205443314	0.0113761747	-0.0331696283	-0.055204941	-0.0003017537	0.03610035	-0.0313581823	-0.0341895161	-0.039682829	0.1060716175	0.1586201661	0.1393932803	-0.0194648995	-0.0343377788	0.0140909101	-0.0742475526	-0.0382226456	-0.0354219289	-0.1051655465	-0.0411602397	0.0917329413	0.0272392172	0.0375708968	-0.06393997	0.1053792011	-0.0455752506	0.0343231741	0.0502885853	0.0216392038	-0.1142937701	-0.0389436157	-0.1643985496	0.0591502734	-0.0279396431	0.0019015457	0.0182059292	0.0755001699	-0.0958880917	-0.0106659495	0.0590455307	0.0262680771	0.097319501	0.0360212128	0.0202230735	-0.0465091329	-0.0531505178	0.0454989373	-0.0306737305	0.0182631374	-0.1765394623	0.0724301286	-0.0360103664	0.0456313342	0.1407382613	0.118753831	0.1100111431	0.0959136145	-0.179421	-0.036964	0.0321918952409999	0.0013663372959999	-0.12522	-0.0995513	0.0099104613316899	0.0156800484	-0.00647586	-0.006970241	4.19367627396e-05	4.8584259598081e-05	0.00310669	0.0004805299999999	9.6515227561e-06	2.3090908089999987e-07	9.45452e-05	0.0	0.0	8.93879484304e-09	0.000351049	0.0001157299999999	1.3393432899999997e-08	1.2323540040099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7577386169	-1.038324533	1.299042061	-0.5658600468	0.9840693467	-0.5432520016	-0.2933071871	-0.9512770221	-1.912370065	1.335826337	0.4204885479	-0.8518286941	-0.111933513	0.04174816963
