global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_09	aroma_motion_11	aroma_motion_13	aroma_motion_15	aroma_motion_17	aroma_motion_22	aroma_motion_24	aroma_motion_26	aroma_motion_29	aroma_motion_32
60413.22239098864	n/a	3649757439.663051	n/a	102312.16585587071	n/a	n/a	10467779282.119198	58463.22521686873	n/a	3417948702.758316	n/a	71031.09772004918	59176.44672978719	n/a	n/a	n/a	n/a	-0.0667746155	-0.0329275977	-0.0948472928	-0.0653608897	0.0785688638	-0.2099964396	0.0230537396	-0.0392670399	0.0377495922	0.1397375709	-0.0175129609	0.0877009622	0.12201146	-0.116934813	0.0135739004	-0.0498925029	0.015383945	-0.1268134472	0.0367380273	-0.0129597337	0.0045461071	-0.1140309095	0.0292999176	-0.0658445798	0.0835032768	-0.0596575535	0.0687055019	-0.1388211361	0.1257727854	-0.0319859215	0.1265970063	-0.0938834198	0.1006670964	-0.0656940808	-0.0538646847	0.0769003787	-0.0489272161	0.1093864124	0.0077141232	0.0963386046	-0.0966593196	-0.1102403515	0.0206008455	-0.1223934005	0.0714718839	-0.0064306894	0.1775323218	-0.2183953339	0.0072977853	-0.0270206716	0.0522937433	-0.0496195053	0.0429830998	-0.0215584	0.0517481941	0.0070916265	-0.1584231031	0.0190261092	-0.0664775641	0.0849839877	-0.042399566	0.0564691682	-0.0042181542	0.0003544896	-0.0183497587	0.1086026156	-0.1315125366	0.2210828845	-0.1246324722	0.0272414379	-0.0331914912	0.2974523641	0.013473574	-0.1885520072	0.0835205874	-0.0501632597	0.0466354566	-0.1101338761	0.1128701823	-0.0260925967	0.0794435569	-0.0638343694	0.0060736169	0.0005242153	-0.0160809347	-0.0810108715	-0.1597472195	0.0363587644	-0.0618415416	0.0456257718	0.1217078847	0.1216831682	0.1216419777	0.105711	n/a	0.011174815521	n/a	0.254548	n/a	n/a	0.064794684304	-0.944449	n/a	0.8919839136009999	n/a	0.0091741	n/a	8.416411080999999e-05	n/a	0.00108701	n/a	n/a	1.1815907401e-06	0.000618722	n/a	n/a	3.8281691328400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	3.011133813	2.117630972	0.5416642506	-1.042182642	-1.652545872	-1.002290828	-0.7384941413	-0.7992420884	-1.759161743	-0.6730283839	-1.32823685	-0.6051092733	0.4642202038	-0.3462612168	-0.5741686692
60783.145828563785	369.9234375751476	3694590816.816451	136843.3496674141	102707.25421545185	395.088359581132	156094.81187650983	10548780068.477451	58753.11291544733	289.8876985786046	3451928277.255304	84034.87778719992	71336.9380770926	60816.65148468017	1.0	23.870136	0.2389448499999999	0.15605	-0.0857154528	-0.1582228776	-0.0801935701	-0.0582641101	0.1566149282	-0.2545257783	0.0336904133	0.1452903148	0.0568323248	0.0064735576	-0.2518723238	-0.0389726212	0.0302334789	-0.1144144683	0.0161181959	-0.0898243144	-0.0631785116	-0.1582084671	-0.0947131513	-0.0285928988	0.1185373209	0.034254363	-0.0090754317	-0.0878497545	-0.0627150521	-0.0231883567	-0.0839947338	0.0518501292	-0.0734042876	-0.1944261335	0.1286850961	0.140219144	0.02215086	-0.109579254	-0.16082181	-0.0548829625	0.0048707144	0.1058350869	-0.0220407819	0.0435727213	-0.0664042354	-0.0982052276	0.064912055	-0.0668474936	0.2971854574	0.120868386	0.0193450054	-0.2890565015	-0.0136983361	-0.0165577346	-0.1125622421	0.0899533234	0.1275924813	0.0653324086	0.0250161587	-0.0034328762	-0.1022802584	-0.1646386901	-0.1399538101	0.1268529479	-0.2181894618	0.1328073138	0.0204152351	-0.0083467726	0.0695858148	0.1505258657	-0.1454338389	0.2374558125	-0.2199423108	0.0816729122	0.0908085072	0.3008874653	0.0925688507	-0.3040266786	0.0647663036	0.0479281696	-0.0050292887	-0.1011275709	0.1002487354	0.0706536831	0.1238732295	-0.0490338417	-0.0066836102	0.0286139708	0.113517825	-0.1014089531	-0.0820471799	0.077255283	-0.0805849072	0.116372156	0.1216419777	0.1214196295	0.1210493502	0.0895329	-0.0161781	0.00801614018241	0.00026173091961	0.25473	0.000182	3.3124000000005644e-08	0.0648873729	-1.09324	-0.148791	1.1951736976	0.022138761681	0.00826519	-0.0009089099999999	6.831336573610001e-05	8.261173880999979e-07	0.00144198	0.00035497	1.2600370090000005e-07	2.0793063204e-06	0.000406727	-0.000211995	4.494188002500001e-08	1.65426852529e-07	0.0	0.0	0.0	0.0	0.0	0.0	3.329582411	2.158228587	1.275040056	-1.071317094	-0.2708263722	0.1388981862	0.9228343357	1.839363371	-2.250172476	-1.955927689	0.5050818311	-1.668529165	1.389497999	0.04797514007	-1.103019063
60637.85537371622	-145.29045484756352	3676949504.323725	21109.31626981189	103274.33229922492	567.0780837730708	321577.55309573794	10665587711.85073	58675.88717600334	-77.22573944398755	3442859735.8910737	5963.814832670654	71407.47325364235	61258.06550038656	1.141523	27.248322	0.46295215	0.285952	-0.0928560801	-0.1417504142	0.0193466712	-0.1847026854	-0.0161916183	-0.1506625943	0.0775184166	-0.0379898418	0.1084153946	0.027732113	-0.1516134911	0.103899965	0.173576404	-0.1229695094	0.2024576249	-0.0418180631	0.0350188383	-0.0248855694	0.0297824301	0.0565267171	-0.1893870005	-0.0167553141	0.0079752795	-0.0820116112	-0.0241573418	0.0783063624	-0.0498231981	-0.016026482	-0.0116222107	-0.0897172798	0.0826355521	0.0706835498	0.0049022467	-0.0792487203	-0.0052009704	-0.0006719847	-0.021280396	0.1309112296	-0.0158440077	0.1203503513	0.0717097388	-0.0725979501	0.2090977168	0.0202884122	-0.0131463357	-0.0803216562	-0.000225732	-0.1635802549	-0.0123091662	-0.0082293248	0.1086773534	0.0526558141	0.0414024536	-0.1090260675	0.0542185125	0.0681551612	-0.0255320849	0.093945016	-0.0230972055	-0.0335095103	0.099654109	-0.0759329539	0.0066653641	0.0515587875	0.0593275112	0.1657707269	-0.1255185748	0.0996979332	-0.0553277057	-0.0865489911	0.1056226079	0.080031598	0.0317533097	-0.1249394586	0.0662257484	0.0621718381	-0.0200145984	-0.0459864677	-0.0489663003	-0.0345712136	0.0184197493	0.1171638862	0.0202149061	0.1817138123	-0.1048963767	-0.0041598389	-0.1569824776	-0.103006646	-0.1170324321	-0.1986796707	0.1215101995	0.120893123	0.1198669825	0.0942287	0.0046958	0.00887904790369	2.205053764e-05	0.130764	-0.123966	0.015367569156	0.0170992236959999	-0.844279	0.248961	0.712807029841	0.0619815795209999	0.00862792	0.00036273	7.444100352640001e-05	1.3157305290000026e-07	0.000119408	-0.001322572	1.7491966951839998e-06	1.4258270464e-08	0.000385442	-2.128500000000001e-05	4.5305122500000044e-10	1.48565535364e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.727029661	2.322294636	0.5851544451	-1.63522137	0.3207281805	1.644873295	2.6671632	-0.1598071462	-1.871631496	-0.2649447676	0.3809740355	0.5373793615	0.07193724434	2.109373596	0.7355125893
60283.88603920314	-353.96933451308	3634146915.9876313	125294.2897756327	103164.14318622196	-110.1891130029544	12141.640624377857	10642840439.347307	58421.83870061664	-254.04847538670583	3413111237.160868	64540.62784630968	71224.21658952766	60330.282390340166	0.971825	23.197611	0.1086476600000001	0.060216	-0.0884392495	-0.1038037515	-0.0287375734	-0.1601086965	0.0324315244	0.0245387292	0.1428861989	0.1304600099	-0.0435159619	0.0711982716	-0.0329185553	-0.0310682113	-0.0118039546	-0.0093625092	0.1725065166	-0.0309296055	0.0730053738	0.0481971202	-0.0725668656	0.0536216406	0.1411969464	0.0151517028	0.0124020046	-0.1100336028	-0.1419230831	-0.0374473413	0.0173507499	0.0540754183	-0.040960531	0.0667330055	-0.1665555433	0.1214035558	0.0079261445	0.0198162107	0.0180097753	-0.0373406301	-0.0266269586	0.0289581395	0.0100015587	0.0685882833	0.0663379346	-0.0851118533	0.1205709794	0.0032734153	-0.036401071	0.1049574572	0.0157694896	0.0099104839	0.157600146	0.0989072235	-0.0064658195	0.1412343727	0.0371311822	-0.0123233	-0.0276017208	0.070949415	0.1765385116	0.0152396189	0.0602018953	0.0761120666	0.0995390294	-0.1104660166	0.0139935241	-0.0315797338	0.0741913672	0.145315452	-0.1220566687	0.0548118521	-0.075983355	0.00271574	0.0059851096	0.0410968571	0.0323277207	-0.1114522157	0.0244327456	0.047597918	-0.1409420155	0.0655919517	-0.0024382034	0.0553736491	0.0359593659	0.0644788449	-0.0046838688	0.0412830904	0.0210236144	0.0819002227	0.0211783236	-0.0536565559	0.0386108948	-0.1108814326	0.1213126213	0.1201047889	0.1181006348	0.0488494	-0.0453793	0.00238626388036	0.0020592808684899	0.138926	0.008162	6.661824400000005e-05	0.019300433476	-0.8107529999999998	0.0335260000000001	0.6573204270089997	0.001123992676	0.0085763999999999	-5.152000000009996e-05	7.35546369599983e-05	2.6543104000103e-09	7.51547e-05	-4.4253300000000005e-05	1.95835456089e-09	5.64822893209e-09	4.96081e-05	-0.0003358339	1.1278440838921e-07	2.4609635856099997e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.48133539	2.456159171	0.7621653515	-2.367582606	1.138368858	1.308358799	0.3233740247	-0.1861062168	-2.49799451	-0.5633193081	-0.9517790987	0.4729112694	0.09778521909	1.670718592	0.6893395466
60259.976321589405	-23.90971761373657	3631264746.278516	571.674596368625	102260.57859395612	-903.564592265844	816428.9723965412	10457225934.370676	58514.66897470736	92.83027409072383	3423966485.21958	8617.459787758913	71225.0491021715	59504.53538513184	0.925692	22.096395	0.1690256849999999	0.093434	-0.0795581472	0.0005643805	-0.0872795742	-0.0468915625	0.1184266433	0.0399261507	0.1102157756	0.0137401749	-0.0252522133	0.0457782015	-0.1000466028	-0.066687702	-0.0517830087	-0.0484868055	0.0832572919	-0.0077932471	-0.0050316104	-0.0229862973	-0.007827205	0.1464199713	-0.0130512735	0.0069640593	-0.0583397094	0.0758936917	-0.0047306624	-0.0812306891	0.0157185372	-0.0704611786	-0.1051566623	0.0707958134	-0.026395048	-0.0043700539	-0.058801294	-0.0463773331	0.1692875891	0.0049213227	0.0540391848	0.1314651769	-0.149738404	0.0705811384	0.0798125755	-0.0853066185	0.0431121137	-0.0250817731	0.0719610363	0.1476807438	-0.0711934783	0.0183647372	0.0456287997	-0.0295089329	0.0578201183	0.0536877971	-0.002725394	-0.0328796194	0.012249163	-0.113849832	0.0949756067	0.04421215	0.0039256674	-0.03590976	0.0685352613	-0.0198634941	-0.0253042988	-0.048341932	0.0470784046	0.0198548651	-0.1113939626	-0.0012879349	-0.0830086485	0.0423161423	-0.021234304	0.0043522384	0.0253374312	-0.040625673	-0.0699438879	0.0457024106	-0.0517539999	0.1490517199	-0.0443666283	-0.0109880242	0.0834788455	0.0483239006	0.0718903167	-0.0007140738	-0.0674419248	0.0518031643	0.1085773257	-0.107108068	0.0819554256	-0.0743750104	0.1210493502	0.1190563346	0.1157589128	-0.0181335	-0.0669829	0.00032882382225	0.00448670889241	0.138758	-0.000168	2.8224000000000498e-08	0.0192537825639999	-0.784833	0.0259199999999998	0.615962837889	0.0006718463999999	0.00970384	0.00112744	9.41645107456e-05	1.271120953600224e-06	3.49681e-05	-4.01866e-05	1.61496281956e-09	1.22276801761e-09	-0.000301861	-0.0003514691	1.2353052825481001e-07	9.1120063321e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.408258903	2.27071447	0.1594818784	-1.77606844	0.7846392795	0.5021220101	0.674618054	0.2889301165	-1.764199622	-0.4041313078	-0.3484664891	-1.512695002	-1.031061147	0.2501026103	1.775018226
60129.23014371775	-130.74617787165334	3615524317.676176	17094.563028046014	102213.31741630936	-47.26117764675291	2233.618912557937	10447562257.247211	58246.17246289716	-268.49651181020454	3392616606.577559	72090.37685424731	70964.35019371752	59417.471864318846	0.879418	20.991842	0.26653897	0.125579	-0.08068191	0.0248025409	-0.0858520815	-0.0730861923	0.043129101	0.0294587062	0.04094418	-0.0940036077	-0.0189465708	0.1550931893	0.1005706465	0.0257049276	-0.0677451548	-0.0356159569	0.0129937188	0.0789288853	-0.016094209	0.0063763179	0.056237246	0.0969144216	-0.1084510799	0.0477691461	-0.0084087158	-0.0631716279	0.1504213794	-0.019370158	0.0363764673	-0.1031461652	0.0372262807	0.0549208357	0.0272752356	0.0353811642	0.0774258724	0.0266225994	0.1524740961	0.0775532926	0.0222546403	0.0266855743	-0.0709562617	0.0208910536	-0.0484909316	-0.10266507	-0.007438434	-0.0677436123	-0.0754472448	-0.0087624201	0.0790236999	0.0967683549	0.0278049347	0.0706319554	0.0986052551	-0.0620609507	0.0475428202	-0.038894272	-0.0337998689	0.0153397455	-0.0344494376	0.0149002296	0.0588542431	-0.12659361	0.0305632975	-0.0135583535	-0.0485309045	0.1001568775	0.0477577894	0.0292140927	-0.1071075573	-0.0169077748	-0.0457038577	-0.0477312522	-0.0287263292	-0.0020406812	0.0585434842	0.0232491247	-0.0282447894	0.0312132743	-0.0930575812	0.0253318688	-0.0021834512	0.0003387461	-0.067135431	-0.0186062746	0.0264780414	0.088697877	-0.0693960309	0.0479664153	0.1144822195	0.0331219812	0.0155969466	-0.0539920767	0.1207205288	0.1177500307	0.1128532249	0.0277471	0.0458806	0.00076990155841	0.00210502945636	0.0953032	-0.0434547999999999	0.0018883196430399	0.00908269993024	-0.724315	0.0605179999999999	0.524632219225	0.0036624283239999	0.0088571299999999	-0.00084671	7.844875183689824e-05	7.169178241001684e-07	-0.00122532	-0.0012602881	1.5883260950016102e-06	1.5014091024e-06	-7.51477e-05	0.0002267133	5.1398920396890016e-08	5.6471768152899995e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.292227297	2.286218073	0.09032844404	-1.261243938	1.060227983	0.4368543475	0.9352321358	-1.325517432	-1.47420095	-0.9061364163	-0.8033987597	0.1591546373	-1.240449514	0.3459421163	0.3395374036
60197.96754661111	68.73740289335547	3623795296.742844	4724.830556523472	102143.52769417876	-69.78972213060479	4870.605315067028	10433300249.811462	58325.35915943771	79.18669654054975	3401847521.077404	6270.532909005114	70985.06391518189	58712.63752848307	0.927728	22.145002	0.297685555	0.151474	-0.0767628123	0.0196481517	-0.11523269	-0.0284100432	0.0790378778	0.0098833965	0.0823384249	0.0306983635	-0.1180023853	0.1624542987	0.0207744342	0.009584903	-0.005101524	-0.0665152601	0.0170889316	-0.072517233	0.0387495132	0.0878019169	-0.0277484388	-0.1674153386	0.1482528238	-0.149941246	0.114148205	-0.0714811949	-0.0174894049	-0.0966778272	0.0275698828	-0.0126545212	-0.0322560095	0.1425138682	-0.0462857762	0.1832019851	0.1604810993	0.130340353	0.0187164949	0.0297328987	-0.0972971142	-0.1050754201	-0.0400478886	-0.0735212672	-0.0299761427	-0.1079271244	-0.0079338023	-0.1537465497	0.0171985895	0.0263823308	0.0607544493	0.0335861467	0.0742433975	-0.0135594764	-0.0676712081	0.0149425762	0.0529393715	0.0103192814	0.0061703473	0.0825400409	0.1779086205	-0.0429642772	0.1383372944	0.1700020506	0.0842364286	-0.1705994694	0.0453353283	0.0853165053	0.0089628418	-0.069699727	-0.1112134541	-0.0312135329	-0.1292942709	0.061934864	-0.0077844175	-0.0126686673	0.0962788974	-0.0112398806	-0.1246061958	-0.0054654873	-0.0595004283	0.0856264342	-0.0022557576	-0.0288900342	0.0859057694	0.0484697256	-0.0679652621	-0.059051369	-0.0051782776	0.0241086939	0.2481126097	-0.0187267846	0.1484592215	0.0551940023	0.120326335	0.1161887065	0.1093977275	-0.0507113	-0.0784584	0.00257163594769	0.0061557205305599	0.103918	0.0086147999999999	7.421477903999986e-05	0.0107989507239999	-0.796679	-0.0723639999999999	0.634697429041	0.0052365484959999	0.0103119	0.0014547700000001	0.00010633528161	2.1163557529002908e-06	-6.25026e-05	0.0011628174	1.3521443057427598e-06	3.9065750067599996e-09	7.223199999999998e-05	0.0001473796999999	2.172077597208999e-08	5.217461823999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.367911684	2.108436788	0.01799511523	-1.51321549	0.7869070231	0.1953223355	-1.116051069	-0.5487529074	-2.299171045	-1.206212799	-0.05528542155	0.0002232220794	-0.2324419233	-0.6331118829	-0.3588591127
60295.28664654108	97.31909992996952	3635521591.788554	9471.007211179394	102345.18943251154	201.661738332783	40667.45670739983	10474537799.976671	58435.351934834864	109.99277539715696	3414690355.7480087	12098.410639569414	70896.514610013	59620.19892934163	0.961989	22.962816	0.30377242	0.156605	-0.0827702822	0.0294185083	-0.0927846725	-0.0260056185	0.0531924172	-0.0217486346	-0.0193968683	-0.0390741973	-0.04440869	0.1156683445	-0.0473331207	-0.0656574073	0.0328118629	-0.0040475376	-0.0675405291	-0.0327395397	0.020164542	0.1528813219	-0.0758731463	0.0285041885	0.1451972379	0.0253288004	0.0313371111	0.0285535783	-0.0248868396	-0.0182590069	-0.0136963984	0.0754414997	0.0403447675	-0.0513721067	0.0650569894	-0.0517415611	0.0579261807	-0.0107114095	0.1226281667	0.0394203079	0.0560693673	-0.1879174128	-0.0154061688	0.0524468288	-0.0538273278	-0.0820374114	-0.0141942735	-0.1432749585	0.0690064479	-0.0660158711	-0.0201948122	0.1255939106	-0.0115777667	0.012645526	-0.0562326668	-0.0891374513	-0.1173661711	-0.05256866	0.0298621602	-0.045614472	-0.0365491458	0.0960512526	0.1185136352	-0.0786755862	-0.0490028516	0.0606942603	0.0021066298	-0.0584043054	-0.0174865917	-0.0949864217	-0.0918264978	-0.0854964834	-0.0225983594	-0.0095159287	0.0162216354	-0.0666384241	0.0979744186	0.1300559137	0.0066070768	0.0006072558	0.0189574469	-0.0530709161	0.0376719111	-0.0333707629	-0.0071172776	0.0299626417	-0.0013382694	-0.0573600277	-0.111639672	-0.0021655104	0.0757475336	-0.1723181578	-0.0887802393	0.0557766093	0.1198669825	0.1143757435	0.1054092553	-0.0298765	0.0208348	0.00089260525225	0.00043408889104	0.0371448	-0.0667732	0.00445866023824	0.00137973616704	-0.692244	0.104435	0.479201755536	0.010906669225	0.00890168	-0.00141022	7.923990682240001e-05	1.9887204484000005e-06	-0.00032754	-0.0002650374	7.024482339876e-08	1.0728245160000001e-07	-0.000487099	-0.0005593309999999	3.128511675609999e-07	2.37265435801e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.253969574	2.14775427	-0.296216029	-1.426233985	0.613981774	0.07826780277	1.866014723	-0.1236830239	-1.168199957	-1.672092389	-1.150295189	-0.951292625	-0.4945836295	-0.8526643487	-0.4668596795
60230.70355086212	-64.58309567895776	3627737650.231835	4170.9762474774125	102441.89959185357	96.71015934202296	9352.85491995947	10494342791.987408	58525.309286162206	89.95735132734262	3425211827.040944	8092.325057830952	71212.3546248608	59339.93998921712	0.87417	20.86656	0.1046813500000001	0.0573429	-0.0812826532	0.0223324467	-0.0685741163	-0.0772641662	0.0048757789	-0.0656501514	0.0147635166	-0.1158033794	-0.0052405818	0.0839352827	-0.0786901793	-0.0482507406	0.0429248464	-0.0237984863	0.0202604545	0.0931274164	-0.0843929328	0.0686179678	-0.0178236744	-0.0235781861	0.0842238372	-0.1239488694	0.0192125867	0.0125659727	-0.0862629026	-0.0879113106	0.1781533805	0.0170125748	-0.100973713	-0.1503096924	0.0598238054	-0.0175454956	0.0669608475	-0.0691044002	-0.0357639454	-0.0838695298	-0.0860160235	-0.0819042525	0.0649175874	-0.1466712023	0.0553568159	-0.1010139512	0.0381991609	-0.0340287608	-0.0053265837	0.0174476079	-0.0280627893	-0.0470204806	-0.0986218114	0.0712254487	-0.0454935568	-0.0330786831	0.0319735012	0.0172905382	0.0550184246	0.1046113304	0.0607892429	-0.0212364912	0.0444313065	0.0212709467	0.1016027446	-0.0703838068	-0.0119037481	-0.0655308285	0.0490048169	-0.1413553118	-0.105441023	-0.0821196222	-0.0554727909	0.0417346791	0.0198799682	-0.0152618615	0.0375287019	0.051225902	-0.0731594845	0.0298659304	0.0139889028	-0.0015364258	-0.0808514588	0.0140132833	0.0087808629	0.1106578946	-0.0512087035	0.0088497041	-0.0413563605	-0.0233784028	0.1568849467	-0.0691133287	-0.0716875684	-0.0663805417	0.1193427198	0.112315068	0.1009072399	-0.0509987	-0.0211222	0.00260086740169	0.00044614733284	0.0777401	0.0405953	0.00164797838209	0.00604352314801	-0.726983	-0.034739	0.528504282289	0.001206798121	0.0088106899999999	-9.099000000009974e-05	7.762825827609824e-05	8.27918010001815e-09	-0.000254033	7.3507e-05	5.403279049e-09	6.453276508900001e-08	-0.000487099	0.0	0.0	2.37265435801e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.349257006	2.435810154	-0.08796818968	-1.217562335	0.4322289618	-0.05117995263	0.5789886644	0.2456516574	-0.835758718	-1.299211323	0.2240462069	0.1771776632	-1.416780045	0.2485116828	-0.00216799622
60524.24933187902	293.5457810169028	3663184757.187458	86169.12555282343	102992.03551698547	550.1359251319082	302649.53612074046	10607359379.931995	58466.58969350962	-58.7195926525892	3418342110.389205	3447.9905612860075	71071.8792339458	59403.865428415935	0.988839	23.603737	0.29017765	0.1665	-0.0854669122	0.0104853335	-0.0118566749	-0.0177156788	0.1153111789	0.0402259213	-0.0040480528	0.1088245694	-0.0930822599	0.0974169902	-0.0070993502	0.0906562233	0.0765544746	0.0867822162	-0.1590992776	0.1031669698	0.1292212928	-0.117844575	-0.1971113992	0.0162703997	0.0220394872	-0.0756001254	-0.037972346	-0.0080351688	0.0374374897	-0.0180586872	-0.0959498743	-0.0141688495	-0.112207986	0.026497584	0.0048524539	-0.0945259173	-0.1247701372	0.0718163709	-0.1069395723	0.0465287903	0.1551201241	0.0904902429	-0.1069331952	-0.0167065983	0.072607634	-0.0556542044	0.0356491911	-0.0905944484	-0.0271248154	-0.1062212381	-0.0378346862	0.1812921093	0.0134819364	-0.0571574429	-0.015058227	0.241374527	-0.0957124168	-0.010744773	0.0913317161	-0.2405572737	0.0562335792	-0.0255497656	-0.0339107933	0.0055545989	-0.0145104514	0.0650862456	0.0489934985	-0.0818240894	0.0019993699	-0.0410251124	-0.0765076336	-0.1751344543	-0.0254820965	-0.0044756786	0.0534374812	-0.147208826	0.0800995308	0.0916176196	-0.0705320116	-0.0697455555	0.0221088716	-0.0500788582	0.0168794911	0.0161420091	0.0945016318	-0.1000696003	-0.0098950754	-0.0579063681	-0.058387776	-0.0865340743	0.14723177	0.0480091097	-0.0518677548	0.0937614497	0.118753831	0.1100111431	0.0959136145	-0.0698468	-0.0188481	0.00487857547024	0.00035525087361	-0.0438969	-0.121637	0.014795559769	0.00192693782961	-0.627949	0.099034	0.3943199466009999	0.009807733156	0.00825797	-0.0005527199999999	6.81940685209e-05	3.0549939839989025e-07	0.000206418	0.000460451	2.1201512340100001e-07	4.2608390724e-08	-0.000487099	0.0	0.0	2.37265435801e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.899020552	2.474496546	0.2513655356	-0.6545138159	1.410748391	0.141196866	-0.4743901851	-1.395741079	0.1307956148	-1.937970014	-1.327069581	-0.9672046217	-0.4778261734	0.1795288625	0.4970045938
