global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_08	aroma_motion_09	aroma_motion_11	aroma_motion_13	aroma_motion_15	aroma_motion_18	aroma_motion_19
67933.75804997644	n/a	n/a	4614995482.792739	91075.61640521842	n/a	n/a	8294767903.59049	66080.8923560049	n/a	4366684334.565907	n/a	68554.33077032209	69251.5839747111	n/a	n/a	n/a	n/a	-0.1616578318	0.1089087932	-0.0752307984	0.1201134926	-0.0797395173	0.058095682	-0.2724762372	0.145718798	-0.169160707	0.2714391103	-0.0851633547	0.0430766468	-0.0656222345	0.0137534398	-0.1619434926	0.028325008	-0.061336529	0.0805124669	-0.0815203103	0.0522547038	-0.0319907917	0.0895063881	-0.0613432252	0.060776044	-0.161411453	0.0274557054	0.0582159162	0.2231223022	-0.1382189285	-0.0020465625	0.2096619385	0.0105271517	-0.0097124459	-0.2995168266	0.1349450275	0.158817366	-0.1382652365	0.0203883701	-0.0569808994	0.019452113	-0.1424807449	0.0229426851	-0.0939809079	0.1656767046	-0.1062262694	0.1792244417	-0.0358958674	0.1516722378	-0.0338006597	0.0614326521	-0.1895105978	0.0003679028	0.0803666069	0.0061002451	-0.0884873633	0.0569799782	0.2413175867	-0.057708882	-0.1948343868	0.0412100992	0.2305463778	-0.1768786692	-0.0524108973	0.232146564	-0.1374218211	0.1365420103	-0.1969780333	-0.0554411245	0.0267248659	-0.093131351	0.1210159195	-0.2108387567	0.1450195933	-0.034975279	0.1865924922	-0.0554227527	0.0294128923	-0.0763593458	0.0689937598	-0.0831796179	0.1615531544	0.1722407268	-0.096493838	-0.1030187831	0.2172213645	0.1643619509	-0.026251	n/a	n/a	0.000689115001	-0.00608509	n/a	n/a	3.70283203081e-05	-0.0989652	n/a	0.00979411081104	n/a	2.6469800000000003e-23	n/a	7.006503120400002e-46	n/a	0.000305186	n/a	n/a	9.3138494596e-08	-0.000427303	n/a	1.8258785380900002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.187792012	-0.5188375282	0.8312114448	-1.849925083	0.5223755836	-1.666170888	-0.1274821187	-0.9710248174	0.660073125	-0.2233485332	1.445733524
67932.61456739156	-1.143482584884623	1.3075524219344192	4614840121.96178	90705.35007874396	-370.2663264744624	137097.15252089317	8227460532.907496	66024.18234418768	-56.71001181722386	4359192654.218544	3216.0254403096696	68484.96822490636	70174.23954467774	1.189917	25.227539	0.16834419	0.0916978	-0.1493188152	0.0877513777	0.010238663	0.1425258047	-0.0090844439	-0.0250979175	0.0540004708	-0.1576953244	0.1262357227	0.2258035502	-0.03077259	0.0827524918	0.2489867549	0.0952489298	0.0949238364	0.0315119632	0.0945777789	-0.0983775964	-0.2115651392	0.1348709139	-0.0176918483	0.0715196446	-0.0309774238	-0.0707020687	-0.0177535279	0.0880060961	0.0494851685	0.0952234191	-0.068261091	0.0697045832	-0.0722845654	0.1630355312	0.0668634823	0.0961070139	-0.1237600371	0.032223813	-0.0516057195	0.042164128	-0.1502473907	0.0821568159	0.1972107518	-0.0316569053	0.0414668314	-0.1087873899	-0.0379405797	0.2067271376	0.0581333603	3.35939e-05	0.0337926319	0.0368084493	0.0296577279	0.0265475414	0.1724618481	0.1245392959	-0.0869028601	-0.0925245447	-0.1680655017	-0.1509510946	0.104753629	-0.042620321	-0.1549900054	-0.1149191084	0.211687594	0.1575480525	0.0310649955	0.1377299464	-0.1758749149	0.0251901646	0.0564476061	0.2882895883	0.0625065307	0.1030161061	0.0873917456	-0.1762784291	0.2192435767	-0.1006670236	-0.0990441329	-0.1418826924	-0.0843181714	0.0033828874	-0.0073490284	-0.0637886907	-0.0816129707	-0.0946829273	0.0250848888	0.1640657595	-0.0539661	-0.0277151	0.00076812676801	0.00291233994921	0.0355187	0.04160379	0.0017308753423641	0.00126157804969	-0.0268444	0.0721208	0.00072062181136	0.00520140979264	-0.000421596	-0.000421596	1.77743187216e-07	1.77743187216e-07	0.00042168	0.000116494	1.3570852036000006e-08	1.7781402240000001e-07	-0.000427303	0.0	1.8258785380900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6432646041	0.337045244	-0.3808340059	2.398307481	-0.3378415939	-1.304062477	-1.396230478	1.429821788	0.4848080435	0.06205567736	-0.8814582268
67860.27919185952	-72.33537553204224	5232.406553361575	4605017491.997122	90738.98847037302	33.638391629065154	1131.5413913903606	8233564028.626488	66037.86510854341	13.682764355733523	4360999628.094175	187.21804041453183	68516.65765962515	69468.32730255128	0.982581	20.831793	0.09054705	0.0557597	-0.1544512685	-0.0814389291	-0.0671758623	0.0409903595	0.1612690247	0.0897291583	-0.0207360478	-0.0065497781	0.0602559171	0.0892445902	-0.0444167213	0.1080592407	-0.055709937	0.2836052916	0.1476557633	-0.0198582054	0.0298209218	-0.2043726891	0.0415084588	0.0955210235	0.0836714298	0.0652990445	-0.0308651168	0.0033694237	-0.1083853061	-0.2670351906	-0.1077383707	0.0597501821	0.0234874124	0.1340465335	0.0778584612	0.0586902496	-0.1502501956	0.1079549729	-0.0998906505	-0.1933593957	-0.1123387732	0.059915133	0.2046643093	0.0166682426	0.1772269525	0.1674133569	-0.0580267112	-0.1555864078	0.1156528624	0.1117722067	0.1158582864	-0.0342504593	-0.0601396886	0.0386113933	-0.1750606566	-0.0424857826	0.0409751509	-0.1528119665	-0.045164376	0.1924870493	0.0511132324	-0.1606281314	0.1597020187	-0.0281147824	0.0026129065	-0.0891790553	0.0180416293	0.2087854473	-0.0053972911	0.1368781281	0.0686203578	0.0165200971	0.1808534238	0.1304164324	-0.0032687546	-0.0760798198	0.1234787061	-0.0870027029	-0.1727827415	-0.0918035851	0.0799342722	0.0835836563	-0.2198363772	0.1993996151	0.0024569891	-0.1606476042	-0.1266900586	-0.1036201899	-0.1324987663	0.1634739106	-0.0267585	0.0272076	0.00074025349776	0.00071601732225	-0.0121798	-0.0476985	0.00227514690225	0.0001483475280399	-0.0237943	0.0030501	0.00056616871249	9.30311001e-06	-0.000169779	0.000251817	2.8824908841e-08	6.3411801489e-08	0.00042168	0.0	0.0	1.7781402240000001e-07	-0.000427303	0.0	1.8258785380900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.126082442	0.2140200431	-0.8704802833	-0.3738322862	-0.9310033928	-0.180734262	0.424227772	0.9907642393	-0.5653112678	-0.7097612792	0.5370049421
67995.61667872375	135.33748686422769	18316.235350725	4623403887.519935	91489.70055636554	750.7120859925199	563568.6360552405	8370365307.893433	66098.17119660364	60.30608806022792	4368968235.535522	3636.8242571279648	68588.25037143292	69803.40124511719	0.956157	20.27158	0.04564462	0.0281548	-0.1434874656	0.041253448	-0.0758970452	-0.0166734837	-0.1667217253	0.0012066979	-0.1735606806	0.1709404102	0.1148760555	0.000991018	-0.0261320328	0.0505750335	0.1005357959	0.1061554207	-0.1294384032	-0.0400867695	0.1457334832	0.0455387918	0.027304732	-0.0018338091	-0.023341664	0.1372069494	0.2538983076	-0.2421153539	-0.0520385421	0.0102630233	-0.0760014632	-0.1034692433	-0.1408254259	0.1485106064	-0.0084238334	-0.1849152166	0.0197043492	-0.1305266176	-0.0653562526	-0.0366519073	-0.0593644691	0.0204248371	-0.0944531943	0.1352858573	0.0055866163	0.0877215889	0.1111592729	0.0269904314	0.1997752595	0.0526895911	-0.0442299511	0.2686453631	-0.0349098264	-0.1261817158	-0.1038128142	-0.0451519354	0.1351087444	-0.011876768	0.0333304316	-0.1240759951	-0.0134666553	-0.0964388202	-0.0438076071	0.003032828	-0.0337565001	-0.0590661753	0.0529824903	0.1699820895	-0.2018782323	0.1838680389	-0.1045646049	-0.1254692617	0.0954820857	-0.0392621099	-0.0600954	-0.0470062822	0.0099765343	0.111562082	0.1269723648	0.1557893936	0.0686158605	-0.0834106601	-0.0617693885	0.0295766442	-0.0508697264	0.0862508127	-0.0430675035	0.0454384355	0.1631699029	0.1625874706	-0.00416158	0.02259692	0.0005106207934864	1.73187480964e-05	-0.0192656	-0.0070858	5.020856164000002e-05	0.00037116334336	-0.0232359	0.0005584	0.00053990704881	3.118105600000007e-07	0.000138291	0.00030807	1.9124400681e-08	9.490712490000001e-08	0.00042168	0.0	0.0	1.7781402240000001e-07	-0.000427303	0.0	1.8258785380900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8971788338	-0.4115098113	0.5988848238	-0.6683318603	1.022797286	-1.483295941	0.9736746405	-0.3155092422	-0.3599527432	1.012348777	0.8871873558
67954.1532179408	-41.46346078295028	1719.2185800992556	4617766939.567373	90496.97310670665	-992.7274496588944	985507.7893062526	8189702141.475986	66097.52896971289	-0.6422268907481339	4368883335.902035	0.4124553792000155	68503.34927475448	69671.35428466796	0.944002	20.013876	0.09480064	0.0629788	-0.1305309763	0.1916170923	0.0961533322	0.187280722	-0.0241547803	0.0145058538	0.0834795975	-0.1048631483	0.0109091823	-0.0030320005	-0.1626633396	0.0023795958	0.1795307472	-0.043078564	0.0141605976	-0.1425120311	0.0441287735	-0.0393829689	-0.0024859564	0.0485928486	0.1503046479	0.0208956148	0.1252425127	-0.0375128665	-0.0381444376	-0.0064181412	0.0046226662	0.0259167342	0.0807942119	-0.16170467	-0.0115367278	-0.0473657509	0.2354376377	-0.0393758914	-0.0864420991	0.0593692673	-0.0946783383	-0.0399146229	-0.2157118266	-0.1428036727	0.0796488824	0.0456716553	0.0767810704	-0.0538864321	-0.0025863592	0.0345727451	-0.0292482013	-0.0473823831	0.0949823324	0.0629068381	-0.1255625458	-0.0122276592	0.1035625061	0.063853368	0.0706881389	0.0756957044	-0.1666559035	0.1734432613	-0.1615507487	0.0074398477	-0.0885867704	-0.066849767	0.0877977865	0.1658543423	0.015856539	0.0426626724	-0.1962848631	0.042845015	0.006422005	0.1166251567	0.0724431445	-0.087098961	0.0519211253	0.1295675046	-0.1379454702	-0.0978584733	-0.302356294	-0.1884551186	0.1676757009	0.0434635817	-0.0031908394	-0.1833377758	0.0760191267	0.0014794021	-0.0544717257	0.161408037	-0.00742372	-0.00326214	1.06415573796e-05	5.51116186384e-05	0.0411452	0.0604108	0.00364946475664	0.00169292748304	-0.0268015	-0.0035655999999999	0.00071832040225	1.271350335999999e-05	-0.000103274	-0.000241565	1.0665519076e-08	5.8353649225000014e-08	0.000112004	-0.000309676	9.589922497600005e-08	1.2544896015999998e-08	-0.000427304	-9.999999999615351e-10	1.82588708416e-07	9.999999999230705e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9082949717	-0.2004174671	0.6607067383	-0.06267335824	-0.5722512591	-0.7517185512	-2.251761596	0.5491247084	0.4699563178	-0.7013604109	-1.002553452
68050.05001008692	95.89679214612988	9196.19474391804	4630809306.375332	91177.45713440802	680.4840277013718	463058.5119566814	8313328689.496812	65990.76125481442	-106.76771489846578	4354780570.989917	11399.344944640072	68494.73965613087	69402.3592435201	0.977302	20.719858	0.1202759099999999	0.0743868	-0.1256859555	-0.015033945	0.0465050646	0.0242069617	0.0576416469	-0.122028804	-0.0127055946	0.1972787172	0.0403768968	-0.1147232261	0.1140375942	0.0611532101	-0.0565058305	0.1049178778	-0.0406954195	0.0260728085	-0.013757207	-0.0265092353	-0.1210038909	0.1136018936	0.0007406244	0.1021204794	-0.1185096752	0.0170799866	-0.1451493906	-0.0444552991	-0.1362667437	-0.0496585054	0.3178149767	-0.1391041228	-0.1908096851	-0.1223489017	-0.1597329564	-0.1734597695	-0.0203330776	-0.0507914316	0.0802567085	0.1321950567	0.085954894	-0.0890436202	0.0404192988	0.0959021536	0.0344683975	0.0703473329	-0.0681751557	0.1840299196	0.1902139181	0.1191889179	0.1190108231	0.0057050165	0.0086964574	0.250620687	-0.2494718262	-0.1236463782	-0.1147973759	0.0055721185	-0.1686576393	0.0232149556	-0.1063015859	0.0701621877	-0.0549829636	-0.040252885	-0.106244902	0.1368991833	-0.0644923155	0.1090848223	0.010567424	0.2207907483	0.242814985	-0.013280092	-0.1615074977	-0.0186751841	-0.0257257161	0.0648843243	-0.093946461	-0.0148156873	0.0508569661	-0.0355022725	0.0651665806	0.0650474221	0.1733735157	0.1841854725	0.0409235305	0.1606768432	-0.107373014	0.1599377353	0.00618211	0.01360583	0.0001851186099888	3.82184840521e-05	-0.0297399	-0.0708851	0.00502469740201	0.0008844616520099	-0.0164674	0.0103340999999999	0.00027117526276	0.0001067936228099	0.000290009	0.0003932829999999	8.4105220081e-08	1.5467151808899997e-07	9.66854e-05	-1.5318599999999993e-05	2.346595059599998e-10	9.348066573160001e-09	-0.000326888	0.0001004159999999	1.0685576454400001e-07	1.0083373055999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.51837001	-0.5791086949	-0.6269358502	0.0841284301	-1.951439266	0.6220193707	-0.171675292	0.7980411673	-1.130604738	1.34711445	1.281927555
67445.44976181495	-604.6002482719778	365541.46021053713	4548888693.573504	90562.15396333075	-615.303171077263	378597.99233773554	8201503730.478024	65957.14950761554	-33.61174719888368	4350345571.169949	1129.7495497616646	68380.21286208506	43536.490599568686	4.369256	92.633003	0.1207912799999999	0.0772651	0.1060598504	-0.1444818708	-0.0216200184	-0.0656706319	0.0891183313	0.0162864552	0.1669636504	-0.0561883833	0.0160832193	-0.1445270683	-0.1070969067	0.0081266745	-0.0924282621	0.1024196993	0.1077568269	0.2489233002	-0.2101597433	0.1250732549	-0.0094479519	0.1094276547	-0.0832117503	-0.1578409614	-0.0851025077	0.1097231804	-0.0806989467	0.1231222678	0.067787843	-0.1715384047	0.0014155814	0.1027635005	0.0842934321	-0.0263189485	0.0698783103	0.0894981591	0.0345150379	-0.0641233806	-0.0790674907	-0.0854257648	0.1264441185	-0.0472094943	0.1107351379	-0.0381388165	-0.2080217215	0.1035872042	-0.0766726957	0.0010224777	-0.0466770939	-0.1909405331	-0.0016505223	-0.0001901433	0.0962280105	0.0845985718	-0.0827172474	0.0196901894	-0.0928515289	-0.3431781256	0.0660017133	0.0176060414	0.0225698652	-0.2433117149	0.0145668114	0.053277358	0.1432345795	-0.0088172089	-0.0989926915	-0.0460945265	0.1621041385	0.1021056388	0.1445515019	-0.092101035	0.0133674325	-0.0147106562	-0.0376253136	0.1851476492	-0.0272091283	-0.009281072	-0.032289454	-0.0088183427	-0.098790743	-0.1005079981	-0.1704070577	-0.1368608988	-0.2649860444	0.0834686231	-0.1194939526	0.1581792149	0.00366744	-0.00251467	6.3235652089e-06	1.3450116153600002e-05	0.0383262	0.0680660999999999	0.0046329939692099	0.0014688976064399	0.018028	0.0344953999999999	0.0003250087839999	0.0011899326211599	0.000132997	-0.000157012	1.7688202008999997e-08	2.4652768144e-08	9.26302e-05	-4.0552000000000014e-06	1.6444647040000013e-11	8.58035395204e-09	-0.000173653	0.000153235	3.0155364409000014e-08	2.3480965225e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2969821985	-0.9564158784	-0.991628819	-0.06865590035	0.6941955336	1.572302759	-0.633476687	-0.248436	0.3857621253	-0.3721242908	-0.3130190013
67767.3557966094	321.9060347944469	103623.49523708364	4592414511.664248	91066.51417219135	504.3602088605985	254379.2202819065	8293110003.473928	66090.24561011905	133.0961025035067	4367920564.80586	17714.572501623963	68508.04050459452	55749.075256347656	3.084558	65.395996	0.12410864	0.0591543	0.0078339649	-0.0647710475	-0.1195927021	-0.0779307655	0.0772608864	0.0144627213	-0.138875019	-0.091337311	0.030210905	-0.1148917944	-0.2088113959	-0.1104056103	-0.0394360754	0.0304097017	-0.0112936901	-0.2126092918	-0.1953885345	-0.0896180454	0.0059596493	-0.1029548988	-0.0188131434	-0.2773050511	0.0168421071	-0.0227120001	0.0721976089	0.0952744993	-0.0152390034	0.1777064525	0.0231074508	0.1142664641	-0.2878824903	-0.0125716474	-0.0192915034	0.1106563271	0.0565607996	0.1059236036	-0.1177630629	-0.2083889547	0.0387943305	-0.0731457712	-0.0599475243	0.1503356626	0.0569391164	-0.2176182786	-0.1101664874	-0.1005080458	-0.1520770352	-0.0257698075	-0.0940560893	-0.1088115361	0.0548799636	0.0988100256	-0.136558653	0.1364978122	-0.0643362399	0.0488691558	0.0164220735	-0.0934415179	0.0332162099	0.2091698304	0.123939259	-0.0192995184	-0.1536382343	0.026115231	-0.2527881713	0.0116463511	0.0410327025	0.0727078671	-0.0071515292	-0.0460142526	-0.0182006812	-0.125016614	0.0142741968	-0.1609547471	-0.1808030156	-0.0734377796	0.0154359458	-0.0058608256	0.1408048212	0.0930376886	0.0424201248	0.0112831048	0.0831222757	0.1636028339	-0.1966031689	0.1561356449	0.0159474	0.01227996	0.0001507974176016	0.00025431956676	-0.00834119	-0.0466673899999999	0.002177845289412	6.95754506161e-05	-0.00628432	-0.02431232	3.94926778624e-05	0.0005910889037824	0.000381735	0.000248738	1.45721610225e-07	6.187059264400001e-08	0.00042168	0.0003290498	1.0827377088004005e-07	1.7781402240000001e-07	6.55386e-05	0.0002391916	4.29530808996e-09	5.7212621510560014e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.275793463	-0.1871419357	0.08630838829	-2.239850872	0.07160725588	-0.2514946159	1.252861176	-1.235500177	0.2722565582	-1.991616855	-0.5026999516
67419.40853965443	-347.9472569549689	121067.29362248717	4545376647.836828	91000.513637489	-66.00053470235434	4356.07058099668	8281093482.286821	65943.42366290266	-146.82194721639098	4348535124.38507	21556.6841844127	68384.01144906819	43782.365908813474	3.074618	65.185249	0.1517820721	0.0714862	0.1168428358	0.0323444014	-0.0120448846	-0.0602745498	-0.1998068342	0.1350203464	0.0122338922	0.0213466748	0.2117713992	-0.0974215304	0.1478401962	0.0968753882	0.1339058098	-0.0312726043	-0.0067246559	0.0417426136	-0.0060361526	0.0846385947	-0.1153303937	0.1184132449	0.1323037031	0.1382121108	-0.0525240938	0.1401681124	-0.006371331	-0.0187110872	0.0808292284	-0.0421644568	-0.0369945095	0.0392164236	-0.081512946	-0.1174256221	0.1962666724	-0.0853509207	0.1369282579	-0.0509882055	0.0774388071	0.066201287	-0.0637057085	0.2208915382	0.0334674568	-0.0651714876	0.0071683401	-0.0552734771	0.0465136572	0.2074909101	-0.2352105673	0.0148695292	0.0377416183	0.1291001631	-0.0455606297	0.0441316017	-0.0926479014	-0.166776898	0.0593710869	-0.1263968127	-0.0729924241	0.007608551	-0.0389690585	-0.0823567073	0.0543669448	0.095222936	0.176947922	-0.0393238659	-0.1782895453	-0.0595232793	-0.0695176525	-0.063058645	0.1028680635	-0.0899395958	-0.0780136464	-0.020274129	-0.0584737042	0.0809677714	0.022715449	-0.1184242022	0.0189953647	0.1857870073	-0.132454626	-0.1699029977	-0.1330105133	-0.0891105438	0.0699823827	0.2377112076	-0.0362942494	0.1538107079	0.0250575	0.0091101	8.299392200999999e-05	0.00062787830625	0.0345793	0.04292049	0.0018421684618401	0.00119572798849	0.0352423	0.04152662	0.0012420197092899	0.0017244601686244	-0.000165199	-0.000546934	2.7290709600999998e-08	2.99136800356e-07	2.913580000000001e-07	-0.000421388642	1.7756838760660417e-07	8.488948416400005e-14	-0.000130636	-0.0001961746	1.7065764496e-08	3.8484473685160005e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8224218747	-0.5373950406	0.7090827039	0.240656982	1.179938111	-0.864695953	0.8794344589	0.7771850283	-1.015312052	1.415568048	-0.5882463449
67447.56598156299	28.1574419085664	792.8415348342913	4549174156.837294	90244.60847408672	-755.9051634022762	571392.6160582219	8144089358.641205	65901.16367296918	-42.25998993347457	4342963373.451473	1785.906749177372	68325.70446265486	44512.26948598226	1.546935	32.796711	0.0824771178999999	0.0450934	0.1095200842	0.1610941759	0.2044224598	0.078120794	0.1046078754	0.0004993375	0.0064989502	0.0834981071	0.1590034561	-0.2061931694	0.0968798029	0.0223984334	0.1017228509	-0.0347538588	-0.2050371244	0.006012261	0.0658570341	-0.2155080162	-0.2192768334	0.0945113932	0.0073837069	-0.045734142	0.0411971925	0.0309312333	0.0990594167	0.0961548142	-0.0839158287	-0.102298523	0.0448707822	-0.0395180876	0.0990268236	-0.0570903972	-0.038659978	0.0586583604	0.1964304222	-0.1347177096	0.1268400828	0.0737075248	-0.110583302	-0.1047213754	-0.0302426424	0.1164608548	0.0124778999	-0.0745945539	-0.0918466732	0.2333589163	0.1440418192	0.0654552119	0.0702785392	-0.152844725	0.2127688534	-0.0155838349	0.0897074485	-0.0438751138	0.2580006249	-0.0096219189	0.0276665065	0.0443637683	0.0969647431	-0.0841031624	0.1023802416	0.0037404125	-0.1408109126	0.0186933471	-0.0574937398	-0.1361563493	-0.0905846237	0.1753515704	0.0116367352	0.2180934963	0.0930792496	-0.1273903282	-0.1284193316	-0.01990176	0.017497864	-0.0445016426	0.1365066553	0.022920235	-0.0283651122	-0.1014019326	0.026721799	-0.2292204298	0.1407802012	-0.0910381838	-0.0513317387	0.1512085936	0.0180161	-0.0070414	4.958131396e-05	0.00032457985921	0.0207634	-0.0138158999999999	0.0001908790928099	0.00043111877956	-0.000158825	-0.035401125	2.5225380625e-08	0.0012532396512656	0.000236279	0.000401478	5.5827765841e-08	1.61184584484e-07	-5.47034e-05	-5.4994758e-05	3.024423407478564e-09	2.9924619715600003e-09	-6.27349e-05	6.79011e-05	3.935667678009999e-09	4.610559381210001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.595084327	0.0582480888	0.05331785455	-0.997218412	-1.3382665	-1.041661828	-1.628282305	0.5106789199	-1.396576635	0.1751991706	-1.186230764
