global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_19	aroma_motion_20
68011.34895942251	n/a	n/a	4625543587.280341	91196.09876414332	n/a	n/a	8316728429.799382	66204.97162326389	n/a	4383098267.6371765	n/a	68640.13392099708	72020.35121938345	n/a	n/a	n/a	n/a	-0.2028859115	0.0160964063	-0.0600724033	-0.2210710315	-0.0912028565	0.064938158	-0.2327414697	0.0490996778	-0.0087142138	0.0875788432	-0.1093360924	-0.0164245172	0.2453007402	-0.0145177244	-0.1002278499	0.298201471	-0.0392569834	0.0548494314	-0.1939431306	0.1613651396	-0.0402707838	0.2370165733	-0.0037489806	-0.1247595317	0.0658107917	-0.2274329821	0.0062794128	0.0625582115	-0.0291426247	-0.1312205119	0.0466973817	0.0884603246	-0.1202548766	-0.0897821267	-0.0023224239	0.0474775946	0.0935017054	-0.0021622269	0.2704224731	-0.1068002352	0.0269755958	-0.0938292906	-0.0679178637	0.0111846608	-0.2277900714	0.164790154	-0.269711894	0.3037373115	-0.1138822014	0.0355167471	-0.1147443345	0.0046051663	0.1180418521	-0.033152512	0.1646185999	0.1138720576	-0.0933592688	-0.1270889229	0.0276634646	0.0826182568	-0.0276132304	-0.046901323	-0.0230179067	-0.1781599139	0.0402413703	-0.0722064324	0.30608487	-0.0044760735	0.0800354284	-0.0485901509	0.0044203777	-0.0623221406	0.0924129155	-0.0492203945	0.0549799207	-0.126582667	0.0316931681	-0.0358597398	0.1288728282	-0.2007035946	0.0848987433	-0.1902627362	0.1903250593	-0.0751554821	-0.0338354331	0.2008130581	-0.0252748086	0.1643619509	-0.023822	n/a	n/a	0.000567487684	0.0471962	n/a	n/a	0.00222748129444	-0.08487	n/a	0.0072029169	n/a	-0.000503131	n/a	2.53140803161e-07	n/a	-0.000146526	n/a	n/a	2.1469868676e-08	-0.000667154	n/a	4.45094459716e-07	n/a	-1.732158343	2.07947201	1.151375225	1.074086407	0.9468908234	-0.3522883156	1.007452495	-0.2841226201	0.8519818713	0.4553011015	0.8198938052	1.395603033
68033.13130312106	21.782343698549084	474.470497001721	4628506954.907711	90016.55213160021	-1179.5466325431044	1391330.2583437772	8102979657.661098	66140.91105251736	-64.06057074652927	4374620114.857013	4103.756724371081	68553.80373765323	70607.62037909303	1.151415	19.901541	0.1473817499999999	0.0900248	-0.1938991559	-0.0435064225	0.0098162789	0.0082778541	-0.227448649	-0.1098119206	-0.0906582271	0.1700692062	0.0662006776	0.0525205895	-0.118290873	-0.066239138	0.1051292726	-0.1203486048	-0.1210723869	-0.1069215068	0.0704518689	-0.017110893	-0.0393939438	0.0925826061	0.1190594967	-0.0061218653	-0.0847154886	0.2566129239	-0.0080122133	-0.2130396331	-0.0873467758	0.046369741	0.116265728	-0.1577262209	-0.0425839575	-0.1330984647	0.048547729	-0.0125818466	0.0950895011	0.0693116154	-0.0068871994	-0.0438564922	-0.0227498861	-0.2529424629	0.1043802853	-0.0712306339	-0.0292036514	0.0725909765	0.0379699342	-0.003989076	-0.0697426912	0.113272796	0.0643725926	-0.238462376	0.1703727698	0.1120426313	-0.1394114287	-0.0179329055	0.0871784773	0.0991207399	-0.0830197691	-0.0575276752	-0.2267877084	0.023090281	0.0707808558	-0.0326399111	-0.0866172819	-0.2739920151	0.0498084931	0.1808720612	0.2179112805	0.0390629878	-0.0806057026	-0.052302384	-0.0398566798	0.0575642885	0.172382634	-0.0497589743	0.3391566656	-0.1134995682	-0.353555591	0.1270954751	-0.0687524528	-0.2044503259	-0.1399040548	-0.0515926403	0.0029233221	0.0954897015	0.2059413587	0.1536859661	0.1154292393	0.1640657595	-0.0238491	-2.710000000000212e-05	7.34410000000115e-10	0.00056877957081	-0.0375536	-0.0847498	0.00718252860004	0.00141027287296	-0.0969602	-0.0120901999999999	0.00940128038404	0.0001461729360399	0.0	0.000503131	0.0	2.53140803161e-07	-0.0	0.000146526	2.1469868676e-08	0.0	-0.000306518	0.000360636	9.3953284324e-08	1.3005832449600004e-07	-1.339207716	-1.009902194	1.425636599	1.820557505	1.466526203	-0.5604862429	-1.268112312	-0.960499737	-0.1284520782	-0.1059159325	0.8765510684	-0.4891720567
67956.22003697841	-76.91126614264795	5915.342859665225	4618047841.714226	90979.90207772092	963.3499461207102	928043.1186907754	8277342582.071688	66197.4847374132	56.57368489583314	4382106985.560053	3200.5818226930187	68577.33508177479	71666.404834898	1.208405	20.88658	0.12511255	0.0808158999999999	-0.1983329146	0.1283050088	0.0522066628	-0.2062939436	-0.039812757	0.00113184	-0.0434495887	0.0719185374	-0.0034516143	0.152870205	-0.0349269587	-0.217366217	0.0530819649	-0.0326345806	-0.1375282019	0.0176961616	-0.0852431881	-0.0643627939	0.1249306728	0.1614501138	0.0313786704	-0.0079410255	-0.0019939356	-0.0814326286	-0.2138019225	-0.1360113402	-0.0762911716	-0.11055954	-0.0067806514	0.0221796237	-0.1058255521	0.0374826038	0.0020596212	0.0497813634	0.0781707485	-0.1447566887	-0.0376858587	-0.2034484177	0.1688264573	-0.0159076722	0.0634120124	-0.1459794269	0.0616717161	-0.0814363797	-0.0442507643	0.0476985405	-0.0413245368	-0.0096543415	0.1368918579	-0.2189671397	0.0035540382	-0.0274050224	0.1520909302	-0.1233915377	-0.1012911853	-0.0062938454	0.023669176	0.0074450478	0.0277439057	0.1230904612	-0.0575099344	0.1883481887	0.143081495	-0.1624113408	0.0484263045	-0.0096880392	0.2333773336	-0.0107431449	0.0195203528	-0.0431507953	-0.0653446746	0.0386583472	0.1554740185	-0.0129063715	-0.1417821721	0.1246153046	-0.0170445513	0.1906544531	0.0600271707	0.1352542319	-0.0536452581	-0.05281133	0.0340678004	0.0600656944	0.1360642758	0.0042084882	0.0994136474	0.1634739106	-0.0238022	4.6900000000002495e-05	2.199610000000234e-09	0.00056654472484	0.0349453	0.0724989	0.00525609050121	0.0012211739920899	-0.064475	0.0324851999999999	0.004157025625	0.0010552882190399	0.000237231	0.000237231	5.6278547361e-08	5.6278547361e-08	0.000154219	0.000154219	2.3783499961e-08	2.3783499961e-08	-0.000316699	-1.0181000000000005e-05	1.00298256601e-07	1.0365276100000006e-10	-1.65593648	1.481783071	2.206347006	0.7001420617	0.1426386363	1.33959246	-0.02347650597	0.08526718376	1.536422575	-0.5580043535	0.8473185462	0.8461476895
67862.31349867627	-93.90653830213704	8818.437935890734	4605293593.39262	89838.80040409483	-1141.1016736260935	1302113.0295522718	8071010058.046789	66075.39110677084	-122.09363064235367	4365957309.912731	14906.854643431485	68536.02287852483	70857.82932083226	1.156222	19.984636	0.060616535	0.0304498	-0.1938307153	-0.115862794	0.0002401815	0.0855453835	-0.1050857951	-0.0179892827	-0.2104149235	0.0825697328	0.0468610895	0.2245886318	-0.0831503342	0.2211605286	0.1351392757	0.014999728	-0.0629552207	-0.1174703367	-0.0874814881	0.0016705792	-0.0979588893	0.1268535699	-0.1102965381	0.0223764593	0.006228297	0.0040291394	-0.2540935984	-0.0524132697	0.2159778157	-0.0610893069	-0.2579068616	-0.0764150924	-0.151961491	-0.0602669554	0.0886178315	0.0697035855	-0.0611099252	0.0021348066	-0.058166832	0.2070186598	-0.013040361	-0.1812948437	-0.1104459827	-0.0301274508	0.0579763083	-0.1136013916	0.0109352929	0.0321007033	-0.0594401926	0.1072302067	0.1468532478	0.0089971762	0.0050221739	-0.2577112994	0.1601685019	-0.1177153934	-0.2063575623	-0.0886515184	0.1365449395	-0.1158980083	-0.0386554132	-0.2596408159	-0.0642864751	0.0331020016	-0.0344946443	-0.1759863425	0.047215641	0.055797787	0.1544230686	0.032145514	0.1245067221	-0.2344381179	0.0289163373	-0.0141568792	-0.005205017	0.1281974341	0.0437776911	0.0347051439	-0.0564595127	-0.1121263337	-0.013737261	-0.0557262435	-0.0385273318	0.0375502988	-0.0539533699	-0.0538837334	-0.1050115094	-0.0931853135	-0.0933318217	0.1625874706	-0.0238127	-1.0500000000000093e-05	1.1025000000000196e-10	0.00056704468129	0.0148864	-0.0200588999999999	0.0004023594692099	0.0002216049049599	-0.067788	-0.0033129999999999	0.004595212944	1.0975968999999976e-05	6.6174400000000014e-24	-0.000237231	4.3790512153600007e-47	5.6278547361e-08	-7.59547e-05	-0.0002301737	5.297993217169001e-08	5.769116452090001e-09	-0.000593977	-0.000277278	3.52808676529e-07	7.6883089284e-08	-1.901378341	0.3994977211	-0.8550068133	1.499138926	-0.3188160321	0.4760880798	-0.1516878663	-0.4014683724	-1.484011298	0.5228456953	0.7258128839	-0.5936369939
67936.93540571921	74.62190704293607	5568.429010724592	4615427192.320865	90513.3869612069	674.5865571120667	455067.0230363116	8192673219.189178	66088.9013671875	13.510260416660458	4367742883.921838	182.5271365259824	68489.28753559357	71260.88518842986	1.187766	20.529861	0.027829885	0.0167203	-0.1895994298	0.1524423595	-0.1353034552	-0.1263467904	-0.032102292	-0.1935653819	-0.0020324595	0.1345488606	-0.0193251618	-0.0078820012	0.1441831461	-0.0173779396	0.0252592821	-0.0292050175	-0.0521399857	0.0466888435	0.0380965126	-0.319571454	-0.0477942684	-0.0233701012	-0.1111568426	0.0861215652	0.130261123	-0.1610570171	0.0186359507	0.1773557912	-0.0384483281	-0.1175198802	-0.1719201667	-0.03615146	0.1056333506	0.0417976494	0.1863363491	0.0442324015	0.1517474496	-0.0303977464	-0.0295336002	-0.0090250943	0.0650225963	-0.0413930751	0.1886116943	-0.0533098223	0.1901771895	0.1419625349	-0.1893394138	0.05412414	0.2156579	0.0020737122	0.0354003878	0.2581188002	-0.0891204446	-0.049912996	-0.0295881473	-0.0279778321	-0.176546724	-0.024754953	-0.0499789235	-0.159365702	-0.0625277733	0.132940182	0.1577211489	0.0325419841	-0.0872415503	-0.1368686142	0.0575683124	0.0647850072	0.1182391987	0.0881203734	-0.0878542107	-0.0648737631	0.0196119676	-0.1072857699	0.223349187	0.0096295789	-0.1914775922	0.2268418881	-0.0323542506	-0.186414933	0.0529782458	0.0612333525	0.0351101676	0.1676823792	0.0354873282	0.0703278951	-0.1407827365	0.047782809	-0.0955528081	0.161408037	-0.0238106	2.099999999997937e-06	4.409999999991335e-12	0.00056694467236	0.0149298	4.340000000000073e-05	1.8835600000000633e-09	0.00022289892804	-0.0541624	0.0136256	0.00293356557376	0.00018565697536	0.000207221	0.000207221	4.2940542841e-08	4.2940542841e-08	-1.60998e-23	7.59547e-05	5.769116452090001e-09	2.5920356003999997e-46	-0.000593977	0.0	3.52808676529e-07	0.0	-1.589669661	0.8470854084	0.9305995203	0.6103834205	-2.153510689	-0.2705374521	-0.01620733019	-1.032745585	1.432037194	0.2189890158	0.965432354	0.6416359943
67826.07990830624	-110.85549741296563	12288.94130667603	4600377115.727944	90610.02637055496	96.63940934806304	9339.175439142497	8210176878.872665	66101.35381293403	12.45244574653043	4369388975.902688	155.06340507028378	68542.48570585411	71333.53830622238	1.185991	20.499172	0.05959385	0.0344312	-0.1839161623	0.0317038508	0.2356537737	-0.1347800793	0.0480022353	0.1731521701	-0.0969931275	0.0777825244	-0.1050680343	0.081496536	0.098862421	0.0808690704	0.1386847549	0.0459934786	-0.2346774521	0.2535148013	-0.0851953692	0.1749014108	-0.0994406885	-0.1892756362	0.1933097767	-0.011873862	-0.0267420396	0.0124132248	-0.0828857241	-0.0337207761	0.1045119461	0.1229841437	-0.2722132296	-0.0253358064	0.0452260734	-0.0218921624	-0.0699068006	0.0647889886	-0.1013477029	-0.0364648188	0.0042675873	0.0912640265	0.1931468697	0.0054716153	-0.0563106587	-0.1980464805	-0.1190303391	0.0758101021	0.1510742307	0.1231790051	-0.0959471157	0.1553620339	-0.1751353788	-0.0784318377	-0.1351782642	-0.0064684736	0.0479633624	0.1870389429	-0.1581321643	0.0916303197	0.192782599	-0.1153333523	-0.0374108698	-0.0367192303	-0.0879326343	-0.0673491124	0.1789043528	-0.0794548372	0.0572182904	0.0349668794	0.109300452	0.0119476004	0.1572465123	-0.2206909261	-0.0984888034	0.0419709106	0.1051593466	0.0185746425	-0.1587773099	-0.1081778149	0.0473132334	-0.0856795069	0.037345212	0.0039713084	-0.039301342	0.0426408494	-0.1762256213	-0.1290001635	-0.0494762389	-0.1541916236	-0.0535681793	0.1599377353	-0.0238055	5.100000000000937e-06	2.601000000000956e-11	0.00056670183025	0.0318063	0.0168765	0.00028481625225	0.00101164071969	-0.0312621	0.0229003	0.00097731889641	0.0005244237400899	0.000179783	-2.743799999999999e-05	3.2321927089000005e-08	7.528438439999995e-10	-0.000368801	-0.000368801	1.36014177601e-07	1.36014177601e-07	-0.000593977	0.0	3.52808676529e-07	0.0	-1.784277498	-0.9048085261	-0.1461026218	0.850224153	1.010778178	0.8727516548	0.2695023984	0.2777398129	0.8231765695	1.212616074	-0.2003494206	0.9832124379
67760.92964069209	-65.15026761415356	4244.5573701958265	4591543585.770824	89318.38640557652	-1291.6399649784437	1668333.7991295147	7977774150.095876	65955.47561197917	-145.8782009548595	4350124763.202379	21280.44951382637	68319.09547994594	70497.31375826322	1.107678	19.145575	0.04414195	0.0239485	-0.1831743706	-0.173360032	0.048781895	0.185874207	-0.0104125654	0.1012890391	-0.0367057789	0.1283053221	-0.1853633128	-0.0268797985	0.130144078	0.2174961884	-0.1362374854	-0.0477476205	-0.0894782169	-0.0790946667	0.0680146431	-0.0073816133	0.0076750488	0.3804570927	-0.1156027123	0.1252753546	0.0349830067	0.1525203195	-0.0675586045	0.1686925941	0.1018124287	0.2005363657	0.038636908	0.0919026003	0.0496773866	-0.1217179601	-0.047692462	-0.0726705152	-0.0535683998	0.0356856139	-0.0540167641	0.2031183087	-0.1759825589	-0.0153868688	-0.0766487047	-0.1130666321	0.0009285577	-0.0929981251	-0.1528152868	0.0126731064	0.0434843377	0.1174375966	0.3404978483	0.0497483336	-0.0102790191	-0.0315899987	-0.1136452144	-0.0254856554	0.1834003954	-0.0721125646	-0.0086806819	0.1275178156	-0.0570843848	-0.0442102893	-0.007841335	-0.1531752183	0.0735900521	-0.0830923547	0.0470897523	0.0973964818	0.0610601293	0.0528717196	0.1214266179	-0.1357260334	0.1155386017	0.0721296006	0.0701238815	-0.1354523911	-0.0687415429	0.0390478626	0.0174513587	-0.1524379258	0.0217492503	0.3599861388	0.056536413	0.2074922347	-0.1179232735	-0.0712119783	-0.0311759134	-0.1013358239	0.0055046026	0.1581792149	-0.0238106	-5.100000000000937e-06	2.601000000000956e-11	0.00056694467236	0.0263458	-0.0054605	2.981706025000004e-05	0.00069410117764	-0.0177567	0.0135054	0.00031530039489	0.00018239582916	0.000314401	0.000134618	9.884798880100001e-08	1.8122005924e-08	-0.0	0.000368801	1.36014177601e-07	0.0	-0.000593977	0.0	3.52808676529e-07	0.0	-1.813394235	0.2069733132	-1.199219516	1.430190728	-0.04634362428	-1.250803046	0.4823351002	-0.6184295515	-0.3302787422	0.7085293402	-1.999377379	-1.125535583
67256.58305168989	-504.3465890022053	254365.48183815935	4523447963.788859	89588.1836055361	269.7971999595902	72790.5291060351	8026042641.739248	66075.3603689236	119.88475694443332	4365953247.883121	14372.354947625854	68386.1399211434	44060.22871560713	2.134326	36.890598	0.10674025	0.0562562	0.1257479867	-0.0565719021	-0.0650574727	0.0786174299	0.1051122033	-0.0695844358	-0.0431897739	-0.0883750472	-0.0196688593	0.0070217692	0.0212568432	-0.0387371733	0.0140290258	0.0298526402	0.012831509	-0.011893744	0.0690447738	0.1181683718	-0.0566344192	-0.2473316339	-0.109310066	0.0323044175	0.0884609091	-0.1348125822	0.0342675027	-0.1086123926	0.0658535551	0.0348418828	0.0647813443	0.0965629844	-0.1915985302	-0.2343955716	0.0409240759	0.0761443192	-0.0985352976	0.0261564851	-0.3043774359	-0.0424859104	-0.0654180263	0.0149523627	0.0314753459	0.1168148665	-0.0534730167	0.0709457	0.111225366	0.1336029333	-0.0526019712	-0.0872380708	-0.2299416714	0.1022395434	0.0130231354	-0.0276400736	0.1509110861	-0.1144647385	0.0827947849	0.0308420206	0.0813772011	0.217700191	-0.1733994142	-0.0771718412	0.1185827632	-0.038347367	0.2014725312	0.1167980903	0.0606560903	-0.0126176775	0.0457099328	0.1181897303	-0.0452921717	0.0119415693	0.1020822252	-0.1329598594	0.0412425019	-0.0603945439	-0.0782413619	-0.1392356649	0.3171954285	0.1028551716	0.2405704882	0.1333311753	0.0246947096	0.0746717159	-0.0625433588	-0.0499995705	0.0435539906	-0.0036619215	-0.1264146984	0.1561356449	-0.0238017	8.900000000002656e-06	7.921000000004727e-11	0.0005665209228899	0.0549361	0.0285903	0.00081740525409	0.00301797508321	0.0179192	0.0356758999999999	0.00032109772864	0.0012727698408099	-0.000165776	-0.000480177	2.7481682176e-08	2.3056995132900002e-07	-6.0946000000000006e-24	-6.0946000000000006e-24	3.7144149160000005e-47	3.7144149160000005e-47	-0.000224851	0.000369126	5.055797220100001e-08	1.36254003876e-07	-0.9002423818	-0.5660961759	0.4126769615	-0.9451729859	0.1873675945	-1.857115751	-0.6565348963	0.4516650573	0.243426874	0.204158936	0.3629716538	-0.6353117311
67389.86097461713	133.2779229272419	17763.004739799828	4541393362.178225	90211.81505253231	623.631446996209	388916.1816825854	8138171575.072296	66073.23642361112	-2.1239453124871943	4365672571.490411	4.511143690436326	68405.90179546112	44235.00663392509	1.160781	20.063429	0.148994315	0.100223	0.1182699085	0.1781537475	0.1044515302	-0.0825262819	0.0689581937	-0.1262673665	0.2577765957	0.0215987916	0.0515486475	0.2027498239	-0.0072922031	-0.1587449455	-0.1307597183	-0.0465682315	0.0048954191	0.22569428	0.013689991	-0.0240504513	0.0499599963	0.1346709665	0.0545360847	0.0026328012	0.011966039	0.261543338	-0.0819188094	0.022684613	-0.0854936304	-0.1016960241	-0.0369819084	-0.1367327584	0.0285852789	-0.0898497445	0.028017744	-0.0793749565	0.1944343951	-0.1966711445	0.0341260389	-0.1539625965	0.0351198453	0.2047214778	0.1406493851	-0.0894683409	-0.0743876308	0.0986736317	-0.0151424796	-0.1313990697	0.1464870616	0.1080628176	0.2196904873	-0.0598216267	0.0434623123	0.1465796276	-0.0595178337	-0.0415765584	-0.0182404308	-0.0892330808	-0.1729046184	-0.095969398	-0.0836141756	-0.1682435383	-0.0999781904	0.0106033946	0.0564184929	0.0472207699	0.0507372963	0.2164433889	-0.0882207935	-0.0134907953	-0.1029466407	-0.011067214	-0.1962450416	-0.094862108	-0.0889104408	-0.0369599211	0.0008340612	0.0819497591	-0.0258190138	0.1865858364	0.1581334937	-0.1318332552	0.1042834997	-0.0932660967	-0.1385978373	0.0038979788	0.0295565145	-0.0247126538	0.0425018997	0.1538107079	-0.00525602	0.01854568	0.0003439422466623	2.76257462404e-05	-0.0419337	-0.0968698	0.00938375815204	0.0017584351956899	0.0126033	-0.0053159	0.00015884317089	2.825879281e-05	0.000260191	0.0004259669999999	6.7699356481e-08	1.81447885089e-07	-0.0	6.0946000000000006e-24	3.7144149160000005e-47	0.0	-8.55593e-05	0.0001392917	7.320393816490001e-09	1.9402177688890004e-08	-1.000415483	-1.869570528	1.44375907	-0.1539634569	-0.4092252773	0.5565537685	-1.774951083	0.0391549112	0.4089619247	-1.252871379	-0.5346213786	1.543279754
67318.83691783484	-71.02405678229115	5044.416641814119	4531825803.970042	89900.77059199892	-311.0444605333905	96748.65642850794	8082148553.035218	66081.04516493056	7.80874131944438	4366704530.089593	60.976440993997954	68415.17457863137	44687.58990770368	1.200864	20.756239	0.159436375	0.0911794	0.1197212508	-0.0311352952	0.2300497503	0.0087636806	0.0581793542	0.2836900605	0.0501937003	0.1095068214	0.172248308	-0.1318793394	-0.000780092	-0.018536707	-0.0788210901	0.1614031443	0.0327068998	0.0635381797	-0.0302644537	0.2361929507	-0.0191074405	0.0857413302	0.0294695979	0.1041403232	0.1031085262	0.0190013206	0.043476619	0.2061157263	-0.1339875491	-0.1189870509	0.0927673549	-0.1241343749	-0.1682533235	0.017172034	0.0034131881	0.1320151549	0.338663401	0.0001760395	0.0328201713	-0.0093157546	0.0457959679	0.1487792844	-0.1498657768	-0.0207587248	-0.0771279772	-0.1528299046	0.1511944009	0.0875989718	0.0369479957	0.0293527211	0.008298157	0.0659310549	-0.0754514114	0.1105572584	-0.046589917	0.0959377887	-0.0081652057	-0.1618982529	-0.2105081295	0.0670747477	-0.1109027553	0.1221932221	0.2472935157	0.3805294711	0.1404139297	0.2021065745	0.0680287445	-0.0442977646	0.07639037	-0.0349305909	0.0683221473	0.0510060546	-0.0885378811	0.0326319687	-0.0131895439	-0.1801757791	0.0882329536	-0.0433929002	0.1476924868	0.1397907321	0.0651784741	-0.1179554655	0.0017378402	0.2687959045	0.1191792637	0.1571686939	-0.0225335463	0.0486545418	0.2300634277	0.1512085936	-0.00696621	-0.0017101899999999	2.9247498360999982e-06	4.85280817641e-05	0.03222	0.0741536999999999	0.0054987712236899	0.0010381283999999	0.0566757	0.0440724	0.00321213497049	0.00194237644176	-0.000266153	-0.000526344	7.0837419409e-08	2.77038006336e-07	-0.0	0.0	0.0	0.0	-0.000349217	-0.0002636576999999	1.21952513089e-07	6.951538276928998e-08	-0.6292444118	0.8554366231	1.136735104	-0.9731155646	0.887760469	0.1315078465	0.6337843111	0.5908793164	0.6821129975	-0.06009353549	-2.96399982	-0.334389259
