global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_02	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_14	aroma_motion_16	aroma_motion_18	aroma_motion_21
70595.14713519803	n/a	4983674799.040258	n/a	130594.48006905986	n/a	n/a	17054918224.508074	72055.52843894494	n/a	n/a	5191999178.6156025	80588.08444489798	38523.12495479392	n/a	n/a	n/a	n/a	-0.0983103275	-0.1323183874	-0.1131265452	-0.0365039069	0.1551059474	-0.106822547	0.1899175696	-0.1839526187	0.1049778683	-0.0661581599	0.022530583	-0.0576628328	0.0162378847	-0.1104907276	0.1409313117	-0.0047928936	0.0027771897	-0.150656232	0.1420551174	-0.1183142222	0.1020745544	-0.2275635304	0.1479780761	-0.2173889369	0.0207532821	-0.0010629506	-0.0579071236	0.1089641359	0.0354741212	0.1697698527	-0.2235536534	0.1111006194	0.0990993598	-0.1766746155	0.0213295904	0.0637730435	0.0913894881	-0.0557268697	-0.0038482791	-0.0574637077	0.1218285015	-0.0498249065	0.0526021137	-0.042023504	0.2219691019	0.0279673278	-0.0406448982	0.2305870104	-0.0070286482	0.11173845	-0.0457656181	0.0060491195	-0.0705464246	0.2659149071	-0.2154781571	0.2888057363	-0.0551864751	-0.1194007849	0.0879125548	0.1339939496	-0.0454679329	-0.0181953794	-0.0624960788	0.1119015823	0.022794371	0.0441253106	-0.1683928663	0.1019446215	-0.0117113508	0.2161725488	-0.0750486375	0.0967995019	0.0631797134	-0.0784807852	0.021306038	-0.1964677551	0.1055061741	-0.0782097979	0.0402389865	-0.0488393564	0.0475048515	-0.0660960867	0.114751315	-0.1753621763	0.0012192713	0.0926298052	-0.0249262007	-0.1135546995	0.1364590807	0.2211428883	0.1643619509	-0.0701152	n/a	0.00491614127104	n/a	-0.0212025	n/a	n/a	0.0004495460062499	0.00781304	n/a	n/a	6.10435940416e-05	0.00304281	n/a	9.2586926961e-06	n/a	-0.000543766	n/a	n/a	2.95681462756e-07	-0.000476297	n/a	2.26858832209e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.434628451	1.282258713	0.3318093803	0.02899698818	-0.5339518525	0.07714278269	-0.118029236	1.077998287
70545.54686702118	-49.60026817684411	4976674182.767082	2460.1866032148546	130751.10963871308	156.6295696532179	24532.82208975224	17095852671.754768	72017.00592094893	-38.52251799601072	1483.9843927529698	5186449141.817993	80554.00790238394	37159.043226188165	0.918807	17.923168	0.03823161	0.0233569	-0.0942814884	-0.116495505	-0.159976333	-0.0281855402	0.1595579695	-0.0830966567	0.1052502603	-0.0477249986	-0.1803641727	-0.0241645511	-0.0673464266	-0.1352559429	0.06649635	-0.0506971406	0.1449852755	-0.1554956811	0.0871421529	-0.1016377588	-0.1870609343	0.0362247168	0.1784956659	0.1563695665	0.084295304	0.026254966	-0.0774082824	0.0487683528	0.1689529575	-0.052074244	0.2158611307	0.1114317812	-0.1135194465	0.0985518408	0.1309440456	-0.128346186	-0.1636270441	-0.2308602517	-0.1279472252	-0.1053446417	-0.0318277178	-0.0476536081	0.0981157799	-0.1143527745	0.0088634508	-0.199167373	0.0880497715	0.0033056636	0.0190626626	-0.0742298915	0.0878823074	-0.1309741884	0.1237047444	-0.2076307469	0.1042753248	-0.0097970183	-0.2247156521	-0.0256666365	-0.021731343	-0.1649843903	-0.1177404799	0.1509316964	-0.0486251373	0.1453793392	0.0212008184	0.098019223	-0.0671556795	0.0522556688	-0.1433323856	0.135738432	0.07926905	0.1432589654	-0.0556038925	-0.022659835	0.2278741836	-0.1368157431	-0.0209439563	-0.1269613921	0.0914630492	-0.216005724	0.0398201077	0.0249616518	-0.1001863691	-0.0944038578	-0.000652102	-0.0119136188	0.0846501822	0.1114807835	-0.0311680851	-0.1918793718	0.0949451612	0.0093215052	0.1640657595	-0.0701176	-2.3999999999996247e-06	0.00491647782976	5.759999999998198e-12	-0.0135488	0.0076536999999999	5.857912368999999e-05	0.0001835699814399	0.0174476	0.00963456	9.28247463936e-05	0.00030441874576	0.0026763	-0.00036651	7.16258169e-06	1.3432958010000002e-07	-0.000543766	0.0	0.0	2.95681462756e-07	-0.000423988	5.2309e-05	1.79765824144e-07	2.7362314810000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.425551304	1.324463009	0.2925250812	-0.03132906173	0.9909368529	-0.6456112017	-1.440949642	0.3472991034
70442.61296938457	-102.93389763661251	4962161721.954508	10595.387282664626	131000.45402327269	249.3443845596048	62172.62211140808	17161118954.30358	72073.29155665459	56.28563570565893	3168.072786790148	5194559355.810537	80643.80860538204	35585.48354064886	0.927176	18.08642	0.0418956	0.0310193	-0.1131289681	-0.0813885095	-0.1702182399	0.0603110082	0.1420438478	-0.1248438793	0.1579858595	0.0895853868	-0.2951993919	0.0711612877	-0.0978202632	0.0079648288	-0.1028339029	-0.1629093474	0.0942548914	-0.0246384236	-0.0579005068	-0.2252291483	-0.1511753892	0.0060551063	-0.049954624	0.0298073016	-0.0867124796	-0.2284241125	0.1168271874	0.0387276728	0.0849440363	0.0651216872	0.0551170168	0.0398583364	0.0271233911	-0.0031576417	0.1128121539	0.1213323648	0.0233608567	0.0450068348	-0.1192432144	-0.3506787958	-0.014168557	0.2131299158	0.1354541716	0.0083314158	0.0900420467	-0.2022182905	0.2074911844	-0.1383089984	0.086602932	-0.2045604268	-0.0085563516	-0.1158070811	0.0875451506	0.1816869463	-0.050334359	-0.0784189977	-0.0690855073	0.1610458448	0.0229687576	-0.0773079523	-0.0628346804	0.1781882543	-0.0575239151	-0.0759606156	0.1009800755	0.0250606217	-0.0599718177	0.1162367896	-0.1192039722	0.1661759664	0.0509810295	0.0717396194	-0.1642776647	0.0772921676	0.1595044578	-0.1185944858	0.1196908542	-0.0981655906	-0.1111157174	-0.2271041267	0.1204738619	0.0050779964	-0.111919259	-0.0971390704	0.0416484384	0.0242707323	0.0766654702	0.1202723476	0.1285247118	0.0824288433	-0.0093608099	-0.1205626739	0.1634739106	-0.0679992	0.0021184	0.0046238912006399	4.487618560000027e-06	-0.0211893	-0.0076405	5.837724025000002e-05	0.00044898643449	0.0466063	0.0291587	0.00085022978569	0.00217214719969	0.00261674	-5.9559999999999735e-05	6.847328227600001e-06	3.5473935999999686e-09	-0.000543766	0.0	0.0	2.95681462756e-07	-0.000423988	0.0	1.79765824144e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.866427847	0.3014903698	-0.3378222052	-0.08218710089	2.118420969	0.6382719815	-0.9310793084	0.6796008872
70377.3742779463	-65.23869143826596	4952974810.258139	4256.086860577277	130662.88302676688	-337.57099650580494	113954.17768192216	17072789000.866566	72017.88197509458	-55.40958156000124	3070.2217286544296	5186575324.178654	80598.7058268053	34821.73292829432	0.983084	19.177008	0.11951058	0.0640907	-0.1393674873	-0.0281054002	-0.1460559151	-0.1363317881	0.1501773208	-0.0512293988	0.1515732319	0.0087370019	0.0276155451	0.1576421759	-0.0694670764	0.1725083465	-0.0157656563	-0.2972334291	-0.0333419102	-0.1014809339	-0.0712088814	0.0054040417	-0.1072998928	0.0538284451	0.0623837652	-0.2573532236	-0.0173155862	-0.117309951	-0.0204756081	-0.0236372249	-0.0957659685	0.0263218045	-0.1271952347	0.1023436677	0.1465855188	-0.2012908015	-0.0821200613	-0.0651530411	0.0730450037	-0.1040006976	-0.0311304859	0.0399486083	-0.1337515466	-0.1605728213	0.0637032667	-0.0348885677	0.3275328601	-0.1198386952	0.0480410823	-0.0276401498	0.14995835	0.0897440364	-0.1224658519	0.1423743824	0.043294151	0.1352069146	0.0996024195	-0.0903366721	0.0514081265	0.095023493	-0.0065415581	-0.0731516747	0.1237482524	-0.1255256965	0.1292762374	0.0568230217	0.0593849711	0.085053529	-0.0057048207	0.0934285	-0.054834294	0.1944892515	-0.0530155726	0.0421496708	-0.166798401	0.0862201085	0.104006415	-0.0143976698	-0.031689308	0.033512913	-0.1191029801	0.105721214	0.2582098294	-0.169233688	0.0204446267	-0.1052365788	-0.1577907403	-0.247865563	-0.1270561084	0.0559390761	0.2256921646	-0.0475997285	0.0383636921	0.111541939	0.1625874706	-0.0700804	-0.0020812	0.00491126246416	4.331393440000022e-06	-0.0362259	-0.0150365999999999	0.0002260993395599	0.0013123158308099	0.0623856	0.0157792999999999	0.0002489863084899	0.00389196308736	0.00175157	-0.00086517	3.0679974649000003e-06	7.485191289000003e-07	9.0336e-06	0.0005527996	3.0558739776016e-07	8.160592895999999e-11	-0.000738288	-0.0003143	5.450691709440001e-07	9.878449000000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.681531738	0.0289503629	-0.6992543155	-0.8535161153	-0.2437142794	1.480690788	-0.5493411276	-0.2158956703
70533.24094905352	155.86667110721464	4974938078.777241	24294.419162044614	130312.5067617682	-350.37626499867474	122763.52707442157	16981349418.535885	71959.64971659574	-58.232258498843294	3390.995929876107	5178191187.335157	80523.31833505347	35351.82137129583	0.98568	19.227655	0.0872785669999999	0.0484649	-0.1245903972	0.0182751468	-0.1114109106	-0.2532514004	0.0222127786	0.1164374651	0.0470412141	-0.1394337785	0.1077884719	0.1278682832	-0.0315859558	-0.0380713852	-0.1053850232	-0.0716342782	-0.0047165108	-0.1887877254	-0.2265583347	0.3160235643	-0.0442424793	0.153742558	0.0790510315	0.0700523064	0.1541227684	0.1293701477	0.13378182	0.1793326731	-0.1518179464	-0.0326716534	-0.0804583555	0.1048054984	0.0101417991	0.0810323274	-0.0089052284	0.1818182467	0.0163082954	-0.0336649333	0.0112086881	-0.0280924723	-0.0513080794	0.0786248415	-0.0034356463	-0.1812123006	0.2040488168	0.1847799488	-0.0186453179	0.1374674928	0.0411956384	0.0481609805	-0.0712062859	0.1739500951	0.094095175	-0.0398419162	-0.0417368625	-0.3304629003	-0.2067438297	-0.2061950205	0.0454611685	-0.0212959007	0.0760786626	-0.0480901944	-0.0819882936	0.1096465323	0.0166652021	-0.0928236321	-0.040416022	-0.0863078255	-0.0482815381	0.1600625022	-0.0502138661	0.0967190938	-0.0391954955	0.0975215977	0.1031760717	-0.1024014543	0.0759400814	0.1054334607	-0.0215261042	0.0333571617	-0.2081969535	0.0563834095	0.1214289273	-0.055115137	-0.0854405649	-0.0739089271	0.068335204	0.0027850314	0.0483859385	-0.1704429363	-0.1618461548	0.0447008317	0.161408037	-0.0463065	0.0237739	0.00214429194225	0.00056519832121	0.000300337	0.0365262369999999	0.0013341659893801	9.020231356900001e-08	0.0464979	-0.0158876999999999	0.0002524190112899	0.00216205470441	0.00181958	6.800999999999986e-05	3.3108713764e-06	4.625360099999981e-09	-0.000141791	-0.0001508246	2.274805996516e-08	2.0104687681e-08	-0.0007353079999999	2.9800000001000467e-06	5.406778548638529e-07	8.880400000596278e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.484474442	0.2421457506	-0.4713344812	-1.254579	-1.273473132	1.320737137	0.4614654096	-1.122926096
70642.44273293669	109.20178388316708	4990354715.276239	11925.02960326593	130427.23513935588	114.72837758767128	13162.600623899272	17011263666.096828	72008.4698534048	48.8201368090522	2383.4057580545737	5185219730.628707	80453.96248773349	35613.003514556745	0.929708	18.135801	0.0636187869999999	0.0318857	-0.1130275081	0.0568668614	-0.1015676511	-0.1358606569	-0.1737489855	0.0264030332	0.1065104385	-0.0626615024	0.0474147197	-0.0375375579	-0.1348359957	0.0750680638	0.0691185942	0.0094520406	0.0310287484	-0.1072351346	-0.1941683689	-0.0252582699	0.1791246501	0.0266916543	0.0438126904	0.0186903673	0.0914314057	-0.150017924	0.0388441346	0.0062553572	-0.1323166318	0.0138544384	0.2621467656	-0.2350556148	0.1042605276	0.0513933771	-0.1558030468	-0.0774787558	0.0811303017	0.0021745781	-0.0015782642	0.0377857316	0.2478772211	-0.1778247304	-0.0766449176	-0.0904661908	0.0932572052	0.2011367984	0.1439728831	-0.0416054997	0.0101793912	0.0340980441	0.2262162143	0.0763627287	-0.0232304996	0.0654687264	-0.0476583711	0.1368632343	-0.0083466119	-0.0791274566	0.0857966335	0.0990407646	-0.0782648595	0.020516319	-0.0205020122	-0.0783854459	0.1663074862	0.0650250617	-0.1599204347	0.1642318684	-0.0095893929	0.1557492308	-0.0603158916	0.0859954784	-0.0440505649	0.0698483438	-0.0027125378	-0.068911058	-0.1284922525	-0.1242046378	-0.242567024	0.0830435641	-0.0605276222	0.026094383	0.1912590418	0.1115750264	0.0292344439	-0.0279862967	-0.1744852177	-0.0837863602	-0.0416853558	0.0497051137	-0.2178530449	-0.0062518897	0.1599377353	-0.0570354	-0.0107289	0.00325303685316	0.0001151092952099	-0.0142723	-0.014572637	0.0002123617491337	0.00020369854729	0.0464936	-4.299999999998749e-06	1.848999999998924e-11	0.00216165484096	0.00139811	-0.0004214699999999	1.9547115721e-06	1.776369609e-07	-0.000359187	-0.000217396	4.726102081600001e-08	1.29015300969e-07	-0.000607915	0.0001273929999999	3.69560647225e-07	1.6228976448974517e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9617945801	0.5739166603	-0.5597241694	-1.344047334	-0.9922607418	0.6148277046	1.311664881	0.08776864552
70674.13672779503	31.69399485834583	4994833602.219067	1004.509310080852	130404.57927874471	-22.655860611164822	513.2880200325299	17005354296.866417	71973.9060660992	-34.563787305596634	1194.655392906523	5180243154.411671	80466.21443345628	35718.082024573414	0.876397	17.095879	0.05134113	0.0296771	-0.1015822897	0.0695883803	-0.1002837612	-0.1307418175	-0.0904173188	-0.0703809295	0.0097112279	-0.0933472518	-0.0458583249	-0.1311888631	-0.067952695	0.0353106624	0.0117251594	0.1028369013	0.0341479051	-0.1431667461	-0.1298869104	-0.091484117	0.0813511355	-0.18569858	0.0052051812	0.1083410546	0.0379271885	0.062188716	0.0535702048	-0.0212922405	-0.2138043282	-0.2379598627	0.0834582893	-0.0992075647	0.0927303705	-0.1947067733	0.1810637858	-0.220966673	-0.0462717015	-0.0325837845	-0.0748894224	-0.0294793825	0.1720086594	0.0986362898	-0.04989784	-0.1463962521	-0.0102931956	0.0765365076	0.185861867	0.0984975681	-0.1245800406	0.0532005393	0.2247641875	5.31862e-05	-0.0131201036	0.1288727612	-0.085211984	0.037378433	0.1157535422	-0.2736033717	-0.0514142922	0.0122399738	-0.0733863896	0.0595436371	-0.1661629214	-0.1021331711	-0.2693515145	0.2387075112	-0.0284889903	0.0875269015	0.0205789447	0.1537854136	-0.0260992404	0.0621544341	0.0353124299	0.0565352372	0.0446848767	0.0131259766	0.0311453636	-0.1963273466	0.0049141678	0.1933379561	-0.0241495427	0.1561557076	0.0786276553	0.2996498211	-0.1299353033	0.040455078	0.0643797541	-0.0413597986	-0.0817205745	0.1236300827	-0.1889175456	0.0031154408	0.1581792149	-0.0573167	-0.0002812999999999	0.00328520409889	7.9129689999999e-08	0.00681403	0.02108633	0.0004446333128689	4.64310048409e-05	0.0464791	-1.4500000000000624e-05	2.102500000000181e-10	0.00216030673681	0.000997728	-0.0004003819999999	9.954611619840002e-07	1.6030574592399993e-07	-0.000359187	0.0	0.0	1.29015300969e-07	-0.000806713	-0.000198798	6.50785864369e-07	3.952064480400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4441056996	0.5759583878	0.2089403224	-0.6886292175	-0.833451714	-0.7047539682	0.03237038562	1.111722837
70699.36687328531	25.23014549027721	4998400476.283393	636.5602414605554	130779.40540529403	374.8261265493202	140494.625143967	17103252878.16225	72034.74374737285	60.83768127365329	3701.223462754624	5189004306.749672	80491.98257679261	35712.8938155196	0.909561	17.7428	0.0569116799999999	0.032671	-0.0948710998	0.0674645371	-0.1328430623	-0.1461855054	-0.0451239908	-0.0993320377	-0.063294811	-0.00313692	-0.2264479971	-0.0957849193	-0.1449081524	-0.0081517197	0.1220748298	0.0193446672	-0.1319309845	-0.1157029005	0.0689845364	-0.2946523532	-0.0740720465	0.070406062	-0.0515903445	0.0322016489	-0.0014616235	0.1218235628	0.072045858	-0.0010034027	-0.2529127538	-0.0007966426	-0.0567510042	0.168242747	-0.1242491119	0.1256033944	0.099381453	-0.0168607613	-0.086444945	0.2370850835	0.0712823994	0.2375460466	-0.1159580937	-0.0269323211	-0.1151023841	-0.0935701514	0.0699970052	-0.1392766618	0.03167071	0.0161131637	0.0176045125	0.0654027023	0.0277310986	-0.3196310147	0.0108815294	-0.1126984665	-0.0830285825	0.0402716641	0.0028142149	-0.0627499305	-0.0302226555	0.0425471608	-0.0850530305	0.0050888774	-0.0254910086	0.2576440022	-0.2532766609	-0.0402996216	-0.0228471528	-0.0686719754	0.036968314	0.1568946332	-0.005521196	-0.0786637798	0.1081481592	0.0409376641	0.1604398334	-0.0940566506	0.0158801416	-0.0942899659	-0.0428716918	0.2126725382	0.0498891644	-0.000499507	0.0413883937	-0.0258371855	-0.0512128853	0.2123444196	-0.1475299519	0.046505718	-0.2426474858	0.1516413327	0.0680987978	-0.1415551978	0.1561356449	-0.0526119	0.0047047999999999	0.00276801202161	2.2135143039999957e-05	-0.0212412	-0.0280552299999999	0.0007870959303528	0.0004511885774399	0.060554	0.0140748999999999	0.0001981028100099	0.003666786916	0.000997728	0.0	9.954611619840002e-07	0.0	-0.000204032	0.000155155	2.4073074025000012e-08	4.1629057024e-08	-0.0008530929999999	-4.637999999989998e-05	7.277676666488294e-07	2.1511043999907222e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7414620505	0.3062488386	0.3944011557	0.3357993903	-0.8729870432	0.1386944056	-1.982885192	0.6442964663
70707.86486712826	8.497993842946016	4999602154.06807	72.2158993547484	130197.19026486682	-582.2151404272154	338974.4697426821	16951308352.86593	72105.97380891393	71.23006154107861	5073.721667145846	5199271458.931782	80525.1066494019	35734.94969056233	0.978661	19.090731	0.057153895	0.0299566	-0.1018759516	0.0829399291	-0.0619497991	-0.1257150121	-0.1576112922	0.1845303818	0.0351169975	-0.0310916268	-0.0275990858	-0.1240675193	0.1128846807	-0.022865497	-0.1461560534	0.0343418012	0.022975223	0.100420775	-0.1491358281	-0.0319967014	0.0215823437	0.3410970663	-0.1560268434	-0.1382967165	0.0324901045	-0.0092163982	-0.1785172784	-0.0336888685	0.030205193	-0.0759753228	-0.1527826773	0.0659054753	-0.0583274478	0.0452522631	-0.165698079	-0.036063139	-0.0579249257	-0.0026716975	-0.0819461254	0.0488711242	0.1619515358	0.1566463589	-0.0557045473	-0.0520378724	0.054649444	0.2364783896	0.0341071187	-0.1030987064	0.2012478684	-0.0521153257	-0.0416656497	-0.0465457475	-0.0511723138	-0.1141910082	0.0678590597	0.0125214551	0.1765120704	0.1472426335	0.2591907046	-0.0516490033	0.0909217086	0.0239981385	0.0720189416	0.1272900397	-0.2114552503	-0.0350538569	0.2400794619	0.0131882274	0.0294859258	0.1148865557	-0.0577919618	-0.1125826437	-0.078481083	0.0849656613	0.0278060892	-0.0548869692	0.0697173573	-0.0012116296	-0.0067332709	0.0729262466	-0.231773635	-0.0810904092	0.1706185637	0.0062633422	-0.1532975701	0.1460064606	0.0662039666	-0.214724822	-0.0398215876	0.1324236602	0.0196757508	0.0961347627	0.1538107079	-0.0549287	-0.0023167999999999	0.0030171620836899	5.367562239999972e-06	0.00340539	0.02464659	0.000607454398628	1.15966810521e-05	0.0533982	-0.0071557999999999	5.120547363999996e-05	0.00285136776324	0.000997728	0.0	9.954611619840002e-07	0.0	-2.25669e-05	0.0001814651	3.292958251801e-08	5.0926497561e-10	-0.000573864	0.0002792289999999	3.29319890496e-07	7.796883444094417e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.438043615	-0.3691165147	-0.2850764414	-0.2393736651	-1.2633582	0.3430676229	0.5979173207	-1.324490303
70807.44476972402	99.57990259576763	5013694234.817518	9916.15700098257	131126.16278101926	928.9725161524402	862989.9357665958	17194070565.67436	72114.52896109184	8.555152177912532	73.19062878724155	5200505287.280154	80591.2331890608	36399.06777628618	0.964377	18.812088	0.100305845	0.0437041	-0.0723397029	0.0428718289	-0.1133698364	0.0481031434	-0.1799858876	-0.0868621624	-0.0321184797	-0.0637782492	-0.0322773263	-0.1350366759	-0.0980819672	0.1250788382	-0.0426305595	-0.0900192411	-0.0111841564	0.1079103233	-0.1796904985	0.0595439268	-0.0770064229	0.1135306577	0.0758745664	0.0294843833	-0.1492491371	0.0056504851	-0.0969761215	0.1024576554	-0.1221874294	-0.2292651291	-0.1288956529	-0.0437664391	0.006571512	0.1075763896	-0.0025025906	0.0652184674	-0.2166992042	0.1140822811	0.0117943036	-0.0047428179	0.1090516617	-0.0439799646	-0.027109012	0.1069710442	0.0696394896	0.0430225319	0.1289763298	0.0417494518	0.1658014043	-0.1345689291	0.0846871313	0.1259769832	0.1517109016	-0.0935838271	-0.0587645653	-0.0098779134	0.1062719612	-0.1420469295	0.0047640612	-0.0074678031	0.2422273159	0.1684003045	-0.2231051494	0.078001677	-0.094108858	-0.1069536571	0.1174906605	-0.1890658453	0.0405730636	0.0430694926	-0.0594584946	0.0427012001	0.0717320524	0.1286761972	-0.0148682452	0.0021800444	0.194480135	0.0785060641	-0.0242163646	0.1627594867	-0.0676836069	0.0759960371	-0.1218960337	0.19418466	-0.0195351695	0.0755681906	-0.0462054844	-0.1859653882	0.1718991193	0.0868778386	0.0783872589	0.0058488484	0.1512085936	-0.0321538	0.0227748999999999	0.00103386685444	0.0005186960700099	-0.00800721	-0.0114126	0.00013024743876	6.411541198410001e-05	0.0227097	-0.0306885	0.00094178403225	0.00051573047409	0.000635575	-0.000362153	4.03955580625e-07	1.3115479540900006e-07	0.000218205	0.0002407718999999	5.797110782961e-08	4.761342202499999e-08	-0.000468192	0.000105672	2.19203748864e-07	1.1166571584000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.181509136	0.04790255443	0.2728729495	-0.9247816272	-0.4004989067	0.7635875022	-0.1756018376	1.796228066
