global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	aroma_motion_02	aroma_motion_05	aroma_motion_08	aroma_motion_10	aroma_motion_14	aroma_motion_18	aroma_motion_20
70704.7104597605	n/a	4999156081.198566	n/a	130368.3359212578	n/a	n/a	16995903010.877918	72144.11451454608	n/a	n/a	5204773259.087937	80519.77346055809	45481.43009812043	n/a	n/a	n/a	n/a	-0.029130243	0.2452068792	-0.0145675932	0.0826862819	-0.1849512129	-0.0968069297	0.080288256	-0.1659017869	0.3130634068	-0.0353506463	0.0558697795	0.1275332461	-0.0285697947	0.0471671833	-0.126364065	0.1108764926	-0.1412263767	0.2787643278	-0.0790704558	0.213139007	-0.1336855388	0.1403147266	-0.120247334	0.0164715441	-0.141477269	0.0284797049	-0.0430962933	0.210146581	-0.2325008829	0.1721265551	0.0831123813	-0.0494008941	-0.0859469668	0.0801660118	0.0245897341	0.1983997743	-0.1009521965	-0.011021992	0.2005034067	0.1645485796	-0.0064088641	-0.1086508764	-0.2257181449	0.0145283345	-0.0279245205	0.2735954585	-0.2015152916	-0.1850335022	0.2389519934	-0.021546887	0.1080055304	-0.1102612787	0.1506738058	-0.0450130975	0.0293411544	-0.1898013197	0.0624682183	-0.0259279079	-0.08934272	0.0547589024	-0.0119664533	-0.2003057415	0.0228071299	0.0340636939	0.1188727532	-0.1531146316	-0.1575088788	0.04895909	-0.3384188113	0.223513236	-0.0807433328	0.065093977	-0.0956016384	0.2148509569	-0.0771449076	0.0795047537	-0.0127068664	0.1061627594	-0.0048181427	0.3238703251	-0.0116751611	0.0225014747	-0.0997416413	0.008534117	-0.1693681085	0.1234948146	-0.2300682843	0.2223512573	0.1249377563	-0.1053317658	0.2109593483	0.0400935852	0.1643619509	-0.0638623	n/a	0.0040783933612899	n/a	-0.0522924	n/a	n/a	0.00273449509776	-4.23045e-05	n/a	n/a	1.78967072025e-09	0.00395931	n/a	1.5676135676099997e-05	n/a	0.00046188	n/a	n/a	2.133331344e-07	-0.000410658	n/a	1.68639992964e-07	n/a	0.0	0.0	0.0	-3.197839965	1.043772511	0.9703567278	1.215488335	-0.2770442679	-2.001230574	-1.086786889
70521.99136492015	-182.7190948403586	4973351266.073872	33386.267619279955	129976.50909157356	-391.8268296842434	153528.2644604051	16893892915.631905	72154.91405925021	10.799544704132131	116.63016581654836	5206331622.897783	80544.26692673397	43152.730721370826	0.998945	17.931898	0.0556183044999999	0.0300379	-0.0080308135	0.269834845	-0.0862721942	-0.0811817017	-0.1405597489	-0.1196016461	0.1187378115	-0.1598073059	0.109661004	0.0261554102	-0.0852570282	0.0229223324	-0.0273390295	0.0216210757	0.0362723981	0.0257603999	-0.0278872191	0.2857624709	-0.0622426569	0.2722945075	-0.09072641	0.03241974	-0.1339461606	0.0541061081	-0.1769132515	-0.1562990823	-0.0541312492	0.0603227311	0.2237563045	-0.0767881042	0.1189662443	0.0407687473	0.0359940514	-0.0351375997	0.0302688859	0.2289967971	0.086501443	-0.1081458123	-0.0775821018	-0.1297411644	-0.0077146982	0.099444658	-0.2761916205	-0.0477901114	0.0533875078	0.1668167635	-0.1403141812	-0.0640370665	0.1598795025	-0.0826504451	0.0831103705	-0.1882785506	0.0606113382	0.0593711449	-0.2325038969	-0.1567276393	-0.0745216038	0.0427763367	0.0242619594	0.0991813648	-0.1095428162	0.0981676447	-0.0446354092	-0.0130803826	0.015572011	-0.0692007258	0.1729675508	-0.0257511676	-0.3560580262	0.1698064423	-0.0045419175	0.0869242789	-0.1134385887	0.176820802	0.0036897479	-0.0373450009	0.0054962693	0.0775741991	-0.0675778662	0.1325888383	-0.0708118922	-0.0596816453	0.0509959815	0.0314818743	-0.1938427954	-0.0690162254	-0.0615917462	-0.1301867442	0.0602389434	-0.0646474392	0.167897995	0.1554367156	0.1640657595	-0.071762	-0.0078997	0.005149784644	6.240526009000015e-05	-0.0523	-7.599999999996498e-06	5.775999999994678e-11	0.00273529	0.0122972	0.0123395045	0.0001522633713055	0.0001512211278399	0.00371376	-0.0002455499999999	1.37920133376e-05	6.029480249999989e-08	-1.78095e-22	-0.00046188	2.133331344e-07	3.1717829025e-44	-0.000410658	0.0	1.68639992964e-07	0.0	0.0	0.0	0.0	-3.16703501	-0.3484726525	-0.2602779813	1.741371458	-1.16928084	0.5411149393	-0.8087752281
70495.83956624236	-26.151798677790797	4969663396.149382	683.9165740837003	129625.41971072636	-351.08938084720285	123263.75334367224	16802749435.181969	72078.97549006864	-75.93856918156962	5766.666289344035	5195378707.697915	80516.40818478334	44213.54446394396	1.01719	18.259413	0.0397548438	0.0187646	-0.0106004479	0.2985820461	-0.0782882173	-0.113398696	-0.0462522532	-0.2731178834	0.1259544141	-0.1376573834	-0.0853757729	0.231800584	-0.0818573724	-0.0493243645	-0.0743909868	-0.1079681848	-0.1507697136	0.1337522068	-0.0213518779	0.2857021614	-0.032974977	0.1292667962	-0.0317403559	0.0087621684	0.0605385749	-0.0632062344	0.0327652075	0.0242141287	0.1200451658	0.0040218778	0.1553842338	0.0661658052	0.0596523754	0.2625109141	-0.0344353196	-0.0991109467	0.1325032052	-0.2337524333	0.068744009	-0.0796079476	0.0365178217	-0.0393405121	0.0380525467	0.0786060616	-0.2896103808	0.1527426344	0.1622737027	0.0398503442	-0.0584700095	0.0167662695	-0.0318581129	-0.0551633286	-0.0325286182	-0.0490156873	0.0933709478	0.1743030544	-0.0131394605	0.123805409	-0.0804548349	0.0030451894	-0.0554168709	-0.0136804788	-0.1935845704	0.1114290361	-0.1561433714	-0.0845634537	0.1068077674	0.1159571702	-0.1525760758	-0.2171977288	-0.3497076486	0.1965457332	0.0041857311	0.0445775007	-0.0690914431	0.0293174278	0.1524202973	-0.0359388672	-0.0664984688	0.0883047639	-0.1775838739	-0.2894997487	-0.0082611366	0.0917677831	-0.1186618585	-0.3179309474	0.0508863103	-0.1311313661	-0.091278184	-0.1235010735	-0.0001262979	0.0048560637	-0.2765096466	-0.1076012802	0.1634739106	-0.0804263999999999	-0.0086643999999998	0.0064684058169599	7.507182735999813e-05	-0.0578022	-0.0055021999999999	3.0274204839999985e-05	0.0033410943248399	-1.77938e-05	-0.0123149938	0.000151659072294	3.1661931844e-10	0.00379522	8.146000000000021e-05	1.4403694848400002e-05	6.635731600000035e-09	-0.0	1.78095e-22	3.1717829025e-44	0.0	-0.000226653	0.000184005	5.1371582409e-08	3.3857840025e-08	0.0	0.0	0.0	-3.096914952	-1.564590174	-0.1514134212	1.758151231	0.9111118187	1.715461715	0.4159511967
70540.71887783667	44.87931159431173	4975993019.801983	2014.1526091793232	129432.42193996882	-192.99777075754537	37248.13951738204	16752751849.24612	72106.7253877002	27.74989763155463	770.0568185617614	5199379846.137208	80543.14328925745	43089.44760885012	1.030899	18.505505	0.0831298437999999	0.0530469	0.0068786722	0.2639830103	-0.1015384374	-0.0206767481	0.0330570793	-0.2355295252	0.0255265357	-0.1539128749	-0.0070855022	0.1114529641	-0.1176009776	0.0441672086	-0.0995531989	-0.0720030164	0.1058843293	-0.1074830009	-0.1779143467	0.1779929037	0.0541026444	0.1822479781	0.1057453382	-0.2109990132	0.1607128544	0.0153597323	-0.0897466617	-0.1681256992	-0.0360875517	-0.0945449385	-0.1543207591	-0.0663124681	-0.1237283808	-0.1123990761	0.045264623	0.1451372791	-0.013950363	0.1160669663	0.2420698732	-0.0213782312	0.0460588193	-0.0741020551	0.040072816	0.0291497213	-0.1274038055	-0.0171940355	0.2283812958	0.1937174219	-0.0018328697	0.1123856922	-0.2884579617	-0.1626251675	0.1140524454	-0.0899597342	-0.0102535822	0.0299502153	-0.0686782383	0.0659832341	-0.0637664898	0.06821706	-0.0548808202	-0.0072818283	-0.0288559729	-0.0827537707	0.3949434962	-0.0381141213	0.1895092649	-0.0429392536	0.2281236564	-0.0292448307	-0.2794950223	0.1311337663	0.0066942822	0.0779183883	-0.0746675	-0.0416195096	0.0782993301	0.0252875023	-0.1375198054	-0.0219290913	-0.0280870429	-0.1679357324	0.0099194419	0.1061984244	-0.0904953398	0.1457423401	0.1613163473	0.1314412616	0.2611197338	-0.0687660371	-0.1866437248	-0.1739036485	0.0077290266	-0.1324757466	0.1625874706	-0.0672358	0.0131905999999999	0.00452065280164	0.0001739919283599	-0.0522768	0.0055254	3.0530045159999994e-05	0.00273286381824	0.0140784	0.0140961938	0.0001987026796471	0.00019820134656	0.00289637	-0.00089885	8.3889591769e-06	8.079313225000002e-07	-0.0	0.0	0.0	0.0	-0.00011915	0.000107503	1.41967225e-08	1.1556895009e-08	0.0	0.0	0.0	-2.404095853	-1.220075577	-0.8691054932	2.131042392	-1.202552464	-0.004902432769	0.5861873181
70519.05312068648	-21.665757150185527	4972936853.038202	469.4050328908153	129736.81581747012	304.39387750130845	92655.63266028158	16831641378.456163	72081.03844503952	-25.68694266067177	659.8190232526396	5195676103.315266	80505.17918965488	40414.54957081239	1.025541	18.409327	0.0630191	0.0505449	0.048957649	0.0919418051	-0.0637509681	-0.0545886175	0.1061324473	-0.1216969473	-0.0625526495	-0.1375503217	0.0193462082	0.0667556037	-0.1967188367	0.1191467755	-0.0474207058	0.070143802	0.057333882	0.063304474	-0.1735406568	0.0192161925	-0.206236215	0.0886045357	0.1053005436	-0.011681596	-0.0758150428	-0.1030506408	0.0553412582	0.0730762447	-0.1817349116	-0.09951231	0.0473870772	0.0993797208	-0.0533304842	-0.0087281522	-0.1856880353	0.0363606243	-0.0407202399	-0.1102229481	0.0389405901	-0.1634409511	-0.2231901758	0.2113543036	0.0452611931	0.1022968496	-0.0417847233	0.1459970594	0.0898867857	0.2157328764	-0.0183691882	0.0915733975	-0.09331199	-0.1444865958	0.0164194765	0.0158761775	-0.3009797261	-0.120863117	-0.0624905412	0.2310279842	0.0830721536	-0.1691408778	0.1122505933	0.0251086365	-0.0517780008	-0.1889269218	-0.0966684723	-0.0711057686	-0.1668190618	0.0492849696	-0.1340570616	0.0211422479	-0.2353782449	0.013469687	-0.0159003058	0.0672634983	-0.1090797105	-0.1613955627	0.0996599085	-0.06010771	-0.1166876499	-0.0460821877	0.2332707332	0.014202367	0.0218790213	-0.1318362103	0.0529338328	0.3006455232	0.2413912279	-0.0211210329	0.2464285238	-0.0959920213	0.1331796679	0.2803092831	-0.1568127291	0.1058760077	0.161408037	-0.0638735	0.0033622999999999	0.00407982400225	1.1305061289999993e-05	-0.0522935	-1.6700000000001436e-05	2.78890000000048e-10	0.00273461014225	0.059837	0.0457586	0.00209384947396	0.003580466569	0.00261874	-0.00027763	6.8577991876e-06	7.707841690000003e-08	-0.0	0.0	0.0	0.0	-0.00011915	0.0	1.41967225e-08	0.0	0.0	0.0	0.0	-1.642161599	-1.779048506	-0.9270037261	2.029695668	-0.1996984574	0.02585833259	-0.1556937781
70501.06077967978	-17.992341006698553	4970399571.060103	323.7243349013263	130042.86996085627	306.0541433861508	93669.13868383058	16911148027.656176	72024.43051457207	-56.60793046744948	3204.4577918075947	5187518590.948421	80408.60207292225	40809.027057208354	0.998891	17.930935	0.143354901	0.0737185999999999	0.0523089632	0.0294374238	-0.0347282768	0.0454956177	0.0757471632	-0.1020556922	-0.2848716982	-0.0332970829	0.0672537598	0.0666840083	-0.0112925768	0.2693575915	0.0737167602	0.0966306842	0.0638539704	0.1050411168	-0.2087631098	0.0195278974	-0.1626877613	0.0574395872	0.1377486254	0.1038445699	-0.0959896742	0.1260462486	0.109173149	0.0647669982	0.1359776827	0.0902457562	0.1944049409	-0.1833033823	-0.0403382171	-0.192705749	0.0451354219	0.0164456506	0.0472924455	-0.0671007091	-0.0366110845	0.1203490082	0.1006121536	-0.0484041503	-0.0533719616	-0.109917318	0.0549372983	0.1621252165	-0.0391918616	0.2413356866	0.0500056221	0.0143546484	0.0343762647	-0.1455234233	-0.1836817086	-0.1655804235	-0.156605826	0.0872333774	0.0798763032	-0.0628321918	0.1295679247	-0.105148347	0.077349796	0.0071294994	0.0817317398	0.1231816405	-0.0981031625	0.130726989	-0.0396412309	0.1675123132	0.0614689154	0.1282838709	-0.1356609588	-0.1007193342	-0.0856126491	0.17794644	0.1513611414	-0.2093098827	-0.0731151521	-0.053403612	-0.0537432855	-0.1149768207	0.1718231265	0.1051897254	-0.0033224974	-0.1149171544	-0.0708129497	0.0308945991	0.126603236	0.0505803945	-0.157140965	0.1418681334	0.0908739799	0.1856408481	-0.1408929039	0.0434972408	0.1599377353	-0.0638865	-1.2999999999999123e-05	0.0040814848822499	1.6899999999997719e-10	0.000150001	0.052443501	0.002750320797137	2.2500300001e-08	0.0943835	0.0345464999999999	0.0011934606622499	0.00890824507225	0.002052	-0.00056674	4.210704e-06	3.211942276000001e-07	0.000128336	0.000128336	1.6470128896e-08	1.6470128896e-08	-0.000551112	-0.000431962	3.03724436544e-07	1.86591169444e-07	0.0	0.0	0.0	-1.819156981	-1.909461018	-0.4739542135	0.6379853881	-0.1207034195	-0.7915095992	0.3669135139
70568.20931726342	67.1485375836346	4979872166.245104	4508.9260996207895	129905.50755262474	-137.3624082315364	18868.431195167257	16875440892.505045	72092.94634268407	68.51582811199478	4694.418701872414	5197392912.369124	80398.83406979474	40770.79777033107	1.011299	18.153667	0.0749788723	0.0381469	0.065331084	0.0247258552	0.0352234617	-0.0480153897	0.188614565	0.0498667702	-0.1307007107	-0.0985148333	0.0964668259	0.1478138894	0.1425198661	0.1001980048	-0.1735145178	0.1589688849	0.0231955449	-0.0010717241	-0.1318636991	0.0009875578	-0.0066348549	-0.062168347	0.077810173	-0.0523377374	-0.0036250918	-0.0204299802	-0.0350151249	-0.3004384739	0.1414832398	-0.0910081875	-0.0952060546	-0.100982762	0.0401639074	-0.0664922224	0.0154422218	-0.0193703802	0.1117539388	-0.1574302896	0.2100843786	0.2472880217	0.0108964759	-0.0347360012	0.0401866036	0.3006191817	0.1496387809	0.0815864671	0.05133188	0.1392569324	0.1116185493	-0.0722174479	-0.1152711228	0.053635447	-0.0232321109	-0.1661734069	0.1108531924	-0.0273257976	-0.0121200072	0.0386588203	-0.0991497209	-0.0218535749	-0.0316419785	-0.0610847653	0.1073904821	-0.0426131865	0.1236929991	-0.1003674632	-0.0700873268	0.268659242	0.0592942161	0.0420490634	-0.1159565409	-0.1830658073	-0.1086946247	-0.0470189693	0.2316233499	-0.115188495	-0.0433059016	0.0059336188	0.098918888	-0.1451041009	-0.1709154446	0.0581466829	-0.0715727726	-0.0742063131	-0.0844184556	0.0477145004	0.1095576559	-0.0661222804	0.0333019543	0.1394154047	-0.0145164014	-0.0643171718	0.1478831995	0.0081026042	0.1581792149	-0.0795199	-0.0156334	0.00632341449601	0.00024440319556	7.46787e-05	-7.53223e-05	5.67344887729e-09	5.57690823369e-09	0.112607	0.0182235	0.00033209595225	0.0126803364489999	0.0017521	-0.0002999	3.06985441e-06	8.994001000000006e-08	0.000385013	0.000256677	6.588308232900001e-08	1.4823501016900005e-07	-0.0008154679999999	-0.0002643559999999	6.649880590238369e-07	6.988409473594716e-08	0.0	0.0	0.0	-1.727661189	-2.213355583	-0.8919192519	-1.117178635	-0.5439471752	-0.1818109365	-0.3847150759
70702.44625800503	134.23694074161176	4998835906.86609	18019.556259666988	129280.1677779041	-625.3397747206327	391049.83384765167	16713361780.683037	72185.54253977745	92.59619709338584	8574.05571615716	5210752551.76202	80430.26711015058	40684.02893624314	0.987397	17.724596	0.0475117712999999	0.0219109	0.054094883	-0.0073059159	0.0174469674	-0.1934953506	0.2690977377	-0.0257884628	0.1078269631	-0.0258385088	0.0801163119	0.0317865206	-0.1248515153	0.137031729	-0.0031722256	0.2328466021	0.001353721	-0.1443853307	-0.1242738003	0.0971224316	0.1612612144	-0.0784607298	-0.1468419575	0.0295553918	-0.0791896092	0.0668976587	-0.0354172528	0.222489794	-0.0028207366	-0.1163131283	0.0624394931	0.0361785917	0.0607573963	-0.0727798065	0.217410761	0.0282462107	0.1501333896	-0.1793241796	-0.2515930292	-0.0400345806	-0.0460211015	-0.0006184713	0.0966896056	-0.186682688	0.1343890104	-0.0242876484	0.3032136003	-0.0193173734	-0.0030159138	-0.0503583654	0.0943944457	0.0356853564	-0.0549216806	0.0503484794	0.0182370749	-0.0300252565	-0.2151283376	-0.0217948747	0.1467529328	-0.1375805048	-0.0173223224	-0.0857230024	0.0552750218	0.2777961756	-0.0645754139	0.0383111255	-0.2135218345	0.1210347926	0.0016435231	0.1187236738	-0.0833419308	-0.1465389634	-0.1258211246	-0.0734046172	0.1524312571	-0.1854945219	-0.0726825006	0.1508971885	0.066726313	0.1017182591	-0.0721921246	0.0023074111	0.0120790779	-0.2378646815	0.0555604947	0.074623235	0.0060036385	-0.0257876798	0.0106324238	0.0605335041	-0.2791513837	-0.187127306	0.114025482	-0.0320840036	0.1561356449	-0.0746847	0.0048351999999999	0.00557780441409	2.3379159039999975e-05	0.0146512	0.0145765212999999	0.0002124749732093	0.0002146576614399	0.0993279	-0.0132791	0.00017633449681	0.0098660317184099	0.00166	-9.209999999999992e-05	2.7556e-06	8.482409999999983e-09	0.000238412	-0.000146601	2.1491853201000013e-08	5.6840281744e-08	-0.0007577499999999	5.7718000000000005e-05	5.741850624998484e-07	3.3313675240000006e-09	0.0	0.0	0.0	-1.580664505	-1.695790431	-1.375178676	-1.137008817	-0.2364284693	0.2907538116	-1.686828816
70787.67230406108	85.22604605605011	5010894550.227137	7263.478926347974	129396.95966654755	116.79188864344906	13640.345252903804	16743573170.946136	72276.53345498389	90.9909152064356	8279.346650104753	5223897288.269405	80523.6651284126	41125.41542201069	1.02194	18.344679	0.09522875	0.0408733	0.0351285303	-0.04440208	-0.0197884049	-0.2027474121	0.1095855303	-0.0467770344	0.08460048	0.1669756972	0.1039174684	0.0673209259	-0.1015227404	-0.0226938602	-0.0394421169	-0.1132039298	-0.2081178133	-0.1567016082	0.123715936	0.149847545	0.188946524	-0.1010123884	0.0034861198	-0.1256409368	0.0475815701	-0.1957106374	0.0204861042	0.1382009427	0.1783176936	0.0541944006	0.0087864211	-0.1494805047	0.0562228647	-0.0694323673	0.0617374185	-0.0814042749	0.1459782674	0.1724004933	-0.232791058	0.0697674916	-0.0587916982	-0.1417089336	0.0862631662	0.111648474	0.0011554966	-0.1070824165	0.2406232394	-0.1671695508	0.1001241457	-0.0466356012	0.1969936759	0.0855651553	-0.0007465815	-0.002996237	-0.0019883269	0.2619527098	-0.0085921439	0.070209086	0.0399270602	-0.0339106055	-0.2896800016	-0.1362989135	0.1729416715	-0.0361576755	-0.0251368245	0.1639168564	-0.0099136139	0.2399534295	-0.0138843076	0.0107340662	-0.039889159	-0.1040514459	-0.1098167979	-0.0665210929	0.189789583	-0.0690928627	-0.1160396793	-0.1123070866	0.1774086248	0.132307095	-0.10327268	-0.1680397758	-0.1051371851	-0.0882340359	0.1956207445	-0.0981833564	-0.1534728113	-0.1648615211	0.0368893027	0.0148662691	-0.043654951	-0.0523312573	-0.053038145	0.140749122	0.1538107079	-0.0580215	0.0166632	0.00336649446225	0.00027766223424	-0.00864895	-0.02330015	0.0005428969900224	7.480433610250001e-05	0.0773135999999999	-0.0220143	0.00048462940449	0.0059773927449599	0.00145937	-0.00020063	2.1297607969e-06	4.025239690000001e-08	0.000573194	0.0003347819999999	1.1207898752399997e-07	3.28551361636e-07	-0.00062814	0.0001296099999998	3.945598596e-07	1.6798752099974072e-08	0.0	0.0	0.0	-1.369128463	-1.386663963	-1.117860234	-1.188734426	0.5002456301	1.8132442	0.2234300434
70751.08190995929	-36.59039410178957	5005715591.429769	1338.856940524277	129686.07710580173	289.1174392541725	83588.89368089012	16818478595.091951	72247.96031516483	-28.57313981905463	816.4243191192453	5219767769.7016325	80506.8607511487	41103.077897373456	0.920214	16.518606	0.0418969525999999	0.0216236	0.0348051869	-0.0474017368	-0.0259985409	-0.1163091303	-0.0081168039	-0.1004737269	0.1328664051	0.154567761	0.1884833907	-0.0272225904	0.0281863521	-0.0696289364	0.1041867762	0.0373044764	-0.1316494701	-0.0817854748	0.0050912395	0.1450943757	0.1943479448	-0.0724322337	0.0760657985	-0.0044927641	-0.106157732	0.1152128778	0.1097889734	0.0770087537	0.2467033567	0.1296939228	-0.0163533044	-0.1925372217	0.0436287417	-0.0704701109	-0.1299520047	-0.3104201464	-0.1109500396	-0.2048915497	0.0223658517	-0.0766454342	-0.0012547212	0.1094693879	-0.0483331939	-0.1386281503	-0.0312113981	-0.0754280839	0.1668513231	-0.0697469048	0.1120539036	-0.0424886853	0.1580986219	-0.0457080527	-0.0512513877	-0.1431936552	0.0670223665	0.0696245502	0.1627440527	-0.0820540234	0.0275349739	0.114454085	0.1305510641	0.1088967414	0.2697166926	-0.0490195041	-0.2502118827	-0.079914161	0.2197759277	0.0609523158	-0.1580581857	0.0024145714	-0.028632403	-0.0932910702	-0.1076536059	-0.1421454271	0.1272303122	-0.1586419789	-0.0248296695	-0.0506500277	0.0605070922	0.1730173412	-0.0194769065	-0.0631087007	-0.0479399857	-0.0227637793	-0.0925555482	-0.1439065831	0.0204608139	-0.161270177	0.0634887298	0.0838063775	-0.0416258378	0.0808743973	0.0934367745	-0.1103948562	0.1512085936	-0.0524296	0.0055918999999999	0.00274886295616	3.1269345609999964e-05	5.32026e-05	0.0087021526	7.572745987368677e-05	2.8305166467599997e-09	0.0773410999999999	2.7499999999999747e-05	7.56249999999986e-10	0.0059816457492099	0.00126664	-0.0001927299999999	1.6043768896000002e-06	3.714485289999996e-08	0.000257313	-0.0003158809999999	9.978080616099997e-08	6.6209979969e-08	-0.000671037	-4.2896999999999966e-05	4.50290655369e-07	1.8401526089999967e-09	0.0	0.0	0.0	-1.352041132	-1.281819502	-1.094661078	-0.65655065	0.4766109861	0.8169985328	0.237576771
