global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_03	aroma_motion_12	aroma_motion_16	aroma_motion_18	aroma_motion_19	aroma_motion_20
65392.12614561214	n/a	n/a	4276130161.8436513	100407.23593868014	n/a	10081613028.84578	n/a	65709.36641087278	n/a	4317720834.118337	n/a	69720.7287890625	64920.26777770028	n/a	n/a	n/a	n/a	-0.1551975865	-0.1957631134	0.1984122736	-0.0110186843	0.0593318882	-0.0614886863	-0.0772710999	-0.069888147	0.241316501	-0.1422104232	0.145052868	-0.0527289836	-0.0095501127	0.321582424	-0.0115101534	-0.1002615199	0.0191271569	-0.1480338916	0.2312778821	-0.0385241479	0.2037391204	-0.0650922758	0.0445241135	-0.1407565432	0.1297317655	-0.0998082129	0.0636926662	-0.2338701849	0.1564674799	-0.0813203242	0.0009422	0.065032965	-0.0004458039	-0.0606394778	-0.0739782511	0.1485216097	-0.1041600595	-0.0348385447	-0.2075968533	-0.017080214	-0.0609642505	0.0839899082	-0.1770843401	0.1510508769	-0.0450492364	0.1556032078	-0.2443456383	0.0408527732	-0.0869888402	0.000472701	-0.1336608746	0.040612267	-0.0128013138	0.021277925	-0.0935125336	0.0365107477	0.0988432871	-0.0206273094	-0.1329032693	0.2086884382	-0.1156858294	-0.0254346928	-0.1695507696	-0.107298502	0.1057412979	-0.3737498053	-0.1398498471	0.0586039294	-0.1228526715	0.0706552912	-0.1681599871	0.025227314	-0.1946427722	0.0731645529	-0.0819630592	0.0335439563	-0.0475632829	0.0296042892	-0.0488959222	0.0435159811	-0.2729009801	0.1344107725	-0.0316105742	0.0860814011	-0.1040525583	-0.0311265388	0.0645142248	0.057133892	-0.0789493954	0.1643619509	-0.00917427	n/a	n/a	8.41672300329e-05	-0.0154881	n/a	0.00023988124161	n/a	-0.110876	n/a	0.012293487376	n/a	0.00383514	n/a	1.47082988196e-05	n/a	-0.00048648	n/a	n/a	2.3666279040000002e-07	0.000681204	n/a	n/a	4.640388896160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5590458708	0.570630075	-0.2589718505	1.074044563	-0.2943122295	0.876769831
65155.48460004375	-236.6415455683964	55999.22108899943	4245237173.466538	101145.16486499245	737.9289263123064	10230344375.566502	544539.1002884334	65638.52087879067	-70.84553208210855	4308415423.155439	5019.089415997071	69725.59081234057	57310.78740340944	2.707973	55.389599	0.0683799299999999	0.0442853	-0.2251176617	0.0257492806	-0.0391942661	0.2379043699	0.2109371387	-0.0563457901	0.1223134632	0.0119307912	0.200219985	-0.1355136619	0.2658098721	0.0565955965	-0.0460585191	-0.1719122962	-0.0813078921	-0.0597976312	0.0188883059	-0.1046216208	0.2911969616	0.141140766	-0.0455430826	-0.1283011505	-0.0781820155	0.1072949805	-0.0762380999	0.0085654878	0.0846586031	0.1002048674	0.0276245805	-0.1013871633	0.0725095944	0.2880875512	0.1149804254	0.1814921532	0.141925485	-0.1364114581	-0.1119881529	0.0607013859	-0.0126135823	-0.0041209818	-0.112673157	-0.0905698436	-0.0692610925	0.198366218	-0.0623146737	-0.0231738976	-0.2483752209	-0.0732670317	-0.0924162526	-0.1412941073	-0.0567499147	-0.0482893789	0.0411206845	0.1114330318	-0.0193754934	0.1382686567	-0.1539773521	-0.2878365214	0.0438304892	-0.1438870124	-0.1593346001	0.188046943	-0.0559892213	0.1243241155	-0.0592406733	-0.3980978413	-0.1334700968	0.0349386461	-0.1015501746	-0.0468768825	-0.273173402	0.0197873904	-0.0350348399	-0.199522864	0.1143564411	-0.2235409851	-0.0052273236	0.1404209816	-0.111596641	0.0310994304	0.0679281244	0.033064431	-0.0981429201	-0.0196341511	0.1194234511	-0.1080889473	-0.0325546587	-0.1052846279	-0.1310731204	0.1640657595	-0.0114159	-0.0022416299999999	5.024905056899998e-06	0.0001303227728099	-0.023118	-0.0076299	0.000534441924	5.821537401e-05	-0.0675753	0.0433007	0.00456642117009	0.0018749506204899	0.00392443	8.928999999999968e-05	1.5401150824899997e-05	7.972704099999943e-09	-0.000408189	7.829100000000003e-05	6.129480681000004e-09	1.66618259721e-07	0.000544631	-0.000136573	1.865218432900002e-08	2.96622926161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.374332465	0.3165203397	0.5940476939	1.549918072	0.1800354283	-1.758825126
65231.78152834062	76.29692829687701	5821.221267538792	4255185321.3611608	100672.32028889727	-472.8445760951727	10134916072.350315	223581.99314262357	65726.34557368713	87.82469489645155	4319952502.471742	7713.177033654802	69859.70009008292	66505.70811195979	2.934846	60.030128	0.1222336999999999	0.0683414	-0.0894385009	0.0357256344	0.2324283916	0.0997021364	0.0504074736	0.0931763399	0.1726903171	-0.0597640031	0.0539978145	-0.2238312294	0.0816524562	0.0037077797	0.0020283597	0.2300502611	-0.1062021027	-0.187052931	0.0049437806	-0.0807327035	0.3145264799	0.1855581372	-0.0588096344	0.1016461181	0.0544922399	-0.0902724974	0.0224153085	0.2912422736	-0.0068843586	0.1107231262	0.1181250961	0.1410553926	0.0392962271	-0.0381079732	-0.0639289888	-0.0790341109	-0.0734977955	-0.1179120068	-0.0604443461	0.1946975295	0.1448813305	0.3200154135	-0.2564688735	-0.0778354774	0.0128882795	0.2129169258	-0.2388062091	-0.0158859785	-0.071340282	-0.2548174603	0.0701545863	0.0408445629	-0.2022663413	0.1012895915	0.0500637773	0.1869266783	0.1184850015	0.045589268	0.1861164679	-0.0642379287	-0.0291253809	-0.1478088342	0.1993712789	-0.0113245514	0.0396816731	0.0654389893	-0.1494300008	-0.30893332	-0.1294211734	0.162207155	-0.0523076039	-0.1550767058	-0.0003278377	0.0426293895	-0.1592467516	0.0958753473	0.2284110087	-0.2029996744	0.1147291143	-0.0005174043	0.0548539081	-0.0176557868	0.0156032644	-0.1456653619	-0.0656272306	0.0571998024	0.1738100531	0.0281409106	-0.1122200817	-0.251502195	0.1146943798	0.1634739106	-0.0193343	-0.0079183999999999	6.270105855999998e-05	0.0003738151564899	-0.0230693	4.869999999999874e-05	0.00053219260249	2.3716899999998773e-09	-0.0901231	-0.0225477999999999	0.00812217315361	0.0005084032848399	0.00271542	-0.0012090099999999	7.373505776400001e-06	1.4617051800999989e-06	-0.000922235	-0.000514046	2.64243290116e-07	8.50517395225e-07	0.000433311	-0.0001113199999999	1.2392142399999984e-08	1.8775842272100006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2232405952	-0.7279636677	2.128112721	1.07601571	0.224933393	-0.0672170346
65114.67035979755	-117.11116854307328	13715.025797524118	4239920296.065098	99853.82328054192	-818.497008355349	9970786023.741695	669937.3526866562	65551.28779585799	-175.05777782913356	4296971331.695401	30645.225578474285	69651.33696667729	61931.65223427425	2.036576	41.656677	0.05167475	0.036535	-0.1577893435	-0.0933805863	0.1269388265	-0.107054476	0.1113451914	0.0301899407	-0.1653727774	-0.1743453369	0.0496429418	-0.0554000182	0.2330470573	0.11382048	-0.0983803414	0.1006770411	-0.176923548	0.1445349545	0.2004170494	-0.1036717709	0.1569584155	-0.0637299316	0.0596264203	-0.0144997663	0.0155807897	0.0142903293	-0.1768791907	0.1095853825	-0.1150986871	-0.0586666308	0.1954309941	0.0094710595	-0.1332019001	0.0627340656	0.1553648894	-0.2405933157	-0.0279890582	0.0179832292	-0.0585662389	-0.1276630726	0.1111827992	0.0296698646	0.1697181209	-0.0275272002	-0.2256417103	0.1140690543	-0.2638936188	0.0577612235	-0.0542431132	0.1571707967	0.1635923019	-0.0910925282	-0.0494310913	-0.1048565072	0.0472017144	0.1029643061	-0.0503692594	-0.0634729753	0.0580242192	0.131164248	-0.080995263	0.0371316436	0.075539106	0.1538515779	0.177303113	-0.0092676883	0.1393087338	-0.2777733689	-0.0923333189	0.0341698639	0.0143053223	0.095459467	0.0444203343	-0.1120560843	-0.0878009585	0.0917823367	-0.1245763752	0.0442629505	-0.0780435232	0.0672051342	-0.1502700279	0.1655404893	-0.0031759872	0.0526117628	-0.0046725594	-0.1496341058	-0.1961178564	-0.0228452335	0.1174020784	0.2327691321	0.0868903301	0.1625874706	-0.0139021	0.0054321999999999	2.950879683999998e-05	0.00019326838441	-0.0230428	2.6500000000002216e-05	0.00053097063184	7.022500000001174e-10	-0.0621746	0.0279485	0.0038656808851599	0.00078111865225	0.00235007	-0.0003653499999999	5.522829004900001e-06	1.3348062249999998e-07	-0.000922235	0.0	0.0	8.50517395225e-07	0.000433312	9.999999999615351e-10	9.999999999230705e-19	1.87759289344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01390845993	-0.2184016318	-2.178749083	0.8707975732	0.06744298854	-0.4442958339
65177.258391449854	62.58803165230347	3917.261706109741	4248075011.425821	100483.92634476491	630.1030642229889	10097019453.66014	397029.8715432001	65702.03051266642	150.74271680842503	4316756813.487349	22723.366670785024	69740.72298509248	59877.975162566654	1.70314	34.836472	0.10774655	0.05275	-0.1739813663	0.0152934174	0.0469575391	0.042458172	0.1344067441	-0.0491381037	0.0003666809	0.1022967238	0.0001541678	0.016492249	0.1254835027	0.0171337226	0.0349169891	-0.0166095249	-0.0554036129	-0.0126091755	0.1223090927	0.1039911535	0.190422127	-0.1428796873	0.1112280747	0.0930646575	0.0531323595	0.0429504538	0.0930122739	-0.1057693381	-0.0226042668	-0.0118283242	-0.1299920387	0.0172075003	-0.0232506143	0.0063344862	-0.1607510712	0.0804842865	0.0862033396	0.0463068282	-0.0058068731	-0.0343918287	-0.0401223453	0.1350686926	-0.0028095371	-0.0346647991	-0.06724198	-0.1574024358	-0.0938444296	-0.0028356941	-0.1739997402	0.0853276523	-0.1203787002	-0.0295187928	-0.0231127135	0.1176629903	-0.0909917881	0.1093171565	0.1660021331	0.0513824231	0.0240687335	0.0377641573	-0.0540513442	0.1186565722	0.0097391497	-0.1095863198	-0.0028002494	0.0911343671	-0.1431531234	-0.122774123	-0.0546285082	0.0028635894	-0.0148809777	-0.0531161097	-0.0612737286	-0.076436722	0.1256576942	0.0734013394	0.0373674139	0.000595986	0.0198978421	-0.0498066914	-0.0452999264	-0.114647777	0.0260284812	-0.1125574813	0.2223898276	-0.0788686977	-0.1130375813	0.1610512183	-0.1069996522	-0.0268021147	-0.0847864517	0.161408037	-0.0138797	2.2400000000000544e-05	5.017600000000243e-10	0.00019264607209	-0.0024057	0.0206371	5.787392490000001e-06	0.0004258898964099	-0.0389443	0.0232302999999999	0.00151665850249	0.0005396468380899	0.00174316	-0.00060691	3.0386067856e-06	3.6833974810000025e-07	-0.00044132	0.000480915	2.31279237225e-07	1.947633424e-07	0.000244002	-0.00018931	3.58382761e-08	5.9536976004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1403134193	0.4070092827	0.04685812677	-0.2732656646	0.9249754224	-1.332160835
65194.89278949534	17.634398045483977	310.9719944265691	4250374045.8337913	100492.17706464784	8.250719882926205	10098677651.192532	68.07437858651382	65674.86713433801	-27.163378328405088	4313188173.112951	737.8491222120672	69778.85991071428	62972.644862099296	1.727371	35.332108	0.09115303	0.0506646	-0.124480121	0.033302557	0.1205722659	-0.0318377826	0.0250235089	-0.0723069171	0.0494763518	0.017697368	-0.0020099159	-0.1584533788	-0.0730090134	0.1101264536	0.0940922069	0.1066514914	-0.1008711026	-0.080353868	0.0553058603	-0.0135103475	0.1098701459	0.0663247373	0.0233996012	0.0178309592	0.0974686285	0.0268511483	0.1613890219	-0.1656575503	-0.05748656	0.0444675099	0.124289494	0.0818283727	0.0958053326	-0.1099997702	-0.149706952	0.0050817454	0.0992557908	-0.1574073422	-0.2084216327	-0.0967105644	-0.1219790154	-0.1548153674	-0.0760291819	0.0059084267	-0.0671612815	0.0335469361	-0.1379191862	-0.0254401748	0.0028367956	0.021003869	-0.2584799108	0.0805033294	-0.0435226617	-0.1134727873	-0.1272133212	-0.0750114677	-0.1238002408	-0.0715560907	0.1810963473	-0.0859948808	0.0727235197	-0.0474630366	0.0105831183	-0.3005110053	-0.0836050981	0.0370180451	0.1271355644	-0.0719244429	0.0374570072	0.0622965821	-0.0026880632	-0.0552271942	-0.0085898626	-0.1696749334	0.0712173354	0.0246971601	-0.0938017647	0.0771035666	0.0563125672	0.0845774714	0.1025454381	0.0973780239	0.1815554637	-0.0893578114	0.1545495083	0.0119516066	-0.1484423477	0.2245228539	-0.1049740349	0.1527069617	0.1740583493	0.1599377353	-0.00818462	0.00569508	3.24339362064e-05	6.69880045444e-05	0.019284	0.0216897	0.0003718726559999	0.0004704430860899	-0.0251118	0.0138325	0.00063060249924	0.00019133805625	0.000942677	-0.0008004829999999	8.886399263289999e-07	6.407730332889999e-07	-0.000450242	-8.92200000000002e-06	7.960208400000035e-11	2.02717858564e-07	0.000433312	0.00018931	3.58382761e-08	1.87759289344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7558545874	-0.2817430797	0.2058313405	1.274219003	0.8574240682	-0.02960436826
64902.66255933745	-292.2302301578893	85398.50741813295	4212355607.291223	100093.70462524785	-398.4724393999932	10018749705.60636	158780.28496138123	65699.58844535874	24.72131102072308	4316435921.889515	611.1432185833244	69767.09062619579	55932.9944874597	2.528096	51.710346	0.04737867	0.0244389	-0.2167788076	0.1014239146	-0.0532885069	0.081800538	0.1447502822	-0.0067107936	0.0933255314	-0.0932456561	-0.1387288435	0.0543918117	-0.0350106147	0.0211655369	0.0984592459	-0.1059669213	0.1276618659	-0.1202050496	0.0939374146	0.0801345422	-0.132412177	-0.0149383178	-0.0794043113	-0.17959746	0.1414536257	0.0246285295	0.042210496	-0.0228616644	-0.002256668	-0.2168802983	0.0341257577	0.1225220277	-0.1589117988	0.1945293718	0.0407561525	-0.13705241	0.0900594236	-0.0523057515	-0.1432428584	-0.0943629706	0.1344496253	-0.0546289188	-0.1238131121	-0.0215364808	-0.0346791661	-0.0401506025	-0.0133677785	-0.0397250182	0.1304960711	0.2751765724	0.0228761397	0.102987348	-0.0351712552	-0.0573150132	-0.0813591676	-0.1544260067	-0.1850493887	-0.1145528162	0.098146266	-0.0464722416	-0.1198455616	0.0180725337	0.0283980697	0.2092093691	0.0223545725	-0.0064592315	-0.0666179411	-0.0502253341	0.0460663108	0.0372983017	0.1844023684	-0.0214123732	-0.0966797456	-0.0979422583	0.1453433558	0.0189664655	-0.0222775015	0.1545928794	-0.069890781	-0.0091713176	0.0763558275	-0.1383047277	0.1165194604	0.0982332137	0.0437854088	-0.1315413548	-0.0006620295	0.0323610452	0.0242683926	-0.0626822748	0.1321017597	0.1581792149	-0.0139272	-0.00574258	3.297722505640001e-05	0.00019396689984	0.00215666	-0.0171273399999999	4.651182355599999e-06	0.0002933457754755	-0.0126152	0.0124966	0.00015914327104	0.00015616501156	0.000843552	-9.912499999999992e-05	7.11579976704e-07	9.825765624999988e-09	-0.000309124	0.000141118	1.9914289924000007e-08	9.5557647376e-08	0.000433312	0.0	0.0	1.87759289344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.115224067	-0.2352763331	-0.9654504458	-0.566594331	-0.3431343785	-1.202504567
64927.21378565691	24.55122631946142	602.7627137894152	4215543089.9683967	100191.69009334876	97.98546810091648	10038374763.76164	9601.15195895572	65625.13058200813	-74.45786335060257	4306657763.905619	5543.9734147370045	69731.01765066964	58257.961752270894	1.861172	38.068909	0.05064001	0.0270553	-0.1937419731	0.1148534588	0.0611032644	-0.1535404645	0.0821148627	-0.1342048053	-0.066292298	-0.1584534332	0.0042418936	-0.035247274	-0.1581289464	0.1213221889	0.0693921195	-0.083181838	-0.0791530237	-0.0640268851	0.0092052828	0.0028118059	-0.0898238314	0.0120353808	-0.0532211258	-0.0941715407	0.2678120866	-0.0262229434	0.2069719119	0.010985043	-0.0844672571	-0.1379294616	-0.153269334	-0.1188138364	-0.1416775763	-0.0716557578	-0.0200540285	-0.0589023087	-0.0566876963	-0.0400252132	0.2123101711	0.1036817847	-0.0598325686	-0.0490778015	-0.0480145903	0.046581695	-0.0270128569	0.015424139	-0.0250686594	0.0795393615	0.1722358246	0.124115225	-0.0673379666	0.2161380765	-0.2056234029	0.1023969895	-0.1714892704	-0.0601278421	-0.1476261629	0.1294737987	0.0301951559	0.0392779418	0.0635072142	-0.0331196046	-0.1323044808	-0.0488155884	0.1988255698	-0.1011318415	-0.0589863076	-0.0803791717	-0.0054593355	-0.001788417	0.1293046273	0.0480258672	-0.0108447159	-0.1157695404	0.1501450564	0.0896375204	-0.0204154132	-0.0487137306	0.0512794642	-0.0364229746	0.0934734861	-0.0211015872	0.0625138671	0.1454658354	0.0222975773	0.0652223743	-0.1748956068	0.0059440882	0.150118958	0.0558167593	0.2327410424	0.1561356449	-0.0139284	-1.1999999999998123e-06	1.4399999999995496e-12	0.00019400032656	-0.0154243	-0.01758096	0.00023790903049	0.0003090901545216	-0.023029	-0.0104138	0.000530334841	0.00010844723044	0.00114336	0.0002998079999999	1.3072720896e-06	8.988483686399997e-08	-0.000156051	0.000153073	2.3431343329e-08	2.4351914601e-08	0.000433312	0.0	0.0	1.87759289344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3130590791	-1.021823779	-0.2973122148	-1.15234312	0.05687155608	0.7819916627
65198.00041039073	270.786624733817	73325.39613473303	4250779257.5133095	99915.82580455768	-275.8642887910828	9983172246.206717	76101.10583020993	65612.20645571376	-12.924126294368762	4304961635.987206	167.03304047279403	69614.81162149235	73372.62509978763	3.492606	71.43869	0.09652694	0.0687356	0.1288720768	0.0090883057	-0.1450949986	0.0073592266	0.0472066846	0.0346069671	0.0549295339	-0.0083795203	-0.1629088904	0.1724571773	0.1786579949	0.1221888416	0.1816688374	0.0206522506	0.1308346723	-0.112592426	-0.0871892069	0.0068557775	-0.1298463809	0.0071885439	-0.0769590646	-0.050728048	0.333311614	-0.0345044405	0.024493622	0.1140869483	-0.0685995015	-0.0624156215	0.2086685285	0.1105445107	0.0594515214	-0.0332410154	0.0028274403	0.1186783337	0.0429689882	-0.0662362097	0.0929970023	0.1966268865	0.2929565414	-0.2273478211	-0.1199211817	0.055868455	0.0716922161	0.0640459816	0.0680490083	0.0378738559	0.1287163916	0.2881620541	0.052485266	0.0273394367	-0.1150220557	0.072153029	0.0672090938	-0.0065903848	0.1390627817	-0.0674643331	0.0612333229	0.0212900954	0.1378114206	-0.0992958451	0.1797683025	0.193255878	-0.2705911993	0.0691894908	-0.2032937125	0.0338951582	0.0078996381	9.5966e-05	0.0890036957	-0.00612664	0.0407024096	-0.2011846846	0.1719023809	0.0475260335	0.0131945537	0.0012280181	-0.1034421934	0.0315328328	-0.0216031908	-0.0890277843	0.1146039911	0.0172750589	-0.0413455273	0.0142049974	0.2271916914	-0.0486221023	0.0724666778	0.0100264837	0.0356428956	0.1538107079	-0.0139278	5.999999999999062e-07	3.599999999998874e-13	0.00019398361284	-0.00895244	0.0064718599999999	8.014618195360002e-05	4.188497185959999e-05	-0.0075664399999999	0.0154625600000001	5.725101427359849e-05	0.0002390907617536	-9.72274e-05	-0.0012405874	9.45316731076e-09	1.53905709703876e-06	-0.000209169	-5.3118e-05	2.821521924e-09	4.3751670561e-08	0.000235179	-0.000198133	3.9256685689e-08	5.5309162041e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2531687109	0.9296121191	-1.251459946	-0.3402631073	-0.2536185236	-1.363944811
64845.84182759908	-352.1585827916497	124015.66743382318	4204983202.329998	99582.44249787576	-333.38330668192066	9916662853.842731	111144.42917417156	65722.26815828403	110.0617025702668	4319416531.869395	12113.578372665872	69756.52978954081	52882.354410322885	4.118467	84.240234	0.08235986	0.0603541	-0.2705038504	0.2188364521	0.0365885176	-0.0377512833	-0.0314058565	0.0413653842	-0.153181968	-0.163977566	-0.1136887778	-0.0803294915	-0.0861313668	0.1384967957	0.0257185143	-0.1841202415	0.1267602771	-0.140411605	-0.0339752543	-0.0568988668	0.0101644205	0.0622966479	-0.0491820842	0.248818267	-0.0391828972	0.1594278581	0.1146712647	-0.135224333	-0.0547720385	0.0036401123	-0.0073809734	-0.0186490955	-0.005187749	-0.3425062445	0.2134362686	0.0368781575	-0.0830162527	-0.0306270488	0.0875282373	-0.0945656115	0.0001735955	0.1404417911	-0.0919711909	0.1737582277	-0.0142258198	0.0145066472	-0.0761223691	0.0495343235	0.1272388274	-0.089520405	-0.1223635781	0.0587810692	0.1904386279	0.0726979129	-0.090199008	0.1864136966	0.0447835884	0.0880218889	0.0142591518	0.051122899	0.2192849033	0.103698994	0.2223128794	-0.1135719391	0.0821237656	-0.0700125271	-0.0022808778	-0.0078111134	0.013034195	-0.040716692	0.1346461698	-0.0068899424	-0.0831488304	-0.0670880748	0.1447963429	0.0705175483	0.0479273198	0.0116929918	0.0951139228	-0.2234381178	0.0892740873	-0.288724962	-0.0507180045	-0.1019340605	0.1159572465	-0.0245994324	0.0495151663	-0.1190752889	-0.2196026427	0.0163372997	-0.0940587301	0.1512085936	-0.0139034	2.440000000000081e-05	5.953600000000395e-10	0.00019330453156	-0.0154721	-0.00651966	0.00023938587841	4.25059665156e-05	-0.0114091	-0.0038426600000001	0.00013016756281	1.476603587560077e-05	0.00102732	0.0011245474	1.0553863824e-06	1.26460685484676e-06	-0.000234347	-2.5178000000000026e-05	6.339316840000012e-10	5.491851640900001e-08	-5.45584e-05	-0.0002897374	8.394776095876e-08	2.97661901056e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.285022404	-1.298852974	-0.4310605045	-1.620933675	-0.8010540685	-0.5357818888
