global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_08	aroma_motion_11	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_19	aroma_motion_20	aroma_motion_23	aroma_motion_25	aroma_motion_26	aroma_motion_29
66209.49122417535	n/a	n/a	4383696728.164152	99338.40138346354	n/a	9868117989.422112	n/a	66604.12597772093	n/a	4436109597.256121	n/a	70744.20200242795	73397.47193105122	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00478987	n/a	n/a	2.29428546169e-05	-0.0146684	n/a	0.00021516195856	n/a	-0.00681856	n/a	4.649276047360001e-05	n/a	-0.000340704	n/a	1.16079215616e-07	n/a	0.000153066	n/a	n/a	2.3429200355999995e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65695.38167303003	-514.1095511453168	264308.6305788391	4315883173.165091	98707.76861029732	-630.6327731662168	9743223584.023998	397697.694591313	66577.52682708704	-26.59915063389053	4432567078.411495	707.514814444399	70703.06507079683	50265.24809358435	1.831465	34.373497	0.1040386402	0.0731606999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.1191e-06	-0.0047887508999999	2.2932135182250807e-05	1.25238481e-12	-0.0204576	-0.0057891999999999	0.00041851339776	3.3514836639999994e-05	1.02493e-05	0.0068288093	1.0504815049e-10	4.66326364557665e-05	0.00107521	0.001415914	1.1560765441000002e-06	2.0048124553960004e-06	-0.0001	-0.000253066	6.4042400356e-08	1e-08	-6.36576e-05	-6.36576e-05	4.05229003776e-09	4.05229003776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65414.33886031135	-281.0428127186824	78985.0625808284	4279035728.53164	100550.49754638672	1842.728936089392	10110402556.82592	3395649.9319011425	66565.33310396278	-12.19372312426276	4430943571.241524	148.68688363118036	70845.74796219738	50814.98370517829	1.346319	25.268127	0.1665872897999999	0.0896746999999999	-0.0762135965	-0.0695830459	0.1070894038	-0.0365448238	-0.0946627497	0.2835045692	-0.0828163956	0.0149914341	-0.0563235985	0.0170489311	-0.014810406	0.2362234248	-0.1404804274	-0.0905147766	0.0020700009	-0.0143737109	0.2422093717	-0.1444595335	0.1351150696	-0.0457504636	0.1267339969	-0.0413002677	0.1678121409	0.00772342	-0.0349668428	0.0963646294	-0.092241913	0.0661037184	-0.0677635739	0.0737925676	-0.0428894091	0.0925022972	-0.0575422601	0.0588808499	-0.0551946578	0.089658003	-0.0861396341	-0.188172003	0.1067729423	-0.0548875681	0.1558396793	0.0347611694	-0.1034566434	0.0074931816	0.0566078357	0.0611219292	-0.1097079868	0.0932226491	0.0474009469	0.1507492109	-0.2038319692	-0.0028754947	-0.1044762369	0.0286103004	-0.1569317351	0.1854561631	-0.0640393479	0.0640388877	-0.1776061006	0.0201314736	-0.0551585028	0.0414532855	-0.1002630593	0.0571849459	-0.2190057037	0.0673812262	-0.1279147339	0.1126768936	-0.1946327457	0.1578819976	-0.1575976294	0.0114674894	-0.2072873419	0.1358054578	-0.0508329918	0.1634218687	-0.1008416163	0.226207858	0.1228879114	-0.0620719659	0.1102667777	0.0107310576	-0.0140415285	-0.1749834115	0.1144245972	0.0018223972	0.044033937	-0.0116957608	-0.0831852674	0.0631312711	-0.0943252317	-0.1038461263	0.1213373852	-0.0407958664	0.0038900819	0.1667948581	-0.0123362519	0.0085690881	-0.0455598	0.1644600197	-0.0481153794	0.0401214956	-0.0934465166	0.2117207655	-0.1706687208	0.0861902655	-0.0814238559	0.1813064205	-0.154385142	-0.0279268539	0.178246386	0.1296381764	-0.0375458697	0.0450756176	0.1226193154	0.1225936593	0.122550903	0.0	0.0	-0.0251897	-0.0251908190999999	0.0006345773669289	0.00063452098609	0.0533731	0.0738307	0.00284868780361	0.0054509722624899	0.0216237	0.0216134507	0.0004675844016899	0.0004671412511613	0.000318779	-0.000756431	1.01620050841e-07	5.721878577610001e-07	-0.000182674	-8.267399999999999e-05	6.834990275999998e-09	3.3369790275999994e-08	-0.000143599	-7.99414e-05	6.39062743396e-09	2.0620672801e-08	0.0	0.0	-0.03925428071	1.29151108	-1.595403997	-0.2836515399	3.041165837	-0.01986296076	-0.8412824955	0.2775269231	3.226886176	2.634883405	0.6906012394	0.6736401431	3.077603561	1.684942938	-1.267241467
65159.20988620304	-255.1289741083092	65090.7934295583	4245722632.99426	98052.78754611545	-2497.7100002712687	9614349145.563652	6238555.245455101	66565.23938176528	-0.0937221975036664	4430931093.951715	0.0087838503049162	70654.33641747176	49566.8401040222	1.327245	24.910137	0.05179975	0.038228	-0.0694995842	-0.0806383891	-0.0653516008	-0.1245052334	-0.1312290237	-0.1169110412	-0.0482822964	0.0768919018	0.1139932457	-0.0317941414	-0.0381098513	0.0423223623	-0.0269280326	-0.1169348401	0.0248030178	-0.0347140688	0.0448178386	-0.1391455521	0.0239407525	-0.0994209861	0.0097169227	0.1043101894	0.0292904348	0.1945276045	0.0369565841	0.042909161	-0.0109329852	-0.0437967781	-0.0363059481	0.0616621896	0.0510358749	-0.0460855167	0.1981475871	-0.0465356517	-0.0110543118	-0.073700083	-0.095163988	-0.0327553979	0.0263249224	0.0015782687	-0.0303650782	0.0319301567	-0.1976478308	-0.1193195491	-0.0988897852	0.0819674224	0.0145448794	0.0077575781	-0.1217148708	0.0179186424	0.0305865302	0.003799194	-0.119196181	0.0778919001	-0.012714423	-0.0151092296	0.0251380028	0.0019935088	-0.0544237933	0.0615148353	0.1234316682	-0.029153493	0.0243551568	-0.0552048076	-0.2109575765	0.0250230329	-0.0818024682	0.0614827585	0.2322378058	-0.0642530018	0.0676426186	-0.0388954127	0.0720811831	0.1924295217	-0.1045665113	0.0581111214	0.1091541907	-0.0428854056	0.0664298368	-0.1154757041	0.0804363442	-0.0844694804	-0.0034144858	-0.0502071069	0.0481866544	-0.0336625396	0.0678012784	-0.1456494595	-0.0752364708	0.0708518872	-0.1059449654	-0.077268194	0.0937857757	-0.0710628407	-0.0934659744	0.1256236563	0.0222466954	0.0106696277	-0.0056563651	0.0653953505	-0.178265268	-0.001350272	-0.131994463	0.0165689642	0.1041059786	0.0561665929	-0.1178776235	0.1056894346	0.0232384707	0.040534873	0.1371485954	0.1770439595	-0.0719356167	0.0307013311	0.122550903	0.1223201049	0.1219357633	0.0	0.0	-0.0284739	-0.0032842	1.0785969640000007e-05	0.00081076298121	0.0539491	0.000576	0.00291050539081	3.317760000000001e-07	0.0571538	0.0355300999999999	0.0032665568544399	0.0012623880060099	0.00014849	-0.0001702889999999	2.2049280100000006e-08	2.8998343520999996e-08	-0.000118047	6.462699999999999e-05	4.176649128999998e-09	1.3935094209e-08	-0.000156872	-1.3273000000000008e-05	1.7617252900000018e-10	2.4608824384000003e-08	0.0	0.0	0.7926771998	1.429571576	-2.530668319	1.644234185	1.226176318	-1.155040842	0.4688088216	0.6056141257	0.88174488	-2.375060515	-1.352010374	-1.41953211	1.755294443	-1.031731934	-1.072721629
65231.86129487268	72.65140866964066	5278.227181683138	4255195727.993508	98632.17775743271	579.3902113172662	9728306489.173803	335693.0169702664	66400.35777867364	-164.88160309163504	4409007513.135865	27185.943038067475	70592.61052804017	49587.38616209012	1.225879	23.007662	0.0790997	0.0391097	-0.064866513	-0.0907698211	-0.0306318214	0.0194773843	-0.0752458134	-0.0393752713	-0.1847717671	-0.0132672961	-0.0015057574	0.0571143771	-0.1039074309	-0.0239942115	-0.0556272663	-0.0282434772	-0.0963320248	-0.0917048477	-0.0339554049	-0.0308977411	0.0430069117	-0.0644323945	0.027036127	0.1033984636	0.0223984713	0.1037626937	0.0006056094	-0.0314763153	-0.0617239757	-0.105291467	0.1354854108	-0.0592851135	0.075074789	0.0004093552	0.0852071795	-0.0244892848	-0.0310797612	0.0139209355	-0.0350897386	-0.0232066668	0.0771062604	-0.0607276163	-0.1255863865	0.0236242629	0.0183856577	0.0179771131	0.0369616178	-0.0479273146	-0.0384286143	0.0886067939	0.0420188042	0.1286772394	0.0870608215	0.0004709282	-0.0550604048	-0.0685838341	-0.060148781	-0.1112912242	0.0289814821	0.0448227895	-0.0964597268	0.0085458804	0.0916311041	-0.0009174001	0.0364205227	0.0162775518	-0.006904482	-0.0175098615	-0.0729628971	-0.0186278555	0.0831404223	-0.245184312	-0.0076441078	-0.046746811	0.0544058655	-0.109061077	-0.1093135064	0.0162825723	-0.0326923731	-0.0117669623	0.0424718604	-0.0629706436	-0.012439695	-0.1108347871	-0.0092327193	0.066103615	0.0108556731	-0.0854751218	-0.0444042786	-0.0145889717	-0.0822153908	0.019409417	-0.0985583863	-0.0663071857	0.0855236332	-0.0947754566	-0.008579031	0.0358021371	0.0929261043	0.1810230151	-0.0360654083	0.0879902987	-0.0723128966	0.0497158325	-0.1691187482	-0.130698581	0.0142025488	0.1143609899	-0.0130013517	-0.0332025973	0.0668611656	0.1129062255	0.1200798412	-0.1449047823	0.0151299091	-0.1586144091	0.1224141163	0.1217736065	0.1207085716	0.0	0.0	-0.0235309	0.0049429999999999	2.4433249e-05	0.00055370325481	0.0739451	0.019996	0.00546787781401	0.000399840016	0.0455047	-0.0116490999999999	0.00207067772209	0.0001357015308099	0.000638834	0.000490344	4.08108879556e-07	2.40437238336e-07	-0.000218509	-0.000100462	1.0092613444e-08	4.7746183081e-08	-0.000416298	-0.000259426	6.7301849476e-08	1.73304024804e-07	0.0	0.0	-0.3262199989	0.9701887179	-1.887267293	-0.03737240026	-0.3815189791	-2.495872687	-0.3817100649	0.5800827008	0.03977306485	-0.6011624283	1.896522391	-0.02525301508	0.2833304858	0.3916508097	1.800984785
65366.99303579039	135.13174091770634	18260.58740345011	4272843778.541069	98955.2722032335	323.09444580078707	9792145896.816036	104390.02090731774	66472.13663070877	71.77885203513142	4418544948.251616	5152.20359948129	70597.76518024463	49393.35661589794	1.207002	22.653378	0.18044385	0.115632	-0.055086049	-0.060119246	0.0971473652	0.0950220077	-0.0672963088	0.0793351407	-0.0055397261	-0.1189195948	-0.056157856	-0.0170760261	-0.0602528163	-0.1479586043	0.16741603	-0.1017188297	0.0226276871	-0.0256070002	-0.1325119715	-0.0208104162	0.0765130961	0.0045130651	0.0705431093	-0.1704224806	-0.0768484687	-0.0303533653	0.0715842034	0.0364369049	0.0703769576	0.0690165903	0.0367653216	-0.2597617907	-0.0849265763	0.0623521168	0.0121368144	0.0014018627	-0.1377775918	-0.1348725225	0.0531582644	0.0488617627	0.0885021146	0.0744659631	0.0380823214	-0.0203860314	-0.2550764473	-0.0194112007	-0.1202545157	0.1713808793	0.1043402641	0.0284050354	0.0583189784	0.0179017722	-0.0077845089	-0.0610999905	-0.0879787692	0.0472076139	-0.0059572507	-0.0086056325	0.0351759796	0.1926223392	0.0309684171	-0.0003422358	-0.0585116655	-0.0175201085	0.0750762784	0.1478333429	0.0743560436	-0.0504929312	0.0837569621	-0.1375841675	0.0858485533	0.0727599091	-0.1156948082	0.0208585645	-0.0115162668	-0.1300712445	-0.0798372521	0.0642151121	0.0429890118	-0.1050533848	0.048117109	0.0121165654	0.0884931461	0.1385236414	0.0533687849	-0.0023539634	-0.0196311394	0.0018634678	-0.0103524694	-0.2215441037	-0.0486847099	0.1543998133	-0.0776755982	-0.108643404	0.0272891603	0.0370604077	-0.0497314557	-0.0754243648	0.0239301639	0.1254888168	0.0997088084	0.1077737322	-0.0915435383	-0.0550653273	-0.0847110853	0.0296216912	0.1371352358	0.0082059835	0.0497582499	0.1799241543	0.0541478573	0.055748555	0.0545877752	-0.0013707756	0.0930818999	0.034397162	0.1222090316	0.1209553836	0.1188754878	0.0	0.0	-0.0284911	-0.0049601999999999	2.460358403999998e-05	0.0008117427792099	0.0359469	-0.0379982	0.0012921796196099	0.00144386320324	0.0785517	0.033047	0.00617036957289	0.001092104209	-0.00123549	-0.001874324	1.5264355400999995e-06	3.513090456976e-06	-0.000432954	-0.0002144449999999	4.5986658025e-08	1.87449166116e-07	-0.000416298	0.0	0.0	1.73304024804e-07	0.0	0.0	1.63284744	0.8040573957	-2.179097102	1.380814172	-1.304807364	-0.9467330721	-1.408818498	0.7062073005	-0.7730288888	1.738468488	-0.7136566437	-0.7577441736	0.2290506307	-0.2367363044	-0.1735648029
65365.59865368794	-1.3943821024440697	1.9443014476163436	4272661487.355011	98635.25472547744	-320.01747775606054	9728913474.75982	102411.1860693507	66393.10302908141	-79.03360162736499	4408044129.830219	6246.31018619303	70463.07363035923	49218.94804860855	1.032458	19.377481	0.06379615	0.0351168	-0.0352161696	-0.0443650768	0.0951889395	0.0638678519	-0.0171623391	-0.0479743283	0.023396524	-0.1208861296	0.0710949011	-0.0351338395	-0.0187084877	0.0047040326	0.0824684567	-0.0060474205	-0.0333032181	-0.0591956364	-0.1389472747	0.018318835	0.0106147834	-0.1082731481	0.0625463773	-0.0885493694	0.155636404	0.028808899	0.0581826149	-0.0715304481	-0.0762462556	-0.0269237264	0.0507147074	-0.0778984965	-0.0856408151	-0.1796327362	0.1244492107	-0.0601596331	0.1180522752	-0.0070752892	-0.1111903463	0.1787794236	-0.0276998847	-0.0971554444	0.0419642561	0.0777367236	0.0966597311	-0.158605907	0.0361060881	0.0193487751	-0.0525513736	-0.0496843505	-0.1539377549	-0.105055493	-0.0461444545	0.035650293	-0.007674638	-0.03090962	-0.0633066906	-0.118000339	-0.0136856374	0.1066868719	0.0578598599	0.0856385408	-0.0733617177	0.0479210228	-0.0494702907	0.1209747356	0.0155291944	0.0328321596	0.0571321087	0.0259835712	0.0595698529	-0.0226831865	-0.0248994966	-0.0410976954	-0.0851873242	-0.0341028954	0.0145640368	-0.1569699539	0.1695897398	-0.0706421958	0.0053726909	0.0416992923	-0.038597253	-0.1223358594	0.0701106269	-0.1225999571	0.0728356917	-0.1134299868	0.2699482774	-0.010048115	-0.0054712058	0.0302694101	-0.052935436	-0.0566812829	0.0251283962	-0.0603042053	0.0138857102	-0.1124288816	-0.0836506486	0.1277603549	0.082894068	0.1062804042	-0.0044192167	-0.0192159062	-0.0860532949	0.0119211405	0.1065428095	-0.1082217296	-0.1039224694	-0.0100063625	0.0360687281	-0.058808415	-0.073053284	-0.0923711038	0.0480593944	-0.0092153248	0.1219357633	0.1198672619	0.1164457128	0.0	0.0	-0.0444836	-0.0159925	0.00025576005625	0.00197879066896	0.0333355	-0.0026114	0.0011112555602499	6.819409959999999e-06	0.10955	0.0309982999999999	0.0120012024999999	0.0009608946028899	-0.00104305	0.0001924399999999	1.0879533025e-06	3.7033153599999954e-08	-0.000524393	-9.143899999999996e-05	8.361090720999994e-09	2.74988018449e-07	-0.000416298	0.0	0.0	1.73304024804e-07	0.0	0.0	0.2507968839	0.6250746091	-2.130196757	0.1759815866	0.5853463213	-0.9828832431	-0.5607774711	0.1411749555	-1.831561179	0.5800473845	-0.03386027831	-0.5457057417	1.142328237	-1.772597624	0.1313688207
65431.289104350406	65.69045066246326	4315.23530823752	4281253593.857084	98777.41179470488	142.15706922743993	9756977080.860704	20208.63233133515	66527.35981057236	134.2567814909562	4425889603.365359	18024.88337631036	70515.14224653693	49757.114293687206	1.059831	19.891237	0.10011565	0.0493273	-0.028927312	-0.0046692549	0.0566678082	-0.1224802326	-0.0178875305	0.0111486403	0.0976331376	-0.022725956	0.1481407045	-0.0070676834	0.0520835863	0.0755229336	-0.0155704287	-0.0583447245	0.0636855028	-0.0594570651	-0.0324626914	0.0073584088	0.0600103744	-0.0684962832	0.0155914791	-0.0046747949	-0.0257170382	-0.1057680966	-0.084378367	-0.1057059164	0.030877145	-0.0730502152	0.0024380197	-0.0221287149	0.2167943191	-0.1091369854	-0.0022229395	0.051533219	0.0130081721	-0.0673738517	0.1101571227	0.1635528865	-0.0594294469	-0.1050380265	0.0818835565	0.1343662211	0.0563621833	-0.088814944	0.007562281	-0.0258158342	0.0381833661	-0.0442017336	0.0447496929	-0.0775692276	0.0360455353	-0.0065485921	-0.0193343265	0.0856129991	-0.0905333058	-0.0011261628	-0.0204594373	0.0011225537	0.1586343481	0.0573119478	0.0809323379	-0.0276917073	-0.0289562608	0.0438674936	-0.0438968011	-0.1109350063	0.0584379394	-0.0254121385	0.0496869343	0.0251027122	0.0753702658	0.0132041192	0.0631009343	-0.2094656389	0.0399819718	0.0613536141	0.0630845072	-0.0352926644	-0.1446681462	0.1045899737	0.0186809488	-0.1054299831	0.0078229864	-0.0474050593	0.1380573303	-0.0777065631	0.0127799522	-0.0478665428	-0.1011978485	-0.0653178508	-0.028888054	-0.0436126222	-0.0173071906	-0.0732721991	0.0554423471	0.0256560027	-0.1078019064	-0.0815252301	0.0946116635	0.0389947925	-0.0119314655	-0.0395246172	-0.0737869773	-0.0875143347	0.1158345644	-0.1011894509	0.0600977181	0.0087208997	0.0839015401	-0.1126682097	-0.0634480027	0.0025378107	0.0974787261	-0.0321869553	0.121594464	0.1185116696	0.113431443	0.0	0.0	-0.0444108	7.279999999999787e-05	5.299839999999689e-09	0.00197231915664	0.0182756	-0.0150598999999999	0.00033399755536	0.0002268005880099	0.141781	0.0322309999999999	0.020101851961	0.0010388373609999	-0.00127493	-0.00023188	1.6254465049e-06	5.3768334400000036e-08	-0.000892774	-0.000368381	1.3570456116100008e-07	7.970454150760001e-07	-0.000871076	-0.000454778	2.0682302928400006e-07	7.58773397776e-07	0.0	0.0	0.4760362426	0.8779784999	-1.294719028	1.032314017	0.9702515203	-1.293819896	0.3718232124	0.03677316786	-0.9169127203	-0.3248979702	-1.319217218	1.47164283	0.5840505529	-0.8631992982	-1.264478764
65377.42946737381	-53.85963697659463	2900.86049525056	4274208283.761437	98842.18727756076	64.77548285588273	9769777985.812395	4195.863179212757	66637.89175563464	110.53194506227736	4440608617.635679	12217.310879250304	70732.02366185613	49753.59649140548	0.997184	18.715454	0.0382052	0.0268136	-0.0242714422	0.0026435278	-0.0516828338	-0.1101046341	-0.035706413	-0.0018454083	0.0505777898	0.1085100455	0.045645002	0.0388526713	0.0662743307	0.0342271796	0.1258806908	-0.0647382068	0.0854960951	-0.0421876383	0.0906802098	0.1547083429	-0.0997891557	-0.1771118024	-0.0005523468	-0.0862736131	-0.00815385	-0.0630056341	0.1088448433	-0.015050609	0.0662705615	-0.0432740776	-0.1945969137	0.0883302958	-0.0336851492	-0.0349669497	-0.0679098822	-0.1481661286	0.1309156645	0.0051769738	0.1040417005	0.1517436721	0.0226005205	-0.0356033479	0.0796804776	-0.1268874875	0.0515332968	0.16133316	-0.0732467279	-0.0640847564	0.0521113172	-0.0001771841	0.1372545663	-0.0085780879	-0.0406068458	0.0583008989	-0.0472519248	0.1054376133	-0.0360845935	0.0098494743	0.0578571178	-0.1299584696	-0.042187275	-0.0427800354	0.0083614005	-0.0777146897	-0.1374630589	0.168606976	0.0301815072	-0.1406891501	0.0223988463	-0.0058104395	0.0563133281	0.0013292913	0.0853836009	-0.00243797	-1.0886e-06	0.0836469841	0.2361500131	-0.1089069321	0.0854839878	0.0387105987	-0.0643795073	-0.014379413	-0.0742902261	0.0396965795	-0.0080804848	-0.0699222064	0.0026834446	-0.0159968024	-0.0504694083	0.1296858375	-0.0887855348	0.1508783529	-0.0241691951	-0.0308768849	-0.0315639984	-0.0295361763	0.0370786917	0.126985384	0.0225009694	-0.0339229779	0.1019080335	0.0548680468	-0.0809180058	0.0354351557	0.0186049082	-0.0786552623	0.1010985858	-0.0935700715	0.0417000749	0.0013757865	0.0834076669	-0.024311811	-0.0421287968	-0.0208168979	0.1857535852	0.0695013174	0.121185324	0.1168916313	0.1098478082	0.0	0.0	-0.0444799	-6.910000000000249e-05	4.7748100000003445e-09	0.00197846150401	0.0205777	0.0023021	0.00042344173729	5.299664410000007e-06	0.141785	4.000000000004e-06	0.0201029862249999	1.6000000000032004e-11	-0.00153171	-0.0002567799999999	2.3461355241e-06	6.593596839999992e-08	-0.000432954	0.00045982	2.1143443240000005e-07	1.87449166116e-07	-0.000871076	0.0	0.0	7.58773397776e-07	0.0	0.0	0.3254102906	1.034953566	-1.239699258	0.8543366068	-0.8887171416	-1.420933392	1.120487705	-1.128657824	0.9109034478	-0.2371827322	-0.6367924	0.6335642169	0.5714175012	-0.1789297532	-0.8432111079
65427.15330428718	49.72383691337018	2472.4599573874348	4280712389.502697	98438.30293104384	-403.8843465169193	9690099483.943954	163122.56536139897	66529.05508831925	-108.83666731539417	4426115170.944617	11845.420152321783	70654.9660612876	49476.320048616246	1.097764	20.603174	0.0727079999999999	0.0465879	-0.0211821992	-0.0225897986	-0.0610038067	-0.0633177816	-0.0014704033	-0.1283410325	-0.0375043148	0.053107992	0.0142173889	-0.0556990774	-0.0800090755	0.0767691093	0.0308131427	-0.0174986295	0.0498956439	-0.0913712822	0.0879084911	0.0663980654	0.1639489107	0.0084958783	-0.1150632447	0.0680604501	-0.0660731007	-0.0823888285	0.0807571173	0.0115645504	-0.1378140795	0.063877908	0.1714794297	0.0559506638	-0.0084451644	0.1537715718	0.0138502752	-0.0459972854	0.0603070369	0.1104637204	0.1560535218	0.1657214525	0.0207676933	0.2476978461	-0.083831634	0.0047797181	-0.055774691	0.0375157499	-0.0572554744	-0.0251055687	-0.0544115505	-0.1971229034	-0.0621303234	0.1678604406	0.0060694112	-0.0088612111	-0.007104799	0.0492820732	0.0081859304	-0.1270925894	0.0987546324	-0.050776443	-0.1090552206	-0.0395900477	-0.0426358037	-0.2347787815	-0.0238941613	-0.1124011332	-0.0534500277	-0.1283393584	-0.0183779805	-0.0433551657	-0.1178961873	-0.0489857843	0.0935579923	0.044284396	-0.0969739588	-0.1072442025	-0.0210298651	-0.0955229906	0.069584476	0.1729421511	0.1540447077	0.0616490296	-0.0036279177	0.0773319592	0.0538003577	0.0375251465	-0.0773006523	-0.0938848943	-0.1246505711	0.0657190041	0.1082799796	-0.18020123	-0.0242182774	-0.048828026	-0.0394313989	-0.0726486726	-0.0497274838	-0.0092674748	-0.0177271549	0.0223918445	0.0036928325	0.0472084924	-0.0485430995	0.1530469098	-0.0829531534	-0.0796478474	0.0426227571	-0.0380251213	-0.0503186597	-0.2189968004	-0.0519681815	-0.1000707362	-0.0446553966	-0.1281586549	-0.0216679191	0.0506682769	0.1207085716	0.1150107621	0.1057127965	0.0	0.0	-0.0444636	1.630000000000381e-05	2.6569000000012427e-10	0.00197701172496	0.0605871	0.0400094	0.0036707966864099	0.00160075208836	0.120563	-0.0212219999999999	0.014535436969	0.0004503732839999	-0.00145965	7.205999999999988e-05	2.1305781225e-06	5.192643599999982e-09	-0.0005901	-0.000157146	2.4694865316e-08	3.4821801e-07	-0.000871076	0.0	0.0	7.58773397776e-07	0.0	0.0	-0.1977490832	0.9600305597	-1.113063941	0.491865801	-0.3233106852	-0.1978294938	0.2282940816	0.578930115	-0.4160586935	-1.873987469	1.146414642	-1.569276643	1.36924261	-0.6343956221	-0.4367392275
