global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_13	aroma_motion_16	aroma_motion_20
66998.01641775451	n/a	n/a	4488734203.913703	96388.29200683594	n/a	n/a	9290702835.995071	66561.98897224729	n/a	4430498375.941569	n/a	74803.237088528	68584.55235052547	n/a	n/a	n/a	n/a	-0.0367948047	0.0122267369	-0.0885407956	-0.0633260583	0.2009636173	-0.0127843161	0.037171829	-0.3555243733	0.2952584179	0.037311702	-0.2755252133	0.1886133727	-0.1063937307	0.5073705925	-0.1418080989	0.1911855125	-0.1605589115	0.0253990839	-0.0438623937	0.1289693048	-0.0387975065	0.100139934	-0.0270647276	0.2206065368	-0.0141445186	-0.0663734308	0.0990357789	-0.0405187579	-0.1721882201	-0.1262496039	0.2733834206	-0.275599724	0.0386299046	-0.4035096551	0.1805113015	-0.425359572	0.0343462089	-0.042517876	0.1774885676	-0.1403758978	0.0384179157	-0.0184425358	0.2298954538	-0.0785657857	0.2972592902	-0.0231880681	0.0205353353	-0.0624086116	0.3219999762	-0.2208765829	0.4097248693	-0.4563776297	0.1120441444	-0.2358337543	-0.3714545023	0.2607660722	-0.0619302625	0.0158551617	-0.0776011843	0.0194891043	-0.068345059	0.0251556162	-0.0674904999	0.0636332492	-0.0265487781	0.0231846713	0.1015080398	0.1643619509	0.0827183999999999	n/a	n/a	0.0068423336985599	-0.130108	n/a	n/a	0.016928091664	-0.198503	n/a	0.039403441009	n/a	0.000877877	n/a	7.70668027129e-07	n/a	0.000508475	n/a	n/a	2.58546825625e-07	-0.000605362	n/a	n/a	3.6646315104400004e-07	-0.2484000754	4.252551021	0.6032378722	-0.8579457609	0.5024407775	-0.3763962896	0.6034010363	4.669129166	0.2463027885	-2.131167577
67046.34983505995	48.333417305446346	2336.1192284224203	4495213026.205244	96289.70751302084	-98.58449381509854	9718.902420779204	9271707772.943102	66461.51457440207	-100.47439784521704	4417132919.5234585	10095.104622358953	74737.87005994369	69375.70412116095	1.730302	37.069057	0.29845	0.132686	-0.1282108954	0.0867427942	0.1251283288	-0.0952420661	0.3057467867	-0.1255402238	0.0157805488	-0.1616215531	-0.3271667615	-0.0948310501	-0.0363442296	0.2221794182	-0.4197589368	-0.0901328329	0.008963701	-0.1839206482	0.1229833325	0.1659816626	0.0117030561	0.1022408605	0.0239293147	-0.1628673969	0.1232993774	0.0994769884	-0.0225262078	-0.0669316582	0.0478033691	0.0907146652	-0.1254105184	-0.3522800843	-0.0738512764	-0.1534736548	0.0032485006	0.0444692931	0.0798109216	0.261560175	-0.1332843599	0.2190348298	0.0225663302	-0.1562497168	-0.1246339027	-0.177777777	-0.0734220825	-0.16965558	0.2212064031	-0.3094660209	0.0273218076	-0.1122094927	0.0453984616	-0.0756283935	0.0852186987	-0.2400570224	-0.2969568353	0.1937004202	0.5023378312	0.0343491934	0.2970718868	0.2584617934	0.1261140886	0.1518598851	-0.0371307861	-0.1254041215	0.1412389139	-0.1422423973	-0.0284705597	-0.0750397056	-0.1231710308	0.1640657595	0.141404	0.0586856000000001	0.00344399964736	0.019995091216	-0.0698155	0.0602925	0.00363518555625	0.00487420404025	-0.243845	-0.0453419999999999	0.059460384025	0.0020558969639999	-0.000485974	-0.001363851	2.3617072867600005e-07	1.8600895502010005e-06	-0.000810272	-0.0013187469999999	1.7390936500089998e-06	6.56540713984e-07	-0.000605362	0.0	0.0	3.6646315104400004e-07	-0.8803791727	1.435129426	1.420171363	2.284599634	-0.7788625401	0.61529185	0.7787946276	2.215666168	0.7764994698	3.644891728
66937.67524310107	-108.6745919588866	11810.166937430498	4480652366.950866	97175.97291992189	886.2654069010459	785466.3714694765	9443169712.933392	66585.88358810921	124.36901370713896	4433679893.209231	15467.651570486516	74524.57309437882	66995.90621290295	2.243964	48.073475	0.63999935	0.399339	-0.139559228	0.0045629151	-0.0647927221	0.006959133	0.0179972592	0.4662375016	0.0588176072	-0.0809102584	-0.0986657483	-0.113634956	-0.0620224286	0.1561827262	0.3351028311	-0.1970890756	-0.175289982	-0.1037152581	0.0104038203	0.2616067732	-0.2715546547	-0.0205701502	0.2696993073	-0.0384088505	0.205637128	0.1663527685	-0.0293244669	-0.0486859666	-0.0705038167	0.0075954168	0.1354346618	0.0101704218	0.3261584486	0.2240450289	0.0382900416	-0.1678823001	0.0897300156	0.3124543238	0.3481096556	0.2514727439	-0.351722077	-0.2221840217	-0.0545994281	0.0784580322	-0.0707538668	-0.1864083152	-0.2330589798	-0.1197894539	0.4004624029	0.2224735228	-0.0415863778	0.0541458401	0.0751704159	-0.2299147529	-0.0659562191	-0.0749632212	0.1892783771	-0.1992767194	-0.0872626118	-0.1136320846	-0.1457674451	-0.4121064736	0.1225588012	-0.0509009542	-0.1732465394	0.0682396556	0.1528110013	-0.0894920358	0.0777010965	0.1634739106	0.132697	-0.0087069999999999	7.581184899999987e-05	0.017608493809	-0.0227152	0.0471003	0.00221843826009	0.00051598031104	0.101012	0.344857	0.010203424144	0.118926350449	-0.00325304	-0.002767066	1.05822692416e-05	7.656654248356e-06	0.000336593	0.001146865	1.315299328225e-06	1.13294847649e-07	0.000267408	0.00087277	7.617274729000001e-07	7.1507038464e-08	0.7380470288	0.93934901	2.358253116	-1.700325724	-0.1086595212	0.9118245883	0.8089237255	1.981282342	2.997010436	-0.6055313539
66375.97124530688	-561.7039977941895	315511.38113797485	4405769558.757806	95621.61223470051	-1554.3606852213709	2416037.139761849	9143492726.363428	66445.76363662003	-140.11995148917777	4415039505.253577	19633.60080532953	74141.15756233595	64015.22945411052	1.728695	37.034634	0.4475076200000001	0.271896	-0.0163410344	0.0394421818	-0.037109275	0.0160160465	-0.02574596	-0.0826815737	0.0714636931	-0.0094905502	0.0470451943	-0.0599324711	-0.1289135174	0.0226212666	-0.0767364842	-0.0822745473	-0.0438908408	0.120114203	0.1952452289	0.1079117966	-0.003124885	-0.0316105633	-0.0557465427	-0.1019574047	-0.2657991556	0.0523104952	-0.316200355	-0.1565688718	-0.1303633226	0.0954662102	0.0507997226	-0.0118208355	0.0922696332	-0.1024600389	-0.083982265	0.070784309	-0.0289901202	0.0737481061	-0.1462423893	-0.0305060529	0.0007927618	-0.0872171005	0.4359824897	0.0563370715	-0.1087370718	-0.0212301725	0.0666991853	-0.0567343641	-0.0159065751	0.3693571968	0.2458393016	0.2090688267	-0.0757104543	-0.0706891692	-0.0513593823	0.2068586846	0.062789586	-0.0764444403	-0.0057095038	-0.1908123361	-0.2245512335	0.1170312825	0.1447728945	0.2543997935	0.0915577491	0.0554272253	-0.0404150429	0.1423137572	-0.0325990728	0.1625874706	0.0940945	-0.0386025	0.00149015300625	0.00885377493025	-0.043861	-0.0211457999999999	0.0004471448576399	0.0019237873209999	-0.00952351	-0.11053551	9.069724272010002e-05	0.0122180989709601	0.00117573	0.00442877	1.3823410329e-06	1.96140037129e-05	0.00115223	0.0008156369999999	6.652637157689998e-07	1.3276339728999998e-06	-3.26612e-05	-0.0003000692	9.004152478863999e-08	1.0667539854399996e-09	-1.283134808	0.9353848337	-1.826005246	-0.8850952791	-1.101576421	-2.281302575	-0.2371651022	1.188539356	0.1600620671	0.8343194235
66623.62906184589	247.6578165390092	61334.394092869545	4438707949.370436	95333.41946451824	-288.1927701822715	83055.07278533155	9088460866.797789	66345.23521406815	-100.52842255188445	4401690235.610028	10105.963740770228	74197.42515071358	65619.22342391408	1.661265	35.590046	0.13298445	0.071138	-0.0154393293	-0.1224219753	0.0312920759	-0.0244607105	0.0865245739	-0.106262153	0.0067370625	0.1676091714	0.0971329314	0.0875864034	0.0355253404	0.0759881715	0.1122690663	0.0350882132	-0.0519944398	-0.2023921804	0.0075045653	-0.1105900128	0.1075400834	0.0427867492	0.2570542263	-0.0954539423	-0.0337838746	0.0227410486	-0.1290152171	0.1060574969	0.107214086	0.1135030598	-0.0581674231	0.0088019425	-0.0911662756	-0.006261553	0.1380187739	-0.0233813298	0.0968618895	-0.1051995211	0.1721587304	0.0941834669	-0.0735279508	0.0308984478	0.0787883098	0.1184512496	-0.2397405871	-0.0335403653	0.088255908	-0.1199597911	0.0981834795	0.178515864	-0.2932336982	0.0559014665	-0.0646848181	-0.1325284164	0.0797447778	-0.0132960622	-0.0186628439	-0.0348214227	-0.0991820943	-0.070357604	-0.0638470468	0.0329498929	-0.2592631335	0.3556250245	0.1393817964	-0.0523002922	0.0596450209	0.2129847869	-0.0581555418	0.161408037	0.0861759	-0.0079185999999999	6.270422595999997e-05	0.00742628574081	-0.0480303	-0.0041693	1.7383062490000007e-05	0.00230690971809	-0.041395	-0.03187149	0.001713546025	0.0010157918748201	0.00222226	0.00104653	4.938439507600001e-06	1.0952250409000004e-06	0.0007970889999999	-0.000355141	1.26125129881071e-07	6.353508739208406e-07	0.000346169	0.0003788302	1.4351232043204e-07	1.19832976561e-07	-1.10151576	1.200152589	0.01092402853	-0.3430023305	0.7761509554	2.015356104	-0.6518176668	0.6458811096	0.03502829614	-0.2316020893
66685.83131843874	62.20225659284915	3869.120725242646	4447000098.631265	96194.30246744792	860.8830029296805	741119.5447332243	9253343827.198858	66256.92054941336	-88.31466465478297	4389979520.691275	7799.479993086773	74143.31464792487	66197.57222124853	1.258482	26.96104	0.1209044799999999	0.0620319	0.0269432438	0.1089683465	-0.1253694028	0.0519795839	-0.0757943714	-0.02850171	-0.0194838217	-0.091612578	0.0060958811	0.1062800753	0.1004176049	0.1717210102	0.2096903151	-0.0083254608	-0.0129737049	-0.0607054112	0.0457798464	-0.0472664677	0.0558737129	0.02422224	0.1122557132	-0.0928917305	-0.289005101	-0.2133302527	-0.0171246202	-0.030147605	0.0577021434	0.0572309549	0.0331953509	0.1220324535	-0.0233585271	-0.0552717811	0.058778646	-0.1895867493	0.0056493762	0.1469348401	0.0875737423	0.0030435325	0.0157877145	0.077550213	0.1450422069	-0.3018897673	-0.1190696332	0.0152817638	0.1410475165	0.0681820629	0.2381518818	0.0918679826	0.0149234027	0.0342487506	0.0088830958	0.0445742531	0.1083617793	0.081261227	-0.0518683608	-0.1856703127	0.0401713699	-0.0392733685	0.1528281909	0.2255107738	0.0287215471	0.2891767768	0.1150635655	-0.1065795263	0.0217024664	-0.0531274908	0.1557911357	0.1599377353	0.0430175	-0.0431584	0.00186264749056	0.00185050530625	-0.0439127	0.0041175999999999	1.695462975999999e-05	0.0019283252212899	-0.0496786	-0.0082836	0.00246796329796	6.861802896000003e-05	0.00280755	0.0005852899999999	7.8823370025e-06	3.425643840999996e-07	0.001259	0.000461911	2.133617719210923e-07	1.5850809999999998e-06	8.647239999999998e-05	-0.0002596966	6.744232405156002e-08	7.477475961759997e-09	-0.9984618889	1.491897689	1.367597112	-1.694620942	-0.6993236097	-0.5676817178	0.7642514025	0.5135583271	-1.412571823	0.0898121591
66664.9992854557	-20.83203298303124	433.9735982061015	4444222129.72981	95824.6265983073	-369.6758691406285	136660.2482248791	9182359062.705025	66355.59245261733	98.67190320396912	4403064649.737846	9736.144481893452	74365.0923231764	67462.757409332	1.653544	35.424629	0.30658277	0.159116	0.0237187854	0.032764088	0.1464339838	-0.0186671835	0.0380366537	-0.2000170182	0.0681227385	-0.0208524132	0.0902194208	0.1165843256	0.0368110436	0.1591742144	-0.1321713209	-0.0145145363	0.0623500226	0.1630127333	0.0903888952	-0.1012805911	-0.0058951279	-0.0506577213	0.0834871459	-0.0570697221	0.0789452711	-0.1832592145	-0.116938442	0.0727241375	-0.113333436	-0.0620498654	-0.085137464	-0.0062165648	-0.1306849048	-0.1459080113	0.0420978614	-0.0179297974	0.0132814732	0.0351794609	-0.2333053139	0.0729862945	-0.156734338	0.0072404277	-0.0597611903	-0.1111686112	0.0479006475	0.062274874	0.2251928937	0.1601391001	-0.0956770347	-0.0174108537	0.0769327465	-0.046719049	-0.1914843422	-0.0112022427	-0.0871447893	-0.0070733681	-0.0272825063	-0.1393672328	0.0333017356	-0.108225863	-0.0317241396	0.0173148299	-0.134677153	-0.0564233124	-0.1557657624	0.1205161069	-0.0601659145	-0.0518417435	-0.2415309174	0.1581792149	-0.0538816	-0.0968991	0.00938943558081	0.00290322681856	-0.0483369	-0.0044242	1.9573545640000027e-05	0.00233645590161	-0.117811	-0.0681324	0.013879431721	0.0046420239297599	0.00446567	0.00165812	1.99422085489e-05	2.7493619343999995e-06	0.00169336	0.00043436	1.8866860960000015e-07	2.8674680896000003e-06	-0.000563589	-0.0006500614	4.2257982376996e-07	3.17632560921e-07	-1.368375349	1.819508941	-0.7135508994	-1.112371295	-0.5304089353	-0.9868018854	-1.135313236	0.3727445331	0.3237456069	0.6835484321
66636.3131306814	-28.68615477430285	822.8954757352582	4440398227.650223	95800.53813964844	-24.08845865885087	580.2538405591673	9177743107.846235	66345.86623561598	-9.726217001356416	4401773966.554248	94.59929715747462	74446.80065992728	67732.0656161527	1.093528	23.427158	0.1521859434999999	0.0740843999999999	0.0478644126	-0.0781793475	0.123447913	-0.1258914646	0.0958394437	-0.0684436417	0.0212639882	-0.0465367177	0.0747641243	0.0755132977	0.0017519721	0.0255447557	-0.0568498777	-0.0276057335	0.0470628214	0.2331725441	0.060378236	0.026720472	-0.0056206625	-0.2616622474	0.0060370627	0.1404777131	-0.0199291094	0.0320465677	-0.0651330323	0.0948952723	0.0493377275	-0.0800845499	-0.1423128454	-0.0464366251	-0.0223409186	-0.0265322647	0.1130328275	-0.0434121223	0.0832312737	-0.1225160123	-0.1111693026	-0.0843052578	-0.2133157643	0.0631671224	-0.0185999706	-0.0496919363	0.0408901889	0.0554860862	0.2310668811	0.1103391459	-0.0249119349	-0.0965727906	-0.0966130147	0.0162812652	-0.2138230811	-0.062744066	-0.0068603698	-0.0555335592	-0.09745961	-0.1165392837	0.1605013993	-0.1769446562	0.1466280751	0.0627762722	0.005066113	-0.0424351128	-0.1020591571	-0.0099145409	-0.1176460811	-0.05098993	-0.1956828794	0.1561356449	-0.0351532	0.0187284	0.0003507529665599	0.00123574747024	-0.00397514	0.04436176	0.0019679657502976	1.5801738019600002e-05	-0.129679	-0.0118679999999999	0.0168166430409999	0.0001408494239999	0.00457653	0.0001108599999999	2.09446268409e-05	1.2289939599999989e-08	0.000817925	-0.000875435	7.66386439225e-07	6.690013056250001e-07	-5.32833e-06	0.00055826067	3.1165497566884893e-07	2.83911005889e-11	-1.531587847	1.746557464	0.2960110167	-0.8989356601	1.012343674	0.3529750621	-0.8602677958	0.3010364588	0.367762553	1.285950008
66458.2707942075	-178.04233647389628	31699.0735770841	4416701756.956215	95795.57560872396	-4.96253092448751	24.626713176494857	9176792306.206747	66267.89525045126	-77.97098516472033	4391433940.92478	6079.474527557039	74203.8040672162	66856.5262941133	1.399433	29.9807	0.1423764014999999	0.0844786	0.0548079093	-0.1630948644	-0.0473746108	-0.1050092288	-0.0233920766	0.0411966902	-0.0633423407	0.0447155084	0.0401649084	0.1388894669	0.1051211542	0.0673802473	-0.070285767	0.0291468897	-0.1070317377	0.0545056464	0.0558079549	-0.0771289764	-0.1000108942	-0.0589352931	-0.0124839079	0.2328842008	0.0980003317	-0.190632232	0.1684122562	0.0762432124	0.0955937735	-0.1281114273	-0.0779877814	0.0693391516	-0.0700022837	0.0809998073	0.0734837538	-0.1087067424	0.0807751537	-0.0730843324	-0.0984066258	0.0706744353	-0.0907468645	0.0732891459	-0.1136393216	-0.1912862047	0.0762699183	0.0515415575	0.1413627405	0.1392695662	0.1215038106	-0.1454489255	0.0160654807	0.0883081614	-0.0855570995	0.0171836335	-0.0213683117	-0.0837048608	-0.0639607718	-0.1708214418	0.0447496163	-0.0280333421	0.292921324	-0.145481623	-0.117239991	-0.0559873379	-0.0310980985	-0.0515284201	0.0293759863	0.0172044267	0.0130629733	0.1538107079	-0.0499082	-0.0147549999999999	0.0002177100249999	0.00249082842724	-0.0204451	-0.01646996	0.0002712595824015	0.00041800211401	-0.076542	0.0531369999999999	0.005858677764	0.0028235407689999	0.00350714	-0.0010693899999999	1.2300030979600002e-05	1.143594972099999e-06	0.0008737769999999	5.5851999999899935e-05	3.119445903988822e-09	7.634862457288252e-07	2.97185e-05	3.504683e-05	1.2282802930489e-09	8.8318924225e-10	-1.467565728	1.077884701	1.343438299	-1.27898536	1.337782696	-0.6234953326	0.7144150518	0.3586075129	0.8851303108	-0.9490415191
66432.85230326175	-25.418490945754456	646.0996819594013	4413323865.146991	95897.55659505208	101.98098632812616	10400.121572457456	9196341360.901217	66294.15254822878	26.25729777752713	4394914662.087829	689.4456865777311	74319.98446556485	66591.40837160163	1.336509	28.632637	0.084894875	0.0390092	0.0693109061	-0.0889668149	-0.1870238803	-0.0947401384	0.0230003667	-0.0298874103	-0.1925246135	-0.0455022201	0.0772438966	0.0312919985	0.0087081322	-0.0301849014	-0.0480464127	0.0057775716	0.0216948693	0.3284284961	0.0992341006	0.1601897408	-0.1047908289	-0.0386267184	0.0156656649	0.2499789537	0.1126628243	-0.1172648268	0.2159129177	-0.1869358674	-0.0367812993	-0.0104012853	-0.0978897669	-0.0495621649	-0.0313181201	0.0305627354	-0.1116859595	-0.118544106	-0.047657982	-0.0164620037	-0.1558875866	-0.1347928003	-0.2429983539	-0.0801688195	0.0278966993	0.0385863613	0.1471065101	0.0446150566	0.1611773108	0.0885349518	-0.0904414713	0.0271080634	0.0031342029	0.0778347234	-0.020478223	-0.0236514992	0.0268502	0.0209904438	0.0034839037	-0.2237964541	-0.1564660657	-0.1044236191	0.0024565031	-0.0857341017	0.1394204005	-0.2220674629	-0.019590984	-0.0299895504	-0.0270660756	-0.1374278349	0.029637119	0.1512085936	-0.0343348	0.0155734	0.00024253078756	0.0011788784910399	-0.0292891	-0.0088439999999999	7.821633599999996e-05	0.0008578513788099	-0.0815917	-0.0050497	0.00665720550889	2.549947009000004e-05	0.00313009	-0.00037705	9.7974634081e-06	1.4216670250000022e-07	0.00138654	0.000512763	2.629258941691025e-07	1.9224931716e-06	0.000248461	0.0002187425	4.784828130625e-08	6.1732868521e-08	-1.684407076	1.255147481	-0.7967448535	0.07410885302	0.4796574531	-0.7960157213	0.7091372416	1.006073773	-0.08021253411	-1.531950916
