global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_12	aroma_motion_16	aroma_motion_20
66319.8185476407	n/a	n/a	4398318332.191987	95645.70451732674	n/a	n/a	9148100792.615776	66434.84042193141	n/a	4413588021.887491	n/a	74142.26618082324	64722.39667194986	n/a	n/a	n/a	n/a	-0.1398074543	-0.0311804097	0.0919269842	-0.1913310849	-0.1221766102	0.0350116971	-0.144129752	0.169075907	-0.0153160873	0.1398333167	-0.0900290546	0.02627946	-0.0530669633	0.1037214796	-0.1473229657	0.0252515291	-0.2756569649	0.1995006966	-0.1390129692	0.1681318245	-0.0594954907	0.0769206274	-0.0869728946	0.1867536117	-0.1699784344	0.0122228827	0.1287082106	-0.1123166708	-0.1175447944	0.0192666844	-0.074157092	0.136615819	-0.0302291347	0.0766023392	-0.162122237	0.1410104037	-0.0310888794	0.1692832385	-0.1327249101	0.2124012152	-0.0246330744	0.1304867862	-0.1711403034	0.0268932926	-0.0986786331	0.0888755304	-0.0089383274	0.0257285477	-0.0227034469	0.0877764346	-0.1455873073	0.0084227688	0.066725877	-0.3665653934	0.0663993851	-0.0244832582	0.0391739355	-0.0417861632	0.0672013089	-0.1797080006	0.0357904193	-0.0547361503	0.0766334603	-0.0514423853	-0.1256634199	0.0849324981	0.1643619509	0.295873	n/a	n/a	0.087540832129	-0.0131229	n/a	n/a	0.00017221050441	0.344423	n/a	0.1186272029289999	n/a	-0.00637551	n/a	4.06471277601e-05	n/a	-0.00119672	n/a	n/a	1.4321387584e-06	0.000601686	n/a	n/a	3.62026042596e-07	0.0	1.230314685	0.1987454756	-0.3351994223	0.7925195278	1.412749359	0.2069875937	0.5598388763	0.9852078225	-0.08117397595	-0.9160512757
66257.25976900138	-62.55877863931528	3913.6007848428494	4390024472.096929	96077.29838818844	431.5938708617032	186273.2693653885	9230847265.572998	66363.8307620713	-71.00965986010851	4404158033.4168415	5042.371793448307	73975.42201954845	64839.04028093352	1.00952	20.311176	0.165131	0.0872259999999999	-0.151424586	0.1039517068	0.0835732867	-0.1404784014	-0.1922106392	-0.0389454025	-0.0424592213	0.2363955627	0.0804895434	0.1606307908	-0.1917565193	0.0244594607	0.1431794893	0.0036018133	0.0904369484	0.0963166254	-0.1550851461	-0.0961352776	-0.0374167324	0.0767261697	0.0783227775	0.0432587155	0.075624246	-0.0493991951	0.0195763861	0.0371619111	0.2020551341	-0.0594158667	-0.2068839333	0.0442843038	0.0260337023	-0.0117073103	-0.0025949577	0.157461295	-0.2595960777	0.0003438704	-0.0762792298	0.0517797757	0.0867467197	0.0324845952	0.0016501326	-0.05548264	-0.1943553966	0.0396568068	-0.0530101009	-0.0037107284	-0.0833121618	0.051479773	-0.024981659	0.0883617916	-0.0410709197	0.0910903142	0.0120236928	-0.2732480393	0.004758748	-0.1012378652	-0.0462667823	-0.0279009523	0.0584131571	0.0309599857	-0.0637131002	-0.0551784077	-0.1492182838	0.0626821797	0.0119346646	0.0049205869	0.1640657595	0.286796	-0.009077	8.239192900000003e-05	0.082251945616	-0.0412264	-0.0281035	0.00078980671225	0.00169961605696	0.405542	0.061119	0.164464313764	0.003735532161	-0.00722496	-0.0008494499999999	5.22000470016e-05	7.215653024999998e-07	-0.00134737	-0.00015065	2.26954225e-08	1.8154059169e-06	0.000265156	-0.00033653	1.1325244090000003e-07	7.0307704336e-08	0.0	1.806761639	-0.317644122	0.32046501	0.3142302673	0.697818825	0.6225578019	-0.3362465522	-0.6216188401	-0.122054189	-0.8230379241
66282.05642033619	24.796651334807397	614.8739174200052	4393311003.308629	95743.9218895034	-333.37649868504377	111139.889875499	9166898578.783327	66474.5733444269	110.74258235559682	4418868901.323591	12263.919546786145	74037.62987506883	63829.137973392586	1.011748	20.356003	0.2305855	0.129232	-0.1525525425	0.1140836879	0.0397638338	-0.1028788174	-0.1154845341	0.1027088581	0.1230119597	0.0996308886	0.0844610442	0.086174029	-0.0745463248	0.0945399002	0.0461525461	0.024131224	0.0173953239	0.1715477686	-0.0342375863	-0.0305029483	-0.1796792111	-0.17053708	0.1190555917	-0.0125622682	-0.1947325452	-0.0764431122	0.0966902737	-0.3490679224	-0.0282415813	-0.0076781298	-0.1004596848	-0.0058766276	0.0081056468	0.1541996564	-0.0222932514	0.0322960434	-0.1347383806	-0.1705671122	-0.0143386445	0.0278310363	0.0724730534	0.1728061955	0.0533963929	-0.0627164673	-0.137130765	0.0231773117	-0.1124468279	0.0872838989	0.0298622394	0.1094469795	-0.0999317477	0.0205183674	0.0008378683	0.1146950914	-0.0213768045	-0.2317129349	-0.0212083866	-0.0690569587	-0.0111345178	-0.0734210974	-0.1161634065	-0.0914410211	0.0954433249	0.1217522543	-0.0674267478	0.0305217416	0.2537683524	-0.1829125084	0.1634739106	0.264928	-0.021868	0.0004782094239999	0.070186845184	-0.0615012	-0.0202747999999999	0.0004110675150399	0.00378239760144	0.32747	-0.078072	0.1072366008999999	0.006095237184	-0.00555495	0.0016700099999999	3.08574695025e-05	2.7889334000999983e-06	-0.0008099659999999	0.0005374040000001	2.888030592161076e-07	6.56044921155838e-07	0.000265156	0.0	0.0	7.0307704336e-08	0.0	0.7592554042	0.2196313514	-1.24642048	0.3658178955	0.04341993925	0.01678854445	-0.5649853074	-1.066307493	0.7477782011	0.7363133568
66459.41612724071	177.35970690452086	31456.465633257547	4416853991.973743	95706.65786390653	-37.26402559687267	1388.6076036843815	9159764359.47886	66407.27789372744	-67.29545069945743	4409926557.254742	4528.677684843106	74001.34762871696	65060.8926080839	1.070587	21.539831	0.1217841	0.0552617	-0.0874441592	0.1660957962	-0.067122176	-0.0240012151	-0.1753511603	0.0717300577	0.1541621761	-0.0971495886	0.0301629702	-0.0122954979	-0.1635153738	-0.0452651784	0.0661712975	0.1791360674	-0.0953928402	-0.107612921	-0.0354746966	-0.0578314	-0.2317980589	0.0543282784	-0.0141581294	0.0395627885	0.1609194894	0.148939687	-0.0342696203	0.0370603931	0.1227980863	0.0470413265	-0.1525658435	-0.0769320046	0.0895209202	0.0387520577	-0.1123596603	-0.0018574603	0.0337528787	0.0368237019	-0.1587772928	0.0090850597	-0.1140341217	0.0480822311	0.1823120206	-0.1049179927	-0.1551351888	0.0412522447	-0.1018647566	0.0117957542	-0.0493758322	-0.0917398651	-0.0954244838	-0.0421738578	0.0485041564	0.1058612779	0.0077496646	-0.2233750806	0.0243608315	-0.0256110192	-0.0260690052	-0.0633424523	-0.0005811621	-0.1656778001	-0.0502866773	0.1317595587	0.0729152376	0.1419701016	-0.001825713	-0.0476799928	0.1625874706	0.276021	0.011093	0.000123054649	0.076187592441	-0.0358299	0.0256713	0.00065901564369	0.0012837817340099	0.351034	0.023564	0.123224869156	0.000555262096	-0.00529496	0.00025999	2.8036601401599995e-05	6.75948001000004e-08	-0.0015617	-0.0007517340000001	5.651040067561505e-07	2.4389068900000003e-06	0.000482548	0.000217392	4.7259281664000007e-08	2.32852572304e-07	0.0	1.110745405	0.09425583252	0.6639002519	0.9180369532	-0.8320769274	0.6548187143	-0.7583247805	-0.7848607295	0.6093528398	0.6247592277
66401.47706261688	-57.939064623831655	3356.935209484541	4409156156.097235	95444.08201030064	-262.57585360588564	68946.07889685949	9109572790.788994	66553.02202025046	145.74412652301544	4429304740.027943	21241.35041595673	74100.7728403772	64280.16120488147	1.08412	21.812099	0.0391699999999999	0.0214368	-0.0804929343	0.0237357909	-0.1773813789	0.0078418078	-0.1486868635	0.0869573345	0.0055174463	-0.1558832587	-0.0361277372	0.0099303634	-0.0996259252	0.0898586335	-0.0543211855	0.292626778	-0.037156211	0.0556148425	0.0995883705	0.0035878619	-0.021605086	-0.0043507899	0.1213077533	-0.0642564628	0.2164157808	-0.056136118	0.0058340783	-0.0901385026	0.0413051251	-0.0600421014	-0.1381950145	-0.083648417	0.0842760363	0.178398571	0.0437546086	-0.1206971344	0.0719689964	0.0321339211	0.0511631228	-0.0922419601	-0.182765344	0.0749018312	0.0223694935	-0.1450821666	-0.1434069446	0.0178329295	-0.1158177096	0.0161725454	-0.0505896929	0.1296375806	-0.1783011029	-0.1290866751	-0.0147239468	-0.011589888	-0.0018458774	-0.1622090046	0.0803130995	-0.1053555167	-0.1485211292	0.0047246326	-0.0027618028	-0.0126061448	0.0609643344	0.1642768825	0.086940943	-0.004135885	0.0230236476	-0.0915268865	0.161408037	0.273367	-0.0026539999999999	7.043715999999945e-06	0.074729516689	-0.0520753	-0.0162454	0.00026391302116	0.0027118368700899	0.352845	0.001811	0.124499594025	3.279721000000025e-06	-0.00503153	0.0002634299999999	2.53162941409e-05	6.939536489999968e-08	-0.00151989	4.180999999999998e-05	1.7480760999999982e-09	2.3100656121e-06	0.000418596	-6.395200000000004e-05	4.0898583040000064e-09	1.75222611216e-07	0.0	0.9381957341	0.8026742201	-0.7584990584	-1.108565907	-1.360419469	0.8219307519	0.9859685542	-0.1239312943	1.51519957	-0.06887593117
66470.36801809084	68.89095547396573	4745.963746115929	4418309824.460434	95877.46430631832	433.3822960176767	187820.2145015532	9192488161.809343	66543.24638989169	-9.775630358766648	4428003640.105833	95.56294891124014	74240.7558249587	64912.84199436633	1.096565	22.062498	0.2793198	0.138667	-0.0632485862	0.0002929678	-0.193521296	-0.1337293539	-0.1700140464	-0.0231980393	-0.1073407223	-0.0457735638	-0.0959649256	0.0153645739	-0.1326826602	0.1203066252	-0.0759294471	0.124698856	-0.1256165403	-0.0233160061	-0.0802321591	0.0372319031	0.0445597684	-0.0281199333	-0.1420017524	-0.0923089613	0.2021143022	0.0965771138	0.0946285972	-0.0322651444	-0.0959398127	-0.0610613176	-0.1569296229	0.0959526818	-0.0233614927	0.0801561181	0.0168769332	-0.1584577762	0.002435076	0.2129834291	-0.0167952226	0.0325277615	-0.157742105	0.0663262182	0.0836171905	-0.021850832	-0.1995862622	0.0540540909	-0.0572429503	0.0166297837	0.0462700363	-0.0509613459	0.1033693782	-0.1028186289	-0.0333183776	-0.079215399	0.046296423	-0.1011870226	0.0775236368	0.1790655451	-0.1766340167	-0.0234841053	-0.044916734	0.0848005962	0.0578605997	-0.1368031686	0.0821739502	0.0178031043	-0.1165470011	0.0535832085	0.1599377353	0.243728	-0.029639	0.000878470321	0.059403337984	-0.0059437	0.0461315999999999	0.0021281245185599	3.532756969e-05	0.444311	0.0914659999999999	0.197412264721	0.0083660291559999	-0.00649288	-0.00146135	4.2157490694400006e-05	2.1355438225e-06	-0.0019009	-0.00038101	1.451686201e-07	3.61342081e-06	0.0008179	0.000399304	1.59443684416e-07	6.689604099999999e-07	0.0	1.707972565	0.5097752548	-0.1905045608	0.8329240587	-0.08734380701	0.65032913	1.660619788	0.6121015955	-0.09305678243	0.7687494524
66278.20364247455	-192.16437561629573	36927.14725600079	4392800278.073326	95710.49570860408	-166.96859771423624	27878.51262265845	9160498988.78672	66582.50748815433	39.26109826263564	4433230303.410127	1541.4338367883315	74124.70924938051	64853.00345754078	1.022015	20.562578	0.1667651399999999	0.0810334	-0.1005670134	-0.0691438138	-0.0787086415	-0.1821719632	-0.1850130103	-0.0360698898	-0.1183690868	-0.0146654835	0.0262515268	0.0647796274	-0.136370563	0.1975980008	-0.0505127498	-0.0351187644	0.1525761882	0.114803469	-0.0214442201	-0.0861797411	0.2967201515	0.2326042881	0.0270852973	-0.1204615109	0.0896072685	-0.1750880249	-0.0258544867	0.0619480445	0.1008085048	-0.0303614675	-0.1835566479	0.0652940953	0.0108882707	0.0715248634	0.0901188044	-0.1048805604	-0.0699791184	0.0702456811	0.1524213771	-0.038029628	0.219050818	0.013918217	-0.0705721957	0.1248734398	-0.1822224161	0.009970501	0.020514751	-0.0633680737	-0.0107547313	0.1193212668	0.1594390745	-0.0317058333	-0.1245816037	-0.0889208462	0.0735712261	0.0396537369	0.0928089939	0.2195926356	-0.0430243332	0.0737407758	0.1221869272	0.2146406586	0.157777942	-0.0797274923	-0.1585292294	-0.0304022157	-0.1614164246	-0.0476260672	0.1581792149	0.203551	-0.0401769999999999	0.0016141913289999	0.041433009601	-0.0188879	-0.0129442	0.00016755231364	0.00035675276641	0.469104	0.024793	0.220058562816	0.000614692849	-0.00736568	-0.0008728	5.4253241862400005e-05	7.6177984e-07	-0.00206647	-0.0001655699999999	2.741342489999996e-08	4.2702982609e-06	7.92512e-05	-0.0007386488	5.456020497414401e-07	6.2807527014400006e-09	0.0	1.835797261	0.4826139298	-0.7722180345	-0.7871552094	1.079793086	0.1437737004	1.051568413	1.092869163	0.7899861815	0.2554692408
66340.97996576398	62.77632328943582	3940.8667657397614	4401125622.817898	95880.79289139852	170.29718279444205	29001.13046772361	9193126445.483255	66317.55916488041	-264.94832327391487	4398018653.587414	70197.61400565889	74125.32798045155	65237.53928373499	1.008962	20.299959	0.11840453	0.0818223	-0.1074777667	-0.0152085254	0.0532531843	-0.2322488565	-0.1402391737	0.0202516561	-0.1748317559	0.0664552284	0.0373659647	0.0974074066	-0.1436360473	-0.0902136346	0.0285569322	0.023402808	0.0001449627	-0.0192630716	-0.1507481445	0.0244591646	-0.0082981463	-0.0793139382	0.0427613608	-0.0196066714	0.0186400728	0.0228527013	0.0081144686	-0.0046281813	-0.1001490884	-0.021189626	-0.1303882952	-0.0152133598	-0.0965866163	-0.0003176416	-0.0863123486	0.0527255292	-0.1032951461	0.1447846939	-0.0102145773	0.1109190846	0.0511085265	-0.0261282784	0.0583224222	-0.0031386168	-0.1831116989	0.000605813	-0.0165027616	-0.0038845717	-0.0383423233	-0.0037078871	0.1814919031	0.1734314192	-0.0567859889	-0.035273842	0.012105355	0.024998521	-0.0303792814	0.1173517263	0.0665886371	-0.0322064825	0.1006534452	-0.0183535234	-0.1277154256	-0.0857575889	-0.0116819668	0.0733245075	-0.1688001801	-0.0271892787	0.1561356449	0.214451	0.0108999999999999	0.0001188099999999	0.045989231401	-0.00877411	0.01011379	0.000102288748164	7.69850062921e-05	0.388712	-0.080392	0.151097018944	0.006462873664	-0.00751975	-0.00015407	5.654664006250001e-05	2.3737564900000026e-08	-0.00206647	0.0	0.0	4.2702982609e-06	0.000265156	0.0001859048	3.456059466304e-08	7.0307704336e-08	0.0	1.718717473	0.4095130369	-0.06122051887	0.8582595177	1.701257091	-0.0723259504	-0.0668616403	0.9392473867	-0.06421263946	-1.293399513
66366.11459961403	25.134633850044334	631.7498187757947	4404461167.049102	95737.80521767995	-142.98767371856957	20445.47483544811	9165727347.898426	66319.54711473375	1.9879498533409787	4398282329.50339	3.951944619398419	73835.94487025055	64834.99389075796	1.136878	22.873589	0.21011669	0.128902	-0.1362865031	0.0700389722	0.0892322534	-0.1851709058	-0.2226645422	0.1452104224	0.0029416831	0.1192167338	0.0703163799	0.068326554	-0.2231986362	-0.0390183745	0.0039859891	0.0998489053	0.2162435371	0.0739087889	-0.014947792	-0.094025541	0.0790729433	-0.0321571631	-0.0385680953	0.0453454415	-0.1561824632	0.1482840704	-0.0981356602	-0.0733913462	-0.1308817125	-0.1007724641	-0.2221866564	-0.1590284574	-0.0083802389	0.1022066321	0.0079544457	0.1077767613	-0.1183904895	-0.0409600541	0.169523699	-0.0552702061	0.2287362631	-0.1867792977	0.0105793778	0.1477835424	-0.1975212694	-0.0297746225	0.0871455096	-0.0658447177	-0.1673127578	0.1899858645	0.1745009311	0.207095013	0.1049613731	-0.1304437572	-0.0843480913	0.1101340423	0.066732182	-0.2253273638	0.0323470166	0.1255032761	-0.0081347962	0.3337010107	0.0722387726	-0.0312891057	-0.0588866337	0.0285918865	0.0014527821	-0.016678738	0.1538107079	0.210376	-0.0040749999999999	1.660562499999996e-05	0.044258061376	-0.0884963	-0.07972219	0.0063556275783961	0.00783159511369	0.431534	0.0428219999999999	0.1862215931559999	0.0018337236839999	-0.0091897	-0.00166995	8.445058609000001e-05	2.7887330025e-06	-0.00206647	0.0	0.0	4.2702982609e-06	0.000265156	0.0	0.0	7.0307704336e-08	0.0	2.113916795	1.042745153	-0.1310902187	-1.541892645	0.8448190284	0.0426252591	-0.5890395843	-1.369661148	0.3287127042	-1.086901979
66439.07012987761	72.95553026358539	5322.509396040923	4414150039.722796	95935.7648563196	197.95963863964425	39188.01853033854	9203670978.567047	66411.24483162229	91.69771688853508	4410453440.085678	8408.47128256993	74112.47010083975	65321.563081300505	1.151884	23.175497	0.1349781	0.0838746999999999	-0.0671241958	0.1877462013	-0.0179852806	-0.1694116392	-0.1278770996	0.1167655705	0.0805727252	0.0985788603	0.0154945107	0.0396604563	-0.1403771359	0.018490325	-0.0872906814	0.0508656592	-0.0465437093	0.0691123157	-0.0245462028	-0.0735385532	0.0364446386	-0.1158812931	0.0055919034	-0.0628597867	-0.2128044689	0.1455953848	-0.1882873494	0.0529285071	-0.1051701427	0.0333472721	-0.1323601104	-0.0019405107	-0.0621337545	0.2179443332	-0.0291077337	0.0313556023	-0.0012833829	-0.1700104187	-0.0677222617	0.1076625611	0.0523413487	-0.1111404974	0.0363751035	0.0187422273	-0.1916554518	-0.0023209673	0.0054189743	0.0412480832	0.0666098761	0.0619763658	0.1832627777	0.1146862704	0.2225136326	-0.0779213546	-0.0919961271	0.2073911308	0.0023379027	0.0723747962	0.1129839002	-0.0208842477	-0.0752473816	0.0050916084	0.0927379097	0.0015296481	0.0672051169	-0.1210247152	0.0181998468	-0.0037270691	0.1512085936	0.214478	0.0041019999999999	1.6826403999999956e-05	0.046000812484	-0.0491842	0.0393121	0.00154544120641	0.00241908552964	0.408722	-0.022812	0.1670536732839999	0.0005203873439999	-0.00788024	0.00130946	6.20981824576e-05	1.7146854916000003e-06	-0.00213205	-6.557999999999998e-05	4.300736399999997e-09	4.5456372025e-06	0.000265156	0.0	0.0	7.0307704336e-08	0.0	1.594420122	1.869496786	-1.035305357	0.8030698251	-0.07529006651	-0.647363829	-1.488824484	-0.7364006801	0.3666622282	1.466057484
