global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	aroma_motion_04	aroma_motion_05	aroma_motion_09	aroma_motion_11	aroma_motion_13	aroma_motion_14
58387.63307886017	n/a	n/a	3409115696.551606	88677.65518575319	n/a	n/a	7863726529.24334	58277.05147694796	n/a	n/a	3396214728.846843	61513.126229441696	53833.8278823535	n/a	n/a	n/a	n/a	-0.0610356136	0.3121291759	0.0734743867	-0.0762033752	0.352200613	-0.1243147849	0.0255247859	-0.1199705934	0.0540814851	-0.0510871998	-0.0095382854	-0.1807209605	-0.0380673586	0.0992285909	-0.0544922522	0.0598331556	-0.1950931813	0.2794433663	-0.1448093879	0.051652066	-0.0352127399	0.0942881517	-0.255113815	0.11960146	-0.3225043075	0.1772683398	-0.0687808789	0.0329093775	0.0257478548	0.2071515115	-0.0671523651	-0.0224530641	0.1655067681	-0.1815730818	-0.2403781507	0.0827887604	-0.1610315712	0.0096792209	-0.1333164098	0.41475729	-0.0285186066	0.0425824644	-0.1349598427	0.2048378185	-0.0039320587	0.054380741	-0.0219381797	0.0481967916	-0.0702875741	0.2412324058	0.0033279986	-0.1986822637	-5.80374e-05	-0.0309385829	-0.098234689	0.26780167	-0.1810859538	0.1727330219	-0.0473828211	0.0893753955	-0.0304828151	0.091870503	-0.0582922412	0.2291025033	0.10935884	-0.103046476	0.0443178511	-0.0815076347	0.0353660334	-0.088737738	0.0551034342	-0.1359093595	0.0546497976	-0.03035517	-0.0288754293	-0.0300104589	0.145827418	0.1643619509	-0.000152386	n/a	2.3221492996e-08	n/a	-0.0517342	n/a	0.00267642744964	n/a	-0.0716717	n/a	n/a	0.00513683258089	-0.00140998	n/a	1.9880436004e-06	n/a	-0.00140713	n/a	n/a	1.9800148369e-06	0.00041408	n/a	n/a	1.714622464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0804285709	-0.724253379	-1.351050889	-1.590783585	-1.006390825	1.503099271
58475.97387712832	88.34079826815287	7804.096638654481	3419439520.878594	87958.76263814577	-718.8925476074219	516806.4950054893	7736743924.833668	58218.70789147112	-58.34358547684678	3403.973966294127	3389417948.552441	61418.68143607766	53905.67968914354	1.035296	23.735067	0.0952881359999999	0.05188	-0.0485799773	0.2346892351	-0.0011723159	-0.1598850401	0.0463959327	-0.0070240846	-0.1766688194	-0.2301576319	-0.0871281989	-0.0466939921	0.1384148675	-0.1478112272	0.341098064	-0.0331174578	-0.129709721	-0.070547088	-0.0344926837	0.0254401512	-0.1595094565	0.0696019537	-0.1942202048	0.0218602229	0.1181896512	0.0572267013	0.1530599859	0.2242623416	-0.0298871145	-0.0234461288	0.0460476272	0.0099726682	-0.0312884256	-0.1311349322	0.0690202049	-0.1509027306	-0.2212273021	-0.2808393839	0.0386302002	-0.0342356132	0.1497714621	0.0086896068	-0.0204642875	0.1524651973	-0.0700315538	-0.067322051	-0.0754854849	-0.1002887143	0.0643055248	0.0002577529	-0.1736168875	0.1327050933	-0.0788987129	-0.0260026718	-0.0306770633	0.0154220247	0.0026665729	0.2454037933	-0.1452392997	-0.1949246342	-0.2800786625	-0.0023680409	-0.2067006497	0.0323237568	-0.1095950752	0.1226986849	0.1667565089	-0.1140502231	-0.0478533462	0.0175218175	-0.1109458203	0.0093677665	0.23236118	-0.0481170665	-0.1161119883	-0.0818309768	-0.1968274557	0.1269365557	0.0561054884	0.1640657595	0.0452703	0.045422686	0.00204940006209	0.0020632204034545	-0.0517043	2.989999999999937e-05	0.00267333463849	8.940099999999625e-10	-0.0898599999999999	-0.0181882999999998	0.0003308142568899	0.0080748195999999	-0.00150612	-9.613999999999998e-05	2.2683974543999995e-06	9.242899599999997e-09	-0.000870325	0.0005368049999999	2.881596080249999e-07	7.57465605625e-07	0.00041408	0.0	0.0	1.714622464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.779714255	2.01053256	0.4344566511	0.1553390149	-0.6180343956	-0.6428927963
58367.39234459266	-108.5815325356598	11789.949207792546	3406752489.107614	88651.16691395934	692.4042758135765	479423.68116492336	7859029395.206679	58346.708293377706	128.0004019065891	16384.10288824834	3404338368.6725106	61468.51440979894	52831.88049660056	1.361856	31.221745	0.1615232199999999	0.098939	-0.0630476894	0.2296826867	0.131189075	-0.1432795779	0.1094022543	0.0321765055	0.0300023245	0.0815552341	0.2027927822	0.2320518673	-0.1236045937	-0.1303946112	0.0458742045	0.0336567668	0.1124083016	-0.0680747566	0.0761784237	0.1186709015	-0.2489695942	0.1673161416	-0.1504981221	-0.0322705663	-0.1579523423	0.0173579388	0.0662107812	-0.1487119078	0.2501466692	0.0990946801	0.1258560948	0.023415382	-0.1255840529	0.282909662	-0.1284089568	-0.1415701436	0.0157117102	-0.0742105837	-0.0002490731	0.1816639784	-0.0644222964	0.134172716	-0.1415914141	0.2178736918	-0.1249147168	0.114631482	0.085600557	-0.2522298641	0.0694533224	-0.0873593243	0.0564978856	-0.2398075252	0.1391526538	-0.0038367984	0.1926099183	-0.0616447526	-0.1208555136	0.0603908973	-0.309898831	-0.0050113392	0.1738045201	-0.0227754795	-0.1004797861	0.2097481382	-0.1921311885	0.0975088958	0.0133502413	-0.2030203238	0.0427511472	-0.229337319	-0.0310618897	-0.0104088059	0.0034136868	0.1123641346	0.1576909028	-0.1129997321	-0.0704378107	0.0394225265	0.0842476369	0.1634739106	0.0227091	-0.0225612	0.00051570322281	0.00050900774544	-0.0672489	-0.0155445999999999	0.00452241455121	0.0002416345891599	0.0075376699999999	0.0973976699999998	0.0094863061214288	5.681646902889849e-05	-0.00119312	0.0003129999999999	1.4235353344e-06	9.796899999999994e-08	-0.00107772	-0.0002073949999999	4.3012686024999954e-08	1.1614803983999995e-06	0.00041408	0.0	0.0	1.714622464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.914408043	-0.03445873265	0.6721083956	-1.220393996	-0.6351808942	1.318108853
58423.641043121694	56.24869852903066	3163.916086209776	3413321832.7355337	88206.89957825567	-444.2673357036692	197373.46557323672	7780457133.208481	58314.00999595743	-32.6982974202765	1069.178654184861	3400523761.808623	61515.63454640549	53857.6546417199	1.269645	29.107718	0.19491712	0.0840105	-0.023836821	0.1993562557	0.2040704081	-0.126724756	0.1081766366	0.1582481306	0.0212420413	-0.0214211866	-0.033573894	0.0119299511	-0.0751100541	-0.1401458202	-0.0153535538	0.1556257286	-0.0313816342	-0.2089779476	0.0742269183	0.0220126636	-0.0099381096	-0.0824554497	-0.1899078068	0.0793115442	0.0107489116	0.1849563301	-0.0158194716	0.095916677	-0.1980236507	-0.0633422129	-0.1712174827	-0.0428402476	-0.0500576225	-0.1935102538	-0.1923922257	-0.1371627154	-0.1630143879	0.1101071813	-0.0367949671	0.1157234253	0.1440361464	-0.079688765	-0.0126533818	0.1287423742	0.2089826138	-0.0367108673	-0.1179942993	0.0445509452	0.1745672117	0.0723524091	0.0405551038	0.2221606093	-0.049088789	0.1652698447	0.0358282763	-0.0172479798	-0.1621381589	0.136731422	-0.0235910246	0.1890953278	-0.2075821992	0.1583321783	-0.0387873071	0.1088116482	0.0880345836	-0.0558987744	-0.2644612573	-0.0766834191	0.1552566558	0.0235806232	-0.0217834401	-0.0482823486	0.2124289414	-0.1444500222	0.1623393751	0.1845983424	0.0803875919	-0.1058584761	0.0809103154	0.1625874706	-0.0259939	-0.0487029999999999	0.00067568283721	0.0023719822089999	-0.0981027	-0.0308538	0.00962413974729	0.00095195697444	-0.0334194	-0.0409570699999999	0.0016774815829848	0.00111685629636	-0.000508642	0.000684478	2.58716684164e-07	4.68510132484e-07	-0.00175	-0.00067228	4.519603984000002e-07	3.0625000000000003e-06	0.000545387	0.000131307	1.7241528249000014e-08	2.9744697976900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.224989979	-1.019893467	0.1339916046	0.1811809414	-2.712743041	0.7035042561
58397.00108796893	-26.639955152764745	709.6872105413167	3410209736.0682445	88816.23949679523	609.3399185395538	371295.13632579	7888324398.352089	58228.74373401775	-85.26626193967968	7270.335425166068	3390586596.841912	61466.02363471125	51918.06633288828	1.655808	37.96085	0.1087135039999999	0.052461	0.0706281731	-0.0579014438	0.201941403	0.1043050703	-0.1292587576	0.0225851239	0.1817942893	-0.0876132257	-0.049814945	0.2267530023	0.0799679505	0.1358974256	0.0302151921	-0.0212357259	0.1259419423	-0.0919302753	-0.0869846469	-0.1386627943	0.1668739271	-0.062295543	0.1185286006	0.0598296461	-0.1493539795	-0.024953152	-0.0107247837	0.1697457628	-0.1447317607	-0.0123169135	-0.1170373981	0.3241027856	-0.0594519939	0.081850706	-0.055188743	0.1457566586	0.0474952004	-0.0541739389	0.0064823448	0.098503631	0.0220071121	0.0756353305	0.0944845591	-0.1255884398	0.1213041386	-0.0167176417	0.2457292459	0.0377343033	0.0304067197	0.122717868	-0.1220066308	0.2457722274	-0.2220020986	-0.0640702663	0.1149200118	0.1248469857	-0.0384017189	-0.1747184345	-0.0792508614	-0.0876134893	-0.1062000182	0.2614732666	-0.1281005135	0.013820884	0.171701782	0.0501142989	-0.059443958	-0.0314565902	0.1336540171	-0.113909862	0.1792839918	0.0320102929	0.086040882	0.0283125103	0.057650798	0.1833611578	0.0880220499	0.0040370298	-0.0996733277	0.161408037	-0.0472201	-0.0212262	0.00222973784401	0.00045055156644	-0.0840169	0.0140857999999999	0.00705883948561	0.0001984097616399	-0.000999296	0.032420104	0.0010510631433708	9.98592495616e-07	-0.000879374	-0.000370732	7.732986318760001e-07	1.37442215824e-07	-0.00143241	0.00031759	1.0086340810000001e-07	2.0517984081e-06	0.000414081	-0.000131306	1.7241265636000013e-08	1.7146307456100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4895225895	1.995502993	-1.405054404	0.3332317059	-0.7683246688	-0.9896184691
58420.56577533022	23.56468736129318	555.2944904354906	3412962505.509685	88622.90505508638	-193.33444170885195	37378.20635087347	7854019300.402854	58291.00692877557	62.26319475781929	3876.705421450136	3397841488.770561	61463.374367802	52286.88115401717	1.30349	29.883656	0.084221504	0.0434926	0.0294543844	0.0392423991	0.0168507021	-0.0071396955	0.044790858	-0.0011792345	-0.0214736378	0.0104568275	-0.0601226668	0.2764455303	-0.3098912762	-0.0092118118	0.1011294274	0.1129626902	0.0822593605	-0.1712719364	0.0172142246	-0.0180237222	0.0002981005	-0.0264088937	0.0894662841	0.2061000141	-0.0574393178	-0.2677715932	-0.1142888944	-0.043935386	-0.0224628391	0.2425065259	0.0069326721	0.0630698017	0.0272663462	0.065250371	0.0513457689	-0.0139984851	-0.0745856306	-0.025900709	0.1171820696	0.1096512551	0.072061287	0.0513656358	0.0419141025	0.0215794067	0.1779891998	-0.0430907095	0.1986004334	0.0784475263	-0.2146351337	-0.1295547741	0.1367562071	-0.1039745618	-0.0491961713	-0.0584369942	0.0696208674	0.0378871168	-0.1609869024	0.0418540832	-0.0615657807	0.2004284184	0.0955274263	0.1821578172	-0.000357526	-0.149060746	-0.0234801105	-0.0362895871	-0.0990920139	0.04221361	0.0603787197	-0.0081758436	0.0120652302	-0.1146080298	-0.0931377037	0.0076161475	-0.0008632929	0.0425326056	0.2251449569	-0.0091195687	-0.0779943116	0.1599377353	-0.0294249	0.0177952	0.00086582474001	0.00031666914304	-0.100318	-0.0163011	0.010063701124	0.00026572586121	-0.0191816	-0.018182304	0.0003305961787484	0.00036793377856	-0.000310252	0.000569122	9.625630350400001e-08	3.23899850884e-07	-0.0014451	-1.268999999999988e-05	1.6103609999999694e-10	2.08831401e-06	0.000471127	5.7046e-05	3.2542461159999995e-09	2.21960650129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8720508928	-1.625405209	-0.3904292282	-0.9410549148	0.02381028922	-0.2094488149
58498.04203740698	77.47626207675785	6002.571185386466	3422020922.210234	88314.75716690278	-308.1478881835937	94955.1209920086	7799496333.449006	58217.56900101534	-73.43792776022747	5393.129233716388	3389285340.3879824	61359.54428147785	53921.62361285094	1.367041	31.340616	0.054462	0.0301052	0.040919241	0.0319979884	-0.0464056272	-0.0714823129	-0.1033539152	0.0699239244	-0.1873192744	0.0578793338	0.043430137	0.0461466945	0.0395229026	-0.0493273186	0.095794774	0.1404993306	-0.2023149948	-0.1119430273	-0.0617939908	-0.0029722527	0.0535566128	0.0196107965	-0.0742851037	-0.3394259191	-0.0477229066	-0.0169054109	0.0212414315	-0.1940155977	-0.2106805546	0.0711517016	0.1463771076	-0.1831616502	0.1213806052	0.0041742087	0.0641669762	-0.0497426492	-0.048309573	-0.0072166306	0.2056977846	-0.0605625983	0.2005787595	0.0353129964	0.0067141137	-0.0553199102	-0.0158204014	-0.1137367963	-0.0811539486	-0.156238201	0.2660851375	-0.061194082	0.2391848853	-0.0580234961	0.1054382606	-0.1674714147	-0.2368998243	0.0372160218	-0.0929492923	0.0113726476	-0.0912267799	-0.0381416897	-0.109419851	0.1000812212	-0.0835957795	-0.0827611494	-0.0540118962	-0.2326582824	-0.1534856339	0.0250779439	0.1193384255	0.0001948719	0.0022757062	0.0223428391	0.0224880583	0.0854812432	-0.0794034971	-0.0691037258	0.0369507116	0.1318157315	-0.2458130573	0.1581792149	-0.0294203	4.600000000000437e-06	0.00086555405209	2.1160000000004017e-11	-0.0721233	0.0281947	0.00520177040289	0.00079494110809	-0.0222438	-0.0030622	9.377068840000008e-06	0.00049478663844	-0.000573766	-0.0002635139999999	3.29207422756e-07	6.943962819599999e-08	-0.00158855	-0.00014345	2.057790250000001e-08	2.5234911025e-06	0.000414081	-5.7046e-05	3.2542461159999995e-09	1.7146307456100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2979414259	0.5458340535	0.2579399742	-0.09228769616	0.7721265195	-1.210342204
58212.64331020228	-285.3987272047016	81452.43349006366	3388711841.160838	88458.58725018568	143.83008328289725	20687.09285716516	7824921658.298713	58242.031673059566	24.462672044224743	598.422323543295	3392134253.405673	61315.77267799934	40779.38979755154	3.189175	73.114616	0.10265215	0.0525022	-0.0645829046	-0.153541467	0.0290288702	-0.042960911	-0.0708657745	0.1203300021	0.012308017	0.2040606921	0.0441263427	0.143462094	-0.0087312647	-0.0507361456	-0.1336129886	0.0277361943	0.0508627038	-0.0999755761	-0.1645122978	-0.0451188671	0.0321716653	0.0743101105	0.0779702841	-0.0379851035	-0.0673302895	-0.0777563875	-0.1598024123	-0.0429739416	0.0959435206	0.0150656949	0.1242368568	-0.1702848851	-0.0407813433	0.0506224967	-0.14258492	-0.0452995244	0.1333703786	0.158048036	0.0909162911	0.0977428868	0.0886288457	0.0958175843	0.1117168729	0.0206845197	-0.0101693883	0.088460223	-0.0382111796	0.0307872822	-0.0588693894	-0.0720737537	0.1543611787	-0.0164912094	0.1056929317	-0.0540810664	0.1638155905	0.0028505653	-0.1406317037	-0.0903225469	-0.1364700957	0.0399492462	0.1107230454	0.040396887	0.0064196242	0.0416968284	-0.0485934443	-0.2729789494	-0.0867255599	-0.0248644066	0.0313072736	-0.1056768984	-0.0121875963	-0.1288370479	-0.1890602874	-0.0179496611	-0.0737179839	-0.0490580222	0.0204240239	-0.0207862177	-0.0708163501	0.1561356449	-0.0175422	0.0118780999999999	0.00030772878084	0.0001410892596099	-0.0902645	-0.0181411999999999	0.0081476799602499	0.0003291031374399	0.0266503	0.0488940999999999	0.0023906330148099	0.0007102384900899	-0.000286532	0.000287234	8.2100587024e-08	8.2503370756e-08	-0.00140101	0.0001875399999999	3.517125159999997e-08	1.9628290201e-06	0.00041408	-1.000000000015745e-09	1.0000000000314906e-18	1.714622464e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.736318437	-0.6139217292	1.385570484	-0.7736632291	0.3093201202	-0.6191958972
58434.626566506566	221.98325630428732	49276.56607945493	3414605581.967075	88158.34749463579	-300.2397555498901	90143.91081265776	7771894232.984957	58289.24187960665	47.21020654708264	2228.803602218204	3397635718.8992896	61463.81638035793	50826.82189926465	2.803125	64.264084	0.07616304	0.0365892	0.0264003725	-0.0102268953	0.0825190487	-0.0581890244	0.0114693276	0.1936799855	0.0558314936	0.0560819686	-0.0744455956	0.0312321407	0.0593406432	-0.0529739695	0.0374056508	0.07391788	0.0631262529	-0.1044738368	-0.0833356364	-0.1375558606	0.0634834357	0.1751689502	0.1168132334	0.1515219976	0.1146466863	-0.1235653764	0.0731135952	0.0577942273	-0.0572762728	-0.1159290358	0.2142372391	-0.1676940535	0.004325882	0.1239573327	-0.2023544037	-0.0441790071	-0.0477573993	0.046331944	0.1230497702	0.1338212447	0.0830093423	-0.1464800058	0.1302534177	0.0221991856	0.0518805425	-0.0419733843	-0.0534963044	-0.059736006	-0.1879140242	0.024409517	-0.0066786486	0.0960444321	-0.0138494188	-0.1784754108	0.0947952317	-0.0123422668	-0.121437967	-0.0236154232	0.001665665	0.0763144403	-0.122950454	0.0236574779	0.0752929876	0.0419110031	0.0829797432	-0.2645118137	0.0059729551	0.083817546	-0.0718683012	0.1482800824	-0.0351708253	-0.0436535878	0.0649683664	-0.1366510424	0.0626843226	-0.0224936434	-0.0993219892	-0.0336472038	-0.0891830446	0.1538107079	-0.00740802	0.01013418	5.487876032040001e-05	0.0001027016042723	-0.0869619999999999	0.0033025	0.0075623894439999	1.090650625000064e-05	0.00658214	-0.0200681599999999	0.0004027310457855	4.33245669796e-05	-0.000573766	-0.000287234	3.29207422756e-07	8.2503370756e-08	-0.000835081	0.000565929	3.202756330410001e-07	6.97360276561e-07	0.000414081	1.000000000015745e-09	1.0000000000314906e-18	1.7146307456100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6098366573	-0.6361246969	0.5875913143	0.05684947685	-0.7705546402	0.03734111795
58133.22843464346	-301.39813186310494	90840.8338905696	3379472248.234439	88253.05559400102	94.70809936523438	8969.624085375108	7788601821.677835	58187.55965139892	-101.68222820772644	10339.27553328816	3385792098.185108	61259.72764737765	39197.97762631961	3.021329	69.266602	0.0821766299999999	0.040045	-0.0837168688	-0.1250913835	0.0290519974	-0.0518083308	0.0626605449	0.0640978346	0.1007160934	0.0490321582	-0.0235324571	0.13742173	0.2315231874	-0.0437689742	0.0269327607	-0.0116218376	0.0192405606	-0.0866588438	-0.0923385192	-0.0127838974	0.1798979699	0.2451613972	0.320322594	-0.0349650568	0.031499608	-0.0419630296	0.034741089	-0.0888056456	-0.1301196102	0.0932124662	0.1454637273	-0.1137846971	-0.1329823558	0.0762702698	0.1814557697	-0.0500667667	0.0258013799	0.0140475965	0.1114244539	0.114748673	0.0481830628	-0.0844400502	0.1225642382	-0.2708973723	0.0211965692	0.1562222694	-0.0924477292	-0.1366129069	-0.1023988738	-0.0180857286	0.0062750802	-0.0840808112	-0.1010249069	-0.209843267	-0.1580029451	-0.0176632924	-0.0849486262	-0.1035261445	-0.1224688613	-0.1063801514	0.0206450901	0.065043477	0.1394214251	0.0128151639	0.1482475574	-0.1411002104	0.1345201828	0.0720655776	0.0681704123	0.0858787249	-0.0066410309	0.018137835	0.0399749421	-0.0225588291	-0.0362532405	-0.0956026338	-0.0769337687	0.2289279364	0.0342234844	0.1512085936	0.02122	0.02862802	0.0004502883999999	0.0008195635291204	-0.0780465	0.0089154999999998	0.00609125616225	7.948614024999814e-05	0.0325607	0.0259785599999999	0.0006748855796735	0.0010601991844899	-0.000687255	-0.000113489	4.72319435025e-07	1.2879753121000009e-08	-0.000717242	0.000117839	1.3886029921000002e-08	5.14436086564e-07	0.000272318	-0.000141763	2.0096748169e-08	7.415709312400001e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9272896572	0.7454857045	-0.9612332676	-0.4330791785	-1.044383673	0.1200967921
