global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_10	aroma_motion_19	aroma_motion_20	aroma_motion_21
58366.59137508839	n/a	n/a	3406658988.7465425	87921.13122093966	n/a	n/a	7730125315.16969	58204.44888811215	n/a	n/a	3387757870.36886	61386.38425396972	50454.30149711487	n/a	n/a	n/a	n/a	-0.1356809502	-0.1207403923	-0.0291240392	-0.1658333184	0.1244099875	-0.1489657332	0.040803368	-0.0645009632	0.2045270563	-0.0480671699	-0.0318457722	0.1035834324	-0.028268729	0.0736169351	-0.0412371348	0.0660914684	-0.1124341763	0.0222639854	-0.1103692988	0.2785792996	-0.2700857876	0.0684296672	0.0703331183	0.0563026897	-0.1322525465	0.2608248984	-0.1289584909	0.0733422701	-0.221128815	0.0556228022	-0.0179225181	0.0137246649	-0.0980138534	0.0161645341	-0.035898064	0.0761433214	-0.0422843744	0.226400984	-0.0968161517	0.0638530302	-0.006405383	0.251999973	-0.0485793767	-0.1714660567	-0.1150396883	-0.2130000068	0.097575456	-0.1505432822	0.0336108955	-0.1897828213	0.0118632632	-0.1376377912	0.0608559609	-0.0648296147	0.0869746296	-0.0878836903	0.1229642942	-0.1935990435	0.0296282008	-0.0111253337	0.0283444451	-0.0224294336	0.2337120893	-0.0970686243	0.1541516437	-0.0115206063	-0.0387257567	-0.0526077577	0.1643619509	0.0959703	n/a	0.0092102984820899	n/a	-0.121491	n/a	0.014760063081	n/a	-0.338656	n/a	n/a	0.114687886336	0.00122122	n/a	1.4913782884e-06	n/a	-0.00411591	n/a	n/a	1.6940715128100004e-05	0.00259412	n/a	n/a	6.729458574400001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2003431543	-1.208252899	0.4921529896	-0.7303752876	-1.95440791	1.057922778	-0.9218601682	0.2119358496	0.2918780391	-0.3377258754
58376.36268378085	9.771308692455932	95.47847356326486	3407799720.188321	87606.86970493621	-314.26151600344747	98760.30044078508	7674963619.49767	58124.85164988286	-79.59723822928936	6335.720333730244	3378498379.3208904	61294.26504686814	51073.24773921567	0.895866	19.870848	0.1011572	0.0550194	-0.1302411879	-0.0433785889	0.0128827243	-0.2355618329	0.0066689949	-0.0894475768	-0.0015927221	0.0220189416	0.1845996283	-0.2545863592	-0.1334248359	0.0952168596	0.0098826063	0.0528578887	-0.1303275429	-0.045417366	-0.0411043849	-0.0686814861	0.1423408043	0.0099089217	-0.281885023	-0.1223487877	-0.0762688139	0.0544249396	-0.1748343309	-0.1787979831	-0.0727638844	0.0616053587	-0.1768176443	0.1491305636	0.1067956202	0.1611907626	-0.1380479308	0.1042304395	-0.0362550705	0.1107893121	-0.0672183439	0.159407955	0.0310430058	0.0400141608	0.0656358277	-0.1400796766	-0.0928235112	-0.0620119241	-0.1113609623	-0.1973945018	-0.0878890487	-0.1969507245	0.0254330577	-0.1635026785	-0.0635280492	-0.1333165604	0.0704198558	-0.0553886608	0.053040258	-0.0889235	0.0582622531	-0.1261861152	0.0306507682	-0.1541043446	0.01122543	0.0283475362	0.1952773762	0.0239258886	0.0978997914	0.1046351872	-0.0271920415	-0.1282979616	0.1640657595	0.0862896999999999	-0.0096806	0.0074459123260899	9.371401636000184e-05	-0.0831669	0.0383241	0.00691673325561	0.00146873664081	-0.303544	0.035112	0.001232852544	0.0921389599359999	0.00115701	-6.421000000000009e-05	1.3386721401e-06	4.122924100000012e-09	-0.00404385	7.206000000000053e-05	5.1926436000000756e-09	1.63527228225e-05	0.00236958	-0.00022454	5.0418211600000036e-08	5.6149093764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4030388617	-1.108373399	0.9744158923	0.7520515422	-1.336229435	0.4628997449	0.03406323717	-0.7027199376	-0.2367446268	-1.625685054
58301.66539534375	-74.6972884370989	5579.6848998551495	3399084187.8706226	87461.55732827369	-145.31237666252127	21115.686811310457	7649524010.286905	58130.88967559704	6.038025714180549	36.45775452510553	3379200334.4764347	61296.0663788016	50380.56135440549	0.8608	19.093063	0.0471759	0.0263964	-0.1275858033	-0.060470644	-0.0284498115	-0.2741089536	0.0442484443	-0.1333625185	0.0161104879	0.2007688874	0.1637708605	-0.2549463647	-0.0355621939	-0.0481673096	-0.1699646703	-0.1553709719	0.142280289	-0.1538969497	-0.1582541445	-0.2143917243	-0.0405476096	0.0408056828	-0.1508240439	-0.0610666448	-0.0784107007	-0.0282805874	0.0650285015	0.0195659986	-0.1066624318	0.0603100994	-0.1114166497	0.3042743166	0.0731217528	0.216195631	-0.117980282	-0.1642107249	0.0097596683	-0.0095060172	0.1333659954	0.0944241987	-0.0622673978	-0.1262667952	-0.0510579042	-0.1484083182	-0.1452436675	-0.0708336075	-0.101248059	-0.2160417653	0.0719923986	-0.1389631774	0.0884631212	-0.2019948079	-0.12401691	-0.0624654864	-0.0521164175	-0.0698213942	0.1250611441	-0.1221174069	0.0614761411	-0.1355906223	0.0911145561	-0.0266988393	-0.0634488119	0.1476355629	0.1881468966	0.1307486858	-0.0021624964	-0.204374873	0.1505392942	0.0049464737	0.1634739106	0.0863856	9.5900000000107e-05	0.00746247188736	9.196810000020524e-09	-0.0996209	-0.0164539999999999	0.0099243237168099	0.0002707341159999	-0.293178	0.0103659999999999	0.0001074539559999	0.085953339684	0.00115701	0.0	1.3386721401e-06	0.0	-0.0037024	0.00034145	1.1658810250000009e-07	1.370776576e-05	0.00243333	6.375e-05	4.064062500000001e-09	5.9210948889000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5122004743	-1.286873011	0.1494508723	-0.3056122129	-1.646104073	0.4070577782	0.1338309868	-0.6381948293	-0.8362701672	-0.9354103404
58531.12881630537	229.4634209616197	52653.46155940949	3425893040.510933	87495.33892463235	33.78159635866177	1141.1962525395504	7655434333.536284	58124.50959794438	-6.380077652662294	40.7053908540008	3378458616.0015283	61259.41449395449	51218.78806275769	1.014136	22.494146	0.15807965	0.0869710999999999	-0.1257189508	-0.0540324295	-0.0372053076	-0.2543516841	0.0623696098	-0.0937488739	-0.0302416559	0.1212743227	0.2215105789	-0.2056169934	0.0258042656	-0.1235021503	-0.0126718225	0.0496746245	0.1167893476	-0.0460952823	-0.0068505532	0.1779215974	0.119829454	-0.0447301903	-0.0439944565	0.1035656825	0.038595867	0.1622818586	0.1517171482	0.0068574502	-0.0895487516	0.0091680011	-0.1457888984	0.2278413309	0.0085169468	0.1963383845	0.0347527913	-0.0166741572	0.0359546979	-0.1715821123	-0.040151601	0.0670913132	-0.0222489806	0.0615076336	-0.006090794	-0.0625653718	0.0295158148	0.0526232197	-0.1148055832	-0.1852895776	-0.0980205815	-0.1298538721	-0.1603317911	-0.1369017102	-0.079602865	0.0494341718	0.1495862263	0.0437746743	-0.0243596142	0.0341706447	-0.0195750311	-0.0162039515	-0.0437896939	-0.0846722015	0.0576986991	-0.0652568208	0.0234022164	0.1473440124	-0.1362263364	0.3022108663	0.1238435901	0.3505332832	0.1625874706	0.0937798	0.0073941999999999	0.0087946508880399	5.4674193639999846e-05	-0.0323077	0.0673131999999999	0.00104378747929	0.0045310668942399	-0.349888	-0.0567099999999999	0.0032160240999999	0.1224216125439999	0.0008883349999999	-0.0002686750000001	7.891390722248223e-07	7.218625562505373e-08	-0.00396697	-0.00026457	6.999728490000023e-08	1.57368509809e-05	0.00243333	0.0	0.0	5.9210948889000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.171092353	-0.9807953271	1.364560087	0.252999385	-1.162723799	0.0720644318	1.356611565	-1.683300023	0.1074339099	-0.1059109638
58587.75957801	56.63076170463319	3207.0431712469485	3432525572.3707027	88021.98207382677	526.643149194424	277353.0065934204	7747869328.205082	58247.84844505744	123.33884711306018	15212.471207178834	3392811848.47838	61337.37739530152	50969.70801022079	1.02879	22.81916	0.2589995	0.13298	-0.1218234793	-0.066311571	-0.0871330731	-0.1439050633	0.1690570337	-0.0790980261	0.0286037413	0.144321012	0.196680442	0.0229942109	0.0869260517	0.0697095683	-0.0736786524	-0.0514871478	0.1998693691	0.2250256384	0.0194197496	0.1630802945	-0.1279092704	0.0374216771	0.2570606641	-0.2053462613	0.1222642978	-0.0819811149	-0.0544695158	0.0875181118	-0.058337892	0.0266254374	-0.1160673482	0.2193759487	-0.0492922978	-0.0589520301	0.1548938302	-0.1389978212	-0.0502134615	-0.0071552698	-0.0037629971	-0.273677295	-0.1293692803	-0.052803408	-0.1144925599	0.1361555661	0.2375615985	0.1308215636	-0.0843194392	-0.1701733713	-0.080789765	-0.0227040172	0.0929103353	-0.0261807914	0.0819939862	0.1919888686	0.174543667	0.0999922517	0.0489675309	0.1920205067	-0.0987306199	0.0955885367	-0.0638975718	-0.0040657838	-0.1318459119	0.2169308625	-0.0488710547	0.0261907311	-0.3545769792	0.0066563611	0.07939945	-0.1479149767	0.161408037	0.0690564	-0.0247233999999999	0.00476878638096	0.0006112465075599	-0.0168184	0.0154893	0.00028285857856	0.00023991841449	-0.290634	0.0592539999999999	0.0035110365159999	0.084468121956	-0.000673821	-0.0015621559999999	4.5403474004100003e-07	2.440331368335688e-06	-0.00347235	0.00049462	2.446489444000003e-07	1.20572145225e-05	0.00129945	-0.00113388	1.2856838544000002e-06	1.6885703024999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1414418198	-1.616979607	-0.1459354964	0.1905182067	-1.009996545	-0.0716046363	0.008108579611	-2.172347832	0.0243156094	0.6632088353
58744.604213586295	156.8446355762935	24600.239709060315	3450928524.210901	88321.65323921389	299.67116538711707	89802.80736447287	7800714430.907942	58357.34838601496	109.49994095751754	11990.237069699826	3405580110.6467223	61507.42896269076	51510.011659144766	0.999753	22.175119	0.24886079	0.150794	-0.1374955983	-0.1422990369	-0.0520164454	-0.1081762375	0.1606038804	-0.1338200918	0.0372544868	-0.0269939998	0.2137699662	0.2046460585	-0.0259466216	0.0473689399	0.1253582654	-0.0077979924	-0.0334257592	-0.0203523899	0.1661834599	-0.1266244734	-0.1230036402	0.1448987347	0.172970001	-0.1592385739	-0.0014672996	0.1324664973	0.0778373964	0.0479655613	-0.1277020857	0.0466106177	-0.1836154583	0.0709187498	-0.1247732424	-0.2136415163	0.0199808288	0.1256503814	0.0766258341	0.1069706535	0.0289957719	-0.1722683177	-0.0179353146	-0.063195927	0.1637130769	0.1828936309	0.0349398692	0.0271260857	-0.1248957293	-0.181010676	-0.0186093195	-0.0629634648	-0.08585595	0.0860551991	0.1418589383	0.043857273	0.1092790163	0.0039634994	0.1833142218	0.1483889707	-0.0254681211	0.1891086877	-0.075259171	0.0687057642	0.1047845948	-0.1594293358	-0.1842719709	-0.0457596945	0.0609346546	0.0292980264	-0.046380377	-0.0389508577	0.1599377353	0.0895461	0.0204897	0.00801850402521	0.00041982780609	0.00352054	0.02033894	1.23942018916e-05	0.0004136724803236	-0.408043	-0.1174089999999999	0.0137848732809999	0.166499089849	0.000551472	0.001225293	3.04121366784e-07	1.5013429358490003e-06	-0.00321231	0.00026004	6.762080160000001e-08	1.03189355361e-05	0.00162658	0.00032713	1.070140369000001e-07	2.6457624964000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3605502458	-1.287298767	0.7597911053	-0.2613003024	-1.382236273	0.7952664407	-1.006855787	0.6175911231	0.642343862	-0.2033191448
58697.97347725106	-46.63073633523891	2174.42557116657	3445452090.3360686	88136.26382055579	-185.38941865810196	34369.236550389	7768001000.246612	58343.409558740175	-13.938827274781945	194.290905796205	3403953438.9388943	61435.14465562555	51516.39351976726	0.951211	21.098433	0.17548196	0.102475	-0.1187586031	-0.0284748368	-0.047397693	-0.1767155633	0.0005747362	-0.0728555452	-0.0161009235	-0.0600995761	0.1985652082	0.1771706177	-0.1854599079	0.0101222125	-0.0330042937	0.027548178	-0.0649255389	-0.0152251395	0.0062410332	-0.0575410375	0.2469541755	0.2115522035	0.2525320653	0.0428574929	-0.1128405809	-0.2270026375	0.0184025262	0.0636000391	-0.0492387403	0.022223599	-0.1979339429	0.062923377	0.0143076608	-0.2176831312	-0.1130829943	-0.0207851432	0.0480869385	-0.0656711668	-0.0541670643	-0.1271531202	0.1731124981	-0.0271786492	0.3114959709	0.0098332496	-0.0665342193	0.2493408351	-0.0990794239	-0.183988147	-0.1726809375	-0.0004136033	0.027262833	0.033583435	0.0134570732	0.0450863412	-0.0213449681	-0.0622092345	0.0818747131	0.1214861978	-0.1320245366	0.1750634757	-0.0262395654	-0.0181651695	-0.0059619656	0.1112933149	-0.2400124833	-0.0438601222	-0.0912086308	-0.0715057503	-0.157438323	0.0305341541	0.1581792149	0.0543605	-0.0351856	0.0029550639602499	0.00123802644736	0.0213815	0.01786096	0.00045716854225	0.0003190138921216	-0.317969	0.0900739999999999	0.0081133254759999	0.101104284961	0.00070058	0.000149108	4.908123364000001e-07	2.2233195664000004e-08	-0.00272224	0.00049007	2.401686049e-07	7.410590617599999e-06	0.00163463	8.049999999999898e-06	6.480249999999835e-11	2.6720152369e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1738287171	-1.273441285	0.2244269459	1.049032461	-1.324499576	-0.1563181368	0.1585760174	0.05113030725	1.701153023	-2.015997848
58635.32333976003	-62.650137491029454	3925.0397276448944	3438101143.158207	87905.9142449719	-230.34957558389576	53060.926971680914	7727449759.244352	58281.42624886639	-61.98330987378722	3841.930702909928	3396724645.602052	61433.834136198944	51742.03044225314	1.079774	23.950027	0.210023	0.11727	-0.1420771472	-0.1242458619	-0.0129075306	-0.0694462665	0.1591378171	-0.119391576	0.0001353434	-0.0838961933	0.2017009102	0.1118727606	-0.0564111844	-0.1512984955	0.0899611166	-0.132501255	-0.186489467	0.0384122657	-0.0897027011	-0.0121483468	-0.1429639854	-0.1317693139	0.1539288017	0.0223891329	0.0642620731	-0.1222099235	-0.0521586922	-0.2131293468	-0.1312145069	0.0230288814	-0.1785538103	-0.0078229391	-0.1581925821	-0.0365521836	-0.0122571202	0.0483462624	0.0608406153	-0.0390200982	-0.1070327947	-0.1900473694	0.0253009984	-0.0814147542	-0.0525633069	0.0812170443	-0.0202776487	-0.0161330127	-0.1148471674	-0.1775347111	0.0907537121	0.0255738732	-0.0434444159	0.0392198623	-0.0234851443	0.2004979333	-0.176001198	-0.0019325804	-0.033643266	0.0164585863	0.0399115525	-0.118889379	0.0918956271	0.1414635781	0.0307085434	-0.0818115325	-0.1750445723	0.0588283033	0.1258869367	-0.1396423336	-0.1281784718	0.1916841299	0.1561356449	0.0485798	-0.0057807	0.0023599969680399	3.3416492489999994e-05	-0.0503998	-0.0717813	0.00254013984004	0.00515255502969	-0.388835	-0.0708659999999999	0.0050219899559999	0.151192657225	0.00180934	0.0011087599999999	3.2737112356e-06	1.2293487375999995e-06	-0.00284538	-0.0001231399999999	1.5163459599999973e-08	8.096187344399998e-06	0.00163463	0.0	0.0	2.6720152369e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04979141876	-1.209922815	-0.2002660715	-1.033544561	-1.578166753	0.5592224158	1.019354617	1.373490325	0.03842187345	1.089842027
58725.73572823553	90.41238847550268	8174.399989845207	3448712036.822559	87847.00557384029	-58.90867113160493	3470.2315344915846	7717096388.290327	58182.73787503779	-98.68837382859785	9739.395128933074	3385230986.635357	61303.67215977712	52109.10636915026	1.250673	27.740665	0.1447634999999999	0.0805257999999999	-0.0841449898	0.0198549941	-0.0396199819	-0.2213580044	0.0183631236	-0.0215071044	-0.0544870823	-0.0498184682	0.1897079201	-0.1004176072	0.0068194081	0.0822977507	-0.1591594787	0.1342381963	-0.0878610728	0.0992784179	0.0215963451	0.1422897203	0.0353141325	-0.0950880106	0.108657984	-0.021830671	0.0558155655	-0.0870770127	0.1028543972	-0.1099649299	0.0070032233	-0.0097339246	-0.1951201961	0.0669717204	0.0763226246	-0.0003646578	0.1332553831	-0.0487099515	-0.1427492628	0.0721307142	-0.2278005442	-0.0136202423	0.1319879818	0.1058385947	-0.0128274828	-0.0577600647	0.0820130699	0.1696395571	-0.0776591404	-0.1780299374	-0.2440396519	-0.0275912737	-0.1411155549	-0.0156124886	0.0844476725	0.1062644018	0.0548749331	-0.1111806628	-0.275923429	0.0558203369	-0.0290444827	-0.0025762029	-0.0033093098	-0.0152315421	-0.1761861546	0.0134175492	-0.0522746352	-0.2838929358	0.1080518308	-0.0197625529	-0.2400014094	-0.0413123739	0.1538107079	0.0603611	0.0117813	0.00364346239321	0.00013879902969	-0.0312391	0.0191607	0.00097588136881	0.00036713242449	-0.319326	0.0695089999999999	0.0048315010809999	0.101969094276	0.00140664	-0.0004027	1.9786360896e-06	1.6216729e-07	-0.00268484	0.0001605399999999	2.5773091599999945e-08	7.208365825599999e-06	0.00131162	-0.0003230099999999	1.0433546009999993e-07	1.7203470244000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4314423404	-0.5219324303	1.540884655	1.412422171	-0.5888230077	-0.4468881968	0.1201526716	-0.8721884529	0.84832259	0.9232840828
58456.74582218702	-268.98990604851133	72355.56955598695	3417191132.11978	88370.97519396085	523.9696201205661	274544.16280929034	7809429256.731645	58197.6905347831	14.952659745307756	223.582033458947	3386971183.582382	61416.63791103975	50458.40092526587	1.806322	40.065292	0.1248075999999999	0.0825681	-0.1959872321	-0.2165080975	-0.0865203364	0.002687301	0.2854573764	-0.1048106448	-0.0445552217	-0.1758897254	0.1553368642	0.0086343855	-0.045602927	0.0132961488	0.074636644	-0.0546577142	0.1198210485	-0.1056165792	0.1480330676	-0.2427133021	-0.1414110497	-0.3139366873	0.0670926665	0.0273704733	0.194549007	-0.2007013753	0.0035216447	-0.0422347062	-0.1388569262	-0.0300730323	-0.2025242144	-0.1175432983	-0.1151853934	-0.0091041909	-0.0416737293	0.0451663982	0.182879691	0.2297889262	0.0834582303	-0.1185434866	-0.1861010864	-0.1743739081	-0.0582306674	-0.2050615462	0.1210895874	-0.2059923303	-0.1481008608	-0.1621580167	0.0796980834	0.1363166988	0.4207415351	0.1958700993	0.1255170685	0.0718809117	-0.0629090209	0.239665067	0.0844018925	0.0052558415	0.0190347295	-0.0032116351	0.0535478529	0.375907667	0.0491071804	-0.1599585756	-0.04919056	0.1159409045	0.0504026961	-0.2078921727	0.1766969345	-0.0393830976	0.1512085936	0.0770666	0.0167054999999999	0.00593926083556	0.0002790737302499	-0.0502132	-0.0189741	0.00252136545424	0.00036001647081	-0.397429	-0.0781029999999999	0.0061000786089999	0.1579498100409999	0.00135707	-4.957000000000008e-05	1.8416389849e-06	2.457184900000008e-09	-0.00284538	-0.0001605399999999	2.5773091599999945e-08	8.096187344399998e-06	0.00132201	1.0389999999999878e-05	1.0795209999999748e-10	1.7477104401e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2523373951	-1.987606661	-3.068414146	-0.5684986891	-1.031539827	1.564284533	-1.495075667	0.308492007	-0.02527326628	0.6472153163
