global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_15	aroma_motion_16
65210.013018892205	n/a	n/a	4252345797.924091	109098.81055850074	n/a	11902550465.279633	n/a	62934.08516258757	n/a	3960699075.251825	n/a	70333.6521175609	60637.00417488203	n/a	n/a	n/a	n/a	-0.0398029703	0.0945217718	-0.0645879528	-0.1360212353	0.022842203	-0.1651062098	0.0646012095	-0.1791844745	0.1409929506	0.1085736188	-0.1904054197	0.300068989	-0.0544957225	-0.1098214536	0.0566543192	0.0169694986	-0.1110906108	0.2288248559	-0.1962425989	0.2580036925	-0.1317457627	0.0102499207	-0.2155712033	0.0298925492	-0.1386647027	0.0235243058	-0.1030516259	0.0342811836	0.1321702649	-0.0126246048	-0.0072825606	-0.0599902656	0.1716130339	0.0904418106	-0.0511729709	-0.002738758	0.1856522641	0.0356546246	0.1295221528	-0.117911143	0.0285863236	-0.1101345109	0.0132877493	-0.0390857729	0.3248199621	-0.1163369388	0.1140411465	-0.2189269579	0.0761278852	-0.0853804088	0.1280984493	-0.1458200124	0.1437870977	-0.0841750023	0.1688633669	0.0080347813	-0.0309396394	-0.0488816767	0.0930187511	0.1087312045	-0.0062849306	-0.1093534695	0.1354704917	-0.0214789354	0.2586555271	-0.0458635695	0.0157679494	-0.1822573966	0.1237749521	-0.0501329541	0.0198810345	-0.1510792797	0.0261966588	-0.0167485024	0.1216575583	-0.0519880127	0.0278897347	-0.0557454242	0.1266584455	-0.0129733664	0.2371129503	-0.1537770962	0.0380042597	-0.2766254298	0.0507680906	0.0971291654	-9.97231e-05	0.1643619509	0.101028	n/a	n/a	0.010206656784	-0.0248829	n/a	n/a	0.00061915871241	-0.118458	n/a	n/a	0.0140322977639999	0.00314729	n/a	n/a	9.9054343441e-06	-0.000291537	n/a	8.499382236900003e-08	n/a	0.0011068	n/a	n/a	1.22500624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.737771634	0.5531999275	-1.397428271	0.717446138	0.5758489858	-1.083248965	-3.544298354	0.8292569109	1.151742502	-0.1740603495	1.03281909	-0.5304067056
65259.82276079895	49.80974190674169	2481.01038881622	4258844466.770892	108770.86358351934	-327.9469749814016	11831100764.704576	107549.21839945205	62718.156733960175	-215.9284286273978	3933567184.105594	46625.08628949723	70038.61905625288	67932.75502512045	1.98585	52.289745	0.15593585	0.0918828	-0.0001441766	-0.1298319092	-0.0674735435	0.1235937677	0.0365612359	-0.1662120892	0.0346927591	0.208630362	0.1759894605	-0.0521040592	-0.1464521643	0.1748408628	-0.0023295736	0.1046024883	0.2553179716	0.0298303666	-0.0857028102	0.0978455826	0.0741017607	-0.04556585	0.1888396507	0.0736137527	-0.1544942059	-0.162260707	0.0020679612	-0.1280645166	-0.0084973478	0.1096484927	-0.0718944778	-0.018250035	0.0253726333	-0.0004692301	-0.2265688889	-0.0989810189	-0.1846220382	-0.2680873127	0.2613044935	-0.2058327002	-0.1280896692	0.0181767223	-0.0209211088	-0.0388519943	-0.2666760618	0.1787592979	-0.0134319284	-0.1827915759	-0.0481117766	-0.077762434	0.1023706635	-0.233662189	-0.0129543915	0.1467966736	0.0093438401	0.0380685493	0.043100302	0.1402843565	-0.0810493102	-0.0149403841	-0.0869384466	0.0835888992	-0.0732869995	0.1446643933	0.1445132967	0.0632250552	0.1360285063	-0.0165820217	0.1167188108	-0.2442105234	0.0630621253	0.1006784716	-0.1958732563	-0.0899636718	-0.0328132644	0.0759775976	0.0653182265	-0.0787299072	0.10485161	-0.0001213955	-0.1622307036	0.0069057004	0.0176065083	-0.0035365938	0.1043142625	-0.2732551901	0.0941224797	-0.2006703027	-0.090219562	0.1640657595	0.0894279999999999	-0.0116000000000001	0.00013456	0.0079973671839999	-0.0675138	-0.0426309	0.00181739363481	0.00455811319044	-0.0955621	0.0228958999999999	0.0005242222368099	0.00913211495641	0.00189416	-0.00125313	1.5703347969000005e-06	3.5878421056e-06	-0.000270036	2.150100000000005e-05	7.291944129599998e-08	4.6229300100000215e-10	0.0008052499999999	-0.0003015500000001	9.093240250006033e-08	6.484275624998389e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9756079785	0.5945805414	-1.548983341	0.9203902222	0.7287503257	-0.02301412987	-3.618669584	-1.317866259	-0.4906934257	-0.7013219509	0.4214251395	-0.08409274887
65032.329632829	-227.4931279699449	51753.12327354973	4229203897.472929	108513.39114234562	-257.4724411737261	11775156057.211693	66292.05796395785	62799.044688537055	80.88795457687957	3943720013.792874	6542.861195631332	70112.94784545898	53380.80887424103	2.594889	68.326447	0.0803920999999999	0.0456714	-0.1287880906	0.1980704484	0.0340486848	-0.0080600884	0.0282931577	0.0252384634	0.2044151246	0.0564515795	-0.0022931929	-0.0131175047	0.0674172771	0.0829597809	-0.0865378716	0.0027683171	0.1015006345	-0.047495041	-0.1468535296	-0.0223818824	-0.0642722123	0.1000751209	0.0660720656	0.042694888	-0.2183941423	-0.1437394276	-0.1349457354	-0.0285888951	0.083313994	-0.2072712101	0.1116293512	0.1977322286	0.1001250939	0.1196876846	0.0794319223	-0.0439708115	-0.0711092284	0.043723498	-0.1214816399	0.1360162872	0.0476905191	-0.0090975207	-0.0327474855	0.0367606916	0.0428480394	0.1404460988	0.0955095905	-0.0727154603	0.0770041345	-0.0954127556	-0.0339982154	-0.1411812658	-0.1900967429	0.0474565462	-0.0320984777	-0.2215192844	0.1451428021	0.0122454133	-0.0072924935	-0.1203102618	0.0738767389	0.0045620867	0.1529105873	-0.1664789088	0.1591418799	0.0951651162	0.1419866661	0.0069894096	-0.1080242273	-0.2324389542	0.021989205	-0.1664508754	-0.1139215304	-0.058477534	-0.0245896941	-0.0801428382	0.0319607042	-0.0687749353	0.1133701244	-0.0600946749	-0.04923874	0.021929624	-0.0693561158	0.1102750559	-0.065163014	-0.0070532377	0.0289726003	-0.0889509175	0.1763240025	0.1634739106	0.081113	-0.0083149999999998	6.91392249999982e-05	0.006579318769	-0.0543023	0.0132115	0.00017454373225	0.00294873978529	-0.0542153	0.0413467999999999	0.0017095578702399	0.00293929875409	0.00189416	0.0	0.0	3.5878421056e-06	-0.00010957	0.0001604659999999	1.2005584899999998e-08	2.5749337155999996e-08	0.00099516	0.00018991	3.606580810003795e-08	9.903434255999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.121402472	-1.040638848	-0.7915851767	0.8003772386	0.1117363147	-0.1851237948	-2.952483314	0.8054574986	-0.5582959437	1.000698254	0.2176241524	-0.4478435821
65016.43568784035	-15.893944988652947	252.6174873023261	4227136909.55108	108891.46830240886	378.07716006324335	11857351869.054514	142942.33896148734	62807.7087971285	8.664108591445256	3944808284.344893	75.0667776843555	70107.54360243853	56323.85243903445	1.34075	35.303497	0.10313847	0.0509141	-0.0896082709	0.0053704397	-0.1456230129	-0.0392446627	0.0308288851	-0.060065397	0.0362963869	0.0086593911	-0.0246874432	-0.1886876481	-0.0038438009	0.0735910974	0.034543895	0.2360057229	-0.038344031	0.1035125532	-0.0678895439	-0.1175417159	-0.0700517594	0.0239605882	0.0618674153	-0.0437635835	-0.0491969425	0.132842207	-0.0673027193	0.0757476282	0.1092462663	-0.0604712356	0.0678283346	0.0598503003	-0.0585121947	-0.1053823315	-0.2484437427	0.1712345417	0.1257899387	-0.1469133886	0.1447410113	0.1167320486	0.189517708	0.0755324168	-0.178177476	-0.1012485617	-0.0687264256	-0.0163323647	-0.001099801	-0.0949389896	-0.010075887	0.0129159828	-0.04692218	-0.1268777035	-0.0679763633	-0.0597369437	0.0742993818	-0.1877051084	0.0894284813	0.1388586238	-0.1232338224	-0.1108374191	0.1039155473	-0.1506648518	0.1415889361	-0.0095226588	-0.2860053035	0.0885183583	0.1133448368	-0.1158084006	0.0299923987	-0.1921900395	0.0813062147	0.0655799858	0.0836423198	-0.0734404422	0.1471539103	-0.1770795048	0.0487809746	0.0567405621	0.0007017102	-0.1089805175	-0.0121952668	0.2010546652	-0.0007870688	0.2294231441	-0.1597555852	-0.1098945102	-0.0288354129	0.1312675709	0.0330519648	0.1625874706	0.0677921	-0.0133209	0.00017744637681	0.0045957688224099	-0.0169974	0.0373049	0.00139165556401	0.00028891160676	-0.0708857	-0.0166703999999999	0.0002779022361599	0.00502478246449	0.00219612	0.00030196	9.117984160000012e-08	4.822943054400001e-06	8.91154e-05	0.0001986854	7.94155451716e-09	3.9475888173160004e-08	0.00121136	0.0002162	4.6742440000000077e-08	1.4673930496000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.516700606	0.73873312	-1.161969647	-0.3292499143	0.4148473544	-0.9224728766	-2.506191509	-0.8184874655	1.105829207	1.945397072	0.107055386	-1.568374807
65366.1378237049	349.70213586455066	122291.58382822864	4272731973.987584	109082.1139671689	190.64566476004256	11898907587.546425	36345.769491798535	62870.29520994653	62.58641281803284	3952674019.7858257	3917.0590694292255	70240.06231689453	61412.67691765114	1.724996	45.421158	0.0438607299999999	0.0242565	-0.0543058199	0.0491613428	-0.0035401954	0.0837857432	-0.1932925972	0.1101861468	0.0739385057	0.0665778698	-0.0150744615	-0.1255430947	-0.0334979441	0.1021144584	-0.0247848603	-0.0443096835	0.0461295964	-0.0457564872	-0.1322930895	-0.0643463699	0.0051242667	-0.1497820486	0.1231450081	0.0100617995	-0.0424483643	0.2554061139	-0.1104505183	0.0127965396	0.0487223697	0.1788630301	-0.0574823071	-0.3447192123	0.0155470837	0.0460473653	-0.1160828641	-0.0432617872	-0.1524219429	0.1821543931	0.0726083131	0.0476413391	-0.0331257767	-0.0769275122	0.0097868493	0.2030125242	-0.0270443697	-0.0002683958	-0.1277587569	-0.0630238468	-0.1209120423	-0.0178704592	-0.0038183785	-0.1519127879	-0.0100111834	0.0646966986	0.0702077925	-0.1174246652	-0.1001534266	0.1580976135	-0.1028520139	0.310391756	0.062537179	-0.0262903841	-0.2779737292	0.0120398497	-0.0227175373	0.0597712455	0.1548857467	-0.0533187677	0.0020465677	-0.1614866417	-0.0157698181	0.0173284895	-0.1299068684	-0.0212051175	-0.0236791751	-0.0524762935	-0.0262253333	0.1245691684	0.08144709	0.0414504296	-0.2390353791	-0.0330800693	0.0624003858	0.1869971279	-0.0205882738	0.2405481193	-0.0936487156	0.0507595219	0.1883192691	0.161408037	0.0699513	0.0021592	4.66214464e-06	0.0048931843716899	-0.0300872	-0.0130898	0.00017134286404	0.00090523960384	-0.0899301	-0.0190444	0.00036268917136	0.00808742288601	0.00226555	6.942999999999967e-05	4.820524899999953e-09	5.132716802499999e-06	0.000158922	6.98066e-05	2.5256202084e-08	4.87296140356e-09	0.00115925	-5.211000000000018e-05	2.7154521000000182e-09	1.3438605624999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.521463709	-0.9380146867	-1.551016182	0.09836104572	0.7601580257	0.5588697179	-1.936890357	-0.8748281137	-0.4672869506	0.2707169617	0.03144684829	-0.7700311655
65388.68369499192	22.545871287024056	508.31631209105575	4275679955.363703	108725.7852841332	-356.3286830356956	11821296385.651438	126970.1303539532	62889.84265532817	19.547445381635043	3955132309.211934	382.1026209480052	70234.52699010512	61416.00753793847	0.892777	23.507866	0.0382074	0.0231552	-0.0341868134	0.0830517829	-0.015064858	-0.0104449504	-0.0715586014	0.0950515421	0.0163625674	0.0713214199	-0.1017482564	-0.0448459213	-0.1087994726	0.1830977271	-0.0647828418	-0.0847795807	0.0633391865	0.0248317294	-0.2242653422	-0.0097459191	-0.0335400171	0.0323313939	0.0272357284	0.0607498586	0.0150373921	0.010593714	0.0551843893	0.1041199802	-0.0803076724	-0.1744399383	-0.1114970542	-0.087667849	0.0147885535	-0.1277495654	-0.0967027838	0.0634830356	0.0158031958	0.0328937187	-0.1960556968	-0.0850223187	0.0671683362	-0.1114513563	-0.0059379455	-0.0442644995	0.1205978736	0.0336674891	-0.0347339253	0.0402677513	-0.0166450872	-0.0985622112	0.0593160607	-0.0622418691	-0.0788001749	0.0991754317	0.0119264885	0.0119518407	-0.0133689995	0.1082564084	0.0464091456	0.0689069101	0.0536200746	0.1439862918	-0.0216712435	-0.0205000852	-0.1005653461	0.0471150521	0.1301052606	-0.1384183172	0.0772138293	-0.0177224679	0.1517650226	-0.0488936165	-0.0281434362	-0.1574491244	0.0387434502	0.0730082557	0.0678752047	0.0467398525	-0.0365578635	0.1245481012	-0.1247526203	-0.0210382422	0.0896444595	-0.0048942745	0.1634311555	-0.0542802495	0.058181982	-0.1198591228	0.0787490316	0.1599377353	0.0795532999999999	0.0096019999999999	9.219840399999812e-05	0.0063287275408899	-0.0421594	-0.0120721999999999	0.0001457380128399	0.00177741500836	-0.0899372999999999	-7.1999999999017295e-06	5.1839999998584906e-11	0.0080887179312899	0.002237	-2.8550000000000016e-05	8.151025000000008e-10	5.004169e-06	0.000158922	0.0	2.5256202084e-08	0.0	0.00146122	0.00030197	9.118588090000008e-08	2.1351638884e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2647508917	-0.2952552582	-1.614417413	0.2394963202	0.6788873846	-1.525117899	-1.662801534	0.5674655854	0.04527803116	0.03466801269	0.2619982223	-0.9809804867
65680.46538294535	291.7816879534221	85136.55342494817	4313923532.920281	109330.05801827568	604.2727341424761	11953061586.279528	365145.5372280236	62838.63842125276	-51.20423407540511	3948694478.636944	2621.873587248878	69995.59718232996	70105.25689317004	2.009739	52.918766	0.0541596	0.0428254	0.0311914037	-0.1191174649	-0.019564809	0.2946801663	0.0449164045	0.1134470558	-0.0584612586	0.0416927226	0.0519313486	0.0299274811	-0.1278179017	0.0706286429	0.0115707638	0.1036095647	0.0295574714	0.0513930023	0.1990374598	-0.0222544711	0.1173575033	0.0283513681	0.3118810975	-0.041246969	0.0689276667	0.0713750433	0.0288612142	0.1050232559	-0.0589623575	0.005216333	-0.0650874341	0.0577983715	-0.09882557	-0.0666741619	-0.0471667086	-0.2532673802	0.1461754416	-0.0024995271	-0.1355940665	-0.0846907624	0.1098938608	0.1728520175	0.0137406192	-0.034548511	-0.0669698814	0.0347062428	-0.2223224051	-0.0056645883	-0.0422732782	0.1653116037	0.1056804464	-0.209950621	0.0193461628	-0.048191897	0.0061909031	0.2107325298	-0.0278683274	0.1185755061	0.0965841911	2.75104e-05	-0.0107850872	-0.0563205109	-0.0094386549	-0.1498540794	-0.086199346	0.0512616291	0.0769281282	0.1868230123	0.1772131341	-0.1247369464	-0.0773154638	-0.1080932744	-0.0938887828	0.0656397475	-0.0114501481	-0.0270920141	-0.134311117	0.0614793282	-0.1633081864	0.0535814507	-0.1107567128	-0.252504746	-0.0903292743	-0.0312251855	-0.0746633447	0.0759475993	0.0501762613	-0.244667187	0.0945359154	0.1581792149	0.0637083	-0.0158449999999999	0.0002510640249999	0.0040587474888899	-0.0420725	8.690000000000087e-05	7.55161000000015e-09	0.00177009525625	-0.089963	-2.570000000010064e-05	6.60490000005173e-10	0.008093341369	0.00147296	-0.0007640399999999	5.837571215999998e-07	2.1696111616e-06	0.000158922	0.0	2.5256202084e-08	0.0	0.00146122	0.0	0.0	2.1351638884e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.22910553	-0.1256913795	-1.444815525	1.851123998	0.1328261335	-0.5200019484	-0.2121266249	-0.7427500225	-0.2473781237	-1.004562706	-0.4329555379	0.2554918139
65605.8905216912	-74.57486125415016	5561.409931075747	4304132871.144131	109746.0905064174	416.0324881417182	12044204381.44276	173083.0311893889	63055.8600894174	217.2216681646387	3976041491.6161823	47185.2531202284	70520.90435431985	58946.66865296248	2.411382	63.494492	0.24137725	0.135512	-0.0844954699	0.1654709715	0.0772498523	0.047893034	-0.3058642157	0.1710082162	0.0063139824	-0.2124066123	0.2249933226	-0.2610823203	-0.1360521699	0.0280576928	0.0739412481	-0.1760148881	-0.0949470889	0.0886305081	-0.0432944055	0.1157137476	-0.0441286551	-0.0207410364	0.0811535476	0.1435108426	0.2046934322	-0.0130490086	0.2086071784	0.0384814511	0.2284723941	0.2257587024	0.014737167	0.1317554699	-0.0170777869	0.0531376008	0.1072088439	-0.2194631554	-0.0573590508	0.0989997912	-0.0315144484	0.0546828635	-0.0886398617	-0.2079274058	-0.0130291599	0.3182397349	0.0359328633	-0.2588090354	-0.0435819245	-0.0070685073	-0.0533850541	0.1184321481	0.2676575816	-0.0595900357	-0.0571492977	0.1442769296	-0.0118606091	0.1519286913	0.1729986226	-0.0658547959	-0.1883629273	0.0703313634	-0.108109167	-0.1051819532	0.1393716611	-0.1633240014	0.0847359452	-0.0127941482	0.3044659469	-0.1413140891	-0.1959566694	-0.0987199879	-0.1996464552	-0.0039301337	0.1139895635	0.1555530788	-0.1775661076	-0.0696282951	-0.2509923877	-0.0547825417	-0.3432484216	-0.3304489324	-0.0042801859	-0.3362589483	-0.0566751876	-0.1185765753	-0.0102490967	0.1091673215	-0.1767288654	0.1122761288	-0.1040049817	0.1561356449	0.0995271	0.0358188	0.0012829864334399	0.0099056436344099	-0.0421042	-3.170000000000256e-05	1.0048900000001624e-09	0.00177276365764	-0.12651	-0.036547	0.001335683209	0.0160047801	0.00361674	0.0021437799999999	4.5957926883999984e-06	1.3080808227599998e-05	0.000504837	0.0003459149999999	2.54860396569e-07	1.1965718722499994e-07	0.00057132	-0.0008899	7.9192201e-07	3.264065424000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.788166745	0.09247840746	-1.886249879	-0.3130099194	-0.3594269347	1.13084489	1.12032342	1.352706465	-0.183582787	0.8651001794	3.087842501	-1.43345082
65804.70392038244	198.8133986912435	39526.76749916334	4330259058.049196	108472.09671456472	-1273.9937918526848	11766195765.65388	1623060.181679182	62942.13129724373	-113.72879217367154	3961711892.2394686	12934.238169282173	70187.49503461052	69513.98434921958	2.443101	64.329681	0.23747374	0.0889565999999999	0.0559331337	0.0361285719	0.0900780096	-0.0461750639	-0.0648958585	0.2351117947	0.001177649	0.1542932067	-0.1392186699	0.2318268798	-0.0603736255	0.2279270321	-0.0894513585	-0.1062506309	0.0761208847	0.1141229929	-0.004191383	-0.0037030911	0.0419018163	-0.040153496	-0.0915540443	0.0050417645	0.271736986	-0.0578504551	-0.2771795364	0.0580544714	0.009307095	0.106001455	0.0703508383	0.1137105198	-0.1335591933	-0.1012286982	-0.0817701983	0.1029396895	-0.0132771785	-0.1531574982	-0.0051638983	-0.1422293543	-0.2741882065	-0.1075760077	0.0765531975	-0.0845989185	0.1191270692	0.1146532189	-0.1937465525	0.1740401805	0.1141582933	-0.0610589742	0.2042322431	0.1465169183	0.1575755708	0.1101014082	-0.0247282085	-0.0414958228	0.0177725657	0.1187130906	-0.2245133749	-0.1549139423	0.1167345689	0.1580024616	-0.1514708664	0.0658880586	-0.0110012424	-0.0906419129	0.1824957414	-0.0955953689	0.1195017613	0.1897787459	0.0673267951	-0.063645498	-0.1776146961	-0.0534715982	-0.0500599022	0.0525359293	-0.265056948	0.0750027946	-0.0161613551	-0.0109904551	-0.1056131082	0.3602047896	-0.0772290315	-0.1391335683	0.1651795163	0.0712372403	-0.1386498721	0.1102512764	-0.2565120193	0.1538107079	0.0631999	-0.0363271999999999	0.0013196654598399	0.00399422736001	0.00643812	0.04854232	0.0023563568309824	4.1449389134400005e-05	-0.16678	-0.04027	0.0016216729	0.0278155684	0.00257025	-0.0010464899999999	1.0951413200999995e-06	6.6061850625e-06	-9.92474e-05	-0.0006040844	9.850046406759998e-09	3.6491796232336e-07	0.00116743	0.0005961099999999	3.553471320999998e-07	1.3628928048999997e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1485690499	-1.855559093	-1.880319512	0.6751960286	1.082849831	-1.06820679	-1.028143755	0.826966311	0.9795688406	0.5705153975	0.4270907979	0.6716062297
66076.74213411077	272.03821372833045	74004.7897285008	4366135851.05777	109280.56763857888	808.4709240141674	11942242463.410015	653625.2349763216	62954.57087423949	12.439576995762764	3963277993.9596434	154.74307583351015	70076.48777142692	70037.26171359392	1.134563	29.874372	0.2327478	0.13203	0.044630204	-0.0623803901	-0.0570875984	0.0765110624	0.1354835686	0.2493351004	-0.201056566	-0.0706650517	0.1072867831	-0.0467387624	-0.1136977984	-0.1122818893	-0.1488217939	-0.0572255387	-0.1196639667	0.0052932496	0.1003876295	-0.061025553	0.0704453017	-0.2112366534	0.2398225056	0.0595307221	-0.0732112913	-0.3321056432	0.0733636835	-0.0203177816	0.025895019	-0.1794403496	0.0662993521	-0.182020401	0.042903193	0.0413196793	-0.0416055537	0.1295868161	-0.1768725276	0.0763472287	0.0566032892	0.0498521664	-0.0758721667	0.1477646901	0.0942223644	-0.0020544275	0.1389556791	-0.0479059134	-0.1098701427	-0.1090261174	0.0082486767	0.2056933566	0.0144971885	-0.1083920022	-0.114191037	0.1485614972	-0.2188495785	-0.1904533867	-0.1979898232	0.0319581848	0.1412262704	-0.0700086306	0.0030377723	0.1637883605	-0.07408549	0.1458362897	0.118254695	0.0439376833	0.0728496801	0.1604716592	0.1739821554	0.0046197676	-0.0209703775	-0.0689126597	0.1685827114	0.2242768214	-0.079000948	0.2308353458	-0.0728076269	-0.0061682399	0.0384602009	-0.0413137558	0.0467840766	0.0595192494	-0.1523763498	-0.1492851982	-0.1415368291	0.1687442567	0.24326716	-0.0429200328	0.0620444271	0.1512085936	0.0358446	-0.0273553	0.00074831243809	0.0012848353491599	-0.0796995	-0.08613762	0.0074196895792644	0.00635201030025	-0.0934973	0.0732827	0.00537035411929	0.00874174510729	0.00179549	-0.00077476	6.002530576e-07	3.2237843401e-06	-0.000107811	-8.563600000000007e-06	1.1623211721e-08	7.333524496000012e-11	0.00103131	-0.00013612	1.85286544e-08	1.0636003160999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.043625257	0.4014283616	-0.4470369209	2.150433253	0.7794005427	0.7215878074	0.09477357328	-0.1572455279	1.933199178	0.6974397219	-0.2413270001	2.670136473
