global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_22
64884.18410274753	n/a	n/a	4209957346.679236	105221.57445971997	n/a	n/a	11071579731.782393	63979.69109162526	n/a	4093400872.179793	n/a	72970.82222728287	37754.43850404704	n/a	n/a	n/a	n/a	-0.1735572618	-0.0375808661	-0.1895389014	0.0701765639	-0.0069422591	0.017983575	-0.2289317242	0.1359204273	-0.0740637311	-0.1254165475	0.0549463216	-0.0244828317	0.1449120908	-0.0051610441	0.0880358705	-0.028014481	0.1044191771	-0.1416002976	0.2802442071	-0.0190125969	-0.0444362878	0.0914311793	-0.1176637723	-0.2687989103	0.0422739697	0.0517685169	-0.0365923775	-0.2162830447	0.0849639223	-0.1433221647	0.0590327568	-0.113105488	0.0303846285	-0.1069838567	0.1149516447	-0.079034548	0.0809728691	-0.0445657019	0.0664903209	-0.1994512584	0.1486072686	-0.1803656837	0.1818629683	-0.3290921708	-0.2161742561	0.071117075	0.0701638125	-0.2911317044	0.088339288	-0.1280194432	0.1333315898	-0.1772748446	0.0437518549	-0.0910259614	0.2237061778	-0.2179810867	0.1618863922	-0.2030980904	0.2109193724	-0.1251508264	0.2046500609	-0.1857064911	0.2937601651	-0.0373789162	0.1310970275	-0.0011969997	-0.0724010988	0.0256545431	0.1643619509	-0.164056	n/a	n/a	0.026914371136	-0.217019	n/a	n/a	0.0470972463609999	0.854353	n/a	n/a	0.729919048609	0.00361418	n/a	1.30622970724e-05	n/a	0.00546426	n/a	n/a	2.9858137347600003e-05	-0.00113196	n/a	1.2813334416e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.189958181	0.05163055281	0.4419446239	-0.04935326356	1.272258437	-0.1869553346	0.4980365985	1.399104636	0.2487439907	0.7421469553	-1.402687678	1.754244468
64609.39153417132	-274.7925685762093	75510.95574471069	4174373474.4158487	105548.8701171875	327.2956574675336	107122.44739710508	11140563983.014915	64004.82632510133	25.135233476066787	4096617792.906384	631.7799618963885	72943.25107009406	37291.54427358562	1.022932	21.342615	0.1572015	0.0847471	-0.1751983192	-0.0862941826	-0.2183486445	0.0641778859	0.1488441407	-0.0903422161	-0.2321994794	-0.1404210776	-0.0570171348	-0.1074079013	-0.0262386117	-0.0498437655	-0.0172746733	0.0957487577	0.130609375	0.0263424247	0.0639517888	-0.0375283133	0.0640444408	0.0392295707	0.108614733	-0.1092751919	-0.072409254	0.0205025287	-0.3129042077	0.0309438893	0.1304097695	-0.2180346563	0.0895747176	0.1128921663	0.1274972665	0.118743473	0.0571773123	-0.0514709216	0.0599646284	0.0273484014	-0.0395507976	-0.0971566656	0.0411233809	-0.0989931261	0.1077924075	-0.0875294561	0.0149942415	-0.0494331325	-0.2132643288	0.0786920367	0.1052970529	-0.1662159405	0.1120648607	-0.1094383793	-0.0993597322	-0.0219690314	0.1042488259	-0.0670923266	0.0003201297	-0.1821276145	-0.0471728333	-0.0277725466	0.2761821738	0.1093838119	-0.0078217225	0.1531635226	-0.1464695369	-0.1616979401	-0.2601762039	-0.0155340242	-0.005104761	-0.0729810018	0.1640657595	-0.171632	-0.0075759999999999	5.739577599999999e-05	0.029457543424	-0.152319	0.0646999999999999	0.0041860899999999	0.023201077761	0.825268	-0.029085	0.000845937225	0.681067271824	0.00425753	0.00064335	1.81265617009e-05	4.138992225e-07	0.00566522	0.00020096	4.0384921600000015e-08	3.2094717648400004e-05	-0.00140446	-0.0002724999999999	1.9725078916e-06	7.425624999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.294323101	-1.173513053	0.2558571135	1.547604236	1.094867871	1.598511432	1.008129108	-0.003551743498	-0.1875389764	0.1217371168	-1.101810652	0.6502272633
64448.48280653465	-160.90872763666994	25891.618629652028	4153606936.064193	105185.71711394074	-363.1530032467562	131880.10376713856	11064035084.773966	64023.95735813285	19.131033031524566	4099067115.796014	365.99642485328405	72960.15790916864	36801.14880989913	0.989002	20.634705	0.095718	0.0588344	-0.1624677957	-0.06975245	-0.2059465467	0.0072620892	0.2305333299	-0.0229319844	-0.1998311098	-0.077709399	-0.1308855331	-0.052252707	0.1054398964	0.0001273256	-0.0850648456	-0.0093932705	-0.1012187568	0.1082620291	-0.091207332	-0.0179135992	0.1025064992	0.1628560012	-0.0241266411	-0.1505704127	0.042854448	-0.0900833598	0.2042124363	0.099609336	0.0120598843	-0.2009607045	0.1100783978	0.0839291706	0.1281946196	0.0536992432	0.0093670991	0.0839170542	0.0047306054	-0.0078506529	0.0294597998	-0.0844894461	-0.0001392664	0.1387241537	0.0139859705	-0.2200559871	-0.0937453919	-0.0133102316	-0.2063364602	0.0639163001	0.0643814312	-0.1931098931	0.1462939633	-0.0243784551	-0.1046141794	0.0562657294	0.0908131353	-0.0642419588	-0.1130297678	-0.1041347602	0.0275770688	0.1926839821	0.0149138718	0.1141472821	0.0534601393	0.0355363594	0.0105699366	0.0591116987	-0.0026881147	0.0429046316	0.1821127229	-0.3264895302	0.1634739106	-0.163675	0.007957	6.331384900000032e-05	0.0267895056249999	-0.121092	0.031227	0.000975125529	0.014663272464	0.82632	0.001052	1.1067040000001112e-06	0.6828047424000001	0.00331037	-0.0009471599999999	1.09585495369e-05	8.971120655999997e-07	0.00582095	0.0001557299999999	2.4251832899999923e-08	3.38834589025e-05	-0.00141121	-6.7500000000000285e-06	1.9915136641e-06	4.556250000000039e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.237017618	-1.299686595	-1.810633751	0.7274416335	0.05469899652	0.2933920964	1.144866152	0.6978820672	1.272149983	0.4128662202	-1.263512213	0.1157354661
64495.75285899567	47.27005246101908	2234.4578596674955	4159702136.848648	104545.7612114448	-639.9559024959453	409543.5571393999	10929816187.280436	63830.013140690375	-193.94421744247663	4074270577.5407057	37614.35947937467	72804.35731265802	36470.54902543075	0.906033	18.903612	0.210358	0.119089	-0.1642779609	-0.0293979052	-0.1973229519	-0.0153400916	0.0171179801	0.1194660375	-0.2096078113	-0.0828326293	-0.1080789243	0.0850670858	-0.1131791733	-0.0800538931	-0.1480343599	-0.1242385434	-0.0165415926	-0.0218959797	0.1639659059	-0.1051533622	-0.0076315756	-0.0495700806	0.0590186787	0.1379582104	0.0053142973	-0.0534164561	0.0693417533	0.0155635107	0.224934277	-0.2119249029	0.0916583456	0.0508852983	-0.0962731881	-0.0842253941	0.1330331257	0.0503106147	-0.0936345556	0.0005236263	-0.0576060532	0.0613457684	-0.0710474098	-0.0950070576	0.1160968133	-0.1689672191	0.0002791092	0.1477529636	-0.2204803267	0.0841768092	0.0506402597	-0.2554871531	0.2110711921	0.0169932322	-0.0736781574	0.027531958	-0.0823307046	0.0589177925	-0.0844211584	-0.1198132306	0.1054941858	0.0381956643	-0.1849969144	-0.0934475359	-0.0081483118	-0.0854583201	-0.1585627908	0.158100544	0.0865455351	0.0542666653	-0.0470111485	-0.0215469794	0.1625874706	-0.191462	-0.027787	0.000772117369	0.036657697444	-0.228472	-0.10738	0.0115304644	0.052199454784	0.852962	0.0266419999999999	0.0007097961639999	0.727544173444	0.00374225	0.0004318799999999	1.40044350625e-05	1.8652033439999998e-07	0.00586842	4.746999999999998e-05	2.253400899999998e-09	3.44383532964e-05	-0.00190284	-0.00049163	3.6208000656e-06	2.417000569000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.382006758	-0.9910097696	-0.8360642985	-0.3953365447	0.9003511586	0.5454473919	1.520273584	1.035079384	0.2117363514	-0.3614708126	-0.4335462318	-0.1535501438
64476.489890281504	-19.262968714167076	371.06196368297947	4157217748.571573	104663.00109070617	117.2398792613676	13745.189289220054	10954343797.31316	63782.77886171221	-47.234278978161456	4068242879.3220825	2231.077110586785	72723.64871635188	36569.711362857066	0.8497409999999999	17.729141	0.1151429999999999	0.0659293	-0.1696378466	-0.0227133557	-0.2110098129	-0.0099543661	-0.0414548993	0.1117289873	-0.2167614644	0.0896012969	-0.0248287229	0.0854667736	-0.2863397024	0.07031652	-0.0965903312	-0.0641853872	0.0333003757	0.0726524244	0.1684410384	-0.107158767	0.0458598315	0.1821749727	0.1477663578	0.0544919822	0.0394076387	0.1237223867	0.0155951486	-0.1269518896	-0.0417647041	-0.2124272815	0.0386098375	-0.0596610704	-0.0847673588	-0.1598059723	0.0903562489	0.0304792126	-0.0731873414	0.1436156465	-0.1433812784	-0.0277947639	0.0461488064	0.0977048277	0.3208083819	-0.1543205114	0.0127127479	0.1771251657	-0.2264599785	0.0946229343	0.0866294036	-0.2055869956	0.2361512786	0.0207498104	-0.1190583313	0.0964462967	-0.0229888122	0.1012818383	-0.1609454502	0.174240704	-0.1022072478	0.0587919546	-0.2754252526	0.0506711164	0.0496802044	-0.0463490016	-0.2392770255	0.1251535684	-0.0205402568	-0.166363656	-0.0793204204	0.2999744354	0.161408037	-0.208732	-0.01727	0.0002982529	0.043569047824	-0.172518	0.055954	0.003130850116	0.029762460324	0.8572619999999999	0.0042999999999998	1.848999999999879e-05	0.7348981366439997	0.00424422	0.00050197	1.80134034084e-05	2.519738809000001e-07	0.00611883	0.0002504099999999	6.270516809999976e-08	3.74400805689e-05	-0.00190284	0.0	3.6208000656e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.323901546	-1.922734298	-0.9904023076	-0.1266181888	1.133791699	0.09107277679	0.7438667253	1.785026361	0.4725752429	-0.4885338576	-0.5399486643	0.5095809906
64511.03339472583	34.5435044443293	1193.253699295398	4161673429.655432	104139.12515219155	-523.8759385146113	274445.99895456486	10844957387.463816	63879.41510239605	96.63624068383795	4080579673.824225	9338.56301350466	72794.24736601168	36267.393465398345	0.988438	20.622925	0.3460565	0.181542	-0.1677219024	0.0084167345	-0.1647227764	-0.0694329375	-0.0881461979	0.154632868	-0.1661659832	-0.1110759064	0.0507632107	-0.014209724	0.0341824311	0.0430709048	0.1603275937	0.1112500689	0.0505388059	-0.0493703612	0.1009548065	-0.1350554169	-0.0590819527	0.0066634579	0.0984154682	0.0394035727	0.2156973735	0.0242394549	-0.082757928	0.1228352314	0.0903045114	-0.1790032107	0.0251946683	0.0684403952	-0.1677055525	0.0278023073	0.027432963	-0.002438941	-0.0199127564	0.0371179824	-0.0036442207	0.0737857757	0.2080952524	-0.085557309	-0.0186668285	0.1295031501	0.1018504801	0.0771153875	-0.2004767698	-0.0137335601	-0.0069200659	0.0343003546	0.0177075573	0.0315928878	0.0506956487	0.0944736335	0.0046985184	-0.0183680143	-0.0483121748	0.3958516754	-0.2295465332	0.1313516608	-0.1507733961	0.0231580002	-0.1286663643	0.0375449352	0.1155486822	-0.1180392629	-0.1301428735	-0.0772462171	0.0345439887	-0.1706426559	0.1599377353	-0.214419	-0.0056869999999999	3.234196899999997e-05	0.045975507561	-0.11839	0.054128	0.002929840384	0.0140161920999999	0.731873	-0.1253889999999998	0.0157224013209999	0.535638088129	0.00530388	0.00105966	2.8131143054400003e-05	1.122879315600001e-06	0.00440035	-0.0017184799999999	2.953173510399999e-06	1.93630801225e-05	-0.00146393	0.00043891	2.1430910449e-06	1.9264198810000004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.039040695	-1.719594661	-0.9322598121	-0.1396162267	1.76690757	1.551148947	0.1154857116	-0.1462383344	-0.3927594129	-1.297288318	0.8791298434	2.401668007
64723.55812978034	212.52473505450325	45166.7630099868	4189138976.9790554	104437.88699776786	298.7618455763004	89258.64037215717	10907272240.558529	63965.06455936193	85.64945696587529	4091529484.083339	7335.829478549323	72863.17521192742	36383.4014472992	0.970314	20.244797	0.0649265	0.0351534	-0.1704349654	0.0367231093	-0.1999754191	-0.0332130879	-0.1739901582	0.131716977	-0.1970732923	0.1780070063	0.0526216668	0.0797912778	-0.0344741326	0.0635026202	-0.001145467	0.0246378171	-0.1513342717	-0.2054222148	0.0493575851	0.1353575483	-0.1419004204	-0.09813999	-0.0386265034	0.0674274312	-0.0191781519	-0.0706661301	0.0201842788	0.0082239325	-0.0125184625	-0.1886611335	-0.0297859418	-0.1904204153	-0.1716327529	-0.1666679233	0.0295681832	0.0399595921	-0.0952458376	-0.0057033662	0.0187881244	0.2160113589	0.0831290341	0.0045082264	-0.1156489364	0.1402528728	-0.0817220115	0.0740514156	-0.1992155157	-0.0154648435	-0.0312122397	0.0769011757	-0.0206451812	-0.0628893298	0.1133246692	0.0046994934	-0.0178228919	0.0313801841	0.0907294287	0.3591489543	-0.0107706696	0.0851475437	-0.0502220336	-0.1226509583	-0.1270178105	0.0439753618	0.2338340978	0.0719069022	0.1574840248	0.1679726466	0.0060600648	0.1367439346	0.1581792149	-0.209085	0.005334	2.8451556000000054e-05	0.043716537225	-0.142821	-0.024431	0.000596873761	0.020397838041	0.741214	0.009341	8.725428100000082e-05	0.5493981937960001	0.00527074	-3.314000000000008e-05	2.7780700147600004e-05	1.0982596000000051e-09	0.00447223	7.187999999999986e-05	5.166734399999981e-09	2.00008411729e-05	-0.00105254	0.00041139	1.1078404516e-06	1.692417321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.013497082	-1.361165416	-1.487552465	-0.440839854	1.837820138	0.2046079299	-0.06264295698	1.55873962	-0.6044247807	-0.2651461763	0.2858573824	0.3937732394
64899.07380233407	175.51567255373084	30805.751311988464	4211889780.400804	104870.34414316152	432.457145393666	187019.1826020384	10997789080.705132	63972.62868969012	7.564130328195461	4092497221.468964	57.21606762192636	72867.69387176532	37452.46103704039	1.047967	21.864958	0.0768316499999999	0.0367666	-0.1858510607	-0.047930612	-0.1866062674	0.0282710028	-0.062989034	0.0121428601	-0.203674717	0.1284984445	-0.0092001369	-0.0107498265	-0.0537499264	0.0681222717	0.2599797979	0.0199532587	-0.0297608489	0.0763839885	-0.1934200513	-0.0252059677	-0.1142403376	-0.2045170315	-0.0303056423	0.0082608743	0.0097687891	-0.1638249723	0.0476838993	-0.0118851286	-0.2960626397	-0.1924034608	0.0045197958	-0.1531346751	0.0285093995	-0.146003738	-0.0051163565	-0.1430619127	0.0558540546	0.0721384564	0.1621683083	0.0293717901	0.094194462	0.065134371	-0.0970894871	0.1271313801	0.1634337777	-0.1309089322	-0.2043343116	-0.0183280594	0.042267559	0.0233610416	-0.1084666164	-0.0606439318	0.1368708061	-0.1017515257	0.0256232391	-0.0733353096	0.0886266002	0.1109202404	-0.0309890642	-0.2110020219	-0.0332956902	-0.0648705482	-0.136964896	0.0478122473	0.2276827112	-0.1948593843	0.1743123995	0.1136520317	0.0192492251	0.1867665549	0.1561356449	-0.201803	0.0072819999999999	5.302752399999975e-05	0.040724450809	-0.134439	0.008382	7.025792400000001e-05	0.018073844721	0.75722	0.0160059999999999	0.0002561920359999	0.5733821284	0.00588937	0.0006186299999999	3.4684678996899994e-05	3.827030768999992e-07	0.00455419	8.195999999999985e-05	6.717441599999974e-09	2.07406465561e-05	-0.0008498969999999	0.0002026430000001	7.2232491060883e-07	4.1064185449040547e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.148596062	-0.7701856718	0.4319444456	-0.2128902261	1.84632749	0.5782142202	0.03104819938	1.653735875	-0.5753799361	1.366137424	0.3293519234	0.8745857934
64743.752980653386	-155.32082168068155	24124.55764756208	4191753550.019864	105622.0347757711	751.6906326095777	565038.8071529872	11156014230.1742	64101.18189600222	128.55320631209906	4108961520.464363	16525.926853121106	73089.80212322464	37076.139222624464	0.987687	20.607267	0.1010267000000001	0.0626895	-0.1773181109	-0.1024196296	-0.174877394	0.0503670247	0.0748057461	-0.080932685	-0.1683634436	-0.1484153793	0.0231375707	-0.1650823524	0.1204755593	0.2465758916	0.1267042136	0.142994587	-0.0458674727	0.0271730335	-0.1624694367	0.1710293288	-0.2368943384	-0.0778114382	-0.1435023481	-0.2154667204	-0.0794037555	-0.0176094364	0.0354800599	-0.1273537927	0.0733754356	-0.1719679498	0.0459490636	0.0859632639	0.1564104027	0.2190990405	-0.0543572781	-0.1643814736	0.0978385083	-0.1009950346	0.012920271	0.0342497605	0.2173653729	0.1122739462	-0.1530436925	0.2542518637	-0.1268145326	-0.0555530845	-0.1854261607	-0.0433470831	0.0108529335	0.1360962029	-0.1479985843	-0.0386620369	-0.0638995676	-0.0462993784	0.025787058	0.0018588074	0.0082204365	0.0273257957	-0.0366082892	-0.0858646598	0.2772745613	-0.0393413784	-0.2408377005	0.2039299476	-0.0210774459	-0.2049203226	-0.1101512142	-0.026285806	0.0659599471	0.071896186	0.1538107079	-0.201854	-5.099999999999549e-05	2.60099999999954e-09	0.040745037316	-0.108989	0.02545	0.0006477025	0.011878602121	0.704575	-0.052645	0.002771496025	0.4964259306249999	0.00608279	0.00019342	3.70003341841e-05	3.7411296400000223e-08	0.00461281	5.862000000000055e-05	3.436304400000064e-09	2.12780160961e-05	-0.000644323	0.0002055739999998	4.1515212832900004e-07	4.226066947595887e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.022267638	-1.663178298	-0.01406455044	1.535273322	1.266783751	1.365929819	0.3310987082	0.9280478353	-1.079417031	1.101452474	-0.4365760853	0.381075207
64659.41708059838	-84.33590005500446	7112.544038087701	4180840217.202778	105833.63617339692	211.60139762582548	44775.1514772027	11200758545.68295	63933.707499101074	-167.47439690114695	4087518954.580613	28047.673617402907	73057.91162022234	37125.52281275274	0.977017	20.38463	0.174048681	0.0805778	-0.1784070433	-0.1301842638	-0.1798236983	0.0419018771	0.2008086402	-0.1317536148	-0.2066096301	-0.0528247344	-0.0230793399	-0.0116910211	0.0855778163	-0.0999475328	-0.0535408989	-0.0686218389	0.0700258866	-0.0137068086	-0.1764190356	0.2246154201	-0.0538049043	-0.0398066451	0.1430405605	0.1390993798	0.009628626	0.1579251295	-0.1597413515	-0.0663617321	0.0008125299	-0.1913888035	0.098507925	0.0685410925	0.1293808283	0.132463502	-0.1352475245	-0.0167092079	0.0830848374	-0.0185673511	-0.093166023	-0.2538428355	-0.1387497924	-0.0851497911	-0.2367082263	0.1774296549	-0.1456153155	0.0541786247	-0.1908839522	-0.0471787921	-0.0165411647	0.1411952714	-0.3227991705	0.1246945466	0.1197789369	-0.0575024096	-0.0767276084	0.0577829456	-0.1447850411	-0.0395494582	-0.0068988493	-0.0920169281	0.1876446427	0.0871803027	0.0353164256	0.104702408	-0.019858218	0.1619678498	-0.0876304783	-0.2299534536	-0.090227615	-0.0749021484	0.1512085936	-0.192507	0.0093469999999999	8.736640899999989e-05	0.037058945049	-0.143058	-0.0340689999999999	0.0011606967609999	0.020465591364	0.717728	0.013153	0.000173001409	0.515133481984	0.0072105499999999	0.0011277599999998	5.199203130249856e-05	1.2718426175997736e-06	0.00403168	-0.00058113	3.377120769e-07	1.6254443622400002e-05	-3.61938e-06	0.00064070362	1.30999115844e-11	4.105011286811045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.197571951	-0.747128653	-0.9646751933	0.9240914902	1.235491461	0.5388752359	1.367322293	0.6522578696	0.6555928613	0.6350778254	0.4991611182	2.452367615
