global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_17	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_28
65100.68825271599	n/a	n/a	4238099610.977314	105352.16157334384	n/a	n/a	11099077948.175943	63931.5555030226	n/a	4087243789.0360594	n/a	73363.20526082529	54001.01631530176	n/a	n/a	n/a	n/a	-0.1018663885	-0.0259369605	0.0672746292	-0.086033684	-0.1092765331	0.140758	-0.0175249931	0.0385696182	-0.1140574245	-0.0712645489	0.0757173371	-0.0163687469	0.0131285563	-0.0510824025	0.0428321702	-0.0336704168	0.1585773722	-0.1307161521	0.088582232	-0.193570921	0.033596556	-0.0781404466	0.0703419343	-0.1772092518	0.0144117778	0.0346996666	-0.2879015091	-0.0072131333	0.1313353404	-0.0920495931	0.0008207794	-0.0350505755	0.0224310781	-0.0831700764	0.0213149271	-0.089119052	0.0864328573	-0.1191928788	0.0979324325	-0.0611916619	0.0070854113	-0.2107988431	0.1084597622	-0.1042639502	0.1199207018	-0.109087171	0.0134602035	0.048217465	-0.0274481154	0.0111894353	-0.0648120285	0.048441259	-0.0859546208	0.144694431	-0.0808979396	0.1630285675	-0.1593628844	0.1208976035	-0.1381093469	0.0439171582	-0.0760535194	0.1532618935	-0.0980510173	0.161698213	-0.1897618666	0.1008954606	-0.0345139716	0.1195658262	-0.2854765616	0.1643619509	0.0856212999999999	n/a	n/a	0.0073310070136899	0.0622597	n/a	n/a	0.00387627024409	0.0626926	n/a	n/a	0.00393036209476	-0.00356303	n/a	1.26951827809e-05	n/a	-0.0	n/a	n/a	0.0	0.000659295	n/a	4.346698970249999e-07	n/a	0.0	0.0	0.0	0.0	0.0	1.711778509	0.7968539023	-0.4796560721	0.1541490434	0.5668475072	0.8619105153	-0.4474862767	-0.01157155741	-0.446009507	-0.9941490843	0.4154645809	0.8563810669	0.04520912883	1.117447206	0.9324376224	0.7744397308	-0.5647015041	-1.401142408	0.1034447096	0.8436653252	0.4400152859
64677.49651423763	-423.1917384783592	179091.24751633595	4183178555.3492208	104868.35269617508	-483.8088771687617	234071.02962729792	10997371397.20937	64025.34057462341	93.78507160081062	4099244235.696519	8795.639655169176	73256.68637079436	41677.45152885591	1.166265	28.027546	0.3323315	0.168572	0.029686577	-0.1797335597	-0.1035579594	-0.1122770649	0.0134315243	0.087321103	-0.0092845838	0.0516278616	-0.0299951237	-0.101064861	0.0687500332	0.1337967336	-0.0015333684	0.0611959069	-0.0924877565	0.0894962332	0.2667512836	-0.0595901903	-0.0347916461	0.1961388845	0.2223194312	-0.1864597585	0.0227412418	0.0210349366	0.1077310375	-0.2167994539	-0.2098839904	0.010106102	-0.0298096984	-0.1023117206	-0.0343236688	-0.0030163205	-0.104180543	-0.0573698975	-0.0720704303	-0.0710700691	-0.1129030227	0.065298583	-0.2761562927	-0.1893051953	0.0970987131	-0.1740261308	0.0135254706	-0.032067636	-0.2690212038	-0.092166251	0.0384935125	0.0420072384	0.042016618	-0.0131811818	-0.0765383108	-0.0614340589	-0.1195271773	0.1563407847	0.0709440767	0.0586815838	0.0852297749	0.2155778969	-0.2875947586	0.0570743776	0.0190601358	0.033837741	0.1144163306	-0.1581555539	-0.0399500183	0.3512456902	0.1357004192	0.273861165	-0.1981027716	0.1640657595	0.0289671	-0.0566541999999999	0.0032096983776399	0.0008390928824099	-0.0517451	-0.1140048	0.01299709442304	0.00267755537401	0.0872094	0.0245168	0.00060107348224	0.00760547944836	-0.00236675	0.00119628	5.6015055625e-06	1.4310858384e-06	-8.08425e-22	-8.08425e-22	6.535509806249999e-43	6.535509806249999e-43	-0.000887539	-0.001546834	7.87725476521e-07	2.392695423556e-06	0.0	0.0	0.0	0.0	0.0	1.482719242	0.5967648449	-0.2597052372	-0.1486461182	-0.0550514816	1.462641489	0.09543673489	-0.3864896896	-0.575982092	-2.684354909	-0.3946345108	0.6173119608	0.08163115062	0.2194391434	0.3145628972	1.21577161	0.6111720085	-0.1553081892	1.339561642	-2.206663383	-1.251851025
64587.63994601554	-89.85656822209421	8074.202852651872	4171563233.796142	105410.32672022872	541.9740240536485	293735.8427489047	11111336979.265366	63863.07630401031	-162.26427061310096	4078492515.011843	26329.69351760166	73128.97743356782	38675.59516778363	1.369289	32.906593	0.23390835	0.137654	0.1119289601	-0.1449183503	-0.0541560104	0.0430387318	0.1214621526	0.207248162	0.1828254332	0.1543854617	-0.0786505881	-0.0517534727	-0.0035967255	0.0241092708	-0.1431961774	-0.0633355448	0.044373717	0.1076686056	0.0626468923	-0.0509345428	-0.1428738137	0.0073016849	-0.0322189168	-0.0439240348	0.1085136565	-0.1712586555	0.1712788383	0.0087466137	-0.1076128972	0.1180242497	-0.025882018	0.0147356268	-0.1227680806	-0.094142948	-0.1237958215	0.0921689354	0.1319514917	-0.2071674575	0.094144122	-0.0676406549	-0.0183443831	0.0606734408	-0.040805859	-0.2898654801	-0.1759414533	0.0199085219	0.1191969587	-0.0290460616	0.082957506	0.1464293194	0.0244880114	0.0072922432	-0.1727552565	-0.09058207	-0.0485733074	0.2471575853	0.0390926054	0.108371077	-0.2952296431	-0.0744005241	-0.041071656	0.1530249039	0.1863388907	-0.0196484921	0.2946134291	-0.0857183862	-0.4108882615	-0.0558285087	-0.2679930839	0.0172870922	0.352763003	0.1634739106	0.0667347	0.0377676	0.0014263916097599	0.0044535201840899	-0.0543136	-0.0025684999999999	6.597192249999971e-06	0.0029499671449599	0.167175	0.0799655999999999	0.0063944971833599	0.0279474806249999	-0.00396126	-0.00159451	1.5691580787600002e-05	2.542462140100001e-06	0.000677623	0.000677623	4.5917293012900004e-07	4.5917293012900004e-07	-0.000887539	0.0	7.87725476521e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.246529678	0.5854254393	-0.143459769	-0.1854788533	0.2256666493	0.3698042914	-0.2014181397	0.2567981486	0.2284801372	1.295694471	-0.1909688322	0.5093574047	0.02727068242	-0.2348282529	1.654303605	1.409026498	-1.709944813	-1.306390442	-0.7155584278	1.383657826	-0.6391639178
64754.31260721733	166.67266120179556	27779.77599208853	4193121001.233226	105111.5283911672	-298.79832906152296	89280.44144995816	11048433400.727148	63975.9235370144	112.8472330040895	4092918792.413913	12734.497996679269	73103.50272753848	36760.141072574894	1.716847	41.259079	1.11192075	0.564978	0.2081431154	-0.086389814	0.0753676652	0.292919297	0.06005621	0.0197664166	0.3349350708	0.1750761831	-0.2424212864	0.0950757964	-0.0490435637	0.1164203147	-0.0383149695	-0.0966502265	0.1759869793	0.2423645705	0.0927442128	-0.301105977	-0.1144309797	-0.0729490886	0.0090377692	-0.0959314278	-0.2593762734	-0.1101566161	0.1710924931	0.0290059032	0.1191911947	0.0623102164	-0.2092986914	0.2232902306	-0.1093764569	-0.0255422367	0.0031403351	-0.0808870441	0.2710975838	-0.3437954618	0.0424709674	0.0966604856	-0.2232099072	0.2116611756	0.0481411024	-0.018336365	0.1400551431	0.113232309	0.2954580172	0.1359059857	0.1185423192	0.3673765648	-0.2554740778	0.1362966625	-0.1750917965	-0.1880100739	0.4380181444	-0.0853332991	-0.0463658318	0.1257879586	0.0035254307	-0.0635507692	0.1893851506	0.1989809216	0.0533335525	0.1247847746	0.0062012957	0.1905698603	0.1862824399	0.2293176122	-0.1909554355	-0.1825210994	-0.072853303	0.1625874706	0.190376	0.1236413	0.0152871710656899	0.0362430213759999	-0.187343	-0.1330294	0.01769682126436	0.035097399649	0.556229	0.389054	0.151363014916	0.309390700441	-0.0081300799999999	-0.0041688199999999	6.609820080639838e-05	1.7379060192399168e-05	0.00478421	0.004106587	1.6864056788569e-05	2.28886653241e-05	0.000160975	0.001048514	2.5912950625e-08	1.0993816081959998e-06	1.0	0.0	0.0	0.0	0.0	0.06369721568	0.1639767142	2.127861386	2.277128973	-0.9217411556	-0.00623365918	1.565885982	-0.4952438697	-1.933867159	1.495112348	-0.1946109748	1.819528375	-0.06903456068	-2.072222358	2.819912044	2.60607825	-1.090064236	0.03594474873	1.776920194	0.7000057678	-0.767032351
64696.7208790597	-57.59172815763304	3316.807152182703	4185665692.5029593	103772.18974270504	-1339.3386484621587	1793828.015264442	10768667363.995975	63889.32745193578	-86.5960850786214	4081846162.260675	7498.881950943835	72841.51102802505	35234.34731200912	1.478144	35.522583	0.4201371999999999	0.191061	0.227519457	-0.1029585722	0.126875601	0.2609518566	-0.1806415199	-0.0989052796	0.0114330586	0.1747412064	-0.0149095981	0.0923396015	-0.0170636651	-0.006339037	-0.1721891693	-0.209613486	0.2410544904	-0.1123536617	0.1159126708	-0.372799534	-0.109716879	0.0844144615	0.0149475968	-0.038258119	-0.103110068	0.060184212	-0.0521206045	0.0209327748	-0.0494813101	-0.1571903219	0.0301138555	0.210812579	-0.1812582091	-0.069697597	0.1730805677	-0.032241792	-0.0989036864	-0.2735372964	0.1635375678	0.1146962808	0.1540429939	-0.0243185452	-0.340179011	-0.0715884343	0.3544167367	0.0366845156	-0.1024708545	0.1089833774	0.119107345	0.342548032	-0.0903237553	0.0236595124	-0.2387459322	-0.2208454151	-0.2144312082	-0.029076093	-0.2061802524	-0.1526932715	0.1886482333	0.0720646655	0.1717228883	-0.0308453994	0.1855441976	-0.396263624	-0.1342216808	-0.1415153886	-0.0034505677	0.0559259899	0.3450999053	0.0535703616	-0.0451317252	0.161408037	0.127442	-0.0629339999999999	0.0039606883559999	0.016241463364	-0.107836	0.079507	0.006321363049	0.011628602896	0.514781	-0.0414479999999999	0.0017179367039999	0.264999477961	-0.00617695	0.0019531299999999	3.81547113025e-05	3.814716796899614e-06	0.00306089	-0.0017233199999999	2.9698318223999986e-06	9.3690475921e-06	-0.000887539	-0.001048514	7.87725476521e-07	1.0993816081959998e-06	0.0	0.0	0.0	0.0	0.0	0.2874068172	0.2450124279	1.815028853	-0.840754363	-1.580958551	-1.143262467	-1.026685079	-0.03647341086	-2.168784162	-0.6776118619	-2.143841083	0.220732544	1.478735242	-0.6718720111	0.04758723871	0.7978975339	0.04617265312	0.4580939571	0.5843156547	-0.01415972616	-0.896174397
65088.707281857285	391.9864027975855	153653.33997819092	4236539815.6233015	104455.9956008478	683.8058581427613	467590.4516303582	10911055016.964336	64111.47592246961	222.14847053382985	4110281344.9574	49349.94296051986	73083.35531905363	39595.10422802682	1.855187	44.583641	0.5731156500000001	0.367715	0.111532658	-0.1373210827	-0.0951842549	0.0316500028	-0.2568521544	0.0383225892	-0.1079378826	0.048700804	0.0859160723	-0.0192400434	-0.0734091612	0.2251039583	0.1768324213	-0.1550006613	-0.0321972754	-0.1779464819	0.0303125489	-0.1452542309	0.1402760962	0.1514317241	0.3086145564	0.0842044113	-0.0325558764	0.0448790362	-0.086766117	-0.3413763956	-0.0568302457	0.1066076453	0.1928574995	0.0439110438	-0.1806865287	-0.1352317602	0.1104112362	-0.2229449517	-0.2640471829	0.1299060418	0.0226849505	0.128341023	-0.242388589	-0.3490327551	-0.0027880644	-0.0595774548	0.1049579347	0.1320015359	-0.0155928031	-0.0255059263	0.0795322731	0.2038590855	-0.072922745	0.0781206878	-0.2501024681	0.1955624308	-0.185094058	0.1743703078	0.0687020019	-0.0117680675	0.1216489868	-0.0164912915	0.1399057983	0.0063845731	-0.3230473283	0.1028877432	-0.2921251283	0.0034948682	-0.0414013968	-0.5027792859	-0.1097922094	0.0966151211	-0.0882885352	0.1599377353	0.127931	0.0004889999999999	2.391209999999897e-07	0.0163663407609999	-0.0995509	0.0082851	6.864288201000005e-05	0.0099103816908099	0.194789	-0.319992	0.102394880064	0.0379427545209999	-0.00465804	0.00151891	2.1697336641599995e-05	2.3070875881e-06	0.001183	-0.00187789	3.5264708521000005e-06	1.399489e-06	0.000602652	0.001490191	3.6318943310400005e-07	2.2206692164810003e-06	0.0	0.0	0.0	0.0	0.0	1.249567687	0.9417830878	1.335871962	0.795826899	0.4630398046	-0.2106800116	-0.9552067223	-0.0049175387	1.908205384	-0.2096588061	0.5606389333	1.956871401	0.717219928	-0.3197311522	-1.375818959	0.4311290285	-2.035839652	-0.3355608791	-0.5074623166	-2.312023663	0.1286252748
65364.91920527483	276.21192341754795	76293.02663802137	4272572662.712106	105045.06391709384	589.0683162460336	347001.4812049371	11034465453.34633	64243.710136429705	132.23421396009508	4127254292.0936007	17485.887341644204	73519.10509745587	48001.84595740565	1.271013	30.544832	0.369065	0.167899	0.0085810484	0.054064456	-0.2057566934	-0.038304697	-0.2101277949	0.0982933144	-0.117475255	0.0482924664	0.1005385412	-0.0789933033	0.0284739868	0.3401041667	0.1672630482	0.0387016982	0.0248083252	0.019002449	-0.3489589026	-0.0525909992	0.1928591701	-0.0684216269	-0.0322476042	0.0019316572	-0.0219668551	-0.0156429798	0.0777280574	-0.0454495419	0.0254262489	0.0537147253	0.1665394085	-0.0621203222	-0.0557650254	-0.0940726505	-0.0686728978	-0.3170471673	-0.1054271273	0.0522634261	-0.1804928027	-0.0153993025	-0.0258272246	-0.1661898259	0.1051263514	0.2934212279	-0.0737090057	0.2654900244	0.2375105462	-0.0660519523	0.0595789435	0.0814234082	-0.0265121622	-0.0055503145	-0.1870131001	0.2311782332	-0.0327131226	0.050491917	0.1583074945	-0.2063094322	0.0519654507	-0.0547903883	-0.1028476291	0.0112697332	-0.1533010174	0.1765728832	0.0253827823	0.0740489028	0.409751416	0.0810380892	0.1367154939	0.0702661862	0.3724315692	0.1581792149	0.062778	-0.0651529999999999	0.0042449134089999	0.003941077284	-0.0460318	0.0535191	0.00286429406481	0.0021189266112399	0.102444	-0.092345	0.0085275990249999	0.0104947731359999	-0.00318457	0.0014734699999999	1.01414860849e-05	2.1711138408999997e-06	0.0021634	0.0009803999999999	9.611841599999995e-07	4.680299559999999e-06	0.00130974	0.000707088	1.7154188676e-06	4.99973439744e-07	0.0	0.0	0.0	0.0	0.0	1.403446753	0.9003718035	0.8041071824	0.9738101517	-0.7741115365	2.166876745	-0.6884391662	0.1300037658	-0.04978492718	-0.3055076981	-0.406272511	0.7731678231	0.7346397821	1.262173776	-0.7199299816	0.9007535072	0.4866042527	1.601941958	1.516814514	-0.8043463241	0.7264452138
65489.41686814922	124.4976628743898	15499.668061185212	4288863721.730228	105701.98409158122	656.9201744873862	431544.115648538	11172909440.89689	64031.97343460954	-211.73670182016207	4100093621.930542	44832.43089768025	73542.94670573702	67036.2651530988	1.160233	27.882591	0.3570919	0.181307	-0.2654114409	0.0228799143	0.1485786875	-0.1423778616	-0.0248565279	0.2757810473	-0.0234104602	-0.011539767	-0.0545654835	-0.1250497683	-0.0878556228	0.0931323427	0.0856960974	0.0115356979	-0.3006211295	-0.0147656315	-0.1490882778	0.052960191	-0.3512047301	0.0829639794	-0.0613662613	-0.015025889	-0.0816731352	0.1313942653	-0.0164086062	0.062628155	-0.0782660475	0.0467912659	-0.1740964826	-0.1272585749	-0.0140559407	-0.1108169172	-0.2158787986	-0.0693490168	0.2296882006	0.2844760771	0.0494955509	-0.1778482372	0.1602307572	-0.094630529	-0.1364873222	-0.060801565	0.121469459	0.1864644048	-0.1512668092	-0.1228591683	0.0141154243	-0.0066252688	0.0444168541	0.0079248103	0.018011049	0.0890309797	0.0614167455	0.0740795514	0.1264557464	-0.2498757666	-0.3424879456	0.0173318706	0.0342091932	0.1662552431	0.1211161227	-0.0203576006	-0.0765097231	0.0805196505	0.0085764969	-0.138427495	0.0075047682	0.2223698709	-0.0277450336	0.1561356449	0.04386	-0.0189179999999999	0.0003578907239999	0.0019236996	0.0330223	0.0790540999999999	0.0062495507268099	0.0010904722972899	-0.0144771	-0.1169211	0.01367054362521	0.0002095864244099	-0.00181642	0.0013681499999999	3.2993816164e-06	1.8718344224999997e-06	0.00113421	-0.0010291899999999	1.0592320560999994e-06	1.2864323241e-06	0.000863106	-0.000446634	7.44951967236e-07	1.99481929956e-07	0.0	0.0	0.0	0.0	0.0	1.670050606	0.9293631535	-0.533034696	0.8907166032	0.7951010911	2.538903463	0.4714669604	0.5649867068	0.6096484318	-0.07137462957	0.8333113349	0.8057741773	0.2890995518	1.386628089	-0.2945999515	-1.712787251	-0.1995423507	0.4513303356	0.007838226893	1.793735738	-1.068336744
64928.253129333694	-561.1637388155286	314904.74176142283	4215678054.426831	104109.77048008677	-1592.2136114944587	2535144.1846282277	10838844309.416346	63957.90823409421	-74.06520051533153	4090614025.680816	5485.6539273762655	73274.58042230876	57149.9864844504	1.163918	27.971155	0.31624985	0.157741	-0.1436853112	0.0601534648	-0.2297885071	-0.1560827856	0.0964261826	-0.0228033469	0.0409548906	-0.0333419501	0.0710311235	-0.1687539592	-0.0030239386	0.031383042	-0.0241171946	0.126977856	-0.177263941	-0.1134680565	0.0443386565	-0.0125732807	-0.12657116	0.0445449775	-0.0609205219	-0.0956888731	-0.1113606506	0.1742828158	-0.1910921639	0.3229788438	-0.1287704333	0.0928087608	0.1929543626	-0.1520133749	0.052004492	-0.0010793465	-0.1563337828	0.0442109372	0.1660024789	0.1044570991	-0.1654774891	-0.0683584238	0.0312419901	0.0350352998	-0.0555570842	0.1969717944	0.3040702735	-0.1308685194	-0.1806751007	-0.1269587597	-0.0101024162	-0.0972715729	0.0846342812	-0.0309617848	0.0466438519	-0.1437621617	0.2933881129	-0.1050129235	0.0483686156	-0.3860173878	-0.1471499631	0.0714907783	9.29797e-05	-0.0168784069	0.240489557	-0.0266195241	-0.0176147527	-0.012267591	0.146207994	-0.1326763404	0.0279319086	0.1280232828	-0.1184698575	0.1538107079	-0.0295394	-0.0733994	0.00538747192036	0.00087257615236	0.120087	0.0870647	0.0075802619860899	0.014420887569	-0.00681566	0.0076614399999999	5.869766287359999e-05	4.645322123560001e-05	-2.14498e-05	0.0017949702	4.6009392003999997e-10	3.22191801888804e-06	0.00175154	0.0006173299999999	3.810963288999999e-07	3.0678923716e-06	0.00031292	-0.000550186	9.791892640000001e-08	3.02704634596e-07	0.0	0.0	0.0	0.0	0.0	1.470010251	0.7870232485	-1.1358809	1.48496934	1.908201266	2.05655695	1.209950245	-0.325864559	-1.138012696	-0.5162925278	-0.3800314381	-0.2184039228	-0.2596642007	-0.1142247618	-0.9839784724	-0.5061873516	-0.3123159755	0.438094809	0.7565456972	0.1347358556	-0.1302870553
64424.01936122394	-504.23376810975606	254251.69290216325	4150454270.655357	103892.5851919854	-217.18528810136195	47169.4493676716	10793669257.873943	63841.94405308536	-115.96418100885056	4075793820.477281	13447.69127705346	72968.428715063	46147.35935289994	1.122708	26.980785	0.21967797	0.117026	-0.0218097965	0.0182828419	-0.3365066679	-0.148478788	0.1667955836	-0.1228372155	0.0804106454	0.0824858872	0.1076015261	-0.1213604914	0.0700275421	-0.0432237423	-0.1256011628	0.1288502118	-0.1511596308	0.1428710424	-0.0390532007	0.0967747934	0.114107952	0.168335866	-0.0361049532	0.3065899652	-0.2570710789	-0.0058979263	0.1645306117	0.0869212383	-0.0808326957	-0.1115558401	-0.1848757243	-0.1262190762	-0.0077387695	-3.91989e-05	-0.0829562628	0.1721370869	-0.0473512965	-0.0973505379	-0.0068136044	0.051365115	-0.1390012844	-0.1529012558	0.0927246008	0.149428694	-0.121796972	-0.2158598308	-0.1091987951	-0.1176135411	0.0118394287	-0.0597811796	0.0453156485	-0.0156817503	-0.0063506505	-0.1461596857	0.0504708924	-0.0459086445	0.048868183	-0.220636487	-0.0499468825	-0.2191720218	-0.1108979275	-0.1183199732	0.0193042902	0.0029128283	-0.0672691429	-0.1828374628	-0.1407956295	0.0317683549	0.0663011271	-0.1896401211	-0.1384912497	0.1512085936	-0.0310777	-0.0015382999999999	2.366366889999998e-06	0.00096582343729	0.0366231	-0.0834639	0.00696622260321	0.00134125145361	0.040055	0.04687066	0.0021968587688356	0.001604403025	-0.000909648	-0.0008881981999999	8.274594839039999e-07	7.888960424832399e-07	0.00148574	-0.0002658	7.064964000000003e-08	2.2074233476e-06	0.000915024	0.000602104	8.372689205759999e-07	3.62529226816e-07	0.0	0.0	0.0	0.0	0.0	1.489118128	0.72077082	-0.8661517235	0.5894875587	1.721565906	-0.0451975489	0.2222229712	-0.8413337608	-0.3067682982	-0.9138561885	-0.6349347657	0.0254602902	-0.80528834	-0.633364053	-0.2783972959	1.0750751	-0.0100408765	-0.4906364647	-1.452717436	-0.1815312032	-2.415510838
