global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_02	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_15	aroma_motion_19	aroma_motion_20	aroma_motion_23	aroma_motion_24	aroma_motion_25
69321.86554495487	n/a	4805521042.632801	n/a	117848.1605719036	n/a	n/a	13888188950.181175	68188.14303439735	n/a	4649622850.479431	n/a	76802.04682217317	35929.49231684306	n/a	n/a	n/a	n/a	-0.0630372401	-0.0589352501	0.0592762166	-0.0320775121	0.0999576748	-0.1637616832	0.0189794741	-0.225942913	0.005237567	-0.1530744404	0.024990093	-0.0843544976	-0.0182239011	0.2313885971	-0.1068837614	0.1580304284	-0.011515254	0.1487154401	-0.1946134251	0.0124433875	-0.1576674768	0.1526923877	-0.1368647417	0.0069556142	-0.045931616	0.0219077879	-0.0430343973	0.0458504317	0.1721573499	-0.0632700209	-0.0588651021	-0.0733449857	0.1474254479	-0.1498103202	-0.0278253825	0.1931142767	-0.0460529537	0.2655795882	-0.1593665464	-0.0272344972	0.1458294292	-0.0783564293	0.106969442	-0.2927019435	0.0960931722	-0.0100190086	0.0555768629	-0.0832868046	0.0225831955	-0.1171303919	0.0360624774	0.1610568184	-0.1081294453	0.0851229308	-0.1031775471	0.1084829117	-0.2189880898	0.1471472398	-0.01516499	0.0533804844	-0.2144734592	0.061643631	-0.0240738957	0.0765276883	-0.1303687719	0.0897588072	-0.0977943741	0.032631846	-0.0628923561	0.1640265327	-0.245535229	0.223756855	-0.1074934004	0.2742657932	-0.0989473136	0.0447107893	0.2944399128	-0.121132173	0.1643619509	0.0850646999999999	n/a	0.0072360031860899	n/a	-0.0151023	n/a	n/a	0.00022807946529	-0.0212605	n/a	0.00045200886025	n/a	0.00411911	n/a	n/a	1.6967067192099997e-05	-0.000281721	n/a	7.936672184100001e-08	n/a	0.000443373	n/a	1.96579617129e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	-1.149477121	-0.8158913457	-0.1275351311	-1.008596897	2.71440893e-05	0.2462260537	-0.9503106458	-0.8441699292	-0.9448067992	-0.9848469219	-0.1485910313	2.041611025	-1.747201085	0.5205843411	0.02822246301
69477.8290152973	155.9634703424381	4827168724.678888	24324.60408125657	118690.72058245137	842.5600105477643	709907.3713742486	14087487152.381544	68283.95105082315	95.808016425799	4662697971.111212	9179.17601144617	76733.71643295689	38200.9156987289	1.257986	32.025391	0.1270791499999999	0.0706893	-0.0754501012	-0.0459264555	-0.1226187169	0.0092736777	-0.25715004	-0.0978150929	0.02112318	0.0717942463	0.0298342546	0.0034102371	-0.2006298371	-0.284582299	0.1368819523	0.2360130883	-0.1630954562	-0.061148704	-0.1066213017	-0.0316771085	-0.0917423614	0.0727477073	0.0874974483	-0.0988766949	0.0381699846	-0.1284751181	0.0456066759	-0.1079051765	-0.0010672572	-0.1396234901	0.2934679873	-0.0022997977	0.0036036522	0.0684102416	-0.0048759743	-0.2018465821	-0.2115152716	0.0312521151	-0.2281456947	-0.1297105943	-0.0325768308	-0.0825120073	-0.2712138046	-0.057228328	0.2042104807	-0.0162306504	0.0212450624	0.0256129539	-0.0382365713	0.0266646633	0.0655470232	0.0601410434	0.1342144841	0.0533644027	0.0719530803	0.0638451575	-0.0709418974	0.0983159831	-0.1808079301	0.1413674271	-0.0272069715	-0.0582870147	-0.0446872528	-0.0864105799	-0.0040236225	0.0521466259	0.2086011738	0.0930278037	0.0755709235	-0.0269247576	0.1740259444	0.1370474941	0.1135180476	0.0406831196	-0.1973991648	0.0944067452	-0.3245397647	-0.1466806389	0.0891351434	-0.07182262	0.1640657595	0.0842934	-0.0007712999999998	0.00710537728356	5.949036899998327e-07	0.0266247	0.041727	0.001741142529	0.00070887465009	-0.0212729	-1.2399999999999216e-05	0.00045253627441	1.5375999999998058e-10	0.00297929	-0.0011398199999999	1.299189632399999e-06	8.876168904099999e-06	3.09302e-22	0.000281721	9.566772720399999e-44	7.936672184100001e-08	0.000713201	0.000269828	5.08655666401e-07	7.2807149584e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.9152820142	0.6634576607	-0.9509963992	0.7935233088	1.182376495	0.583923311	0.1638195833	1.237792109	1.772700079	-1.512704939	0.5424667125	1.616312311	1.416110057	-0.2321900129	-0.4311621148
69128.1018762795	-349.7271390178066	4778694469.017277	122309.07176558024	118787.79696885726	97.0763864058972	9423.824797627063	14110540708.714457	68115.81595230557	-168.13509851758135	4639764382.848366	28269.41135351679	76692.91020027235	37229.071139803294	1.198284	30.505512	0.11728256	0.0714281	-0.0734605874	-0.0507709646	-0.0878447098	0.2013092212	-0.127837445	0.002410534	-0.0276002174	0.1355065169	0.2210494542	-0.0280496326	-0.0379544692	-0.187708608	0.1407061701	0.08975868	0.0583922679	-0.0708422151	-0.2310600637	0.1484354197	0.1469401127	0.1969441657	0.0282570798	-0.0296514339	0.0454235313	-0.1076430794	-0.1595770549	0.3280939175	-0.0578767782	-0.1350733146	0.023271538	-0.2216703469	-0.0343370344	-0.1296144256	0.0172278066	-0.1609699818	-0.2093924045	0.004958936	-0.1191418493	-0.044542725	-0.0405484807	0.0450366862	0.0033069505	-0.2590125957	0.0642237291	0.1556737193	-0.1184230843	-0.0929843789	0.0177792015	-0.2417103607	0.04561137	-0.1904674822	-0.058922735	0.261582472	0.0793361649	0.0169369729	-0.0568818966	0.1041473468	-0.2009001619	0.1161814496	-0.0181102714	0.0204953968	-0.1281171357	-0.1418301946	0.08921637	-0.0403380022	0.1360663688	0.1426201678	0.1093943115	-0.0456430978	0.2435393239	0.1077944128	0.0390815572	-0.1907192834	-0.102795722	0.0206597737	-0.082152384	0.1320222854	0.0536345311	-0.0833559815	0.1634739106	0.0850379	0.0007444999999999	0.00723144443641	5.542802499999928e-07	-0.0357591	-0.0623838	0.00389173850244	0.00127871323281	-0.00844084	0.01283206	7.12477799056e-05	0.0001646617638436	0.00271341	-0.00026588	7.069217440000001e-08	7.362593828099999e-06	-0.000457832	-0.000457832	2.0961014022400002e-07	2.0961014022400002e-07	0.000815933	0.000102732	6.657466604890001e-07	1.0553863824000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.975426113	0.914713616	-1.384205532	0.4790741649	0.7343370332	0.567630744	1.014432848	0.4186794618	0.6650745795	-0.1657188326	0.4305055402	-0.8009231061	-0.4712812448	-0.4454338888	-0.6929673116
69240.82069876228	112.71882248278416	4794291251.038148	12705.532941905409	118822.18520720108	34.38823834381765	1182.5509363912104	14118711697.414394	67910.22802443385	-205.5879278717184	4611799070.330601	42266.396086586894	76651.02481393219	44914.02176297728	2.41149	61.390926	0.18065981	0.0929269	-0.0173448774	-0.0221782415	-0.0375312711	0.160105365	0.083262684	-0.0024141544	-0.0723151025	-0.0421538034	0.1174752978	-0.2338229753	0.0822673239	-0.0160005243	0.0338585201	-0.0688020041	0.1417618637	0.1071410671	-0.3373538608	0.0702951246	-0.087472526	-0.0307195974	-0.0021188752	0.1791515472	0.1659763439	0.0436229179	-0.0825205683	-0.0658339178	0.0602610466	-0.1077183109	0.0099042786	0.1568386936	0.1239115209	0.0486874635	0.0827496821	-0.0315070755	-0.0498368121	-0.0639856785	0.0041618631	0.0334222017	0.0483688911	0.1233087563	0.3108611883	-0.1163492778	0.0671312392	-0.1130229754	-0.0464433871	-0.1849866518	-0.1558767803	-0.2832836405	0.0057118517	-0.1660344451	0.0748143301	-0.0824400078	-0.0111355493	-0.0240525516	-0.0186161391	0.0984275491	-0.1549589897	0.0790518226	-0.0329692489	0.0304183923	-0.0564578592	-0.1388021889	0.0127498926	-0.0763662277	-0.0766793601	0.0833785049	0.1316021129	-0.1223725634	0.0015352697	-0.1068952489	0.1273168665	-0.1146026505	-0.011130095	0.1316395215	0.3365713388	-0.0462346539	-0.0356233399	-0.1059033024	0.1625874706	0.0292796	-0.0557583	0.0008572949761599	0.00310898801889	-0.0399532	-0.0041940999999999	1.7590474809999992e-05	0.00159625819024	-0.0315627	-0.02312186	0.00099620403129	0.0005346204098596	0.00169154	-0.0010218699999999	1.0442182968999996e-06	2.8613075716e-06	0.000368268	0.0008261	1.35621319824e-07	6.824412099999999e-07	0.000712192	-0.000103741	5.072174448639999e-07	1.0762195081000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.7160668975	0.006881619875	-2.134214482	-0.9781354417	0.2086192028	-0.1907285266	-0.6516170065	-0.5517262679	0.6512603601	-0.7367056412	0.05357190232	1.705388441	-1.182807025	-0.8552290916	-0.9358164628
69255.39411051643	14.573411754143308	4796309613.402953	212.38433015580236	117525.57660093678	-1296.6086062643008	1681193.8778386526	13812261155.382658	67890.71400802667	-19.514016407178133	4609149048.519669	380.79683633961736	76373.06383094242	38389.28422310022	2.101256	53.493088	0.087627105	0.0418986	-0.0445321065	-0.0616348201	0.1459747088	0.003983037	0.2156354372	-0.0281909845	-0.0840745994	-0.0747685789	-0.0085278167	-0.2752263272	-0.0014465473	-0.0608524172	0.0248544056	-0.1551833263	0.1240156216	-0.0308622978	0.0254882964	0.2535014725	-0.047262381	-0.1661361308	0.1179996083	0.0160021895	0.2154232032	-0.0089118683	0.0326516996	-0.0722062953	-0.2103002049	0.1570606185	-0.0995071947	0.1251157075	0.0127581909	0.0091123749	-0.1283043874	-0.0417729847	-0.0147151827	-0.1160021944	0.1150466386	0.0393245071	-0.163831718	0.0232392391	0.2342973765	-0.1641781726	0.0410132487	-0.0419669189	-0.0827366732	-0.0168529697	-0.154016889	0.2402207763	0.0565921343	0.1462619241	-0.0307373064	-0.096119707	0.0322713092	-0.0743122316	-0.0285408582	0.0826836736	-0.1289279296	0.0526545424	0.058979606	0.1478809497	-0.0982622276	-0.0284132978	-0.0314328422	-0.0614266696	-0.0773795668	0.026021279	0.0257310285	0.1354466116	-0.0108914643	0.1190946168	-0.0162435991	-0.022768176	0.0011970209	-0.0034782445	0.2912949608	-0.14318471	0.0494153842	-0.0618733006	0.161408037	0.0471876	0.017908	0.00222666959376	0.000320696464	-0.023942	0.0160112	0.00025635852544	0.000573219364	-0.0213806	0.0101821	0.00045713005636	0.0001036751604099	0.00218872	0.0004971799999999	2.4718795239999984e-07	4.7904952384e-06	2.90839e-05	-0.0003391841	8.4587323921e-10	1.1504585369281e-07	0.000746344	3.415200000000008e-05	5.57029366336e-07	1.1663591040000052e-09	0.0	0.0	0.0	0.0	0.0	0.0	-0.6815895298	-1.443507705	-0.6393932539	-1.092427497	0.1865136291	0.3494236529	-1.644117217	0.5352097387	1.275627584	-0.6979455838	-0.3464171054	0.8991719367	-2.070746105	0.1830368342	-0.4620170666
69311.27740039903	55.88328988260764	4804053174.875066	3122.9420881035576	117643.08330949656	117.50670855978387	13807.826556553984	13839895050.56515	67886.3333372132	-4.380670813465258	4608554253.971225	19.19027677594637	76318.26276941679	35651.28950826363	1.521704	38.739052	0.0717455699999999	0.0344082	-0.043612868	-0.0634503675	0.1557725902	-0.1417179494	0.0629817059	-0.0752404477	0.0789391537	-0.0179171669	-0.0341557743	-0.0892259744	-0.2268995015	-0.0383111881	0.0013292975	-0.2772118692	0.0247064597	-0.0288763427	-0.1308964746	0.1750500945	0.0612681745	-0.1453262037	0.1209361882	0.0420976508	-0.0306855944	-0.0423194756	-0.0412746267	0.1156109686	-0.056416007	0.0008736142	-0.0491773418	-0.0076998766	-0.0870077868	-0.0485033443	-0.0778588102	-0.0178294401	0.009275481	-0.0955728294	0.2373424087	-0.0624805101	-0.017625844	0.0072366357	0.0575034487	-0.0262907767	0.1810018511	-0.0143068816	-0.2200058154	-0.0652401722	0.0572597397	0.1806992397	-0.0031071939	0.1584218983	-0.100677497	0.0932426583	-0.1839586032	-0.0121705412	-0.0134847786	0.0576769218	-0.0964702552	0.0524203995	0.0661473202	0.1700391645	-0.1149093114	0.0885226149	0.039599863	0.1403298411	-0.014093646	-0.0637018147	0.0183004647	0.0456143354	0.1221975796	-0.0588268528	0.0097970579	-0.084886838	0.1661887323	-0.1432196173	0.0468819946	0.0929354182	-0.0605049069	-0.075883147	0.1599377353	0.0511682	0.0039805999999999	0.0026181846912399	1.5845176359999953e-05	-0.005623	0.018319	0.000335585761	3.161812900000001e-05	-0.00779217	0.0135884299999999	6.07179133089e-05	0.0001846454298648	0.00173101	-0.0004577099999999	2.0949844409999985e-07	2.9963956201000003e-06	-4.74309e-05	-7.65148e-05	2.24969027481e-09	5.854514619039999e-09	0.000563418	-0.000182926	3.17439842724e-07	3.3461921476000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.6040864215	-1.465367696	0.4194512984	-1.10407826	1.018895413	0.5899006809	-0.991605976	0.6791944622	0.5679014448	-0.9649353568	0.1824446044	-0.7156213226	0.390209857	-1.315260819	-1.026327838
69750.81603152883	439.5386311297916	4865176337.064178	193194.20825545103	119619.91220770168	1976.8288982051165	3907852.492778854	14308923396.578257	67966.11434045367	79.78100324046682	4619392698.539622	6365.008478055377	76788.20277282118	56884.84902912143	3.211369	81.75397499999998	0.117765105	0.0621176	0.0280461905	0.3545539035	0.0259040561	-0.1669448958	-0.0190172373	-0.0779667853	0.084882441	-0.1044598791	0.0455978432	-0.0116538039	0.0036788972	0.0935390545	-0.0596541863	-0.1002784337	-0.1834320906	0.016525617	-0.057060562	0.0370650248	-0.1300234044	-0.0657214774	-0.0451561555	0.1361043281	-0.0887385767	-0.3306891036	0.0563293291	-0.0804762052	-0.14925002	-0.0070761164	0.0829189768	-0.0407724935	-0.032328444	-0.1784168641	0.0125557027	0.0246044954	0.0813048847	0.1396276701	0.1728302202	-0.0213493673	0.0746237683	-0.0442929318	0.0704240297	0.0726724058	0.2579644809	-0.2393527904	0.0234011012	-0.1045668568	0.1857740996	0.0645315527	0.1208988239	-0.0427550155	-0.0404700759	-0.1251432114	0.0610980394	0.1902455006	0.0180568673	0.0353435484	-0.071110667	0.028176209	-0.1219994323	0.0769837667	-0.1492855445	0.1198730061	0.0851177449	0.1608199634	-0.176821825	-0.0665125542	0.0449965391	-0.1265977983	-0.1039293384	-0.0914300019	-0.0395264857	0.0307483326	0.0889981912	-0.1937091123	0.0211863336	-0.0147851312	-0.2424250034	-0.1367071241	0.1581792149	0.029717	-0.0214511999999999	0.000883100089	0.0004601539814399	-0.00558428	3.872000000000077e-05	1.4992384000000595e-09	3.11841831184e-05	-0.021433	-0.01364083	0.000459373489	0.0001860722430889	0.000715328	-0.001015682	1.031609925124e-06	5.11694147584e-07	-0.000622892	-0.0005754611	3.87994443664e-07	3.3115547761321004e-07	0.000624962	6.154399999999997e-05	3.9057750144400004e-07	3.7876639359999956e-09	1.0	0.0	0.0	0.0	0.0	0.0	-0.2987413029	-0.08661936641	0.5914570474	0.5787816268	0.9609112635	-0.2880462093	-1.432810116	-0.8644223095	-0.6790563392	-0.4882911383	-0.3458984817	1.283378405	0.5046395411	0.1981831472	-1.859274262
69478.21965338006	-272.59637814876623	4827223006.203327	74308.78537982516	118655.81532465677	-964.0968830449128	929482.7998969164	14079202510.359053	68059.61693608463	93.5025956309546	4632111457.486577	8742.73538972581	76591.49287131387	42744.569752610136	2.894729	73.69306199999998	0.09841322	0.0453461	-0.0647906757	0.0057258003	-0.1392817296	-0.0213363834	-0.1676052976	0.068923613	-0.0118855546	-0.0840998225	0.1494894598	0.0694724616	-0.0931482046	0.0503513277	-0.0604726455	0.1690012286	-0.1466363703	0.0131889968	-0.0775228754	0.1846382313	0.0593242672	-0.1605741885	-0.1981125647	0.0929475595	0.1607756067	-0.0399509277	0.016075977	-0.1866402942	-0.2099357774	-0.0865075111	0.0363342749	0.0858552372	-0.0662703765	0.2408457598	0.0282694673	0.0248489817	0.0153798221	0.1622945641	-0.1383969415	-0.0233201399	0.0595550592	-0.0058402905	0.0466951216	0.0009789053	0.2550756224	-0.0558202468	0.0810572486	0.0288855329	-0.1530026099	0.0916918354	0.2371389395	0.0074243077	-0.192461347	-0.1029613757	0.1591884136	-0.1858596647	0.0251795276	0.0449354089	-0.070430248	0.1062423402	-0.0699503798	-0.0550324693	-0.0617715026	0.0592706489	0.0606884839	-0.0006566581	-0.0952265459	-0.1780661828	0.027207584	0.0706268517	0.0569434942	-0.2546549768	-0.1950657091	0.1795905015	-0.13506844	-0.1415049408	0.0751470593	-0.1049926672	-0.1846611361	0.0731810767	0.1561356449	0.0523435	0.0226265	0.00273984199225	0.00051195850225	-0.0218535	-0.01626922	0.0002646875194084	0.00047757546225	-0.0114944	0.0099386	0.00013212123136	9.877576996000002e-05	0.000874837	0.000159509	2.544312108100002e-08	7.653397765690001e-07	0.00011007	0.000732962	1.21154049e-08	5.372332934439999e-07	0.000525855	-9.910699999999996e-05	2.76523481025e-07	9.822197448999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	-0.3673158362	1.248491392	0.3396207377	0.05719993161	0.9348255111	-0.504881723	-1.121193257	-0.4179534647	0.975788118	-1.721216473	0.1047520838	-0.3116505487	-0.1477597519	1.56103495	-0.3283692136
69475.68978174313	-2.529871636928874	4826871470.649007	6.400250499337181	118879.69173251573	223.87640785895928	50120.64599583109	14132381106.417969	68002.12662256035	-57.49031352427846	4624289225.190731	3305.136149119835	76508.43717570201	41624.65758997623	1.532203	39.006329	0.06057486	0.0294396	-0.025867152	-0.0858026241	-0.088645234	0.2309510191	-0.1175239326	0.0650642561	-0.0387661701	-0.0804172161	-0.0358744574	0.0489501911	-0.1540104218	0.0680241197	-0.0433905068	0.0665870415	0.0288831402	0.1031930037	0.0736986015	0.1877589631	0.0442634899	-0.1796447794	0.1168858851	0.0226991505	-0.1876113716	-0.0430201001	-0.1078200074	0.1266400679	0.1360020972	0.010692002	-0.014209925	-0.0501533574	0.0255947841	0.1055103767	-0.0467596904	0.0615216765	-0.0069641765	-0.0762799639	-0.1819444876	0.0818200879	0.1362371469	-0.0465132066	0.1866627303	-0.0560838741	0.0360976491	0.0094597362	0.037983275	0.0207667567	0.1678166251	0.0717737845	-0.0131418321	0.0991547173	-0.1311554612	0.1952932082	-0.0044852064	-0.0141869382	0.0179300528	0.063118666	-0.0529324859	0.1326827045	-0.0323181581	-0.0141816633	-0.0375626205	0.0122967884	0.0685934347	-0.1003040258	-0.0255680284	-0.1540261789	-0.1004472215	-0.0563881963	-9.64204e-05	-0.2108075303	-0.004317093	-0.0611949719	0.0233548605	-0.2182212803	-0.095316153	-0.022827993	-0.2022899838	0.0279583962	0.1538107079	0.0745949	0.0222514	0.00556439910601	0.00049512480196	-0.00562396	0.01622954	0.0002633979686116	3.16289260816e-05	-0.0076691299999999	0.0038252700000001	5.881555495689847e-05	1.4632690572900769e-05	0.000715328	-0.000159509	2.544312108100002e-08	5.11694147584e-07	0.000313536	0.000203466	9.8304823296e-08	4.139841315600001e-08	0.000528253	2.398000000000027e-06	2.79051232009e-07	5.750404000000129e-12	0.0	0.0	0.0	0.0	0.0	0.0	-0.4561886966	0.5904546182	-1.544932207	-1.779286374	1.0006478	-0.4650870658	-0.5713535687	-0.5588258835	0.6254303096	-0.4010379723	1.110508307	-1.265242409	0.3942000765	0.7398271038	-0.4448868331
69556.89841816605	81.20863642291806	4838162117.555071	6594.842629669694	118164.21226937928	-715.4794631364493	511910.86217002175	13962781061.242924	67995.30361898466	-6.823003575686016	4623361314.237908	46.55337779382416	76361.12066673319	38790.02995701693	1.736982	44.219521	0.06679822	0.0319394	-0.044348281	-0.0846571705	0.001950802	0.1693893665	0.1451518896	-0.0054093849	-0.020305041	-0.0216613986	-0.0669062561	0.008141058	0.0324293723	0.0262722267	0.0057832225	0.04827281	0.0176922599	-0.0311909522	0.0707180639	0.0127147915	-0.1703359398	-0.1542793013	-0.1064596806	-0.0623395292	-0.011546082	-0.1345470292	0.02231556	0.029526924	0.2231199026	-0.0706929892	0.1294661783	0.0051721733	0.0745346311	-0.2982150902	-0.1512948641	0.0581954938	-0.0163179569	-0.1284223102	-0.0775475901	0.0617173403	-0.0565634345	-0.0984440113	0.0235719543	0.0292680287	-0.0577862914	-0.0977500476	0.0891900709	-0.0584954819	0.0561721129	0.0897005222	0.1087815455	-0.1640169004	0.1228326575	-0.1326083439	-0.1569586131	0.2000634752	0.0148387377	0.0545687387	-0.0590523844	0.1325988449	0.0156757505	0.0261843481	-0.0451252064	-0.0157784916	0.0302774699	-0.1826732726	-0.111685237	-0.100145055	0.0226241333	-0.1668479779	-0.1327859928	-0.041137788	0.0522553028	-0.0261702777	0.0385062546	0.0480188491	0.0679640465	-0.1174223777	-0.111393496	0.0577928892	0.1512085936	0.0563785	-0.0182164	0.0031785352622499	0.00033183722896	0.00139925	0.00702321	4.93254787041e-05	1.9579005625e-06	-0.00994078	-0.0022716500000001	9.88191070084e-05	5.160393722500454e-06	0.0010877	0.000372372	1.3866090638400006e-07	1.18309129e-06	5.55318e-05	-0.0002580042	3.08378081124e-09	6.656616721764e-08	0.00037289	-0.000155363	1.3904695210000002e-07	2.4137661769e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.6734588494	-0.6387741524	-2.444850163	-0.1110303363	0.3555690438	-0.5791455379	0.06224396556	-0.5303811399	1.020102529	0.1564667433	0.4580634397	0.7373959347	-0.7910545106	-0.5644630401	-0.2278226518
