global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_15	aroma_motion_17	aroma_motion_19	aroma_motion_21	aroma_motion_22	aroma_motion_24	aroma_motion_28	aroma_motion_30
69736.69537549592	n/a	4863206681.894714	n/a	118899.7127293178	n/a	n/a	14137141687.114298	67958.99462040165	n/a	4618424949.81578	n/a	76915.92398971714	49059.96510836694	n/a	n/a	n/a	n/a	-0.0634809933	0.1908201617	-0.1280160418	0.1280551821	-0.1101851405	0.0114075502	-0.130287156	0.1001790953	-0.0551238684	0.0694533059	-0.2038300475	-0.0982706229	-0.0034740177	0.0239635304	-0.0204669227	0.1062853005	-0.1603368635	0.25096625	-0.0556307286	0.0203387975	-0.086153385	0.0280779718	-0.1186820667	0.0813840929	-0.0560325011	0.0466395496	0.0413478515	-0.3117944396	0.046569725	-0.0962853541	-0.0717832548	0.1270119317	-0.1125793761	0.0453451156	-0.0187001241	0.0534613675	-0.1227108689	0.1498473676	-0.109627229	-0.103267247	0.033664416	-0.1548314818	0.1318385673	-0.0519610846	0.0798811832	-0.0145272146	0.0785497874	-0.1043989389	0.1585305665	-0.1931178835	0.11102697	-0.0068496513	0.1232758521	-0.104918611	0.0090642248	-0.039741054	0.0933042931	-0.0502757326	0.1707358717	-0.0575625035	0.0079967674	-0.111916951	0.0420893955	-0.0962870576	0.0069346102	-0.0479543526	0.0125817057	-0.2554641021	0.0183071644	-0.0246266674	0.1234961569	-0.0466067779	0.137324498	-0.0177229285	-0.1743667042	0.1643619509	-0.000356608	n/a	1.27169265664e-07	n/a	0.0614472	n/a	n/a	0.00377575838784	-0.0809603	n/a	0.00655457017609	n/a	0.00384924	n/a	n/a	1.48166485776e-05	-0.00231852	n/a	5.375534990400001e-06	n/a	-0.000536005	n/a	2.87301360025e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.410490077	0.8238987182	-1.607213176	-1.554812961	0.4398742418	0.786468008	1.69021177	1.448386274	1.097072456	-1.2003358	1.206848023	0.8895579133	0.5224373447	0.6452006609	-0.266829698	0.05511831462	0.1460386017	-1.897284072	1.563690621
69649.50874050648	-87.18663498944079	4851054067.793889	7601.509320781981	118746.97491455078	-152.73781476702425	23328.84005980581	14100844051.356953	67933.82304570195	-25.171574699692428	4615004313.604746	633.6081728621959	76875.19582310162	47248.22194182928	1.012151	28.876324	0.083469861	0.0453323	-0.0735289703	0.1844845064	-0.0906452464	0.1226245733	-0.1089600194	-0.0685522479	-0.1286663963	-0.0010463434	-0.0655236774	0.1727053555	-0.070731823	-0.0457886456	0.0204134473	0.090302988	-0.0623100219	0.0654636686	-0.0553676657	0.2311462471	0.0755935132	0.0496348157	-0.0549965038	0.0668592551	-0.0782037776	0.0843715588	0.1382597703	-0.111012009	0.0174678848	-0.218742756	-0.1165041779	-0.0071918078	0.0328163017	0.1613891902	-0.0765700176	0.0664393338	0.0071322492	0.0702586015	-0.0571185541	0.1359186276	-0.1083489182	-0.1264790725	-0.1036829811	-0.0266109786	0.1342352024	-0.0096269127	0.0890634502	-0.0807988815	0.1438073138	-0.0026219505	0.1367091282	-0.1193785703	0.1075003421	0.0008544715	0.096808604	-0.1060010686	0.0028065984	-0.075663162	0.1204399428	-0.0858349941	0.1943463653	-0.0129606269	0.0576616142	-0.1159152705	0.0466467678	-0.112266181	0.0140240457	-0.0536400146	0.0348441118	-0.192445326	0.0778999505	-0.0013662791	0.1042546431	-0.0514998984	0.0874002122	0.0280443399	-0.0428415918	0.1640657595	-0.000324147	3.246100000000001e-05	1.05071277609e-07	1.053716521000001e-09	0.0827991	0.0213519	0.00045590363361	0.00685569096081	-0.0598678	0.0210925	0.00358415347684	0.00044489355625	0.0032335	-0.00061574	3.791357476000001e-07	1.045552225e-05	-0.0021144	0.00020412	4.470687359999999e-06	4.166497440000014e-08	-0.000536005	0.0	2.87301360025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.433488146	0.7446510597	-1.532902791	-1.20845561	0.4087504523	1.000431739	1.443336048	0.2049766967	1.062581368	-0.9633466233	0.9149181318	0.8760486099	-0.2014740359	-0.1923214612	0.3910057492	-0.2682632872	-0.06001691882	-0.349410022	-0.6517418781
69765.96734346349	116.4586029570055	4867290199.369214	13562.606202697449	119037.7068132673	290.73189871651994	84525.0369313128	14169975643.361383	67919.41002721472	-14.413018487233783	4613046258.444916	207.73510191334287	76914.83119746411	50236.76889828449	1.3208	37.681999	0.050478755	0.0236772	-0.0591478241	0.2128119184	0.0047532665	0.0811658203	-0.1975838672	-0.0602024169	-0.0264833143	-0.0207905651	0.0337728029	0.1393539546	0.0526205447	-0.081463014	-0.0259654431	0.0888918864	-0.0445534348	0.1065857015	-0.1786588815	0.2137713688	0.1202862041	0.0797972876	-0.0151921018	0.0703869815	-0.0947458906	-0.0461291587	0.0732838926	0.0117623573	0.0258386396	-0.0130781869	-0.0893259592	-0.1437412304	0.0380756942	-0.0161672799	-0.1222795078	0.0899215791	-0.0391422057	0.1031590037	-0.0458491048	0.1536682924	0.0199655276	-0.0355841632	-0.1364578324	0.0377918447	0.0687062123	-0.085354847	0.1787082064	-0.0287873705	0.1290725662	-0.0964235456	-0.0455424637	0.0244587127	0.061321152	-0.0030763016	0.1090123858	-0.1097838429	-0.0258757449	-0.0530255916	0.0915036917	-0.0972539375	0.0812716329	0.077593134	0.0175213381	-0.0808609743	0.1015046979	-0.1166576269	0.0730766342	0.0107183803	0.0837374953	-0.0762954256	0.1828835374	-0.0243565914	0.0759186894	-0.0853060259	0.0202338434	-0.0712607537	0.0568619728	0.1634739106	-0.000321092	3.0550000000000173e-06	1.03100072464e-07	9.333025000000106e-12	0.099953	0.0171539	0.00029425628521	0.009990602209	-0.0728845999999999	-0.0130167999999998	0.0053121649171599	0.0001694370822399	0.00307917	-0.0001543299999999	2.381774889999995e-08	9.4812878889e-06	-0.00218649	-7.209000000000035e-05	4.7807385201000005e-06	5.19696810000005e-09	-0.000356325	0.00017968	1.26967505625e-07	3.22849024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.350434267	0.7547645055	-1.069249153	-0.2760041912	1.176384165	1.001140606	0.9382561188	0.101235499	0.744610643	-0.7613271998	2.188887926	0.9526741389	-1.025162104	-0.311489316	-0.8677323538	-0.5889663064	-0.3443062038	-0.1805905295	-1.251329178
69668.70812982823	-97.2592136352614	4853728892.479194	9459.354636949418	117616.2115827288	-1421.495230538494	2020648.6904436864	13833573227.07323	67930.34710491741	10.937077702692475	4614532057.794561	119.61966867473296	76611.7495499032	39874.14530372444	2.238703	63.869446	0.191889458	0.0822182	-0.1658883592	0.1035127254	0.1040845672	-0.0808041468	-0.2318682695	0.0298496428	0.0614550497	-0.0645186606	0.0708530843	0.1319941159	0.1043708537	-0.0955349324	-0.0256825132	0.1799599974	-0.0322394597	-0.0027155726	0.0070018475	0.1324927322	0.0141833096	0.0944150727	0.0091369198	-0.2187325938	-0.0562159288	-0.1010084751	-0.0683335669	0.2577697754	0.0327467183	-0.0547749619	-0.0844137823	0.2274520897	0.2094253885	-0.0077202913	-0.1275496415	0.0607468508	-0.0540594655	0.1866745426	0.0541818366	0.0648222432	0.0138117235	0.1139974872	-0.1307936855	0.0612476069	0.1081814822	0.033818297	0.1326699859	0.121806448	0.0707521026	-0.2552384449	-0.0788096461	0.0267806059	-0.1909048977	0.0045564997	0.0817445159	-0.1506501112	-0.0549409094	-0.0581515573	0.0369125718	-0.0995104078	-0.0381320534	0.1388387153	0.0859828629	-0.0317310725	0.1345613679	-0.0919273794	-0.0092963591	0.1575325457	0.0029528045	-0.0804312839	0.0731433423	-0.0517804034	0.1100437831	-0.1471718198	0.002976035	-0.0122260494	0.0353560638	0.1625874706	-0.0324349	-0.032113808	0.00105202273801	0.0010312966642608	0.0745513	-0.0254017	0.00064524636289	0.00555789633169	-0.0292684	0.0436161999999999	0.00085663923856	0.0019023729024399	0.00361106	0.00053189	2.8290697210000014e-07	1.30397543236e-05	-0.00133691	0.00084958	1.7873283480999998e-06	7.217861764000003e-07	-0.0007900099999999	-0.0004336849999999	6.24115800099842e-07	1.8808267922491325e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.466785233	0.2728922076	-1.65992314	1.258736015	1.334445004	0.984358714	0.1506522924	1.05582864	0.08109306378	-0.5837862118	1.091940969	0.6051539404	-0.9576450843	0.2280113966	-1.316344509	-0.1726881441	1.11192371	-0.8082364365	0.3150604496
69827.31831574465	158.61018591641914	4875854383.168328	25157.19107644105	117957.73748343332	341.5259007045097	116639.94085202662	13914027832.21057	68013.01630302177	82.66919810435502	4625770386.635104	6834.196315217096	76776.5563565475	44640.37664097377	1.536103	43.824501	0.05312135	0.0294222	-0.1286166349	0.1200864609	0.1373129014	-0.0386126944	-0.1983592944	0.0341802874	0.0642932976	-0.1298453107	0.0963469275	0.0486009621	0.0412455548	-0.1463117271	-0.0556258842	-0.0561956601	-0.0054091219	0.0378667343	-0.0214633149	0.0075399713	-0.1168219739	0.1147882207	0.0286244283	-0.0080636417	0.1313359028	0.0508760274	0.0301999381	0.0428225051	0.3601649981	0.0635112793	-0.0727476924	-0.0363747748	-8.15046e-05	0.0710098081	-0.155293926	0.0081763002	-0.1120216216	0.0232555732	0.0058290949	0.1399854998	0.0319771712	0.0094987686	0.0201775043	0.1260289294	0.1227346821	0.0311314765	-0.0800834198	0.0294250467	0.1226784103	0.1005350765	-0.1321776	0.0432848521	0.1095302051	0.0037454787	0.0616703811	-0.1284877979	-0.0631319382	-0.0504324705	0.0371783556	-0.0327596715	0.0110654154	0.208915912	0.0679292672	0.0283070714	0.0880776746	-0.0897047715	-0.1182467304	0.1586850919	-0.0157509577	0.0321314927	0.0352357016	-0.047233765	0.0200208917	-0.1116090538	0.0565209076	0.0507073355	0.0242794488	0.161408037	-0.0324397	-4.799999999999249e-06	0.00105233413609	2.3039999999992796e-11	0.0746024	5.109999999999837e-05	2.611209999999833e-09	0.00556551808576	-0.0498631	-0.0205947	0.00248632874161	0.00042414166809	0.00316397	-0.00044709	1.9988946810000026e-07	1.00107061609e-05	-0.00125714	7.977000000000006e-05	1.5804009795999998e-06	6.363252900000009e-09	-0.000912565	-0.000122555	8.327748792249999e-07	1.50197280250245e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.439047298	0.4685485569	-1.095255925	1.672449892	0.4109404038	1.014530857	0.1702340263	-0.1140436585	0.7722367356	-0.3554999885	1.019672986	0.8148518955	-1.148973867	1.362538227	-0.8065911629	-0.6071891025	-0.2008670844	-0.1780785844	-0.1170380451
69876.38522424239	49.06690849774168	4882709212.006721	2407.5615095257544	118935.4545942034	977.7171107700852	955930.748692603	14145642359.52982	67985.4815549925	-27.534748029269394	4622025702.264225	758.1623490353549	76875.38321684927	46684.91577241256	1.046743	29.863222	0.1256770499999999	0.0752467	-0.1129532478	0.1086498016	0.1784526188	-0.0429149068	-0.1301630323	0.0598423105	0.1328103516	-0.1376796031	0.0622136333	0.1136132142	0.1359323865	-0.134418245	-0.0933635011	-0.0554852798	-0.0557540602	0.1064196713	0.0446488757	0.1179308925	-0.1610066133	0.1356366061	-0.0480804041	-0.1307766368	0.1339427588	0.0278550101	0.0643563987	0.0564622085	0.1424015582	0.1661191017	-0.0372216704	0.0112873031	-0.1607399497	-0.1702404325	-0.1203503402	-0.0110063628	-0.1543036278	0.0212039069	0.053069396	0.1175240137	0.1271384929	0.0913474875	-0.0196678038	0.0782034661	0.0906949051	0.0236655777	-0.1670901362	0.1317495775	0.1142685953	0.0071196056	-0.1700133763	0.0554231752	0.0432333711	0.0041068478	0.0286917292	-0.112941221	-0.0692479782	-0.0435377783	0.0161076345	-0.0670752728	-0.0548147036	0.1453939402	0.0503767186	0.0367743806	0.0644584276	-0.022291408	-0.0959115421	0.1569567201	-0.018543295	0.0863349843	0.0815011821	-0.0678193484	-0.048738941	-0.1220057063	0.0070564921	0.0366698319	0.0445433255	0.1599377353	-0.0225355	0.0099042	0.00050784876025	9.809317764000004e-05	0.060268	-0.0143343999999999	0.0002054750233599	0.003632231824	-0.0339673	0.0158958	0.00115377746929	0.00025267645764	0.00191155	-0.00125242	1.5685558564e-06	3.6540234025e-06	-0.00086222	0.0003949199999999	7.434233284000001e-07	1.5596180639999994e-07	-0.000976078	-6.351300000000007e-05	9.52728262084e-07	4.0339011690000085e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.21158807	0.6867560559	-1.10244016	1.865377764	0.9352792887	0.9026630575	0.3922647879	-0.0248475124	0.2570654175	0.04408078006	1.304024797	1.270665156	-0.4560593745	0.5542314195	-0.296729288	-0.6123162149	-0.4318145575	-0.21923086	0.367760645
69894.03953007523	17.654305832838872	4885176761.831718	311.67451443940865	118080.55087280272	-854.9037214006821	730860.3728647351	13943016494.424553	68031.56170701951	46.0801520270179	4628293388.296004	2123.380410833082	76871.70926992822	44383.79285185502	1.031744	29.435331	0.1639	0.101538	-0.1235655961	0.0652308272	0.1542903421	-0.0301021361	-0.1236341884	0.0148542579	0.1469874555	-0.1262932697	0.1189679746	0.0056163884	0.1071976788	-0.108248355	-0.0992560918	-0.0827001053	0.0336068932	0.0518067027	-0.0183302916	0.0874466706	-0.1139004166	-0.1635191919	-0.0010477318	0.094161328	-0.1363316006	0.1674863966	0.1237643604	-0.1022088549	-0.0483669142	0.0739080579	0.0965570832	-0.0044603964	-0.1258640341	-0.0526109283	-0.119352313	0.0315788888	-0.1480046238	-0.0448007186	0.0434724615	0.1170662394	0.086540293	0.062602891	0.0344124256	0.1070659582	0.0243197233	-0.1553813587	-0.1341491811	-0.0237092455	0.0103797471	0.1701228355	0.0131757126	0.0188390812	-0.0195905844	-0.0011479765	0.087350046	-0.1161757529	-0.0429992385	-0.012007255	0.0041642791	-0.0293264363	-0.0797030814	0.0854985179	0.0053404612	0.070170941	0.0793344367	-0.0078015366	-0.053537625	0.1541225975	0.0084417842	0.0635718318	0.0819165261	-0.0474614777	-0.0039063519	-0.0330165622	0.0636649103	-0.0444158858	0.1020983433	0.1581792149	-0.0324374	-0.0099018999999999	0.0010521849187599	9.804762360999996e-05	0.0470692	-0.0131988	0.00017420832144	0.00221550958864	-0.0617191	-0.0277518	0.0038092473048099	0.00077016240324	0.00368652	0.00177497	3.1505185009000004e-06	1.35904297104e-05	-0.00125714	-0.0003949199999999	1.5804009795999998e-06	1.5596180639999994e-07	-0.000885018	9.106e-05	7.83256860324e-07	8.291923600000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.30730509	0.640379849	-1.183973882	1.464468616	1.254964016	0.5269462113	0.7155028902	-0.8670988479	0.2120278615	-0.2923234186	1.057040081	1.781421628	-0.3611341302	-0.08825609506	0.09201272349	-0.464178849	0.01342834344	-0.4354390807	-0.06132100321
69866.68004513244	-27.359484942790004	4881352980.528907	748.541416334753	118140.5143258231	59.96345302037662	3595.6156981269137	13957181125.170012	68022.60393440316	-8.957772616355214	4627074646.01668	80.24169024632334	76477.32143700415	38433.874899643575	1.71165	48.832802	0.1769335999999999	0.0904822	-0.1710063014	-0.0664328336	0.1029572012	-0.0352112837	0.0052517468	0.1418296729	0.1013823684	-0.1436427797	0.0382127084	-0.01205375	0.0838120217	-0.0891989973	-0.0678066632	-0.0859985986	-0.0274890019	-0.0545707812	-0.0127923639	-0.1652854205	-0.0054315174	0.0443002586	0.079446906	0.0084896093	-0.0429792616	0.0471100384	0.1887055632	-0.1209222113	0.0035539165	0.037404885	-0.1110384056	0.1090972724	-0.1401437194	0.0831480832	-0.0301610009	-0.1388464555	-0.1325683055	0.0094449421	0.040791023	-0.0746012235	0.0392576935	0.0184188209	0.0373869363	0.1189431112	0.0934341426	-0.01717642	-0.0420696871	-0.0245557902	0.0855818757	0.0472368014	0.002491781	0.2591872513	0.0419750504	0.0140210988	0.0141981479	-0.1321874662	-0.1138983179	-0.0661696213	-0.0102329899	0.0310036073	-0.0212766955	0.079621388	-0.0655626482	-0.0207084554	0.0592762233	0.0577108526	-0.0667431955	0.0981486382	-0.0173432041	0.08956147	-0.0891151751	-0.0137953072	-0.0045572748	0.0764908773	0.0129113554	-0.0401788922	0.0036667702	0.1561356449	-0.00456189	0.02787551	2.08108403721e-05	0.00077704405776	0.0743029999999999	0.0272337999999999	0.0007416798624399	0.0055209358089999	-0.00942601	0.05229309	8.88496645201e-05	0.0027345672617481	0.00263584	-0.00105068	1.1039284624e-06	6.9476525056e-06	-0.00125714	0.0	1.5804009795999998e-06	0.0	-0.000545074	0.000339944	2.97105665476e-07	1.15561923136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.296591164	0.1809198405	-1.12990226	1.643356361	0.06841647919	-0.03010539478	0.7630247432	-0.7051887535	0.180159085	0.1530505273	0.8862190036	1.567399918	0.5561369596	-0.5669447663	-0.003397747015	0.07202542549	0.5138625071	-0.4905992727	0.2933835061
69931.6999098123	65.01986467986717	4890442652.276042	4227.582802988238	118081.93943132673	-58.57489449637069	3431.0182652609574	13943344419.863514	68032.05386167417	9.449927271009074	4628360352.637735	89.301125427361	76536.52106010342	42016.83701396889	1.383836	39.480392	0.0806614299999999	0.0341255	-0.1264186776	-0.0449478599	0.0656309122	0.0482313079	0.0893465082	0.0841652295	0.0664998421	-0.0844653014	0.0583567765	-0.053294032	0.0292094038	-0.1025141637	-0.0763641973	-0.1016303542	0.0081500677	0.0230943972	0.0669930469	1.80038e-05	-0.06232833	0.1453593994	0.0690422053	0.0880687305	-0.0738659149	-0.1691516196	-0.0426154987	0.1265642529	0.0091088226	0.0865214609	0.1739089894	-0.0716477988	-0.017836543	-0.0961244256	-0.031108313	-0.12394737	-0.1110927322	-0.0329020314	0.0281343082	-0.1134881657	0.0474848123	0.0600134657	0.0537555479	-0.05260844	0.0874785164	-0.0558268019	0.0583499318	0.0378704388	-0.1486859442	0.0567363396	0.0760543404	0.244315759	0.0804521767	0.0132983462	0.0165186037	-0.1188631108	-0.1038111395	-0.030776783	0.0026480881	0.0582920881	-0.0626414961	0.0344652707	-0.0876963783	0.0375401439	0.0539124762	0.1033803251	-0.0468182398	-0.0217455886	0.029279257	0.1261772805	-0.0649864624	0.0167041172	0.0293056293	0.0035424413	0.0307738568	-0.0549518231	-0.0863068784	0.1538107079	0.00539805	0.00995994	2.91389438025e-05	9.92004048036e-05	0.094308	0.0200050000000001	0.000400200025	0.008893998864	-0.0264949	-0.0170688899999999	0.0007019797260099	0.000291347005832	0.00221975	-0.00041609	1.7313088810000006e-07	4.927290062499999e-06	-0.00100313	0.0002540099999999	1.0062697969000002e-06	6.452108009999991e-08	-0.000542622	2.4520000000000097e-06	2.94438634884e-07	6.012304000000048e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.186570063	0.3595654862	-1.184102622	1.078052863	0.3881711681	-0.6475828993	0.6682532284	-1.009274839	0.6820393375	0.07741543896	0.8353231107	1.364729835	0.6891027171	-0.1107272657	0.6435229762	-0.08237942852	0.3938637135	-0.3591928786	0.7255189518
69808.77623147563	-122.9236783366796	4873265238.936236	15110.23069581947	117942.34442138672	-139.595009940007	19486.766800150654	13910396607.61301	68019.64942520646	-12.404436467710184	4626672707.927989	153.8700440814583	76532.49806679731	38312.97126341086	1.350846	38.539192	0.0611706099999999	0.031712	-0.1479707048	-0.0990562107	0.0083752832	0.0396494618	0.1328231721	0.055857796	0.0829379403	-0.0791368604	0.0212025181	-0.0403904437	-0.0468827049	-0.0994129954	-0.044407509	0.0668922343	0.0131312301	-0.1763556582	0.0464682583	-0.1571520904	-0.0465343524	0.234075507	0.0068903013	-0.0038627356	0.0432236722	-0.1121917301	-0.1617025244	0.1212184175	0.0977173634	7.0609e-06	-0.079965805	-0.1650750084	0.1425368798	0.0205744289	-0.0386067831	-0.0841914763	-0.0747029993	-0.0200936377	0.0238188586	-0.2360739275	-0.0148190685	-0.009691243	-0.1306892744	0.0596549833	0.0546943867	0.072323673	0.0739659819	0.0452435301	-0.099396074	0.0030578052	-0.0145598225	0.0146725975	0.0728163818	0.0157803049	-0.0075508702	-0.1101960728	-0.0924185417	-0.0596642752	-0.0119094634	0.0508066901	-0.0719306506	-0.0471838904	-0.1494603697	-0.0007401546	-0.0121835355	0.1407031786	0.0239962286	-0.0844590761	-0.0046246693	0.0895793437	-0.029468729	0.0622867685	0.0242032646	0.0413257915	-0.0236071078	-0.2073676566	-0.0420092262	0.1512085936	0.0133571	0.00795905	0.00017841212041	6.334647690250001e-05	0.0920344	-0.0022736	5.169256960000003e-06	0.00847033078336	-0.00348344	0.0230114599999999	1.21343542336e-05	0.0005295272913315	0.00201408	-0.0002056699999999	4.230014889999993e-08	4.056518246400001e-06	-0.00125714	-0.0002540099999999	1.5804009795999998e-06	6.452108009999991e-08	-0.000641472	-9.885000000000004e-05	4.1148632678400004e-07	9.771322500000009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.149064815	0.2167682028	-1.07660416	0.5470152828	0.6149330699	-1.291641569	0.8859504307	-0.5610693052	-0.08323292602	0.23350478	1.51703588	1.296578375	1.710626069	-0.6316906435	0.6547943621	-0.2399820649	-0.5508132198	-0.5963552067	-0.08871844655
