global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_11	aroma_motion_13	aroma_motion_15
79981.43873553982	n/a	6397030542.20691	n/a	134319.89143254206	n/a	n/a	18041833234.449886	77423.2211232038	n/a	n/a	5994355169.09251	84764.88374931415	70380.23791213564	n/a	n/a	n/a	n/a	-0.0138859454	-0.0900140425	0.0808160159	0.1049552308	-0.0131280395	0.2203168871	-0.0728589786	0.0651973214	-0.2173496733	0.05086489	-0.2263773807	0.0747599415	-0.0901948919	0.0042922711	-0.2369729891	0.1711541008	-0.1908426784	0.1025612387	-0.0585085795	0.2108088217	-0.0950933876	0.0974833023	-0.0441638559	0.100378981	-0.0245357768	0.0064729285	0.0231706783	-0.2037397127	0.1273523142	-0.1302635265	-0.0985744049	0.1112540859	0.1343401185	-0.0512250539	-0.0751562268	-0.2215174612	0.1898153409	0.020338958	-0.1556058715	-0.2718853189	0.0850041354	-0.1931873691	0.0421817841	-0.0802671296	-0.1165025456	0.0397144447	-0.0298910865	0.1178646534	-0.0039300936	0.0174782482	-0.097803968	0.1100452618	-0.1564156672	0.1957492043	-0.0651476868	0.0547805706	0.0889426973	-0.1389148198	-0.0351608816	-0.2204597788	0.1706290311	-0.1175387364	-0.0030944646	-0.0509323106	-0.0847558222	-0.1297110221	0.0228519957	-0.1169020528	0.2911672318	-0.2447680428	-0.1585402548	0.0190604258	-0.0675466969	0.0873372543	-0.0455102501	0.0764017269	-0.1912865348	0.063426748	-0.1225244969	0.0074063162	-0.0348829434	0.1849282127	-0.146648961	0.0788208771	-0.0382257901	-0.0016135317	-0.14242951	0.0463073826	0.1643619509	0.0110492	n/a	0.00012208482064	n/a	0.0199526	n/a	0.00039810624676	n/a	0.0290591	n/a	n/a	0.00084443129281	-0.000468515	n/a	2.19506305225e-07	n/a	0.000829848	n/a	n/a	6.88647703104e-07	-0.000418105	n/a	1.74811791025e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9695838732	1.476474187	1.628283702	0.3410749796	0.6002754916	-0.2384167674	1.240255268	1.03405758	0.09177627114	2.42384012
79725.60734192791	-255.8313936119084	6356172466.039269	65449.70195741122	134033.26052934697	-286.630903195095	82157.27466643593	17964914928.1278	77329.63816729758	-93.58295590621128	8757.769636143885	5979872939.085167	84627.06400420242	67741.67658764623	1.721679	30.743021	0.23018305	0.117231	0.0303413037	-0.0945472279	0.0426785746	0.0319054181	0.0722525128	0.2836452032	-0.027518878	0.0278080158	0.0951408092	0.1074121408	0.058371055	0.1353727083	0.0479535292	-0.0431383527	-0.073636152	0.2068282484	0.0697455059	-0.1891124719	-0.1285938558	-0.0942279021	0.1123078432	0.0584855933	0.0024016683	0.0973414634	-0.1877373858	0.0182789494	-0.1744634511	0.0562028605	0.1257237232	-0.0364525978	-0.2366113536	-0.1354984805	-0.1510046034	0.1717116187	0.0571924783	-0.1378399745	0.1778088711	-0.0615562111	-0.1954637515	-0.0941880624	0.1135128465	-0.2512125969	-0.0250179875	0.1612147174	0.0731937946	0.0577783503	0.1537455624	0.1094623477	-0.0108179917	-0.0947492452	-0.3618839576	0.0642351742	0.0412598429	-0.0437248129	0.1879628763	-0.032443317	0.1293789943	0.0825271524	0.1207979621	-0.0310931289	-0.0047247743	0.1616181101	0.0875529969	0.1252071806	0.1733389829	-0.0092297715	0.045271487	-0.0947088592	0.3122771138	-0.1679104088	-0.2193108271	-0.0011899332	0.1615973941	0.1334738671	-0.1136955088	-0.060087354	-0.0914636653	-0.0664041774	-0.0071512178	0.0075745263	0.185742265	-0.1442946806	-0.020626699	-0.0916183472	0.0438053114	0.045291353	-0.0147754602	-0.0524076745	0.1640657595	0.0178224	0.0067731999999999	0.0003176379417599	4.587623823999998e-05	0.0650419	0.0450893	0.00423044875561	0.00203304497449	0.106799	0.0777399	0.00604349205201	0.011406026401	-0.00165397	-0.001185455	2.7356167609e-06	1.405303557025e-06	0.000466334	-0.000363514	1.32142428196e-07	2.17467399556e-07	-0.000880749	-0.000462644	7.75718801001e-07	2.1403947073600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574840767	1.964931584	1.046048971	1.176120876	0.6195995093	-1.261372815	2.287840995	1.384938483	0.1533402871	0.5760674459
79662.36522778442	-63.242114143489744	6346092433.6849165	3999.5650013381855	132783.9069573818	-1249.3535719651554	1560884.3477820929	17631565946.86663	77341.58262032602	11.944453028438147	142.66995814856523	5981720402.216716	84481.61453605098	65380.7238403131	1.197981	21.391653	0.16238245	0.0841635	0.0647913238	0.0045447788	-0.0851157188	0.1623067277	-0.0048628613	0.0430080729	-0.0794885093	-0.1956273798	0.0780557837	0.0342147549	-0.141559171	-0.1500113879	0.1212003278	0.0988975434	-0.0617278396	0.1177158981	-0.0616541265	-0.1135266004	0.0667038722	0.0137281334	0.0506007232	0.1330677099	0.1753861254	-0.0813065613	0.0299418863	-0.0553978864	-0.0364168754	-0.0908547823	0.126391534	0.0648143148	-0.1711108282	0.1974371373	-0.0066321089	-0.0333879465	0.053398276	-0.1060053773	0.1933892485	0.0409813123	0.1133169213	-0.0385499902	0.1112410206	0.0591433827	0.0127231968	-0.0465351664	0.107648579	0.1885490207	0.0596021058	0.0478837858	0.0369215464	-0.2131939429	-0.0687730188	0.1271123461	-0.0587193397	0.0419584107	-0.04204808	-0.0551860477	-0.1239002235	-0.0835107441	0.0587082734	-0.2047158966	-0.0394760997	0.0843274241	-0.3817344369	0.1816983157	0.0083888907	-0.1307662789	-0.137914301	-0.0871538172	0.1288481703	0.0526893038	-0.0090190029	0.0584070434	-0.0105405202	0.0843404212	-0.0967373607	-0.0827208825	-0.2767889469	-0.08505854	0.2123379318	-0.01537887	-0.0683125993	0.0617159392	0.0529863513	-0.1659772686	-0.0010729476	-0.0677218181	-0.081473149	0.1501295372	0.1634739106	0.0179135	9.11000000000002e-05	0.0003208934822499	8.299210000000038e-09	0.030211	-0.0348309	0.0009127045209999	0.0012131915948099	0.0629575	-0.0438415	0.00192207712225	0.00396364680625	-0.000626825	0.001027145	3.9290958062500004e-07	1.0550268510250003e-06	0.000648924	0.00018259	3.333910810000002e-08	4.211023577760001e-07	-0.000418105	0.000462644	1.74811791025e-07	2.1403947073600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.552511306	0.9593306469	-0.9307151152	-0.1721576457	-0.3369697158	-1.540469567	0.7297091581	0.5244988911	1.310488104	0.6381965814
79787.16958302526	124.8043552408344	6365992430.070431	15576.127087080393	133780.40314503206	996.4961876502492	993004.6520014808	17897196265.647305	77345.10808337839	3.525463052370469	12.428889733629305	5982265744.429485	84557.30623378891	66777.89217770408	1.032962	18.444992	0.0703881499999999	0.041374	0.0722874282	0.0267557493	-0.0400668433	0.0268277597	0.0311023473	0.1158562016	0.018134272	-0.0191583771	-0.0388415016	-0.0172322378	-0.0723459769	0.1330025416	-0.0553723265	0.1456986363	0.0961813736	0.0108891346	0.1311941781	-0.1459439766	0.1863348222	-0.0441710958	-0.1054669393	-0.0565379378	-0.0562041862	0.0555857317	-0.2483904071	-0.0440579902	0.0876835132	0.0520638191	0.0524745518	-0.1855773707	0.1710338383	-0.1073356153	-0.0230463851	0.0879793477	-0.0704582216	-0.0681939673	0.0555590274	0.0886023007	-0.019846935	-0.0645376726	0.083526883	0.092151966	-0.0570993092	0.1536432562	0.0598506448	0.0035209232	-0.119351949	0.1104918652	-0.0475430173	-0.0515314019	-0.0380141769	0.1274023081	0.0992986188	-0.1209276652	0.1676359873	0.0391169752	0.0882142741	-0.1302186296	-0.1996890627	0.0968135906	-0.052744219	0.1666785162	0.0605797696	-0.1420564865	0.0731886082	-0.028030859	-0.1031411047	-0.0424715176	0.229511812	0.0949935202	-0.0030763703	-0.0330958503	-0.0723468619	0.2875846429	-0.1335501469	-0.0239389494	0.1388952244	0.0235812417	0.0471982549	-0.0223546966	-0.0628334474	0.1249273552	0.177498867	0.1068314094	-0.0173949113	-0.1316128382	0.0049607268	-0.1666135419	0.1625874706	0.0178618	-5.169999999999828e-05	0.00031904389924	2.672889999999821e-09	0.0301296	-8.139999999999883e-05	0.0009077927961599	6.62595999999981e-09	0.0841660999999999	0.0212085999999998	0.0004498047139599	0.0070839323892099	-0.00121236	-0.000585535	1.4698167696e-06	3.42851236225e-07	0.0008564799999999	0.0002075559999998	4.307949313595846e-08	7.335579903998287e-07	-0.000605943	-0.0001878379999999	3.67166919249e-07	3.5283114243999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.962471463	1.597977594	-1.436943298	1.23225121	0.4804891474	-1.719248197	1.146523576	0.006333100304	1.068807075	-0.08440304725
79726.95764729539	-60.21193572986522	6356387775.693633	3625.47720433742	133449.99136117788	-330.41178385418607	109171.94690970538	17808900194.29845	77319.29890296662	-25.809180411772104	666.1137935274008	5978273982.846295	84471.71571197874	68107.47043802918	1.470528	26.25836	0.0888984	0.0502019	0.0353130438	0.0752118329	-0.0478706592	0.0545090372	0.0433445304	0.0415704677	-0.0258110666	-0.1777772142	-0.084305592	-0.0892045039	0.0326741782	-0.1080649233	-0.1896370861	-0.1177803641	-0.1008956065	-0.1091213307	0.0410836028	-0.1275194319	-0.2209923544	-0.060847813	-0.1927834648	-0.0612882199	0.1479897939	-0.0146647339	0.0364229958	0.1792340711	0.0498132498	-0.1376731434	-0.0710178791	0.0214995648	0.0097029959	-0.051257956	-0.056346311	-0.0302569691	0.0335064137	-0.1020299435	-0.0422310116	0.025552138	0.028762566	0.0637312553	0.0443451594	-0.0399942351	0.1843739714	-0.0743214012	0.0231822365	0.1601673274	0.0683745634	-0.0764973579	-0.2209923957	0.0689249247	-0.0143037738	-0.0596983017	-0.0935496606	-0.0762634433	0.0789959712	0.1474994363	-0.1125794384	0.0867046145	-0.054814539	-0.0671152308	0.0088087436	0.1012004344	-0.0564642039	-0.0590884265	-0.0317721812	-0.0601783814	-0.1585506436	-0.0702621316	0.1017189563	0.1943518036	-0.1086328363	-0.0548469584	0.096090785	-0.0326693988	-0.0903136578	0.0769760964	-0.1291393442	-0.0796532682	-0.0305528489	-0.0784026466	0.0987050254	0.0152711496	-0.1654383642	0.0456134079	-0.1108843781	0.0081178605	-0.0741843204	0.0682730413	0.161408037	0.0100699	-0.0077919	0.0001014028860099	6.0713705610000015e-05	0.0301667	3.710000000000172e-05	0.00091002978889	1.376410000000127e-09	0.0464016	-0.0377644999999998	0.0014261574602499	0.00215310848256	-0.00071014	0.00050222	5.042988196e-07	2.522249284000001e-07	0.00103252	0.0001760400000001	3.0990081600035246e-08	1.0660975504e-06	-0.000418105	0.0001878379999999	1.74811791025e-07	3.5283114243999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8287898439	0.6750605531	-1.921930998	0.1807284355	0.2101358204	-2.401692148	-0.2865287805	0.3792127676	0.2959104561	1.521955702
79835.02348989899	108.06584260359524	6373630975.632723	11678.226337625018	133870.0889360477	420.0975748698111	176481.9724114965	17921200711.745316	77303.65984722652	-15.639055740102776	244.5800644420416	5975855825.7757015	84556.97028693635	67876.17070352896	1.299812	23.20999	0.02967335	0.0178885	0.0039572571	0.0702226512	-0.0600579791	-0.0201785775	-0.0342158261	0.0257337341	0.0811657053	-0.1266295008	-0.1816564174	0.039011682	-0.178849363	0.0178815704	-0.1793816921	0.1754193977	-0.0356558642	0.0850999512	0.2674654794	0.0582713357	-0.0309922497	-0.1225451922	-0.1584649615	0.0304659719	0.2572922891	-0.1088200732	-0.0875090336	0.0651279667	-0.0608043311	0.0347925986	0.17473743	0.2091114434	0.0018390343	-0.1658512044	0.0662202785	0.0381189238	0.1025027203	0.165267637	-0.0157911118	-0.1424501416	-0.0388297192	-0.2040144156	-0.0099862581	0.210349243	0.0740660923	0.0112045703	-0.0238811913	0.078933883	0.0334731095	0.0710496004	-0.2514869547	0.1090262559	-0.128420713	0.1925489919	0.0161606983	-0.1828632197	0.1024126919	-0.2512870067	0.0056010678	0.1335039026	-0.0089848336	0.1180987476	0.1029327351	-0.0911118973	-0.0283308808	-0.0254174384	-0.0924896095	-0.0635277497	-0.1495623826	-0.0440637235	0.1615473051	-0.0278934787	0.0523675889	-0.1078415948	-0.0345464176	0.0314999745	-0.1962911072	0.0060368867	0.0052963824	0.0558671059	-0.0141217955	0.0316402663	0.0378938669	-0.1970791888	0.0395019803	0.1422417897	0.0926404993	0.0518767311	0.1792184957	0.0147494993	0.1599377353	0.0178987	0.0078288	0.00032036346169	6.129010944000001e-05	0.0301779	1.1199999999999403e-05	0.00091070564841	1.2543999999998667e-10	0.0422401	-0.0041614999999999	1.731808224999999e-05	0.00178422604801	-0.000653561	5.657899999999996e-05	4.27141980721e-07	3.2011832409999955e-09	0.000735662	-0.000296858	8.812467216400006e-08	5.411985782439999e-07	-0.000418105	0.0	1.74811791025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.221688692	0.6684126443	-1.361356379	1.247174348	0.8220466691	-0.337885444	0.5486316257	-0.8057161257	0.2277970678	0.8314848577
79666.74856910596	-168.27492079303192	6346790827.573146	28316.448967901168	133794.61083358372	-75.47810246396693	5696.943951561091	17900997888.11012	77293.93855743975	-9.721289786772104	94.50347511839962	5974352937.721271	84459.25278550229	67040.56596492858	1.173291	20.950771	0.11338855	0.0617017	0.0237831586	0.0506733543	-0.0450739782	-0.0326253226	0.0707276454	0.0326964321	0.0939286626	-0.1145266289	0.0910535857	-0.0784004189	0.1231029546	0.0524732481	-0.0816646514	0.0036033731	0.0607318095	-0.0807360125	0.0798134116	-0.0553330454	-0.0465560268	-0.0565218005	0.1156505772	-0.0675869146	0.1273562654	-0.0939996494	0.1957405811	-0.0035326118	0.2292332896	-0.0196107095	0.1492945671	0.2419911492	0.0750222942	0.0328935053	-0.0163600505	0.099728523	-0.0574634486	0.0415076301	0.0488345121	-0.0026505692	0.011353781	0.093224067	0.0339936615	0.0849534573	0.087359669	0.0396417869	0.0882075601	0.0611268164	0.0680935502	-0.0494445483	-0.0549621819	0.1102943146	0.0704528199	0.1134769641	0.0467415593	-0.1329188667	-0.1881489765	-0.086950164	-0.0769516965	0.235610327	0.098575604	-0.1123226284	-0.0631013697	0.0337140293	-0.0052972911	0.1599037493	0.1096036245	0.0294253372	-0.1065004374	-0.0479329996	0.1052061913	0.1044030772	0.0213601303	-0.0942641863	0.1277724752	0.0094739621	0.0033146827	0.1046835592	0.1359910221	0.0865372277	0.0470221359	-0.0767306582	0.21258143	0.0650222504	0.2758805444	0.0788697392	0.156276022	0.015225581	-0.1010062245	-0.1658646366	0.1581792149	0.0179307	3.200000000000078e-05	0.00032151000249	1.0240000000000496e-09	0.0459724	0.0157944999999999	0.0021134615617599	0.0002494662302499	0.0837054	0.0414653	0.0017193711040899	0.00700659398916	-0.00133421	-0.000680649	1.7801163241e-06	4.6328306120100006e-07	0.000596823	-0.0001388389999999	1.9276267920999996e-08	3.56197693329e-07	-0.000720552	-0.0003024469999999	5.191951847039999e-07	9.147418780899997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.264696319	0.6292683878	-1.047116624	1.220019992	0.5990299267	-1.604391459	0.2146129823	0.9353822912	-0.7362871922	0.3618247655
79793.26321079781	126.51464169185785	6366964853.82766	16005.954562419172	133370.41721128806	-424.1936222956574	179940.22919631086	17787668187.113045	77331.9031839076	37.96462646785949	1441.3128628440973	5980223250.045259	84451.13469080457	70236.77684133031	1.973798	35.244949	0.16566697	0.0907168	-0.0583158877	0.1066710913	-0.0477327025	0.1134474894	-0.0700142904	-0.1608609479	0.0815917056	-0.157861408	-0.1263411047	-0.0055887244	0.0151621642	-0.0326246381	-0.1310368557	0.0944792449	-0.068171295	-0.0129726475	0.0817541314	0.1943225035	0.1878455116	0.1230191951	-0.1032023453	0.0772567725	0.1666902314	0.0818178837	0.2110629768	-0.3114290682	0.2339936354	0.0611184105	0.0840994197	-0.0640615447	0.0129223841	-0.0843017792	0.0055765555	-0.0870841985	-0.0389936035	-0.0919400434	0.10450672	-0.0823539733	-0.034411634	-0.0482631153	-0.0513501493	0.2409655793	0.1114084698	-0.120939103	0.0047066191	0.1685549448	-0.0959647952	0.1021952817	0.0224864983	0.1000210207	0.1156326429	0.1208805213	-0.0256764052	0.1328243004	-0.1930269986	-0.2690072766	0.0923006416	-0.0558159476	-0.0214534634	-0.0126700773	0.1842022574	0.1691941112	0.1380455697	0.0798121207	-0.1982895993	-0.0410783683	-0.1911039042	-0.0296299325	0.0087800562	0.0080883591	0.0619377338	-0.0959984345	-0.0499779862	-0.0379081891	-0.1164694204	-0.1787728891	0.0773774103	0.2035082604	0.04776659	0.1148989888	0.0416550477	-0.1384985058	-0.1861410605	-0.0183879783	-0.0074809942	0.1915333266	0.0148594201	0.051365485	0.1561356449	0.0178886	-4.2099999999999776e-05	0.00032000200996	1.772409999999981e-09	0.00636808	-0.03960432	4.05524428864e-05	0.0015685021626623	0.0170012	-0.0667041999999999	0.0044494502976399	0.00028904080144	-0.000623049	0.000711161	3.88190056401e-07	5.05749967921e-07	0.000769542	0.000172719	2.9831852961e-08	5.92194889764e-07	-0.000418105	0.0003024469999999	1.74811791025e-07	9.147418780899997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.730144735	0.4453809558	-2.669739418	-0.6945774808	-0.1844370719	-0.002857045681	-0.1636793815	-0.4938338443	-0.4004194491	0.653092177
79872.41871607819	79.1555052803742	6379603271.556518	6265.594016191348	133600.5447278145	230.12751652643783	52958.67386262592	17849105551.568764	77458.26861866502	126.36543475741928	15968.22310143159	5999783377.401267	84530.1739917947	68293.53966868577	1.730805	30.905973	0.12693117	0.0646418	-0.0530880783	0.0470215688	-0.0942460663	-0.0199683355	0.0005073242	-0.1198573986	0.161038104	0.0437301971	0.0481866759	-0.0466643531	-0.1853204486	0.0580763818	-0.0314464309	0.0606710488	-0.1009402162	-0.2454871316	0.1196102714	0.0921931663	-0.0377087077	-0.0349810898	0.1152575068	-0.172405454	-0.0910156099	0.1130838718	0.182408688	0.0491190129	0.1985928379	0.1207964565	-0.0975222509	-0.063920473	0.0808698661	0.0510934198	-0.2461854452	0.0563590464	-0.0314176307	-0.0431388551	0.1000044776	-0.0655937821	0.0632655076	-0.0649213192	-0.0402269169	0.1396181457	0.1633675811	-0.047494956	0.0508577225	-0.3012356965	-0.051313285	-0.0339096654	0.1525717491	0.1999592279	0.0519345439	-0.104893327	0.1264884518	-0.0453442131	-0.0860630933	0.0654796691	0.0099226674	0.1387406489	0.0968195427	-0.104070759	-0.0474390596	0.301808337	-0.0097126746	0.0730025052	-0.0062699955	0.0528410827	-0.0607857147	-0.0706689264	0.1046043954	0.1642739902	0.0347512902	-0.0400322726	0.0234427436	-0.0521106307	0.1885372263	-0.04229717	0.1863459795	-0.0465381278	-0.2163264431	-0.0184323288	-0.1038145894	-0.035508455	-0.0698989065	0.0486791424	0.1109541714	-0.2109662074	-0.1652899684	-0.1072744915	0.1538107079	0.0110959	-0.0067927	0.00012311899681	4.614077329000001e-05	0.0445775	0.03820942	0.00198715350625	0.0014599597767364	0.0524304	0.0354292	0.00125522821264	0.00274894684416	-0.0012108	-0.000587751	1.46603664e-06	3.45451238001e-07	0.000427296	-0.000342246	1.17132324516e-07	1.8258187161600002e-07	-0.000418105	0.0	1.74811791025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.914966135	0.4023594282	-0.2571547569	1.722639353	-0.2198136561	-1.084420768	-0.1243143107	0.05581743878	-0.3975566219	1.30625602
79782.1754767989	-90.24323927928344	6365195523.810733	8143.842235618006	133463.9164851262	-136.62824268831173	18667.27670009621	17812617003.548737	77452.51581089693	-5.752807768090861	33.09479721660655	5998892205.43724	84479.85948411313	66820.90052998965	1.291348	23.058842	0.0327928	0.0175333	-0.0287241404	0.0224205994	-0.10859512	-0.024954449	0.0068010719	-0.0642864164	0.1225281698	0.010430256	0.1265841653	-0.1157407739	-0.0300698455	-0.090819763	0.1117686764	-0.1217234055	-0.254302377	-0.1541980067	0.1205845849	0.0016733993	-0.0606521613	0.1028389303	0.0871471323	0.020034969	-0.0842793023	-0.0150923852	-0.1687595246	-0.0767906425	-0.12966613	-0.0052153241	0.1495106043	-0.0717691587	-0.068103181	0.2051960209	0.0405606682	0.1097386948	-0.2063803942	0.0795489444	-0.1661285784	-0.0655558557	0.2374495212	0.0474560902	0.0087164397	-0.0398976243	0.2372038258	-0.0802761328	0.0290361433	-0.1682472435	0.1354360497	0.142273605	0.0576997885	-0.0930383341	0.0191228848	-0.0230726244	-0.0465131944	0.1531046462	0.0864555974	-0.086444801	-0.0841750034	-0.0268299751	-0.109735089	-0.0124550077	-0.3318698326	0.0644980297	-0.2444180956	-0.1582603125	0.0146955816	0.0099205507	-0.0723035138	-0.079251514	0.0704631284	0.0659337474	0.1447518871	0.0460904265	-0.0237190651	-0.1241676902	0.122012626	0.1053113591	0.0597950125	-0.0444916248	0.0346132801	-0.1043360318	0.0656822375	-0.0597163129	-0.0550144515	-0.0118129269	0.1642285625	0.0355869054	0.1482919955	0.1171406346	0.1512085936	0.017938	0.0068420999999999	0.000321771844	4.681433240999998e-05	0.0490712	0.0044937	0.00240798266944	2.019333969000003e-05	0.0524069	-2.3500000000002685e-05	5.522500000001262e-10	0.0027464831676099	-0.000983288	0.000227512	9.668552909439998e-07	5.176171014400001e-08	0.000226138	-0.000201158	4.0464540964000016e-08	5.1138395044e-08	-0.000418105	0.0	1.74811791025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.877763746	0.7801561291	-0.8502417994	1.369885742	-0.4566306444	-0.9652812956	-0.1448445206	0.8948665628	0.1587233499	2.06990541
