global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_17	aroma_motion_21	aroma_motion_22
71864.72177468722	n/a	5164538235.753203	n/a	118486.67919355424	n/a	n/a	14039093146.31624	68177.29697004822	n/a	4648143822.142146	n/a	76563.61014772941	73746.08053103686	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0761489999999999	n/a	0.0057986702009999	n/a	-0.136004	n/a	n/a	0.018497088016	-0.754105	n/a	0.5686743510250001	n/a	0.00408763	n/a	n/a	1.67087190169e-05	-0.00148648	n/a	2.2096227904e-06	n/a	5.86391e-05	n/a	3.43854404881e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71161.29320663531	-703.4285680519097	5063929650.840721	494811.7503515601	120201.56211481291	1714.8829212586716	2940823.433624675	14448415534.841228	68211.64262101261	34.34565096438746	4652828189.056744	1179.6237401675291	77583.05487700968	74242.11735607876	2.601052	59.045418	0.482232945	0.3012	-0.0654057249	-0.0979128265	-0.0204717552	0.1549332774	-0.3152383214	0.2940717015	-0.2520850407	0.0110678387	-0.1492252196	0.1362936746	-0.1601602485	-0.0948541772	0.091142235	-0.4141398904	0.2473713771	-0.0855432297	0.0292123122	-0.0334704487	0.1496012709	-0.1854011357	0.0855345294	-0.0462514003	0.0241395063	-0.1408258507	0.0178612726	0.0134963824	-0.1588342044	0.1006378411	-0.0897239621	-0.1336448229	0.023057773	0.1137867993	-0.3177373181	0.2691487591	-0.0506704314	0.409770266	-0.3000099419	0.0988771025	-0.0340589093	0.007366175	-0.004513013	0.0629949901	-0.0629672388	0.1573145766	-0.0082671094	0.1176828566	-0.138635317	0.0453058572	-0.0541154495	0.251693887	-0.0556097973	-0.0198570307	-0.2775956261	0.2261615403	0.1502720006	-0.1418993721	0.1173305404	-0.1841174354	0.0572618046	-0.3424117748	0.3969657069	0.2728505664	-0.2206598059	0.0040116633	-0.0311352875	0.1076937419	-0.0022967677	0.0169426278	-0.0892103758	0.0866110293	-0.0348517922	0.1684961524	-0.0639346924	0.0088114003	0.117873135	-0.1940615763	0.1654828599	0.0	0.107503	0.0313540000000001	0.011556895009	0.000983073316	-0.105516	0.030488	0.000929518144	0.011133626256	-0.458988	0.295117	0.210669984144	0.087094043689	0.00596423	0.0018766	3.52162756e-06	3.55720394929e-05	-0.00134824	0.00013824	1.8177510976e-06	1.911029760000005e-08	0.000549278	0.0004906389	3.0170632128400005e-07	2.4072653019321004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.252629092	1.045006504	3.361008261	-0.8299231975	-2.473774142	1.046700753	-0.9914530908	1.39826527	1.937749889	-0.63047272	2.352575404	-1.078416789	-2.989334865	0.8301110213
71173.89518966748	12.601983032174758	5065723356.469772	158.8099763432205	119714.71452653712	-486.8475882757921	237020.5742099552	14331612874.17028	68118.13531852745	-93.50730248515902	4640080359.273216	8743.615618051026	77033.06672430308	73492.53889639021	1.47065	33.384624	0.2543247	0.148074	-0.0553823619	-0.0265187751	-0.1876254698	-0.0162031254	-0.2923936802	0.0924883025	0.093672142	-0.2140002599	-0.0503012426	-0.2144638072	-0.1829023065	-0.0941896495	0.1610115357	-0.1840164711	-0.0416323508	-0.2104290526	-0.1047052543	-0.0123794404	0.0958055202	-0.3577242857	0.0800958885	-0.1107205979	-0.016046735	-0.0169579553	0.0851829556	0.14519357	0.1850920398	-0.193441568	0.2342414814	0.1440433499	0.0517636256	-0.1023352318	-0.2118680257	0.0757545276	0.1370495142	0.2137784193	0.1860497512	0.0224766061	-0.0342074565	0.0656032028	-0.2406058537	0.1032587019	-0.0392926489	0.1476434514	-0.2008566565	-0.3655784781	0.0378301499	0.0608053763	0.0701175795	-0.0513758383	-0.0217915719	-0.1286003418	-0.2272476917	0.1805940309	-0.0385869024	-0.16091435	0.0145335671	0.0680559216	-0.2349300463	-0.1112518709	-0.1487220008	0.2221188334	0.0201568726	0.1373637593	0.0131518234	0.1410276513	0.1725828032	0.2953375198	0.028185657	0.1897036984	0.0873294218	0.0518493663	0.1936863407	-0.0001209412	0.0254078679	0.0922960281	0.1651764237	0.0	0.0960872	-0.0114158	0.00923275000384	0.00013032048964	-0.0669839	0.0385321	0.00148472273041	0.00448684285921	-0.351066	0.107922	0.1232473363559999	0.011647158084	0.00441441	-0.00154982	2.401942032400001e-06	1.94870156481e-05	-0.00119092	0.0001573199999999	1.4182904464000002e-06	2.474958239999996e-08	0.000327322	-0.000221956	1.07139691684e-07	4.9264465936000023e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7711384519	0.6615298899	1.292987179	-0.8803108919	2.146461446	-0.007618063569	-0.7044034189	0.7130880128	0.2919503417	1.732688744	1.841525253	0.9420467882	0.2609033681	0.9633310427
70840.19599699337	-333.6991926741175	5018333368.892435	111355.1511913578	118800.06952853104	-914.644998006086	836575.4723775532	14113456519.983809	67897.96532130934	-220.16999721810865	4610133694.7737255	48474.82767502196	76838.52712485897	72312.81497769432	1.225705	27.824219	0.1838995	0.0929271	-0.0565782034	-0.1413091719	-0.0287566103	0.0826819555	-0.2464414934	-0.0410873292	-0.0615606979	-0.2011539624	-0.195682988	-0.0178569516	-0.1465521822	0.1923993658	0.0208015851	-0.0693328423	0.1737337964	-0.0369800753	-0.0573859637	-0.1700016962	-0.086967181	-0.0431783965	0.0794305778	0.024703052	0.0765168378	0.0617328855	0.0980235244	-0.1254515453	-0.0311769526	0.0699156705	-0.0776494406	-0.0047167088	0.1805953975	-0.2890706504	-0.1588977753	-0.1342647846	-0.0594094563	0.146222901	-0.0189550147	0.1912813693	0.0974283955	-0.1866038951	-0.0995479044	0.0535682961	0.0381408437	-0.0043427748	0.0579648483	-0.2142638792	-0.132783638	-0.0649389441	0.007500048	-0.1028197586	0.0330168652	-0.0074130374	-0.1859959305	0.2006027826	0.073510755	-0.0420207034	0.0574778725	0.0275284824	-0.2126778335	0.0225804196	0.1109058352	0.0622175186	-0.0571229016	-0.0229426464	-0.0523393902	0.0330541242	-0.0606582177	0.0612718718	0.1282973393	-0.1244838914	-0.0062495644	-0.1658694255	-0.067884918	0.1992691397	-0.0979461309	0.04651497	0.1645641189	0.0	0.0621366	-0.0339506	0.00386095705956	0.0011526432403599	-0.0997897	-0.0328057999999999	0.0010762205136399	0.0099579842260899	-0.303084	0.0479819999999999	0.091859911056	0.0023022723239999	0.00348637	-0.0009280399999999	8.612582415999995e-07	1.21547757769e-05	-0.00106306	0.00012786	1.1300965636e-06	1.6348179600000013e-08	-4.23517e-22	-0.000327322	1.7936664928900003e-43	1.07139691684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955419041	0.1093879142	1.207433477	-1.303384986	0.703687393	-0.4071442088	-0.8905884418	1.134328305	1.199284349	-1.163936757	0.330386287	-0.9065228576	-1.216694884	-1.962952453
70757.76299359172	-82.43300340164569	5006661023.857298	6795.20004981573	118918.57004966648	118.5005211354437	14042.37350937174	14141626302.657433	67839.37833364244	-58.58698766690213	4602181252.695075	3432.4351238817426	76821.72461672034	72243.73770936839	1.140684	25.894199	0.0960432	0.0747238999999999	-0.0415695451	-0.073074031	0.0785422221	0.1829794205	-0.0295969763	-0.0398478589	0.0277545374	-0.1989306941	-0.1319659708	-0.0073387425	-0.1315650656	0.2242130108	0.0549217338	0.1237980041	0.0544670705	0.0575594107	0.20760429	0.0455699962	-0.0903361718	-0.1573553419	0.1293646409	0.000592087	0.0565914027	0.05649076	-0.0821540648	-0.1567891833	-0.1194000653	-0.1253288379	0.0963636138	0.0735434306	0.0137888518	-0.1443661837	-0.1591542659	-0.1317366348	-0.1889578517	-0.0132117475	0.0323878004	0.1223436793	0.0612391222	-0.0906038676	-0.0397755405	-0.0739098938	-0.2421351927	-0.1549484149	-0.1333295097	-0.144294415	-0.0224030922	0.1206226231	-0.0118610433	-0.1955218516	-0.1013423321	0.1489117517	-0.1508473901	0.1315263397	0.0364002599	-0.0072841405	-0.1414036476	-0.0157884726	-0.2054167692	0.0365239041	-0.0483475274	0.0359322333	0.0723644353	0.0857446631	-0.1411507862	-0.0192748923	-0.1387146534	0.014677233	0.2099837679	-0.229494307	-0.1228663259	-0.1212607924	-0.0367256229	0.0303904131	-0.1377750859	0.1584982325	0.1636470791	0.0	0.0621231	-1.3499999999999623e-05	0.00385927955361	1.8224999999998983e-10	-0.083496	0.0162936999999999	0.0002654846596899	0.006971582016	-0.230638	0.072446	0.053193887044	0.005248422916	0.0034807	-5.66999999999972e-06	3.2148899999996825e-11	1.211527249e-05	-0.00120319	-0.00014013	1.4476661761e-06	1.9636416900000007e-08	-8.47033e-22	-4.235160000000001e-22	7.174649030889999e-43	1.7936580225600005e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4856256277	0.9725577443	0.7061313366	-1.576138855	1.217346932	0.8643913103	-0.5485990828	0.1640916043	-0.7923705316	-0.7561413999	0.2216785733	-0.8085960958	-0.7066413376	-1.52056252
71008.14268319782	250.37968960609575	5042156327.31738	62689.98896724487	119279.15490411108	360.5848544446053	130021.4372548372	14227516794.638927	67883.54107010386	44.16273646142509	4608175148.216478	1950.3472917612849	76803.29266832574	72650.3140237688	1.235153	28.038708	0.28267155	0.183412	-0.045540235	0.054700844	-0.0521963221	0.1239714591	0.0073583043	0.00845119	0.2030763183	-0.1563781781	0.0792916283	0.0321169705	-0.0147399539	0.0530188572	0.0942244881	0.1234513046	0.1490366231	-0.1725996367	0.1959960095	-0.0405953044	-0.0886452298	-0.190467117	-0.2060492283	-0.0798060587	-0.1553338799	0.1000269792	-0.0094005574	-0.0186054412	0.0884153091	0.1072505374	-0.0269088522	-0.0318987647	-0.0048843681	0.1240917492	-0.0470521289	-0.055011837	-0.1541478878	-0.0098944756	0.19032837	0.0430261771	0.1635753937	0.0971135079	-0.0741828838	-0.1724915616	0.012172203	-0.1270463252	-0.095928237	-0.0845411937	0.0300427745	0.20835043	-0.0543811527	0.1835366814	0.1960867194	-0.19651039	-0.0657033029	0.1166640415	-0.0618435057	-0.0467008825	-0.1916138039	-0.0118446312	0.1671956584	0.0759408714	-0.1485106348	0.0499541403	-0.026818276	0.1577867853	-0.1182754196	-0.0312171744	0.0121416307	-0.0540819773	-0.0274255648	-0.000360334	-0.2263195213	-0.0060220693	0.1789369835	-0.0827702379	-0.1137370364	-0.015656045	0.1624270027	0.0	0.019827	-0.0422961	0.000393109929	0.00178896007521	-0.0827679999999999	0.0007280000000001	5.299840000001508e-07	0.0068505418239999	-0.199522	0.031116	0.039809028484	0.000968205456	0.000256915	-0.003223785	1.0392789726225002e-05	6.600531722499998e-08	-0.00163879	-0.0004355999999999	2.6856326641e-06	1.8974736000000002e-07	-0.000511244	-0.000511244	2.61370427536e-07	2.61370427536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9896229913	-0.1744308252	0.680219685	0.1362703348	-0.1490144085	0.1336595809	-0.8488805224	-0.4980012796	-1.96035609	1.542517615	-0.1884461905	0.2073421059	-1.26254503	-0.8767437922
71134.78047629865	126.63779310083191	5060156993.4112	16037.130641449112	119071.38757522475	-207.76732888632975	43167.262952560326	14177995339.089388	68022.10872125371	138.56765114984591	4627007274.88606	19200.993945185397	76826.92388321503	72071.17225974254	1.109387	25.183737	0.06739305	0.0438643	-0.0653847807	-0.073597969	-0.0983452117	-0.013482647	-0.0739946067	-0.1310555841	0.1479650605	-0.1423975648	0.0788295726	0.02862417	-0.0614552907	-0.0385440733	0.1287818149	0.0630298499	0.1545969763	0.1289997433	-0.1081307306	-0.1279967416	-0.0823305562	-0.0437279439	-0.0219450741	0.00723468	-0.0353898419	0.1178126006	-0.0560534024	0.2236283075	0.0348256934	0.1357193996	0.1595404612	0.0167265104	-0.2435687698	-0.0672797264	-0.0352688524	-0.0826250511	-0.0362286317	0.0415962426	0.2362478557	-0.0797965463	0.0524718035	-0.0778644925	0.1595727962	0.0620118717	0.1426305109	0.106826998	0.1222924817	-0.0260988583	0.1011534944	0.1001608307	0.1590146983	0.13165909	-0.0987165979	-0.1498066839	-0.0685126573	0.1184498895	-0.0850394433	0.0393046545	-0.0777722743	0.1088354038	0.0115858528	0.1563877505	-0.0476699476	-0.0418532074	-0.0469199533	-0.0688636042	-0.03736807	0.0249011379	0.1004001512	0.0257945258	0.0839571859	0.0371608538	0.0552357499	-0.1096243315	-0.1021183691	-0.0519854161	-0.0155300947	0.1831919639	0.1609061488	0.0	0.0198857	5.869999999999834e-05	0.00039544106449	3.4456899999998043e-09	-0.0458549	0.0369130999999999	0.0013625769516099	0.00210267185401	-0.196825	0.002697	0.038740080625	7.273809000000026e-06	0.00055683	0.000299915	8.994900722500004e-08	3.1005964890000004e-07	-0.00138422	0.0002545699999999	1.9160650084e-06	6.480588489999999e-08	-0.000511244	0.0	2.61370427536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.057480649	-1.33399404	0.6799656488	-0.5945665932	0.6581414849	-1.074761996	-0.5752175302	-0.2632585557	0.3211228707	-0.4860021681	0.01551198485	0.712228721	-0.2886992381	0.6057505242
71106.4656689883	-28.31480731035117	5056129459.935012	801.7283130223161	118686.7459170171	-384.641658207649	147949.2052287299	14086543656.370577	67984.38986925074	-37.71885200297402	4621877265.894282	1422.711796422257	76855.54312447114	72983.85995720247	1.13339	25.728613	0.10091675	0.0612682	-0.0599529409	-0.0979137495	0.1475672515	0.1265079992	-0.000305689	-0.0729681431	-0.1004776942	-0.0546800238	0.0057639802	0.0132625041	0.0094172584	0.0199224632	0.0662353552	0.0326901138	0.0481896335	0.0792892012	0.0293452638	-0.0135078195	-0.2119203645	-0.0156388578	-0.0252356759	-0.040422005	-0.0990590967	-0.1451108121	-0.0353814752	0.0584349968	0.1507764645	0.0660839038	-0.2518903111	-0.0054147061	-0.0545040301	0.0352269622	-0.0189117425	-0.0511932614	-0.1430432775	0.0541793662	-0.0473583163	-0.0688668531	-0.0071528535	-0.0076029904	0.102017216	0.0079013173	0.0367822829	-0.2007012261	0.0454069104	-0.0913486233	-0.2005853794	-0.0146829981	-0.0902216662	-0.0147342444	-0.0966874209	-0.0494012907	-0.0394837018	0.0861921363	-0.0397406709	0.0781862285	-0.0704778365	-0.0581443899	0.0190073468	0.1028411809	0.1113323447	-0.0834906214	0.0784024177	-0.0456014161	-0.0623702456	-0.0630812373	-0.1065799669	0.0005936641	-0.0375272001	-0.1003323936	-0.0008959035	-0.0932808404	0.1340985457	0.0170604256	-0.100910164	-0.094543453	0.1590873338	0.0	0.0199082	2.2500000000001685e-05	0.00039633642724	5.062500000000759e-10	-0.0893786	-0.0435237	0.00189431246169	0.00798853413796	-0.163958	0.032867	0.0268822257639999	0.001080239689	0.000209679	-0.000347151	1.2051381680100005e-07	4.3965283041e-08	-0.0012413	0.0001429199999999	1.5408256900000002e-06	2.042612639999998e-08	-0.000511244	0.0	2.61370427536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1282011	0.4625617187	0.5933235432	-0.9296082456	0.1172477715	0.5775810083	-0.2657245986	-0.5612210932	0.6309929617	-1.467121704	-0.7596201651	-0.7207075573	-0.5415847143	-0.2557240522
71007.66087512394	-98.80479386435763	5042087902.956607	9762.387290578205	119520.8504386601	834.104521642992	695730.3530252846	14285233689.580557	68054.49730619436	70.10743694362463	4631414603.598815	4915.052714804304	76945.34824240785	73979.32163402883	1.049156	23.816454	0.1638735285999999	0.101598	-0.047338966	0.0341545303	0.0307243233	0.1096143732	0.0056788231	0.0949829608	0.0111795332	-0.0436638201	-0.0377629147	-0.0099180742	-0.0946324882	0.0439961956	-0.1332411676	0.0235107531	0.1423744647	0.2006286382	-0.0730834022	0.004453973	-0.1269787642	0.0692407684	-0.0826538155	0.0519099725	-0.0616408401	-0.1241584344	0.0830179804	-0.1335119226	-0.0219610677	-0.1611535231	0.254132084	0.036464747	0.0932327313	0.1190811745	-0.0818011289	0.0220965382	-0.030273276	-0.0740729758	-0.0001714708	0.0195302339	0.2057350757	-0.077290519	0.1492086257	0.0128029713	-0.130864688	-0.0995141748	0.0783992503	-0.0982805478	0.1989343908	-0.0604661256	-0.0975842175	-0.0083404224	0.0008940809	0.2240078227	-0.0399430841	0.0440267461	-0.0909895189	0.09310611	-0.2245470771	0.0163711382	0.0734271554	0.0049577477	-0.0676354194	-0.0173084719	0.0900605215	-0.1388584607	0.0360566016	-0.0068656274	-0.1550438885	-0.0173285332	0.119618639	-0.0353757007	0.1475934484	-0.0124166265	0.0355881948	0.0218144241	0.0450940144	-0.0222476051	0.1569739256	0.0	0.0199034	-4.799999999999249e-06	0.00039614533156	2.3039999999992796e-11	4.75786e-05	0.0894261786	0.0079970414189991	2.26372317796e-09	-0.136057	0.0279009999999999	0.018511507249	0.0007784658009999	0.000766466	0.000556787	3.10011763369e-07	5.874701291560001e-07	-0.00132905	-8.774999999999994e-05	1.7663739025e-06	7.700062499999991e-09	-0.00022495	0.000286294	5.06025025e-08	8.196425443599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7061308097	1.11611611	0.2711313894	0.4969824251	-0.001515707178	1.000507627	-0.3469992917	-0.184573863	-0.6195227264	0.2202335164	-0.179014549	-0.7757018895	0.1955534726	-0.2671438537
70986.77642936747	-20.88444575647009	5039122427.833001	436.1600745549414	119879.06675518416	358.2163165240636	128318.9294240681	14370990646.0939	67984.22861415059	-70.26869204376999	4621855340.261092	4937.689081542184	76907.19188296235	73132.11064427861	0.9921930000000002	22.523367	0.1128376785999999	0.0641981	-0.0547768855	0.0525581739	-0.0685981722	0.0047575599	-0.0064597505	0.1218470506	0.1642407629	-0.116614291	-0.0065492136	0.0127611998	-0.0865325913	0.0055928852	-0.0343605845	0.1368124516	0.1325919472	0.1229437465	0.1081731447	0.0617772034	-0.046014836	0.0246038791	-0.0306378346	-0.0297357239	0.1168299158	-0.075897455	0.1341168941	0.1218880907	-0.1856720975	-0.147661106	0.0192699187	0.0580958776	0.1590586206	0.1300094551	-0.0482436558	0.0114217996	-0.0215920993	-0.0640879263	0.1430108254	-0.0127529536	0.1673577885	-0.0737549446	0.060296254	-0.023541283	-0.0899662714	-0.0674375346	-0.0849686221	0.1120142766	0.0558774705	-0.1111899483	0.1189294461	0.0540822326	-0.1128468218	0.0758171387	-0.0353378658	0.0500724383	-0.1111840103	-0.0180987541	-0.1813934602	0.0812961849	0.1934222672	-0.0144613874	-0.1075406127	-0.0510723603	-0.0390335137	-0.0832193354	-0.1834484645	0.0271578978	0.1065832535	-0.1311774937	0.0771751415	-0.04879922	0.025565751	0.12962099	-0.0775480069	0.0238438629	-0.0526427709	-0.022007445	0.1545698379	0.0	0.019964	6.059999999999746e-05	0.000398561296	3.672359999999692e-09	-0.0439314	-0.0439789786	0.0019341505586992	0.00192996790596	-0.144502	-0.0084449999999999	0.020880828004	7.131802499999967e-05	0.000175161	-0.000591305	3.496416030250001e-07	3.0681375921000006e-08	-0.000743532	0.000585518	5.528398350239999e-07	3.428313283240001e-07	-0.000194711	3.0238999999999996e-05	3.7912373521e-08	9.143971209999995e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9261106614	-0.6762843919	0.1367905047	0.4215256048	-0.1963947357	0.7192283607	-0.2683938408	0.1233134657	-0.5332993524	1.096596819	0.9359693098	0.7865668823	-1.437849478	-0.4762635383
