global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_09	aroma_motion_12	aroma_motion_15	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25
66583.41552775181	n/a	4433351223.341262	n/a	116750.19115741436	n/a	13630607135.292791	n/a	67213.75459726444	n/a	4517688807.061287	n/a	76395.74679119214	47050.13916365731	n/a	n/a	n/a	n/a	-0.0541169956	0.1601836376	0.0309944297	-0.0704951133	0.0010101976	-0.0577419201	0.0209159678	-0.0388651725	0.2317401315	-0.0295222363	0.2176995009	-0.0058625183	-0.2789806999	0.0035698808	0.2677643132	-0.2305781324	0.0061157259	-0.0467161212	0.0117054923	-0.1958153074	0.0153663546	-0.1590006836	0.1687006059	-0.1048581499	0.1406727464	-0.0484630202	0.0553061415	0.0205861082	-0.0274290982	-0.0176555113	0.016452768	0.0431560227	-0.3408227564	-0.0136996714	-0.039612616	-0.0120948928	0.0402912959	-0.0470067299	0.2770353436	-0.186257913	0.0811996711	-0.0226751925	0.1715606097	-0.2623381593	0.1455516739	-0.0753540241	0.0464162595	-0.1716188955	0.0686481738	-0.2475762105	0.0454903091	-0.0406119513	-0.0231477592	0.1179777707	0.0561365042	-0.009119831	-0.0168747205	-0.2099444188	0.3166675585	-0.0912595056	0.0347964174	-0.1947230188	0.1893056631	-0.0323757841	0.077526485	-0.0423301775	0.0605455753	-0.2875390544	0.1249991939	-0.0438835583	0.0138328125	-0.0324679015	0.0604614936	-0.1856703518	0.1038417072	-0.1965102466	0.3281058833	-0.1358042042	-0.075537253	0.0687744114	0.1643619509	0.0629735	n/a	0.00396566170225	n/a	-0.0336725	n/a	n/a	0.00113383725625	0.0538781	n/a	0.0029028496596099	n/a	-0.00130991	n/a	1.7158642081000002e-06	n/a	-0.00129991	n/a	n/a	1.6897660081e-06	0.000468243	n/a	n/a	2.1925150704900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2069107988	-0.957459245	-0.4170933368	-0.3346337819	0.4080297432	1.47394997	-0.4906198444	0.004769180856	-0.2930253615	0.7131880822	0.06046681767	3.01929065
66775.5977395327	192.18221178089152	4458980453.471886	36934.00252499544	117726.38283597506	976.1916785607028	13859501215.642565	952950.1932911624	67144.74530300152	-69.00929426292714	4508416821.804944	4762.2826946672685	76548.81528976855	51593.97036608957	2.057596	45.851418	0.13474873	0.0825278	-0.0261136036	0.1530686963	0.1881934012	0.135593351	0.1372859586	0.1321374227	0.0125320632	0.1141102505	0.1290353271	-0.1213644745	0.1619672076	-0.0720490809	-0.1600474714	0.0182706209	0.1630068054	-0.2018194308	-0.0391099312	-0.1530383627	0.0507654296	0.0779380541	-0.0293705933	0.09654758	-0.0929892811	0.0870889584	0.1000279548	-0.0445053064	-0.0576424858	-0.3013335186	-0.0075976316	-0.0343622124	0.0288651418	-0.0050162858	0.0236122199	-0.0927629327	0.1002602156	-0.0727320352	0.1750167614	0.079080846	0.1143167645	-0.1466794479	0.0881655912	0.0955468574	0.3428011988	-0.0071378153	-0.1779110042	-0.0600332458	0.0087150509	0.210684718	0.1611781348	-0.1381883559	0.0647013616	0.0093438351	0.1591414008	0.0610429047	-0.1515511056	0.0503340357	-0.0416075627	-0.2204125406	0.1942509381	-0.1167185542	0.0718894925	-0.3694475587	0.0170786825	-0.1208956252	-0.0552147905	-0.1237559752	-0.0564457537	0.2054637778	0.0752925645	0.1228336849	-0.1031519591	0.0315193663	-0.0175465554	0.0790573657	-0.184473384	0.0125990565	0.0114515522	0.0037396675	-0.342171558	0.0346368146	0.1640657595	0.0282955	-0.034678	0.00080063532025	0.001202563684	-0.0299792	0.0036933	1.364046489e-05	0.00089875243264	0.00615182	-0.0477262799999999	3.78448893124e-05	0.0022777978026383	-0.000351639	0.000958271	1.23649986321e-07	9.182833094410004e-07	-0.00129991	0.0	0.0	1.6897660081e-06	0.000453491	-1.4752000000000038e-05	2.1762150400000112e-10	2.05654087081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07962115647	-0.947826315	-1.452518127	-0.1501284512	0.04303502853	1.145031218	0.09768143575	1.195953895	1.735904932	3.490190011	-0.07394593423	-0.2836290035
66646.0784332501	-129.51930628260016	4441699770.530925	16775.25069992599	116390.30158879206	-1336.0812471829995	13546702303.929972	1785113.0990740794	67077.60299202127	-67.14231098024175	4499404823.155222	4508.089923767491	76092.51506173654	44077.94555337297	2.431687	54.187649	0.13777673	0.0615906	-0.1087927171	0.0819974342	0.034068615	-0.1433233652	0.0988404105	0.0313143199	0.0170962727	-0.1884787831	-0.0413056923	0.0675971631	0.3148140359	-0.0980540143	-0.0576748779	0.0222123184	0.1815040222	-0.0178660322	-0.163600338	-0.0204808571	0.2838897454	0.1207394897	-0.1150279695	0.0652825495	-0.0658172894	0.1465972114	-0.0902368164	-0.3784164489	-0.0512837531	0.0903759414	-0.0324988621	-0.0766404949	-0.0973689195	0.1483549826	0.0441356649	0.0379731427	0.2019967947	-0.1198776714	-0.0965113038	0.0016433103	0.1301694236	0.0355916861	-0.1006938842	0.2401093546	0.0539992505	-0.0396218924	-0.0480106146	-0.2560141601	-0.1471530959	0.4343417445	-0.2284326745	-0.0523606415	-0.05610642	-0.1281608727	-0.0428617415	-0.0898931755	0.0317092055	-0.1697730832	-0.0624842516	-0.2088336754	0.1234379213	0.0071399029	0.0271916336	-0.2482146535	-0.2503696131	0.1141532344	-0.0682755704	-0.0896846271	-0.1042628379	0.3679792995	0.1212467267	0.0539308762	-0.0995108354	0.0481685035	-0.1305450315	0.1096864451	-0.1400968469	0.2122872358	-0.2044861846	0.1567189214	-0.0625890779	0.0693382363	0.1634739106	0.0282968	1.2999999999992184e-06	0.00080070889024	1.689999999997968e-12	-0.0474963	-0.0175170999999999	0.0003068487924099	0.00225589851369	0.0378897	0.0317378799999999	0.0014356293660899	0.0010072930268943	0.000511873	0.000863512	2.6201396812900004e-07	7.456529741440002e-07	-0.000736148	0.000563762	3.17827592644e-07	5.41913877904e-07	0.000796626	0.000343135	1.1774162822500005e-07	6.346129838760001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2320087029	-0.4092926142	0.08740296249	0.8154167061	-1.310876306	0.4908841916	1.221243638	2.665400168	0.01756049541	-0.02413686535	-0.9558791631	-1.587950863
66706.18197131064	60.10353806053172	4449714713.189609	3612.435287393785	117797.9666372446	1407.6650484525308	13876360943.86939	1981520.8886348656	67079.27113886779	1.6681468465103535	4499628616.521741	2.782713901522437	76316.88135519034	50762.858726603576	2.198251	48.985752	0.17160775	0.0803288999999999	-0.0240577725	0.0992204209	0.1141189087	0.1123319474	0.0580654367	0.1456675928	0.0459432149	0.1396914454	0.0429730019	-0.0486140509	0.079336709	-0.0126508101	-0.10046469	0.0555143589	0.1225858473	-0.085894594	0.0903235804	0.0939915669	-0.0465645558	0.1071413545	-0.098085201	-0.0773961166	0.0049935526	-0.0287403885	0.0891021716	-0.051820484	-0.1200210269	-0.1810805923	-0.0988798447	0.1676597491	0.0691175218	0.1927226075	-0.1707661781	0.2219115328	0.1064803217	0.0030104706	0.0754599676	0.121939962	0.0843014629	0.0122635718	-0.0133099995	-0.0202118412	0.1280262569	0.0345665518	0.0077144335	0.1412930154	-0.0431443689	-0.0367033527	-0.0682380063	-0.1517024355	0.0996696034	-0.1847402191	0.2190923538	0.0307418819	-0.0618511761	-0.1503116364	-0.0309060427	-0.1314458911	0.092415524	-0.1102211018	-0.0157311908	-0.2023894508	0.1095279657	-0.1102546644	0.223903812	0.0862070632	0.1008326555	-0.0920043726	0.0258553255	-0.0291710359	0.2566585891	0.0598331658	-0.0719998798	0.0239836138	0.085192384	0.1635651995	0.0393760265	0.0114625379	0.2730624693	-0.178665778	0.1625874706	0.0135239	-0.0147729	0.00018289587121	0.00021823857441	0.0150101	0.0625064	0.00390705004096	0.00022530310201	0.0153382	-0.0225515	0.00023526037924	0.0005085701522499	-0.000521704	-0.001033577	2.721750636160001e-07	1.0682814149289998e-06	-0.000881707	-0.0001455589999999	2.1187422480999993e-08	7.77407233849e-07	0.000540223	-0.000256403	6.5742498409e-08	2.918408897290001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2501994134	0.1166387547	0.9595564443	-0.3747754017	0.2381853935	1.021451039	-0.2889364937	1.230341435	1.311371278	1.803390895	-1.467376613	3.090220111
66496.4543235063	-209.727647804335	4421778437.59816	43985.68625353918	117449.17752309944	-348.7891141451546	13794309300.852526	121653.84614616168	66917.38084631458	-161.89029255320202	4477935859.330709	26208.46682296133	76321.6294465524	49318.40505555483	1.424027	31.732986	0.060330575	0.0337614	-0.0460502824	0.0625775562	0.0471868496	0.0658081358	0.0663692824	-0.0818101731	0.1534948739	0.1000606744	0.0858064556	-0.064858954	-0.0915417627	-0.0571549038	0.1617381751	-0.0431288433	0.1111379012	0.0432670142	0.0334745463	0.0493711276	-0.084136529	-0.0443226061	-0.0605521371	0.107571675	0.0652143587	-0.0116441838	0.2139379777	-0.2120480182	0.1275317194	0.1588785759	-0.0388461501	0.0835931432	0.0378721979	-0.0592605658	-0.1647135673	0.0327285339	-0.0001575618	-0.0486383679	0.1704995827	-0.0729375325	-0.1331081842	-0.0422461859	-0.0620660626	-0.0637208337	0.0565623363	0.039769559	-0.0081793117	-0.1617477545	-0.1210844578	-0.0304725465	-0.0379242322	0.1520779119	-0.0429823301	-0.1754521158	0.0410171466	0.0494888618	0.1438063946	-0.0843901694	-0.0344252081	-0.0839334625	0.0149338136	-0.0171106931	0.0027914326	-0.0658713435	0.1116431977	0.0153556343	-0.168745519	0.2106129338	-0.018706397	-0.0316694589	0.2419372298	-0.0460086635	-0.0678918913	-0.0690591937	0.1373907068	0.0926409975	0.2524083207	0.2038040354	-0.0694655865	-0.0851844456	0.1603430202	-0.0544713323	0.161408037	0.00288822	-0.01063568	8.341814768399999e-06	0.0001131176890624	0.0244558	0.0094457	8.922124849e-05	0.00059808615364	0.0185429	0.0032047	0.00034383914041	1.0270102090000008e-05	-0.000521704	0.0	2.721750636160001e-07	0.0	-0.000604214	0.0002774929999999	7.7002365049e-08	3.650745577960001e-07	7.68261e-05	-0.0004633969	2.1473668692961e-07	5.9022496412100015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0164454002	-0.694248866	1.569597518	0.04729945303	-0.528050029	0.2720523251	-2.696115237	1.101938824	0.6120135966	0.438742641	-0.2783524706	0.9109671943
66162.63558453241	-333.8187389738887	4377494347.491635	111434.95049011723	116501.29926006612	-947.8782630333152	13572552729.283484	898473.2015310549	66817.39729768237	-99.98354863221176	4464564581.636332	9996.709997089853	76063.25555801111	44843.16492609494	1.993785	44.429451	0.205246415	0.0971292	-0.0831991722	0.0238279188	-0.0618625373	0.075707795	0.0672001765	-0.1294680868	-0.0428468876	-0.025899346	-0.0435803799	0.268270415	0.0397305349	-0.0450325193	0.1516503483	0.2066985796	-0.0165047411	0.0169517323	-0.1135423372	0.2474831829	0.0887009854	0.1846160041	0.155907818	0.0139041389	0.2312429427	0.0768339823	0.1625268818	-0.0345949395	-0.1015254774	0.0162150439	-0.0298444089	0.2165973315	-0.1272413761	-0.1274832586	-0.0787420767	-0.1577604708	-0.1332460743	-0.0390900065	0.1092016855	-0.0331889314	-0.0839135222	0.2357081421	0.0770059693	0.0808366522	-0.0094808709	0.0717924686	0.2452070998	-0.0174416123	0.0354828342	0.1969135435	-0.0841419538	-0.1217066928	0.1173267765	0.1084309877	-0.2010914434	0.1819740697	0.1781677783	0.0582002104	-0.0516672186	-0.0554307135	0.0501652236	0.079972334	-0.0231530465	0.1173786101	-0.2245347406	-0.0200519038	0.020758276	0.0753852694	0.0400428995	0.0658359779	0.2822341448	0.0509478617	0.00897465	-0.0470812123	-0.0650319915	0.2106724436	0.4313118167	-0.0377200816	0.0419270876	-0.0984081405	0.0783475643	-0.0093873299	0.1599377353	-0.0259744	-0.02886262	0.00067466945536	0.0008330508332644	-0.055127	-0.0795828	0.00633342205584	0.003038986129	0.0625604	0.0440175	0.00391380364816	0.00193754030625	0.000317886	0.00083959	1.0105150899600002e-07	7.049113681000001e-07	-0.000572804	3.141000000000005e-05	9.865881000000031e-10	3.28104422416e-07	0.000261496	0.0001846699	3.410297196601e-08	6.8380158016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4406511625	-1.811249317	1.698277077	-0.5192970844	-0.744756698	-0.6812045404	1.214959994	0.08933989654	1.18859236	-0.1956648214	0.008860223291	0.815829516
66035.83017070839	-126.80541382402588	4360730866.3346405	16079.612975082457	116915.68067814752	414.38141808139335	13669276388.434555	171711.95965114652	66854.52949515577	37.1321974734019	4469528114.018653	1378.8000892037146	76183.76518515224	44116.28753519149	1.08223	24.116388	0.07095825	0.0480345	-0.0677439297	0.0688843329	-0.1043796472	0.0546973596	0.0926585107	-0.2006382114	-0.1586452002	0.0159359161	-0.1201597037	-0.2048506378	-0.1478623411	-0.065641052	0.2311160021	0.0653814697	0.0069735159	0.1546420274	-0.0573184114	0.1885579869	-0.0688622417	0.0479646902	0.0570792556	0.0623470915	-0.0683587602	0.0936498792	0.071401618	-0.0328114566	0.1254140863	-0.2170945411	-0.1182476688	-0.0790514467	0.0061355385	-0.0153366514	-0.0429102607	-0.1212864756	0.2346614783	-0.0532555413	0.1201965273	-0.073160722	-0.1159744426	0.1722490064	-0.0920680827	-0.1530588562	0.0273145218	0.1350494768	-0.0183695196	-0.0139624189	0.2134424527	0.1303254798	-0.1556644161	0.0120599374	-0.0524509774	0.0079818381	-0.0745952873	-0.0379654759	-0.211421428	-0.0900695444	-0.046654594	-0.0239026225	0.0211791163	0.1484172079	-0.0342557563	0.1223431198	-0.0008140072	-0.2469536368	-0.1257189774	-0.0044542291	-0.0119163767	-0.0107282907	0.0599297367	-0.0845454181	-0.1966547005	0.0915921549	0.0401917367	0.1629608139	0.0588155486	0.0678671245	0.1848066313	0.0742430566	-0.0065513657	-0.0334755073	0.1581792149	-0.0260345	-6.009999999999696e-05	0.0006777951902499	3.612009999999634e-09	-0.0114656	0.0436614	0.00190631784996	0.0001314599833599	0.0625414	-1.9000000000005124e-05	0.00391142671396	3.610000000001947e-10	0.000251693	-6.619300000000004e-05	6.3349366249e-08	4.381513249000004e-09	-0.000185423	0.000387381	1.50064039161e-07	3.4381688929e-08	0.000170715	-9.0781e-05	8.241189961000003e-09	2.9143611225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3748237871	-1.755881859	-0.5109973711	-1.151021635	1.583484543	-0.8052229028	-0.7215517516	-1.312222445	-0.05186780784	-0.05495405692	-1.096133263	-0.7482060536
66174.91581878849	139.08564808010124	4379119483.623743	19344.81750186177	115986.99014986478	-928.6905282827356	13452981884.02483	862466.0973220665	66911.45945573709	56.929960581313935	4477143406.496748	3241.0204117899584	75936.69226154941	43281.57551390901	1.086872	24.219814	0.108745555	0.059278	-0.0716353993	0.0097990136	-0.1813264238	-0.2125039721	-0.1270250339	-0.1550031387	0.0527770278	0.0479805199	-0.2251192971	-0.0128618474	-0.0710089785	-0.0213816099	0.1648958538	-0.0288095332	0.0894727451	0.0487947232	-0.1384783369	-0.1080883376	-0.0740770341	0.0158728784	0.1118264615	-0.1639380089	0.0915964963	-0.0580908013	-0.1404613707	-0.04669234	0.0813367073	-0.0126332623	-0.2239299246	-0.1137793317	0.2702755928	0.0628019124	0.208800836	-0.1706604086	0.0605824832	-0.0227443367	-0.1565557345	-0.2933327817	-0.0093076361	0.0636068554	-0.0740166369	0.0324816864	-0.0348537222	0.0151981736	0.0653424768	-0.0699939797	0.1421416906	-0.0847150275	-0.0820082841	-0.0510446671	-0.1305387722	0.2507874611	0.0284701078	0.0672247171	-0.2420593583	0.0225196072	-0.0344809331	0.0118458662	0.0968569141	0.1314724015	-0.0610343217	0.1532540738	-0.2093888488	0.0936243724	-0.1293240701	-0.1314280072	-0.1207830216	-0.0956837563	-0.1270079309	-0.0341193431	-0.048145916	0.1730560369	-0.0282113763	0.1254785974	0.1001275823	-0.2358937396	0.0979298858	-0.0122472525	-0.1754791676	-0.0674483874	0.1561356449	-0.00144737	0.02458713	2.0948799169e-06	0.0006045269616369	-0.0563664	-0.0449008	0.0020160818406399	0.0031771710489599	0.0805367	0.0179953	0.00648616004689	0.00032383082209	-6.10385e-05	-0.0003127314999999	3.72569848225e-09	9.780099109224997e-08	-0.000243235	-5.781200000000002e-05	3.342227344000002e-09	5.9163265225e-08	0.000116012	-5.4703e-05	2.9924182089999994e-09	1.3458784144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.480657356	-1.766513399	-1.720487411	-0.8595796138	-1.502177368	0.2178831742	0.4744440295	-0.5610484023	-2.252975233	-1.168087934	-1.755375987	-1.002853449
66250.46182361543	75.54600482694514	4389123691.842326	5707.198845312818	116395.41763540414	408.4274855393596	13547893246.52015	166813.01094400382	67012.68637205547	101.22691631838096	4490700134.799469	10246.888587328503	76084.67836436903	44070.61717489618	1.008523	22.473888	0.0810494265	0.0482091	-0.0621023105	0.0025966942	-0.1190792694	-0.0887740431	-0.0133320574	0.0322586025	-0.1165367449	0.1377974946	-0.1873282229	0.0763470357	0.072311889	-0.023041949	0.0109512162	0.0829048402	-0.1029466156	-0.0065973471	-0.1239145245	-0.0741710649	-0.0460725533	0.140627034	0.0519606061	-0.0664469494	0.0748885172	-0.0714007094	-0.0137586926	0.1173448488	-0.0367673698	0.0626588853	0.0170162731	-0.0566393532	0.2252533774	-0.0116032269	-0.0467425801	-0.1424901982	-0.0726936936	-0.0236274369	-0.0809398987	-0.0188348654	0.0529650014	0.119226942	0.0717036686	-0.057872638	-0.009739718	0.1286767398	-0.0497838254	0.0578487859	0.1611262209	-0.0941094186	-0.0387989125	-0.1271455323	-0.0227236528	0.1589108237	-0.0435133051	-0.0858263093	-0.0500836388	0.1196682264	-0.0355464286	0.0336724826	0.0560708569	0.1736625972	-0.0979463494	0.0830399064	0.0242326123	-0.1868631025	0.0297531596	0.0614406557	-0.0104269618	0.0899944222	-0.1609749568	-0.05828718	0.1697602143	0.0813484023	-0.0179450103	0.1767447955	-0.0416134111	0.0006300779	0.0966764767	-0.215582115	-0.1000177082	0.0950911127	0.1538107079	-0.0260269	-0.02457953	0.00067739952361	0.0006041532950208	-0.0192325	0.0371339	0.0013789265292099	0.00036988905625	0.0779549999999999	-0.0025817000000001	0.0060769820249999	6.665174890000534e-06	5.84453e-06	6.688303e-05	3.41585309209e-11	4.4733397019809e-09	2.49679e-05	0.0002682029	7.193279556841003e-08	6.2339603041e-10	0.000116012	0.0	0.0	1.3458784144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2631654493	-1.155216692	-1.574869389	-1.734000769	0.2640502732	0.005248552725	-0.5098818619	-0.6300712911	0.2634246217	-0.1202295848	-1.571456823	0.7196970372
66396.09874816432	145.6369245488895	4408441928.975988	21210.11379205893	116713.43526517428	318.01762977014005	13622025971.398027	101135.21284461788	67067.44580642098	54.75943436550733	4498042286.997214	2998.595652030305	76188.67358990402	44046.67216506287	0.968056	21.572128	0.1078048465	0.0487877	-0.0752406807	-0.0536517709	-0.1225314322	-0.133603007	-0.0894291652	0.0708987753	0.0793190536	0.1564164095	0.0980962514	0.0459687187	-0.0426742629	-0.0170995861	-0.0669244403	0.0039465315	0.0757944525	0.1596761284	-0.1553825223	0.0235201053	0.0515844401	-0.1945684123	0.0696858724	-0.0596678007	-0.0737337722	0.1817285331	-0.1861347993	0.0150917883	-0.0564555151	0.0656129896	-0.0018452032	0.0004747341	0.0251982396	-0.1174745339	0.1992845259	0.111818115	-0.181588389	-0.0242621873	-0.0611904401	-0.11399391	0.0590290538	-0.0889926974	0.1299114462	0.0401114748	-0.0698311545	0.0988168616	0.0893815741	-0.0802188109	0.1149646766	-0.0878735561	-0.0588265909	0.1446434845	0.0210824965	-0.0492510832	-0.1873855065	-0.1972246208	-0.0339861768	0.0790143587	-0.0328493178	0.0519783994	0.0492278996	0.1626696799	-0.0852102824	0.0085674062	0.0752282206	0.0150881704	-0.1937700244	0.1566770243	-0.0485114508	-0.0528241572	0.0086757379	-0.0134220775	0.070153058	-0.078902785	0.1380014592	-0.1217230172	0.0603785901	-0.0147101482	-0.0516769715	0.0349786294	-0.0587564426	0.0569071381	0.1512085936	-0.00236362	0.02366328	5.5866995044e-06	0.0005599508203584	0.0195378	0.0387703	0.00150313616209	0.00038172562884	0.0625343	-0.0154206999999998	0.00391053867649	0.0002377979884899	-0.00038341	-0.00038925453	1.4700322809999998e-07	1.515190891255209e-07	0.000183569	0.0001586011	2.5154308921210002e-08	3.3697577761e-08	6.48563e-05	-5.11557e-05	2.61690564249e-09	4.20633964969e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09095382814	-1.167568947	-0.8957339562	-1.235338669	-1.831579998	0.4486927699	-1.804473384	-1.114168524	-0.317198499	-0.2194006311	-0.1582475142	-0.4480992836
