global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_17	aroma_motion_19	aroma_motion_21
69462.39735010259	n/a	4825024645.623539	n/a	117457.5001300507	n/a	13796264336.80086	n/a	67287.55045670203	n/a	4527614446.463221	n/a	77169.28275367433	34310.943193506595	n/a	n/a	n/a	n/a	-0.0815571856	-0.0408132797	0.3761809059	-0.0488401673	0.1499843752	-0.140392023	0.0059329509	-0.0491153674	-0.2150480469	-0.2108073376	0.1914902922	-0.1259622813	0.1699190788	-0.059809552	-0.0371123253	0.1409566483	-0.062651589	0.0843388892	-0.0771632235	0.1436224554	-0.1442769146	0.1094304959	-0.0010422831	-0.178326723	0.0672141361	0.1400977577	-0.0815041419	-0.2202771866	0.0367295143	0.0407447003	-0.0777273394	-0.0674136245	0.1020686999	0.108276269	0.229620132	-0.072827354	0.0405821759	-0.2591219224	0.0811549397	-0.2375522259	0.1108730269	-0.0951858202	0.1339607334	-0.1210494971	0.0984807192	-0.0840056917	0.2359387024	-0.0984630392	0.1540265606	-0.0544050339	0.0866788992	0.065126707	-0.1310192238	0.0537622656	0.1727523318	-0.1107913974	-0.0882868421	-0.2402716214	0.1605699943	-0.1856289138	0.249935873	-0.0952260311	0.0167554673	0.0003227286	-0.0020767263	0.2216170527	-0.2110455038	0.0108959991	-0.0232521687	0.028292538	-0.0008772278	0.0030269532	-0.0280610553	0.1570613078	-0.0126131125	0.1980760203	-0.162555209	0.2076271346	-0.1955260217	-0.0177227768	-0.0344249644	0.1643619509	0.124826	n/a	0.015581530276	n/a	0.0868279	n/a	n/a	0.00753908421841	-0.000548324	n/a	3.00659208976e-07	n/a	0.00646458	n/a	4.17907945764e-05	n/a	-0.00169845	n/a	n/a	2.8847324025e-06	-0.000549309	n/a	n/a	3.01740377481e-07	0.0	-1.932409376	1.387630086	1.678938163	0.4723626183	-1.095579362	-0.7816714061	-0.5010844791	2.260627858	0.2443717221	0.2818427896	-1.228937368	-1.149281916
69533.34008367796	70.94273357537168	4834885383.192416	5032.871447146168	119324.58075911771	1867.0806290670157	14238355573.339205	3485990.0754372813	67372.82404129932	85.27358459729294	4539097419.299879	7271.584230071676	77568.11233174591	35755.00004416615	1.024184	23.139215	0.053239574	0.029814	-0.0835967689	0.1645617619	0.0210142562	-0.1948332477	0.2791977356	-0.1803213295	-0.1415892104	-0.0239846956	-0.0309275408	-0.2162082694	0.0052154392	-0.043191236	0.2247452225	-0.0604967158	-0.0957958353	0.1988495007	-0.1573570273	-0.1107499021	-0.0724104318	0.0338484908	-0.2372097566	-0.0279298077	0.0688181175	-0.1014753872	-0.0787532658	-0.0533516521	0.01719892	0.0469106798	-0.0282032637	0.1143479399	0.1030593984	-0.1818256129	-0.0271571886	0.0454643667	0.3066179677	0.1229699006	-0.0869793891	-0.0072971456	0.0399852753	-0.2372645569	0.0461292658	0.0693791033	0.0728445118	-0.1286366892	0.0868852835	0.1288267968	0.0851485779	-0.1776108027	0.0848755752	-0.0172005999	-0.0324370554	-0.1145288276	0.2245415107	-0.2131946965	-0.1107929599	-0.1100455186	0.1574394228	-0.2363610054	0.129684335	-0.1755927954	0.2388409206	-0.0790768714	-0.0848259046	0.11155874	-0.200931806	0.0345198183	-0.226811217	0.0943153268	0.0320347326	0.0598181751	-0.067542753	-0.1445961228	0.0285491683	0.0104524193	-0.0563123035	0.0248117771	0.2222714724	-0.0966039402	-0.2115633036	-0.0043717897	0.0126761808	0.1640657595	0.111633	-0.013193	0.012461926689	0.000174055249	0.0682733	-0.0185546	0.00034427318116	0.0046612434928899	0.00432575	0.004874074	1.87121130625e-05	2.3756597357476e-05	0.00616342	-0.0003011599999999	3.79877460964e-05	9.069734560000001e-08	-0.00169845	0.0	0.0	2.8847324025e-06	-0.000518111	3.119799999999997e-05	9.73315203999998e-10	2.68439008321e-07	0.0	-1.993846063	0.4897317531	2.606603376	0.0325812762	-0.6724856024	1.288208041	1.674120693	1.385510863	0.4428679875	-0.2659762965	0.0482495611	0.2495644101
69410.07668159637	-123.26340208158943	4817758744.945088	15193.86629272759	118999.26513317192	-325.3156259457901	14160825102.234947	105830.2564845012	67355.6206477884	-17.20339351092116	4536779632.848779	295.95674829160424	77460.92473616297	34880.28301075691	1.089801	24.621693	0.060391866	0.0358665	-0.0856328077	0.1819277142	0.3434672904	-0.0526210858	0.2231729795	0.0249037058	-0.3079778573	-0.0755170161	-0.0511109892	-0.2420141468	-0.1560744473	-0.1951293048	-0.064438335	0.1540582344	-0.1601295522	0.2827561133	0.098351623	-0.0034808656	-0.1063835053	0.0585791262	0.0870968201	-0.024216583	-0.0932090911	-0.1565886011	-0.0162376667	0.0490035051	0.0373909817	-0.2362867059	0.0880214468	-0.0271617563	-0.0778133793	0.1701356828	0.1598316531	-0.0394071216	0.3278990838	0.0831290304	0.0776354739	-0.3256352796	-0.057729333	-0.1046505035	-0.1130808408	-0.0511180385	-0.2213640062	-0.0095379856	-0.1385701973	0.2389331968	0.1448065145	-0.0638803714	-0.0026132126	0.2868029662	-0.0327529136	-0.0400803156	-0.0624602107	0.0231902285	-0.0137148364	-0.0361086607	-0.0424165089	-0.2458652603	0.1440219721	-0.1579130879	0.2799126903	0.0257963507	-0.0319394332	-0.109164266	-0.0517779885	-0.0460694264	-0.1818279897	-0.134607683	-0.1016399009	0.0843613896	-0.0884164376	-0.0458876841	0.0186839657	-0.0733403515	-0.0852075574	-0.0502442153	0.0023850764	-0.0758051724	0.2286782562	-0.122924953	0.0242188995	0.1634739106	0.112964	0.0013309999999999	0.0127608652959999	1.771560999999997e-06	0.0895117	0.0212384	0.00045106963456	0.00801234443689	-0.000562466	-0.004888216	3.16368001156e-07	2.3894655662656e-05	0.00659263	0.00042921	4.346277031690001e-05	1.8422122410000016e-07	-0.00169845	0.0	0.0	2.8847324025e-06	-0.0007475859999999	-0.0002294749999998	5.26587756249541e-08	5.588848273958504e-07	0.0	-2.03032748	0.3885952425	-0.1405450136	0.5150325152	0.02619380093	-0.04551887792	2.061139194	0.7552497116	0.4728448667	1.573486898	-1.041572179	2.269825734
69280.88676722697	-129.1899143694027	4799841271.253325	16690.0339747736	117942.94500983656	-1056.3201233353611	13910538277.593332	1115812.2029632323	67307.26643987224	-48.35420791615616	4530268115.607952	2338.1294231988586	77246.65563995592	30933.09620956344	1.620585	36.613602	0.195909966	0.10373	-0.0976485257	-0.1389828857	0.0445054642	-0.1295159734	0.2426205015	0.0429083952	0.0193114214	0.1285621162	-0.0081608382	-0.180425507	0.0527301321	-0.1373467467	-0.0949564374	0.0215963759	0.0177399752	-0.0938362484	0.0569874548	0.0005936017	-0.1548116541	-0.3168638213	-0.0477296818	-0.2215156238	-0.2897618894	0.0673410188	0.1605785238	-0.1362517009	-0.2106221931	0.0229138627	0.1237189492	0.1176780404	-0.016482635	0.028249637	0.0139796135	0.0997397315	0.1439033185	-0.1843218547	-0.0939127476	-0.091513675	-0.0225842184	-0.0543953918	0.0873134174	-0.0735438127	-0.0893936286	-0.1453811103	-0.0344422253	0.1548397827	-0.1169225054	-0.020437957	-0.1635907928	-0.1038014128	0.26613434	-0.2338521685	0.0055726886	0.1248960798	-0.1829325871	0.1589121986	0.0343596093	-0.1838065846	0.133503865	-0.061757252	0.082380111	-0.1184314219	0.1867734889	0.0629295102	-0.0337018907	-0.0979194941	-0.0353682463	0.013861292	0.047160799	-0.0311584737	0.0095568364	-0.0500347939	0.0297086008	-0.0759493144	0.1289137853	-0.0643591696	-0.2030103276	-0.0678996498	0.1890304555	0.2417667044	0.2194752915	0.1625874706	0.0998239	-0.0131401	0.0099648110112099	0.00017266222801	0.0435385	-0.0459732	0.00211353511824	0.00189560098225	0.0376347	0.038197166	0.00141637064409	0.0014590234904315	0.00527833	-0.0013143	2.7860767588900005e-05	1.72738449e-06	-0.00135908	0.00033937	1.1517199690000005e-07	1.8470984464e-06	-0.000429266	0.0003183199999999	1.0132762239993634e-07	1.84269298756e-07	0.0	-1.97243616	1.433310142	-0.3680624545	0.0115953508	-0.2975166676	-0.3685572644	-0.2913948443	0.293381205	-1.505024631	-1.213820462	1.151304976	0.9022403948
69464.05972188602	183.17295465905045	4825255593.045748	33552.33131852655	118425.71633815073	482.77132831416384	14024650290.20414	233068.15544222217	67419.18075220412	111.91431233187905	4545345933.29837	12524.813304717374	77299.6611907948	31486.5935645022	1.026189	23.184513	0.05782685	0.0301371	-0.0990615255	-0.028893292	0.0530728542	0.1871274277	0.1549739933	0.0395470895	0.2040797074	0.0414687734	0.0203358107	-0.1670427613	-0.0015979555	-0.0292673573	0.1602048789	-0.0189892117	0.0367591762	-0.028506872	-0.2251808468	-0.0747312561	-0.0066726172	-0.100615504	0.0778829766	0.1404371731	0.1568002459	-0.0442485485	-0.0385569833	0.023488698	0.1047425218	-0.0185459053	-0.0921441664	-0.0261397091	0.1042216881	-0.1180241025	-0.0448768617	-0.0980183724	0.14079932	-0.0730447294	0.105109635	0.0048222718	-0.090670269	-0.0142559295	0.235746884	0.050156845	-0.034777551	-0.0333462147	0.1891428985	-0.222533573	-0.238806867	0.053247437	0.2152224634	0.0149039052	-0.1089601957	0.0570047557	0.1136697115	-0.0540195232	0.1484585978	0.0619899148	0.0161526219	-0.1651307615	0.0985010241	-0.0420990033	0.0438621895	0.0933917168	-0.0377679039	0.0826511332	0.084362562	-0.0641966621	0.1314591206	0.1581072279	-0.0153365816	0.0079168644	0.1743655477	0.1218260294	0.0290222986	-0.0396565115	-0.0118620653	0.0628669252	0.058042524	-0.1324229755	-0.0023706364	0.107018279	0.0749904321	0.161408037	0.0990154	-0.0008084999999999	0.00980404943716	6.536722499999835e-07	0.037511	-0.0060274999999999	3.633075624999998e-05	0.001407075121	0.0331163	-0.0045183999999999	0.00109668932569	2.041593855999999e-05	0.00483432	-0.00044401	2.3370649862399995e-05	1.971448801000007e-07	-0.00111485	0.00024423	5.96482929e-08	1.2428905225e-06	-0.000670475	-0.000241209	5.818178168100003e-08	4.49536725625e-07	0.0	-1.860849746	0.7908622825	-1.826385513	-0.6370706568	-0.1248117044	0.9610473773	-0.3424150555	1.092924908	0.9642448097	-0.8521779542	-0.003278673595	1.091252812
69533.46822810982	69.40850622380094	4834903203.829558	4817.540736219414	117599.57090363951	-826.1454345112143	13829659076.720137	682516.278963723	67532.81680784893	113.63605564480532	4560681346.002482	12913.153142509287	77358.56071063108	31620.60795383166	1.272097	28.740265	0.0626772999999999	0.0347505	-0.1019408861	-0.1565931927	0.0818791819	0.112449073	-0.0627321153	-0.1550777893	-0.0273482414	0.0902795921	-0.1472222906	-0.1231690698	-0.246624085	-0.054668751	0.1294336346	-0.0452406415	0.0194324727	-0.1324407431	0.1463862081	-0.0810266892	-0.0349842655	0.0428519223	-0.0317009852	0.0642548621	0.1840497849	0.0384321276	-0.1120307394	0.150591677	0.0336719446	0.0489377953	0.0318275105	0.0753114749	-0.0055246057	-0.0351432043	-0.1602299443	0.0495214115	0.1120160269	-0.0800141224	-0.0953478974	-0.0088407382	-0.3217467128	0.0414239945	-0.0142659903	0.2020372312	-0.0036365602	0.0427824419	0.0381032068	-0.1556219514	0.0398654746	0.1009510954	-0.1029977178	0.0011029679	-0.1402661359	0.0686728522	-0.1821032348	-0.0989987207	0.1950045006	-0.0387863342	0.1872140177	-0.1562872711	0.078523829	-0.0195229461	-0.0321671589	-0.0808074214	-0.0130210611	-0.1279980976	0.0222485997	0.0958794381	0.0854751581	-0.0787536546	-0.0067921137	0.0701456028	0.1497980764	0.1184764954	-0.0040855618	0.0047217747	-0.0419034471	0.0195265906	0.0456935951	0.1867299281	0.0387596028	0.0700795163	-0.3073346248	0.1599377353	0.0945132	-0.0045021999999999	0.00893274497424	2.026980483999998e-05	0.0695213	0.0320102999999999	0.0010246593060899	0.0048332111536899	0.0212572	-0.0118591	0.00045186855184	0.00014063825281	0.0045592	-0.0002751199999999	2.078630464e-05	7.569101439999966e-08	-0.00111485	0.0	0.0	1.2428905225e-06	-0.000681469	-1.0993999999999956e-05	1.2086803599999904e-10	4.6439999796100006e-07	0.0	-1.653028401	1.180356061	0.04018550454	-0.8318306498	0.02335214569	-1.769922494	-1.240154197	1.298445834	-0.4411897666	0.4862375942	-1.249863958	2.532068452
69417.25208628447	-116.21614182535268	4818754887.210766	13506.191620770487	117944.94781420247	345.3769105629617	13911010714.894943	119285.21035001606	67419.47265158025	-113.34415626867847	4545385292.617177	12846.89776025861	77258.90803444921	31652.865605370604	1.277447	28.861145	0.0815210499999999	0.0377321	-0.1058345481	-0.1082778258	-0.1072525637	0.0507801409	0.0869132188	-0.0808835506	0.0460424852	0.0365474919	-0.1093796757	-0.1325897845	-0.1987209242	-0.0002873905	0.0626190579	0.0183323306	-0.0318554017	-0.0128205437	-0.0807721777	0.1834329658	0.0090421989	0.0609962933	0.1953220119	-0.0771732077	-0.1625977032	0.0653328771	-0.0288189794	0.0313671861	-0.0807483204	0.154524163	-0.1718790474	0.0457499255	-0.1919996647	-0.137331477	-0.0379352207	-0.156817022	0.0857444103	-0.0652260384	-0.0505717274	0.0975961836	-0.2291625932	0.1039276536	0.0389617379	0.0760289937	-0.0619691082	-0.1385397224	-0.1443465708	0.0459778659	-0.0487894604	0.0250973486	-0.0098762162	-0.0547139722	0.0250301726	0.198738383	0.0483476523	-0.0095340491	0.1925946445	0.0310481302	0.0150124286	-0.1338226147	0.0584327672	0.0556009582	-0.0961778833	-0.1202424961	0.0597249107	0.1588515472	0.0226874259	-0.1135882069	0.1127185246	0.0955773257	-0.0592661328	-0.0279248855	0.0600694224	0.1607656732	-0.0726459488	-0.0837773091	0.1192552545	-0.1914084952	0.0851016352	0.0659279566	-0.0602848675	0.1129729018	-0.0328847213	0.1581792149	0.0809046999999999	-0.0136085000000001	0.0065455704820899	0.00018519127225	0.0439819	-0.0255393999999999	0.0006522609523599	0.0019344075276099	0.0419947	0.0207375	0.00176355482809	0.00043004390625	0.00461798	5.87799999999996e-05	2.13257392804e-05	3.4550883999999527e-09	-0.00099312	0.00012173	1.4818192900000004e-08	9.862873344e-07	-0.000429266	0.000252203	6.3606353209e-08	1.84269298756e-07	0.0	-1.727011031	0.9450123249	-0.5586737624	-1.065288608	0.1825797861	0.8077135475	-1.625024848	0.7732912222	-0.6084875313	0.1926135715	0.5959587405	1.153350449
69396.59164114499	-20.660445139481453	4815886931.407834	426.8539933615228	118502.53280115013	557.5849869476515	14042850280.28766	310901.01766941266	67408.217092237	-11.255559343248024	4543867731.5541525	126.68761612937789	77296.34511697665	31835.21307808574	0.937393	21.178354	0.0513149	0.026953	-0.1078169085	0.0617310564	-0.0300927624	0.1920356167	0.0847082686	-0.0655977034	-0.0607978914	0.073819616	-0.1065785207	-0.135578038	-0.1157809687	-0.0474199635	0.041438045	-0.1498416111	0.0531531631	-0.0164666574	0.0780311838	-0.0693127922	-0.1097277578	0.1717463086	-0.0455077716	0.0903894009	-0.0508968544	0.1004025091	0.0766444902	-0.0486597903	0.0589631595	0.1702363066	0.0999562025	-0.0941060104	-0.1708161917	0.0499354122	-0.0353319922	-0.0743860714	0.1301783909	0.0164183888	0.0963077219	0.0261936758	-0.1461915064	0.0659719242	0.0634049116	0.0357410661	0.0924506852	0.1748229463	-0.1143230539	0.0482753583	-0.0108952213	-0.1311478915	-0.0010988531	-0.1814400527	-0.0976800438	-0.0433626238	-0.1084289583	0.0238617331	-0.0796467479	0.0896235528	0.1331368334	-0.1439194972	0.0438032915	0.0363068551	-0.0032341107	0.1228746177	-0.0098989106	-0.0818510422	0.0265086958	-0.1550775475	0.1899281813	-0.0297794978	-0.0014731615	-0.0847395351	-0.0223514847	0.0553961539	0.0277599801	0.0613692387	-0.0365314277	-0.1973331568	0.0534309768	-0.0433174092	0.2240132333	-0.1037706033	-0.0321524136	0.1561356449	0.0813583999999999	0.0004537	0.0066191892505599	2.058436900000012e-07	0.0670758	0.0230939	0.00053332821721	0.00449916294564	0.0324236	-0.0095711	0.0010512898369599	9.160595521000012e-05	0.00447443	-0.00014355	2.00205238249e-05	2.0606602500000028e-08	-0.000973716	1.9403999999999884e-05	3.765152159999955e-10	9.48122848656e-07	-0.000630236	-0.0002009699999999	4.0388940899999995e-08	3.971974156959999e-07	0.0	-1.709791746	0.3765254406	-1.257809095	-0.7836537928	0.5503210635	-0.2504016336	-0.2843305945	0.4264826525	1.171610539	0.2834556525	0.1552026506	0.787599588
69425.39255231895	28.8009111739666	4819885131.043584	829.492484450714	118065.94829657234	-436.5845045777824	13939568147.168894	190606.02963742765	67348.48070924237	-59.73638299462618	4535817853.843192	3568.435453280664	77290.0300727836	32030.71100227701	1.198861	27.085657	0.0571990999999999	0.0254837	-0.1109994642	-0.1049606258	-0.1162360858	-0.0216174809	0.0705618925	-0.1268939843	0.0008151791	0.0123874657	-0.0538575313	-0.1532317052	0.068219438	-0.0949651989	-0.0474964254	-0.2765678339	0.1163501267	0.0453300201	-0.097542873	0.0875815818	0.0994517336	0.0294734243	0.1037258709	-0.1185740867	-0.0048245257	0.1562790125	-0.1510498234	-0.1908173747	-0.1694877549	0.1492581822	0.0536580331	-0.0585659848	-0.1465757776	0.1077491506	0.0480184539	0.0824243102	0.1126359909	-0.1022714722	-0.1351710749	0.1222041543	-0.0683645968	-0.0399742774	0.0537090595	-0.0344006039	0.217330786	0.0870952586	0.050250669	0.2192214907	-0.058008313	0.2289878658	-0.0425085229	-0.1383422007	0.0173765328	0.0293752677	-0.2031640451	0.2099141067	-0.0063260448	-0.0343489235	-0.0274342261	-0.1280216113	0.0195276826	0.0771078422	-0.0601235767	0.0622667531	0.0536150555	-0.0431263262	-0.0978832584	-0.0725118891	0.2246553494	-0.2590417308	0.0637471589	-0.1962972166	-0.0612516441	0.0170504997	0.0854296523	-0.1179988658	-0.0480648645	-0.1272166852	-0.1376534379	0.0308878927	-0.0900877339	-0.3808811255	-0.1708777592	0.1538107079	0.0815655	0.0002071	0.00665293079025	4.289041000004096e-08	0.0762628999999999	0.0091870999999998	8.440280640999803e-05	0.0058160299164099	0.0166805	-0.0157430999999999	0.00027823908025	0.0002478451976099	0.0041257	-0.0003487299999999	1.7021400490000004e-05	1.2161261289999957e-07	-0.00075938	0.0002143359999999	4.5939920895999995e-08	5.766579844000001e-07	-0.000708406	-7.817000000000002e-05	6.110548900000003e-09	5.01839060836e-07	0.0	-1.527955875	0.6000778839	-0.9437517353	-0.9274567543	0.8322336551	-1.309921859	-0.3523771394	1.143382662	-0.6917875727	-1.011124054	0.8522345509	0.1306501054
69356.00791176087	-69.38464055808436	4810255833.456236	4814.228345374565	118110.14729778298	44.19900121063984	13950006894.703993	1953.5517080181417	67257.81795427376	-90.66275496860908	4523614075.97023	8219.73513849805	77074.44225876551	31793.871311636307	1.28483	29.027931	0.06996975	0.0329511	-0.1138911448	0.0070981924	0.0179772195	0.0985865457	0.0776944806	-0.1666847958	0.2366111742	0.1013061911	0.0512739423	-0.1712469152	-0.0387369884	-0.0850242558	-0.2166106595	-0.0631778708	0.0503724913	-0.0353380493	-0.1326657208	-0.062025496	0.1910959973	-0.0872938539	-0.0376804285	0.0526545868	0.1117019201	0.1306610598	-0.0094459765	0.0061715162	-0.112228628	0.0110105771	0.0367802927	0.0682159394	0.1525672412	0.1238603834	0.0377557824	-0.3479041795	0.1300897028	-0.050476419	0.1021147383	0.0896613708	-0.0462830912	0.1310277415	-0.0849782069	-0.2365573823	0.0856169385	0.0304200315	0.0930205964	0.0168971716	-0.2347681295	0.1117151229	0.027295126	-0.080254105	-0.1192978386	-0.0120191669	0.2034295218	0.1356733477	-0.0834079476	0.1695006866	-0.1210742051	-0.1352313693	0.0017591398	0.0835747843	-0.040953168	0.0980167573	0.0683179622	0.1222122721	0.2096765086	-0.0149228715	0.2200317563	0.113241939	0.1831970069	-0.0211903265	-0.17258387	0.1044030682	-0.0854933782	0.0178432604	0.0295511772	0.1076100507	-0.0409504007	-0.1748519753	-0.0513772167	-0.0704964122	-0.1675681015	0.1512085936	0.0723034	-0.0092620999999999	0.00522778165156	8.578649640999992e-05	0.0916734	0.0154105000000001	0.00023748351025	0.00840401226756	0.0378644	0.0211839	0.0014337127873599	0.0004487576192099	0.00419818	7.247999999999977e-05	1.76247153124e-05	5.253350399999966e-09	-0.000583308	0.000176072	3.1001349184e-08	3.402482228640001e-07	-0.000942119	-0.000233713	5.4621766369000046e-08	8.875882101610001e-07	0.0	-1.677120025	1.153466393	-0.4805649436	-0.7064311886	0.4987502139	1.061507064	-1.035453021	1.104726596	1.365694793	-1.1163398	-0.04441799595	0.2193871313
