global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_13	aroma_motion_14	aroma_motion_18	aroma_motion_21	aroma_motion_22
70232.99107802782	n/a	4932673035.766335	n/a	119430.59166349084	n/a	14263666225.091486	n/a	67325.23768449483	n/a	4532687629.273723	n/a	77584.82191381988	70353.08345179404	n/a	n/a	n/a	n/a	-0.1998700206	-0.0814086179	-0.0866462089	-0.0072190582	-0.0206492779	0.1490635836	-0.1573422275	0.1206774323	-0.148209911	0.2300579847	0.0877961998	-0.063873986	0.0629702401	-0.1186129938	0.0258786783	-0.0129019183	0.1734698098	0.2307511675	-0.0800637376	0.164177816	-0.1047135051	0.0504445286	-0.1054188361	0.1185426607	-0.2582408132	0.0153442442	-0.0524259783	0.1176052476	-0.0620813129	0.1225501684	0.0404364033	0.024824865	-0.075293048	-0.0584716181	0.0320481787	0.0118124037	0.1765915284	-0.0225752056	-0.0288444322	0.0445516743	-0.0581074818	0.0015629398	-0.1266647995	0.2681952611	-0.059874921	0.1243123078	-0.0926112315	0.1732222442	-0.0782887637	0.126164507	-0.0992898889	0.0529293927	-0.074557538	0.1329848817	-0.0865093383	0.0307001718	0.0990776818	-0.0730178787	-0.0191547292	0.055206129	0.1771892504	-0.0840781041	-0.0237693145	-0.1382305632	-0.1277549541	0.2377444692	-0.0130287382	0.0117222665	-0.2312742548	0.1087757915	0.099639268	-0.0397500031	0.0430786719	-0.0270817416	0.0106484752	-0.0326861706	0.2354053662	-0.0126021055	0.2101428699	-0.0098886916	0.0636861123	-0.2063655909	0.0022599304	0.131030789	-0.2187655545	0.0863894976	0.0995245851	0.1643619509	-0.135374	n/a	0.018326119876	n/a	-0.000315807	n/a	n/a	9.9734061249e-08	-0.0639587	n/a	0.0040907153056899	n/a	0.00092115	n/a	8.485173225e-07	n/a	-0.00127461	n/a	n/a	1.6246306521e-06	-0.0015482	n/a	n/a	2.39692324e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.368386418	1.908957379	-1.396359487	-0.2588682283	0.7475081294	0.8520428319	0.1733457878	-0.1952861192	-0.3213919087
70281.88947454226	48.89839651444345	4939543988.1117735	2391.053181683735	119056.88402248477	-373.707641006069	14174541633.143389	139657.40094632097	67355.06256419279	29.82487969796057	4536704453.026325	889.5234489978205	77556.37451689235	68137.66643105783	1.516041	33.42815	0.105189543	0.0524274	-0.1920549153	-0.0594499741	-0.0733810616	0.1314012574	0.0715123508	0.2813492673	-0.0075180406	-0.1136741677	-0.074510693	0.1235038753	0.1702267058	-0.1930369538	-0.0082557066	-0.0849272491	0.0943162381	-0.0564353505	0.1480085998	0.2365151331	-0.0166367251	0.1498798388	0.0535931876	-0.1152383979	0.0831434749	0.1914752198	0.0116137037	0.2748218222	-0.1272199314	0.0431028409	-0.0693297327	0.0430635095	-0.0762851034	-0.1282026726	-0.0125215584	-0.2207902642	0.090910476	-0.064052757	-0.0082160049	-0.0535307064	-0.0809631716	0.1702971628	0.0178756334	-0.0345571051	-0.1900090139	0.1596132762	0.0954446795	-0.0120329016	-0.0500581178	0.2469974607	0.2201407469	0.0896535581	0.0645672722	0.1348795664	-0.1533678922	0.1187912233	-0.0196320056	-0.190539013	0.1744935015	-0.1746628386	0.1873174934	0.0173271021	-0.029009629	0.0042328392	-0.0004880632	-0.0763156824	-0.1376021138	0.2677621306	-0.0998403438	0.046520135	-0.0202334529	0.1855394752	0.1511085411	0.029947727	-0.0351998409	0.0705923095	-0.0203256898	-0.0595974354	0.150081279	0.002482407	0.2403698551	-0.0714502254	-0.1350942102	-0.1875062676	-0.0706549557	0.2530443829	-0.0681193681	-0.1247978117	-0.073134302	0.1640657595	-0.110447	0.0249269999999999	0.012198539809	0.0006213553289999	-0.0148627	-0.014546893	0.0002116120959534	0.0002208998512899	-0.0421962	0.0217624999999999	0.00178051929444	0.0004736064062499	0.000503847	-0.000417303	2.53861799409e-07	1.7414179380900005e-07	-0.00125727	1.734000000000002e-05	3.0067560000000065e-10	1.5807278529e-06	-0.00110378	0.00044442	1.9750913640000005e-07	1.2183302884e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.535860856	2.111617231	-0.72844444	-0.1579795106	-0.05225991154	-0.2438873945	0.2387866777	-0.4760988521	-2.66521281
70287.35859484914	5.469120306879631	4940312778.240913	29.91127693112315	119134.701834032	77.81781154724013	14193077181.08371	6055.611794001778	67335.41048434647	-19.652079846317065	4534057505.095437	386.2042422860214	77546.01868848762	70861.40694698211	1.832481	40.405525	0.102662	0.0498269	-0.2088225559	-0.0879295417	-0.0825750493	0.0434555572	0.0033244582	0.0541012018	-0.2912017617	0.1711618043	0.0200357016	0.2679405367	0.1799442429	0.050330777	0.053632257	0.051031349	-0.087006535	0.0091470796	0.2852117787	0.2365103033	0.0956666734	-0.0327382593	-0.1910603116	0.0984812931	-0.0783432097	0.134558384	0.0147846502	0.042605033	0.1245679128	-0.1515397786	-0.0771274118	-0.1336444289	0.0910834293	-0.0217736666	-0.089936512	0.2044061579	0.0642190579	-0.0266469232	0.1285143042	0.0165228554	-0.1866606286	0.0003425023	-0.0063548822	-0.0357518802	-0.2075469757	0.3183577561	-0.0222275085	0.1003372933	-0.0435869435	0.1377126502	-0.2226596972	0.1492055811	0.0191820819	-0.028785496	-0.0062572955	-0.0661346222	0.1916216161	0.0306782711	-0.1145689257	-0.1575482202	-0.0960334483	-0.0501948596	-0.0785409355	0.0511085819	-0.0671780684	-0.1335347329	-0.2021828446	0.1747531504	-0.0401414642	0.0744372867	-0.1660925701	-0.0135388116	0.2533308205	-0.0660279979	0.0277479189	-0.0561762657	-0.0016279265	0.0328501843	0.056920292	-0.0855549922	0.1102662111	0.0823085689	-0.025617171	0.0795332062	0.0978100322	-0.070914084	0.1623782034	-0.1417503571	-0.1130912209	0.1634739106	-0.104211	0.006236	0.010859932521	3.888769600000007e-05	-0.0329676	-0.0181049	0.00032778740401	0.00108686264976	-0.0678799	-0.0256837	0.00460768082401	0.00065965244569	0.0011565	0.000652653	1.33749225e-06	4.25955938409e-07	-0.00105793	0.00019934	3.9736435600000045e-08	1.1192158849e-06	-0.000903025	0.0002007549999999	4.030257002499997e-08	8.15454150625e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.214204761	2.009563687	-2.033510328	0.9822660079	0.2339431975	1.019252483	-0.7767950087	-0.09208581727	-0.3987880818
70462.03013846157	174.67154361243593	4964897691.233467	30510.148147951106	119641.828125	507.1262909679936	14314167037.09204	257177.07499095408	67373.6761402541	38.26565590762766	4539212236.651845	1464.2604220409596	77712.30214351366	77559.22388581307	2.563141	56.516315	0.0786111299999999	0.0509146	-0.1919503788	-0.2556351871	-0.0071602406	-0.1046950551	0.0607459036	0.2903149379	-0.0753374327	0.1859920377	-0.0384035704	0.2410074266	0.0946751076	-0.1108517169	-0.1082875352	0.1408669026	-0.0954448008	-0.0083332302	0.3176493229	0.1147961403	-0.0965260392	0.0105748566	0.040975131	-0.0114617903	0.0232149699	-0.0653731875	-0.0570888401	-0.002438146	0.1472093319	-0.2060322565	0.2257940687	-0.0490814836	0.1207756694	0.038579161	-0.1353833417	-0.148175243	-0.0302619191	0.0929008408	-0.1432066975	0.0077539441	-0.0146814282	-0.1086619963	-0.0911531967	0.0681666257	-0.1953313008	0.2112759303	0.1097239017	-0.166959186	-0.087535241	0.1373549969	0.0170914944	-0.1266866495	-0.1183961372	0.0311671974	0.0245519278	0.0874760323	-0.0147023348	0.1204389387	-0.0435922137	-0.1649349169	0.0139616438	-0.1738922206	-0.0373478407	-0.0492141312	0.1597155996	-0.1522900426	-0.2221927106	0.1240922806	-0.0806228471	0.0343552216	-0.3075185191	0.0422244981	0.0951829539	0.2029057231	-0.0114767324	-0.0359130267	0.0104069348	-0.0756686929	-0.0207958037	0.1046203723	-0.197359766	-0.1746958306	-0.0043909118	0.0861568053	-0.0738145403	-0.2283172801	-0.0062053691	0.1504697576	-0.0023864329	0.1625874706	-0.0966441	0.0075669	0.0093400820648099	5.725797561000002e-05	0.00990288	0.04287048	0.0018378780554304	9.80670322944e-05	-0.0925936	-0.0247136999999999	0.00857357476096	0.0006107669676899	0.0012257	6.919999999999995e-05	1.50234049e-06	4.788639999999993e-09	-0.00105793	0.0	0.0	1.1192158849e-06	-0.000903024	1.000000000015745e-09	1.0000000000314906e-18	8.15452344576e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.226021989	1.858204972	-1.783332385	-1.038393679	1.501316622	2.068264248	0.4950370663	1.177606172	-1.326269131
70440.84926988046	-21.18086858111201	4961913245.862019	448.62919385033786	119071.71102801069	-570.1170969893137	14178072367.138084	325033.5042795226	67237.07275658095	-136.60338367315126	4520823952.87376	18660.48443095417	77596.36600506371	79398.77119962631	1.36599	30.119577	0.10530673	0.0501513	-0.1989031142	-0.2558499157	0.0400026923	0.016040713	0.011108203	-0.1309870299	-0.1267365096	0.1172432796	-0.0137944446	0.1369125049	0.2191125695	0.0681691963	0.1030987281	-0.1826653156	-0.0892800903	-0.0431867846	0.0800067524	0.019770319	-0.1227201009	-0.1049030983	0.0431604447	-0.1775049773	0.0478827601	-0.0941003815	0.10946133	-0.0463524849	-0.0148320611	-0.0616038001	-0.1545805067	-0.0052126693	0.054772891	-0.1563440536	-0.0552385523	-0.0969076247	-0.0343914743	0.0381834611	0.0319393933	0.0022474852	-0.1637848242	-0.1417886953	0.046550619	0.0015570449	-0.058373841	0.0519762296	-0.1326321864	0.0474699308	-0.0219535171	-0.0044950363	0.1913904296	-0.0917018194	0.2076465942	-0.0805901587	0.0213654966	-0.0500264074	0.0073263747	-0.0311801791	0.0663199264	-0.1549495828	-0.123668021	-0.2306660382	0.1094073179	0.0063413952	0.1486080033	-0.1370986452	-0.1087060841	0.1659703144	-0.1351496365	0.2467067167	-0.0386761705	-0.0155041294	-0.0329527634	0.1043275278	-0.2174093392	0.0512234214	-0.0079936899	0.2602559808	-0.1345795403	0.1633040386	-0.092865962	0.1441155595	-0.0315315819	0.1170961156	-0.0142137816	-0.0751429682	0.2810492786	0.1054019443	-0.1370511271	0.161408037	-0.111713	-0.0150689	0.012479794369	0.00022707174721	-0.0149918	-0.02489468	0.0006197450923024	0.00022475406724	-0.092512	8.160000000000112e-05	0.008558470144	6.658560000000182e-09	0.000713935	-0.000511765	5.09703184225e-07	2.61903415225e-07	-0.00148955	-0.00043162	1.8629582440000013e-07	2.2187592025e-06	-0.00126487	-0.000361846	1.3093252771599997e-07	1.5998961168999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.047991403	1.00462622	-0.6682910417	1.700607092	0.1162298057	0.4375419194	-1.671848965	0.4630842223	0.5126221626
69956.1280721659	-484.72119771456346	4893859854.8492775	234954.63951384093	119671.50704554116	599.7960175304761	14321269598.551008	359755.2626454192	67194.43315391053	-42.63960267041693	4515091846.875351	1818.135715891027	77695.64453838601	62472.2270182948	3.470629	76.526093	0.1579233	0.0843406	-0.1456906737	0.081732604	0.0033407873	-0.1699478057	-0.028778544	-0.1164950044	0.0812511046	0.0799432907	-0.0897735249	0.0075594554	0.1077520968	-0.0756678679	0.1663720757	0.0139603881	-0.1087454514	-0.0543668197	-0.0562895347	0.0163024827	-0.0341191607	-0.0349177944	-0.0955690216	0.1785109795	-0.1448754459	0.018275062	0.0441323432	-0.087983256	0.1793808223	-0.1704047414	-0.1018102776	0.0494763611	-0.0823715276	-0.1503636342	0.0270374668	-0.0562541805	0.0599779381	0.0349929358	-0.0211992478	-0.2444436631	0.1453131882	-0.2066979935	-0.0249436706	-0.0141277427	0.1436638655	-0.0028833802	-0.1300211642	0.0621803685	-0.0350358282	0.0814063526	-0.0400682841	-0.0134126307	-0.1075459632	0.0460526726	0.0895237106	-0.2741335314	0.1012784905	0.1022079148	-0.0915594886	-0.0931454949	-0.1281148215	0.1175568432	-0.0084105366	0.0712988958	0.0308648293	-0.0852417488	0.0251823769	0.0593364572	0.0019145276	0.1471504671	0.125140679	0.0326954074	0.0832047382	0.0272145962	0.0905604654	-0.1663533935	0.2379623061	0.0332933588	-0.1984887612	0.1158563058	0.2943074933	0.1467658541	0.0369386076	0.2590843483	0.1980999314	-0.0871539453	-0.0880727081	-0.012515384	0.0917173352	0.1599377353	-0.10421	0.007503	0.0108597240999999	5.629500900000014e-05	0.0250652	0.0400569999999999	0.0016045632489999	0.00062826425104	-0.0242356	0.0682764	0.00058736430736	0.00466166679696	0.000534022	-0.0001799129999999	2.85179496484e-07	3.2368687568999994e-08	-0.00118957	0.00029998	8.998800040000003e-08	1.4150767849e-06	-0.000903025	0.0003618449999999	1.3093180402499997e-07	8.15454150625e-07	1.0	0.0	0.0	0.0	0.0	0.0	1.791527871	-0.1396579339	-1.459146976	2.118385998	0.3823277607	0.02662593802	1.880459231	0.4919067987	0.4696247513
69701.9398419215	-254.1882302443992	4858360417.726844	64611.65639477968	119576.09684165395	-95.4102038872079	14298442935.884604	9103.107005798582	67146.62533998402	-47.80781392651261	4508669294.548184	2285.587072432053	77583.76944133632	54919.08526365219	1.147145	25.294117	0.11551294	0.0579569	-0.0783357465	0.1721474333	0.0565854298	-0.1470713535	0.0455574828	0.0369256987	0.2959568144	0.0576373	0.1772165194	0.1151840684	0.1824745176	0.1663275979	-0.0125529078	0.0655932294	-0.1610221952	-0.0379565794	-0.1731580179	0.059736003	-0.0918252395	0.1087840084	-0.0907454275	-0.0223669625	-0.0180304613	0.0882233944	0.119445788	0.0384039392	-0.0599126871	0.0531952453	-0.02617403	0.0451700672	-0.0063842602	-0.0931194486	0.0277801206	-0.106477932	0.053964049	0.0278085696	0.0475379849	0.0167335424	0.2040416817	-0.1294351535	0.0232589427	-0.0717122652	0.1496720642	0.0090112206	0.122481135	-0.1612446685	-0.2156092199	0.0591588378	0.0713642645	0.1780216101	0.0323693173	0.0512155302	0.0146142017	-0.0347213074	0.1310198175	0.0658311783	0.1497560657	-0.032803217	0.0176053054	0.0513186259	-0.0233486406	0.0011770417	-0.0290790869	-0.1555788267	0.1070334973	0.0111478108	0.0610230858	0.1496845883	0.0943719046	-0.0790367297	-0.0991241	0.2332377254	-0.1244111915	-0.1148675054	0.0392226075	-0.0789021056	-0.035455393	-0.1008358685	-0.069679404	0.1567834333	0.1561052389	0.2419996041	0.07152043	0.1056957472	-0.276452234	-0.0179538963	0.0901070461	0.1581792149	-0.114177	-0.009967	0.013036387329	9.934108900000007e-05	0.00292261	-0.02214259	0.0004902942919081	8.5416492121e-06	-0.0342678	-0.0100322	0.00117428211684	0.00010064503684	0.00132331	0.000789288	1.7511493561000002e-06	6.229755469440001e-07	-0.00123756	-4.7989999999999925e-05	2.303040099999993e-09	1.5315547536e-06	-0.00153317	-0.0006301449999999	3.970827210249999e-07	2.3506102489e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.460969949	-0.163370087	-1.421762241	-0.7039361451	1.315825969	-0.8280243087	0.3523384072	1.424104876	-0.9705132654
69735.79409205423	33.85425013273198	4863080977.649385	1146.110252049583	118867.00279153963	-709.0940501143195	14129364352.643892	502814.37190752913	66979.23754184418	-167.38779813984002	4486218261.686789	28018.67496610383	77349.71905256668	55251.33048420568	1.018671	22.461315	0.042358576	0.0215526	-0.0924957524	0.1793911786	0.0720855152	0.1583940722	-0.0628512879	-0.1193936406	0.1523128101	-0.0918703674	0.0203561072	0.0637692919	0.0910454286	0.008735563	0.1465048005	-0.2219741462	-0.2468983251	0.303922715	-0.0623888147	0.0173183527	-0.0573854749	-0.0364278088	0.0071620454	-0.0192196183	-0.0019065758	0.0098276393	0.0803300355	-0.1533427406	0.1275464749	0.2514235225	-0.0603775779	0.0801036783	-0.1441090908	-0.1047340445	0.0986835773	-0.0037970317	-0.2263433923	0.0674965351	-0.0802817574	-0.0294320885	-0.0527076725	-0.0870585202	0.300040996	0.0934352767	0.0870448628	0.1409399337	0.1060569047	0.0773486012	0.1353649687	-0.0485960195	0.0187290716	0.0129979275	0.0675342478	0.043959438	-0.0002388541	-0.2916779432	-0.0500069781	0.0389269688	0.0555685864	0.2168945795	0.0337144858	-0.0160667772	0.1063600152	-0.0618205278	-0.0655964523	-0.132517967	0.117398774	0.0208433981	0.0043662605	0.167242824	0.1029059862	0.0612947874	-0.2019466146	0.0435984107	0.0067532035	-0.0453502132	-0.0973622118	0.1064045896	0.1001636795	-0.0886943018	-0.1361579014	0.0765727644	0.1103892115	-0.116378274	-0.0095880155	0.1336359665	-0.0602082576	0.1645600903	0.0670339291	0.1561356449	-0.112571	0.0016059999999999	0.012672230041	2.579235999999988e-06	-0.000223766	-0.0031463759999999	9.899681933376e-06	5.0071222756e-08	-0.0286691	0.0055987	0.00082191729481	3.134544169000002e-05	0.00104914	-0.00027417	1.1006947396000002e-06	7.51691889e-08	-0.00105793	0.00017963	3.226693690000002e-08	1.1192158849e-06	-0.00134682	0.0001863499999999	3.472632249999994e-08	1.8139241124e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.873539706	-0.2153175957	-0.7431651749	-0.4420020695	-1.649511363	0.8859318953	-0.8397930726	-0.04354528534	-0.05319487711
69502.52923925738	-233.26485279685585	4830601570.653827	54412.491550338826	118811.65816501524	-55.344626524398336	14116210115.920431	3063.027685125136	67205.04903140216	225.81148955797835	4516518615.313169	50990.82881639296	77354.03521333805	41958.80224412488	0.884294	19.498352	0.0711869509999999	0.0411875	0.1206308953	0.16966337	0.0210993533	0.0052418235	-0.0862282718	-0.0239980164	0.1084156883	0.0252540663	0.1713104708	-0.2022906923	-0.0030917679	-0.1107867167	0.0533251997	0.0699530813	-0.0765605377	-0.2228312533	-0.2101613157	0.0816349173	-0.1655692815	0.1760368805	0.0431846244	0.1679939135	-0.0970909734	-0.1914153088	-0.0512875488	-0.0510353242	-0.2134055408	0.2066225711	0.0979939254	-0.1026198314	0.190888794	-0.062923298	0.2654468195	-0.0004393586	0.0836731026	0.0313244526	-0.0813298955	0.1023053771	-0.0338895566	0.0133609627	0.0033287631	-0.2867735927	0.2039569017	0.0117899376	-0.0106782405	-0.0171572005	-0.0416841704	-0.0068029861	0.0647520941	-0.0977870641	-0.0595741021	0.145673279	-0.0522690912	0.1692536779	-0.0391219324	-0.081244169	0.3531409546	0.2700261036	-0.1263513096	0.0142400927	-0.2060526714	-0.0077776003	-0.1037836334	-0.1152254567	0.155106955	-0.0050696309	0.1572102768	0.0873952804	0.1565132842	-0.0260441407	-0.0781871804	-0.0055734873	0.0452757585	-0.0806057903	0.0627464916	-0.1072001952	-0.042259398	-0.1908406361	0.1805731265	-0.0838684617	-0.0489464165	-0.1934190206	-0.1857951515	0.1181526432	-0.0184204471	-0.1621050641	0.079830492	0.1538107079	-0.125714	-0.0131429999999999	0.015804009796	0.0001727384489999	0.000363385	0.000587151	3.44746296801e-07	1.3204865822499998e-07	-0.0011017	0.0275674	1.21374289e-06	0.0007599615427599	0.000884941	-0.000164199	7.83120573481e-07	2.6961311601000024e-08	-0.000624341	0.0004335889999999	1.8799942092099986e-07	3.8980168428100003e-07	-0.00134682	0.0	0.0	1.8139241124e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.350142045	0.1878110816	-1.957507996	-1.11524736	-0.9064912111	-1.933080462	0.449063544	1.155461483	-0.04456025196
70019.76581259057	517.2365733331972	4902767604.450027	267533.6727934678	118761.79068216465	-49.86748285059002	14104362926.03429	2486.76584585389	67164.10492667757	-40.94410472459276	4511016990.601754	1676.4197116984194	77423.54600512079	66268.58752195297	1.807727	39.859718	0.0825956149999999	0.0501019	-0.1819298543	0.0740966367	0.1213907468	0.1521349515	-0.1017151461	-0.0856360405	0.0876972517	0.12784199	0.017499389	-0.1142479857	0.0251454319	0.0039112137	-0.0597982071	-0.12269125	-0.1237554137	-0.0549560014	-0.0105556722	0.0516284092	-0.1285533713	-0.0133514455	0.1954714347	0.0169507325	-0.2659366483	-0.1042768405	-0.0805340404	0.1426689727	0.065358371	0.0409219818	0.085939392	0.0430641134	-0.1375647792	0.0083545964	-0.0744700309	0.191668678	-0.1629843496	-0.1118840029	-0.0466486452	0.1086343649	0.1119042068	-0.05792659	0.1540922589	-0.1095574527	-0.0240960217	0.0918149351	-0.1362343196	-0.0750798364	0.0406613489	-0.0430563433	0.1013824181	-0.1364839355	-0.1299179773	0.0048018252	0.1117730263	0.0267899518	0.2200248962	-0.0527148763	-0.0927474663	0.1478625584	-0.0192341798	0.1543744203	0.0438379468	-0.0617993638	0.0229496066	-0.1337996764	0.1101501038	0.0066257251	0.1137840019	0.0667871039	-0.1169221988	-0.0651598752	-0.3336655924	-0.0450997164	0.0934519266	-0.0786170332	-0.0153324578	0.1826634174	0.0317310745	-0.0814225863	-0.0496353576	-0.0079012661	-0.1473307602	-0.1210916467	-0.1754193682	0.1117201534	0.1298916143	0.0049487049	0.0357012924	0.1512085936	-0.122457	0.0032569999999999	0.014995716849	1.0608048999999974e-05	0.0313849	0.031021515	0.0009623343928952	0.00098501194801	-0.0400812	-0.0389795	0.0016065025934399	0.00151940142025	0.000849379	-3.556199999999994e-05	7.214446856410001e-07	1.2646558439999958e-09	-0.000624341	0.0	0.0	3.8980168428100003e-07	-0.00119563	0.00015119	2.2858416100000014e-08	1.4295310969e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.262224597	0.3480889003	-1.17632899	0.0668098248	-1.189278048	-0.2311982289	-1.282570532	1.80753324	0.57585264
