global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_11	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_22
68975.36873306494	n/a	4757601491.862272	n/a	120143.80141671652	n/a	14434533018.859415	n/a	67131.96943501593	n/a	4506701320.223912	n/a	77601.09178838316	58255.32733449628	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-1.80649e-05	n/a	3.2634061201e-10	n/a	0.0179734	n/a	n/a	0.00032304310756	-4.3177500000000004e-07	n/a	1.8642965062500002e-13	n/a	0.0	n/a	0.0	n/a	6.21852e-05	n/a	n/a	3.86699909904e-09	-0.00017029	n/a	n/a	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69238.52208720369	263.1533541387471	4793972940.820193	69249.68779447285	119615.75809752542	-528.0433191910997	14307929585.24572	278829.7469423536	67048.49489200926	-83.47454300666868	4495500667.283792	6967.99933017218	77410.29573921535	73896.75666661416	3.896847	80.568375	0.052019708396	0.0302457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0091126	0.0091306649	8.303947876e-05	8.3369041516092e-05	0.0149746	-0.0029988	8.992801440000007e-06	0.0002242386451599	9.867210000000002e-07	1.4184960000000002e-06	9.736183318410002e-13	2.0121309020160007e-12	-0.000481007	-0.000481007	2.31367734049e-07	2.31367734049e-07	0.000153831	9.16458e-05	8.39895265764e-09	2.3663976561e-08	5.48337e-05	0.0002251237	5.068068030169e-08	3.0067346556900003e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69466.00836621918	227.48627901548755	4825526318.335632	51750.00714031224	119582.72280109898	-33.03529642644571	14300027592.524475	1091.3308099831368	67131.47956092612	82.98466891686257	4506635548.0390415	6886.455275241297	77162.57263218977	67187.13440840475	2.337028	48.318691	0.094802425721	0.0570605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0294137	-0.0385263	0.00086516574769	0.00148427579169	-0.0256161	-0.0405907	0.00164760492649	0.0006561845792099	-2.2304e-05	-2.3290721e-05	4.97468416e-10	5.424576846998409e-10	-0.000352238	0.0001287689999999	1.24071608644e-07	1.6581455360999997e-08	0.000283471	0.0001296399999999	1.6806529599999995e-08	8.035580784099999e-08	0.0	-5.48337e-05	3.0067346556900003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69929.83708665536	463.8287204361841	4890182114.96616	215137.0819014678	119139.91092254785	-442.8118785511324	14194318374.632635	196082.3597859828	67215.92998378717	84.45042286104581	4517981243.585379	7131.8739214094485	77227.43620711617	75226.47799584173	2.522732	52.158173	0.036940196	0.0208244	0.1891763679	-0.100019902	0.1542969171	-0.0343174442	0.155078755	-0.023821348	-0.2660121826	-0.0616674991	0.0715859221	-0.2260742841	0.2071171565	-0.4111587667	-0.1106173114	0.1416618217	-0.1175585613	0.0819769755	0.1313716477	-0.0707937868	0.0691341661	-0.1384572215	0.0282027053	-0.0278916288	0.0041285096	-0.1698706044	0.1092840794	-0.1818173834	0.1159575456	-0.1751714208	0.0884109192	0.0336006328	-0.2863186205	0.03916578	0.0333635254	0.1586167524	-0.2367398888	-0.0332218731	0.0062909384	0.0900150087	-0.2080200439	-0.0973011679	0.0662074195	0.2300623883	-0.1119500111	0.1921417446	-0.1850970286	0.0142110237	0.0888837269	-0.1836547394	0.1257977711	-0.2807736823	0.0597906725	-0.2489550068	0.1276171807	-0.0884743448	0.0598365888	-0.1417079564	0.0125864957	-0.1147405624	-0.0019175676	-0.0135711478	-0.0089708321	0.2531607847	0.0255285774	-0.0309462653	-0.0548742246	-0.0415326603	0.0895618677	-0.3677380769	0.1369356831	-0.0691980604	-0.0422950832	0.0458318347	-0.2321787052	0.1483570675	-0.0245053448	0.0162415548	-0.1421456956	0.0191078096	-0.1148543079	0.012909662	-0.1259357591	0.1572940298	-0.1951028749	0.0200959769	0.1185852159	-0.0328292217	-0.0878296135	0.0173768474	0.0299351805	0.1677951982	0.0	0.0	0.0	-0.0301958	-0.0007820999999999	0.0009117863376399	6.116804099999959e-07	-0.0224524	0.0031636999999999	1.000899768999999e-05	0.00050411026576	-0.0160964	-0.016074096	0.00025909409296	0.0002583765622172	-0.000192079	0.000160159	3.6894342241e-08	2.5650905281e-08	0.000355411	7.193999999999999e-05	5.175363599999999e-09	1.2631697892099997e-07	-0.000106307	-0.000106307	1.1301178249e-08	1.1301178249e-08	0.0	0.0	0.0	0.0	0.0	-1.972821329	0.3887805942	0.7695423718	-2.280615044	-0.1258809565	0.9472803395	-1.022500173	-1.01844688	-1.560645782	-0.4116663517
70236.7076111544	306.8705244990415	4933195096.054794	94169.51880631685	119176.24569658344	36.33477403559664	14202977538.332424	1320.2158042178676	67223.35277609223	7.422792305063922	4518979158.458947	55.09784560411617	77137.31955035665	75940.93149591262	1.123656	23.231899	0.05675419	0.0253322	0.0067896173	-0.119354493	0.0342819887	0.0055260092	0.1266801288	-0.1896587276	-0.2696436946	0.0327479416	-0.0032235916	-0.0077606818	-0.0285936743	-0.3534166763	-0.0567854107	0.044494976	-0.0671537902	0.0843345744	0.2146372617	0.0993069246	0.0480313603	0.0130173382	-0.0634951359	-0.0447891616	-0.187910797	-0.1318442167	0.0654477308	-0.0497671448	-0.0352873953	0.1220466405	-0.0412591185	-0.1048074464	-0.2801054537	-0.0200325928	0.1075248444	0.0078183051	0.1614663276	-0.1528084643	-0.052993356	0.0137499298	0.0664045172	-0.0476278616	-0.2819963526	0.2810285467	-0.1095909988	-0.0163759658	0.0351485129	-0.087755013	-0.0306173466	-0.0689554875	0.0309390279	-0.2832099544	0.0763191667	0.0170009022	0.0694831742	-0.065875016	0.1182763995	0.0217267606	-0.0161401838	-0.2069840265	0.1347692557	-0.2884247733	-0.0989358775	-0.0110453827	0.1465946384	-0.060036979	-0.0136814275	0.0080559122	0.1129888936	-0.289104706	0.2045648615	0.1056873727	0.1223333355	0.0025695693	-0.1121466973	0.1483758502	-0.2340649099	-0.0313302573	0.022772805	-0.1081877533	-0.1184014086	0.0865613539	-0.1704553186	0.0240734477	-0.0251861596	-0.1325467356	-0.0673313144	0.0247735353	-0.0774300212	0.0265543877	0.212961004	0.1674667312	0.0	0.0	0.0	-0.0408429	-0.0106471	0.00166814248041	0.00011336073841	-0.0396507	-0.0171982999999999	0.0002957815228899	0.0015721780104899	-0.0160856	1.080000000000178e-05	0.0002587465273599	1.1664000000003846e-10	0.0	0.000192079	0.0	3.6894342241e-08	7.58372e-05	-0.0002795738	7.816150964643998e-08	5.75128090384e-09	0.0	0.000106307	1.1301178249e-08	0.0	0.0	0.0	0.0	0.0	0.0	-1.501899316	-0.01039113987	0.5763180028	-2.059561645	-0.285700668	-1.683974946	-0.5452028509	0.1701674478	-1.007134575	-1.583306504
70330.73700465658	94.0293935021764	4946412567.61817	8841.526842387131	119007.22401596144	-169.0216806219978	14162719367.985231	28568.328520284627	67426.52968560376	203.1769095115305	4546336905.443605	41280.85655865667	77178.90333163497	76862.08671483686	0.993626	20.543488	0.10457974	0.0751902	-0.0010436379	0.0370172435	0.1782510225	0.0549834051	0.067896718	-0.1430372104	-0.1707890642	-0.0720736125	0.0049443519	0.115890831	-0.2623249269	-0.0184036401	-0.0116928379	-0.0690375464	0.1439765214	-0.1563832768	0.1315694018	-0.0870993713	-0.1620672458	0.0406144965	0.1648660247	0.0572763413	0.1021030446	0.1870761311	-0.0920892917	0.0085924492	0.0697316714	-0.0102173593	0.2647832087	-0.03646669	-0.0481539551	-0.0218796249	-0.0026169532	0.0479101085	0.1405125839	-0.2604080004	0.01677678	0.0398146214	0.1082464266	-0.067350665	-0.193990089	0.0941891969	-0.1851790803	-0.1345766499	-0.0808833347	0.1501062729	-0.2268140384	0.0329162045	-0.0668710466	-0.1258282413	0.0577958916	0.0458402919	0.0299982066	0.0965921331	-0.200474476	-0.1790623111	0.1336634398	0.0478472337	0.045909279	-0.0985084033	0.1068249651	0.151622901	0.077382463	-0.1248605906	-0.0811997324	0.0303893582	0.1443213654	-0.1973583467	0.0813149424	-0.1941947495	-0.0634590908	-0.0859103644	-0.0370638345	0.0986835547	-0.0426343673	0.068921586	0.0325313162	0.2327793787	-0.0918528039	-0.018462691	0.1182621579	-0.1306944841	0.1948587209	-0.032190465	0.0861624323	-0.117181861	-0.003439606	0.0640849146	-0.2064570907	0.1668104403	0.0	0.0	0.0	-0.0477943	-0.0069513999999999	0.00228429511249	4.832196195999995e-05	0.0352858	0.0749364999999999	0.0056154790322499	0.0012450876816399	-0.0160668	1.8799999999999373e-05	0.00025814206224	3.5343999999997634e-10	-0.00032727	-0.00032727	1.071056529e-07	1.071056529e-07	0.000202028	0.0001261908	1.5924118004640002e-08	4.0815312784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5525192303	0.7246217907	1.08185403	-1.02942137	-1.173537406	-0.8788187111	-0.5855261182	-1.430892024	-0.3615453219	0.5130174616
70356.29313258534	25.55612792876491	4950007983.358275	653.1156747113978	119236.81627541866	229.5922594572185	14217418355.497946	52712.60560267072	67359.05071251138	-67.47897309238033	4537241712.89068	4553.411809602188	77277.22372622283	77237.2885781565	0.995538	20.583029	0.117573045	0.0613518	-0.0906314704	-0.0926997791	0.0082427059	-0.0977334806	0.1583397591	-0.0059343566	-0.1217753119	0.1422822097	0.0831455675	0.1378432508	-0.1942777624	-0.2307381211	0.1087705642	-0.0609654445	-0.0836490143	-0.0323520807	0.1170782648	-0.1577523917	-0.0430160945	0.0690531266	-0.1393422352	-0.0984590621	0.1001038893	0.0431630417	-0.2162081237	0.1220786181	0.0697198192	-0.3136363943	-0.0323228846	-0.1967652526	0.2194086529	-0.0382712521	0.1014668285	-0.0241475501	-0.023925261	-0.0759545242	-0.1695246415	0.0106059519	-0.0584917777	-0.0013748899	-0.1003588606	0.069661953	-0.1631853578	-0.095093065	-0.0644268048	-0.1047551737	-0.0385675572	0.2355143179	-0.0576716808	-0.1585111766	-0.1404213739	-0.0264888568	0.0657198746	0.2626584171	0.1820283623	-0.0708184418	0.0215854268	0.1380032739	0.0025393645	0.021128833	0.229628868	-0.0816625719	-0.1960166118	-0.1617822307	-0.1511226532	0.0194197287	0.1229443576	-0.2363497433	0.2057632283	0.0694552473	-0.034615067	-0.0125003652	0.0160793064	0.049486952	0.0155372237	0.2242088887	-0.0616386678	-0.0345712177	0.0697802242	0.0263845063	0.0267579214	-0.0199114623	0.0832959593	-0.0484771798	-0.0686577099	-0.0849813472	0.1021173381	-8.72659e-05	0.0451010744	0.16582761	0.0	0.0	0.0	-0.0377166	0.0100776999999999	0.00142254191556	0.0001015600372899	-0.0198938	-0.0551795999999999	0.0030447882561599	0.00039576327844	-0.0336939	-0.0176271	0.0011352788972099	0.00031071465441	-2.27251e-05	0.0003045449	5.1643017001e-10	9.274759611601e-08	0.000475581	0.0002735529999999	7.483124380899999e-08	2.26177287561e-07	0.000115675	0.000115675	1.3380705625000002e-08	1.3380705625000002e-08	0.0	0.0	0.0	0.0	0.0	-1.055723365	0.09048597389	0.343134296	-0.9662802157	0.522217281	-0.5847237606	0.2286138597	-0.267099902	1.049039957	-1.770037177
70368.42067520463	12.127542619287851	4951714628.322566	147.07728998264324	120333.56022914176	1096.7439537230966	14480165717.420488	1202847.30002817	67272.6683314055	-86.38238110588281	4525611904.427288	7461.915765521981	77175.69182942709	77394.36963893521	1.126037	23.281132	0.092969395	0.0464804	-0.0860873787	0.065473503	0.0994753687	0.1832441156	-0.1386313942	-0.0891826465	0.027664244	-0.1256458869	-0.2194411715	0.156501377	-0.1611024362	-0.0865055367	-0.1877753654	0.0766535111	0.2223660778	0.0482941244	0.0827272286	-0.1688426534	0.126449066	0.2320979673	-0.075628595	-0.106718175	-0.1522650524	0.0175268891	0.0280205413	0.0056414221	0.2180245237	0.0331783192	-0.1206469354	0.0549947717	0.1732659295	0.0896379348	-0.0767647152	-0.0328152487	-0.1468523253	0.1338621844	0.1141765101	0.1693657556	0.1389498752	0.0092476461	0.0584555584	-0.040364602	-0.1627619866	-0.1707516616	0.0178611977	0.1550351147	0.1221741109	-0.0020996696	0.0372747418	-0.1926989136	0.041330393	0.0565361676	-0.1726185465	0.2586576458	0.0366587352	0.2055642852	-0.0580185082	0.0700452513	-0.1294497778	0.0241537391	-0.1126519816	-0.0903150231	-0.0420297782	0.1680099775	0.1803501603	0.0372450195	0.0688984213	-0.0099271108	0.0843867162	-0.046056216	0.1128484106	0.3140629932	-0.0812334073	0.136665893	-0.0053364588	-0.0501303398	0.2508665543	-0.0710837993	-0.0521263442	0.2072213157	0.0169320698	-0.0513678953	0.1279886063	-0.115954379	0.0422551492	0.0564471749	0.0747149636	-0.0091370516	-0.0386815702	0.1645201644	0.0	0.0	0.0	-0.0377212	-4.600000000000437e-06	0.00142288892944	2.1160000000004017e-11	0.0181496	0.0380434	0.0014473002835599	0.0003294079801599	-0.0445815	-0.0108876	0.00198751014225	0.00011853983376	-0.000567902	-0.0005451769	3.22512681604e-07	2.9721785229361005e-07	0.000210185	-0.000265396	7.0435036816e-08	4.4177734225e-08	0.000185778	7.010299999999999e-05	4.914430608999998e-09	3.4513465284e-08	0.0	0.0	0.0	0.0	0.0	-0.8510084135	0.779196752	0.5251480099	-0.7004650673	-1.482300597	-2.198868626	1.019840424	2.034688274	0.006903295629	1.075731877
70420.4439393112	52.02326410656679	4959038924.609671	2706.4200083016	118852.66702489532	-1480.893204246444	14125956458.93064	2193044.6823833	67281.441932456	8.773601050503203	4526792428.510448	76.9760753933909	77086.61726038836	77248.31279828472	1.238652	25.60948	0.059495575	0.0345132	-0.0703140132	0.0087930768	0.056481494	-0.1874569609	0.1964773278	0.0129999885	-0.2317013456	0.0296663881	0.0798009068	0.1882199712	-0.1404444891	0.0731237804	0.0757891748	0.1423702744	-0.0614905485	-0.0714011064	0.1157968771	-0.0642926137	-0.0732673588	-0.0957127756	-0.1393209585	0.0265079243	-0.0073618945	0.0326279648	0.0947214208	-0.0542851564	0.0025355652	0.0199772128	0.2227852505	0.1672164563	-0.0287546966	-0.1209001603	-0.0313394575	-0.1147725081	0.0010889023	0.1453255749	-0.042241297	0.0416800722	0.158793645	-0.1702308786	-0.0135673985	0.1926681634	-0.1581066654	-0.1043814999	-0.086108024	-0.0600169736	-0.0878614742	0.0242202367	-0.0944396709	-0.0115056526	-0.0992087484	0.0681983716	-0.0008556343	0.0304672255	-0.2546237914	-0.0755328631	0.1726367745	0.0185499308	-0.2304166721	-0.0208285974	-0.1622056523	0.0045776801	-0.0729924677	0.1068754829	-0.0328649641	-0.0088447785	0.1181829192	-0.0440776557	-0.0550624791	-0.1692475999	-0.2223996812	0.0279984833	-0.0085941279	-0.0653721651	0.0119209085	0.1871959508	0.1074871698	-0.015842753	0.0767248428	0.1224921576	-0.1870918058	-0.0817724882	-0.2057489362	0.1117141516	0.2115033428	-0.1330050402	0.0823681641	0.0765865742	-0.2022452405	0.1628906629	0.0	0.0	0.0	-0.0377181	3.100000000005876e-06	0.0014226550676099	9.61000000003643e-12	0.0317451	0.0135955	0.00018483762025	0.00100775137401	-0.0158879	0.0286936	0.00025242536641	0.00082332268096	-0.000590672	-2.2769999999999973e-05	3.48893411584e-07	5.184728999999987e-10	0.000427605	0.00021742	4.7271456400000013e-08	1.82846036025e-07	8.19005e-05	-0.0001038774999999	1.0790535006249998e-08	6.707691900250001e-09	0.0	0.0	0.0	0.0	0.0	-1.279831291	0.1488122301	1.014348675	-0.03121670302	0.2493489433	0.9294388962	-1.830008259	0.003984548744	1.306003985	-0.3481844673
70497.46611779655	77.02217848534929	4969892729.029872	5932.415978629003	119909.00507438697	1056.3380494916491	14378169497.92936	1115850.0748038215	67299.41430427032	17.972371814321377	4529211165.6978245	323.00614863221347	77126.59944873754	78417.16027118314	1.156756	23.916243	0.0797639749999999	0.0460494	-0.1628840847	-0.0393763649	-0.0518468698	0.1134618996	-0.0619945539	-0.1082374684	0.0373131935	0.161874033	-0.1188111081	0.2144009112	-0.0166184631	-0.0325344852	-0.073512301	0.0460586361	0.0885159827	-0.1813715962	0.1580794627	-0.0962575891	0.0735500053	-0.0585210885	-0.1738835957	0.0579191169	-0.0298330823	-0.0518369726	-0.048990535	-0.0278953175	-0.0643671763	-0.149567512	-0.1030069468	0.014028439	0.0451547092	0.2490070426	-0.0469162034	0.1422479841	-0.1189034202	-0.1453244948	0.1013050997	0.0101188557	-0.0982458708	0.0620077183	0.0842786662	0.0003662408	-0.1413934097	-0.2591837092	0.0838306204	-0.0757324927	0.0887126747	-0.0821956928	-0.0053855726	0.0178420831	0.0032382126	-0.1205316429	0.1646959098	0.0045830018	-0.0654351999	0.0185742673	-0.0488225744	0.0514442098	-0.0030755776	0.0682430839	0.2329218392	-0.1350097393	-0.0668489533	0.270066163	0.0960407313	-0.0020394511	0.0893502941	0.066306838	0.2445643057	0.069118983	-0.0997126969	0.142016081	0.151346098	-0.1184861463	0.1145000878	-0.0828797694	0.1578765298	0.0821496403	0.1192501466	0.1198804608	-0.0063839266	-0.0647005555	-0.0600847971	-0.0245641378	-0.2946721969	0.0017562828	0.0742919434	-0.0096326733	-0.1050822117	0.1609422953	0.0	0.0	0.0	-0.0377305	-1.2400000000002688e-05	0.00142359063025	1.5376000000006663e-10	0.0121983	-0.0195467999999999	0.0003820773902399	0.00014879852289	-0.0542481	-0.0383602	0.00294285635361	0.0014715049440399	-0.000703193	-0.0001125209999999	4.94480395249e-07	1.2660975440999997e-08	0.000123377	-0.000304228	9.255467598400002e-08	1.5221884129000003e-08	0.000102043	2.0142499999999992e-05	4.0572030624999965e-10	1.0412773849e-08	0.0	0.0	0.0	0.0	0.0	0.1870453132	-0.1367950387	0.5346846143	-1.127422486	1.073883485	-0.6978831493	0.6433942423	1.696428209	0.3579689508	1.127724425
