global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_11	aroma_motion_15
68334.68446846612	n/a	4669629101.404824	n/a	107462.62390552438	n/a	11548215536.66018	n/a	68342.02199379163	n/a	4670631970.199899	n/a	73183.18461817951	63992.66584048064	n/a	n/a	n/a	n/a	-0.0336933565	0.1046551742	-0.0403525399	0.1200010015	-0.1039820319	0.0528312112	-0.0160402596	0.1365288369	-0.15725346	0.4871080039	-0.1619530369	-0.2735318091	0.2968770721	-0.2502338815	-0.0594162456	0.1841118645	-0.0700549605	0.1010636749	-0.212503872	0.0858185721	-0.0174278713	0.002480197	-0.0282357356	-0.0408116104	0.0453892244	0.1128985977	-0.0809912755	0.1895839385	0.0378801292	-0.1644916517	-0.033099379	-7.45885e-05	0.1712984488	0.148944254	-0.2022226414	0.3300375678	-0.1059753247	0.2711288627	-0.1956765813	0.0946543701	-0.2134214555	0.0406357384	-0.0938814851	0.1653983015	-0.0432041129	0.0455325142	-0.074064148	0.1348106531	-0.0168257012	-0.0465629806	-0.0488726573	0.1317477005	-0.178714308	-0.0487863033	-0.0719472564	0.0492173958	-0.4529238082	0.3398727823	-0.0261232626	0.1015606056	-0.1759287636	-0.0276171848	0.1405200481	-0.0241189644	0.0294243921	-0.0155107521	0.035665456	-0.0559138167	0.0952142363	-0.0979922318	0.1306712792	-0.2520212085	0.0599007499	-0.119663931	-0.0100899568	0.1460826506	-0.1060749552	-0.0482963194	-0.0518271394	0.0872797165	-0.130787	n/a	0.0171052393689999	n/a	-2.80059e-05	n/a	n/a	7.843304348099998e-10	0.0453766	n/a	0.00205903582756	n/a	-0.000600105	n/a	3.60126011025e-07	n/a	-0.000220261	n/a	n/a	4.8514908121e-08	0.0	n/a	0.0	n/a	0.4547504712	-1.70328077	0.2702666568	1.176572036	0.114341358	-0.4141775143
68296.84703920524	-37.83742926087871	4664459315.496597	1431.6710530720002	107815.19966016836	352.5757546439854	11624117277.761969	124309.6627627758	68411.51688661904	69.49489282740979	4680135642.728162	4829.540129093172	73142.9366308556	63388.8507517939	1.117658	19.157099	0.0873229940999999	0.0643947	-0.0902376349	-0.0653389698	-0.1916997167	0.1130913209	0.0279834149	0.0499832639	0.1379122146	0.0651392667	-0.2781996263	0.3980353681	-0.2135851775	-0.3218962202	0.3069097723	-0.3384313752	-0.0691542572	0.0607440162	0.0994647649	-0.0603912007	0.0985631552	0.0852716029	0.0762257756	0.1663318298	-0.0541116913	0.0312691924	0.1104590508	-0.0703274791	-0.0145662104	0.0055459287	-0.0809918104	-0.0753698759	-0.0196256244	0.1164806486	-0.0211283908	-0.0463121147	-0.1987472646	0.2965480667	-0.3409513698	0.1931933033	-0.2036834872	-0.0463361813	-0.0495928037	0.0834019909	-0.1355273653	0.0442802045	0.1138715442	0.0920215669	0.0050153492	-0.0608746861	0.0292045254	-0.1267895394	0.0423243162	-0.0849771776	0.0356323583	-0.0435502289	0.103945321	-0.0671328966	-0.5130017961	0.3183452317	0.0654396385	-0.1003780893	-0.0272314249	0.1507199226	-0.0244541707	0.0611157772	-0.0465019267	-0.1147178551	0.1595891922	-0.0799175795	0.0091093889	-0.179887662	0.0160244053	-0.0047850402	0.0914578122	0.0506841024	-0.1353992361	-0.0760325796	-0.0569459216	0.093507579	0.0449949818	0.011785968	-0.130758	2.899999999997349e-05	0.017097654564	8.409999999984625e-10	-0.0617178	-0.0616897941	0.0038056306961003	0.00380908683684	0.0454409	6.42999999999963e-05	0.00206487539281	4.134489999999525e-09	-0.000384426	0.0002156789999999	1.47783349476e-07	4.6517431040999995e-08	-0.00051538	-0.0002951189999999	8.709522416099996e-08	2.656165444e-07	0.0	0.0	0.0	0.0	-1.40799318	-2.768555998	0.3476601684	-0.2485106802	0.2122837629	-1.168245147
68340.33228916401	43.48524995877233	4670401017.393353	1890.9669639769088	108051.3980263158	236.1983661474369	11675104615.441322	55789.668170718665	68364.51890477595	-46.99798184308747	4673707445.081468	2208.81029732318	73148.66271770069	63942.01015605097	1.165194	19.971878	0.1615714	0.102387	-0.0514332233	-0.1197351531	0.0834445874	0.1476429776	0.111256177	0.0535155862	-0.1623984048	-0.0444302633	-0.236962864	0.2759185343	-0.0466180335	-0.2936111278	0.1256726152	-0.2197597573	0.1131423367	-0.0632465075	-0.0678003613	0.1325115254	-0.063027693	0.0296301958	-0.1471324827	-0.0124961431	0.1052535093	0.02996413	-0.1555369176	-0.1463509187	0.1778620683	0.0086268486	-0.2248848832	0.0150850236	-0.0868280353	0.051344003	-0.0348801688	-0.1116252724	-0.2490635988	0.1037078072	-0.2227391084	0.2283355657	-0.1184284697	0.140786689	0.0420230551	-0.0069256281	0.0166822028	-0.0587350038	-0.1118532604	-0.0895315343	-0.2002995525	0.071832144	-0.1832184163	0.016367398	-0.1028593908	-0.0012203478	0.0403702571	-0.0555508001	-0.1014835325	-0.0996184743	-0.3886891827	0.2942581341	0.0918044365	0.0619991282	0.2339826354	-0.1446088196	-0.0169745874	-0.1696111788	-0.0160688089	0.2490944556	-0.1013728721	0.2361306965	-0.080961358	0.3330868339	-0.101933247	0.2281563008	-0.1960334262	0.0500056892	0.1173024239	-0.1465795592	0.174163576	-0.0235798498	0.0272914294	-0.1077997044	-0.11535	0.015408	0.0133056225	0.000237406464	0.0358105	0.0975283	0.00951176930089	0.00128239191025	0.0236716	-0.0217693	0.00056034464656	0.0004739024224899	-0.000619115	-0.000234689	3.833033832250001e-07	5.5078926721000026e-08	-0.000818007	-0.000302627	9.158310112900005e-08	6.69135452049e-07	0.0	0.0	0.0	0.0	0.4552237659	-2.43455026	-0.4247902428	-0.9300000542	0.9099189726	0.9030934397
68489.11735363267	148.78506446865504	4690759195.879667	22136.995408941835	107858.05408886416	-193.3439374516456	11633359831.836346	37381.87814930585	68422.97502124375	58.45611646780162	4681703510.757746	3417.117552497188	73216.82049793757	63644.0583440366	1.396889	23.943224	0.3292827	0.179008	0.0196448668	-0.0340063907	0.0921569234	0.1521387932	-0.0464265583	-0.0794620126	-0.0923940721	-0.1731283245	-0.2596384426	-0.3101866405	-0.0305444161	-0.142107971	-0.0267022871	0.2510857655	0.1694256423	0.1478846285	-0.0429259877	-0.2210292016	0.0831416924	0.127838402	-0.0518981056	0.1026317546	-0.0748001012	-0.0882794369	0.1219538847	-0.1806223172	-0.2755595289	-0.1027298542	0.0019295006	0.0269535463	-0.0659274352	-0.1013882155	-0.0094018627	-0.1011993034	-0.0652381743	-0.0484715777	-0.0182372798	0.0742911693	0.3551977942	0.0950196205	0.1489757458	0.3162291429	0.0902794229	-0.0491980703	0.0705462753	0.2735051343	-0.1027090274	-0.0202148385	0.2520644161	-0.0707534144	0.1076253663	-0.1236566506	0.2075122476	-0.2183303035	-0.1056863196	0.13606776	0.1050221576	-0.0193461254	0.1333363052	-0.378143042	-0.0192088911	-0.1601381318	0.3602681638	-0.4565404029	-0.3122721153	0.1267129332	0.0518605508	-0.1400339854	-0.3844899996	0.0792971753	0.0958055222	-0.1131763904	-0.0085368339	-0.02649559	-0.191493175	-0.048402932	-0.1025103568	-0.0398747698	-0.0393769863	-0.0071255439	0.0299913	0.1453413	0.0008994780756899	0.02112409348569	0.00581595	-0.02999455	0.0008996730297025	3.3825274402500006e-05	0.0182878	-0.0053838	0.00033444362884	2.8985302440000013e-05	0.000323826	0.000942941	1.0486327827600001e-07	8.891377294810002e-07	0.000398713	0.00121672	1.4804075584000002e-06	1.5897205636899997e-07	0.0008116	0.0008116	6.5869456e-07	6.5869456e-07	-0.9029226986	-0.7713409869	-1.244263969	-2.047348929	-3.377841907	0.20887713
68994.59493706947	505.4775834368047	4760254130.5302925	255507.58735711183	108663.06562016254	805.0115312983835	11807661829.97175	648043.5655233683	68389.82111672794	-33.15390451581334	4677167632.378046	1099.181384643668	73231.30621019876	66708.7252247686	1.495037	25.625509	0.14392147	0.0715498	0.3024664591	-0.0544219285	0.0702149423	0.1136921174	-0.008607489	-0.3083751101	-0.0852614502	-0.1898947231	-0.0690737252	-0.1436429539	-0.1547002233	-0.0914127412	0.3292739118	0.0178181887	0.2659329989	0.1570043838	-0.0461728727	-0.0616286016	0.1194030152	-0.10521456	-0.0504182689	-0.19245047	-0.0816434066	-0.0898132681	0.0013743052	0.0683110703	-0.1040373092	-0.053714147	-0.0045460955	0.0555374511	-0.0772941657	0.0599069375	-0.146592885	0.1495989876	0.0470877634	0.1841253916	-0.0586516555	0.3823327314	0.1151604724	0.0338499645	0.0760021001	0.1038626179	0.1871271287	-0.1691835243	0.0689679838	-0.094192924	0.1223874621	0.0130946061	0.1226690097	0.0963384447	0.1489681214	-0.1859125738	0.1181658452	0.2192624541	-0.0252428303	-0.0518450148	-0.0593456526	-0.0485330468	0.3949389531	-0.1180166365	-0.1000243616	-0.1889782924	-0.0675118478	0.1196467328	-0.2902062798	-0.4525511919	-0.2660269618	-0.1543311177	0.0409515803	-0.1492595927	-0.0394710471	0.197721512	-0.0450010921	0.2366951184	0.0818809367	0.0468895764	-0.1202122637	-0.2002745272	-0.1681722834	-0.0473031198	-0.00112374	-0.03111504	1.2627915876e-06	0.0009681457142016	-0.0311584	-0.03697435	0.0013671025579225	0.00097084589056	0.00469807	-0.01358973	2.2071861724900003e-05	0.0001846807614728	0.000497753	0.000173927	2.47758049009e-07	3.0250601329e-08	0.000139393	-0.0002593199999999	6.724686239999999e-08	1.9430408449e-08	0.0	-0.0008116	0.0	6.5869456e-07	-0.3947820218	0.25987353	-0.3924523948	0.6226164837	2.303118962	0.3907846613
68838.04556165877	-156.54937541070103	4738676516.749009	24507.706941480606	108371.29673592298	-291.76888423955825	11744337956.225471	85129.08181039675	68382.92352247503	-6.897594252906856	4676224229.480669	47.57680647773369	73262.28872479255	67594.03918138587	1.27313	21.821945	0.04843174	0.0281578	0.3705344887	0.11447419	-0.1038363498	0.0449155769	-0.0901104323	-0.3185861911	0.1047305082	0.0337720411	0.1772383218	0.1340571713	0.1349891908	0.0477953449	0.3129621034	0.3498730684	0.1001699452	-0.1214877435	-0.0629299982	0.0846201165	-0.1116166599	0.0550491079	-0.0862087099	0.0433824706	0.1106521565	-0.0844916709	0.138310066	0.065520926	0.1564460382	-0.1501410823	-0.0208179714	-0.1396785746	0.0573288479	-0.1527462431	0.1381229929	-0.0328044116	0.1644253272	0.1076505202	0.0740144013	0.24412525	0.2871910334	-0.2703697649	-0.1230306374	-0.0128858938	0.0752929667	0.01374146	-0.1478854874	0.0649240354	-0.1573963728	0.1285814572	0.0310084847	0.1831610262	-0.0961584878	0.140013694	-0.1583499368	-0.1017548548	-0.0997830753	0.0633118388	0.05252414	0.0401807999	0.3119657248	0.1273318053	-0.2454802562	0.1321341714	0.2390337978	0.0991761964	0.2474311186	-0.1249104064	-0.1353274848	-0.0526363511	-0.1237502573	0.3335426934	-0.0226025093	0.1178048248	0.0216425378	-0.1691830751	0.2598103733	-0.0680443063	0.0981507785	-0.1681908812	0.12904148	0.1047904718	-0.0011063	1.7440000000000077e-05	1.22389969e-06	3.041536000000027e-10	-0.0087154499999999	0.0224429500000001	0.0005036860047025	7.595906870249828e-05	-0.00746528	-0.01216335	5.5730405478400005e-05	0.0001479470832225	0.000574291	7.653800000000002e-05	3.29810152681e-07	5.858065444000003e-09	0.000124797	-1.4595999999999994e-05	2.1304321599999978e-10	1.5574291209e-08	0.000185026	0.000185026	3.4234620676e-08	3.4234620676e-08	0.2253492688	0.3644142214	1.851707452	2.469753173	-0.7177069086	1.308648508
68671.94132778066	-166.1042338781117	4715835525.72615	27590.616512234432	108099.4489224555	-271.8478134674806	11685490857.338566	73901.23368705012	68316.54723484322	-66.37628763180692	4667150626.090566	4405.811559780364	73107.25913317734	66590.08954600459	1.197635	20.527929	0.053255675	0.0299936	0.2564302369	-0.0952133834	-0.1591677485	-0.0805782819	0.0595653546	-0.1495027877	0.1666568262	0.0454245414	0.1273074206	0.103270898	-0.1771107744	0.0200497963	0.0125727951	0.1972318868	0.1081792244	0.1382393784	0.1751770686	0.0666723404	0.1026094668	0.1285635044	0.0511139075	0.0042199398	-0.1347991996	-0.193365505	-0.0913872068	0.0661714332	0.0171727729	-0.2373133246	-0.0726308492	-0.2119482544	0.0745324577	0.1274360239	-0.0656142139	-0.1245412409	0.1004455118	-0.0020912258	-0.0854380138	-0.0110499352	0.2621469861	-0.1072015086	-0.0105325066	0.0361243348	-0.1035119896	0.0830391074	0.0152425014	-0.2076898197	0.1098679272	-0.0393612823	0.0621383859	0.0983992901	-0.1637874244	-0.2878513096	-0.2035730087	-0.117416995	0.2958772612	-0.0405659814	0.094119957	-0.0186607495	0.3762328842	-0.1669943648	-0.0081442471	0.2073977419	0.0295657935	-0.0528841144	-0.002324346	0.0995946156	0.0715637483	0.0829187312	0.2544543373	0.0042122257	0.1809955503	0.1745482248	0.1682893892	-0.2841422275	-0.1031377802	-0.0651871624	0.1732479827	-0.0093595563	-0.0017510275	0.0552264716	0.0161422	0.0172485	0.0002605706208399	0.00029751075225	-0.0311652	-0.0224497500000001	0.0005039912750625	0.00097126969104	-0.00727372	0.00019156	5.29070026384e-05	3.669523360000013e-08	0.000637565	6.327399999999999e-05	4.06489129225e-07	4.003599075999999e-09	-5.15163e-05	-0.0001763133	3.108637975689e-08	2.65392916569e-09	0.000212756	2.7730000000000007e-05	4.5265115536e-08	7.689529000000003e-10	-1.340910844	-0.1154005501	2.350543566	0.3814674836	0.3254758745	-1.029188966
68695.66235847487	23.72103069421428	4719094026.869581	562.6872971958559	108870.7262662055	771.27734375	11852835037.731049	594868.7409820557	68394.27540146364	77.72816662042169	4677776907.691255	6041.667886172037	73312.30974934268	70388.09343633238	1.225646	21.008041	0.1078044	0.0721596999999999	0.2264870614	-0.1736120225	0.0219638334	-0.2134094171	0.2046900453	-0.0858871533	0.038025421	0.1057624521	0.2721209268	0.185482625	0.0563234901	-0.0947760135	0.0648030754	0.1747620277	0.1888539071	-0.2928725078	-0.1361140111	-0.0269889792	-0.0638143838	-0.1401984094	0.149104229	0.0874361197	-0.0648956478	-0.0157909052	-0.0028878047	-0.0922606245	-0.1141925903	-0.0219485869	-0.0617601922	0.0044014914	0.0356552425	-0.0516060809	-0.1187807444	-0.1729241201	-0.1095497601	-0.1390827009	-0.0385160295	0.1476965169	0.2256922071	-0.1218818674	0.0166324788	-0.3280013347	0.0347800448	0.0819634181	-0.1830101427	0.0998722435	-0.0299482686	-0.0760803731	-0.0027982553	-0.0290006912	0.0052641074	-0.0157586805	-0.0274812547	0.0305869649	-0.0456735249	0.2299960642	0.1539396785	0.0957211315	0.2365279391	-0.0321815436	0.1166445688	0.0453232984	0.0805335965	-0.0740156771	0.3450833195	-0.0424474092	-0.0647252699	0.0918465944	0.0588850954	0.0367886901	0.2382415101	-0.3929476663	-0.1518811952	0.1240446581	0.1839885532	0.0618438487	-0.0707654287	-0.0823036405	0.0781974819	-0.1400823393	0.0203125	0.0041703	0.00041259765625	1.7391402090000015e-05	0.0393273	0.0704925	0.00496919255625	0.00154663652529	-0.0117172	-0.00444348	0.00013729277584	1.974451451040001e-05	0.000403571	-0.000233994	1.62869552041e-07	5.4753192036000014e-08	7.569609999999998e-05	0.0001272123999999	1.6182994713759994e-08	5.729899555209997e-09	0.0	-0.000212756	0.0	4.5265115536e-08	1.811583466	-0.797497485	2.82434136	0.06308816872	-0.4959507132	1.323913856
68286.05750244077	-409.6048560341005	4662985649.226647	167776.1380867162	108174.93612132352	-695.7901448819757	11701816804.852425	484123.9257148808	68265.44437387279	-128.83102759085887	4660170895.56232	16597.43367011664	73203.2197872443	65329.82918064283	1.242869	21.303249	0.105800705	0.0647036	0.072358136	0.0453099222	0.2092875378	-0.1452873845	0.0346339055	-0.0236646488	-0.1548535037	0.2645070224	0.266880974	-0.0265062877	0.0718706181	0.0298605974	0.0259667652	0.2762023904	-0.0997064967	-0.1474793348	0.1252490159	-0.0370324343	-0.1601884619	-0.089817124	-0.0843250277	0.188516845	0.0840418412	-0.1377433927	-0.123622401	-0.1298252435	0.0476928285	0.2078715375	-0.0074262307	0.0748990166	-0.0885603566	0.2647282812	-0.0073543944	-0.0017532736	-0.0758768086	-0.1755048699	0.2312827627	0.0859584536	0.1182028995	-0.1978042632	-0.1640690677	-0.0027799718	0.0223992057	0.1014526832	0.0691102216	0.1177507635	-0.0034548153	0.1111552926	-0.2268045884	-0.0745796993	-0.1993941259	0.0378853375	0.1268416819	-0.0112088487	-0.1105731175	-0.1506080911	0.113486067	0.049503812	0.1544560037	-0.224751959	-0.0803679666	-0.1348061301	0.0405214871	0.0543146648	0.13428169	0.1295570979	0.1905401208	0.1027695885	0.3575006203	-0.0023518989	-0.1082223949	0.0582768682	0.2055038303	0.0154429546	-0.0389117707	-0.194540488	-0.0801047349	-0.0769466223	-0.18734905	-0.0456598664	0.0131601	-0.0071524	0.0001731882320099	5.115682576000002e-05	-0.019905	-0.0592323	0.00350846536329	0.0003962090249999	0.00657705	0.01829425	4.32575867025e-05	0.0003346795830625	0.000497753	9.4182e-05	2.47758049009e-07	8.870249124e-09	-0.000252557	-0.0003282530999999	1.0775009765960997e-07	6.378503824899999e-08	0.0	0.0	0.0	0.0	1.675546784	-0.9005101668	0.7232207458	0.734653839	-0.6280516918	-1.483081142
68141.50673753137	-144.550764909407	4643264940.461033	20894.92363589465	107084.18035869776	-1090.755762625762	11467021683.094112	1189748.133701308	68398.85979120422	133.41541733143094	4678404020.736813	17799.673581719886	73214.09498549667	63930.54357001263	1.217558	20.869421	0.09356999	0.0608998	-0.0552123065	0.176322894	-0.0009627253	-0.0463855733	-0.1007973426	0.1765930958	0.0593871067	0.160926777	0.0617672968	0.0207208625	-0.0041805451	-0.2541552389	-0.0707919804	0.1842256527	0.1094057034	-0.0395010671	0.1256370863	-0.1509187201	-0.1639595058	0.1578039234	0.1024595596	-0.0571047303	-0.1804224861	0.29718757	0.2021031323	0.1090866685	-0.2238643931	-0.0069909054	0.0739413506	0.1598348703	0.0311696699	0.0730969206	-0.057736803	0.103434537	-0.2062890655	0.1228586613	0.0849354236	-0.0970434392	0.2397038013	0.0250316769	-0.1656008778	-0.0557763019	0.195218779	0.2021507546	0.0911293126	0.0030386393	0.0324257169	-0.0721847463	0.0825189584	-0.1060432764	0.3147084865	-0.0211655006	0.0637487378	-0.0202419072	0.0882562188	0.0801843213	0.1237859157	0.1189180467	-0.0483301238	-0.0744047709	-0.2298327823	0.0155086569	-0.0481991427	-0.1104987817	0.0793356163	0.0617834322	-0.1736031852	0.235253398	0.1137651419	0.054364068	-0.0120595068	-0.1451426745	-0.0106641745	0.1051501218	-0.0633429178	0.0192003391	-0.0723823131	0.030764957	-0.081246076	0.1062839327	0.020891	0.0077309	0.000436433881	5.976681481000001e-05	0.0341681	0.0540731	0.00292390014361	0.00116745905761	0.00658769	1.0640000000000129e-05	4.33976595361e-05	1.1320960000000272e-10	0.000497753	0.0	2.47758049009e-07	0.0	0.000237411	0.000489968	2.4006864102400004e-07	5.6363982921e-08	0.000145139	0.000145139	2.1065329321e-08	2.1065329321e-08	0.3182816382	-1.506910372	-0.2644243886	1.274188388	-1.686880031	-0.04607670848
