global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_13	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21
68036.32125935404	n/a	4628941010.50603	n/a	105909.46117089227	n/a	11216813965.508738	n/a	68353.04328664995	n/a	4672138526.546641	n/a	73264.74281836997	58530.03116040224	n/a	n/a	n/a	n/a	-0.1319108389	0.1552159674	-0.4816057492	-0.1343781621	-0.1982586793	0.1189241884	-0.5153512893	0.0026994331	0.0067315144	-0.4694191056	0.4150769471	-0.0649261397	0.2169271247	-0.1297071061	0.0153025546	-0.0410213512	0.0769168874	-0.0382729444	0.0520760702	-0.0383898266	0.034640964	-0.0559818455	0.0414140437	-0.0025550571	0.6047597294	-0.0970831046	0.2334644754	-0.1224822951	0.0432765244	0.1725516458	-0.1040311682	0.09012055	-0.0398420372	0.018663127	-0.0893726122	-0.0206538272	0.5483822536	0.1636509517	-0.2558416658	0.1413436734	-0.0867302478	0.0563058695	-0.0212642609	0.0164319044	-0.0426510316	0.1775703117	-0.0872704818	0.163793691	-0.0335661025	0.3875571656	-0.1893442067	0.353014213	-0.1801959612	0.0768552829	-0.0246882	0.0983222025	-0.1017437908	-0.0304685443	0.2702449496	-0.747048	n/a	0.5580807143040001	n/a	0.50238	n/a	n/a	0.2523856644	-0.944298	n/a	0.8916987128039999	n/a	0.0359841	n/a	0.00129485545281	n/a	-0.000103639	n/a	n/a	1.0741042321e-08	-0.00112861	n/a	1.2737605320999998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	-0.01494795801	0.421474879	1.199836313	1.398034204	-4.297665093	-2.524269757	1.332672754	3.242835891	1.365451795	-2.242686233	0.6035409137	0.9986982113	-2.094337898	2.332251965	-1.102360954	-1.416162005
68317.94667114365	281.6254117896169	4667341837.361228	79312.8725656713	106790.02013929834	880.5589684060687	11404108401.351746	775384.09684036	68198.35565165133	-154.68763499861234	4651015713.589124	23928.26442146392	73183.74206117472	59063.83665984876	1.482097	34.175274	0.1122471499999999	0.0606485	-0.141888833	0.2042813991	-0.4649880538	-0.0855565239	-0.2537770845	-0.0959899875	-0.4814046059	0.0324314477	0.0225705588	-0.3245181431	0.5112435311	-0.4054017965	0.1272970239	0.0343557639	-0.0597185899	0.1086314867	-0.0185381781	-0.0611402245	0.0295741935	0.0489608654	-0.027961616	0.0261061035	-0.0019179377	0.0169932046	0.5706963232	-0.2005062565	0.2812245211	-0.060228005	-0.3281384648	-0.0015540046	-0.0312617949	-0.0256752743	0.0091527553	0.0392162867	0.0442205537	-0.0076961486	0.5640649158	0.1757091516	-0.3253111122	0.2386512819	-0.1084858033	-0.137777497	-0.1315705734	-0.1286282115	-0.0166432566	-0.1250805486	0.0932972071	-0.1163098659	0.0175805479	-0.3113620773	0.17741203	-0.3031868283	0.1685968031	-0.0824744656	0.0190759717	-0.0733726878	0.1044056166	0.0187998251	-0.2452627968	-0.7491689999999999	-0.0021209999999998	0.5612541905609998	4.498640999999226e-06	0.484998	-0.017382	0.000302133924	0.2352230600039999	-0.910287	0.034011	0.828622422369	0.001156748121	0.0352296	-0.0007544999999999	0.00124112471616	5.692702499999973e-07	-0.000313012	-0.000209373	4.3837053129e-08	9.7976512144e-08	-0.0013394	-0.0002107899999999	1.7939923599999997e-06	4.4432424099999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.09208878751	-0.6706296478	1.124204934	1.885830015	1.341953648	-1.821204604	-0.9120197318	2.953866934	2.059229375	-2.855956673	1.613483138	1.443852548	-0.2725290093	3.860041832	-0.1827958501	1.390792255
68194.30810005771	-123.63857108594677	4650463657.245596	15286.496260174708	107546.70685927672	756.6867199783737	11566294156.275198	572574.7921916298	68477.79643734323	279.4407856918988	4689208604.914218	78087.1527081057	73357.11873366091	54700.50457478708	2.799093	64.543541	2.5141352	1.32768	-0.0660140779	0.1619401637	-0.4334241686	0.016306718	-0.1907841958	0.0310796862	-0.3893250458	-0.2735755603	0.0438770718	-0.3260385184	0.0642434031	0.2465522675	-0.3968439166	-0.1238416013	0.4743172227	-0.2895157229	-0.1271686897	0.0641624305	0.1190396031	0.0439162106	-0.1483932143	0.1219054339	0.1132216652	0.0583813874	0.3047301636	0.1233894701	-0.2840222698	0.4625127183	0.4139886084	-0.2738333467	-0.4012154262	-0.0926873097	-0.0585635794	0.0964325879	0.0941259139	-0.0725938382	0.3257303592	0.1825903725	0.107457404	-0.4939031854	0.3060443175	0.445091235	0.4529861164	0.0714598845	0.1792254753	-0.1213656596	-0.0104899554	-0.088218564	-0.0206239968	-0.1116757418	-0.0427862686	-0.0656831865	0.0127168908	0.0237435787	-0.0401638666	0.0048584721	-0.0114052348	-0.0001312893	-0.0472778446	-0.428828	0.3203409999999999	0.183893453584	0.1026183562809999	0.0265289	-0.4584690999999999	0.2101939156548099	0.00070378253521	-0.267481	0.642806	0.071546085361	0.4131995536359999	0.0179767	-0.0172528999999999	0.00032316174289	0.0002976625584099	0.00117588	0.001488892	2.216799387664e-06	1.3826937744e-06	0.00176919	0.0031085899999999	3.1300332561e-06	9.663331788099996e-06	1.0	0.0	0.0	0.0	0.0	0.0	-0.4659934741	-0.5869848723	1.428959367	-4.061009931	-0.234212717	-4.51126486	-0.9818200994	2.859469221	-1.926913982	-2.450967169	-2.66685533	0.01037840799	-0.5408618545	2.133717163	-0.4286233518	-4.797447693
68861.40447647768	667.0963764199696	4741893026.47306	445017.5754326538	107871.34704205974	324.64018278302683	11636227512.668491	105391.24827739708	68475.5948713594	-2.20156598383619	4688907092.986542	4.846892781184611	73263.13219222018	54545.919189585664	2.874763	66.288391	1.6898309	0.914977	0.1515792694	0.2040211544	-0.001453209	0.1940473612	-0.1918064751	0.1133642473	-0.2527601807	0.0760458543	0.0837136555	-0.1310904657	-0.051154501	-0.185870037	-0.4539276422	-0.1161256027	-0.3183753649	-0.2988220974	-0.1091971558	0.1166301515	-0.0378956857	-0.2055588885	0.018359684	-0.1523603513	-0.1208529583	0.1278255966	0.053534269	0.129769029	0.1716090186	0.5618622456	-0.0342216383	-0.1950162001	0.3428934157	0.3269902855	0.1222095764	0.1246238283	-0.080399106	-0.1574088908	0.1233998283	-0.0380025091	0.0803510326	-0.5557360042	-0.2568712376	-0.634909787	0.1048623827	0.0369542914	0.0459221698	0.2361261228	0.2696180144	0.0205480523	0.0308487831	0.0308538238	0.0288812197	0.03332371	-0.0072969359	-0.0491446382	0.0023146049	0.0224292298	-0.0248214233	-0.0237655718	-0.020454337	-0.349589	0.079239	0.1222124689209999	0.006278819121	-0.113154	-0.1396829	0.01951131255241	0.012803827716	0.162594	0.430075	0.0264368088359999	0.184964505625	0.00495794	-0.01301876	2.45811690436e-05	0.0001694881119376	0.00548725	0.00431137	1.85879112769e-05	3.01099125625e-05	0.00525574	0.00348655	2.76228029476e-05	1.21560309025e-05	0.0	1.0	0.0	0.0	0.0	0.0	-1.333419267	-1.541255089	0.9917552531	-0.2099005582	-0.1389170006	3.667075521	-1.009775284	2.554254208	2.026687805	-0.3099924443	-1.762830823	-0.7994298697	1.356453079	2.439095044	-0.9670968648	-0.9949594546
68934.14034033097	72.73586385328963	4751915704.460445	5290.5058904842845	106590.22654407428	-1281.1204979854665	11361476394.717075	1641269.7303585296	68565.88133840231	90.28646704291168	4701280083.711866	8151.646131090777	73389.42463600164	58312.20167818183	2.260693	52.128727	1.21258256	0.56929	0.048902188	0.3591855415	0.1490595209	0.0920719659	-0.2385280421	0.2133917695	0.2651109344	-0.0300211077	0.0825426357	-0.0957968917	-0.2450950986	-0.2382405232	-0.2474093681	0.0289994267	-0.1355577057	0.0364644199	0.1189252457	0.1818805717	0.4323849581	0.0813932807	0.2019107919	0.065792619	-0.0558467822	0.1108663358	-0.061096645	0.2827509086	0.1654908999	0.1305586401	-0.1887461452	-0.0976988504	0.1037100122	0.0177901009	-0.3516830946	-0.2262492495	-0.3901030326	-0.1574983803	0.0118931304	-0.2079255856	0.0487937646	-0.1835807704	-0.2361549514	0.2018761772	0.0149035425	-0.683764144	-0.2681333788	-0.186662737	-0.0605577484	0.2199303445	0.0197126144	-0.1151731681	0.2723664931	0.1718975889	-0.061453803	0.0610348826	0.0784503414	0.0159953767	0.0141482563	0.0522770542	0.0626682315	0.135247	0.484836	0.018291751009	0.235065946896	0.0110086	0.1241626	0.01541635123876	0.00012118927396	0.00386274	-0.1587312599999999	1.49207603076e-05	0.0251956129011875	0.000656406	-0.004301534	4.30868836836e-07	1.8503194753156e-05	0.00283648	-0.0026507699999999	7.026581592899999e-06	8.045618790400001e-06	0.00331099	-0.0019447499999999	1.09626547801e-05	3.7820525625e-06	0.0	0.0	1.0	0.0	0.0	0.0	-0.311729849	0.535832659	0.5149932192	-2.061266289	1.33483522	1.539191586	1.951498725	2.658346882	-0.5798620055	0.6047613231	-0.2101761874	4.353485688	-1.995504174	1.815923714	0.4512165483	0.7343539745
68977.58979013583	43.44944980485889	4757907893.25625	1887.854688344952	107314.30074439858	724.0742003243067	11516359144.259226	524283.4475752843	68799.98400701993	234.1026686176192	4733437799.366198	54804.05945389083	73755.99897578185	58019.6054167732	2.392955	55.17852	2.4162720500000003	1.69454	-0.0724210546	0.3960983475	0.1457998153	0.095968349	-0.3883365438	0.3129287002	0.2207581865	0.0625618329	0.0725413218	-0.4158138261	-0.492577076	-0.0998686965	0.3850389279	0.3447527879	0.1158736819	-0.2058234749	-0.2444815297	-0.0430651289	-0.0514712725	-0.1244177581	0.0711624312	-0.0247915624	-0.0663719916	0.114400778	0.085879947	0.6458103609	0.0647886818	-0.4344549653	0.0168355935	-0.2951198773	-0.1327267424	-0.0056688195	0.2110370147	0.1706235638	-0.1276568496	-0.0419530135	0.2256576271	-0.7118829488	-0.0415837087	0.0055072119	0.5968588423	-0.126593935	-0.1647160151	-0.066021167	0.0169926149	0.0277226812	0.0522344864	-0.044132751	-0.0540327989	0.0716081469	-0.0317681427	-0.008041419	0.0310882538	-0.0269654705	-0.009787167	-0.0096293346	-0.0061823637	-0.0249775768	0.0036327207	1.70018	1.564933	2.8906120324	2.449015294489	0.00634056	-0.00466804	2.17905974416e-05	4.02027011136e-05	0.109516	0.10565326	0.011993754256	0.0111626113486276	-0.000996969	-0.001653375	9.939471869609995e-07	2.733648890625e-06	-0.0054854	-0.00832188	6.92536867344e-05	3.008961316e-05	0.0081560899999999	0.0048450999999999	6.652180408809837e-05	2.347499400999904e-05	0.0	0.0	0.0	1.0	0.0	0.0	-1.464829505	-0.05406745921	0.9635999441	1.545594401	1.619838351	-1.730428851	1.25253613	-0.8661274616	0.1498101627	0.4375597529	-4.361116764	4.046357659	-3.606377771	0.2366196215	-0.01050154776	-2.231204919
68608.48968563783	-369.100104497993	4707124856.944273	136234.88714042935	107200.07196467178	-114.22877972680726	11491855429.230808	13048.214117875454	68578.33823247631	-221.6457745436201	4702988474.7279215	49126.84937304126	73556.17902183384	55144.1405575366	2.477864	57.136402	1.90373376	1.18162	0.1234245019	0.2487405208	0.0310584917	0.2218806923	-0.2660083256	0.0017428271	0.0868265449	-0.0159664217	0.2268956152	-0.2104448268	-0.2433979748	0.0296052201	0.108834876	-0.0043734197	-0.1742714351	0.330751881	-0.1092657579	0.0130426832	0.0998252825	0.1767306023	-0.2720185501	-0.0238341064	0.1370787665	0.2448122463	0.0297815607	0.3003616282	-0.0533513755	-0.1599729228	-0.0495684538	0.183814072	0.2000483199	0.0404511715	0.0438551012	0.1992526057	0.4485537306	-0.1979527392	0.1291551712	-0.4632435562	0.1412455111	0.2690674331	-0.4195181245	0.1512914627	0.3418449437	0.4640869075	-0.0854377556	-0.0535593755	0.0313520231	-0.0763588501	0.1128340624	-0.113330664	0.1191262878	0.0888975875	-0.0397350071	0.0938568076	-0.0071149819	0.0598881621	0.0249257784	0.0275775487	-0.0330969011	0.712606	-0.987574	0.507807311236	0.975302405476	-0.0640577	-0.0703982599999999	0.0049559150110275	0.0041033889292899	0.206049	0.096533	0.042456190401	0.009318620089	0.000277231	0.0012741999999999	7.6857027361e-08	1.6235856399999996e-06	0.00595788	0.01144328	0.0001309486571584	3.549633409439999e-05	0.005889	-0.0022670899999999	3.4680321000000005e-05	5.1396970680995485e-06	0.0	0.0	0.0	0.0	1.0	0.0	-1.437793908	-0.2139027885	2.005628327	-0.3428030008	-2.873372652	0.1287296756	0.07838742402	-0.3967955771	-0.9214718691	2.142529812	-1.83468826	2.45671256	4.173865635	1.60051829	1.36244051	-0.9540154249
68682.10118360164	73.61149796380778	4717231022.9944935	5418.652632475677	106733.71612126572	-466.3558434060542	11392086157.05494	217487.7726789721	68465.09701174052	-113.24122073578474	4687469508.827041	12823.574073730722	73558.0882219452	55963.1791583961	1.838705	42.398216	1.1211143499999998	0.618358	0.1611365332	0.2821676009	-0.009643126	0.2568770881	-0.2394544662	-0.0449829524	0.047834644	-0.0883178944	0.2244715249	-0.1706456499	-0.0653177763	0.2052596275	-0.3077558318	0.137568214	-0.0420599096	0.3097071759	0.0580541963	-0.3334304888	-0.1006955563	0.1006415121	-0.065412406	-0.0416355393	0.0751540145	0.2524984253	0.1219000512	0.1291801283	-0.2975575302	0.0578679125	-0.0687789066	0.1553353426	0.3220599324	-0.2207917431	-0.2503647601	0.0928763552	0.0905822754	-0.2349280467	0.0978026838	-0.0923656555	0.3762445936	0.0448999405	-0.2851599667	0.1777492431	-0.2298137749	-0.143459728	0.2096858542	0.0826205765	-0.0471703986	0.0584507007	-0.1912990883	0.161246479	-0.3727796977	-0.4886468971	0.0760025476	-0.1174839279	-0.1675899529	0.0014470655	-0.0190992584	-0.0430621768	0.0705986509	0.31973	-0.3928759999999999	0.1022272729	0.1543515513759999	-0.0148799	0.0491777999999999	0.0024184560128399	0.00022141142401	0.0907214	-0.1153276	0.00823037241796	0.01330045532176	0.0072524499999999	0.0069752189999999	5.259803100249855e-05	4.86536800979596e-05	0.00628612	0.00032824	1.0774149760000033e-07	3.95153046544e-05	0.0019178	-0.0039712	3.67795684e-06	1.5770429440000002e-05	0.0	0.0	0.0	0.0	0.0	1.0	-1.700328074	-0.03536799293	2.723820234	-0.06633237997	-0.1906823699	1.849976189	0.09073833019	1.00831162	0.03147837503	0.2468806358	-0.5168764842	0.8249773937	-0.1957093062	-0.02142468006	4.184768113	0.07158220476
67981.66225921268	-700.43892438896	4621506403.525661	490614.6867991632	106568.66837411556	-165.04774715016538	11356881079.032215	27240.75883934492	68146.3729815531	-318.72403018742625	4643928150.54095	101585.0074189154	73234.41723424791	53571.07246721994	1.528349	35.241795	0.67466325	0.310772	0.160798513	0.1112162158	-0.1574949516	0.1956196342	-0.0541859276	-0.1285263208	0.0144147954	0.1207032267	0.2058838078	-0.0278346855	0.1141407269	0.1448417235	-0.0883541422	0.1969883024	-0.0330586096	0.0513197954	0.1366896896	0.0463472816	-0.1098831931	0.0973733611	-0.0178079909	-0.2310952509	-0.2564636682	0.2051878928	0.0934203435	-0.0906448364	-0.1973817273	-0.0439275214	0.0133084636	0.0054082474	0.198202892	-0.1462976012	0.0017627622	-0.2622167018	-0.0068870494	-0.1906286741	0.0721192713	0.1604102862	0.3453547766	0.0957532543	0.0914203893	0.0512729732	-0.2887242737	0.1179979692	0.2197878961	-0.0351964609	0.1841836302	0.0313638828	0.0743958483	-0.1478101916	0.088835337	0.3055655229	0.0847125787	-0.2397737255	0.3522321828	-0.2607050209	0.0313278823	0.2328593243	0.1861859587	0.136738	-0.182992	0.018697280644	0.033486072064	0.0689001	0.08378	0.0070190884	0.00474722378001	0.0459937	-0.0447276999999999	0.00211542043969	0.0020005671472899	0.00948373	0.00223128	8.994113471289999e-05	4.978610438400443e-06	0.00298273	-0.00330339	1.09123854921e-05	8.8966782529e-06	0.000189199	-0.001728601	3.5796261601000004e-08	2.9880614172010004e-06	0.0	0.0	0.0	0.0	0.0	0.0	-1.706324499	-1.128572001	3.144342825	-1.121423935	-0.09129037844	-0.4348891999	0.6359654312	1.626066437	-0.6137072439	-0.1151837096	0.2968207169	-0.4994082713	1.656168599	-1.410552705	0.8554175275	0.9349235385
67889.21886488794	-92.44339432474226	4608946038.084657	8545.78115427979	106137.23906741352	-431.4293067020335	11265113516.853292	186131.2466813973	68224.90366542991	78.5306838768156	4654637480.157192	6167.068310160345	73251.45247370619	52837.70050174742	1.158355	26.710199	0.2124406999999999	0.120238	0.190495948	0.0345405201	-0.1234392667	0.1819011264	0.0171120777	-0.2613014296	-0.0063178851	-0.0294481095	0.2039158934	-0.0682889875	0.1013907721	0.3336934403	0.0130056801	0.0461777599	-0.1462949646	0.0786733406	0.1150706164	-0.0459460628	-0.0258051675	-0.0536489557	0.3846391141	-0.0939709467	0.0263891674	0.201756325	0.0970747687	-0.0805775694	-0.2757730935	-0.0857825488	0.068499327	0.158951668	0.1398475719	-0.0348322228	0.0169512005	-0.0648409356	-0.3407166165	-0.1929195249	0.0288243154	0.1249614958	0.2753546239	0.0654852802	0.0777048241	-0.0193291217	-0.2062179676	-0.043642908	0.105967238	0.0371168944	-0.0571277788	-0.0117766993	-0.0876099145	0.0737622584	0.077177539	0.1411542797	-0.135493813	0.3144610214	0.0866528574	0.1392821394	0.0616100767	-0.043012461	-0.3335312869	0.118818	-0.01792	0.0141177171239999	0.0003211264	0.110436	0.0415359	0.00172523098881	0.012196110096	0.0508895	0.0048957999999999	0.0025897412102499	2.3968857639999988e-05	0.00759252	-0.0018912099999999	5.76463599504e-05	3.5766752640999965e-06	0.00191216	-0.0010705699999999	1.1461201248999997e-06	3.6563558656e-06	0.000189199	0.0	3.5796261601000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.784304974	0.1158217027	1.910206958	-0.5741950122	-0.6098778657	0.9133259272	-0.6302836109	0.8822049271	0.5693072892	-1.401218245	0.2568340843	0.5973080075	0.007527753191	-2.274866232	1.000044695	-0.4045177878
