global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_15	aroma_motion_16	aroma_motion_18	aroma_motion_19
67780.2892357368	n/a	4594167608.880137	n/a	102144.3288459522	n/a	n/a	10433463915.390022	63347.48011866156	n/a	n/a	4012903237.3842216	71924.98245838202	73323.48313095595	n/a	n/a	n/a	n/a	-0.1680767097	-0.0746786804	0.0318382875	-0.2781334423	0.0407808637	-0.0431587827	0.0280519314	-0.1532330576	0.2204961099	0.1451675786	-0.2310333083	0.125366862	-0.197838625	-0.2262030877	0.0888942604	-0.1136014054	0.1738038483	-0.0233862885	0.0998964096	-0.0411921887	0.1041610191	-0.0655280773	0.0715788098	0.1525945053	-0.0946978247	0.0720005656	-0.0413474938	-0.0519469188	0.1038322577	0.0255245518	-0.1890914368	0.1501691409	-0.0069936704	0.1558312943	-0.3054387204	0.1021399658	-0.0193060632	0.1721662024	-0.1130828687	0.0723769343	-0.0873836255	0.0140844809	-0.0604959372	0.0354972209	-0.0179654579	-0.0906195361	0.0925076622	0.0903048297	-0.2705672853	0.1778054485	-0.0584000716	0.0133352928	-0.2703967606	0.2576745087	0.0411047402	-0.0447910156	0.0335309218	-0.1053645039	0.2153623991	-0.1309796886	0.010806485	-0.0636186273	0.0887338266	-0.1530431957	0.0284601684	-0.0079005698	-0.00839074	-0.2552493724	0.2945258166	-0.0548003127	-0.061006448	-0.2144631951	-0.0877487	n/a	n/a	0.00769983435169	0.0319565	n/a	n/a	0.0010212178922499	-0.249608	n/a	0.0623041536639999	n/a	0.00144552	n/a	n/a	2.0895280704000003e-06	0.00232913	n/a	n/a	5.4248465569e-06	-0.000971598	n/a	9.44002673604e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.979221842	1.176912193	0.7073220283	2.010300647	0.4835283234	-2.209896735	-0.2671026415	-1.634661663	-1.898785436	-1.400337923	0.7974459055	0.9094594169	0.8407653178
67798.35688051078	18.067644773982465	4596617195.697104	326.4397876788159	102691.21816668416	546.8893207319634	299087.9291306683	10545486288.557524	63530.07651735702	182.59639869545936	33341.44481655115	4036070622.3012376	72187.25926495744	72978.06294669685	0.940807	21.207779	0.1544892499999999	0.0793952	-0.1501783987	0.2020893993	0.0026420656	-0.2587118871	-0.2670631494	-0.1266626676	-0.1200451845	0.0426294083	0.0659806998	0.1435368829	-0.1983505498	0.2720708451	0.0714489811	-0.1324834319	-0.0989619674	-0.1428668258	0.0456966163	-0.0562183669	-0.0251853734	0.0189178788	0.0165982666	-0.0879946495	0.1248475218	-0.0430642224	-0.1940399614	0.1966223771	-0.2059876627	0.0371485577	0.0879251838	0.1242831266	-0.2632263445	-0.2353303069	-0.0165699238	0.0742068201	-0.0992397049	0.1110717908	-0.0622170466	0.0636031085	-0.060746363	-0.0201040616	0.0120178659	0.1540166339	0.093563122	0.0010533185	-0.1349737216	-0.1341564992	-0.0280681992	0.0732144035	-0.2549762143	0.161733762	0.019705176	-0.1810347356	-0.1629457929	0.0246945764	-0.0596314561	0.0335349047	0.1407201891	0.1453575791	-0.01548386	-0.0730257383	0.3990343566	0.0029906984	0.0297827513	-0.1689352592	-0.0582867547	-0.1732950803	-0.0994581085	0.0571707131	0.158379809	0.0483008755	0.165552547	-0.0965425778	-0.106021	-0.0182723	0.00033387694729	0.011240452441	-0.0104496	-0.0424061	0.00179827731721	0.0001091941401599	-0.191175	0.0584329999999999	0.036547880625	0.0034144154889999	0.00111862	-0.0003269	1.0686360999999998e-07	1.2513107044000002e-06	0.00213869	-0.00019044	3.626739360000002e-08	4.573994916099999e-06	-0.000781381	0.0001902169999999	6.105562671610001e-07	3.618250708899996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.548684042	1.479592305	1.481018701	1.637041637	-1.924113736	-2.482474733	1.385999312	-0.2653497831	-0.1103274926	0.2656230854	1.143182955	3.003278643	0.7643245231
67576.83490633314	-221.52197417763816	4566628615.957806	49071.9850435582	102107.95236472315	-583.2658019610099	340198.99573722	10426033936.116571	63441.84421064269	-88.23230671432975	7784.939948131559	4024867596.8474574	72076.38636411048	72751.10696431254	0.986344	22.234287	0.1805119	0.0903883	-0.1713865356	-0.0475374232	-0.1958151808	-0.2292737765	-0.0509177607	0.1940593896	-0.1265381667	0.1176919221	-0.0612911308	0.0336524197	-0.2605691783	0.2198180393	-0.0247653107	-0.1958530506	0.1193170656	0.0009496485	-0.0102817013	0.0447397288	0.0183447297	-0.1145874295	-0.3421658846	0.0645976414	-0.0077278569	-0.0601583416	0.1723728148	-0.1441316747	0.0489037588	0.0613263449	-0.1353561715	0.2926006824	-0.2425241249	-0.0435605843	0.1094955978	0.1207462483	-0.0719456822	0.0847915984	0.2211014544	0.0700602563	0.2101862858	0.142300706	0.1807079638	0.0683960919	-0.0136049771	0.1628517866	0.0508491004	0.0699127868	-0.1389263603	0.1276662482	-0.2308341935	0.0696236907	-0.1653830113	0.0341629822	-0.1290689137	0.122598123	-0.0094751243	-0.0292189385	-0.053444172	0.1054778467	0.0212341921	0.0561018554	0.2547484839	-0.195930213	0.1125075513	-0.0479887962	0.2046324453	0.1012771703	-0.0567666769	0.041046158	-0.2533853491	-0.0788152985	-0.0575070927	0.201359858	-0.0838619	0.0221591	0.00049102571281	0.00703281827161	0.0622298	0.0726794	0.00528229518436	0.00387254800804	-0.209513	-0.0183379999999999	0.043895697169	0.0003362822439999	0.000234298	-0.000884322	7.820253996840002e-07	5.4895552804e-08	0.00247438	0.00033569	1.1268777610000005e-07	6.1225563844e-06	-0.000908077	-0.0001266959999999	8.24603837929e-07	1.605187641599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89463392	-0.8774021072	0.1182304767	0.7149479945	-0.5630083039	-2.396256324	0.9213880281	-1.903618978	0.571115514	-1.067329412	1.346717774	1.670784746	-0.821740358
67542.98517598934	-33.84973034380528	4562054846.483915	1145.8042443483316	101647.27492528314	-460.6774394400127	212223.70320900652	10332168499.736095	63378.67047464623	-63.17373599646089	3990.9209197505375	4016855871.133794	71928.402607122	71942.16644032237	0.924381	20.837509	0.1607485	0.0856559999999999	-0.1779797424	-0.1143657531	0.0756235335	-0.2072973812	0.0493413242	0.1632083289	0.1198671068	-0.0652805737	0.0282279689	0.0961085379	-0.2374527327	0.1476632988	-0.1597712554	-0.2015338578	0.0743993509	-0.0252094884	-0.0688998718	0.0808557055	0.0716603335	0.1401213205	-0.0124655963	-0.0038369361	0.1239222564	0.1816285662	-0.0397085565	0.0751251979	0.0486045247	-0.0478743238	-0.030086931	-0.0866442674	-0.1720784034	0.1145057072	0.0755759151	0.072523858	-0.1126254526	0.122249417	0.0500378278	0.0883413897	-0.2115680224	-0.0781991611	-0.0438436842	0.0373137695	0.1461688846	0.1848091164	-0.0915740838	-0.0368099125	0.0178391692	0.0139456383	-0.2403972701	0.1384050108	0.0891334948	-0.0488785014	-0.0400148236	0.2733999384	-0.1140952739	-0.0314575571	-0.0377322429	-0.0362933908	0.0572445165	-0.0150169441	0.1321262545	-0.1862654788	-0.0388675575	0.2264942062	0.1279368043	-0.1178125696	0.0439025351	-0.0226239048	-0.1134034286	0.0145019868	-0.0032229971	-0.0182528713	-0.0993591	-0.0154972	0.00024016320784	0.00987223075281	-0.0107997	-0.0730295	0.0053333078702499	0.00011663352009	-0.175273	0.0342399999999999	0.030720624529	0.0011723775999999	0.000775934	0.000541636	2.933695564960001e-07	6.020735723560001e-07	0.00225638	-0.0002179999999999	4.7523999999999956e-08	5.0912507044e-06	-0.000908077	0.0	8.24603837929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.296222857	0.9048106665	1.072745293	0.927385739	-0.6251044663	-2.914161859	-0.6878169551	-1.983719374	-0.776405308	0.5381111803	0.1994023942	0.00861758738	0.6983667292
67567.89453668158	24.90936069223972	4565420372.120124	620.476250096097	102129.14767066904	481.8727453859028	232201.34274574716	10430362803.937325	63361.57170824735	-17.09876639887807	292.3678123634017	4014688769.3393703	71904.13034566923	72541.97701576988	0.904718	20.394255	0.121687245	0.0597963	-0.1472251593	0.0858727253	0.186841717	-0.2411368969	-0.0347856584	0.0259231098	-0.0616154209	0.0134561468	-0.2380536006	-0.0498825145	-0.1932205878	0.2236374984	-0.0868671434	-0.0195354142	-0.0967214045	0.2717503803	0.0224260917	-0.1562419538	-0.2082988946	0.1133355401	-0.2574174295	-0.038885747	-0.1183371744	0.0586694229	0.0502885843	0.1094211236	0.0026047442	0.1234071047	-0.0401956944	0.0575017589	-0.2511954844	0.0420605094	-0.0882262292	0.0522778592	0.0340903275	-0.2646662315	0.0404810783	-0.1587139084	0.0782528558	-0.0584113649	-0.020118546	0.1539928912	0.2125534342	0.1327136186	0.0750228236	-0.0491494034	-0.1076694394	0.0422383822	-0.2262025904	0.0234367773	-0.1283376856	-0.1409260112	-0.0486452269	-0.0577255541	-0.1779039093	0.0413352158	0.039566826	-0.1259881406	-0.1995258937	0.165256466	-0.0198104149	-0.1135151671	0.0958393684	0.1605525797	0.1266469536	0.0403834349	-0.1198511519	0.2047256402	-0.0455210442	0.0260667295	0.0347410532	0.0715637082	-0.0888867	0.0104724	0.00010967116176	0.00790084543689	0.0254291	0.0362288	0.0013125259494399	0.00064663912681	-0.191066	-0.015793	0.036506216356	0.000249418849	-4.62069e-05	-0.0008221409	6.759156594528101e-07	2.13507760761e-09	0.0026181	0.0003617199999999	1.308413583999999e-07	6.85444761e-06	-0.000908077	0.0	8.24603837929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.785612604	0.7444202994	-0.4776453294	-0.1514445635	-1.339647877	-1.741683533	-0.2063170914	-0.03025836914	1.032872734	-0.3552400699	-1.243946408	1.015590047	-0.2965644485
67603.08797901087	35.193442329298705	4570177504.297885	1238.578382985674	102238.0216678901	108.87399722106056	11853.547270891504	10452613074.563969	63238.1176158977	-123.45409234964607	15240.912917874944	3999059519.6021113	71830.8026743992	72842.05643122747	0.899799	20.283384	0.061398875	0.0364486	-0.1355362002	0.2127311361	0.0811838754	-0.1609586986	-0.0174717628	-0.0804673767	0.1777177759	0.0464873671	-0.2707836303	-0.1175843337	-0.0888459143	0.1575198251	-0.2971054815	0.0794830799	-0.1555756031	0.0465392233	-0.0141436708	0.0785078548	-0.1121200043	0.053374845	0.253714828	-0.061235714	-0.0460775407	-0.0789221648	0.1276520112	-0.0375528494	-0.0701688368	0.1555466958	0.036101152	0.1055599551	-0.2096308733	0.1494751535	-0.2982825755	-0.090777386	-0.0130857632	0.0141877083	-0.0211991145	-0.0247730664	0.1369741062	-0.1693641688	-0.0947096461	0.0790265844	0.0672470893	-0.0072283648	-0.1043161211	0.2009721782	0.1613364368	0.0238816542	-0.2331800223	0.0682772772	0.098882832	0.0562353839	-0.1255769094	-0.1060528547	0.0579952335	-0.0517268384	0.0407648787	-0.0786443177	-0.0487200101	0.2634907456	-0.2683610252	-0.1008521598	0.0829634853	0.0642229649	-0.1350094586	-0.0310409168	-0.0534845799	0.10443851	-0.0411162	0.0573651817	0.0182687047	-0.043509882	-0.0705231	0.0183635999999999	0.0003372218049599	0.00497350763361	-0.00496572	-0.03039482	0.0009238450828324	2.46583751184e-05	-0.185118	0.005948	0.034268673924	3.5378704000000107e-05	-0.000123586	-7.737909999999999e-05	5.987525116809998e-09	1.5273499395999997e-08	0.00256163	-5.646999999999987e-05	3.188860899999985e-09	6.5619482569e-06	-0.000908077	0.0	8.24603837929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.610921303	-0.6395588869	1.515251357	-0.5016948934	-1.172834733	-1.180586558	0.4065061537	0.3155471167	-1.087753044	-1.755647751	-2.266976303	-0.8451099797	-0.1319751668
67673.69392115728	70.6059421464015	4579728848.934479	4985.199066380996	101976.05579514473	-261.9658727453789	68626.11848324804	10399115955.53447	63358.49812057783	120.38050468012808	14491.465907042337	4014299284.095264	71927.75775513184	72996.61712532463	0.888244	20.022907	0.09553742	0.0493104	-0.1517324123	0.165211001	-0.054069418	-0.2642668621	0.0094860367	-0.0442398862	0.0476817304	0.0044181996	-0.0475187177	0.1190177886	0.208447237	0.2013125259	-0.0904345844	0.1317470288	-0.0881384145	-0.2065487857	-0.109590965	0.0521745221	-0.0602349255	-0.040897866	-0.0419425129	0.1347133223	0.1442581689	0.058321392	-0.0529802447	0.0429201396	-0.045530683	-0.0333051716	0.0509060606	-0.000899053	-0.2465275793	0.0241184669	-0.0468097394	-0.0826153931	0.1847266179	0.0352585131	-0.1152419913	0.0323094996	-0.1295471436	0.0064453807	0.2803214741	0.0385365384	0.0656316779	-0.0612491113	0.0629293105	-0.092774674	0.0075981401	-0.0937745054	-0.2159852707	0.0215939325	-0.0519620018	-0.2393422927	-0.0001795822	-0.0605757656	0.1053398146	-0.0583844581	0.0355648897	-0.0397639429	-0.1258024292	0.1138629862	-0.2215844808	0.1075541643	-0.1328313713	0.0904735487	-0.0541109345	-0.1499538438	0.1511706614	0.2299936863	-0.0728392732	0.1881948902	0.1459989676	-0.1014809094	-0.0870197	-0.0164966	0.00027213781156	0.00757242818809	0.0337259	0.03869162	0.0014970414582244	0.00113743633081	-0.18032	0.0047979999999999	0.0325153024	2.302080399999997e-05	0.000371288	0.000494874	2.44900275876e-07	1.37854778944e-07	0.00244244	-0.0001191899999999	1.420625609999998e-08	5.9655131536000005e-06	-0.0008111169999999	9.696000000009996e-05	6.579107876888378e-07	9.401241600019384e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.448923183	-0.05556383035	0.02503211134	-0.6647316476	-2.774136256	-1.161549359	0.3355569892	0.1241853979	-0.6365766964	0.6069977014	-0.372965587	-0.6101932562	1.353296576
67670.2480648546	-3.445856302671018	4579262473.158958	11.873925658657578	102335.67577469588	359.6199795511493	129326.52969236903	10472590536.263676	63390.11870301444	31.620582436611585	999.861233630549	4018307149.1822615	71956.02925515271	73313.07472017729	0.788787	17.780931	0.0814087899999999	0.0382486	-0.149463332	0.1189645182	-0.0694339691	-0.2303620258	-0.0719765147	-0.035302095	0.0011118252	-0.0256505259	-0.0662420924	0.0329188547	0.1424998015	0.2591707855	-0.0526799787	0.1378844958	-0.2141798337	-0.0678812359	-0.2126069229	0.1092190026	0.0187613909	0.0544511511	-0.2494575977	0.000140259	-0.1168393772	0.010881256	0.084342178	-0.122823042	-0.0476532677	-0.2212961118	0.1672058549	-0.0642861915	-0.2785752008	-0.0354756106	-0.0927125725	-0.0070934573	0.1974691962	-0.0905452688	-0.1149972185	0.0231269405	-0.0074440727	-0.0442086808	0.2072899328	-0.0424292689	-0.0894044715	0.1475261378	0.1533049082	0.093095854	-0.1806856901	0.0263025538	-0.2262776932	0.0281048682	-0.1188901274	-0.02035181	-0.1388243547	-0.1391861048	0.0476111172	0.0572541114	0.0350660869	0.1132214051	-0.0554964537	0.1768868536	-0.1796098403	0.060458832	-0.1176921303	-0.0113795339	-0.0021272973	-0.0185183048	0.0352517787	-0.0342044969	-0.0866295779	0.0152264137	0.0231431691	-0.0081493963	-0.0859481	0.0010716	1.1483265600000126e-06	0.00738707589361	0.047519	0.0137930999999999	0.0001902496076099	0.002258055361	-0.208764	-0.0284439999999999	0.043582407696	0.0008090611359999	-9.85158e-05	-0.0004698038	2.2071561049444002e-07	9.70536284964e-09	0.00261414	0.0001716999999999	2.9480889999999966e-08	6.8337279396e-06	-0.000931615	-0.000120498	8.67906508225e-07	1.4519768004024096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.240857655	-0.3261272826	0.3272820799	-0.4481598427	-1.332817904	-0.2430774203	0.6902084653	0.3882255459	-0.3489463653	0.07850028386	-0.8106760699	0.5507161761	0.6231127477
67599.7542898747	-70.49377497989917	4569726780.051434	4969.3723109166585	101945.35513449035	-390.32064020552207	152350.2021704486	10392855433.497358	63260.05048643868	-130.06821657576074	16917.740963199	4001833987.546771	71739.21646831192	72616.25777520819	0.829588	18.700663	0.1388999	0.0645728	-0.1515928608	0.0559010063	-0.1434621583	-0.1819306065	0.0640184201	-0.0152275342	0.3809374584	0.1018605251	0.1868403829	0.0004145704	0.1210916204	0.1715280914	-0.2743459122	0.0476857868	0.0716076819	-0.0904271254	0.0341140339	0.0815370781	-0.0059408026	-0.1820613039	0.0858848925	-0.091927914	-0.3243879093	0.0385158042	0.0745840774	0.108094209	0.0225049828	0.0688196102	-0.1399120879	-0.0869594746	-0.1721736874	0.1950156382	-0.1163682637	-0.1900409078	-0.0736702091	0.1410300313	-0.0370385417	-0.0231871561	-0.0985779852	0.0400643752	0.0553988983	-0.1916526315	-0.0143470749	-0.2794099526	0.1259600109	0.0977410305	0.0732378407	0.1655093222	-0.2236576521	0.0638062998	0.1237201061	0.0190779725	-0.0635663654	-0.0296123182	0.196893194	-0.0995340758	-0.1029865637	-0.057446649	0.0153091128	0.0541293369	-0.1474092956	0.2608898411	0.0740409451	0.0043276929	-0.1396484076	0.0711427563	0.0133617916	0.0902272081	-0.0493781811	-0.1843267976	-0.1235566284	-0.0507179107	-0.0773355	0.0086125999999999	7.417687875999996e-05	0.00598077956025	0.00435309	-0.04316591	0.0018632957861281	1.8949392548100004e-05	-0.17022	0.0385439999999999	0.0289748484	0.0014856399359999	0.000482222	0.0005807378	3.3725639234884e-07	2.32538057284e-07	0.00234653	-0.00026761	7.161511210000008e-08	5.5062030409e-06	-0.000808415	0.0001231999999999	6.53534812225e-07	1.5178239999999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.606724617	-1.019045401	1.334956429	-0.1305085251	-1.907719345	0.04879157393	-0.5801197896	-0.08725573346	-2.550297372	0.02531471015	0.04556340141	-1.321844274	-0.3636431673
67716.724747169	116.970457294301	4585554810.483851	13682.087879637897	101760.00562342702	-185.3495110633376	34354.44125141829	10355098744.479898	63348.187578309255	88.13709187057248	7768.146963401733	4012992869.456655	71869.7002618074	72493.45715000026	0.880994	19.85947	0.06961936	0.045966	-0.1617468314	-0.1363350666	-0.031048051	-0.1668626047	0.2253655342	0.2171817162	0.0485270422	-0.0174970719	0.0582602167	0.0024859013	0.2090930472	0.1414387834	-0.2186514665	-0.0172420484	0.026360949	0.0605357622	0.1376234184	0.1573271698	0.1030019844	0.0022874971	-0.0263682787	-0.1966603769	0.1154649498	-0.0599190276	0.088080924	0.1583521721	0.2979527661	-0.2715970131	-0.0331978521	0.1214573521	-0.2185247705	0.2343590987	0.1072514984	-0.0908148769	0.1868741776	0.0811117312	-0.0186723983	0.040284261	-0.0433813221	0.2153054596	-0.1511649184	0.0978313402	0.0370054588	-0.2516352538	0.0974814541	-0.0106581996	0.0096380257	-0.0670949056	-0.2087420342	-0.0019643608	-0.0539101096	-0.0576773103	0.0361768457	0.1274763003	0.0784883534	0.0094687986	-0.1552578438	0.0024428561	-0.0419571528	-0.0861011452	-0.1580130965	0.0457779127	-0.1978952018	0.1146531922	-0.3290888271	0.2665556773	0.1281900327	-0.1258448167	0.0060826951	-0.1616798826	-0.0443978166	0.1417702137	-0.0831525	-0.005817	3.383748900000003e-05	0.00691433825625	0.0479431	0.04359001	0.0019000889718	0.00229854083761	-0.165342	0.004878	0.0273379769639999	2.3794884000000208e-05	0.000285135	-0.0001970869999999	3.8843285569e-08	8.1301968225e-08	0.00223693	-0.0001096	1.2012160000000012e-08	5.003855824899999e-06	-0.000808415	0.0	6.53534812225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.773595697	-0.08672600713	-0.03752365609	-0.1109536702	-1.673761632	0.4861861237	-1.515700508	-1.92992952	-0.61539857	1.680998878	-0.8758731732	0.03795372142	-0.1103308584
