global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_10	aroma_motion_14	aroma_motion_16	aroma_motion_17	aroma_motion_19	aroma_motion_20
69858.14860338898	n/a	4880160926.293178	n/a	128978.29678530424	n/a	16635401041.63802	n/a	67622.9847752609	n/a	4572868069.915168	n/a	103994.9997094042	25750.63366217849	n/a	n/a	n/a	n/a	-0.0340446177	-0.1479256916	-0.0728143064	0.0433333826	-0.0592082229	0.0960020665	-0.1164651657	-0.0999526453	0.0318031441	-0.2191888901	0.0400246522	-0.0089939854	0.0741520605	-0.006820598	0.1601741049	-0.0073021978	0.0296563904	-0.0919648541	0.0418202525	-0.1320765845	0.0439889196	0.0690499741	-0.0582567935	-0.1437125384	-0.0966356952	-0.0515970548	0.2048085821	-0.1307713493	-0.0338000526	-0.1197704082	-0.2487783555	0.054503255	-0.1764102337	0.0157928139	-0.0359416636	0.0877017124	-0.0359590298	0.1696513302	-0.0686580174	0.1229639438	-0.218455555	0.0368196604	-0.0649773774	0.0815337237	-0.0475954356	0.1115782849	-0.1336233307	0.1162964575	0.0921840979	-0.0720846084	-0.1370598292	0.0660545253	0.1643619509	0.0426268	n/a	0.0018170440782399	n/a	-0.0722562999999999	n/a	n/a	0.0052209728896899	0.0873768999999999	n/a	n/a	0.0076347226536099	0.00114585	n/a	1.3129722224999995e-06	n/a	0.000596438	n/a	n/a	3.5573828784400005e-07	0.0	n/a	0.0	n/a	-0.6480347439	-0.904483559	-0.5156923402	-0.7943606178	-0.6842531377	0.3120784518	1.72207655	-0.9312623426	2.324145375	1.98537749	2.271366396	-0.01161225539
70208.37332519957	350.2247218105913	4929215684.970595	122657.35576730606	128818.476055719	-159.8207295852335	16594199773.31785	25542.66560515633	67675.2146732685	52.22989800760115	4579934681.072977	2727.9622458844187	103932.49200496497	31904.908813599992	1.209242	57.775597	0.13553986	0.095666	-0.0114706524	-0.0001153126	0.1747975447	-0.0553908427	0.0472326918	-0.0387557015	-0.1242516012	-0.1141519261	-0.0816943933	-0.3585842257	-0.1683004017	0.1658766996	-0.0609828636	-0.0930641937	0.0862141162	-0.013638928	0.070386215	0.0412116266	-0.0208549233	0.0217991597	-0.0128158619	0.0435421814	0.0146511793	-0.0106829184	0.1277743786	-0.0154107909	0.1724728848	-0.2391272332	0.0842002221	0.0610099982	-0.3366432781	-0.1517551642	-0.0641639962	-0.1099034274	-0.0249800848	0.1478761784	-0.0766976209	-0.1677470236	-0.3254006675	0.0222453235	-0.1640937779	-0.0911600651	0.0143627813	0.0625212357	-0.1225800995	-0.0748290199	0.2459039587	-0.2510129653	0.0923749429	-0.1462106006	0.009539852	0.0183925606	0.1640657595	0.0605975	0.0179707	0.00367205700625	0.0003229460584899	-0.0590765	0.0131797999999999	0.0001737071280399	0.00349003285225	-0.00331141	-0.0906883099999999	0.008224369570656	1.09654361881e-05	0.00133651	0.00019066	1.7862589801e-06	3.635123560000002e-08	0.000513077	-8.3361e-05	6.949056321e-09	2.63248007929e-07	0.0	0.0	0.0	0.0	-0.6918499107	-0.09429619931	1.672497441	0.9706298013	0.5062296196	-1.307346346	0.8467824987	0.07068310757	1.298342524	0.7446323232	0.3866199811	-0.486614585
70112.48871456001	-95.88461063956493	4915761073.749305	9193.858557500967	129101.92305449914	283.44699878014217	16667306536.369818	80342.20111746991	67689.85271139706	14.638038128556218	4581916160.090629	214.27216025306564	103860.98759345796	31161.899960108065	1.290535	61.659641	0.3078773099999999	0.196939	-0.1484299172	0.1252510698	-0.0445699498	0.0687997759	-0.1285844679	-0.1410813168	-0.1312515642	0.2169812297	0.06915413	-0.1082788237	0.0977562604	0.1698917739	-0.0360515053	-0.0193239154	0.0670530117	-0.0670062561	0.1926722235	0.0636030268	-0.0367212903	0.0067313126	-0.1260665386	-0.1092858252	0.1922262504	0.1347896666	-0.0654360053	-0.1036986861	0.1450156091	-0.1359553118	-0.1662158244	0.0989729751	-0.187710938	-0.0604584712	0.0697948111	0.1212307005	-0.1729835518	-0.1360112473	0.0598453532	-0.0051228007	0.0210539594	0.0975071696	-0.1686239576	-0.2893493948	-0.1406309893	0.1527411244	0.2161851847	0.1878323265	0.1294036036	0.0244795744	-0.1526318248	0.0819416643	0.2556075527	0.05712488	0.1634739106	0.0426268	-0.0179707	0.0018170440782399	0.0003229460584899	-0.152241	-0.0931644999999999	0.0086796240602499	0.0231773220809999	0.161448	0.16475941	0.027145663183548	0.026065456704	0.000780217	-0.0005562929999999	6.087385670890001e-07	3.094619018489999e-07	0.000596438	8.3361e-05	6.949056321e-09	3.5573828784400005e-07	0.0	0.0	0.0	0.0	1.488344501	1.040645989	-0.6711442685	1.451729623	-0.1493028753	0.2551738596	1.466206018	0.02753234691	-0.3636499035	-1.437603022	0.973202184	-0.6748724336
69724.92164860915	-387.56706595086143	4861564698.904684	150208.23060975937	129118.39551341848	16.472458919335622	16671560059.959566	271.3419028491997	67586.43309712998	-103.4196142670844	4567925938.792827	10695.616615152529	103959.74244304906	23922.960471188937	1.095249	52.329174	0.2302031	0.153659	-0.0045980815	-0.1348282554	-0.0939992846	0.1123664202	-0.1323733907	0.1405403585	0.0087124882	-0.1733933149	0.1469908849	-0.0352505513	0.0253964564	0.0107515451	0.0695299458	0.1387003021	-0.0456830241	0.008559695	0.0015339836	0.1876226016	0.0597959798	-0.0316300167	0.1753876469	0.2728043374	0.036510552	-0.1374452795	-0.1118712892	-0.0960110607	0.1561228437	0.0345604335	-0.0005817203	-0.1652075495	-0.2701904051	0.0643438747	0.0817568859	-0.0603886462	-0.0045161049	0.2041832553	0.01702041	0.1581871447	0.0409808355	0.1551192946	-0.0382708532	0.0432241694	0.1099743177	0.0980928619	0.1375238111	-0.0803595858	-0.0063682392	0.1293689733	-0.1054993008	-0.1370397732	-0.1687279661	0.000988222	0.1625874706	0.0426268	0.0	0.0018170440782399	0.0	-0.0510053	0.1012356999999999	0.0102486669544899	0.00260154062809	0.0440961	-0.1173519	0.01377146843361	0.00194446603521	0.000547907	-0.00023231	3.002020806490001e-07	5.39679361e-08	0.000596438	0.0	0.0	3.5573828784400005e-07	0.0	0.0	0.0	0.0	-1.371176947	-1.38870927	-0.247022154	-1.097537677	-1.033444156	0.8038237778	1.401634006	-1.801656173	1.243512259	0.2516478052	0.8402390263	0.4244374794
70601.16501947069	876.2433708615426	4984524502.106532	767802.444978799	128565.43608280712	-552.9594306113577	16529071355.162363	305764.1319020369	67523.75185305977	-62.68124407020514	4559457064.313593	3928.938358188627	103785.8584448014	44288.972155872805	1.818286	86.87467999999998	0.14013535	0.0896235999999999	0.023830773	0.0148110182	0.1392408826	-0.1605673565	0.1032839216	-0.0275497549	0.0263393347	-0.0862940008	-0.0338188578	-0.0942920734	0.1144142837	0.1515473254	0.2013036181	0.0700237593	-0.00303216	0.0200323858	0.1801767204	0.0693803541	-0.0667823881	-0.0559040682	-0.1167065451	-0.1270121966	0.1017471853	0.0015884575	0.1545836833	0.1052224943	-0.00541532	-0.0446264654	0.112326144	0.1085028456	-0.1949356694	-0.2041705762	0.0268093538	-0.1730292518	0.0481632183	0.0869518459	0.0257086895	0.0307583617	-0.1852906829	-0.1252874476	0.0724724321	-0.1537779903	-0.0178833781	0.0164760527	0.1573022236	-0.080051024	-0.1355963642	-0.327938093	0.0713974601	-0.0537933513	-0.0768176067	-0.1961316397	0.161408037	0.0426221	-4.699999999996374e-06	0.00181664340841	2.2089999999965916e-11	-0.0852302	-0.0342249	0.00117134378001	0.00726418699204	-0.0250666	-0.0691627	0.0047834790712899	0.00062833443556	0.00121756	0.0006696529999999	1.4824523536e-06	4.484351404089998e-07	0.00053123	-6.520799999999998e-05	4.252083263999997e-09	2.822053129000001e-07	0.0	0.0	0.0	0.0	-0.2200289875	0.7092852414	1.499232768	0.4335369041	1.07292322	-1.690042261	-0.3268214577	-0.7690895413	0.002707058082	-0.8638022465	-1.184630903	1.219890383
70318.88751702975	-282.2775024409348	4944745941.632683	79680.58838429193	129132.63354352038	567.1974607132579	16675237045.885124	321712.95943956776	67647.98738436907	124.2355313092994	4576250197.155757	15434.467239703912	103720.49667202102	29995.823447571725	1.707939	81.602486	0.26313425	0.180477	-0.1279859653	0.165400662	-0.0540522747	0.1050814761	-0.0481001448	-0.168877604	0.0184133412	0.0641972216	-0.0127538387	-0.0138689813	0.1031715922	0.0033329356	0.1159976931	0.207888469	0.1597302775	-0.0157911961	0.0968726795	-0.1256332718	-0.0482675418	0.0931026668	0.1510442619	-0.1522702797	-0.0842175356	0.1724874603	-0.0413726967	-0.0651553174	-0.0926512152	0.0241232127	-0.1281697227	0.1008518653	-0.0869210523	-0.0354747337	0.1351855642	-0.1162374469	-0.1535532853	0.022932639	0.2124972202	-0.1303053268	0.0827857342	0.1019994688	0.1155769248	0.2088084272	-0.2146666426	0.1035611835	0.1012314769	0.1475252317	-0.0034957062	-0.0025472396	0.0714623198	0.0759864396	0.1329466519	-0.1286435679	0.1599377353	0.04263	7.899999999998186e-06	0.0018173169	6.240999999997134e-11	-0.130546	-0.0453157999999999	0.0020535217296399	0.017042258116	0.118635	0.1437016	0.02065014984256	0.014074263225	-0.000242381	-0.001459941	5.8748549161e-08	2.131427723481e-06	0.000508992	-2.223800000000005e-05	4.945286440000022e-10	2.59072856064e-07	0.0	0.0	0.0	0.0	0.88258263	0.7292491313	0.01587101782	1.656784168	-0.7374013982	-0.06590524088	0.4719069725	-0.3800052626	-1.036279228	-1.786522836	-1.163365237	0.7491601713
70730.10429060494	411.2167735751864	5002747652.959851	169099.2348695861	129040.55551718573	-92.07802633465326	16651464968.183891	8478.362933685099	67607.76775972485	-40.21962464421813	4570810261.452891	1617.6182065217984	103777.9666296729	63327.41612621651	2.4265	115.93412	0.2592214945	0.165912	0.1385428399	-0.1257460229	-0.127599453	0.0412590892	-0.0675878512	0.093655399	0.0975679465	-0.1209699448	-0.2595082959	-0.0643297785	-0.0800830516	-0.0602495381	0.0159973997	-0.1748191476	0.1336489762	0.1144738189	-0.2682970795	-0.0178570782	-0.2035686263	0.1944760733	0.0351033922	-0.1969024651	-0.0245623979	-0.1027216938	-0.118952002	0.03837277	-0.0625721888	0.0676971598	-0.0192954701	-0.0930988547	0.2144184131	-0.2076544544	0.0276515302	0.1858728134	0.1475252811	-0.2471522426	0.215839982	0.174813636	-0.1061239771	0.2922174374	0.0082487655	-0.1203328742	0.0927776634	0.0390181947	-0.2114079474	-0.1080192198	0.0655478601	-0.0796441037	0.1621311849	0.1049680788	-0.1274670414	-0.1494760361	0.1581792149	0.0426661	3.6099999999997245e-05	0.0018203960892099	1.3032099999998012e-09	-0.068626	0.0619199999999999	0.0038340863999999	0.004709527876	-0.0259497	-0.1445847	0.02090473547409	0.0006733869300899	0.000306823	0.000549204	9.4140353329e-08	3.01625033616e-07	4.58211e-06	-0.00050440989	2.5442933712981205e-07	2.0995732052100003e-11	0.0	0.0	0.0	0.0	0.2901151354	-0.7733791696	-0.8532399145	-1.317527817	-0.7213690007	-0.6898015244	-0.471726936	-0.3560693394	1.033547052	-0.3323687751	0.4837062685	1.613198776
69769.97208285338	-960.1322077515651	4867849004.44214	921853.8563618946	128796.62780299224	-243.9277141934872	16588571333.422514	59500.72975165957	67561.38340547912	-46.38435424573254	4564540527.662149	2151.508318793606	103603.63780081776	25203.270599642947	2.344889	112.034912	0.1331062595	0.0900379	-0.0313820901	-0.0278372034	0.068423929	0.0079350886	-0.0816497348	0.1506353798	0.0185738151	-0.2124367521	0.1085664064	-0.0489899444	0.0136906185	-0.0286862827	-0.117273598	-0.1095015341	0.0964821898	-0.0187817313	-0.0918234496	-0.0858264751	0.0963335159	0.0311847639	-0.014617466	-0.1450949509	0.1248379575	-0.0439196023	0.0025361049	-0.0063199055	-0.1310565825	0.1720180978	-0.0407251307	-0.1368676065	0.0016217194	0.1154630308	-0.0603925797	-0.1675459294	0.0372315279	0.07096087	0.1425452372	0.2099103738	-0.0568009685	0.1019096887	0.0911744676	-0.0278643325	0.10561809	-0.2066941127	-0.1168998345	-0.0590260429	0.0386421665	0.0713631694	-0.1340216304	0.1577478257	-0.0100137376	-0.0824042788	0.1561356449	0.0258363	-0.0168298	0.00066751439769	0.0002832421680399	-0.0613571	0.0072689	5.283690721000012e-05	0.00376469372041	0.0604439	0.0863936	0.00746385412096	0.00365346504721	0.000258645	-4.817800000000001e-05	6.6897236025e-08	2.321119684000001e-09	0.00032723	0.00032264789	1.0410166092145212e-07	1.0707947290000003e-07	-8.14533e-05	-8.14533e-05	6.63464008089e-09	6.63464008089e-09	-0.7041800534	-1.45380441	-0.6625113932	-1.019410289	-0.2367746147	-0.1533016711	0.2906416728	-0.807639324	0.1597097355	0.03056882565	-0.3085784249	0.5845211627
70939.1211939706	1169.1491111172218	5032358915.772848	1366909.6440261898	129441.08986168916	644.4620586969249	16754995744.58189	415331.34509987873	67629.72896406546	68.34555858634121	4573780239.752955	4671.115378478999	104260.8213478388	61923.8058926512	2.349808	112.269936	0.320003615	0.203575	0.1712266973	0.0046778886	0.1841765841	0.1860513872	0.15928948	0.0307695569	-0.1748043805	0.0307880421	-0.0185475551	0.081528451	0.1396125099	-0.0047421004	-0.0789045367	-0.0170675617	-0.0444401641	0.1600183977	0.0449140328	0.0181217858	-0.1282539661	0.1214073243	-0.0729225829	0.1253871151	-0.002010808	-0.022228832	0.1385650068	-0.1970674319	-0.10170169	0.0539189592	0.1831321184	0.0091556753	0.0333009262	0.0092576178	-0.2023951393	-0.0351669604	0.0374275236	-0.0859956282	0.0653478407	-0.1521206821	-0.0718879826	0.155578995	-0.0757831283	-0.035415337	-0.0164079011	-0.1039166159	0.1060497404	-0.0321134699	-0.0208351491	-0.047601906	0.0782553512	-0.0319016279	0.1531372473	0.0964579667	0.1538107079	0.0481224	0.0222861	0.00231576538176	0.00049667025321	-0.0144281	0.046929	0.002202331041	0.0002081700696099	-0.117207	-0.1776509	0.03155984227081	0.013737480849	0.00134227	0.001083625	1.8016887529e-06	1.174243140625e-06	0.000179851	-0.000147379	2.1720569641000013e-08	3.2346382201e-08	0.000150295	0.0002317482999999	2.2588587025e-08	5.370727455289e-08	-1.033950205	-0.3797110842	1.241697673	0.06872940525	1.244729855	-0.9736719246	0.235063228	1.18522804	0.6707054549	1.462292872	-0.2958296379	0.7289847973
70448.50130674771	-490.6198872228852	4962991336.366834	240707.8737385965	129119.94962686568	-321.1402348234842	16671961391.644333	103131.0504224826	67549.26316413662	-80.46579992884654	4562902954.017784	6474.74495818916	103872.95846524532	32201.133993027302	2.446333	116.881737	0.427367375	0.265645	-0.1640405228	0.177286342	-0.0161990777	0.0252796329	-5.83353e-05	-0.2131016329	0.0470510823	-0.1253831981	-0.0267743954	0.0439817515	-0.0264214996	0.242313469	0.0282807674	0.0281580517	-0.0239722214	-0.229685713	-0.0727384692	-0.035775023	-0.0750712011	-0.1181313326	0.0564638822	0.1328004658	0.0421433179	0.1822160898	0.0202403421	-0.0397232756	0.1005919869	0.0657099699	-0.1102603732	0.1831562201	0.0260323586	-0.0051516023	-0.0713203624	-0.0145444057	-0.3107015788	-0.0558464004	0.0285387153	0.070367207	0.0028006534	0.0515241613	0.0265347167	-0.1586423823	-0.1684495978	-0.0456380772	-0.0982738366	-0.1670889605	-0.1101419368	0.1732764353	-0.1748347022	0.1584196494	-0.0249022901	-0.0386901451	0.1512085936	0.0426616	-0.0054608	0.00182001211456	2.982033664000002e-05	-0.159375	-0.1449469	0.0210096038196099	0.0254003906249999	0.0814996999999999	0.1987066999999999	0.0394843526248899	0.0066422011000899	3.87581e-05	-0.0013035119	1.5021903156099996e-09	1.69914327344161e-06	6.85984e-05	-0.0001112526	1.237714100676e-08	4.7057404825599995e-09	0.0	-0.000150295	0.0	2.2588587025e-08	1.556621629	1.44209491	0.3865834671	1.778181991	0.264178783	0.3144369397	-1.626764716	0.4911270582	-1.499206209	-0.4108529216	0.0859018461	-1.251186113
