global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_10	aroma_motion_11	aroma_motion_13	aroma_motion_14	aroma_motion_15
58713.31943445839	n/a	n/a	3447253879.012749	101062.18686464608	n/a	n/a	10213565613.864643	57659.81583744517	n/a	n/a	3324654362.4080925	63304.07815303166	53844.42957520534	n/a	n/a	n/a	n/a	0.0524421933	-0.0040685318	0.2131080868	-0.1133813926	0.0105482694	-0.0017743791	0.1627944755	-0.0746883836	0.1766512552	0.0003548457	-0.1181515579	0.0653797728	-0.016304167	0.1983877937	-0.1589700804	0.107430831	-0.0357281493	0.134408609	-0.2168016263	0.0746906661	-0.0237957058	0.0969400659	-0.0518458659	0.0605991913	0.0961057856	-0.0863079447	-0.1169001428	0.2016326054	0.1050650377	0.1160626843	-0.1295508669	-0.2118425679	-0.0365505295	0.0224196336	-0.126627455	0.0789994791	-0.0694048514	-0.1380975234	0.2990515932	-0.0285929561	0.0417174972	-0.1132565928	0.0367468939	-0.015850791	0.0498595966	-0.1018223721	0.0167145768	-0.1132215365	-0.0661357684	-0.0289404527	0.1502631732	0.150734762	-0.1249810007	0.0945307055	-0.1096575885	0.1307724102	-0.1640345789	0.1617654465	0.2389896793	-0.2061552087	0.0384538648	-0.032573543	0.0477529519	-0.1147643425	0.1762495675	-0.0955827435	0.2025258724	-0.0232256197	-0.0659811196	0.0654480518	0.0757805648	-0.1316301023	-0.0563997084	0.0677023854	0.0611806475	0.0743499278	-3.02386e-05	n/a	9.1437292996e-10	n/a	0.0188947	n/a	0.00035700968809	n/a	0.0262105	n/a	n/a	0.00068699031025	0.000688368	n/a	n/a	4.73850503424e-07	-1.17533e-22	n/a	n/a	1.3814006088999998e-44	-0.00108405	n/a	1.1751644025e-06	n/a	1.327514809	-0.9376979657	0.7835092979	1.073624026	-0.6299993911	-0.5398680379	-0.8161252159	-0.9795804609	-0.6112228006
58626.67047930213	-86.64895515626267	7508.04142967202	3437086491.488676	100652.49364646085	-409.6932181852317	167848.53302697185	10130924477.25084	57551.41728572734	-108.39855171782985	11750.246014523029	3312165631.595916	63139.58209488945	53331.98645433116	1.129354	20.824947	0.0977134114	0.0564876	0.0313435759	-0.2542772605	0.064573306	0.033369204	-0.1469442118	0.0163220861	-0.0615132836	-0.0332434693	0.169902222	-0.2265389607	-0.0591262965	-0.0966816951	-0.114500846	0.1936673996	-0.1194750531	0.1041390313	-0.1308451362	-0.0107010136	0.0244960267	0.2315663488	-0.191771963	-0.1430889231	0.1310505365	-0.1696102516	-0.1194208811	0.0206798858	-0.1141287518	-0.0023240449	-0.0756612626	-0.0816829254	-0.2263609893	0.0150764093	0.114842436	0.1638683484	-0.1175913804	-0.038058884	-0.1442530478	-0.225184978	0.0447988192	-0.1063278985	0.0736376491	-0.0454345855	0.0059241641	0.0016693946	-0.1131638148	-0.0987440015	0.2798015005	-0.0597667701	-0.0939431913	-0.0981064243	0.0534000667	-0.0960621807	-0.13746652	0.1814296108	-0.0217527813	0.2632569009	-0.226368853	0.223909583	-0.0168363479	-0.0496405318	0.0100710969	0.0132341054	0.0263736855	-0.0974030484	-0.0181184249	0.1665969065	0.059810698	0.0060849596	0.132391007	0.0582204021	0.0049262664	-0.0047455451	0.1436308169	-0.0089759602	-0.0296534474	-0.053866721	-0.0241949	-0.0241646614	0.00058539318601	0.0005839308605766	-0.0268616	-0.0457563	0.00072154555456	0.00209363898969	0.0286652	0.0024546999999999	6.0255520899999865e-06	0.0008216936910399	0.000469349	-0.0002190189999999	4.7969322361e-08	2.20288483801e-07	0.000287736	0.000287736	8.279200569600002e-08	8.279200569600002e-08	-0.00108405	0.0	1.1751644025e-06	0.0	1.322596158	1.029272353	0.9004357224	-0.5408490987	-1.964310173	-0.3272562592	0.7429962315	-0.7297907801	-1.341818732
58549.486267103326	-77.1842121988011	5957.402612749557	3428042342.141721	100930.53109116152	278.03744470067613	77304.82065568154	10186972106.343924	57550.41065423976	-1.0066314875803073	1.0133069517881423	3312049766.471633	63175.371819542765	53670.37372308688	1.062853	19.598679	0.09187586	0.0526454	0.0509301897	-0.2274500351	-0.0868898554	0.0103603676	-0.1118737405	-0.1473660254	-0.0198320242	0.0871898104	0.0573091047	-0.0108277978	-0.2394815284	-0.0360184466	-0.0931264773	0.124829895	-0.1544633339	0.1832803271	0.020978132	0.074579069	0.0800163648	-0.1516924683	0.020773465	0.0354316592	-0.0542176291	-0.0083388553	-0.1213284305	0.0003904847	0.1501969939	0.0431565196	-0.0909613404	0.0916330721	-0.0531970241	0.0189840373	-0.0190597461	0.2283511089	-0.2144804536	-0.0608849008	-0.1615180771	-0.0921558785	0.060804798	0.119424062	0.0902650388	-0.0198755615	0.0414995467	0.0753446093	0.2388390955	-0.072231686	0.0125179549	-0.0561093814	0.2009777118	0.0331691125	-0.0241742645	-0.1774373454	-0.2429721372	-0.0539244457	0.1215591126	0.2186155257	-0.157941428	0.147147947	-0.0164372518	0.0128156621	-0.053141676	0.1230870824	-0.0051670715	-0.0590405327	0.0502912736	0.1763534795	0.0530359892	0.259685732	0.0711819923	0.1483358506	0.0735189981	-0.0232829129	0.2644713961	-0.1405947172	0.0024377215	0.1419690681	-0.00319804	0.02099686	1.02274598416e-05	0.0004408681298596	0.0193292	0.0461908	0.00037361797264	0.00213359000464	0.0413117	0.0126465	0.00015993396225	0.00170665655689	0.000314717	-0.0001546319999999	2.3911055423999996e-08	9.904679008900001e-08	0.000373938	8.620199999999996e-05	7.430784803999993e-09	1.39829627844e-07	-0.00108405	0.0	1.1751644025e-06	0.0	0.7821193718	1.188322484	-1.07399834	-1.02915507	-1.084717183	-1.575714638	0.5677951809	-0.8096775783	1.202761937
58527.57406613263	-21.912200970698905	480.144551380298	3425476926.0666404	100717.187720609	-213.343370552524	45515.393758711565	10143951902.348392	57491.63204038743	-58.77861385232973	3454.925446401288	3305287754.667302	63119.56786086598	54003.64832257344	0.984392	18.151878	0.08648991	0.0517349	0.0619484069	-0.2120097248	-0.1858454157	-0.0189874305	-0.1627885823	-0.0961861029	-0.1599931297	0.1891292565	0.0111475218	-0.1025050489	-0.1868777275	-0.1783778574	0.1092499988	0.0312327118	-0.1571393142	-0.0145797913	-0.0352949177	0.0781561382	-0.0771968324	0.2185367837	0.0758968234	0.1661674131	-0.1593331237	-0.0459888217	0.0377757891	0.048499136	-0.2170587803	0.0185067386	0.121634428	-0.040480391	-0.1045875656	0.1310408558	-0.0067161086	0.3058924402	-0.0304931534	-0.2088258097	-0.1109409749	0.0051127513	0.1452477655	-0.017952493	0.0963716156	-0.0299200142	0.0787552908	-0.1841578394	-0.0824154337	0.0173963147	-0.0402377713	0.0216509535	-0.0179837969	0.0285227291	0.0289911387	0.1335829853	-0.2270448495	-0.0848296298	-0.0402856462	0.272917886	-0.0888461474	0.1707597822	-0.0399131841	0.029057373	-0.0061046558	-0.0766197653	0.0222397561	-0.082070928	0.1216958782	-0.0144953336	-0.0733429972	0.1320286874	0.0218702946	-0.1751675279	-0.0040459778	0.0745437642	0.0843914925	-0.0646187326	0.0004763115	-0.0211324055	0.00650042	0.0096984599999999	4.22554601764e-05	9.406012637159998e-05	-0.0266766	-0.0460058	0.00071164098756	0.00211653363364	0.0214026	-0.0199091	0.00039637226281	0.00045807128676	0.000337053	2.2336000000000025e-05	4.98896896000001e-10	1.1360472480900001e-07	0.000569133	0.000195195	3.8101088025e-08	3.23912371689e-07	-0.00108405	0.0	1.1751644025e-06	0.0	-1.01281848	1.670943217	-0.9774921515	0.08894761912	-0.235112205	-0.2394349388	0.04436791785	-1.004293953	1.483350086
58713.32219013389	185.74812400126396	34502.36556998892	3447254202.602469	100823.21539380176	106.0276731927588	11241.867482670466	10165320762.344944	57472.95575657895	-18.676283808476	348.80357689474283	3303140643.3976817	63096.29941072901	54394.15607779814	1.033306	19.053835	0.08145024	0.0369269	0.0984938036	-0.0981234552	-0.2556432873	0.0224819885	-0.0927622831	-0.0468099985	-0.21888018	0.1452675156	-0.2238832015	-0.2097265355	-0.030000513	-0.2227282993	0.1796002221	0.0552007212	-0.108662467	0.0971191875	-0.1865634558	-0.0439613561	-0.1816634947	-0.0542412219	0.2146596012	-0.1782272088	-0.0096221704	-0.0079611954	-0.1953091716	-0.0360377177	0.1655381681	-0.1338845939	0.0463950554	0.0178082995	0.0619958885	-0.0476358064	0.0122662116	0.2051013895	0.1844292918	-0.1876787738	-0.0869088095	0.0142585643	0.0483552231	-0.1801060598	0.0169245085	-0.2255258042	0.0038266492	-0.0409718117	0.0060941236	-0.0353485982	0.0259704026	0.2411910559	0.0688545781	0.0789808876	-0.0183329764	-0.1257560052	-0.1376354043	0.1213058637	-0.1321333488	0.2820029474	0.0249690883	0.1168435995	-0.2415974084	0.1458464273	-0.0760852795	-0.2432741696	-0.0428572964	-0.0923081333	-0.2084749487	-0.2325504228	-0.0165291797	-0.0886295695	0.0897911487	-0.0793795562	-0.0549137025	0.1572426062	-0.0760253637	0.1617946596	0.0122548197	-0.0101546143	-0.00235982	-0.00886024	5.568750432399999e-06	7.85038528576e-05	-0.0522195	-0.0255429	0.00272687618025	0.00065243974041	0.0345357	0.0131331	0.00017247831561	0.00119271457449	0.000173933	-0.00016312	2.6608134400000012e-08	3.0252688489e-08	0.000359492	-0.000209641	4.3949348881e-08	1.29234498064e-07	-0.0007785309999999	0.0003055190000001	6.061105179608443e-07	9.334185936106113e-08	-1.489985495	1.139166257	0.8638087694	-0.3386869149	0.301621674	0.6711454639	-0.4653558466	-1.231914491	1.775352049
58822.87669260539	109.55450247149564	12002.189011776947	3460130822.393458	100685.68045521932	-137.53493858243746	18915.85933087485	10137606248.730534	57629.83249269006	156.8767361111095	24610.310332874684	3321197593.135515	63251.15688790972	54634.401489759126	1.123309	20.713463	0.13346714	0.059962	0.1183438526	0.0189576341	-0.1794688059	0.0419414459	0.0521928128	-0.089083636	-0.2182806008	0.0017373331	-0.3083590504	-0.0133795383	-0.1876313543	0.0694939735	0.1520154777	0.144245454	-0.0385839799	-0.2497960629	-0.2949785493	-0.3240016424	0.0370706528	-0.1574386134	-0.0400155135	0.0090660394	-0.1531460165	-0.0068385574	0.0691467711	-0.0053112193	0.0949852611	-0.0403049129	-0.077770886	0.0022352046	0.064950283	-0.0921947798	-0.1600783975	0.1026690154	0.104377485	0.0067133465	-0.3090548117	0.1358509664	0.0354943642	-0.15448373	0.069926857	0.1184641924	0.1041707604	0.3439394707	-0.245343069	0.1682577919	-0.057559553	0.1234127987	0.0480693793	-0.0881529834	-0.0511452401	0.0284394168	-0.2689835192	0.0370866488	0.126553841	0.0788197067	0.1344699654	0.1484121902	-0.1042926669	-0.0234013787	-0.2161341101	-0.1371078081	0.0136418405	-0.0112855998	-0.0252268148	-0.2992720258	0.0693211933	-0.0960345626	-0.0260856825	0.1739788201	-0.1252267618	-0.02811224	-0.0327628215	-0.0182705896	0.0510060898	0.0391947807	0.00715692	0.00951674	5.12215038864e-05	9.05683402276e-05	-0.0144937	0.0377258	0.00021006733969	0.00142323598564	0.0590628	0.0245270999999999	0.0006015786344099	0.00348841434384	-0.00040881	-0.000582743	3.395894040490001e-07	1.6712561610000004e-07	0.00070518	0.000345688	1.1950019334400005e-07	4.972788324e-07	-0.00108405	-0.0003055190000001	1.1751644025e-06	9.334185936106113e-08	-1.004477471	0.1760073594	-0.5724018922	-2.099928699	1.742279314	-1.290468687	-1.579918183	-1.232187592	0.4755834951
58939.26643625963	116.38974365424656	13546.572427901228	3473837128.044401	101357.7034838573	672.023028637981	451614.9510197647	10273384055.521538	57641.66328125	11.830788559942448	139.9675579500651	3322561345.829005	63291.63155865133	55687.55934446989	1.035273	19.090122	0.13553513	0.0769277	0.1028879494	0.0974873226	-0.074963693	0.0968345141	0.1805485135	-0.0413713786	-0.1054765496	-0.0591816087	-0.2715404338	0.0909496256	-0.1609310487	0.0786143213	0.1558647698	0.037673616	0.0704903443	-0.1548975517	0.0519992835	-0.1103090043	0.0279201247	0.0800964275	-0.0052930146	-0.0024767084	-0.210428242	0.1434177413	0.0121639114	0.1640070762	-0.1219170105	-0.2208743055	0.1153376732	0.0738858598	0.0076708961	-0.15306875	-0.1867988327	0.0547195027	0.1005586727	0.0867768601	-0.0995097288	0.1005635863	0.057772332	0.0864787229	0.0521196096	0.1290249191	-0.0920245937	0.0498769105	-0.2083014871	-0.0082805703	-0.2986780197	0.0152149876	-0.0983963712	0.1110618939	-0.2275669184	0.0125466831	-0.1645400614	-0.0772553337	-0.0972903489	-0.0769134876	0.0095742683	0.093076536	-0.0854246962	-0.2338256299	-0.1473628121	-0.0619951832	0.0674935119	-0.00709746	0.1088113251	0.0874984443	-0.0019604248	-0.1087311381	0.0247414027	-0.0471097548	-0.2096678106	-0.009442199	-0.1175586054	0.2294158712	-0.0521068668	-0.2109019172	0.00315216	-0.00400476	9.936112665600002e-06	1.6038102657599995e-05	-0.00235357	0.0121401299999999	5.539291744900001e-06	0.0001473827564168	0.00390731	-0.05515549	0.0030421280771401	1.5267071436099997e-05	0.000344212	0.000753022	5.67042132484e-07	1.18481900944e-07	0.00034924	-0.00035594	1.266932836e-07	1.219685776e-07	-0.000908317	0.000175733	8.25039772489e-07	3.0882087289000034e-08	-0.6141269028	-0.3563375915	-0.695746086	-0.1353323239	1.75367511	-0.6169378578	0.5828473721	-1.523504672	0.8394750455
58928.54093594286	-10.725500316773832	115.03635704511558	3472572936.839093	101142.14029555724	-215.56318830006057	46467.488150087374	10229732543.566183	57656.55044773392	14.8871664839171	221.6277259198646	3324277809.5320864	63265.94611708447	54585.964762536896	0.923996	17.038198	0.07970747	0.0378578	0.1157590608	0.0960023244	-0.021042793	0.0637294262	0.2162155822	-0.0257038097	-0.0903966736	-0.0973008182	-0.0425219639	0.0314303419	-0.1435313644	0.0274869117	-0.0458345619	0.0686888593	-0.1194253777	0.0333499375	0.1330016181	0.0855388306	-0.0881023806	0.031943118	-0.1344547031	0.0049583247	0.0300698214	0.0416022572	-0.0765019172	-0.0138223326	0.1527507788	-0.3425044792	0.0179618767	-0.1931389377	0.0088636657	0.1096927044	-0.1087604709	0.0661962834	-0.0148588285	0.1769413882	-0.0337194913	-0.1310424118	0.0042596123	0.1230878884	-0.0159590474	-0.2239812413	0.1717067135	-0.0919798449	-0.0897969718	-0.0334513869	-0.1330429561	0.1687155488	-0.0264429558	0.1886925074	-0.0825619319	-0.0150315274	-0.1064142358	0.1116169439	-0.1792219218	-0.0367527655	0.0534725151	0.0072110304	-0.0658130413	-0.1307772155	-0.0065974958	0.1644508572	0.0788584539	-0.2185586091	-0.0734256672	-0.0242948223	0.0173656275	-0.2588295013	-0.1246409919	0.0578338133	0.0385986029	0.022436723	-0.0458137833	-0.0079603219	0.0546624012	0.0221273211	-0.0088289	-0.01198106	7.794947521000001e-05	0.0001435457987236	0.0236451	0.0259986699999999	0.00055909075401	0.0006759308417688	0.024679	0.02077169	0.000431463105456	0.000609053041	0.000281347	-6.2865e-05	3.952008225e-09	7.915613440899999e-08	0.00041404	6.48e-05	4.19904e-09	1.714291216e-07	-0.000616861	0.0002914559999999	3.80517493321e-07	8.494659993599998e-08	-1.030338573	-0.4905098979	1.148619388	-0.2872418657	1.029464729	-0.5597814417	0.2588169251	-1.46733441	0.4102457989
58862.61750169184	-65.92343425101717	4345.899183448184	3464807739.150479	101428.35083890248	286.210543345238	81916.47512197634	10287710353.899488	57644.04482364766	-12.505624086261378	156.39063378688073	3322835903.6307006	63277.64065606211	54542.72147515079	0.981632	18.100996	0.095092353	0.0400298	0.1257126547	0.1042143849	-0.0015343313	0.0695013192	0.2811605153	-0.1180462273	-0.0383759047	-0.1060874225	0.0313829566	0.0780119333	-0.2008231027	0.073987585	-0.0523880723	0.1375256771	-0.0822012071	0.0058005928	-0.0357973472	0.1005952997	0.0266506915	-0.0856968004	-0.1510344106	0.0761423973	-0.0424688347	0.0197075029	-0.0853236163	0.1566086883	0.2221053009	0.1407707513	-0.0502060859	0.0019729121	-0.0152274255	0.3216806316	-0.1706958013	0.0473997246	-0.016163389	0.236201137	-0.1342618032	-0.1122927183	-0.0925712381	0.1252548258	0.0523559262	-0.031622287	0.1306426926	0.0704078547	0.0190848589	-0.0470782647	-0.1917268915	-0.2143851527	0.0961172031	-0.0883771099	0.0345238501	-0.0997994827	-0.2286638447	0.0290621168	0.0939007245	-0.1020838527	0.0165746901	-0.0395812233	-0.0140593466	-0.1614949616	-0.0457162587	0.117551793	0.1303417553	-0.0763939214	-0.1823180612	0.0230152878	-0.1376703956	-0.1854253749	-0.0559770437	0.0088740487	0.118941629	0.0547332309	-0.2694527661	-0.1179811253	-0.0970907086	0.0062425619	-0.000177497	0.008651403	3.1505185009e-08	7.4846773868409e-05	0.0359981	0.012353	0.00129586320361	0.000152596609	0.0462481	0.0215691	0.00046522607481	0.00213888675361	0.000785065	0.000503718	2.53731823524e-07	6.16327054225e-07	0.000674476	0.000260436	6.782691009600002e-08	4.549178745760001e-07	-0.000903084	-0.0002862229999999	8.15560711056e-07	8.192360572899997e-08	-0.2202484363	-0.6014934265	-0.852050907	-1.603001658	1.178847334	-1.273627132	0.3710929492	-0.9062658171	0.1428121647
58915.84259684428	53.22509515244019	2832.910753986312	3471076508.896131	101365.5217608716	-62.82907803087437	3947.493046209701	10274969001.853737	57544.35397934941	-99.6908442982458	9938.264436897083	3311352674.9006667	63208.47013567325	57658.19613891852	0.946434	17.451948	0.1046003369999999	0.0508255	0.0749461081	0.0973874272	-0.0721832589	0.2533838516	0.2377682061	-0.0798463453	-0.0172621258	-0.0523337959	0.0515106273	0.0520510045	-0.2043529353	-0.0336048433	0.2214677201	0.0796439406	0.0169716231	0.1575391561	0.2432420792	-0.0058571793	0.0794178123	-0.1798293329	0.0086413459	-0.0753846947	-0.1536164763	-0.133861017	-0.0591648612	-0.1213421527	0.097807889	-0.0287747122	0.0133573444	0.0355721008	0.1744642056	-0.1339724695	-0.234318088	0.0980466634	0.1068786273	0.043206575	-0.0258476386	-0.1636247456	0.1141154447	0.210910363	0.035848565	0.002545223	-0.0619625486	0.068129464	0.1547275743	-0.0576095159	-0.12438187	0.2254870779	0.0679316413	-0.0173276859	0.0427184737	-0.0794052764	-0.16853988	-0.1339462498	-0.1793642213	-0.0935624316	0.0424230357	0.0605460236	-0.0649622891	-0.1635261212	-0.0860569048	0.2284324167	0.089915007	0.1629409023	0.1569485883	0.0399336817	0.0001901081	0.0151290195	-0.1283453385	0.0817260471	-0.0646543194	-0.0796913367	-0.2067460169	-0.1588443639	0.1181472563	0.0626019252	0.00231177	0.002489267	5.3442805329e-06	6.196450197289e-06	0.0245497	-0.0114483999999999	0.00060268777009	0.0001310658625599	0.00596538	-0.04028272	0.0016226975305984	3.55857585444e-05	0.000281347	-0.000503718	2.53731823524e-07	7.915613440899999e-08	0.000518356	-0.00015612	2.4373454400000012e-08	2.68692942736e-07	-0.000555323	0.0003477609999999	3.0838363432900005e-07	1.2093771312099994e-07	0.09347585054	-0.1914186234	-0.7637070735	0.3460844023	1.400241769	-0.07631174678	1.208491616	-1.084057485	0.4972872944
