global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_13
60198.74197224769	n/a	n/a	3623888535.041256	104493.26104567308	n/a	n/a	10918841603.95918	59130.16781060223	n/a	n/a	3496376745.30998	65067.50038472934	55636.91978943433	n/a	n/a	n/a	n/a	-0.0178045196	0.1268310751	-0.1425936389	-0.0799811717	0.0337717075	-0.0403343083	0.1150638189	-0.1157824866	-0.0190876789	-0.1933005693	0.033350126	0.0969022809	-0.0414150047	0.0730204822	-0.1901088248	0.1293169457	-0.0685650281	0.1407791992	-0.0058098239	0.1234329102	0.0066712185	-0.1762144486	0.0234728262	0.0532950482	-0.0353180602	-0.0456969837	0.1666045231	0.1551466113	-0.1520115684	-0.0194082352	-0.0656367262	-0.1132516004	-0.0692022125	0.0088967052	-0.1342271827	0.0471718596	-0.1355480047	0.0273469033	-0.2281777586	0.1696972568	-0.0319354906	0.0343168776	-0.167796156	0.1802915605	-0.1328571147	0.0884103643	0.0097447286	-0.1327001125	-0.0524066847	0.0189572812	0.0738782184	0.0385520319	-0.14261612	0.2061613002	-0.0390832122	0.0815287724	-0.1874159558	0.0260327129	-0.1382864868	0.256517471	-0.1157213957	0.0102404747	-0.1787687884	0.0420242395	-0.1412327737	0.2402827863	-0.0937882384	0.1136300331	-0.0482989373	0.0622035773	0.1282852041	-0.0981039133	-0.0591212587	-0.0740308258	0.0362175347	0.1339152086	-0.1853540546	-0.016901	n/a	0.000285643801	n/a	0.0135409	n/a	0.00018335597281	n/a	0.0303888	n/a	n/a	0.00092347916544	-0.000327348	n/a	n/a	1.07156713104e-07	0.000346891	n/a	n/a	1.20333365881e-07	-0.00108983	n/a	1.1877294289e-06	n/a	1.039289098	-0.7310110908	0.9816710461	0.1606736136	0.344980514	-0.6971474623	1.190206579	0.3707689882
60175.2389906046	-23.502981643090607	552.3901461154541	3621059387.57638	104734.69788461538	241.43683894230344	58291.74719845177	10969356940.981655	59137.14805794534	6.9802473431118415	48.72385297101992	3497202280.4273486	65106.38577166578	55778.83888617899	1.147064	19.160946	0.0556793058999999	0.0257473	-0.0560974252	0.1408604857	0.0008392074	-0.0729625113	-0.0019691345	0.005166434	-0.0459317906	-0.0374443261	0.1791163108	0.1040298546	0.0193317576	0.2774313444	-0.1420008836	-0.0505183778	-0.0850032263	-0.0220287856	-0.1746906306	0.0009659461	-0.1399555247	-0.0385458267	-0.0187751989	0.0995733648	-0.0467501541	-0.2289722498	-0.015839079	-0.233311197	0.0742138512	-0.0504508077	0.2863292352	-0.0355343664	0.0182970292	0.1115254462	-0.1003523236	-0.0094610823	0.0852669062	-0.2168612474	0.0243912608	-0.2297412863	-0.1231684863	0.0443920222	-0.015422448	0.0309860837	-0.1085238502	0.0300895861	0.1942893418	0.0118952526	0.0758373819	0.0309502657	-0.1424537322	0.1221234322	0.1575642206	0.1220775107	-0.0396974725	0.2396836018	0.0892540646	-0.1885294114	-0.1274933654	-0.119579219	-0.0461245944	0.1625545616	-0.2162317241	0.0193098716	-0.1673555802	-0.0289317133	-0.0487994566	0.0755603849	0.0730494862	0.3030664085	-0.1139032151	-0.030690229	0.0922955725	-0.0780393971	-0.015159818	-0.0447998505	0.2665690074	-0.2896034219	0.0267353425	-0.012418	0.0044829999999999	0.000154206724	2.009728899999999e-05	-1.72059e-05	-0.0135581058999999	2.9604299481e-10	0.0001838222355956	0.0473838	0.0169949999999999	0.0002888300249999	0.00224522450244	0.0	0.000327348	1.07156713104e-07	0.0	0.000432407	8.5516e-05	7.312986256e-09	1.86975813649e-07	-0.00108983	0.0	1.1877294289e-06	0.0	1.053694862	0.05054555234	-1.787874835	-0.702761822	-0.1957643824	-0.6609384038	0.5370322839	0.9765009534
60399.05552257028	223.8165319656764	50093.83998114265	3648045908.018527	104610.07634014422	-124.62154447115608	15530.529346376334	10943268071.890802	59147.893186993926	10.745129048584204	115.45779827072808	3498473268.4600425	65137.33693220298	62611.448643507705	1.208705	20.190617	0.0975898441	0.0540672	-0.1592712875	-0.060100385	0.1712683121	-0.1178221084	-0.1000555388	-0.0511835793	-0.0963286582	-0.0403471778	0.0353881516	-0.2362931961	-0.1936199505	0.2173935473	0.1246058037	-0.0937499927	-0.2949022978	-0.1010036697	-0.1644078256	-0.0261313767	-0.0393328893	-0.0276495042	0.0928521581	-0.1050409202	-0.1197351054	-0.1302902205	-0.0595310104	0.1143624584	-0.2009771564	0.2067548824	0.0130346829	0.1821827531	0.0469253192	0.1993636037	0.0679951423	0.2364664771	-0.1872046639	-0.1429591743	-0.1329992792	-0.0231815338	-0.0308818814	0.2295199717	-0.0528109751	0.1833608889	-0.1947225118	-0.0144993501	0.1188014231	-0.2004698242	-0.0137720508	0.0057309518	-0.060183428	0.090834991	-0.1377185659	-0.1794738979	-0.1697620127	0.23083713	-0.2495775867	0.0305062729	0.0086530257	-0.083174279	0.0277812549	0.2210771641	-0.2494529499	0.0739780945	-0.1109271258	0.1425112463	0.1598271214	-0.1282840897	-0.1312772206	0.1347726366	0.0088462272	0.0304735527	-0.018629708	0.2357565907	-0.1939577383	-0.1097816173	-0.055581264	-0.0096571635	-0.0246011127	-0.0169162	-0.0044981999999999	0.00028615782244	2.0233803239999997e-05	-0.0301986	-0.0301813940999999	0.00091195544196	0.0009109165498195	0.0128777	-0.0345061	0.00119067093721	0.00016583515729	0.0	0.0	0.0	0.0	0.00100049	0.0005680829999999	3.227182948889999e-07	1.0009802400999998e-06	-0.00108983	0.0	1.1877294289e-06	0.0	0.8190064178	1.226242246	0.9797145991	-1.862225604	-0.6015240644	0.8062308208	1.531380191	0.2880563697
60497.45944930428	98.40392673400493	9683.33279667141	3659942599.820216	104638.97966947115	28.90332932693127	835.4024461810453	10949316066.267998	59164.58754608878	16.69435909485037	278.7016255878133	3500448419.498803	65170.160946116725	59421.85066090392	1.220379	20.385614	0.14875967	0.0732633	0.0032790134	-0.0840028336	0.1618355347	0.048852268	-0.0353985806	0.0223329616	-0.2064322587	0.0759732303	0.170858631	-0.1420229822	-0.0869609821	0.0748526881	0.1186538665	-0.0090068681	-0.2413830849	-0.0673843075	-0.1880077716	0.0190386885	0.1666082471	-0.0238881762	-0.0548379073	-0.0487556066	0.0420619826	-0.0565083553	0.1109797398	-0.0830834598	-0.0866495753	0.0747979751	0.2276991814	-0.082629446	0.1160395815	-0.1167707443	0.1154917091	0.027811162	-0.1780573054	-0.0113531078	-0.1350419698	-0.0711156259	-0.0171717239	0.1152149461	0.1190294675	0.2787240626	-0.1770782223	-0.0474972133	0.080953307	-0.0930164766	-0.0766226102	-0.0281840452	0.0808720245	-0.0289438947	0.0687905046	0.1213318636	0.1425641578	0.2129828162	0.0419507235	0.2089072589	0.1018705996	-0.0914478232	-0.0203674572	0.1901979945	-0.2195573934	0.1253940332	-0.1612210737	0.0004769877	-0.119151968	0.0180968764	-0.072199161	-0.1866850984	0.1818696157	0.1775606789	0.2208362076	-0.0417460369	0.1462058027	0.1804840633	-0.2733763747	-0.027631664	0.0314089887	-0.00506233	0.0118538699999999	2.56271850289e-05	0.0001405142339768	0.0145533	0.0447519	0.00021179854089	0.0020027325536099	0.0401368	0.0272591	0.00074305853281	0.00161096271424	-0.0008579329999999	-0.0008579329999999	7.360490324888284e-07	7.360490324888284e-07	0.000560527	-0.0004399629999999	1.9356744136899996e-07	3.14190517729e-07	-0.00108983	0.0	1.1877294289e-06	0.0	0.08374731015	0.7664033367	0.3871153444	-0.480863056	1.492335651	0.6842656634	1.252486255	-2.387867241
60490.11556468759	-7.343884616690047	53.93264126325673	3659054081.02926	104860.2949639423	221.31529447114733	48980.459566850666	10995681459.924984	59194.4492774906	29.861731401826543	891.7230023148336	3503982825.265408	65243.265719481664	56634.534846388815	1.20174	20.074261	0.05091333	0.0283292	0.0883726706	-0.0608732932	0.1539754669	0.1419316991	-0.130585194	-0.1903994309	-0.0967324686	0.1030200722	0.0427899574	-0.0416334117	-0.2157981634	0.1100907554	0.0158603087	-0.1137237438	0.0869163496	0.0965750069	0.3222614123	0.1263816252	0.0305236756	0.1847896224	-0.1320661182	0.1025005957	-0.0036310089	0.0144339006	0.0605605737	-0.2213763498	-0.1460015488	-0.0491610611	0.0387488532	-0.1867620206	-0.0667356989	-0.0860493976	0.232096438	0.0421824492	-0.0610376	-0.1895535042	-0.0292332586	-0.0588495315	0.0887047844	-0.0277566448	0.1014909115	-0.1416342874	0.1687405558	0.2864795914	-0.2077327272	-0.1582646384	0.1165194463	-0.0739451745	-0.0737392912	-0.0891922738	-0.0079423646	0.1013657584	0.2190361722	0.2272958495	-0.0792867684	-0.1355672003	0.2006699728	-0.0313369749	-0.1174256352	0.0894972555	-0.0558398937	0.050294396	0.0993495747	-0.1025642611	-0.0897421227	-0.053610851	0.0103542557	-0.2285103567	0.1627352228	-0.0400867648	0.0148433041	-0.007147529	0.0923246161	-0.0802315018	0.1500889979	0.0210244553	0.1284907339	-0.0169049	-0.01184257	0.00028577564401	0.0001402464642049	0.00543089	-0.00912241	2.94945661921e-05	8.321836420810001e-05	0.0401597	2.289999999999931e-05	5.244099999999683e-10	0.00161280150409	-0.000401566	0.0004563669999999	2.0827083868890872e-07	1.6125525235600004e-07	0.000702669	0.0001421419999999	2.0204348163999983e-08	4.937437235609999e-07	-0.00108983	0.0	1.1877294289e-06	0.0	-0.4806844767	0.4966894252	-0.8817339382	0.4361069628	-1.034833997	1.383367574	1.966489047	-0.3886934212
60609.58551458503	119.46994989743688	14273.06892849608	3673521856.2497954	104900.37748197115	40.082518028852064	1606.6082515332507	11004089195.86004	59191.66814723106	-2.7811302595437155	7.734685520549695	3503653578.051928	65241.01945793223	62780.502555854975	1.03365	17.266441	0.07568706	0.0421529	-0.029929146	-0.1938868161	0.1193973122	0.1550574636	-0.0427076424	0.1006329199	-0.1771657429	0.140024649	-0.0058624927	-0.087576496	-0.1923545174	0.1264656146	0.0306478527	0.0957602667	-0.0406893165	0.1983416188	0.1785086269	-0.1055684823	-0.0939678963	0.1335003687	0.069737129	-0.0757000371	0.2391426903	-0.1854780326	-0.0974893544	0.0471311091	0.1554239906	0.0734740011	0.1158122122	-0.0143561627	-0.3083163576	0.081145534	0.1899759499	0.0309789735	-0.0680351167	-0.127273144	-0.1752595361	0.163392627	-0.0429169733	-0.1603109031	0.1927047446	-0.0553111717	-0.2103728531	0.2831612416	0.0319557842	0.1405017226	0.0185348517	-0.0169578043	-0.1213161491	-0.031354673	-0.122838943	-0.2032610182	-0.0726339923	0.1827629248	-0.0616374573	0.0762572608	0.1726208777	-0.0231058047	-0.14700517	0.0728819442	0.0721412337	0.1135911109	-0.0474417779	0.0425044522	-0.1234747249	-0.1196468178	0.0105404364	-0.2499448845	0.2284896115	-0.0775632318	-0.116933253	0.1854923506	0.0075416216	0.1552834199	0.1273567658	-0.151070735	-0.0765252859	-0.01686	4.4900000000000495e-05	0.0002842596	2.0160100000000446e-09	0.0347095	0.0292786099999999	0.0012047493902499	0.000857237003532	0.0178687	-0.022291	0.0004968886809999	0.00031929043969	-0.000401566	0.0	0.0	1.6125525235600004e-07	0.00062819	-7.447899999999991e-05	5.547121440999986e-09	3.946226761000001e-07	-0.000682858	0.000406972	4.6629504816400005e-07	1.6562620878400005e-07	-0.689116312	0.3127388109	0.5608029432	0.5800551421	0.1905970783	1.053372052	1.57128049	-0.6576224778
60422.42595639116	-187.15955819386727	35028.70022332359	3650869558.4555726	105238.66545673076	338.28797475960164	114438.75386695287	11075176707.113695	59251.37314515255	59.70499792149349	3564.6867768055417	3510725219.5861053	65288.52806181066	56363.81042492963	1.051254	17.560505	0.08466491	0.0438011	0.1294673692	-0.087526098	0.1105221376	0.2930517566	-0.1499376606	-0.2892495543	0.1208201662	-0.1249814594	0.1252491433	0.3703356966	-0.2831594713	0.0228988814	0.0727668052	-0.0036361131	0.1052157291	0.0467887775	-0.1609753561	-0.1403631038	0.2375242125	0.0359868313	0.0401039358	-0.0319935451	-0.1231326447	-0.0459930205	-0.258802276	-0.0101838578	-0.009907936	-0.1116016117	0.0917867075	0.1732544177	0.1585488288	-0.1889920164	0.3075337129	-0.1172839662	0.3126860348	-0.1053236927	0.1412744029	-0.1688742482	-0.059047522	0.0528921486	0.2459563576	0.0693234445	-0.0123455383	-0.2602937299	-0.1323649253	-0.0183483659	-0.1111495845	-0.0518779594	-0.0807744296	-0.016915115	-0.0841528803	-0.0334871671	0.0345966155	0.2099900047	0.0700895331	-0.1105430128	0.1931685422	-0.0260294513	-0.1042158811	0.0760491621	0.2199999867	0.0336807756	0.0615388858	-0.0484763601	0.074768851	-0.0330554065	0.1137434006	0.2625736719	0.0648874652	-0.1680476535	-0.1299574902	-0.1912637998	0.1149505814	0.0392310118	-0.0676162672	-0.2391932003	0.0274594207	-0.0168429	1.709999999999906e-05	0.00028368328041	2.9240999999996787e-10	0.00578214	-0.02892736	3.34331429796e-05	0.0008367921565696	0.0505711	0.0327024	0.00106944696576	0.00255743615521	-0.00012031	0.000281256	7.910493753600003e-08	1.44744961e-08	0.000513893	-0.000114297	1.3063804209000015e-08	2.64086015449e-07	-0.000747666	-6.480800000000007e-05	5.59004447556e-07	4.2000768640000104e-09	-0.9760821507	0.1495351296	-1.310436387	0.5494845951	-0.1980176076	1.512797329	1.414965179	-0.5073010174
60358.43764631892	-63.98831007224362	4094.5038259015946	3643140995.104569	104897.23197115384	-341.43348557691206	116576.82507319942	11003429275.21006	59209.44029921559	-41.93284593696444	1758.3635683731952	3505757820.546375	65302.40199756918	56996.96660795964	1.095298	18.296225	0.06587201	0.0322681	0.1169619738	-0.1023404608	0.0936733346	0.2000861373	-0.0782533762	0.0790450772	-0.0760653613	-0.104113382	-0.0213343523	0.2047993691	-0.225371367	0.0212438069	0.022500286	0.0336550203	-0.1704230876	0.2217730737	-0.0874782084	0.1170969555	-0.2485422628	-0.0692306107	0.0620892284	0.1001719976	0.0657985388	0.0090457144	-0.1892972117	0.061424867	0.1267570883	-0.1928614963	-0.0712631867	-0.0874282257	0.1503684013	-0.3110929889	0.2598269215	-0.0424354294	0.1911109038	0.0114989147	-0.1164713241	0.0500251976	-0.1449362728	0.0295251663	-0.0328363412	-0.0593873098	-0.1472919161	0.1303502785	0.2133904203	-0.0546195135	0.0183545417	-0.0293800636	-0.1285753601	0.0408943222	-0.0860589701	0.0858143399	0.0308387072	0.1952872605	-0.1001935456	0.056743507	0.1331642152	0.0595469845	-0.0757655109	0.0606357368	0.2500588764	-0.1160086598	0.0886416058	0.075899567	-0.0473687269	-0.0237112253	-0.0048523142	0.0457295699	0.043312254	-0.0445653258	-0.099322253	-0.0028191658	-0.1312400773	-0.160727415	-0.0227513007	0.2452415149	-0.115122223	-0.0168576	-1.4699999999999436e-05	0.00028417867776	2.1608999999998338e-10	0.030145	0.02436286	0.000908721025	0.0005935489473796	0.0318517	-0.0187194	0.00035041593636	0.0010145307928899	-0.000401566	-0.000281256	7.910493753600003e-08	1.6125525235600004e-07	0.000559812	4.591900000000006e-05	2.108554561000005e-09	3.13389475344e-07	-0.00061934	0.000128326	3.8358203560000004e-07	1.6467562276e-08	-1.110306577	0.1436136944	0.8868142155	-0.6320698932	-0.6083603149	1.122241723	1.648703191	0.1439334795
60335.50907432447	-22.92857199444552	525.7194137044714	3640373655.25789	104720.47380408652	-176.7581670673244	31243.44962500016	10966377633.75237	59140.77822034052	-68.66207887506607	4714.481075445795	3497631648.507504	65196.12796672432	55775.0321825822	1.029126	17.190866	0.0572835	0.0300441	0.1601407419	-0.1023412226	0.0173765281	0.2280937007	0.0364705141	0.045677569	0.0638241813	-0.1332649706	-0.0596182288	0.1107219486	-0.0436772805	0.0138134905	0.0950785353	0.0225959418	-0.2494744988	0.1948796658	-0.0588400613	-0.0680874325	0.198348243	0.2243487191	0.094873711	0.2703812169	-0.0268027774	0.1739811257	0.1288905692	0.1105201944	-0.202034982	-0.0622292044	-0.0590316511	-0.16194922	-0.0574721166	0.0137952338	0.1807363023	-0.1138896426	0.0742032449	0.1718352277	-0.1043069805	-0.1563613391	-0.0864015933	0.1373423488	0.1844494935	-0.1669115608	0.0096091867	0.080339751	0.0744310086	-0.1745305278	-0.0453885878	0.0696156921	0.1868591105	0.1020329041	-0.1353630916	0.1458501788	0.0538563724	0.1633416324	0.0769360418	0.1824897837	0.0731451717	0.0383475218	-0.0187012533	0.1050905987	0.2565464476	-0.1829052767	0.0162160566	-0.1067290067	-0.1269483851	-0.0137427405	0.1391920555	0.168406438	-0.0403526628	0.0549444318	-0.0497305695	0.0268854962	0.0084892891	-0.0335943826	0.1311021059	0.0653601007	0.2172148165	-0.0168209	3.670000000000062e-05	0.00028294267681	1.3468900000000454e-09	0.0414024	0.0112573999999999	0.00171415872576	0.0001267290547599	0.0459447	0.014093	0.000198612649	0.0021109154580899	-0.000540673	-0.0001391069999999	1.935075744899999e-08	2.92327292929e-07	0.000110563	-0.000449249	2.0182466400100002e-07	1.2224176969e-08	-0.000569768	4.9572000000000006e-05	3.24635573824e-07	2.4573831840000007e-09	-1.463029367	-0.3618435502	0.6329495664	-0.2378627179	1.262429271	-0.06239342934	1.448320995	-0.1466757224
60258.12775787468	-77.38131644979148	5987.86813550277	3631041960.884347	104807.82611778846	87.35231370193651	7630.426709081525	10984680415.53658	59164.660366360615	23.88214602009248	570.356898525019	3500457036.2668023	65174.05096189895	55570.41754593942	1.074282	17.945166	0.0480749	0.0270082	0.1678770962	-0.0935989758	-0.0037295523	0.2382066426	0.0098954519	0.0232898097	0.0899341331	-0.1800764829	0.0331320029	0.0654607188	-0.0527947103	0.1280865526	-0.2538397592	-0.1939974287	0.0675454421	0.0948809226	0.1554277071	0.1131673036	0.1064854656	0.0607230199	0.0497837924	0.0758038796	0.0632715484	-0.0911638505	-0.1317201585	0.0440614488	-0.3048531446	0.0476168434	-0.0864030164	0.1416802123	0.0247383267	0.1187708251	0.1490001553	-0.1795085572	-0.0184150212	-0.1373320969	0.0078406333	-0.1890233199	-0.095287759	-0.047386783	-0.1088574049	-0.2326995026	0.125824656	0.1079864678	-0.043350119	-0.0093870076	-0.0099623602	0.0242956988	0.048186939	-0.0272398816	-0.0127391723	-0.2183956513	-0.0092145957	0.205270247	0.1630754518	-0.1349062912	0.1102322062	0.0921424235	0.0619999253	-0.0136557568	0.1654417142	-0.0824674974	-0.0873821613	-0.1613847109	-0.0173786886	0.0160607546	0.1565851272	-0.1418299827	-0.1237212403	0.2097084633	-0.0603442088	0.0013903082	-0.0198438947	0.0388415298	-0.0548997133	0.069049094	-0.1550671567	-0.0255154	-0.0086945	0.00065103563716	7.559433025000002e-05	0.0385859	-0.0028164999999999	0.0014888716788099	7.932672249999997e-06	0.0459163	-2.839999999999787e-05	8.06559999999879e-10	0.00210830660569	-0.000345882	0.0001947909999999	3.7943533681e-08	1.19634357924e-07	0.000535792	0.000425229	1.80819702441e-07	2.87073067264e-07	-0.000680458	-0.0001106899999999	4.63023089764e-07	1.2252276099999996e-08	-1.861740979	-0.4723187731	-1.835384378	-0.06160816961	-0.3763521929	-0.1794561334	1.375338714	-0.02628184425
