global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_11
59506.00817286987	n/a	n/a	3540965008.669656	102855.9037860577	n/a	n/a	10579336943.646755	58398.91294968622	n/a	n/a	3410433033.705029	64201.91319393917	60901.75675047579	n/a	n/a	n/a	n/a	-0.1428802822	-0.2985140523	0.3368172776	-0.1282610404	0.0367899563	-0.0212964047	0.1216936554	-0.1833228232	0.0784548752	-0.2152744601	0.1434432869	-0.1017747367	0.0622017837	-0.1532661008	0.0147852014	-0.0234369369	0.0835930853	-0.0471486393	0.0987185454	-0.0391136077	0.021582732	0.0393882133	-0.1363794366	-0.2381956729	0.0712703512	0.1580801755	0.2519343766	-0.2320685246	0.1981155587	0.070342305	0.0084653873	-0.117685781	0.0507987089	-0.0365356263	0.2005617695	-0.2291619794	-0.0704369849	0.1445663876	-0.1252191529	0.1542415424	-0.0927817003	0.2669914722	-0.0783436473	0.0081794254	0.0864357237	-0.0256065572	0.024558435	0.0361252823	0.1604610319	-0.0504202547	-0.1832009313	0.271138485	-0.1854495169	0.12876182	-0.095819327	0.0590395418	-0.079162771	0.0251149486	-0.0971427141	0.3979833502	-0.3148729105	0.2683914004	-0.1144233091	0.0273826608	-0.1714133711	0.0839896495	-0.202119884	0.1206763772	0.1772780977	-0.13672296	0.0031703436	0.1929483332	-0.0716240323	-0.0010314067	-0.1511986021	0.0574118331	-0.0180858	n/a	0.0003270961616399	n/a	-8.58297e-06	n/a	7.366737402090001e-11	n/a	-2.78152e-06	n/a	n/a	7.7368535104e-12	0.000180758	n/a	n/a	3.2673454563999995e-08	0.000517327	n/a	n/a	2.67627224929e-07	-0.0007275479999999	n/a	5.293260923038545e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.008418681	-1.081793851	1.688249743	-0.930567349	1.026371008	0.5785383375	-0.2320862435	2.317847243
59697.73097335851	191.72280048864195	36757.63222720761	3563819083.3674884	102601.8871875	-254.0165985576896	64524.43234281842	10527147254.436478	58373.57078225336	-25.34216743286379	642.2254501953021	3407473765.870743	64148.96149152964	73790.8487917413	4.187121	71.450668	0.04749905051	0.0279158	0.0967751112	0.0550169639	0.1486555157	0.0511768705	0.1450621394	0.0457007733	-0.0489259358	-0.2804279942	-0.0856373344	0.0364382323	-0.0243424533	-0.1270875044	0.1103049221	-0.0921635784	0.0392716053	-0.0228581278	0.1011068568	-0.0377889201	-0.0363133569	-0.0625450735	0.0829622845	-0.0993264607	0.1221635294	-0.0393368223	-0.003353659	0.0211394039	-0.0372929079	0.1070897219	0.0357998568	-0.0127493927	-0.0134126767	0.0718698625	0.0161081527	-0.0575959295	-0.0405386024	-0.1473904075	0.0392656568	0.0809781243	-0.1472470225	0.067918542	0.0070507368	0.1387049374	0.1478297922	-0.0348170248	0.0253053013	-0.102578771	0.0290612518	0.0350409098	-0.0305124094	-0.0188090918	-0.0515030476	0.0152305884	-0.1531020389	0.2162519652	-0.111675109	-0.0914204683	-0.1575413561	0.0361007491	-0.2107984107	0.1136987764	-0.1684619791	0.0425104799	-0.0702615273	0.0500870579	0.1058216046	0.0111021615	-0.2781814814	0.0905699956	-0.2079969683	0.1570863853	-0.1310842297	-0.0950261053	-0.0719486644	-0.1137241209	0.0522267921	-0.1385938065	-0.0180769	8.899999999999186e-06	0.00032677431361	7.92099999999855e-11	-0.00206343	-0.00205484703	4.2577433649000005e-06	4.222396316699821e-06	-0.014208	-0.01420521848	0.0002017882320645	0.000201867264	-6.6174400000000014e-24	-0.000180758	3.2673454563999995e-08	4.3790512153600007e-47	7.348329999999998e-05	-0.0004438437	1.9699723002969005e-07	5.399795378889997e-09	-0.0007275479999999	0.0	5.293260923038545e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3692772682	-1.345940734	-0.6154431694	-0.4501602849	0.9929126143	0.768425612	-0.6691969458	0.9776712
59793.48275500867	95.75178165015676	9168.403689179298	3575260579.97352	102494.5643329327	-107.3228545673046	11518.195112474814	10505135717.79768	58283.31984274664	-90.25093950671726	8145.232081845138	3396945371.8919044	63992.59531886641	73963.10628313516	1.146319	19.561232	0.05670465	0.0375134	0.0433473673	0.1912197736	0.1128295122	0.1597864341	0.1150546175	0.049445483	-0.1603900653	-0.0566165472	-0.2114289468	0.053502516	0.1224016464	-0.2357917346	0.2257813081	-0.0476607438	0.1032248405	-0.0565904566	-0.2197627901	0.0476307398	-0.0803381558	-0.1395117635	0.1331947712	-0.1631199841	0.0122688097	-0.0996952918	-0.0629855143	-0.1072884045	0.0516991471	-0.0942608893	-0.2265222265	0.1536582525	0.059753567	0.1580751163	0.1486513449	-0.0663529721	-0.0071283093	-0.190663262	0.2455950407	-0.0372072585	-0.1496503099	-0.0024545279	-0.0293475897	-0.0706523698	0.1735657953	-0.1707470102	-0.132311348	-0.1232864344	0.0707985507	-0.0203605358	-0.0361604965	0.271979475	0.2301143052	-0.1349660595	-0.146811477	0.0819090396	-0.2233751246	-0.2768489871	-0.2061498894	0.0504828233	-0.0520512431	-0.0355794228	0.0476141583	-0.0942122727	-0.1358012727	-0.0203551533	0.2172234042	-0.1070713396	-0.0224349781	-0.0150953922	-0.2436301659	0.0729713901	-0.0021011038	-0.1235410877	0.0478046617	0.0581046122	-0.1217027209	0.0719644145	-0.0125404	0.0055365	0.00015726163216	3.065283225e-05	-0.00826293	-0.0061995	6.82760121849e-05	3.843380025e-05	-0.0228724	-0.0086644	7.507182736000001e-05	0.00052314668176	-0.000706019	-0.000706019	4.98462828361e-07	4.98462828361e-07	5.34173e-05	-2.006599999999998e-05	4.0264435599999915e-10	2.85340793929e-09	-0.0007275479999999	0.0	5.293260923038545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.499601423	-1.309557702	-0.6994773189	0.6028867353	1.277259498	-0.6945418652	0.8634084549	0.01684376779
59682.14880903426	-111.33394597440927	12395.247526232686	3561958886.46371	102518.58060697115	24.016274038454867	576.7814186901612	10510059369.66804	58290.32443538383	7.004592637189489	49.0643180129692	3397761922.782305	64080.192224789	69318.66999684142	2.625281	44.79882	0.087902185	0.042386	-0.1215110495	0.1444412796	0.083845868	0.1804536429	0.0296361328	0.0660413485	-0.1069544657	0.0374659657	-0.1311834792	0.1675775585	0.0202519633	-0.1181770747	0.113731846	-0.1168446991	-0.2086340723	0.081431685	-0.1522934165	0.2651948188	0.0763729968	-0.1140526241	-0.1457295142	-0.2178495689	0.0003625969	-0.1359797417	-0.1351694262	0.0305388079	-0.0352806979	0.1925025061	0.0392276743	0.2521129667	-0.1137291577	0.1579290355	0.0866271909	-0.0087490984	-0.2265622485	-0.0112233907	0.0547981748	-0.1097580914	-0.303490191	0.0696660558	-0.2273478922	0.0945450093	-0.0745287354	0.0409399099	-0.1142497247	0.0062708128	0.0281334209	0.000664292	0.1078050538	0.0402957795	0.0901351341	-0.0426213901	-0.1947104082	0.070959883	-0.232382886	0.0659303052	-0.2716895377	0.0325365338	0.0805997027	-0.0568185708	0.0040967645	0.0956001151	-0.1302656039	0.0953509088	0.081602398	0.0205447895	0.0161876483	-0.1786812622	0.0530316062	-0.0750946317	0.1238373176	0.0765699503	0.0881740995	-0.0002120099	0.047370586	0.2079351278	-0.0180697	-0.0055293	0.00032651405809	3.057315849000001e-05	0.00957608	0.01783901	9.17013081664e-05	0.0003182302777801	-0.00530431	0.01756809	0.0003086377862481	2.81357045761e-05	-0.000209599	0.00049642	2.464328164e-07	4.3931740801e-08	0.000496313	0.0004428957	1.9615660107849003e-07	2.46326593969e-07	-0.0007275479999999	0.0	5.293260923038545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.609440508	0.08610886243	-0.03712667059	-1.373335768	1.640707051	-1.190506429	0.2499368322	-0.7280220318
59911.715229056914	229.5664200226529	52700.74120201709	3589413621.68761	102766.2599609375	247.67935396634857	61345.06238118779	10560904186.358986	58312.71064105371	22.38620566987811	501.1422042940828	3400372222.3072586	64120.9663876055	75152.03080619882	2.594224	44.268845	0.0626995171	0.037762	-0.0364498488	0.1871391145	-0.1014303178	0.2073913357	0.0150800403	0.041764347	-0.108745443	0.0827660935	-0.0822867258	0.0657479398	-0.0137249852	-0.0674474499	0.234408485	0.0377988794	-0.0098532626	0.1903412027	-0.0906969073	0.1720395443	0.2677585961	-0.1147303361	-0.1408444434	0.066855167	0.1071811024	0.0566016114	0.1652899737	-0.0981472392	-0.0393133075	0.0682252131	0.0204973536	-0.0157003026	-0.0712090337	0.0613049195	0.1745990056	0.0112132951	-0.2319768184	-0.1569737024	0.0272184312	-0.1121357813	-0.1103455557	0.0916458841	-0.1103669395	-0.1122815291	-0.060649568	0.1548257028	-0.0566966589	-0.0019619912	-0.0721806551	0.1619934966	0.149233531	0.0252831488	-0.0214428441	-0.07892955	-0.1607120677	0.1804301529	-0.1120091033	-0.0188536997	-0.1612098238	-0.1117677626	0.0189443935	-0.1802517363	0.0116243146	0.067916514	0.0587191286	0.0381578348	0.0868613353	-0.0843300752	0.058641146	-0.0436304713	-0.1153094246	-0.17522125	-0.3305691417	0.057661058	0.0232465347	0.0206668871	0.0498260886	-0.0658943258	-0.0180472	2.2500000000001685e-05	0.00032570142784	5.062500000000759e-10	1.22529e-05	-0.0095638271	1.5013355840999998e-10	9.14667887986944e-05	-0.0410357	-0.03573139	0.0012767322313321	0.00168392867449	-0.000461874	-0.0002522749999999	6.364267562499997e-08	2.13327591876e-07	0.000591674	9.536100000000008e-05	9.093720321000017e-09	3.500781222760001e-07	-0.0007275479999999	0.0	5.293260923038545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.231865019	1.50160175	-1.060465678	-1.055220917	1.179762201	-0.2472703321	1.416069575	-0.4716183221
60068.43141732917	156.71618827225757	24559.96366658568	3608216452.9383774	102904.81961838942	138.55965745191497	19198.778673192017	10589401900.693264	58341.36720346249	28.65656240878161	821.1985690883953	3403715127.1692486	64129.42588887272	75171.61284269647	1.132879	19.331879	0.1101108029	0.0550172	-0.0382484689	0.0947979019	-0.1609198643	0.1285073361	-0.0150940366	-0.0083047699	-0.2105203478	0.0924386005	-0.1463800248	-0.0479122021	0.1457028661	-0.0922652755	0.3286509922	0.2101653862	-0.0092709489	0.1364639508	0.1917357249	-0.04498266	-0.0698108116	-0.127516188	0.0764552684	-0.0592378235	0.0696396071	0.1933565684	-0.0187651408	0.1107895892	0.1426872732	-0.0352642894	-0.0489435128	-0.1525359595	0.0117767836	-0.0073208334	0.1149620656	-0.0084846333	-0.0502885019	-0.3031624202	0.1873456159	-0.230343677	0.217598116	0.0086086509	0.0655548773	-0.0169147714	0.0872154403	0.0283552287	-0.0113275622	0.0266804281	-0.1458214384	0.1324010042	0.0474548911	0.0635515443	0.0522987949	0.0683520203	-0.1463601814	0.058254707	-0.0958383046	-0.2394758184	-0.0846518648	-0.1651548948	0.0125157118	-0.2073683498	-0.0553129628	-0.1422934184	-0.0805624374	-0.0947009253	-0.0855505926	-0.0025421226	-0.0854755331	0.1883937186	0.135560697	-0.037814029	-0.0059288862	0.0386270943	-0.050971369	-0.0560106548	-0.0477013628	-0.0903639131	-0.0115509	0.0064963	0.00013342329081	4.220191369e-05	-0.0213808	-0.0213930528999999	0.0004571386086399	0.0004576627123821	-0.024087	0.0169487	0.00028725843169	0.000580183569	-0.00114299	-0.000681116	4.639190054560001e-07	1.3064261401e-06	0.000107509	-0.000484165	2.3441574722500007e-07	1.1558185081000002e-08	-0.000587374	0.0001401739999999	3.45008215876e-07	1.964875027597197e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7792509203	1.577576965	-1.669151528	0.8798176092	1.768903942	-0.4407893055	0.163795796	-0.3707909678
60138.56173060525	70.13031327608041	4918.260840201181	3616646607.0258174	102748.46058293268	-156.35903545674228	24448.14796896279	10557246152.16247	58419.743790590335	78.37658712784469	6142.889409808629	3412866464.558218	64217.51999660458	74662.26130543517	1.169578	19.958128	0.08655895	0.0477055	0.0118907035	-0.0587653744	-0.1749611219	-0.0459169179	-0.0636964014	-0.0789133533	-0.1226844978	0.2191362238	-0.2183836213	0.1266729731	-0.2103924636	-0.067608723	0.1097006701	0.0014829064	0.2242104583	-0.0119857288	0.2314000236	-0.0636929089	-0.0364351331	0.1133913686	0.0160243496	-0.028481717	0.0132022134	0.2882504207	-0.0005236297	0.1011383794	-0.0400883176	0.1837047702	0.1863118354	0.125004317	0.2190063873	-0.0045147885	-0.176620304	-0.0764220262	-0.2534601046	-0.0711960937	0.0346446858	-0.1191248241	0.1387356976	0.16012446	0.3630393099	0.0993708196	0.1503013107	0.0059982397	-0.0884733405	-0.0160933526	-0.0267379043	-0.0528154088	-0.0091428896	-0.1716070946	0.0131508062	0.1726250341	-0.161257754	0.0208809972	-0.2227640306	0.0073427874	0.1414488623	-0.0461545104	0.0766355136	-0.2430303352	0.1174654329	-0.0798039849	0.0391383294	0.0669389168	-0.0246695787	-0.0096337655	-0.0899985692	0.0942382575	-0.0375866077	0.2772923842	-0.0956369448	0.2321922343	0.0469023464	-0.0302163669	0.1829641342	0.1030908157	-0.0180775	-0.0065266	0.00032679600625	4.259650756000001e-05	0.0157948	0.0371756	0.00024947570704	0.00138202523536	-0.0345045	-0.0104175	0.0001085243062499	0.00119056052025	-0.000741887	0.000401103	1.60883616609e-07	5.50396320769e-07	7.88808e-23	-0.000107509	1.1558185081000002e-08	6.222180608639999e-45	-0.000727547	-0.000140173	5.29324637209e-07	1.9648469929000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3386033103	1.107536164	-1.044540646	-0.6292683044	1.886725318	-1.725443138	-1.627876505	-0.8769379155
60155.72848483609	17.166754230835068	294.6974508218937	3618711669.54132	103116.67876802884	368.2181850961642	135584.63183551308	10633049440.14885	58442.88733216579	23.143541575453128	535.6235166547275	3415571079.7202244	64260.875973909824	74977.079183026	1.129324	19.271217	0.0465018	0.033277	0.0680717548	-0.1041496559	-0.0927630311	-0.1825690755	-0.0228997092	0.0437807151	-0.1903464329	0.2135955519	-0.0614122148	-0.0633072085	-0.1877780504	0.0017935114	0.1642117608	-0.1377486174	-0.0752773983	-0.1792860495	0.1576715378	0.1200020587	0.0018553184	-0.0669335748	-0.1406912421	0.1550256981	-0.089104223	0.05538711	-0.2114623384	0.1453360006	0.0663034523	-0.0515466697	0.232070385	-0.0514970971	0.0659045374	-0.0815789138	-0.195147188	-0.0710704174	-0.0481586205	-0.1827491597	-0.1386352635	-0.081515624	-0.0641144831	0.0152573229	0.0006112801	-0.0221309149	-0.0974734666	0.2737378362	-0.1918109397	0.1775537938	-0.0316455247	-0.1421203081	-0.0752492105	-0.0658058057	-0.1720103386	0.133550112	-0.1349852051	0.1333591794	-0.0628248979	0.0771035599	0.2260574	-0.0106855725	0.1012097378	-0.1267242455	0.0034664526	0.0426615301	0.1042187452	-0.1751905927	0.0096186009	-0.1382646511	-0.067269879	-0.0257104438	0.1878633011	-0.0151637882	-0.1979700443	0.0337134593	0.1194808611	0.0575745786	0.0625935952	0.1762171289	-0.0180775	0.0	0.00032679600625	0.0	0.03543	0.0196352	0.0012552849	0.00038554107904	-0.0613711	-0.0268665999999999	0.0007218141955599	0.0037664119152099	-0.000741887	0.0	0.0	5.50396320769e-07	7.88808e-23	0.0	0.0	6.222180608639999e-45	-0.000727547	0.0	5.29324637209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.175691363	0.7328301911	-0.195082663	-1.214554178	1.307542928	-0.2448105216	0.1326711871	0.6382309736
60145.62103006511	-10.10745477097953	102.16064194739684	3617495729.09221	103056.94587740384	-59.73289062500408	3568.0182224187	10620734093.578144	58449.59331217163	6.705980005841411	44.97016783874477	3416354958.3582587	64205.17401760162	74748.35547974508	0.968056	16.519279	0.03802685	0.0214828	0.1031267746	-0.1235514617	-0.0094869204	-0.1592957051	0.0769149479	-0.0771242776	0.0510906135	-0.0131616013	0.0007135335	-0.0910371209	-0.1140010616	-0.0794224407	-0.0004415471	-0.13793769	0.0204810361	-0.0677827064	0.1347273902	0.0488821172	-0.1357417179	-0.1330145552	-0.0550162496	0.105530103	0.1876219831	-0.0232543696	0.1820707752	-0.1721882027	0.1053624025	-0.1396874188	0.1724628855	-0.0068802746	-0.0735509631	-0.0441076891	-0.1333174534	-0.1124794891	0.1398589968	-0.1607791442	-0.1329558793	0.0548115126	0.003528047	0.0708203643	0.062077954	-0.1766991861	-0.0780969725	0.1851813929	-0.1320667554	-0.0084247745	0.0358004964	0.1796627952	0.0890541665	-0.0313763168	0.2232726409	0.0956310611	-0.1184963713	0.1800061909	-0.009485767	-0.0199228036	0.2910975832	-0.032223371	0.1076149237	-0.0975873516	-0.0811132257	0.0756894101	0.1318422337	-0.2068230384	0.0136720223	-0.1506026732	-0.0257223164	-0.0929885053	-0.0245387103	0.0449931597	-0.0366362432	0.0371944259	0.0484150906	0.0977712175	-0.3146690037	0.0095555675	-0.0136096	0.0044679	0.00018522121216	1.996213041e-05	0.0445104	0.0090803999999999	0.0019811757081599	8.245366415999991e-05	-0.0795301	-0.018159	0.000329749281	0.00632503680601	-0.000741887	0.0	0.0	5.50396320769e-07	0.000126391	0.000126391	1.5974684881000002e-08	1.5974684881000002e-08	-0.000727547	0.0	5.29324637209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.493162893	-0.1146084952	-0.3125831687	-0.5062597639	0.9498236965	0.2923284138	0.3439170691	1.481307052
60075.75108873191	-69.86994133319968	4881.808701904764	3609095868.8752728	103029.36558894232	-27.580288461511373	760.6723116201773	10615050173.659931	58407.973536467456	-41.61977570417366	1732.2057296657242	3411491372.6366825	64167.49357977421	74042.49815632596	1.001936	17.097427	0.095617105	0.0608707	0.1281978451	-0.1339728326	0.0551525606	-0.1434213694	0.0287292884	-0.1152428953	0.0838986941	-0.2417030006	-0.1634067144	-0.1579236502	0.1124649453	-0.2448221802	0.0064517546	-0.1447433464	0.0551711944	-0.0854517164	0.2015906932	0.0322749639	-0.0488964125	-0.0040340016	-0.005038898	0.0742666441	-0.06757217	-0.0044194136	0.0361116289	0.0768892506	-0.0238130435	-0.0421970393	-0.1602723423	-0.1201904157	-0.0489843391	-0.0334578448	-0.0127952617	-0.1340107298	0.273446818	-0.2089921249	0.0766861979	0.1774688321	0.0274257983	0.172855904	0.08746041	0.047732007	-0.0116206539	0.0823038663	-0.0510265611	0.1213122497	0.0822623342	-0.1029639317	0.0231754874	0.0985173552	-0.1491243886	-0.0814508618	-0.1084265181	0.0431208266	-0.0903947332	-0.2243432885	0.2831138735	0.0219963328	0.0499151758	-0.0064925918	-0.1642626275	0.0128959926	-0.0205464859	-0.0580286523	-0.0897158879	-0.0263374422	0.310967786	0.1609502228	-0.0458436193	-0.1966894561	0.055978905	-0.0816194269	-0.0523224208	0.0046324987	0.0187312654	-0.0501118459	-0.0180766	-0.004467	0.00032676346756	1.995408900000002e-05	-0.0122479	-0.0567583	0.00015001105441	0.0032215046188899	-0.0615253	0.0180048	0.00032417282304	0.0037853625400899	-0.000741887	0.0	0.0	5.50396320769e-07	-5.78121e-05	-0.0001842031	3.393078204961e-08	3.3422389064100003e-09	-0.00058401	0.000143537	3.4106768010000005e-07	2.0602870369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.678863463	-0.9473198656	-0.4291982195	1.294876128	1.079057819	-0.4574476573	0.2997589626	1.247603008
