global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_16
59800.77297392054	n/a	n/a	3576132448.278385	100514.56176253688	n/a	n/a	10103177126.31484	58357.4245011844	n/a	n/a	3405588994.411437	64298.505926122576	74099.51343969228	n/a	n/a	n/a	n/a	-0.1118562405	0.0511311651	-0.0997395489	0.1329856146	-0.0431614446	0.1452310706	-0.0567596042	0.012449441	-0.0553429428	0.0821266595	-0.1463220611	0.2808244018	0.0193215043	-0.0901464127	0.029000853	-0.2578794862	0.1770890063	-0.1063145338	0.1455127	-0.0124519029	-0.1332594028	0.128306481	-0.150610237	0.0901979541	0.1616612326	-0.2015729424	-0.0509759627	0.129263825	0.0238564708	0.0222575213	0.1291330021	-0.1617392519	0.0250011843	-0.0876840885	0.209617599	-0.0437663662	0.0736679226	-0.3549987916	0.0552493554	-0.0062935996	0.0057272298	-0.1598272312	0.1663032942	-0.0399695143	0.0069829701	0.0371945498	-0.0401798943	-0.0077278908	-0.0001254152	-0.0473244095	0.1405539501	-0.1251269924	0.1589594475	-0.1662336037	0.1777957755	-0.1043125887	0.0135765686	-0.0201769163	0.2624977324	-0.1513390091	0.252405639	-0.0595845939	0.1944232465	-0.0214299683	0.1338657845	-0.2252107142	0.0277592355	-0.157953556	0.2071322375	-0.043446285	-0.1333907963	-0.104087006	0.1822721714	0.1068465334	0.1134938181	-0.1487594515	0.00249776	n/a	6.238805017599999e-06	n/a	8.08522e-05	n/a	6.53707824484e-09	n/a	-0.0362017	n/a	n/a	0.00131056308289	-0.00107901	n/a	n/a	1.1642625801e-06	-2.48147e-22	n/a	n/a	6.1576933609e-44	-0.0008163279999999	n/a	6.663914035838368e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.361200728	-1.086729988	-0.8699021102	0.6884597198	-0.2838675841	-0.02031299787	-0.758932997	1.48436868	-1.26250079	2.432615434
59780.67638513712	-20.096588783417246	403.8728807297719	3573729269.0644917	100558.00169962204	43.43993708516064	1887.0281339627145	10111911705.821188	58433.71157069971	76.2870695153033	5819.716975232718	3414498647.927725	64355.98889942354	74018.67665467554	0.912308	17.363146	0.0961247656	0.0547992	-0.1077801047	0.0825250628	-0.0876742123	0.1063412327	-0.0222810578	0.0713588201	-0.0364369807	-0.0377346878	-0.1611741448	-0.1017519567	0.1574031757	0.1651606545	-0.0087948819	-0.1684350101	0.1988201068	0.0122113946	0.1123174057	-0.0621472215	-0.0063005037	0.0996116533	-0.1055930758	-0.1200079734	0.0243252885	0.2138020755	-0.0954872894	0.079666038	0.1097070778	-0.0918429028	-0.084392337	-0.1766991837	-0.2348143582	-0.0989653219	-0.0206267629	0.1853216542	0.0653438272	-0.0889557504	-0.0205485808	-0.1799871606	-0.1652335084	0.1982767366	-0.0429018246	-0.1118394383	-0.0857452837	-0.0485980444	-0.0073977168	0.1391468371	0.1161699574	0.0435364706	0.0944609376	0.095069451	0.1341407387	-0.1869648855	0.2288452087	-0.0027171096	-0.005261966	-0.200385234	-0.0014763619	0.0103983726	0.1819461385	-0.1778778368	0.0564314456	-0.1023046275	0.0699671732	0.0448500135	-0.0874124184	-0.0603181679	-0.0917956784	-0.1362961034	0.024353512	0.0634315575	0.1067949375	-0.1719738479	-0.2478375306	0.113333814	0.2317371474	0.1395224262	4.35966e-05	-0.0024541634	1.9006635315600003e-09	6.022917993899559e-06	-0.0163339	-0.0164147521999999	0.0002667962892099	0.0002694440897874	-0.02887	0.0073317	5.375382489000005e-05	0.0008334769	-0.000100094	0.000978916	9.58276535056e-07	1.0018808836e-08	0.000390209	0.000390209	1.52263063681e-07	1.52263063681e-07	-0.000845686	-2.9358000000100017e-05	7.15184810596e-07	8.618921640058726e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.040208174	-1.10221676	-0.3112950809	-1.153880663	-0.9205578104	-0.1610610247	-0.3037126463	0.09887439232	-0.9852189913	-0.8075263041
59737.56767694904	-43.108708188083256	1858.3607216453163	3568576991.9580665	100415.9292381084	-142.07246151364234	20184.584320545386	10083358844.752792	58338.10576485058	-95.60580584912532	9140.470112060644	3403334584.2308927	64352.9099848301	74011.09304896764	0.997689	18.988129	0.0369734835	0.0294946	-0.104304077	0.001952696	-0.1129602543	0.1036739358	-0.0904807715	0.0775472919	-0.0801474659	-0.0108844027	-0.0736865915	-0.1352706765	-0.0973569443	0.1042471239	-0.0677375295	-0.1044810232	-0.0643148622	0.0236799567	0.1948302867	0.0668994003	-0.0932504225	0.1007948698	-0.1593470649	0.0272671693	-0.0491303905	-0.1379231346	0.0748641487	-0.1908235986	-0.1692770691	0.0688401327	0.0897642051	0.1289700738	-0.2155511652	-0.1197038142	0.0500953018	0.0759675569	-0.0403348132	-0.0027232282	0.1333181145	-0.1725017012	-0.1539983302	-0.0007389176	0.0062929035	-0.1035796639	0.1818283783	-0.0341036974	0.2118106215	-0.1645570097	-0.3243861296	0.044098578	-0.0356196587	-0.0155310882	0.1515686862	-0.030946065	0.1711518211	-0.068002874	0.1334911873	-0.0836495636	-0.0469434618	-0.121995446	0.2815832457	-0.1188854698	-0.0684271348	-0.1833596541	-0.0549800881	-0.0192289623	-0.0301045328	-0.0262722005	-0.0824544416	0.0743006835	-0.1032335265	-0.1307157872	0.0911862888	-0.0064945891	-0.1052238294	-0.1556195999	-0.1489127	0.2359332202	3.09631e-05	-1.26335e-05	9.587135616100002e-10	1.5960532225000002e-10	-0.016328	5.899999999999656e-06	0.0002666035839999	3.4809999999995936e-11	-0.0323818	-0.0035118	1.2332739240000018e-05	0.00104858097124	-0.000671971	-0.000571877	3.270433031290001e-07	4.515450248410001e-07	0.000293223	-9.698599999999996e-05	9.406284195999994e-09	8.5979727729e-08	-0.000845686	0.0	7.15184810596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9722056054	-1.371290318	-0.7961782209	-0.2520960837	0.4102637344	-1.268144318	0.6084982611	2.270602352	-1.299298443	0.18508733
59763.37033673036	25.80265978132229	665.7772517906669	3571660434.0051823	100613.87005093104	197.9408128226496	39180.5653808912	10123150846.62564	58371.63374407799	33.52797922740865	1124.125391073546	3407247625.952784	64312.591092991504	73766.46609135842	1.032665	19.65379	0.1053683147	0.0629387	-0.0982982403	0.0189586632	-0.1318654257	0.0853338833	-0.1349434126	0.1068967285	0.0412458362	-0.0481049094	-0.2964197693	-0.1436152678	0.0098453385	0.1004571433	0.1206142171	0.0898009279	-0.022269478	-0.0191280386	0.2998604352	0.0140329793	-0.2212487439	0.1227721406	0.2018292905	-0.0879209139	-0.075146249	-0.079108232	0.0875270015	-0.0801866371	0.0601615019	0.0330793012	0.1123300839	0.1620822339	-0.0282726717	-0.1582170853	-0.1692790328	0.0837525279	0.075474969	0.0016398463	0.0014412873	0.096281847	-0.1145771798	-0.0148878276	-0.0709772799	-0.2986820091	-0.0161719441	-0.1778381306	0.0307547124	-0.2521094509	-0.0206969909	0.0554045175	-0.0158530691	0.0835167131	0.2045923347	0.1177912707	0.2090231624	-0.1856135948	0.0037253495	-0.2203865014	0.0456213162	0.0450567311	0.2835851648	-0.0257334293	-0.1241356071	0.0809666847	-0.0951176726	-0.0914839423	0.0659722228	0.0697704157	0.1567364621	0.1164228946	-0.0507248667	0.0317028712	-0.1803444933	0.0758773268	0.0407770636	-0.0674249252	0.0526076573	0.1620319713	2.00984e-05	-1.08647e-05	4.0394568256000005e-10	1.1804170609000002e-10	-0.0681814	-0.0518534	0.00464870330596	0.00268877509156	-0.009116	0.0232658	0.00054129744964	8.310145600000001e-05	-0.000983513	-0.000311542	9.705841776400005e-08	9.67297821169e-07	-0.0	-0.000293223	8.5979727729e-08	0.0	-0.000845686	0.0	7.15184810596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641775669	-1.883005962	-1.307080697	-0.3608631713	-2.198726916	-0.4050854154	1.156436435	0.3370818102	-0.7367937206	-0.2880562169
60023.71776092613	260.3474241957665	67780.7812853704	3602846693.8433185	100728.23983683628	114.36978590523358	13080.447928008967	10146178300.62721	58410.002079537175	38.36833545918489	1472.1291659085446	3411728342.931537	64375.31444402306	74164.10479811065	1.05179	20.017786	0.1386924635	0.0798909	-0.1097233891	0.1103570307	-0.0203769994	0.1779632759	-0.0174813825	-0.2319751041	0.0695001211	0.1587325361	-0.1907254762	-0.064008253	-0.024121177	0.1029742165	-0.105359408	-0.1803764445	-0.0905663489	-0.0756071408	-0.0421216659	0.0088384768	0.0166750068	-0.0956682694	0.2901976956	-0.1396226092	0.1038895284	-0.2783892326	-0.1414668149	0.0075058033	0.0207788265	-0.0860240619	0.1288432817	0.0502324193	0.0413370638	-0.1298367211	0.1045159118	0.1503377771	-0.005741378	-0.1071880237	0.0358681724	0.2306146324	0.0735861466	0.0871284876	0.1392037437	-0.0595089913	0.2211250323	-0.0821770272	-0.1350691808	0.0574891087	-0.0061231255	0.1078361181	-0.1224127314	0.0339609538	0.021321521	0.0959135046	0.1955073634	0.0574053938	0.1687578506	-0.1123981778	-0.0417181518	0.0374125085	0.1896672271	-0.0127584488	-0.1276017769	-0.083786265	0.0218842004	0.0730861709	-0.0120110193	0.2164053146	0.0298478182	0.1532526487	-0.144888453	0.1257711905	0.0556270448	-0.0563870566	0.0369147473	-0.0456110646	-0.0974846172	-0.110861423	6.49119e-05	4.48135e-05	4.2135547616099994e-09	2.00824978225e-09	-0.0265419	0.0416395	0.00070447245561	0.00173384796025	-0.0689396	-0.0598236	0.00357886311696	0.00475266844816	-0.000707007	0.000276506	7.645556803600009e-08	4.99858898049e-07	0.000467185	0.000467185	2.18261824225e-07	2.18261824225e-07	-0.000845686	0.0	7.15184810596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.349956814	-0.55745437	-1.053422209	-1.163568776	0.3129985735	-0.5987732369	1.615012847	-0.1406474337	-0.2670102649	0.001930455798
60021.84384451638	-1.873916409749654	3.511562710729033	3602621738.4955087	101134.43297151547	406.1931346791971	164992.86266051236	10228173532.469955	58369.57597940962	-40.42610012755176	1634.2695715228406	3407007400.0160728	64356.19712151092	74681.98003677056	1.076574	20.48947	0.0910361702	0.0518868	-0.1098441233	-0.0016510982	-0.0901605487	0.0184083285	-0.0960594767	0.1007573231	0.1848556054	0.2098717663	-0.1328185448	-0.1204310446	-0.056773493	0.1183186795	0.0785756978	0.0024255826	-0.1858505797	-0.0101975151	0.013000869	-0.0692300774	-0.3558415944	-0.2722711845	-0.1190353835	0.0747364577	-0.0139298977	0.0654717865	0.0266563302	-0.1405803317	0.0701537008	0.1908874697	0.1682435522	-0.1346622271	-0.0074980351	-0.1531273891	-0.2007851541	0.0302646885	0.132323164	0.0072038409	0.0476669681	0.0901620079	0.1011984352	-0.0726613863	0.1318185045	-0.1931862713	0.1508887091	0.2295724534	0.2664913203	-0.0278916974	-0.1226568008	-0.1290831711	0.2066562979	0.0643519542	-0.0317799693	-0.0545641779	0.1231283809	-0.2431018699	0.0745384806	-0.1146848802	-0.1613248078	-0.0159909781	0.0447860589	0.0962971602	-0.0331831688	-0.0692460365	0.0658902393	0.0229187111	-0.0911916095	-0.0289849215	0.0584790293	0.1373148298	-0.2027919498	-0.0580839977	-0.0525125376	0.0605943026	0.0601481259	0.0283232501	-0.0458388512	-0.0517386818	2.01017e-05	-4.48102e-05	4.0407834289e-10	2.00795402404e-09	0.00212771	0.02866961	4.5271498441e-06	0.0008219465375521	-0.0324824	0.0364572	0.00132912743184	0.00105510630976	-0.000757113	-5.010600000000007e-05	2.510611236000006e-09	5.732200947690001e-07	-0.0	-0.000467185	2.18261824225e-07	0.0	-0.000845686	0.0	7.15184810596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7605436423	-0.6708707846	-0.9873757579	0.9169961612	-1.411582872	-0.1593637186	-0.328329115	0.9884066815	-0.1057890358	0.4189915599
60047.77099332094	25.92714880456333	672.2170451339697	3605734801.266316	100700.65772492623	-433.7752465892409	188160.9645535567	10140622466.232746	58385.89699571793	16.321016308305843	266.3755733359853	3408912967.994584	64376.105871510925	74315.05057796557	1.210636	23.040949	0.0988431083	0.0569843	-0.0993826435	0.1438673147	0.0798843648	0.1558210756	0.0483713553	-0.2590029843	0.0458575466	0.0528789555	-0.1189974066	-0.0114559472	-0.0899527427	0.144808068	0.1157942407	-0.0614486088	-0.1439927054	0.1647131087	-0.1947951925	-0.0259493492	-0.0843096389	-0.1440910714	0.2920095245	-0.1116872808	0.0481939962	0.0636600312	-0.2273686212	-0.0695495056	-0.0290069485	-0.0348620928	-0.2125177367	-0.0258862522	0.1493234518	-0.1397778003	0.129287292	0.0663676576	0.016503504	-0.0500176169	-0.0539348561	0.2947654899	-0.0158764892	0.1108838537	0.223775333	0.0552148871	-0.0674716757	0.0641285812	-0.0852595372	-0.0220183509	0.091446397	0.1148666114	-0.0375015751	-0.2107810027	-0.1011001049	0.0100287365	0.1789023627	0.0790005016	0.0939228946	-0.1011865994	0.0437712177	0.216260369	-0.01874859	-0.0018631602	-0.0976297867	0.2378098767	-0.192157193	0.093844064	-0.1373744324	0.1347092171	-0.0720397015	0.0280165488	-0.1256157365	0.0689597075	-0.0059174867	0.2131471286	-0.0541596128	-0.046637554	0.0777590777	-0.1428007846	0.0020228	0.0020026983	4.09171984e-06	4.01080048082289e-06	-0.0493981	-0.05152581	0.00244017228361	0.0026549090961561	-0.0324762	6.200000000004813e-06	3.844000000005968e-11	0.0010547035664399	-0.000400137	0.000356976	1.2743186457600004e-07	1.60109618769e-07	0.000268215	0.000268215	7.1939286225e-08	7.1939286225e-08	-0.000564709	0.0002809769999999	3.188962546810001e-07	7.894807452899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.081727544	0.07489715385	-1.127861023	-1.228133832	-0.45857874	0.612883367	0.5061284295	-1.291916556	0.186624101	0.2730482937
60195.94254285811	148.17154953716818	21954.808092245483	3623551498.623075	101028.15854881084	327.5008238846058	107256.78964509556	10206688819.76366	58389.12936862245	3.2323729045238	10.448234593899626	3409290428.425729	64407.6402654733	75612.36710678412	1.110431	21.133837	0.11607073	0.066313	-0.1157011117	0.1000172285	0.0619923194	0.0866656546	0.0277129387	-0.0168030871	0.0046825876	0.2735181044	0.0293301165	-0.1021416927	-0.0186093244	-0.0522336586	-0.1609772115	0.0328934256	-0.0288221509	-0.0200616103	-0.1701614226	-0.1221288144	0.035463863	-0.0330139415	0.2082680477	-0.0762177791	-0.1358118546	0.0432720562	0.1042870231	0.0233622522	0.0825849305	0.1909548365	-0.0353779448	0.1516586234	-0.0375097186	-0.1027056112	0.026404114	0.1104225913	-0.1338730396	0.091679127	0.0609807154	0.0976556225	0.278402808	-0.1711442393	0.0952768888	-0.0243325516	-0.0893902557	0.0819726899	-0.1370533872	-0.1131010508	-0.0178745631	-0.0701944944	0.0932496943	-0.0574782877	-0.0358382663	-0.1526915851	0.1014928613	-0.1063023435	0.2510236278	0.0939275654	-0.0014990132	0.1010436372	-0.0707746189	0.0512782278	0.0852427214	0.0896020215	-0.1695622779	0.1710887664	-0.0475676202	0.13203353	0.2441297177	-0.0776612544	0.0089098562	-0.0603350703	0.0830095416	-0.2084144365	0.1106662707	0.1866979666	-0.1597409429	-0.2046028915	-0.00234138	-0.00436418	5.482060304400001e-06	1.904606707240001e-05	0.0111218	0.0605199	0.0001236944352399	0.00366265829601	-0.0324727	3.499999999996561e-06	1.2249999999975929e-11	0.00105447624529	-0.000943827	-0.0005436899999999	2.955988160999999e-07	8.908094059289999e-07	-0.0	-0.000268215	7.1939286225e-08	0.0	-0.000352951	0.000211758	1.24574408401e-07	4.484145056400003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.161021632	1.270456575	-1.348915379	1.020151843	0.5290926762	1.370674752	-0.9538863618	0.8370612981	-0.8191635284	-0.6482433393
60044.18029763378	-151.7622452243304	23031.779075529797	3605303587.614752	100779.13285859145	-249.02569021939416	62013.79438924567	10156433619.729626	58397.58085368076	8.451485058307298	71.42759969079152	3410277449.562181	64366.188209951455	74979.00364965323	1.085855	20.666109	0.1039361628	0.0517063	-0.0984180807	0.1400240971	0.1106092944	0.0848652384	0.0680517818	0.0584056821	0.0392558492	0.0772635884	-0.0694137513	-0.0766827314	0.0551015742	0.187403899	-0.0003913278	0.0855223485	-0.1494911179	0.0813764602	-0.1526240319	0.1292451718	0.0098484639	0.0644251704	0.0604848376	-0.1796288047	-0.0832672081	-0.2495514248	0.0072543636	0.0727949307	0.0754720199	0.2406253878	-0.2084160631	-0.0688763519	-0.1083550324	-0.1367171782	-0.0304778808	0.1552896798	0.1172586398	0.1228650004	-0.0575930167	0.1036960767	0.0089585573	-0.0062739516	0.1319447972	0.1079164613	-0.1190751136	-0.0008343969	-0.1955610889	0.0020949012	-0.1277074802	-0.2416058699	-0.1390319567	-0.0899142698	-0.2030004031	-0.0940149072	0.1827373444	-0.0381971227	-0.0503643122	-0.0961731706	-0.0888891519	0.1743475586	-0.1954368485	-0.0115692361	0.1143420561	0.1540395896	-0.0290879746	0.1666791466	-0.0691898617	-0.0321591547	-0.0901366612	0.0542898285	-0.1796137503	0.0687731007	0.1689697555	0.022769104	-0.1580264561	0.0563356559	0.019542492	0.1362898078	2.91228e-05	0.0023705028	8.481374798399999e-10	5.619283524807841e-06	-0.0018614	-0.0129832	3.46480996e-06	0.00016856348224	-0.0145997	0.017873	0.000319444129	0.00021315124009	-4.98308e-05	0.0008939961999999	7.992292056144399e-07	2.4831086286399997e-09	0.000387781	0.000387781	1.50374103961e-07	1.50374103961e-07	-0.000485363	-0.000132412	2.35577241769e-07	1.7532937743999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032697656	0.8361726072	-0.0182132711	-0.6327101605	-1.606608673	0.480670441	-1.609755769	-0.3848076321	-1.372221047	-0.1038808395
59999.268486021705	-44.91181161207351	2017.0708222783808	3599912218.857717	100878.78802544248	99.65516685103648	9931.15228010792	10176529873.482157	58318.37090697886	-79.20994670189975	6274.215656517799	3401032385.2439585	64331.2453125	75414.10755092076	1.022116	19.453018	0.0669893521	0.0358491	-0.1119936168	0.1178502517	0.0837541815	0.131542569	0.0919227013	0.0199647266	-0.0981523971	0.0733661257	0.1388300899	-0.0342061054	-0.0791632768	0.1260801959	-0.2028557752	-0.1442244343	-0.0635169365	-0.0634060127	-0.0356737264	-0.0184432606	0.0241613107	-0.0571629375	-0.0382493319	-0.0065568776	-0.044239378	-0.0171185533	0.2000717025	-0.0966110165	0.2129509544	0.0961182294	-0.1655533728	0.1526280835	-0.0712159142	-0.0927259493	0.1542468214	0.0495080679	-0.0159147423	0.0066027739	0.1472992903	-0.1072361341	0.0934742582	-0.0492396372	0.1617609959	0.0548120737	0.1032805266	0.0548207806	-0.0290373007	-0.0362757945	-0.0742558966	-0.1619008873	0.0258618705	-0.0224371079	0.0143791584	-0.0151903341	0.1551335456	0.1009010154	0.155457256	0.0429913141	-0.0193676239	0.0010215205	-0.0734578572	-0.0233776623	0.2686664202	0.0153796547	-0.1126188912	0.1836547834	-0.0742584235	-0.0318958663	-0.0765562217	0.0497708955	0.283444226	0.0795976817	0.0533485257	0.0853128055	-0.0813270639	-0.0885703976	-0.1719219305	-0.2603932491	6.86649e-05	3.95421e-05	4.71486849201e-09	1.56357767241e-09	0.0148373	0.0166987	0.00022014547129	0.00027884658169	-0.0446089	-0.0300092	0.00090055208464	0.00198995395921	-0.000130802	-8.097120000000001e-05	6.556335229440001e-09	1.7109163204000004e-08	0.000484843	9.706199999999996e-05	9.421031843999994e-09	2.35072734649e-07	-0.000258558	0.000226805	6.6852239364e-08	5.144050802500001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.307889239	1.288543758	-0.8260909628	-0.8145373842	1.072752424	0.1434170362	-1.282904957	0.3859088652	-1.299621287	1.292269374
