global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	aroma_motion_02	aroma_motion_03	aroma_motion_09	aroma_motion_10	aroma_motion_13	aroma_motion_15
73284.86364114983	n/a	5370671238.901924	n/a	106377.61314838436	n/a	n/a	11316196579.147318	75734.43953230574	n/a	5735705331.272474	n/a	80354.89807673718	67763.42076722896	n/a	n/a	n/a	n/a	-0.1658838274	0.0481010537	-0.036132317	0.1338213579	-0.0646044944	-0.1730645173	0.0829276028	-0.1458742898	0.0197636033	-0.1007991295	0.1047643923	-0.225239671	0.1461533735	-0.0059273771	0.0702709302	-0.1137970312	0.0948053305	-0.1367710101	0.059236769	-0.1040334594	0.0576383941	-0.0039569904	0.0554579001	-0.0242110848	-0.1349748537	0.1168761908	-0.0460138617	-0.0100918952	0.1105714705	0.0040252781	-0.1388392261	-0.0675869655	0.14262971	0.0484894487	-0.1549864924	-0.093986562	-0.0273547995	0.2651917829	-0.1264061613	0.0844449008	-0.0026388447	0.1112931959	-0.1167568106	0.0295433698	-0.0219264992	0.0505949399	-0.1794043787	0.0634555777	-0.0254607764	0.0826087039	-0.0397367803	-0.0706780592	0.181897961	-0.0045715781	-0.0570399896	0.0015028018	0.1783978938	-0.0285300243	-0.0825839741	-0.0769295201	-0.2359373024	0.0988487246	-0.0144271712	0.0601864316	-0.0489328629	0.1094204449	-0.1652212811	-0.050690968	0.0526227205	-0.0945917504	0.0324273759	-0.0382403244	0.1387794695	-0.0507953691	0.0658375488	-0.2237153334	0.1824036291	-0.315002589	0.0142304381	0.1534359716	-0.138629896	0.1770701281	0.0476104228	-0.1392244045	0.1643619509	-0.0191499	n/a	0.00036671867001	n/a	-0.0133443	n/a	n/a	0.00017807034249	-0.0291927	n/a	n/a	0.0008522137332899	0.000926228	n/a	8.57898307984e-07	n/a	-0.0	n/a	n/a	0.0	5.24733e-05	n/a	n/a	2.75344721289e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1813043547	0.06757216444	-0.4346722262	-2.297054538	-0.1136295423	0.30947538
73335.00429203935	50.14065088951611	5378022854.51343	2514.0848716243327	106594.0393614477	216.4262130633433	46840.30570093967	11362289227.389864	75682.95413059543	-51.48540171030618	5727909545.933812	2650.746589271598	80308.18353592439	71417.61831654809	1.743123	29.669914	0.061260575	0.0312733	-0.2109483607	-0.0409109379	-0.047758508	-0.0008473846	0.0040381011	0.0333672999	0.0979146799	-0.0499813477	0.1934476025	0.0880966633	0.0041704246	-0.1853199698	0.1133915322	0.0739549842	-0.0731416733	0.0865630576	-0.0002295793	-0.0243134944	0.0113647779	0.0548065688	-0.0340011611	-0.0977179668	-0.0794334521	-0.0842896628	0.0726463024	0.0940620659	0.1952445057	-0.1305521781	0.0339448707	-0.0482345889	-0.0962286786	-0.1017298193	0.0846422337	-0.0734872916	-0.0571795256	0.0652739159	-0.0135272705	0.2180545094	0.0644171972	-0.0887251271	-0.0878104078	0.004174012	0.0447392708	0.055010295	0.0425788672	-0.0013923778	0.043950059	-0.0341447049	0.0042687538	0.0006577101	0.0055944402	-0.0819508214	0.1178796853	0.2146744541	-0.1609393547	0.0730170996	0.1987244058	0.1639586268	0.1340780202	0.0630369453	-0.0962887351	0.1286650915	-0.1474510696	-0.0459390876	0.0482269067	-0.0618580132	-0.1200432616	-0.0241599482	0.0804722235	-0.0472048579	0.2169242552	-0.0399376319	0.2284963738	0.0525250875	0.0572774106	-0.0186740153	-0.0135442315	-0.2399952226	0.1205431818	0.0746837007	-0.0750161881	0.151844998	-0.0145696331	0.2799420652	0.1640657595	-0.00505069	0.01409921	2.55094694761e-05	0.0001987877226241	-0.0272158	-0.0138714999999999	0.0001924185122499	0.0007406997696399	-0.0191965	0.0099962	9.992401444e-05	0.0003685056122499	0.000512828	-0.0004133999999999	2.62992557584e-07	1.7089955999999997e-07	-0.0	0.0	0.0	0.0	0.0	-5.24733e-05	2.75344721289e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8916715084	0.004806422522	0.8289799195	-1.344233245	0.1147664669	0.8748171037
73107.15052392671	-227.85376811263268	5344655457.728078	51917.339643125386	106380.99821295706	-213.0411484906508	45386.53095021553	11316916780.785172	75668.22038640203	-14.733744193406892	5725679576.445107	217.0832179567513	80277.63933298581	57644.35091000349	3.300075	56.170971	0.04355987	0.0225276	-0.0050807092	0.067220977	-0.1817168103	-0.1346543865	0.0615367341	0.0466032326	-0.0719455649	-0.0733515695	0.1602618514	-0.0896052405	0.1486266785	-0.1093987591	0.1223006849	0.177207798	-0.0267179996	-0.0071106988	-0.0561198312	-0.0097925506	0.0408432375	-0.0087463746	-0.0864190621	-0.1814996126	0.0152584646	0.0413434679	0.1210379236	-0.0389835264	0.2205369894	0.187822213	-0.2191009999	0.0370468229	-0.0021259484	-0.1692899142	0.1744657438	0.0905907651	-0.0623673026	0.0020023274	-0.0941084414	0.1043553284	-0.056435767	-0.1753189356	0.0119380821	-0.2039243808	0.041097533	0.1343586548	-0.142072966	0.0132789156	-0.0281023644	-0.0447143507	-0.1135399135	-0.0325902337	0.1163974563	0.0159216081	0.0545024551	0.1091095636	-0.070044872	0.2201411948	-0.0551461933	0.0098344307	0.0291280084	-0.2274771173	-0.1462447701	-0.1146919618	-0.0818641943	-0.2274555086	0.0103388296	0.0078763534	-0.1235039571	0.0958128156	-0.1759173969	-0.0720097162	0.0610299745	0.0778320324	0.1616616936	0.0432075449	0.1044250802	-0.0087681597	0.0372308816	0.1006431239	0.215403281	-0.0358272457	0.0355934249	-0.1567420811	-0.0301442141	0.1497831618	0.1634739106	0.00388283	0.00893352	1.50763688089e-05	7.980777959040001e-05	-0.0445824	-0.0173666	0.00030159879556	0.00198759038976	-0.0084786099999999	0.01071789	0.0001148731660521	7.188682753209832e-05	0.000571103	5.8274999999999993e-05	3.26158636609e-07	3.395975624999999e-09	-0.0	0.0	0.0	0.0	-7.25622e-05	-7.25622e-05	5.26527286884e-09	5.26527286884e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.395035426	0.0768726529	0.5139499403	-0.4958334265	-1.781345455	1.618812175
73132.82308989065	25.672565963934176	5348409813.097242	659.0806431725515	107444.32255128614	1063.3243383290828	1130658.6484829818	11544282448.504816	75730.38026288006	62.15987647803559	5735090494.760414	3863.8502437646416	80494.88383609976	58550.18974718488	1.085649	18.478968	0.06870392	0.0368264	-0.0214996205	0.1643086506	-0.2448697285	-0.0095842192	0.1735313924	-0.0844137435	-0.0836437083	-0.1185265189	0.161921294	0.0407369459	0.0424565838	0.0580771407	0.32916078	0.075680231	-0.1734606925	0.0835874786	0.1352395547	0.0484177969	-0.0963097314	-0.1830884448	-0.0723917256	0.0558796255	-0.1643953661	0.053555634	-0.0117516179	0.0642483507	0.1840918979	0.0110054928	0.0882530507	-0.0921865829	-0.0855265481	0.067057238	-0.3650388049	0.059340349	0.0332356006	-0.1592180789	-0.299317169	0.0412379919	-0.0768313925	-0.0965516793	-0.0874994317	-0.0684106521	0.2621297382	-0.1769190819	0.0077669136	0.0463219648	-0.1125159122	-0.1265009673	0.127312454	0.069045549	-0.0607180864	-0.0459483956	0.2775161787	-0.0266502905	-0.062126436	0.0311596936	0.1097390313	-0.0368841885	0.0104391066	0.035234513	-0.2872627792	-0.0857982038	-0.0038221789	-0.0732246877	-0.0596631288	-0.0415667135	-0.0529260652	-0.0235560302	0.1547063498	-0.1959201852	0.2362165106	-0.1303588999	-0.0416928068	0.0360277944	0.0090848629	-0.0370834462	0.1338138937	0.1070337926	-0.0274200423	-0.1404411451	0.0078258571	-0.2802762085	-0.1304112458	-0.2160964914	0.1625874706	-0.00471685	-0.00859968	2.22486739225e-05	7.395449610240001e-05	-0.0378361	0.0067463	4.551256369000005e-05	0.0014315704632099	-0.00928411	-0.0008055	6.488302500001604e-07	8.61946984921e-05	0.00112532	0.000554217	1.2663451023999998e-06	3.07156483089e-07	-0.000403086	-0.000403086	1.62478323396e-07	1.62478323396e-07	-0.000166308	-9.37458e-05	8.78827501764e-09	2.7658350864e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.966622426	1.35065676	-1.160685242	0.1086392246	-0.07859384032	2.100569538
73256.10542508574	123.28233519509376	5366456982.051276	15198.534171155456	107700.0888273278	255.76627604165697	65416.38796021707	11599309133.414295	75591.81475929054	-138.5655035895179	5714122458.602896	19200.3987850167	80403.51972457745	67998.21658683223	3.336253	56.786762	0.094741345	0.05176	-0.1175997818	0.2083569288	-0.1648777278	-0.0252425236	0.2268632912	-0.103844473	-0.0151455188	-0.0454466233	0.0304435919	0.0656509378	0.0141030527	0.2124686888	0.2328459021	-0.1679034176	0.0017550866	-0.1298980738	-0.0742341131	-0.0493912102	-0.1478685026	-0.086476299	0.2321854471	-0.2513819563	0.0647202148	0.0606268319	-0.0044262093	0.0841510234	-0.0733489467	0.013166609	0.0272467687	0.0894357138	0.0019892173	-0.0708407147	-0.0401870724	-0.0021400055	0.0261471483	0.0027060299	-0.3016714593	-0.0984619818	-0.0149452292	0.0892019604	0.0025135397	0.0790416594	-0.0952742912	-0.0917445622	-0.0261582453	-0.1231228311	-0.1014682109	0.0771331172	0.0544981246	-0.0705156769	0.2298344589	-0.1468598425	-0.0459417307	-0.0133040967	-0.0455157213	0.1409647946	0.1360250359	0.0089786474	-0.0273826135	0.054494725	-0.2125675227	-0.1085949315	-0.0713816083	0.0547090415	0.0109113045	-0.1844214079	-0.0248097936	-0.0154503438	0.0265304349	0.0034426059	0.1527766486	-0.1799912543	0.1429023494	-0.0049316887	-0.0921072548	0.2447944568	0.1582613131	0.072727932	-0.1057778189	0.0229079212	-0.0479474119	-0.0347684175	0.0287843639	0.2071711967	0.161408037	0.00390873	0.00862558	1.52781702129e-05	7.440063033640001e-05	-0.0363899	0.0014461999999999	2.0914944399999847e-06	0.00132422482201	-0.0124311	-0.00314699	9.903546060100003e-06	0.00015453224721	0.000393066	-0.0007322539999999	1.54500880356e-07	5.361959205159998e-07	0.00025	0.000653086	4.26521323396e-07	6.25e-08	7.88035e-05	0.0002451115	6.007964743225e-08	6.209991612250001e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.492923114	1.728288907	0.5864545512	0.4239863648	0.5562763148	0.2297805343
73405.52177558982	149.41635050407783	5388370627.146591	22325.245797957446	106934.060287787	-766.0285395407991	586799.7233910096	11434893249.632065	75575.84260187922	-15.97215741132095	5711707984.984022	255.10981237201477	80386.16632460368	75577.0944215913	1.69942	28.926043	0.069028935	0.0372424	-0.2397469903	0.1853688869	-0.0392727852	0.0563679748	0.1831185588	-0.1389502907	-0.028760701	-0.1001654665	0.012167654	-0.0239682214	-0.1665282632	-0.0409182559	0.0868655121	-0.1328504231	-0.0543205724	-0.0785408285	-0.0757156314	-0.0461211779	0.0408088386	0.0368713277	0.1322481349	0.038095159	0.1737609447	-0.0931074428	-0.224506398	-0.2737373265	0.2172845633	0.1266013713	-0.0438325154	-0.1584135595	0.0556162464	-0.1198205247	-0.1412545253	-0.0817502448	-0.14809901	0.2000968983	-0.1917882451	0.0844351052	-0.037442354	0.0364483653	0.212783157	0.0011821243	-0.0691548746	-0.0193577278	-0.1168146871	0.034953403	-0.0791219912	0.1160406204	0.0589097772	-0.04844298	-0.078198379	0.0242515932	-0.184338915	0.29083103	-0.045877203	0.1945148146	-0.0213472597	0.0024493635	-0.1644415213	-0.0846523071	-0.0913971252	-0.1958636108	-0.1283276783	0.0526350579	-0.1586923037	0.0591254669	-0.059418288	-0.1067062662	-0.0705624379	0.1401852881	0.0569075978	-0.2406319429	-0.0833086206	-0.0326910761	-0.0360902057	0.1337020916	0.0496134994	-0.0204295504	0.0854913187	0.2587388936	0.246555339	0.0260439463	0.0835168516	0.0039674493	0.1599377353	0.00390157	-7.159999999999979e-06	1.52222484649e-05	5.12655999999997e-11	-0.0277663	0.0086236	7.436647696000003e-05	0.00077096741569	-0.0127993	-0.0003681999999999	1.3557123999999933e-07	0.00016382208049	-0.000131957	-0.000525023	1.7412649849000002e-08	2.75649150529e-07	-0.0	-0.00025	6.25e-08	0.0	-0.000346773	-0.0004255765	1.8111535735225e-07	1.20251513529e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7335644758	1.515231754	0.1098595619	-0.848373477	-1.81568085	-0.8926873351
73009.09946843784	-396.4223071519809	5330328605.19225	157150.64560769952	107063.04055723852	128.98026945152378	16635.909907787678	11462494653.3609	75516.09460779138	-59.7479940878402	5702680544.812899	3569.8227975205878	80278.64171850834	60745.53798800847	3.235731	55.075775	0.05927629	0.0369554	-0.0176242484	0.1894593742	-0.0437133956	0.1097863944	0.1554576436	-0.1559973667	0.0328687183	-0.0793259836	-0.1470811533	0.1144509662	0.0323384652	-0.0835635137	0.012009596	-0.1524183853	-0.2626875732	-0.1818078578	-0.024879059	0.0711034403	0.0601048524	0.0333772117	-0.1452260605	0.0516456266	-0.16300824	0.1307679374	-0.2139604276	0.0572450373	-0.0308802607	-0.0316017094	-0.151835153	-0.0068937277	-0.0929240312	0.1893565026	0.157892749	0.1138112215	0.0005490385	0.1200347399	-0.1000658459	0.0938711663	-0.075708299	0.0541667841	0.2206721633	0.0732350965	-0.1629365385	-0.1462539059	0.0942697181	0.0384545108	0.0966375753	0.0065334983	-0.1967011738	0.1211235007	-0.0219216277	0.182763977	0.0826448859	0.0795054614	-0.1052227878	-0.0898492839	-0.0165740487	0.1415000442	0.2326464919	-0.0293205417	-0.1804598559	-0.0880114381	0.0703564535	0.1474063331	-0.0660493992	0.0387656579	-0.035959416	0.0398449614	-0.0757451178	0.2385767206	-0.0618169303	-0.0103762855	0.0244931345	-0.2471029651	0.2074648277	-0.014447246	-0.164568322	-0.0363281528	0.0115764142	0.0692903168	0.0428877355	-0.0928758118	-0.0543393855	-0.1204696047	0.1581792149	0.00391832	1.675000000000027e-05	1.53532316224e-05	2.805625000000091e-10	-0.0309995	-0.0032331999999999	1.045358223999999e-05	0.00096096900025	-0.0080439099999999	0.00475539	2.261373405210094e-05	6.47044880880984e-05	0.000393066	0.000525023	1.54500880356e-07	2.75649150529e-07	-0.0	0.0	0.0	0.0	0.000153623	0.000500396	2.50396156816e-07	2.3600026129e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3148655469	0.8285937008	-0.4403922215	-0.9931815162	-0.40469731	-0.3605664552
73260.54729740399	251.44782896614925	5367107790.315166	63226.010691789845	106445.10327646683	-617.9372807716863	381846.48296750593	11330560011.537691	75522.69636032516	6.601752533781109	5703677665.533872	43.5831365172853	80241.6438451102	73823.80971856996	3.116776	53.051029	0.051555875	0.031125	-0.1865058838	0.0685544746	0.1602071847	0.1172098733	-0.0796979894	-0.2113118312	0.0940308925	-0.1156606629	-0.2097466107	-0.1630647797	0.1980595591	0.1138074296	0.0857954291	-0.1017636385	-0.0234838482	-0.0071110716	0.071138779	-0.039016704	0.2665793546	0.0568071515	-0.0071302187	-0.1028624915	0.0107757911	0.0053923282	-0.0099079333	-0.0738551465	-0.0811263889	-0.0471654121	-0.370264169	-0.0038645006	0.1443677012	0.007255678	0.0111013242	-0.1049503071	0.0612539745	-0.1270639946	-0.0678286072	-0.0238851473	-0.1233396556	0.2206506562	-0.0305651484	0.1566000672	0.0077033339	0.1547366717	0.0720023444	0.099674234	0.1199380377	-0.0460465622	-0.1209720808	0.0721342595	-0.0442838357	-0.1687133954	0.1611193834	-0.0378206411	-0.1215608243	0.0471181554	-0.3562971833	-0.1957290419	-0.0371046466	0.067181532	-0.0206948016	-0.0693006625	-0.0882362249	0.2653487456	0.0661606833	-0.0794329428	-0.046995162	-0.1563526924	0.0686607327	-0.0801129987	0.0636888559	0.2292152281	-0.0304117305	-0.1095496238	-0.1685296479	0.0610689682	-0.0075904507	0.0981565575	0.0781724093	0.0658073696	-0.0486854732	-0.0555112463	0.0327954902	-0.0770381848	0.1561356449	0.00137306	-0.00254526	1.8852937636e-06	6.478348467600003e-06	-0.00180227	0.0291972299999999	0.0008524782396728	3.2481771529e-06	-0.00977537	-0.00173146	2.9979537316003447e-06	9.55578586369e-05	0.000199534	-0.000193532	3.9813817156e-08	3.745463502400001e-08	-8.46268e-05	-8.46268e-05	7.16169527824e-09	7.16169527824e-09	7.01433e-05	-8.34797e-05	6.96886031209e-09	4.92008253489e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.022664596	-0.01503729684	0.5326368089	1.155308425	-0.4717206205	-0.6871886775
72956.16505235716	-304.3822450468288	5322602019.14678	92648.55109974772	105776.02715773808	-669.0761187287571	447662.85265313793	11188567921.274544	75498.76419710726	-23.932163217905327	5700063395.290405	572.7484362884607	80112.67333876491	57093.63453955624	3.467643	59.023167	0.043113335	0.020292	0.0604168627	0.0411303547	0.1378499463	0.1447527197	-0.0908590052	-0.1187922815	0.1315780291	0.0131440826	0.0047914882	-0.1673139571	-0.0918755612	-0.1233800526	-0.0920706068	-0.0157898195	0.1202955784	-0.117050281	0.130655012	-0.0618473727	0.0344839059	0.1481774865	0.07356015	0.1534131664	0.0306789339	0.1059510398	0.1240984515	-0.2548317775	0.0859412103	-0.0875274378	-0.232601771	-0.1673891827	0.0194309128	-0.0744148949	0.074538305	-0.1798649468	-0.0073406155	-0.0985730702	0.1238235133	0.1285736472	-0.0701686827	0.1477705153	0.0152034905	-0.0128450058	-0.0132772807	0.2100241845	0.052860499	0.0020886726	-0.2188249942	-0.0051501013	-0.1674202524	0.077340595	-0.0919311707	-0.0718938179	-0.0180249126	0.1283300706	0.145790588	0.0014038308	-0.1654343146	0.0404280822	0.0504703518	0.0186172221	0.0550154215	-0.0520072446	-0.0179632627	0.1351027658	-0.1233539141	0.158382151	-0.2874144744	0.0539840236	-0.0061826175	-0.0247810023	0.0294455426	0.124948019	-0.0531515453	0.2409122867	0.0837471013	0.0016336798	-0.0986362214	0.0722150753	-0.2147939798	-0.1597162906	0.1533339733	0.088934045	-0.0030379215	-0.1288663458	0.1538107079	0.00392138	0.00254832	1.5377221104400002e-05	6.493934822400003e-06	0.0126087	0.01441097	0.0002076760563409	0.00015897931569	-0.00292302	0.00685235	4.6954700522500005e-05	8.544045920400002e-06	0.000393066	0.000193532	1.54500880356e-07	3.745463502400001e-08	-0.0	8.46268e-05	7.16169527824e-09	0.0	-3.77318e-05	-0.0001078751	1.163703720001e-08	1.4236887312399996e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4559438299	-0.6520227385	-0.5406392207	-0.9365508687	-2.057129218	0.03239088878
72801.80009021658	-154.36496214057843	5300102096.375859	23828.54153666221	105926.44980335885	150.4226456207689	22626.972315551426	11220412767.9435	75487.95619193412	-10.808005173137644	5698431530.035365	116.81297582257008	80100.35464451916	56720.59811970801	0.882113	15.014552	0.040997545	0.0230643	0.0709885289	0.0302791307	0.079434352	0.1793179646	-0.0168564772	-0.0375938717	0.1603626241	0.1012607084	0.0188802893	-0.1916877678	-0.1020584084	-0.0492762201	0.0079687317	-0.0585249663	0.0646717993	0.1089873671	0.1004523919	-0.0154803353	0.0949366437	-0.0689571751	-0.169770361	0.1541482093	-0.1944290078	-0.1324958454	0.2546306478	-0.0587586638	-0.2301513995	-0.2293021889	-0.0685371142	-0.0209008634	0.0760730466	0.1242766784	-0.0233049041	0.0927456079	-0.1616805195	0.0342865346	0.0046249486	0.081055691	0.0311181208	0.1441430121	-0.0536379185	0.0402277558	0.1311789367	0.1526074832	0.2479656693	0.1362717261	-0.0101489241	-0.2187767035	0.0770262854	0.1262903059	0.0511706193	0.0228563081	-0.0624627661	-0.0083412633	0.0451071694	-0.1629853254	0.0437358567	0.0703840094	0.0434700451	0.1820440647	-0.0298785566	0.0481938904	0.0633054916	0.2484252003	-0.0099374926	-0.0035603119	-0.1859721931	0.0705761417	0.0755929846	-0.0599575193	-0.0215919774	0.1439559743	-0.0377907509	0.1246228066	0.1255119004	0.1107198744	-0.2647895879	0.0724484578	-0.1749707551	-0.0117267161	-0.0611663461	0.0223275477	0.1684888555	-0.1328821812	0.1512085936	0.00145564	-0.00246574	2.1188878096e-06	6.079873747600001e-06	-0.00509395	-0.01770265	0.0003133838170225	2.59483266025e-05	-0.00161692	0.0013061	1.7058972100000003e-06	2.6144302864e-06	0.000675652	0.000282586	4.56505625104e-07	7.985484739599998e-08	-0.0	0.0	0.0	0.0	7.01433e-05	0.0001078751	1.163703720001e-08	4.92008253489e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9531960117	-0.3587287673	-0.5203388145	0.3488798827	-0.1881704154	1.35961192
