global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	aroma_motion_02	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_14	aroma_motion_17
71468.829330091	n/a	n/a	5107793565.813676	126238.81836827306	n/a	15936239263.017836	n/a	70551.83312277994	n/a	4977561156.984588	n/a	81745.50318310832	46496.31596217933	n/a	n/a	n/a	n/a	-0.0506357474	-0.1995404739	-0.0430492927	0.3218156922	-0.0497573824	0.2075378183	-0.0591329301	0.1017413061	-0.0570062119	-0.1495123273	-0.2352097778	0.0341423058	-0.2287788678	0.1381053176	-0.0126448127	0.0844326529	-0.0838594907	0.0751750608	-0.5415957543	0.0870077704	-0.1228549142	0.0821783212	-0.1606535172	0.0102521353	0.0184507177	-0.1531007701	0.0879202553	-0.0506352927	-0.0440326769	0.1005883223	0.0371232183	-0.0086400778	-0.0753780277	-0.1446626311	0.2030448279	-0.2069953444	-0.2402976976	0.2465452739	-0.1389230526	0.0087058262	0.0162563218	-0.0427335009	0.0215226966	-0.0366906227	0.0629832624	-0.1113971774	0.1918625007	-0.2565279848	0.0301301042	-0.3552122603	0.002673453	0.0834089556	-0.0676569498	0.0648626591	0.0862190898	-0.1087750929	-0.0088025065	0.0398628394	-0.3432021816	-0.2156204864	0.0342522355	-0.07067376	0.0060249196	0.0028374459	-0.1483664989	0.0219032034	-0.1361961194	0.0189852634	-0.0239378695	0.1348379561	-0.1034435726	0.2938347805	-0.10739463	0.0352185338	-0.1857540012	0.0894264689	-0.0436075076	0.1083283178	-0.10412161	-0.0043158309	0.2879338383	0.0610255513	0.1643619509	-0.0504459	n/a	0.00254478882681	n/a	-0.000367059	n/a	n/a	1.34732309481e-07	-0.0686783	n/a	0.00471670889089	n/a	0.00345747	n/a	n/a	1.1954098800899998e-05	-3.34371e-05	n/a	n/a	1.1180396564099999e-09	-0.00163471	n/a	2.6722767841e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08127028969	-2.358132026	-0.6523964866	1.072222927	1.119044491	0.4062182441	-0.1418515591
71783.29478739302	314.4654573020234	98888.52383617072	5152841410.533767	125053.63007189636	-1185.1882963766984	15638410394.158705	1404671.2978683007	70887.20463939868	335.3715166187467	5024995781.587986	112474.05415915827	81728.1951197574	45309.5807766521	1.161056	30.479177	0.0847797139999999	0.0448976	-0.0562462511	-0.1912858113	0.2791450006	0.1033714669	-0.0323549793	0.2344912986	-0.2631622404	0.1106852072	-0.0389544435	-0.0985717845	-0.0873130713	0.0771674008	-0.2111268077	0.4245124089	0.150986776	-0.1224524391	0.0169423239	-0.0087183739	-0.0063005488	-0.0842634591	-0.0447341731	0.1017617205	0.2899300511	-0.1184502784	-0.1083057979	0.0186509069	0.0005348995	-0.1443429256	-0.0549578233	-0.1126450181	-0.0818485589	0.0959612938	0.068396401	0.0997525508	0.0549604136	0.0790658466	-0.344970918	-0.0104084966	-0.2107270918	-0.1161636461	-0.1178769838	-0.202592515	-0.0072962426	0.0632164548	-0.0275029895	-0.2509167729	-0.1679488449	-0.0542257672	-0.0672842712	-0.088079534	-0.0326353147	0.2521219091	-0.0594806745	0.0401450768	-0.0046480767	-0.0040679936	-0.1346318508	0.1011583583	-0.3478632135	-0.2225918112	0.1164710452	-0.0202835922	-0.1557522905	0.0027457562	0.0625632175	0.0176896453	-0.158352931	-0.0350011818	-0.1418843274	-0.0355630278	-0.0245469931	0.1829313866	0.0470048009	0.0300424643	-0.2266181258	-0.0350606101	0.0397748868	0.1601076773	-0.0978413725	-0.0206602842	-0.0752443947	-0.1562386404	0.1640657595	-0.05046	-1.409999999999606e-05	0.0025462116	1.9880999999988888e-10	0.0369645	0.037331559	0.0013936452973704	0.0013663742602499	-0.0687097	-3.140000000000087e-05	0.00472102287409	9.859600000000548e-10	0.00323602	-0.0002214499999999	4.9040102499999896e-08	1.04718254404e-05	0.000263366	0.0002968031	8.809208016961001e-08	6.936164995600001e-08	-0.00120491	0.0004297999999999	1.4518081081e-06	1.8472803999999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.183671045	-2.476760044	-2.253965244	1.314439989	-1.032920789	0.07817637819	-0.5908732233
72200.74029534812	417.4455079550971	174260.75211188907	5212946899.196306	125677.68692607488	624.0568541785178	15794880991.088491	389446.9572471879	71719.45182996448	832.2471905658022	5143679770.790596	692635.3862046706	82114.56712261	54773.18524034834	2.079186	54.581238	0.0788839499999999	0.0364319	0.0166141042	-0.1968371312	-0.0079250402	-0.04591026	-0.2372616044	0.3057870218	-0.0079176001	0.2237843573	-0.1338618095	-0.0349848986	0.1507756683	0.1388579339	-0.124842698	0.195432346	-0.0064067027	-0.2464000054	-0.0891271081	-0.0400190089	0.0238787708	0.1180101876	0.0783170049	0.1988255453	0.0822666444	-0.1063892557	0.0557297521	-0.004783994	-0.2615368164	-0.1392173812	0.0034779223	0.0705837727	-0.1401081196	0.006778195	0.0554176083	-0.2228760458	-0.1741865936	-0.0242831411	-0.0484369813	-0.1523870447	-0.2696125859	-0.0211091942	0.0247308477	-0.2626066873	-0.0179696956	0.0528321497	-0.1858270153	-0.2439293716	0.0293538739	-0.0225705656	0.0025429092	0.0204530791	0.2314333798	-0.2229091676	-0.1733916331	-0.0549635377	0.1414873491	0.1145403345	-0.0010301649	0.2143277664	-0.3288085759	-0.0922529994	0.076371495	0.0272981717	0.0706758242	-0.1236361847	0.0745183499	-0.1679539182	-0.2384928093	-0.1283930987	0.2164793786	-0.0989294924	0.0005824775	0.0510040357	0.1510328372	0.1177035283	0.1000935389	0.2478458784	-0.0707005491	-0.0379423691	0.0579092804	-0.0945350262	-0.2879100259	0.0665638796	0.1634739106	-0.0342477	0.0162123	0.0011729049552899	0.00026283867129	0.0279024	-0.0090620999999999	8.212165640999993e-05	0.00077854392576	-0.0847756999999999	-0.0160659999999999	0.0071869193104899	0.0002581163559999	0.00272117	-0.0005148499999999	2.6507052249999986e-07	7.404766168900001e-06	0.000435117	0.000171751	2.9498406001e-08	1.89326803689e-07	-0.00126918	-6.426999999999995e-05	1.6108178723999998e-06	4.130632899999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5868896789	-2.492896135	0.6554822355	-0.1785784052	0.5426784458	1.187855912	0.7043358728
72076.02355047724	-124.71674487087876	15554.266451187865	5194953170.84895	125567.2410574459	-110.44586862897268	15767132026.778728	12198.289897208291	71578.00549465072	-141.44633531376894	5123410870.592248	20007.06577369516	82132.08989193566	55895.72539534079	1.9683	51.670357	0.145573	0.0739173	0.0234018704	-0.1953379918	0.0453464294	0.061686715	-0.0606636121	-0.0077035214	-0.2227783861	0.2857268775	0.0145993548	0.2504764399	0.1645465069	0.0912956185	-0.1358829849	0.2070454053	0.0470326562	0.0434467536	0.0042806368	-0.1435899423	0.0813005109	-0.1564746246	0.1341970809	0.0662842009	-0.1648924661	-0.0109459066	-0.0594410069	0.1236639984	0.1665779739	0.2384472496	-0.0770129436	0.0225114918	0.1641269106	-0.0262213152	0.0014338037	-0.0577466875	-0.0833826759	-0.05997905	-0.0559227984	-0.1494259541	-0.2143494975	-0.1632072537	-0.0079449303	-0.0351765998	-0.0283736288	0.2950367574	0.1225633073	-0.0501817628	-0.0256210112	0.0743063238	0.0660945819	0.0872648258	-0.1956152236	-0.0009297916	-0.000955545	-0.0208348317	-0.2385067261	0.123568717	0.2631512228	-0.1107641588	-0.2714078017	-0.0690286456	-0.0688833433	-0.0336839681	0.1297959156	-0.0854281109	0.0622136377	0.0043973161	-0.3027838694	0.1072881703	0.0163748219	0.033250985	-0.1946733226	-0.363523133	-0.1916564771	-0.13528369	0.0956778092	-0.1572055532	0.1250289638	-0.2117089016	-0.07040308	0.1304707569	-0.0735817443	0.0577535611	0.1625874706	-0.0351521	-0.0009043999999999	0.00123567013441	8.179393599999994e-07	0.00560855	-0.02229385	0.0004970157478225	3.14558331025e-05	-0.0687395	0.0160361999999999	0.0047251188602499	0.0002571597104399	0.00211823	-0.00060294	3.635366436000002e-07	4.4868983329e-06	-0.000600774	-0.001035891	1.0730701638809998e-06	3.60929399076e-07	-0.00175712	-0.00048794	3.0874706944e-06	2.380854436000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.163560414	-1.675520831	-0.5568488469	-0.9214113868	-0.8398488753	0.5910886732	-0.6901121245
72608.23267613108	532.2091256538406	283246.5534292255	5271955452.35119	125165.9297586845	-401.3112987614004	15666509972.355944	161050.75851356197	71728.13833622294	150.1328415722237	5144925829.180335	22539.87011855042	82229.40015112447	75831.94091060031	3.062222	80.387161	0.1314218	0.0570704	0.1662685454	0.0310692772	0.0476734262	0.1600497009	-0.3048852868	-0.0181098626	-0.0496124179	-0.0203758447	0.0305539029	-0.0171183245	-0.0108730257	0.1581651375	-0.0729525469	0.1159536483	-0.057802477	-0.0729260587	0.061572509	0.074916687	0.1322460109	0.0649342857	0.0878451023	0.1291570808	-0.2289197796	0.159568957	-0.0629763816	-0.1506427096	0.0052528636	0.2423821123	0.0608813173	0.0766208624	-0.0454762695	0.0024790953	-0.1788889706	0.2475243359	-0.0524949173	-0.0984100694	-0.2344890548	-0.1104068769	-0.0944613058	0.0838975751	0.1809972662	0.0700454695	0.024644966	0.0190456439	0.1603049825	0.0029077006	-0.1154967204	-0.0239470658	0.1375520079	0.2132163359	0.0009329907	-0.0597077658	-0.0900185202	0.0899217412	-0.1809971201	-0.158990547	0.0673771279	-0.2176874161	-0.2090296806	0.0087735025	-0.183881485	-0.1272387696	-0.1606851269	0.0834801422	0.0043006001	-0.0300394638	0.0860283434	-0.0370368281	0.0448892096	0.086271449	-0.0016041404	-0.0644516038	-0.1047391359	-0.2572522338	0.1781468325	0.0302013875	0.1109664622	-0.1492190074	0.1117647903	0.27158509	-0.0432354687	0.0244099475	0.161408037	-0.0246155	0.0105366	0.00060592284025	0.00011101993956	0.0224969	0.01688835	0.0002852163657225	0.00050611050961	-0.0902625	-0.021523	0.00814731890625	0.000463239529	0.00136673	-0.0007515	5.6475225e-07	1.8679508929e-06	-0.000900851	-0.000300077	9.004620592900003e-08	8.115325242010001e-07	-0.00115922	0.0005979	1.3437910084000002e-06	3.5748441e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5656351074	-1.479841269	0.9631755798	1.439519416	-2.076824374	-0.3514195972	0.4411866476
72344.27027650055	-263.96239963053085	69676.14841870808	5233693441.839361	125378.73299580012	212.80323711561505	15719826687.632135	45285.21772688468	71744.62853888278	16.490202659842907	5147291724.182274	271.9267837626901	82162.50681951869	61091.97463295397	2.639855	69.299515	0.132014195	0.0681467	0.0605693907	-0.1393587777	1.02522e-05	0.0216334098	-0.1639903733	0.0758087523	0.0874410856	0.1548312373	-0.0081584047	0.0718337409	0.0158082303	0.1725250899	-0.0672909312	-0.1412384461	0.1187841188	-0.0352633625	-0.0284112223	-0.2221257591	0.154709045	0.1564552146	-0.1215504254	0.154682702	-0.0133719263	-0.0210586658	0.021572013	-0.1424438833	0.2151375359	-0.1009439806	-0.0499749601	-0.0852030813	0.0893970605	-0.0063947171	0.0833845869	0.1704027291	0.2777499923	-0.0283472079	-0.0595199213	-0.0298099945	-0.077469994	0.1969503307	0.1055069284	-0.0998709996	0.0174095158	0.1681766919	0.0768119025	0.0477704503	0.0785393992	0.0821920975	-0.0079884917	-0.055636905	-0.2461773031	-0.2231316723	0.0658471528	0.1626827162	0.0740218212	0.0437447513	-0.0604588504	-0.1659704274	-0.1388490979	0.0269054109	0.0145869075	0.0513850338	-0.0612944231	0.0979860561	-0.131846339	-0.0439219919	0.1637213772	-0.104991846	0.1948612587	0.1829536	0.0499672944	0.020914209	0.0557065931	0.0451990506	0.1592406321	-0.1103010888	0.005565973	-0.0150658594	0.3852866875	0.0547912684	0.1632497564	0.0779647719	0.1599377353	-0.0232035	0.001412	0.00053840241225	1.993744e-06	0.0196646	-0.0028322999999999	8.021923289999996e-06	0.00038669649316	-0.0678647	0.0223977999999999	0.00460561750609	0.0005016614448399	0.00174601	0.00037928	1.4385331840000006e-07	3.0485509201000005e-06	-7.368809999999998e-05	0.0008271629	6.841984631364101e-07	5.429936081609997e-09	-0.000258221	0.000900999	6.667808484099999e-08	8.117991980010002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.31703404	-0.3755128871	0.409354587	0.6008678186	0.26714495	1.00282434	0.4942921402
72069.3849602511	-274.8853162494488	75561.93708955948	5193996248.548868	125758.71414970105	379.98115390092426	15815254184.586218	144385.6773198779	70566.9088982155	-1177.7196406672883	4979688631.449045	1387023.5520134869	81455.2048621819	44156.47273681149	2.732828	71.740173	0.114030505	0.0659966	-0.0747675071	-0.1534447969	0.0179423797	-0.1456721959	0.1253348688	0.0407469858	-0.0690154356	0.1004344629	0.0172508955	0.1080019824	-0.0112963507	-0.0298063466	0.0364016983	-0.0897963655	0.1422175756	-0.1298255602	0.0443549056	-0.0913889524	-0.0391061371	-0.1023895	0.1494236113	0.0429323252	-0.1307700762	0.0646815846	0.1438671324	0.0409701	0.0723426107	-0.1749298197	-0.1023027845	-0.0026552535	-0.1079249995	0.1946765209	-0.1307928407	0.0009802706	0.0110689147	0.090402881	0.0402073954	-0.0328026336	-0.0186459647	0.0039328441	-0.1356112911	-0.0110434936	-0.1088433221	-0.1033364155	0.0719077523	0.004289886	0.0969129395	-0.0476763897	-0.0970861563	0.0249433772	-0.0512816459	-0.1345549168	-0.0947883241	-0.1747012933	0.0696337291	-0.0216765976	0.1324195302	-0.1147073442	-0.0781736322	0.0043698167	0.1483748102	0.1572394625	0.0219160962	-0.0124529925	-0.0912229238	-0.1321856481	0.0578616868	0.0499624113	-0.0681796365	-0.0097330804	0.1911390173	-0.1278304741	0.06537506	-0.0040778851	0.0331914954	-0.2503650522	0.0686493051	-0.025847084	0.0927061356	0.0018505079	0.0815963449	-0.0812701504	0.1581792149	-0.0259845	-0.002781	0.00067519424025	7.733961000000013e-06	0.0329286	0.013264	0.000175933696	0.00108429269796	-0.0192877	0.0485769999999999	0.00037201537129	0.0023597249289999	0.00103668	-0.00070933	5.031490489000003e-07	1.0747054223999997e-06	0.00017348	0.0002471681	6.109206965761e-08	3.00953104e-08	-0.000289893	-3.1672000000000004e-05	8.4037951449e-08	1.0031155840000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3863010241	0.1233934354	-0.04968260323	-0.8290456001	-0.1542380265	1.656501108	-0.6361007934
71889.7557717449	-179.62918850620918	32266.64536339923	5168136984.921128	124817.92543867456	-940.7887110264855	15579514510.814522	885083.3987948762	69914.70266248731	-652.206235728183	4888065648.38401	425372.9739227261	80778.67807738544	36515.185819998114	1.955239	51.327492	0.113405425	0.0512127	-0.1288680125	-0.088033517	0.0309753783	-0.123332098	0.082763537	-0.1218440887	0.0199925734	0.0512507743	0.1729132098	-0.1717322291	-0.1317651432	-0.1161314752	0.1591175162	0.1644336946	-0.0583063918	-0.0302537651	0.0404189036	0.0288716596	-0.0822129524	0.0210478711	-0.0031953118	0.0012240706	0.0557499519	-0.0857386269	0.0809644686	-0.0097852668	-0.0319746042	0.1294713072	0.1095467233	-0.0535256609	0.0662143553	-0.1123934061	-0.0419231525	-0.0397477165	-0.1208021777	0.1412303037	0.0560560237	0.133024485	-0.0290757494	-0.0363142632	0.0307318769	0.1442832167	0.0553437395	0.0289458884	0.0946376321	-0.1177585174	0.0421472741	-0.054772584	0.016225719	-0.0323626677	0.1542622456	0.1258526738	-0.0582674	0.2050821653	-0.1478054308	-0.1364676776	-0.0272012381	0.029698444	-0.0152232678	-0.0052797342	-0.0557405576	0.2254315413	0.0687247796	0.1881497351	0.0761730734	0.0943781578	0.1100681174	0.0298115614	-0.059412291	0.0912064118	0.0728057187	-0.0548372575	-0.0358502073	-0.0330118915	0.0970426903	0.0129798944	0.0674977378	0.0573567808	-0.004379494	-0.0084569436	0.2116465161	0.0253371519	0.1561356449	-0.018766	0.0072184999999999	0.000352162756	5.210674224999999e-05	0.00572306	-0.02720554	0.0007401414066916	3.2753415763600004e-05	-0.012306	0.0069817	0.000151437636	4.874413489000003e-05	0.00179081	0.00075413	5.687120569000003e-07	3.2070004561e-06	-0.00018973	-0.00036321	1.319215041e-07	3.5997472899999995e-08	3.27607e-05	0.0003226537	1.07326346449e-09	1.0410541012369003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2021988026	0.69560396	-0.2999349783	-0.7154514406	-0.8476965899	-0.04332223672	-1.267122263
72080.20919942672	190.4534276818304	36272.50811575819	5195556558.233121	125052.20992312072	234.28448444616515	15638055206.656254	54889.2196522054	70544.04290796262	629.3402454753086	4976461989.800471	396069.1445749217	81282.2076501679	45145.20934591926	1.927533	50.600174	0.08255532	0.0561484	-0.0684947788	-0.1337851304	0.0484709872	-0.0208325053	-0.1015272201	-0.1213749865	0.0991047233	-0.0349049128	-0.0217269608	0.0314410503	-0.1451130411	-0.024596805	0.0243877553	-0.1421734515	-0.0456244204	-0.1247179615	0.0168245025	0.1083994201	-0.0950143279	-0.000387275	0.1147535069	-0.0744875793	0.1581414201	0.0925207995	-0.0238411717	0.0810579659	-0.0713069892	0.0463590694	-0.0456510443	0.166805759	-0.1138657161	0.0823186047	-0.1435032746	0.1553733172	0.0859873911	0.0888295849	-0.0280773114	0.0139610052	0.1262951831	0.1213414245	0.0067205896	0.0850700787	-0.1527117077	-0.0674574989	0.0087214166	-0.0320445315	0.0365241309	-0.0140002196	0.0432644023	0.0680742753	0.1980150099	0.0665855703	0.0339836136	-0.12207243	0.0027003591	0.0161976665	0.0323860173	-0.0572587322	0.005105624	0.0224669456	-0.0772915938	0.1105324197	-0.1550035602	0.1059469774	0.0630949704	0.0090103974	0.0653113512	0.1659084735	0.0677809353	-0.0617816596	0.0458919419	-0.1020344161	0.1131535193	0.0968894541	0.0380415071	-0.0309544079	0.3674781328	-0.0533043494	-0.1234294692	-0.1579049981	0.0387364705	-0.0685998921	0.1538107079	-0.0146578	0.0041082	0.00021485110084	1.687730724000001e-05	0.0257602	0.02003714	0.0004014869793796	0.00066358790404	-0.0121503	0.0001556999999999	0.00014762979009	2.424248999999998e-08	0.000708815	-0.001081995	1.1707131800250002e-06	5.02418704225e-07	-0.000216843	-2.7113000000000023e-05	7.351147690000011e-10	4.7020886649000004e-08	8.873829999999998e-05	5.5977599999999984e-05	7.874485886889997e-09	3.1334917017599982e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.613401062	0.4966693626	-0.1541476748	1.27944098	-1.587537039	-0.2292409678	0.7268816686
71857.63148618204	-222.57771324468197	49540.83843323187	5163519202.803941	125045.41254982915	-6.797373291570693	15636355199.756971	46.2042836649586	69978.24129683271	-565.8016111299075	4896954254.997744	320131.4631571991	80830.94640256648	29330.083060865192	2.74743	72.123489	0.066737205	0.0381288	-0.1702623003	0.0775350764	-0.027474411	-0.0982134882	0.0116418257	-0.0353565885	0.1324781465	-0.0432173222	0.1573345579	-0.0020992697	-0.0664334486	-0.1251250029	0.1658687243	-0.162551124	-0.0748407389	0.03247499	0.0259375612	0.1454900154	-0.0147361497	0.0064482525	0.0473442924	0.097105186	-0.0572204509	-0.1994055151	-0.3470930985	-0.1402386247	0.2043898541	-0.2440376853	0.1464927217	-0.0403994403	-0.0530753876	0.3035150736	0.1892518693	0.067552261	-0.1040358917	0.0923742419	0.1381338933	0.1131292407	0.0561019996	0.0115497086	0.238206563	0.0742134731	0.0067231302	0.0015880356	-0.0010973282	-0.0356761974	0.1461745739	-0.0883099773	-0.1486838893	-0.0273878435	-0.0750071853	0.0609108571	0.1841729256	0.0541455244	0.0509080168	0.1646820836	0.0966890475	-0.0100502537	0.0659513056	-0.0469140014	-0.0211618177	0.1897600667	-0.0992731143	-0.1147302357	-0.0644177007	-0.0762589692	0.1537478525	-0.0059275071	-0.0574733402	-0.1093101852	-0.0105950944	0.1389540536	-0.0717523854	0.0904949002	0.0659878203	-0.0087676814	0.0528525748	-0.2557786541	-0.2647375048	0.0539922247	0.1728520189	-0.1139697653	0.1512085936	-0.0153567	-0.0006988999999999	0.0002358282348899	4.884612099999984e-07	0.00575988	-0.02000032	0.0004000128001024	3.31762176144e-05	0.0135408	0.0256911	0.00018335326464	0.00066003261921	0.000482222	-0.000226593	5.134438764900001e-08	2.32538057284e-07	-0.000222496	-5.652999999999995e-06	3.1956408999999936e-11	4.9504470016e-08	0.00026343	0.0001746917	6.93953649e-08	3.051719004889e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5492235353	0.362612786	-0.709657007	0.6835876036	1.477953038	-0.6298137006	1.206637363
