global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_14	aroma_motion_15	aroma_motion_18	aroma_motion_22
71954.03644758915	n/a	n/a	5177383361.100988	125428.77332208806	n/a	15732377177.08375	n/a	70595.87731322824	n/a	4983777893.624373	n/a	81566.38981647533	48192.340531379945	n/a	n/a	n/a	n/a	-0.0443385223	-0.0825701787	0.1393661327	-0.0389050258	-0.0622435063	0.213553352	-0.0125850916	0.0321138438	-0.118518341	0.2355672811	-0.0547180606	0.0427694703	-0.0087751778	0.0275888337	0.1329341778	-0.1178964021	0.1274939	-0.1332308282	0.0961323727	-0.183450242	0.0294997622	-0.1214921856	0.0220696404	-0.0579224968	0.2368698859	-0.0776154904	0.1088762682	0.0408999354	-0.2715953268	-0.0488765738	0.0074624879	0.0804622474	-0.0825120114	-0.1073967654	-0.0646330046	0.1756843267	-0.0349119797	0.1614843654	-0.0132628109	0.0711782802	-0.0844831474	0.1067734723	0.0712313169	-0.2188910481	0.2260381637	-0.0444083244	0.0429031	-0.005761736	0.0243139184	-0.0599838961	0.2133425444	-0.0461192315	0.1569168137	-0.0353878196	-0.1805697635	0.0669917333	0.2861051624	-0.0664683128	-0.2361128567	-0.3814908122	-0.0522206615	0.0005037903	-0.145838033	0.0927613747	-0.004477697	0.2553376848	0.0028982802	-0.1249818442	0.0900635184	-0.0338225159	0.0293431011	-0.0157399675	0.113603527	-0.2854630827	0.1126008428	-0.0083388877	0.2469363132	0.0297840663	-0.0669309604	0.0218935505	0.125979598	-0.107594351	0.0702010095	0.1643619509	-0.00902985	n/a	8.153819102250001e-05	n/a	-0.0245436	n/a	n/a	0.0006023883009599	-0.093979	n/a	0.0088320524409999	n/a	0.00506778	n/a	n/a	2.56823941284e-05	-0.000691112	n/a	n/a	4.776357965440001e-07	0.00208794	n/a	4.3594934436e-06	n/a	0.0	0.0	0.0	0.0	0.0	-2.391811992	1.105568337	-0.737417272	1.094433866	0.4112265544	-1.338698177	-1.43474371
71846.75219815246	-107.28424943669232	11509.91017719442	5161955801.422726	125597.0777121804	168.3043900923367	15774625929.83948	28326.36772435344	70489.84375267735	-106.03356055088808	4968818072.276866	11243.115963098846	81601.26386689964	46588.75251031691	1.432181	33.603329	0.15765315	0.0704856	-0.0644283891	-0.0768699603	0.1245491605	0.0883035719	-0.073425378	0.2648633761	0.0406118517	0.1689203437	0.0335264831	0.0799484248	0.0638500644	0.090163179	0.0005399233	-0.0122919223	0.2113716002	0.0273718877	-0.0395980056	-0.1167697233	0.1417285773	0.1774501974	0.0032427529	0.1413967635	-0.0618416107	-0.2760152475	-0.0388293045	-0.0312424363	-0.0309772385	0.074996891	-0.2075813608	0.0092806824	-0.038641591	-0.0712919102	0.1318492978	-0.1791934749	-0.195773128	0.0848560022	-0.1764614706	0.1526102718	-0.0576054431	0.0881553652	-0.1052746436	0.0513165875	-0.0007529139	-0.2414345698	0.1554966761	0.1095776061	-0.0408739309	0.3414144943	0.3408657231	0.0466185016	0.0343854663	-0.1657553821	0.0643589323	0.0651676164	0.1529670034	0.0800196185	-0.0021503492	-0.0209915667	0.0325098422	-0.3472019079	-0.0529959855	-0.1004696113	-0.170936366	0.1065006732	0.0264381261	0.2520259678	-0.0621911413	-0.1580765258	0.1179267575	-0.1625465111	-0.0985126147	-0.1937015132	0.0338984842	-0.1467434434	0.1626195745	0.0344316683	-0.1264923266	-0.2146762581	-0.0688596697	-0.1503547461	-0.032097496	-0.0318400125	0.0871954057	0.1640657595	0.0119256	0.02095545	0.00014221993536	0.0004391308847025	0.0136302	0.0381738	0.00145723900644	0.00018578235204	-0.065664	0.0283149999999999	0.004311760896	0.0008017392249999	0.00435594	-0.00071184	5.067161856e-07	1.89742132836e-05	-0.00128573	-0.0005946179999999	3.5357056592399986e-07	1.6531016328999995e-06	0.00218566	9.771999999999992e-05	4.777109635599999e-06	9.549198399999984e-09	0.0	0.0	0.0	0.0	0.0	-2.600221197	0.2626260995	0.2741111052	1.236496788	0.8950548603	-1.837362347	0.4874106244
71616.47495819071	-230.27723996175337	53027.60724440294	5128919485.437157	125239.70084339488	-357.37686878551904	15684982667.343044	127718.22634294209	70075.58061225583	-414.2631404215208	4910586998.144765	171613.94951190066	81327.375517427	40891.557643275104	1.836247	43.083954	0.2187239	0.117159	-0.1201559349	0.0120941631	0.0770642573	0.0855996366	-0.0863838713	0.273099104	0.0925387469	0.0032725452	-0.04660683	0.0018947967	0.0577000415	0.2385143993	0.1072549652	-0.0988212743	0.096428444	0.0951592593	-0.0182368914	-0.0463752888	-0.1097303886	-0.0994204805	0.0035229756	-0.105236469	0.0290362377	0.1670898569	-0.0137299025	-0.0960362959	-0.1432694808	0.0669494135	-0.1430125337	-0.1525034921	-0.091199888	0.0196652138	0.0052876512	-0.0162789403	-0.0628987566	0.0454723348	-0.210621638	0.1891559907	-0.1320877988	-0.1234412191	-0.1305302057	0.0448530628	-0.0534303427	-0.117122807	-0.0086934005	-0.0557067592	-0.0388420355	-0.0755417723	0.0251155949	0.0824746917	0.0666141106	0.1761184561	0.0635067904	-0.1737853704	0.0639901725	-0.0148588928	-0.0219738213	0.1390330614	-0.1421003309	-0.2733467722	-0.1530851366	-0.0949026294	-0.0191484672	0.1518375824	0.0763550052	0.0361230973	0.0541948591	0.1144969265	0.090472999	0.1308597795	0.0771811668	-0.0171346959	-0.1191138507	0.0306549185	-0.2678737075	0.0133314393	-0.2007883717	-0.036881503	0.083605898	0.111126893	-0.1644723103	0.1559390276	-0.1728813819	0.1634739106	-0.0360351	-0.0479607	0.00129852843201	0.00230022874449	0.0101884	-0.0034418	1.184598724e-05	0.00010380349456	-0.0401228	0.0255412	0.00160983907984	0.00065235289744	0.00377127	-0.0005846699999999	3.4183900889999977e-07	1.4222477412900002e-05	0.000201854	0.001487584	2.212906157056e-06	4.0745037316e-08	0.00142231	-0.0007633499999999	2.0229657361e-06	5.827032224999998e-07	0.0	0.0	0.0	0.0	0.0	-2.502884	-0.8448245464	-0.4526233936	0.3784859032	0.6934614735	-0.6733903526	1.276536273
71746.99145220139	130.51649401067698	17034.55520883908	5147630782.442259	125760.12280717328	520.4219637783972	15815608488.475304	270839.0203829633	70011.97159869774	-63.60901355808892	4901676167.136859	4046.10660583314	81235.5923517237	41636.61089743338	1.485613	34.857021	0.13485393	0.0742899999999999	-0.0986574161	-0.061088742	0.0650852744	-0.1472320866	-0.0378904824	0.0136518536	0.2944005889	0.1061252207	0.0330502849	-0.0365300191	-0.0380894014	0.1056853818	-0.234851021	-0.1782258005	0.0751332734	-0.1478444731	0.1248073632	-0.0570485078	0.0715870876	-0.257926602	-0.1462045668	0.1298404094	0.1335570348	-0.0128407662	-0.0035615745	0.1096503069	-0.0459475119	0.0017911743	0.084354737	0.1353799865	-0.0536063054	-0.0815982038	0.2087655515	0.2039654263	0.0430102741	-0.0560335564	0.055811943	0.2693716197	-0.1058903424	0.1566761476	0.045095338	-0.1529938753	0.0594175724	-0.0412944878	0.0156954729	0.0206565162	-0.0898093427	-0.1005458097	-0.1907241846	-0.1288425299	0.1588018506	-0.0771121087	-0.0696381936	0.1909761019	0.1112145536	-0.0634212821	0.0953669905	0.3340768844	0.2751260303	-0.196441691	-0.0939472482	-0.1145686185	-0.0748559708	-0.0667211635	0.0966917896	0.0272028406	0.0785547943	0.1274236518	0.0472103088	-0.0125239995	-0.0674044194	0.0189520269	-0.2408743533	0.024714066	-0.1074191351	0.1275541641	-0.0923547985	0.0422976851	0.0298333462	-0.0091502335	0.0117173543	-0.2492473973	0.0602923012	0.1625874706	-0.00257472	0.03346038	6.6291830784e-06	0.0011195970297443	0.0180394	0.007851	6.1638201e-05	0.00032541995236	-0.030482	0.0096408	0.0009291523239999	9.294502464000004e-05	0.00301435	-0.00075692	5.729278864000005e-07	9.086305922499998e-06	-0.000687401	-0.000889255	7.907744550250001e-07	4.725201348010001e-07	0.00145417	3.186000000000009e-05	2.1146103889e-06	1.0150596000000059e-09	0.0	0.0	0.0	0.0	0.0	-2.133242901	-0.5855047832	-1.265876273	-1.125957308	-0.4661220996	-0.5092520582	-0.09694081467
72155.02252686242	408.0310746610339	166489.35788903825	5206347275.852023	125089.51500355112	-670.6078036221588	15647386763.82364	449714.826278936	70647.20949976439	635.2379010666482	4991028210.1036	403527.1909515608	81500.48903760017	46104.49790413149	1.70427	39.98737	0.05748658	0.0270116	-0.0362227048	-0.0793534608	0.0478097556	-0.227509137	0.0831613442	0.1566815033	-0.0471424912	0.1847506845	-0.1379023561	-0.091793871	0.0682778999	0.1203821862	0.0595433078	0.0650486654	-0.0404237811	-0.1178165125	-0.0164936954	-0.0933552336	0.1480339915	0.1004816185	-0.0859751727	-0.0975479801	0.0079519144	0.0240547958	-0.0960846557	-0.1823855761	-0.1921350813	0.2009319706	-0.0282436208	0.0315013136	-0.0489694035	-0.0990435467	0.0973658953	0.0240262745	-0.0063738364	0.0508800575	0.0945873763	0.2245586362	0.0850801108	-0.0542248773	-0.1931388492	0.065698282	0.0097132494	-0.0022324924	-0.0710636755	0.0065258002	-0.1560127354	0.0238627627	-0.0352240662	0.1721987454	-0.1474349902	-0.0911619856	-0.0117585802	0.0106152878	0.1943589395	-0.0609554399	-0.1375397524	-0.0071789342	-0.0067529491	-0.1903213774	-0.0108439195	-0.0269093935	-0.0953389031	-0.1275090777	0.0099962815	0.050800451	0.066776409	0.0905818082	-0.1625953532	0.0369051948	0.0505373832	0.0702836725	-0.1313856618	0.0399558111	0.0031625383	0.0305485038	0.2172717545	0.0730751667	0.0448306157	-0.0746747937	-0.0822653339	0.0400198409	-0.0796504471	0.161408037	-0.00663289	-0.00405817	4.39952297521e-05	1.6468743748899997e-05	0.00165294	-0.01638646	0.0002685160713316	2.7322106436000005e-06	-0.0449535	-0.0144715	0.00202081716225	0.00020942431225	0.00279013	-0.0002242199999999	5.0274608399999913e-08	7.7848254169e-06	-0.00079277	-0.000105369	1.1102626161000004e-08	6.284842729e-07	0.00157599	0.0001218199999999	2.4837444801e-06	1.484011239999998e-08	0.0	0.0	0.0	0.0	0.0	-1.764037898	-0.4230584049	-1.791350691	-0.1864055921	-0.8795271767	-0.2642583629	-1.301213263
72578.00387268295	422.9813458205317	178913.21891214824	5267566646.143182	125587.30124733664	497.786243785522	15772170234.589285	247791.14450209908	71724.65084711275	1077.4413473483582	5144425539.140231	1160879.8569758455	82200.09921788643	60207.29595208937	2.70169	63.389889	0.12873277	0.0564344	0.0965860342	-0.0452723727	0.1537020217	-0.0216439305	0.1228836494	0.1389716459	-0.1693677922	0.1633691456	0.0436365258	0.1292920419	0.0530862666	-0.0763285704	0.0476222245	0.1855465326	0.1235473707	-0.0743195885	-0.1046149068	-0.1774215798	-0.0284827756	0.1190053384	-0.114539049	-0.0570485789	0.1599286108	0.0090075752	-0.0476282885	0.1943447416	-0.0901866444	-0.1245381475	-0.1065767897	-0.0642654635	-0.0947675859	0.1738297054	-0.0640765799	0.2216139644	0.0763037171	-0.122073328	-0.022341039	0.0839590968	0.2368575464	0.0068739379	-0.070071833	0.1645747202	0.0445478444	0.074358329	0.0086129195	0.0502433915	-0.1518562297	0.0329804986	-0.0259085277	-0.1801666082	0.0339051043	-0.0669845124	0.1146970935	-0.2253100602	-0.0296484314	-0.0981827362	-0.2360217774	-0.038311769	0.1976627302	-0.151072522	0.0766906297	0.1264232037	-0.0890987221	0.0602255021	-0.0766289027	0.0529965647	0.2040239074	0.0689057385	-0.0825754027	0.1499598231	0.1731672519	0.1604140141	0.0014515983	0.225560082	-0.0644750064	0.1282039643	0.1231807205	0.0849701547	0.1506778878	0.078393694	-0.0996899184	0.0843580102	0.0628993135	0.1599377353	-0.0236695	-0.01703661	0.00056024523025	0.0002902460802921	0.0234813	0.02182836	0.0004764773002896	0.00055137144969	-0.0822168999999999	-0.0372633999999999	0.0067596186456099	0.0013885609795599	0.00253094	-0.0002591899999999	6.717945609999992e-08	6.4056572836000005e-06	-0.000476032	0.000316738	1.0032296064400005e-07	2.26606465024e-07	0.00109983	-0.00047616	1.2096260289e-06	2.267283456e-07	0.0	0.0	0.0	0.0	0.0	-1.082581229	1.518790148	-0.4648533832	0.4017419792	0.5577617086	-0.1005525392	-1.464653481
72019.72111620945	-558.2827564735053	311679.63617565524	5186840229.656585	125660.16611772016	72.86487038352061	15790477348.733028	5309.289336007259	70354.34586778187	-1370.3049793308746	4949733982.483476	1877735.7363789887	81434.13494157896	45684.51081405147	2.849858	66.866356	0.1220551	0.0663244	-0.0589836659	-0.0239615611	0.0913688884	0.1189467552	-0.0574289108	-0.0051002177	-0.1395805218	0.1017429813	0.0906063975	0.2147664531	-0.026893552	0.0512847465	-0.0175249339	-0.0127401878	0.1703828061	0.0268260475	0.0441824346	-0.2500320969	-0.1308595188	0.189959362	0.1313654323	0.0164780595	0.0576261234	0.005782915	-0.0701156091	-0.1645444228	0.1251854821	0.07989625	0.2755350545	0.16723486	-0.2352302592	0.0285161312	-0.055297068	-0.0462512985	0.191935538	-0.0331677595	-0.0994154363	-0.0012638282	0.0229328938	0.0166379259	0.0737273944	0.2027098265	-0.0292915794	-0.1846673437	0.1497803975	0.1412880991	0.1111011014	0.085674284	-0.1722148351	-0.0348376625	-0.043182418	-0.0301824174	-0.0621789978	-0.1813358766	-0.1438357785	-0.0628527608	-0.1104505348	0.1002571098	0.1387123704	-0.1115910172	0.0491820868	0.0493731873	-0.1475832502	0.0873067088	-0.0866092767	-0.0894558184	-0.1324486611	-0.0132893971	-0.0777255327	0.0554214843	0.0173376797	0.2199261693	-0.1052779633	0.0495383322	-0.1509773441	-0.0457382401	-0.0045678983	0.188564829	0.08358109	0.0750591531	0.0825714768	0.2071739651	0.0465634259	0.1581792149	-0.00675841	0.01691109	4.56761057281e-05	0.0002859849649881	-0.00292996	-0.02641126	0.0006975546547876	8.584665601600001e-06	-0.0302558	0.0519610999999999	0.00091541343364	0.0026999559132099	0.00224806	-0.00028288	8.002109440000008e-08	5.0537737636000005e-06	-0.000564755	-8.872300000000002e-05	7.871770729000005e-09	3.18948210025e-07	0.00126366	0.00016383	1.5968365956e-06	2.68402689e-08	0.0	0.0	0.0	0.0	0.0	-1.493917937	0.03599417942	1.207951792	1.399909481	-0.800593725	-0.5172585658	-0.5267091994
72016.165615325	-3.555500884453068	12.641586539346546	5186328109.933918	124995.00795898438	-665.1581587357796	15623752014.666569	442435.3761327725	70202.80995919723	-151.53590858464304	4928434526.167161	22963.13159057329	81054.09424727685	39105.385836693546	1.956838	45.913387	0.0519730499999999	0.0250714	-0.1161805258	0.0853700727	-0.0225620711	-0.0239061175	0.0197032904	0.0772344023	0.06544034	-0.0723962364	0.2006815536	0.1044492408	0.0161030422	0.0420897415	0.1440326054	-0.1154175751	0.0170077764	-0.1501015798	0.0866874815	0.0255781874	-0.1623737531	0.0214016102	-0.0678390675	0.0035498947	0.1624746527	0.1409885649	-0.0268958175	-0.0385587627	0.0739392219	-0.12542604	-0.079687331	0.0057206896	0.0149719785	-0.1939971262	-0.0380759283	0.1004605398	0.1183035862	-0.069433865	-0.0018014099	-0.0223604814	-0.0504303525	-0.1077928152	-0.0907855911	-0.0643679907	-0.2259247561	-0.036568717	0.019532518	0.2692815018	-0.0112903804	-0.05158323	-0.1920580286	-0.0247660647	-0.0044520412	0.0992040707	0.1213477281	0.0154743193	0.0468077133	-0.0416325883	0.0287319604	-0.0153499012	-0.023753699	-0.0976553471	-0.0758300441	-0.044382618	-0.0826849494	-0.1248837324	0.0935037445	-0.2275333296	-0.1151446925	-0.0646566502	0.1445669744	0.1484810485	0.0227940705	-0.0932159398	0.0562731792	0.098069028	-0.1605698736	0.0033633262	-0.0732391936	0.114763868	-0.0281472436	-0.0891739108	0.2445530429	0.1700430681	1.7626e-05	0.1561356449	-0.0019837	0.00477471	3.9350656900000005e-06	2.27978555841e-05	-0.0112265	-0.00829654	6.88325759716e-05	0.00012603430225	-0.00813545	0.0221203499999999	6.61855467025e-05	0.0004893098841224	0.00245001	0.0002019499999999	4.078380249999992e-08	6.0025490001e-06	-0.000655734	-9.097900000000004e-05	8.277178441000007e-09	4.299870787560001e-07	0.00122096	-4.26999999999999e-05	1.4907433216000003e-06	1.8232899999999913e-09	0.0	0.0	0.0	0.0	0.0	-1.835996284	-1.254479409	-0.5026598767	0.6740929124	0.7744771125	-2.049172053	1.379044698
72376.43802899151	360.2724136665201	129796.2120491002	5238348781.764449	126198.180357777	1203.1723987926234	15925980725.614014	1447623.8212163956	70764.36655564599	561.5565964487614	5007595574.021829	315345.8110151171	81492.9494864591	48406.53604913527	2.295901	53.868847	0.075437784	0.0392972	-0.0079114269	-0.0208006987	0.1140863595	-0.0652339128	0.1512059192	-0.1036941895	0.243216392	0.0155286285	0.065329151	-0.0940013985	-0.0389608408	-0.0676745432	-0.0184295433	-0.0009781342	0.0359506213	0.0113302106	0.2028490781	-0.0929834839	0.0061318137	-0.0611331134	-0.1153252052	-0.0626755953	0.2276108576	-0.114710131	-0.0750392812	0.0736435199	-0.0743749251	0.1334482479	0.2512737206	-0.0096762257	0.0154244561	0.1295763126	-0.1757483526	0.0420159963	-0.0702130886	-0.0982612696	0.1068403443	0.001680613	0.065556106	0.0436614524	-0.0814007356	-0.1698002038	0.0906829062	-0.1003484239	-0.0810989337	0.0303918576	-0.0929093218	-0.0838399033	-0.1773683436	-0.1201206369	0.0702375088	0.138735554	0.0224619044	0.034155117	-0.135552063	0.1778319881	-0.1332572377	-0.1409868536	0.1163005678	-0.0297096663	0.0518900135	0.0961349371	-0.0269416437	-0.1890664494	0.0441957324	-0.2174943229	0.0616093991	0.0513103536	-0.0229941813	-0.0814988327	-0.1140643079	-0.0823507065	0.0351112814	0.0158890943	-0.0131775359	-0.0591642171	0.1617116271	0.1250475193	0.0812622604	-0.0120849218	0.1626988753	-0.0442707368	-0.0002391048	0.1538107079	-0.000949996	0.001033704	9.02492400016e-07	1.0685439596160002e-06	-0.0079659199999999	0.00326058	1.063138193640065e-05	6.345588144639842e-05	-0.0282196	-0.02008415	0.00079634582416	0.0004033730812225	0.00181159	-0.0006384199999999	4.075800963999998e-07	3.2818583281e-06	-0.000917371	-0.000261637	6.8453919769e-08	8.415695516410001e-07	0.00109983	-0.00012113	1.2096260289e-06	1.4672476900000029e-08	0.0	0.0	0.0	0.0	0.0	-1.123188082	-0.2561886415	-0.3024722671	-0.9742016192	0.06035899212	0.9244979113	0.1593051769
72167.77059569888	-208.6674332926341	43542.097716935896	5208187112.75342	125551.4880637429	-646.6922940341028	15763176155.020176	418210.9231630905	70355.47177272533	-408.8947829206591	4949892408.362751	167194.94349973288	81114.39497959078	43216.93850117345	1.794052	42.093933	0.054427198	0.0281357	-0.0675058319	0.039821209	0.0664081583	0.0443112879	0.1035866903	-0.1490546945	0.0874704467	0.0022125398	0.1949629247	0.1114383999	0.0912120094	0.0311718882	-0.043690691	-0.0340710898	-0.004124005	0.0251542622	-0.0686628103	0.010462931	0.0540218818	0.1564611709	0.0157328364	-0.1524878327	0.0202695749	0.0506280143	-0.0254058761	-0.0788157032	-0.115309645	0.0783416237	0.1900759045	0.1083527505	0.197095154	-0.0767584675	-0.053972074	0.0974123411	0.0917203422	0.00181463	0.0601145222	-0.1019265181	-0.0021408078	-0.0508214202	0.0586104921	-0.1233044978	0.045071681	-0.191915202	-0.1526482872	0.1254564358	-0.113602047	0.1030392524	-0.079186782	-0.0058016335	0.0223240219	0.0136188221	-0.1309768338	0.0008682554	-0.097214945	-0.0277032102	0.052264861	-0.0872542305	0.0789692851	0.0397784581	0.0355791759	0.1091167045	-0.0110132382	-0.1264143176	0.050781283	-0.1832947798	0.0649990002	0.0143807925	0.1100284009	-0.0521186412	-0.1903665227	-0.251795004	0.1444372703	0.154089295	0.0078451377	0.0750128802	-0.0001929117	0.1316235046	0.0612423432	-0.021817091	0.1404896658	-0.0006231948	0.1205534445	0.1512085936	-0.0008562179999999	9.377800000010004e-05	7.331092635238287e-07	8.794313284018766e-09	0.0106357	0.0186016199999999	0.0003460202666243	0.00011311811449	-0.0104583	0.0177613	0.00010937603889	0.00031546377769	0.00165569	-0.0001559	2.4304810000000014e-08	2.7413093761e-06	-0.000906851	1.0520000000000082e-05	1.1067040000000171e-10	8.22378736201e-07	0.00129282	0.00019299	1.6713835524e-06	3.7245140100000033e-08	0.0	0.0	0.0	0.0	0.0	-0.8172727828	-0.4188229308	0.2940696785	-1.443926489	1.031156356	-0.4134292699	-0.5076943949
