global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_11	aroma_motion_12	aroma_motion_16
57711.73743282092	n/a	n/a	3330644637.5148635	90374.38121071618	n/a	8167528779.21985	n/a	55281.29462434736	n/a	n/a	3056021535.343897	59153.97998005319	62532.42259706297	n/a	n/a	n/a	n/a	-0.0731341033	0.2259290356	-0.1008963222	0.1244829758	-0.2957599124	0.0921338242	-0.0825394868	0.0935932264	-0.076682067	0.0861450594	-0.0332084399	0.0825161607	-0.0439305937	-0.004834663	-0.096912417	0.1587613917	0.002450202	-0.2076071675	0.0277419854	-0.1641159508	0.0607649895	-0.0834532188	0.0410698528	-0.0738492745	0.0934684853	-0.0566120975	0.1685953665	-0.0506642035	-0.1382080471	0.0118091674	0.1452470727	-0.2089278697	0.051536871	0.0801950625	0.0146858392	-0.2698814607	0.0838800675	0.0926010493	-0.0740067019	0.2809287359	-0.0988671772	0.0950646212	-0.007556522	-0.118835563	0.0431988839	-0.129716778	0.3029442612	-0.1668120891	0.166815718	-0.2188180674	0.1188169972	-0.0345138102	0.1443828408	-0.0674440189	-0.0345970211	0.0460546565	0.0507022244	-0.2642667574	-0.0602681475	0.1185908345	-0.1374723208	-0.0380200724	0.0694746474	-0.2129231823	0.0525107858	-0.1257805751	0.2016284828	-0.0409881303	0.1280434383	-0.1324762776	0.2112025643	-0.03478619	0.0175465491	-0.021996874	0.1098672433	-0.0782801383	0.1601840439	-0.0310790593	0.2723654794	-0.0230771277	0.2411453236	0.063453347	-0.1587333447	0.0724208205	0.1643619509	-0.0465013	n/a	n/a	0.00216237090169	-0.0369775	n/a	n/a	0.00136733550625	-0.108447	n/a	n/a	0.011760751809	0.000350889	n/a	1.2312309032100004e-07	n/a	3.30631e-05	n/a	1.0931685816099999e-09	n/a	-0.000493334	n/a	n/a	2.43378435556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634122835	0.2997102174	0.9452459086	-1.539342477	1.010877546	3.382099746	0.1156084435
57658.25948568996	-53.477947130959365	2859.890829341685	3324474886.919156	89978.79564115616	-395.5855695600185	8096183665.032943	156487.94284412422	55142.78877457003	-138.50584977733524	19183.87042254176	3040727153.8368464	58942.566848404254	61717.54975053867	0.950636	22.169008	0.0636057299999999	0.0397653	-0.0649472185	0.165295487	-0.1478322387	0.0103677804	-0.0906197226	0.0085887593	-0.1473525887	-0.0630360139	-0.0925567837	0.1565273056	0.050038805	0.0812710131	0.1389838859	-0.0133497799	0.1797191073	-0.0543200948	0.1046208595	0.0441115894	-0.0284025726	-0.0521693578	0.2231405307	-0.0949085458	0.2970154233	-0.0033724358	0.1086989947	-0.1635454474	-0.1057285032	-0.0254424463	-0.0034428117	0.1088590523	-0.0924714743	-0.1215131121	-0.1454596868	-0.0630837971	-0.1906354381	0.1779610537	0.0572647959	0.0684939364	-0.1457507035	-0.081421158	-0.0327674336	-0.0574544931	0.1921551753	0.0242631946	0.1042764716	0.0779659913	0.2027068848	-0.0956876035	0.2040608507	0.0982424154	0.1209017404	-0.1207706134	0.0636973991	-0.1001967463	0.0293099997	0.1147188427	-0.2231114501	0.1844428163	0.1065834648	-0.0701133276	-0.0904132414	-0.0765646677	0.0463796712	-0.3034409087	-0.0101147662	-0.016164477	0.1117782997	-0.0789296553	-0.0714578731	-0.0589971221	0.0411432428	0.1740539864	0.0162322557	-0.0134311666	-0.0294435074	-0.0478784865	0.0887831574	-0.0810993092	0.3046796367	0.055249473	0.0522828594	0.1752314234	0.0164582468	0.1061996836	0.1640657595	-0.0465232	-2.189999999999831e-05	4.796099999999258e-10	0.00216440813824	-0.0657222	-0.0287446999999999	0.0008262577780899	0.0043194075728399	-0.133454	-0.0250069999999999	0.0006253500489999	0.0178099701159999	0.000165324	-0.000185565	2.7332024976e-08	3.4434369225e-08	4.41407e-05	1.1077600000000004e-05	1.94840139649e-09	1.2271322176000008e-10	-0.000493334	0.0	0.0	2.43378435556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.467537927	0.7789527758	0.2594054321	-1.406285873	-0.2881217774	0.9344170331	0.9449634528
57684.77101287378	26.51152718382218	702.8610736185425	3327532806.8076835	89670.5535435663	-308.2420975898567	8040808172.809591	95013.19072659477	55104.39950763974	-38.3892669302877	1473.7358154448812	3036494845.097567	58907.43853806516	61706.76236712346	0.8267959999999999	19.281027	0.104146545	0.0655026	-0.0748590533	0.1392328444	-0.152126919	-0.0606171813	-0.028258004	0.0083981447	-0.2522221983	-0.0174487703	-0.0425711605	0.0979313965	0.018416142	-0.0349616657	0.0497862654	0.0581293093	-0.0495649911	-0.0861738458	0.1733483805	-0.1034145995	0.1333425251	0.1733838954	0.0934158299	-0.1446540534	-0.229395191	-0.2630769364	-0.0727773826	-0.197464338	-0.0460596632	-0.0131953006	0.052186923	0.0918423465	-0.0355711269	-0.234370588	0.0306999793	0.160861229	0.127675668	0.1372290754	-0.0892631807	0.0002764922	-0.0660356227	0.1167199962	0.1849662119	-0.0062219858	0.2156605414	-0.1601821319	0.1146603277	0.0848093525	-0.0004210274	0.0289211375	-0.2188275529	-0.0490869769	0.202617356	-0.1119622786	-0.0590922928	-0.1751712217	0.1492149532	0.1068045005	0.1374946063	-0.0648230843	0.2052493196	-0.0973751454	-0.1175528238	-0.1141316358	0.1061804683	-0.1231928799	-0.0104429663	-0.1001800284	0.1076278427	-0.0837055942	-0.1304800904	0.0775162186	-0.024718854	0.1232497624	-0.0594856432	-0.1428988727	-0.1175089914	0.0828069956	0.0461483425	-0.0804440564	-0.0001164744	0.0129480968	0.0253898199	0.3005061508	-0.1089059131	0.0675813335	0.1634739106	-0.0465682	-4.499999999999643e-05	2.024999999999679e-09	0.0021685972512399	-0.00568309	0.0600391099999999	0.003604694729592	3.22975119481e-05	-0.156368	-0.022914	0.000525051396	0.024450951424	5.2116e-05	-0.000113208	2.716077456e-09	1.2816051264e-08	-0.00026562	-0.0003097607	7.05539844e-08	9.595169126448998e-08	-0.000493334	0.0	0.0	2.43378435556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50521163	0.9441069257	0.607726486	-1.519476576	-0.2647020581	-0.4730743563	0.5324831886
57769.16713224744	84.39611937366135	7122.704965333297	3337276671.153538	89587.9409995795	-82.61254398680467	8025999172.544137	6824.832423971736	55120.077177230494	15.677669590753794	245.78932379684625	3038222908.023846	58916.96590093085	61433.24858695079	0.851117	19.848198	0.1070323949999999	0.0482747	-0.0666075689	0.0585304376	-0.116360345	-0.1837174284	0.139958031	-0.012669688	-0.1826613664	0.0033024853	0.0506572643	0.0414986054	-0.0027285794	-0.0531482291	-0.1368152637	0.0450040479	0.0006309765	-0.0990224369	0.0902049572	0.0515927418	0.0610224952	-0.0669245159	0.2063451243	-0.0165369585	0.0701366079	-0.1541936586	-0.042555611	-0.0467869185	0.0825202248	-0.0506423983	-0.0169870709	0.1443112738	0.1802177681	0.0898076917	-0.1177862339	0.004491792	-0.0139489573	-0.2688030392	-0.0132439845	-0.0491440331	0.00148236	-0.0386142964	0.1269964266	-0.0278876601	0.1692035659	0.0223494795	0.0506079202	-0.1177702731	0.0712430294	0.0236511925	0.0355181925	-0.03083613	0.0886252497	-0.1120835457	-0.1676195847	0.0888355184	0.1140308684	-0.0067274946	-0.0510137238	-0.1147285095	-0.0559922317	0.1768483232	-0.082629381	-0.0700304691	0.1448331635	-0.0538363557	-0.0730129588	-0.0951105833	0.2148327204	-0.042847444	-0.1346678305	0.0704258374	-0.0927569513	-0.0014237786	-0.0219818966	-0.1697559394	0.0390800785	0.0047702566	0.0569297763	-0.0723695754	-0.1577961881	-0.033476235	0.0489372178	-0.1158744783	-0.006974478	-0.1333362016	0.1625874706	-0.0338398	0.0127283999999999	0.0001620121665599	0.00114513206404	-0.0252698	-0.01958671	0.0003836392086241	0.00063856279204	-0.124421	0.031947	0.001020610809	0.015480585241	-0.000287361	-0.000339477	8.257634432099998e-08	1.1524463352899999e-07	4.41407e-05	0.0003097607	1.94840139649e-09	9.595169126448998e-08	-0.000287166	0.000206168	4.2505244224e-08	8.2464311556e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24314213	0.4537098276	1.211260849	-1.360848929	-0.4116379879	-1.247779503	-0.6002395135
57800.01925669263	30.852124445184018	951.8535827811212	3340842226.0740385	89164.37044639695	-423.5705531825515	7950284957.102305	179412.0135233727	55230.60591264205	110.52873541155714	12216.601351678004	3050419829.477571	58911.9909765625	61521.37633959514	0.77881	18.161978	0.065115865	0.0335766	-0.0719596919	0.0690396803	-0.0635409332	-0.1198077152	0.107711257	0.0118056743	-0.1439368727	0.029324296	0.0682886536	-0.062217128	-0.2052931421	0.0316947308	0.0169305264	0.0100731402	-0.2269032571	-0.0796536256	0.0758227255	0.0555427283	0.0182679857	-0.2128115419	0.0825824789	0.0147300863	0.1508301594	-0.0507436739	0.0239577331	0.3775267176	-0.1176500582	0.0487937039	0.0866054274	-0.0258580512	-0.1108333438	0.0390730484	-0.2218008123	0.1677728608	-0.2924619127	-0.085729225	-0.1477107312	-0.0591014896	0.157414942	0.1156854259	0.136160257	0.0404962477	0.1308671369	-0.0264811796	-0.1443062789	-0.0923793842	0.0077721692	-0.0373642201	0.1522718027	-0.1889994061	0.1299681755	0.0959705887	-0.0910275804	0.0483931616	-0.0749542416	-0.1426261128	-0.1900370112	0.2970400126	0.1187910809	0.1231417767	-0.0830832704	-0.0451930824	0.1154811573	-0.0371319772	-0.0149136241	-0.079184383	0.1712284607	-0.0562308541	-0.0230809749	0.0624201851	-0.0353029442	-0.0227237128	-0.0031702779	-0.1434038428	0.1067018266	-0.0457125505	0.0523633323	-0.0579365838	-0.0994516524	0.0548241644	-0.0147670632	-0.0089122748	0.0996286487	-0.2087506103	0.161408037	-0.0293026	0.0045372	2.0586183840000012e-05	0.00085864236676	-0.00872847	0.01654133	0.0002736155981689	7.61861885409e-05	-0.124331	9.000000000000674e-05	8.100000000001214e-09	0.015458197561	0.000135777	0.000423138	1.8435393729000003e-08	1.79045767044e-07	-0.0002055	-0.0002496407	4.223025e-08	6.232047909648999e-08	-0.000493334	-0.000206168	4.2505244224e-08	2.43378435556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.309129311	0.1127797199	1.336692515	-1.055962398	-0.6015497705	-0.3958475673	-1.006313843
57759.26577339091	-40.75348330171983	1660.8464012235563	3336132782.681206	89722.5285969591	558.158150562158	8050132137.832145	311540.5210389686	55269.35559591907	38.74968327701936	1501.5379540693136	3054701667.9881506	58996.67295462101	61593.81609548276	0.785489	18.317749	0.0853299899999999	0.0506643	-0.073383891	0.0649566759	-0.0719989375	-0.0903471135	0.0070543989	-0.0238451114	-0.2059525236	-0.0324089101	0.0553123844	-0.0986977502	-0.1743793722	-0.0350249474	0.0185680566	0.0206032272	-0.1287227094	0.0858050054	0.0392208528	-0.0079105776	-0.0417115408	-0.0557404443	-0.0167040195	0.0053531015	-0.0326174875	0.1375935373	-0.2250448703	0.1364888017	-0.0268764628	-0.0132741402	-0.1341819539	-0.1419453427	-0.0215296987	-0.0859172351	-0.0446549723	-0.1249898995	-0.0119198229	0.1767310207	-0.0960578348	-0.0430874223	0.0631743093	0.1198607851	0.0203394425	0.0067066642	0.0927281247	0.0009298187	-0.0683581596	-0.0513625543	-0.1804917281	-0.0365823899	0.001287739	0.1135240244	-0.0021694834	0.1268983257	-0.0045700254	0.1647310123	-0.0542604496	-0.0111248438	0.0143364766	0.1335981033	0.0766746405	-0.1627215443	-0.0418712046	-0.0106856322	0.1099323883	-0.0477129311	-0.0256116312	-0.0930970834	0.1424784326	-0.0925723687	-0.0208996244	0.1600837851	-0.0625582552	-0.0515454133	0.0550260309	-0.0091281932	-0.0004945677	0.018082899	-0.065440682	-0.1214957136	-0.2419376179	-0.0490584619	-0.0924120092	-0.1120061641	-0.0739648636	-0.0073295643	0.1599377353	-0.0367097	-0.0074070999999999	5.486513040999995e-05	0.0013476020740899	0.0238079	0.03253637	0.0010586153727769	0.00056681610241	-0.0864429	0.0378880999999999	0.0014355081216099	0.00747237496041	5.47106e-05	-8.106640000000001e-05	2.9932497523599997e-09	6.571761208960002e-09	-0.000136598	6.8902e-05	1.8659013604000003e-08	4.747485604e-09	-0.000493334	0.0	0.0	2.43378435556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996010624	-0.02939334246	0.989335615	-1.300843941	-0.1310657027	0.1179583717	-1.18811996
57725.96058675811	-33.305186632795085	1109.2354566453123	3332286525.663951	89939.77952510845	217.25092814934035	8089163941.025117	47197.96578174983	55181.3601764051	-87.99541951397259	7743.1938554400285	3044982510.9181466	58972.72582197473	61638.33904611409	0.7396899999999998	17.249702	0.09098564	0.043638	-0.0735407415	0.0353194352	-0.0249660265	-0.1176889329	0.0420826999	-0.0876123992	-0.1576739352	-0.0604497859	0.0036788512	-0.1497576079	-0.131683627	-0.149186636	-0.0904253943	0.0660177952	-0.0274003727	0.0024962672	0.1595572379	0.0904666093	0.0072064902	-0.0729144607	-0.098116115	0.036131103	-0.0107707637	-0.0687410907	0.1224471036	-0.1342410795	-0.0598977981	0.1283767261	0.2075704385	-0.0100456979	0.1175487568	0.0812586427	0.1623312948	-0.0927321921	0.1315252792	0.0732552724	-0.2640131472	-0.0685603447	0.0096662627	0.0202078253	-0.014990927	-0.0306581433	0.1207671816	-0.0387926453	-0.059015695	-0.1357419144	-0.0673351693	0.017755771	-0.1048334871	0.1410567328	-0.0571520307	-0.0973371016	-0.0827525748	-0.0168550923	0.0622498811	-0.2925386079	-0.0501109227	-0.0263227754	-0.094720573	-0.134520874	-0.0303404417	-0.0186407785	0.0928079686	0.004457763	-0.0024292016	-0.0820042963	0.1517349562	-0.0654126532	-0.0170868235	0.0788621395	-0.0364020018	-0.1336507691	0.0701773858	0.0370775905	0.0615332252	-0.1002137148	-0.0567045045	-0.0243602982	-0.1600567104	-0.0069368451	-0.1043690295	-0.0093684059	-0.0696108122	-0.0376464316	0.1581792149	-0.0208114	0.0158982999999999	0.0002527559428899	0.00043311436996	-0.00581667	-0.02962457	0.0008776151476849	3.3833649888900005e-05	-0.0811199999999999	0.0053229000000001	2.833326441000109e-05	0.0065804543999999	0.000640661	0.0005859504	4.104465169210001e-07	3.433378712601601e-07	-0.000184202	-4.7604e-05	3.3930376804e-08	2.266140816e-09	-0.000324091	0.000169243	2.8643193049000008e-08	1.0503497628099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.018732506	-0.09417467405	1.037533632	-1.214711828	0.05919645175	-0.08180357387	-1.588896385
57801.60114764928	75.64056089116639	5721.49445193025	3341025095.2319303	90005.78966697282	66.01014186437533	8101042173.575352	4357.338828954957	55268.17393369933	86.81375729422871	7536.628455541248	3054571049.965641	59023.77002742687	61568.93391110927	0.763552	17.806179	0.03911958	0.0203902	-0.0734607152	0.0136530619	0.0307759109	-0.1296936219	0.0949503108	-0.0247739846	-0.1683782662	-0.0528880567	-0.1329861982	-0.1703365418	-0.0447611442	-0.0614814647	-0.1985625852	0.016012242	0.006072029	0.1177228299	-0.1038711787	0.0506040061	-0.0046610417	0.0207972601	0.1078516251	-0.0495545521	0.0154649482	0.0485695637	-0.188321631	-0.0032080164	0.035366398	-0.0990962276	0.3172160512	0.2612366724	0.0164067184	0.2073916977	-0.0486361016	-0.0558782156	-0.0151311745	-0.0664723477	0.0843322433	-0.015706138	0.0128334258	-0.0092053052	0.0354009886	-0.1038711269	-0.0467250519	0.088461221	-0.0055682892	-0.1396847606	-0.11157459	-0.1179072681	0.0813654525	0.1321293982	0.0309156976	-0.1427272651	-0.3495760189	0.0236197088	0.0527364429	0.0020863917	0.0251016514	-0.0337805404	-0.018879012	0.0351652563	-0.0252469952	0.0075043946	0.0351166079	-0.0213725469	0.0703862995	-0.0333111561	0.136818342	-0.0750754823	-0.0696763771	0.0477040255	-0.0198435106	-0.078296495	0.0384930745	-0.0477123699	0.0246347053	-0.0457519366	-0.0363799511	0.047841772	-0.1608874803	0.0013884821	-0.0870643174	-0.0399549539	0.1075191601	0.1298737533	0.1561356449	-0.025079	-0.0042676	1.821240976e-05	0.000628956241	-0.0199846	-0.01416793	0.0002007302404849	0.00039938423716	-0.0691317	0.0119882999999998	0.0001437193368899	0.00477919194489	0.000571288	-6.937300000000007e-05	3.26369978944e-07	4.812613129000011e-09	-0.00018253	1.672000000000007e-06	3.33172009e-08	2.795584000000024e-12	-0.000221221	0.00010287	1.05822369e-08	4.8938730841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9507134788	-0.2903368905	0.576090335	-1.567277791	-0.4777480221	-0.8544070616	-0.7489479672
57857.02121996724	55.42007231796015	3071.3844157279327	3347434904.447739	90257.38299370352	251.5933267306973	8146395184.872081	63299.2020554194	55303.37962847436	35.20569477503159	1239.4409445926865	3058463798.3311524	59052.84058261303	62276.85136426817	0.863506	20.137117	0.0407294649999999	0.0211846	-0.0831578868	0.0319840533	-0.006146075	0.0870172266	-0.0170899855	0.0083406974	-0.0708766653	-0.2085238158	-0.1167656395	-0.0070332816	0.0563028691	0.1683191302	0.1897505039	-0.0812295381	0.0864139925	0.1149705353	-0.0941521304	-0.0017547656	-0.0451382345	-0.1065507528	-0.1310574662	0.0214758607	-0.0313975045	0.0371865951	0.204379898	0.0315643127	0.0440708987	0.0927426256	-0.0331549476	0.129569329	0.0370533792	-0.0026770665	-0.0882329167	0.1469158834	0.1329004396	0.1033389951	0.0642139902	0.0831365263	-0.0214151485	-0.043151361	-0.1326040139	-0.0848854836	-0.0563096382	0.0421329596	-0.0271685731	-0.071606078	0.0511983281	-0.2253965665	-0.0360811053	-0.0073212346	-0.0248576952	-0.1232777792	0.144994502	0.0684703949	0.0681063281	-0.2096675418	0.0826784234	0.1945604959	0.235119263	-0.0327598713	0.0014413581	-0.0113807961	0.0091228688	-0.0957587395	0.1283869408	0.0221140062	0.0292166177	-0.0190539879	0.0369474709	-0.013743458	0.0711285328	0.0412989805	0.0082510859	0.1108682932	0.0041338324	0.0211862841	-0.0343224496	0.0519098165	0.0946380105	0.079268167	-0.2158533987	-0.2389041134	-0.0110112036	0.0507192229	0.1538107079	-0.0286728	-0.0035937999999999	1.2915398439999983e-05	0.00082212945984	-0.00580577	0.01417883	0.0002010392201689	3.37069652929e-05	-0.0691359	-4.199999999995874e-06	1.763999999996534e-11	0.00477977266881	0.000345923	-0.000225365	1.1966272192899998e-07	5.0789383225e-08	4.41407e-05	0.0002266707	1.94840139649e-09	5.1379606238490015e-08	-0.000228238	-7.017000000000004e-06	4.9238289000000055e-11	5.2092584644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9215330317	0.1794671352	0.236660923	-1.299736241	-0.4539308096	1.086171098	-0.2593858763
57792.26846504016	-64.7527549270817	4192.919270646703	3339946294.335275	90310.51984662712	53.13685292360606	8155989994.968032	2823.525138624941	55197.56184016047	-105.8177883138851	11197.4043236422	3046770833.09834	59012.07064577792	62240.92369675521	0.839172	19.569633	0.0414931399999999	0.022598	-0.0877730319	-0.0022563284	0.0454414831	0.1396248352	-0.1234914188	0.0254411659	0.1011496203	-0.096864049	-0.082678789	0.0656759864	-0.1238653634	0.0006372489	0.016896923	0.0146151852	0.1177428937	0.0994145227	0.0540602932	-0.0795285004	-0.2143280103	0.0360954549	-0.0896213853	0.0071585749	0.1149756803	-0.0073310037	0.0899329628	-0.2131880621	-0.0218153553	0.0609876347	0.0897346549	0.0350852006	0.1935011486	0.028661192	0.1319653474	0.0110228957	-0.1176336048	0.0646302626	0.0030891383	0.0292979843	-0.1050594803	0.0087420069	-0.1245722034	-0.0763373583	-0.0445831919	-0.0967759495	-0.1050730901	0.0457971279	0.1182416763	-0.004092092	0.0881094784	0.1398474081	0.0214809552	-0.158765401	0.1999766098	-0.130536299	-0.0115601636	-0.0555856486	-0.0358458612	-0.1238392312	-0.3008318692	-0.0384804477	0.0083440269	-0.0318128011	0.0191406607	-0.0618700557	0.1641505253	0.0196630203	-0.0208527642	0.0197461117	0.0796873219	-0.0866131355	0.0373534488	0.0736508084	-0.0587529879	0.0213399632	0.1264928952	0.0822294926	0.0456118025	0.0362497833	0.0875332595	-0.0778543543	-0.0400863145	-0.1836982154	0.0208256987	-0.0515754165	0.1512085936	-0.0176465	0.0110263	0.0001215792916899	0.0003113989622499	-0.0135158	-0.00771003	5.944456260089999e-05	0.0001826768496399	-0.0691523	-1.6399999999999748e-05	2.689599999999917e-10	0.00478204059529	3.27622e-05	-0.0003131608	1.07336174884e-09	9.806968665664e-08	-2.02887e-05	-6.44294e-05	4.1163134769e-10	4.151147584360001e-09	-0.00015102	7.721799999999999e-05	5.962619523999998e-09	2.28070404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.003502945	0.4252394295	0.3804839125	-1.047427632	-0.6620189924	1.032173423	-0.8872988779
