global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_09	aroma_motion_11	aroma_motion_13	aroma_motion_14	aroma_motion_18	aroma_motion_20
56742.81943849102	n/a	n/a	3219747557.829194	89622.24855867121	n/a	8032147436.712244	n/a	55423.20182451334	n/a	n/a	3071731300.480738	59338.53407795366	37612.65714064378	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-4.76823e-06	n/a	n/a	2.27360173329e-11	1.89163e-05	n/a	n/a	3.5782640569e-10	-1.05518e-05	n/a	n/a	1.1134048323999999e-10	0.000277019	n/a	7.6739526361e-08	n/a	6.98279e-05	n/a	4.87593561841e-09	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56646.97603371191	-95.84340477910882	9185.9582396521	3208879893.7639318	88783.9745927762	-838.2739658950159	7882594144.490729	702703.2418973582	55312.671115784025	-110.5307087293113	12217.037572203852	3059491585.962888	59174.00256188054	36463.630360295225	1.212617	22.344896	0.06943059697	0.0417035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.99921e-05	-1.522387e-05	2.3176621777690002e-10	3.9968406241000007e-10	-0.0319145	-0.0319334162999999	0.0010197430765891	0.0010185353102499	0.0185886	0.0185991518	0.0003459284476794	0.00034553604996	0.0	-0.000277019	0.0	7.6739526361e-08	0.000170465	0.0001006370999999	2.9058316224999995e-08	1.0127825896409997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56736.85731978725	89.88128607533872	8078.645586556879	3219070978.525896	88713.2635501505	-70.71104262569861	7870043129.718461	5000.051549213365	55313.07895127606	0.4078354920347919	0.1663297885632608	3059536703.070099	59161.65607083312	36387.69103863056	1.166983	21.504005	0.1089302943999999	0.048797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0292015	-0.0291815078999999	0.0008515604033177	0.0008527276022499	-0.0117912	0.0201232999999999	0.0004049472028899	0.00013903239744	0.0456396	0.027051	0.000731756601	0.00208297308816	0.000172818	0.000172818	2.9866061124000006e-08	2.9866061124000006e-08	-7.78373e-06	-0.00017824873	6.05864527129e-11	3.1772609746612904e-08	-0.000300423	-0.000300423	9.025397892900003e-08	9.025397892900003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56955.17148040753	218.3141606202844	47661.07272733933	3243891558.3626275	89018.2060712863	304.94252113580296	7924241012.149994	92989.94119665964	55235.334074187616	-77.7448770884439	6044.265913497249	3050942130.287112	59087.07969178353	36537.38325899565	1.15669	21.314331	0.06054015	0.0381925	-0.0057136371	0.2138020133	-0.0395046614	-0.0113485189	0.0877455585	-0.2254681805	0.0605567978	-0.061678542	0.3667184021	-0.1683497886	0.1751003713	-0.08045629	0.0247541309	-0.017729858	0.1346167254	-0.0650543794	0.0631680084	-0.0034619129	0.0313485836	-0.1538837746	0.127745035	-0.1529967779	0.0229118982	-0.2071803472	-0.0742005055	0.0115329501	0.0776201974	-0.2308289414	-0.0815568528	0.1105111573	-0.0779265261	-0.1891248069	0.0623757585	0.0198880259	0.0700994636	-0.1042982521	-0.043354283	0.0807800159	-0.2632101171	0.1176514979	-0.2940406285	0.002001291	-0.103971895	0.0990922813	-0.0279819242	0.0480347533	-0.1261117258	0.1326056554	-0.016662851	0.1266879127	0.1709458052	-0.1868220091	0.0023874102	0.1176262075	-0.0150827331	-0.017767058	-0.0862859087	0.16817566	-0.0569627759	-0.1521347345	0.2028606617	-0.1410688631	0.0677424374	-0.0643353718	0.183881148	-0.2940361715	0.1286227431	-0.1486690763	0.0515999425	-0.0521117259	0.021216112	-0.0453863559	0.0779745487	-0.0744948808	0.067661066	-0.0488489617	0.2027016553	-0.2657595444	0.1425469973	0.0964008275	-0.1471102638	0.0821499186	0.1677951982	0.0	0.0	0.0	-0.0292149	-1.3400000000000216e-05	1.795600000000058e-10	0.00085351038201	-0.0433032	-0.031512	0.000993006144	0.00187516713024	0.055905	0.0102654	0.00010537843716	0.003125369025	-0.000110293	-0.000283111	1.2164545849e-08	8.0151838321e-08	-7.78373e-06	0.0	6.05864527129e-11	0.0	-0.000208547	9.1876e-05	8.441199376000003e-09	4.349185120900001e-08	0.0	0.0	0.1500025413	-1.645477059	0.3699174024	-3.863643443	-0.4349766051	-1.464569388	-0.1239391161	-0.3417866379	1.440657065
57186.936848394114	231.76536798658344	53715.18579795644	3270345746.1022167	89477.10654490527	458.9004736189672	8006152595.64833	210589.64468771245	55195.03301990726	-40.30105428035313	1624.174976107969	3046491670.068653	59012.762117447804	37332.38991887019	1.145551	21.109074	0.1439313865	0.0785738	-0.0102196005	0.1478161552	-0.1948308387	-0.0126592988	0.1737090447	-0.1597599142	0.1997672539	-0.0922500381	0.1913078099	-0.1014368631	0.1597126385	0.0313986938	0.0514861564	0.0804187539	0.1349681745	-0.0900561225	0.1665585191	0.1578932262	-0.0738509667	0.1997910421	-0.0398304501	0.0860876074	0.0970938483	0.1652224148	-0.0519803634	-0.1252948732	0.0597458483	-0.1268762704	-0.0416887723	0.0453320594	-0.1903569942	0.0249157673	0.3411223198	-0.0444558849	0.0726976703	-0.0599069551	0.0754314883	-0.0097154855	-0.2467360057	0.1861373113	-0.0752752211	0.0702679733	0.1790857018	0.0391924987	0.1169216384	-0.0798421221	0.1539568959	-0.0356646162	-0.1344904169	-0.1455843786	0.1096790472	-0.1049975062	0.1423580817	-0.0138396495	-0.1269694168	0.0630320027	-0.0175492626	0.0803901939	-0.0655806507	-0.1338597311	0.2099800021	-0.1973587822	0.0573835328	-0.1096642373	0.2291081298	-0.0741452907	0.0225497338	0.0310398911	0.1444156537	-0.0794585243	0.1727413451	0.0095230705	-0.0547663614	-0.1336127517	0.035105495	0.1000133055	0.1893502652	-0.1541945494	-0.1073175746	-0.1054001606	-0.042915476	0.0447065729	0.1674667312	0.0	0.0	0.0	-0.0222474	0.0069674999999999	4.854605624999997e-05	0.00049494680676	0.0202551	0.0635583	0.00403965749889	0.00041026907601	0.0265786	-0.0293264	0.00086003773696	0.00070642197796	0.000355865	0.000466158	1.26639898225e-07	2.1730328096400005e-07	0.000177575	0.00018535873	3.1532880625e-08	3.43578587872129e-08	-0.000438614	-0.0002300669999999	5.293082448899999e-08	1.9238224099600003e-07	0.0	0.0	-0.6929859115	-1.184504302	0.1159815372	-2.723571733	-0.4637991136	-0.7922765946	1.455437391	-1.514526875	0.7847092108
57300.66344754479	113.72659915067923	12933.73935437928	3283366031.528796	88949.88879913243	-527.2177457728394	7912082717.378025	277958.5514577943	55222.35956660024	27.326546692973352	746.7401541632529	3049508996.102885	58939.86053402441	37659.31394676795	1.128901	20.802277	0.04232365	0.0199324	-0.0076367446	0.0272302365	-0.1453726091	0.064127246	0.1348524373	-0.1033249239	0.0645710023	-0.103174082	0.1367652696	0.1075396918	-0.0459032207	0.0566548585	-0.0411178237	-0.1174078157	0.0571750806	0.1664915602	0.2401386713	0.2052650898	-0.1644357144	-0.1137003142	0.0332409776	-0.196127709	0.038168814	-0.0816035876	-0.1250876629	-0.1533494816	-0.066050279	-0.0187725063	0.0718415453	-0.0204391384	-0.0221697858	0.0349906949	0.0926345094	0.0293112533	0.0045627264	0.0323338231	0.0328411912	-0.0539342874	-0.1743773145	0.01406834	-0.0235858639	0.3128450439	0.1105397809	-0.0013622131	0.1903358934	0.2145584844	-0.0345524785	0.0761544585	0.0513657768	0.078764719	0.0118408751	-0.0636844143	0.1602665621	-0.0035246538	0.061706277	0.0747207429	-0.0558445736	-0.0409427272	-0.0624111491	-0.204975365	0.0938617035	-0.0899164589	-0.042551865	-0.1051166329	0.062635718	0.0730570017	-0.0071093897	0.0206787927	0.1810071406	-0.2608580943	0.2564724958	-0.0612091378	0.0057560272	-0.0197352189	0.0994594479	0.0546649919	-0.1210259083	0.0105282994	-0.1017741343	-0.0353539558	0.0276528196	0.0652361844	0.1668104403	0.0	0.0	0.0	-0.0291812	-0.0069338	4.8077582440000005e-05	0.00085154243344	0.0309699	0.0107148	0.00011480693904	0.00095913470601	0.0281848	0.0016061999999999	2.5798784399999955e-06	0.00079438295104	0.000453958	9.8093e-05	2.0607786576400002e-07	9.622236649e-09	0.000372075	0.0001944999999999	1.3843980562499998e-07	3.783025e-08	-0.000607398	-0.000168784	2.8488038656e-08	3.68932330404e-07	0.0	0.0	1.158918404	-0.900180992	0.3384455715	-1.667935824	0.2921422556	-0.05825092707	0.9832663736	-1.22601266	-2.010620147
57428.11104004253	127.4475924977378	16242.88883346943	3297987937.6274548	88934.19850361854	-15.690295513893943	7909291663.481026	246.1853733133204	55334.63246522455	112.27289862431644	12605.203765506036	3061921550.061483	59045.61229439055	37760.163927283655	1.101689	20.300835	0.1251268499999999	0.0715826	-0.0132731013	-0.0759383578	-0.0920083409	0.0375124663	0.1714088795	-0.0107199118	-0.1994707085	-0.1539648154	-0.0053694496	0.0346646252	0.0233309555	-0.0068050228	0.0592110709	0.0646656437	0.0425534869	-0.0479439685	-0.1348937417	0.1123073155	0.0525606557	-0.2192204078	0.0639039183	-0.0545674022	-0.0399982856	0.1766790337	-8.0042e-06	0.0553713173	-0.2080209016	-0.1170654947	0.1839459457	0.2151762439	0.0510039672	0.1248498288	-0.0071440045	-0.0325826444	0.0898568719	-0.0091457652	-0.012112261	-0.0049655105	-0.1031591477	0.1456657116	0.131773046	-0.1113292231	0.0064639561	0.1089797972	0.04874493	0.0872097124	-0.2018465436	0.0571159473	0.0307236048	0.0339289258	-0.264010232	-0.0356964515	-0.0254930012	-0.1043956693	-0.1095616984	0.031431969	-0.1053982956	0.0196429268	-0.0439520272	-0.06710803	0.0461356754	-0.12860739	-0.0553489421	-0.0591929628	-0.0305851152	-0.0732642381	-0.0767667304	-0.1447912809	-0.0689241357	-0.0868787268	0.1271083794	-0.1003725963	0.0687286982	0.0535650269	0.1086068828	-0.0701032886	-0.033580179	-0.1750397372	-0.1423923215	-0.0482910329	-0.0216156945	-0.0211840958	0.16582761	0.0	0.0	0.0	-0.0446069	-0.0154256999999999	0.0002379522204899	0.00198977552761	-0.0306161	-0.061586	0.003792835396	0.00093734557921	0.0512014	0.0230166	0.00052976387556	0.00262158336196	0.000233831	-0.000220127	5.467693656099999e-08	4.8455896129000015e-08	0.000636108	0.000264033	4.0463338766400003e-07	6.971342508900003e-08	-0.000625209	-1.7811000000000064e-05	3.172317210000023e-10	3.908862936810001e-07	0.0	0.0	-0.100682289	-1.416189319	1.254121699	-1.235871886	0.5294994834	-0.3333520181	0.3788668529	0.3914866763	-0.05228711854
57429.56694205121	1.4559020086817327	2.119650658883504	3298155159.1515417	89219.05069825602	284.85219463748217	7960039007.497977	81140.77278979003	55329.214534794606	-5.417930429946864	29.35397014374421	3061321981.037327	59090.7391330135	37644.90062584511	1.029691	18.974123	0.14521045	0.0796526	-0.0117636004	-0.1450907314	-0.0083255597	0.0226978094	0.150872166	0.041211965	-0.1184922019	-0.1055443541	-0.0359251228	0.0018654726	0.0964781864	-0.017004184	0.1284380596	0.1152518512	-0.0824952401	0.0061107674	0.0980558359	0.0565523148	-0.0983858414	0.1438581713	0.0538321447	0.0618099254	0.0252818418	0.196107003	-0.1256173839	-0.1003872483	0.0563596223	0.1268078448	0.0769035155	0.1750687123	0.1365681031	-0.2162424367	0.0487187257	-0.0940417027	-0.0304689812	-0.0211612801	0.031332316	0.0699010939	-0.0139247416	0.1391573116	0.2067762076	-0.0188954897	-0.0147563845	0.1066835349	-0.0049990368	-0.0400310118	0.124595702	-0.0214484702	-0.0587702587	-0.192562636	-0.0523505087	-0.016353707	0.1297046429	0.0436953719	0.1439175882	-0.06977181	-0.2449229291	0.0130722384	-0.0129998846	0.0011400407	0.0119764216	-0.0647844792	0.0206858557	-0.0314560097	-0.110307894	-0.0920187495	-0.1191483269	-0.1555984388	-0.1911728794	0.1755143813	0.0567202471	-0.0422706823	-0.1533817692	0.0461660779	-0.0003326983	0.0982789977	-0.1078525877	-0.0521971578	-0.0623926271	-0.1121380593	-0.2731770814	0.0270832043	0.1645201644	0.0	0.0	0.0	-0.0550839	-0.010477	0.000109767529	0.00303423603921	-0.0799638	-0.0493477	0.00243519549529	0.00639420931044	0.106948	0.0557466	0.00310768341156	0.011437874704	-9.7325e-05	-0.000331156	9.472155625e-09	1.09664296336e-07	0.000764156	0.0001280479999999	5.83934392336e-07	1.6396290303999992e-08	-0.00049163	0.000133579	1.7843349241000026e-08	2.417000569e-07	0.0	0.0	-0.2335399296	-1.030418208	0.8011989847	-1.009166357	0.6028967988	-0.5875907167	-0.1537683669	0.8357436575	1.092866329
57467.16274526571	37.59580321449903	1413.4444193433355	3302474793.990855	89492.50614155454	273.4554432985169	8008908655.496176	74777.8794695884	55366.84800113044	37.63346633583569	1416.2777884504785	3065487857.580282	59144.66557573941	37905.421177321216	0.963187	17.748657	0.1469364	0.0809429	-0.0164775389	-0.1285995212	-0.0340493214	-0.0104029089	0.0847890214	0.1194065835	-0.1379383999	-0.1188662132	-0.0986278112	0.0749777511	0.1560906089	-0.0655621512	0.0188565068	0.0735690188	-0.2009125794	-0.0180649106	0.011226853	0.1584744856	-0.1714204476	-0.1093901589	0.0176231938	0.1574793988	-0.049764634	-0.1475126474	0.1711173588	-0.0021635086	0.0217218007	-0.1295030649	-0.1772480658	-0.1379372494	0.1055248115	0.0506087125	0.0772436342	0.121155313	0.2049697372	-0.0037198665	-0.0472587765	0.0401460219	0.1107677035	0.1734734205	0.1996759009	0.034089881	-0.0217805217	0.0434149133	0.1185186693	0.1378435588	0.0635669451	-0.0106003919	-0.0973694536	0.1512204097	0.0383669235	-0.083080699	-0.162712091	0.1105920455	0.064823657	-0.162772268	0.0969354153	-0.0111329464	-0.0124038281	0.0140842463	0.0071974923	-0.1272042588	0.0622733859	-0.009315919	-0.0822263283	0.0482456628	-0.0350146368	-0.0143801099	-0.1745568953	0.0556706884	0.0873445571	-0.0865077823	0.0763281656	0.0654655267	-0.0062411817	0.0163135388	-0.1775164642	0.0914557018	-0.0280553807	-0.16409092	-0.0113953458	0.0833470528	0.1628906629	0.0	0.0	0.0	-0.0422828	0.0128010999999999	0.0001638681612099	0.00178783517584	-0.0154082	0.0645556	0.00416742549136	0.00023741262724	0.0717997	-0.0351483	0.00123540299289	0.0051551969200899	0.000202064	0.000299389	4.082986009600001e-08	8.9633773321e-08	0.000374917	-0.000389239	1.40562756889e-07	1.5150699912099998e-07	-0.00049163	0.0	0.0	2.417000569e-07	0.0	0.0	-0.6696974149	-0.6879493731	0.5965624378	-0.5975354947	0.8680884803	-0.4248440757	0.2049050485	0.9114735937	0.6727185661
57441.96623168691	-25.196513578805025	634.864296526906	3299579484.5622587	90123.57678672209	631.0706451675505	8122259092.832192	398250.15919218847	55273.12650166692	-93.72149946352148	8783.719461690855	3055118513.269274	59086.9445595872	38213.03617530236	0.978315	18.027426	0.10159845	0.0836726	-0.0175330593	-0.1655451603	-0.0315783413	-0.057816857	0.0350624932	0.195668054	-0.0863154655	-0.1082284585	-0.0102256371	0.1150096667	0.1920124799	-0.1093697543	-0.0891717704	0.1208892686	-0.0211481812	-0.1933953557	0.0206851328	0.0347657768	0.2682981031	0.0844884832	-0.0187276856	0.0747163843	0.138080561	-0.006544882	0.0917217032	0.008864339	0.1113855712	0.0465548235	-0.0799074481	0.1049019575	-0.0677129076	-0.1051035522	0.0621077972	0.0092279732	-0.289960046	-0.0365178715	-0.1181706892	-0.0482504111	0.1461615841	0.1487855117	-0.0725556361	-0.140792615	-0.0445117799	-0.0373740308	0.1435536764	-0.1695909031	0.0200986984	0.0450871363	-0.0454913909	-0.0633745628	-0.1235332623	0.0133220426	-0.0117713209	0.1944051242	-0.0856789037	-0.0811334381	-0.1079163248	-0.1139514526	-0.0177154755	-0.0638630971	-0.0805348551	-0.0672672024	-0.0399080198	0.1224669813	-0.0590537403	-0.1280246865	-0.0490424899	-0.0599394069	-0.2516671086	0.1459577345	0.077730886	-0.1133442219	0.1017397699	-0.0518938898	0.0514603259	0.067030815	-0.109394156	0.0287224671	0.074219872	-0.1120327014	0.1166186786	0.1609565448	0.1609422953	0.0	0.0	0.0	-0.0450779	-0.0027950999999999	7.812584009999971e-06	0.0020320170684099	-0.0993404	-0.0839322	0.0070446141968399	0.00986851507216	0.0718781	7.840000000000624e-05	6.146560000000978e-09	0.00516646125961	0.000349676	0.0001476119999999	1.22273304976e-07	2.1789302544e-08	0.000226674	-0.000148243	5.1381102276e-08	2.1975987049e-08	-0.00049163	0.0	0.0	2.417000569e-07	0.0	0.0	0.6157354468	-0.1665467463	-0.2573659972	-0.6239961875	1.405233722	0.09505253751	-0.4413954154	1.421838284	0.618999
