global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_06	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_21	aroma_motion_22	aroma_motion_24
71611.11538402962	n/a	n/a	5128151846.544804	116000.32315895776	n/a	13456074972.982634	n/a	70686.85722746374	n/a	n/a	4996631784.695843	78264.98831196757	51726.2857141452	n/a	n/a	n/a	n/a	-0.0898422351	-0.033471317	0.1226840161	-0.0695282885	0.0476297185	-0.064718907	-0.0347331554	0.1066765128	-0.0372657857	0.0023603652	-0.1605746558	0.0777942387	0.0072603822	-0.2097040006	0.109500502	-0.0159998327	0.0634413124	0.0078205156	-0.0354445062	0.0619563216	-0.1006024103	0.0282519311	-0.1283165427	0.0698199344	0.0477654355	-0.0737471368	0.0204645395	-0.1866200226	0.0644295686	-0.0439158835	0.045321474	-0.0581205765	0.04393586	-0.0246339854	0.0925412313	-0.071374356	0.1002194897	-0.0274073051	0.0605564032	0.008231423	-0.1175639892	0.0233082321	0.0237408257	-0.1674973871	0.0363628668	-0.0540959927	0.1068740228	0.0039860575	0.0300766473	-0.0516112719	-0.0107649928	-0.0268455991	0.0384047573	0.0137557057	0.0051585482	-0.0744154462	-0.0915189936	0.0733692205	-0.0060122973	0.0371808616	-0.0860543724	0.1500044306	-0.0917619038	0.0745934906	-0.0454247382	0.0097615866	-0.0584101366	0.0807948936	-0.099328004	0.0177600711	-0.0270925341	0.0216289222	-0.1534767792	0.007145082	-0.0549556673	0.0706351066	-0.0131710739	0.1719625907	-0.0807421855	0.0405327845	-0.0298299865	0.018732513	0.0422311023	-0.0843927647	0.0684840437	0.0842800344	-0.0610695676	-0.0362542777	0.0951334652	0.0832067196	-0.104514803	-0.1195828158	0.0389947878	0.1116610692	-0.0886632248	0.1061006753	0.005807161	-0.0999006933	0.1259112898	0.0198838252	-0.1248423735	0.0401406379	-0.0555208148	0.1349064875	-0.1160470319	0.1720526994	-0.0452653846	0.0719281729	-0.0144087615	0.213961492	-0.0840154866	-0.0649003758	0.0528487855	-0.1319637004	0.1515478296	-0.1440693678	0.0557752064	-0.0752403381	0.1217078847	0.1216831682	0.1216419777	-0.0249321	n/a	0.00062160961041	n/a	-0.07226	n/a	n/a	0.0052215076	0.044532	n/a	n/a	0.001983099024	0.0	n/a	n/a	0.0	0.000688495	n/a	4.74025365025e-07	n/a	-0.000635377	n/a	4.03703932129e-07	n/a	0.6555863155	-1.05225288	-0.5830659341	-1.888369387	-1.285987214	-1.357612902	1.061739669	0.798789494	-0.1804539448	1.731763015	1.002370487	2.109992382	-0.2385161648	1.162369885
71664.70103386269	53.5856498330686	2871.421868032245	5135829374.27292	115462.06225585938	-538.2609030983876	13331487820.375946	289724.79980429186	70659.75578598797	-27.10144147576648	734.4881300643955	4992801087.735461	78283.94661458333	51737.2289692632	0.980992	24.311192	0.10479539	0.0537992	-0.0532664263	0.0693887161	0.0225796407	0.1799949513	0.0692422686	0.0739633869	-0.1577923393	-0.0171584306	-0.0039386422	-0.0783536378	0.0548487745	0.0416317315	0.1004398923	-0.0327699035	0.160395337	-0.0653251305	0.1319989394	0.0832113453	0.0084918556	-0.0782476042	-0.0736420359	0.0798112069	-0.0438860414	0.1676081648	-0.0277243392	-0.0899503818	-0.018727669	0.0132662135	-0.0995749008	0.0652107907	0.0115149789	-0.0373623795	0.1312832456	0.0188076796	-0.134242442	0.1671760537	0.1587185155	-0.0915620204	0.0495775646	0.150968381	-0.0802964173	-0.0155799157	-0.1055858931	-0.1550448448	-0.1414649333	-0.0168021647	-0.0007072989	-0.081973219	0.0329797779	-0.0127475816	0.0839680068	0.0948317043	-0.0359876165	0.0006211293	0.0244101461	-0.0078275802	0.0329654362	0.1616987719	0.0234684813	-0.1004012061	0.102631134	0.0111305338	-0.0736414551	0.0446967631	-0.0351075082	0.0005128028	0.0156432021	-0.0243676121	-0.2133948936	0.0546426104	0.0363980682	0.0212460128	0.0860370501	-0.1761775917	0.0927586943	0.0006949055	-0.019036176	0.1270713212	-0.0517974628	0.2844302374	-0.0364440781	-0.0717125423	-0.0834078086	-0.107541128	-0.0714410435	-0.0176413982	0.0606632503	-0.1435321998	-0.0188524106	0.0047795082	-0.0892668689	0.0255123936	0.080491428	0.0016903972	0.0471182122	0.1070399324	-0.0170610643	-0.0780513173	-0.123803289	-0.0560636074	-0.1705094737	-0.1028581859	-0.121315749	0.1105016662	-0.0116774601	0.194724169	0.0089124189	0.0054698031	-0.0994688653	0.2001825297	0.074476589	-0.0095338058	-0.0227442937	-0.040203121	0.1450601251	-0.1265648507	-0.0361119853	0.0821339779	0.1216419777	0.1214196295	0.1210493502	-0.00268171	0.02225039	7.1915685241e-06	0.000495079855152	-0.0486841	0.0235759	0.00055582306081	0.00237014159281	0.0134456	-0.0310864	0.00096636426496	0.00018078415936	0.000496053	0.000496053	2.46068578809e-07	2.46068578809e-07	0.000750096	6.1601e-05	5.62644009216e-07	3.7946832009999995e-09	-0.000635377	0.0	4.03703932129e-07	0.0	-0.8998063023	-0.3986944428	-1.047807086	1.337414215	-0.8945423857	0.1972190838	1.087542989	-0.5356902165	-0.9305489657	1.674816077	2.036893653	1.97778675	0.6663506864	-0.128036924
71916.36035070724	251.65931684455427	63332.41175466776	5171962886.092776	115529.72742254083	67.66516668145778	13347117918.326584	4578.574782029464	70760.43422719595	100.67844120797236	10136.148524067146	5007039052.021323	78469.40970060616	62160.60817615369	2.786691	69.060524	0.0804661599999999	0.0515281	0.126120819	0.0160579169	-0.0031100258	-0.0383420208	0.1256156201	0.0506918371	-0.0083167236	-0.0016333011	0.1058999567	0.0356818102	-0.0456906094	-0.0665543464	-0.0626949903	0.0663390216	0.0444129286	0.1477934835	-0.0646636655	2.02237e-05	-0.0916031066	-0.1374488845	-0.0172935165	0.0360096433	0.050083892	-0.0120111748	0.0201994419	-0.0398969712	-0.0742868923	-0.0459133307	-0.0607164035	0.1015662043	-0.0043309731	0.0615327901	-0.0263835262	-0.0635190577	0.0446126447	0.1935722945	0.0917734632	-0.1543125889	0.0257460196	0.1433989871	-0.1526566982	0.0955383701	0.2011017467	-0.0859813423	-0.1570715908	-0.0200264788	-0.1092154673	0.0423854069	0.0879389383	-0.0066366565	0.158910865	-0.0719329966	0.0111833974	0.1013911379	0.0019831096	0.1217698207	0.0895748475	-0.0873091121	-0.0973463169	0.0088063556	0.0980938147	0.0824509469	0.0660573912	-0.0243816362	0.0216013182	0.0958442464	-0.0227823479	-0.0067308763	0.0505531964	-0.022235877	-0.0568651432	0.0612090576	0.0405110963	-0.0888048011	-0.0210821889	0.03387798	-0.031418068	0.083379026	-0.0402851971	0.1143929357	-0.0165776998	0.165567332	-0.0125378517	0.0325734387	-0.0902834547	-0.018890744	0.1038529884	-0.337751004	0.0737288063	0.1699557137	-0.0481214819	0.0851637583	-0.009378992	-0.1360502956	0.1012445976	-0.0593297101	0.0524513204	-0.0896856024	-0.0035022973	-0.0193994767	0.0078406843	-0.152539831	-0.1873556527	-0.1165965378	-0.0468600845	0.0817976715	-0.1433264972	0.0772772029	-0.1548419578	0.1003990754	-0.0697547277	0.1057493476	-0.1069302016	-0.0039942726	0.1155102883	-0.1192485518	-0.0519025812	0.0018866033	0.1215101995	0.120893123	0.1198669825	0.0161699	0.01885161	0.00026146566601	0.0003553831995921	-0.0486819	2.2000000000008124e-06	4.840000000003575e-12	0.00236992738761	-0.0306949	-0.0441405	0.00194838374025	0.00094217688601	0.0007223289999999	0.0002262759999999	5.120082817595476e-08	5.217591842408555e-07	0.000792906	4.2810000000000005e-05	6.28699924836e-07	1.8326961000000003e-09	-0.000555026	8.035099999999999e-05	3.080538606760001e-07	6.4562832009999995e-09	-0.5147236442	0.9110583169	0.9833393875	-0.8953577062	0.8401235434	1.381874839	1.43045575	1.258292464	-0.1344031541	-0.8639671715	2.479923608	0.7164931005	0.6250241361	-1.054074974
71848.23544309873	-68.12490760850778	4641.003036667722	5162168936.286949	115860.23603959515	330.5086170543218	13423594295.150703	109235.94594716032	70675.06855893623	-85.36566825972113	7287.29731742876	4994965315.810336	78353.48252682667	64195.2890020659	1.167526	28.933945	0.03146275	0.0188716	0.1484415433	-0.0808822866	-0.0341636667	-0.0541675768	-0.0275329198	0.0279990169	0.0818927606	0.040476885	0.0964958491	0.0216865531	0.0222204974	-0.029603914	-0.0364775632	-0.054605775	0.0869922275	-0.0154472911	-0.0114224469	0.0558820797	-0.133517336	0.0313533671	-0.0190253075	-0.0002179799	-0.0034309521	-0.002998772	0.0367265745	0.0093499685	-0.1378999091	-0.0999379707	0.065959714	-0.0045198799	0.0612839452	-0.0120290462	-0.0050342997	0.0447195428	0.0925823874	-0.0452889175	0.1091062273	0.0332092956	0.0072941309	0.0234746774	-0.0309209099	-0.0576066919	0.0290000592	-0.0155510972	-0.0076501922	0.19041366	0.1926792904	-0.1381832835	0.1286023207	-0.0745673679	0.0862658017	0.1266272136	-0.0228261634	-0.1391225618	-0.0368732236	-0.0595669016	0.0089724316	-0.0195557809	0.049647457	0.061356489	0.0272129976	0.0759727229	-0.0704883652	-0.0930518158	0.0191410076	-0.1082863779	-0.0277341628	0.0902075483	0.0460691337	0.0240268035	-0.094813667	0.0018779582	-0.0881754306	-0.0305299976	-0.0289380172	-0.0244265314	-0.0090694482	0.0900925153	-0.0163881561	-0.0319114029	-0.0178425339	-0.1094297194	-0.0868207431	-0.0873934731	-0.0217013786	-0.0678776128	0.1137851661	0.0861181039	0.0812333729	0.056146185	-0.1424474215	-0.0852924588	-0.0246475509	0.0369158612	0.0443252326	-0.102750376	0.1133799792	0.0304110937	0.0389372092	0.0491663114	-0.0769286384	0.0446692809	-0.1252165117	-0.0087023017	-0.1489912134	0.1401306053	0.020714263	0.032020892	-0.1180329319	0.0300386048	0.0529092601	0.1523782799	-0.0642110704	-0.0835154422	0.0411299611	-0.1254852619	-0.0698054604	0.036851913	0.1213126213	0.1201047889	0.1181006348	0.0168099	0.0006399999999999	0.00028257273801	4.095999999999977e-07	-0.0486776	4.299999999998749e-06	1.848999999998924e-11	0.00236950874176	-0.0313832	-0.0006882999999999	4.737568899999992e-07	0.00098490524224	0.000426211	-0.0002961179999999	8.768586992394078e-08	1.81655816521e-07	0.000604114	-0.000188792	3.64953724996e-07	3.5642419264000007e-08	-0.000437333	0.000117693	1.91260152889e-07	1.3851642249000011e-08	0.8702383407	0.6970673069	0.1203987887	0.6805292061	0.3677088538	0.09387854995	1.511194696	0.7421790658	0.9639048565	-0.3516429022	1.566389104	0.847688833	2.291671361	1.386353613
71675.7197241229	-172.515718975832	29761.67329374824	5137408797.971021	115577.34546453302	-282.8905750621343	13358122784.628012	80027.07745898505	70714.74670917106	39.678150234831264	1574.3556060578403	5000575402.142219	78323.23975398646	54954.54037084896	2.207065	54.69606	0.0605520099999999	0.0328523	-0.0043896034	-0.0674062681	-0.0610911175	0.0536075262	-0.0699080555	-0.0755221163	0.032964269	-0.0298495099	0.0208986745	-0.0864098635	0.0740959875	0.0832202865	-0.0388369191	0.1374187406	0.0006982074	0.0337143871	-0.0174910012	-0.0543698104	-0.0846142228	0.0481546047	0.1608954275	0.0453871837	0.0420302222	-0.0145440378	-0.0516016446	0.1112130276	-0.0598448426	-0.0154339063	0.1362685956	-0.0838919041	0.028440477	0.0033377715	-0.0644970633	0.0760467571	-0.0693329772	0.1128657335	0.0509232563	-0.1402044505	-0.0471228195	-0.1221371845	0.0413944912	0.1879777662	-0.1002967627	0.023420463	-0.0078456414	0.1002760038	0.0849326213	0.0155205887	-0.044035556	0.0104781611	-0.0101046946	0.0319530689	-0.0151994023	0.0703059036	-0.1285058458	0.0903799441	-0.0404266556	-0.1059510042	-0.0369757924	0.020208738	0.0534448688	-0.1393958042	-0.0603909717	-0.1344843055	0.0075692983	-0.0735488836	-0.027522704	-0.0299501768	-0.0781846022	0.0050531605	-0.0335482216	0.1237893494	-0.1203619969	0.0143081533	0.0176841539	-0.012069486	-0.1345752373	-0.0061586498	0.0599148418	-0.004282914	0.0914597082	-0.243510569	0.034846477	0.154064767	-0.0557702295	-0.056171255	-0.0168445465	-0.0767265168	0.0362942602	0.0483367437	0.076735997	0.0136847453	-0.1351021944	-0.0949942975	-0.0531721547	-0.0676605672	0.0005554339	-0.0192001675	-0.0909485445	0.0579726654	-0.026229949	0.0663783556	-0.1588033015	-0.043526901	-0.2114729727	-0.0233727682	-0.0619230323	-0.0648449633	-0.044208578	-0.0200101146	-0.024334092	0.0162835021	-0.045666813	0.0825733897	-0.0166105777	0.0017841567	-0.1030474825	0.0300127673	0.1210493502	0.1190563346	0.1157589128	0.00974194	-0.00706796	9.490539496359998e-05	4.99560585616e-05	-0.059618	-0.0109403999999999	0.0001196923521599	0.0035543059239999	-0.0018769	0.0295063	0.0008706217396899	3.52275361e-06	0.000497993	7.178199999999994e-05	5.152655523999992e-09	2.47997028049e-07	0.000584919	-1.9194999999999958e-05	3.4213023656100005e-07	3.6844802499999824e-10	-0.000267563	0.0001697699999999	7.1589958969e-08	2.8821852899999993e-08	1.222991759	0.4899896856	0.2183801387	-0.1474212114	0.5508670594	0.002752445292	1.292793058	-1.082252456	-0.2697214991	0.01717873866	0.8747320271	1.398668135	-0.2015580521	-0.4670685258
71684.77919814266	9.059474019755726	82.07406951462897	5138707568.686466	116125.44391146571	548.0984469326941	13485118723.63497	300411.9075300312	70826.92670051912	112.1799913480645	12584.350458851826	5016453545.840709	78335.5872873662	55969.69500038468	1.20751	29.924835	0.0669203299999999	0.055617	0.0011267399	-0.0420144626	0.0531871578	-0.0373484408	-0.0771372203	-0.0448926461	-0.0064222124	0.1402968165	-0.0845168904	0.0979431204	0.0921760011	0.021876521	-0.0111126104	0.1220440057	0.0330358318	0.0952605389	0.1062817255	-0.0960029052	-0.1521779639	-0.0421511691	-0.0450020127	-0.0191391231	-0.024728797	-0.1720709036	-0.0551062737	0.0832707951	0.2561394812	0.1292343058	0.0009164934	-0.03934496	0.0668262942	0.001869491	0.0287810389	0.0119521283	0.0465391797	-0.0663585653	-0.0575382357	0.1139350258	0.0641781309	-0.0628397094	-0.0506669666	-0.0585309009	-0.0084637592	0.0722561303	-0.0440569358	0.0988716352	-0.0569021424	-0.0418665028	-0.0136522102	-0.0444254006	-0.0044981398	-0.0429046442	-0.0057434515	-0.0216978604	0.1485601611	0.0153878731	-0.0614387101	0.0539333063	-0.1284074749	0.071857641	-0.007398114	0.004879884	0.0022666721	-0.1551056131	-0.0117957359	-0.0133956388	0.028472653	-0.0049638043	-0.007273924	-0.1984303532	0.0469003722	-0.1590559726	-0.0291101474	-0.0159316674	0.1467548399	0.002786755	0.1406756957	0.0355494883	-0.0646200506	-0.1055459008	-0.0202410212	0.0418518596	0.02060792	0.0199150408	0.1523744139	0.1341291669	0.0212676532	0.0346437506	0.109298663	-0.1195105851	0.0893556092	-0.0455548606	0.0220546824	0.0713491686	-0.0487989803	0.0421522836	0.053972873	0.0885811013	0.0515342073	-0.0247158117	-0.0591209779	-0.0039472507	-0.100055444	-0.1787667366	-0.0266851774	0.0795513995	-0.1035370638	-0.0049341643	0.1864634548	0.0890015341	-0.0580857522	0.0130884517	0.1038601065	0.095734488	-0.1281257084	-0.0302489159	-0.0391116592	0.099593407	0.1207205288	0.1177500307	0.1128532249	0.00985231	0.00011037	9.70680123361e-05	1.2181536900000057e-08	-0.00453615	0.0550818499999999	0.0030340101994224	2.05766568225e-05	-0.00188531	-8.410000000000145e-06	7.072810000000243e-11	3.5543937961000005e-06	0.000426211	-7.178199999999994e-05	5.152655523999992e-09	1.81655816521e-07	0.000674483	8.956399999999998e-05	4.5492731728900004e-07	8.021710095999997e-09	-0.000194515	7.304800000000001e-05	3.7836085225e-08	5.336010304000001e-09	0.6147688835	-0.9610094616	0.6947376998	-0.9277246211	0.004192801985	-0.09737014279	0.4322798474	0.951606243	-0.5206123926	1.837275499	1.786442473	1.321351125	-0.07005855484	-0.397361566
71517.60094192275	-167.17825621990778	27948.569352729133	5114767244.48811	115914.37622625176	-211.0676852139586	13436142615.921038	44549.56774157872	70660.27560048616	-166.65110003296286	27772.589142196597	4992874547.93666	78385.39874638215	52247.44966244335	2.04291	50.627934	0.06175991	0.0307653	-0.0906695432	0.0632598716	0.0005925299	0.144161689	-0.0088263057	0.0497647692	0.0157136922	0.0567080838	-0.0891027432	-0.1280368685	0.1008238279	0.0035477796	-0.0398976201	0.0743773741	0.092912462	-0.069278904	0.1000220398	0.0806415596	0.0522554867	0.0953258969	0.0524353531	0.0054997024	0.0131047862	0.075831528	0.0354559456	0.0645900474	-0.0478394539	-0.0004520717	0.0563926443	0.1542841982	0.1650541567	0.1443580522	-0.0389765744	-0.0082238867	0.0513125383	-0.093525844	-0.0560441625	-0.080234089	-0.0370280546	0.0219457285	0.052301725	0.03089351	-0.0450702716	0.1932325593	0.1818168666	-0.0342542782	-0.1750134797	-0.0182648575	0.0415796025	-0.0219505014	-0.1337423205	0.2179415913	0.0108908656	0.0391751236	0.0158980352	-0.0399819202	0.0445302332	0.1254445793	0.0794934208	0.0441038162	0.007919097	-0.1475771124	-0.0290136685	0.0148548732	0.1055358858	-0.0355041197	-0.111195229	-0.0135385625	-0.0026384426	0.0209626784	0.021685176	0.0968427818	-0.0919066499	0.1377861399	0.0167391302	-0.035013216	0.0341005182	-0.109114242	-0.1658951071	0.0310275607	0.1924178554	0.0254084518	0.083292906	-0.0153455129	-0.1818319158	-0.0786007855	-0.1083293407	0.1499206653	0.0443924509	-0.115794	0.0014177728	-0.0818216907	-0.0344543396	-0.0008359649	-0.0093862604	0.1240839643	-0.0691962426	0.0563955577	-0.1023717284	-0.1210898048	-0.0117730488	-0.0574393721	-0.083168811	-0.0229387559	-0.1039123382	-0.033948975	0.1484692116	0.0872309915	0.1513606598	-0.0371102448	0.0603322857	-0.0148902298	0.1921615063	-0.0251572392	0.0420565478	-0.0823482892	0.0718129741	-0.0690867694	0.120326335	0.1161887065	0.1093977275	0.00543966	-0.00441265	2.95899009156e-05	1.94714800225e-05	-0.0222837	-0.01774755	0.0003149755310025	0.00049656328569	0.0209086	0.02279391	0.0005195623330881	0.00043716955396	0.000595288	0.000169077	2.8587031929e-08	3.5436780294400005e-07	0.000507444	-0.000167039	2.57499413136e-07	2.7902027521000006e-08	-0.000194515	0.0	3.7836085225e-08	0.0	-0.5399622711	-1.451011267	0.6698734001	1.313992275	-0.13108573	1.794419651	1.689435097	-0.4700323609	-0.9056021438	1.463749576	1.52365283	0.9002461788	0.3593412997	-2.071377351
71351.07971654339	-166.52122537935793	27729.31850184292	5090976576.71653	115948.45492831145	34.07870205969084	13444044200.26267	1161.3579340731767	70622.42143982778	-37.854160658374894	1432.9374791500577	4987526410.024647	78459.07094391655	52532.49458401782	1.856002	45.995922	0.04888952	0.0275168	-0.0284175792	0.151381131	0.0474444398	-0.0838986661	-0.1725222047	0.1170357617	0.1798093832	0.0107382058	0.012653147	0.0623849676	0.0095260463	0.0578553146	-0.0348775436	-0.0213382659	-0.0194830531	0.0432696693	-0.0806621268	0.057853767	-0.0926096026	0.0128719308	-0.0986692586	-0.0460804755	0.0759513755	-0.0342228645	0.0193694736	0.1254739627	-0.0902176853	-0.0376322619	-0.1264064557	-0.03005221	0.0698281916	-0.0149770463	-0.155335393	0.0832687991	-0.0039229535	0.147386712	-0.0693022451	-0.0156577073	-0.0344965577	-0.0709965087	0.1335263588	0.004323563	0.0111455371	0.1159422686	-0.1651963786	0.1295329118	-0.0308435236	-0.0010300467	-0.0464867277	0.1320903669	0.0131522876	-0.0445779271	0.1303390404	0.025388528	-0.0463286587	0.1049213951	0.1149830646	-0.068263723	0.0374045832	0.0948203574	-0.0796814432	0.0645958132	0.0210410813	-0.0886069685	0.03299586	-0.0155798773	-0.034184177	0.0178484858	0.1779546491	-0.0518981134	0.0568294008	0.1891532772	0.0753782379	-0.0409665066	0.058908025	-0.0748952298	0.015946724	-0.0038817287	0.067726734	-0.0994790869	-0.0052555826	-0.0309441356	-0.0206449289	0.1162421662	-0.0349360484	-0.0480302194	0.1796322963	-0.0289265006	0.0708470866	-0.0996599648	0.0087838433	0.0435080167	-0.0177588333	-0.145037327	0.0901000239	0.0289075575	-0.0994701687	0.0265301192	0.1151205767	-0.0124515279	0.1063774633	0.0563503274	-0.1147824029	0.1464874568	-0.0102292585	0.0603763615	-0.1508022697	-0.0895973785	0.0649904396	-0.0805630391	-0.0273946663	-0.0844017142	0.1082998939	0.0407106097	0.0123932984	-0.1576616382	0.0349848363	0.0589239771	0.1198669825	0.1143757435	0.1054092553	0.00412239	-0.0013172699999999	1.69940993121e-05	1.7352002528999992e-06	-0.0322789	-0.0099952	9.990402304e-05	0.00104192738521	-0.00190625	-0.0228148499999999	0.0005205173805224	3.6337890625e-06	0.000690889	9.560099999999995e-05	9.13955120099999e-09	4.773276103209999e-07	0.000461022	-4.642200000000001e-05	2.12541284484e-07	2.155002084000001e-09	-0.000347736	-0.000153221	1.2092032569600005e-07	2.347667484100001e-08	-1.015650897	0.06977394094	1.771254797	0.3355484416	0.505666381	0.2752541067	2.071776911	0.3275286993	0.8868810773	0.09674507101	2.749922751	0.01315689772	0.2541575756	1.803379617
71269.83579875807	-81.24391778532299	6600.574177108321	5079389494.781937	114669.04274680396	-1279.4121815074905	13148989364.468351	1636895.5301897556	70555.5197501236	-66.90168970418745	4475.83608527538	4978081367.210081	78260.52616794998	54402.27343799178	1.526018	37.818184	0.0483336199999999	0.0268253	-0.0280578973	0.0230384318	-0.1826365358	0.0318936737	-0.0840185063	0.0214780903	0.0567196747	-0.2011571498	-0.0610058523	0.0181090163	0.0699823187	-0.1175146841	0.2033564696	-0.1441626022	-0.0230962408	-0.017116053	-0.1655680914	-0.0051332557	0.0723709957	0.0594559309	0.0283393585	-0.0181263317	0.0330732699	0.1003880344	-0.1030811027	0.1167814127	-0.0124128238	0.0621355322	-0.0123747518	-0.0525660864	-0.1985635923	-0.0421068512	0.0671725651	0.0441802008	-0.0592115694	-0.057933399	0.0413010192	0.0244501447	-0.0504439623	0.0154436321	-0.0506530697	-0.0412892501	-0.1010679716	-0.0357707762	-0.1140322534	0.0680214927	-0.0696927338	-0.0559583234	-0.1678233568	-0.0072625954	-0.1054748736	-0.1466186801	-0.1162432358	0.0932875523	0.007353627	-0.0407473645	0.0573532778	-0.0848549445	0.0493619952	-0.0783371544	-0.1206475374	-0.0726170576	0.0476577043	-0.0457893757	-0.0059895337	-0.1237818904	0.0454955665	-0.0653365696	0.0080297605	0.0813471892	0.0764798769	0.012455728	0.0490319968	-0.1541235518	-0.0484812046	-0.0713259485	-0.1513722033	-0.037322245	0.0167203885	-0.0178918886	-0.1459775502	-0.0742656894	0.0261628458	0.0122349279	0.1203388082	0.2224331981	0.1094450879	0.0594631438	0.0050931742	0.0016389425	-0.0750343745	0.1511553865	0.094674714	0.0311053718	0.0066030917	-0.0661155409	-0.1310727338	0.1309995325	-0.0680555642	0.027459998	-0.0316692226	-0.068332657	-0.1168825011	-0.0311844823	0.1341473268	0.0346501168	-0.1096590398	-0.1032455825	-0.0728497379	-0.1176717289	0.0749922535	0.1054291683	-0.0120862402	0.0960385473	0.0092307238	-0.048874531	-0.023335013	-0.1429325481	0.1193427198	0.112315068	0.1009072399	0.0114375	0.00731511	0.00013081640625	5.35108343121e-05	-0.055872	-0.0235931	0.0005566343676099	0.0031216803839999	-0.00539446	-0.00348821	1.2167609004100002e-05	2.9100198691600004e-05	0.000627534	-6.335499999999997e-05	4.0138560249999955e-09	3.93798921156e-07	0.00052319	6.216799999999998e-05	2.737277761e-07	3.864860223999997e-09	-0.000194515	0.000153221	3.7836085225e-08	2.347667484100001e-08	0.2328920386	0.745389382	-0.6305503967	1.720832107	0.3429404534	0.1723353457	0.6316853391	-0.04712967933	-0.03856094835	-0.3237236804	2.251090089	0.9595141432	1.053124096	-0.9301461261
