global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_02	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_15	aroma_motion_16
71119.47017009796	n/a	n/a	5057979037.275455	114733.36044234157	n/a	13163743998.39227	n/a	70494.1708206468	n/a	n/a	4969428119.690531	78094.45053277905	50003.43269629697	n/a	n/a	n/a	n/a	-0.0640987633	-0.1462201745	0.0852931644	-0.0706261607	-0.0038885867	0.0965278079	-0.3253962003	0.2734038088	0.1752366982	0.030327331	-0.1779926095	0.0330359346	0.01176679	-0.0678853733	0.0250535373	-0.0895561252	0.0973763165	-0.1175101362	0.0546859167	-0.1862227595	0.0775236302	-0.0098685468	-0.1352859157	0.0593862503	0.0396889574	-0.1222882766	-0.0624924045	0.1130770273	0.2441541758	-0.0493782242	-0.0500251429	-0.1041113544	0.1065304157	-0.0892236423	-0.0193488917	0.0748417566	-0.0041460836	0.0234020425	-0.1593327273	0.1528399185	-0.0863516746	0.1667886754	-0.2119556349	0.0704505162	-0.0086714446	-0.170717627	0.1146411911	0.1521192071	-0.2342835927	-0.2003786156	0.0874560098	-0.158777197	0.0648639293	-0.2497390466	0.0452572151	-0.2088971072	0.1541830563	-0.1636663728	0.1400307121	-0.0336683797	0.1752710741	-0.1676053326	0.0020955466	-0.0744141944	0.0628929341	-0.1519187139	0.2258121932	-0.0300798147	0.1918198423	0.0612873244	0.0416014473	-0.2839891618	-0.105508896	0.1321284673	0.0139609	n/a	0.00019490672881	n/a	-0.0588522	n/a	n/a	0.00346358144484	0.178433	n/a	n/a	0.031838335489	-0.000190235	n/a	n/a	3.6189355225e-08	0.000783473	n/a	6.13829941729e-07	n/a	0.0	n/a	0.0	n/a	-0.3583596195	0.6341366706	-0.168862499	-0.2408000082	0.9356822681	-2.299729567	-0.8765980453	-0.8026044109
71049.32896388226	-70.14120621570328	4919.788809393812	5048007146.217958	114491.80913292251	-241.55130941905367	13108374358.529558	58347.03508205943	70356.15551966755	-138.0153009792557	19048.223304394534	4949988619.507647	78184.46586937527	48820.62254804582	0.979431	24.781279	0.207302945	0.123819	-0.1289919287	-0.1921487369	0.0247196726	0.2020111026	-0.0264669781	-0.0607441064	-0.1952933063	-0.0765045738	-0.114675778	-0.1645819691	0.0755794421	-0.0483288756	-0.2601633126	-0.0024036242	-0.0681958832	0.1174003143	0.2637419119	0.0355165923	-0.0969505358	-0.1556844084	-0.063088461	-0.0708110549	0.0084712504	0.0187510756	-0.0679800774	0.1160878222	0.1025427391	-0.1212010433	-0.0947615603	0.1669089825	0.0203691482	0.1400344673	-0.0482468167	-0.1721022715	-0.0842709015	0.029960362	-0.1817507908	-0.279368528	-0.2530794365	0.0600244109	-0.1834972953	-0.0317744387	0.0498397202	-0.0901394193	-0.0676224079	0.0673707359	-0.011298064	-0.050018649	-0.0517820534	0.0300295403	-0.09822088	-0.1324097054	0.1728523698	-0.1713863942	-0.0149439794	-0.1633034913	-0.0468653771	0.0210187228	0.0672070026	0.0203375603	0.2730734943	-0.128360333	0.1226228636	-0.0923339798	-0.004672992	-0.1767802531	0.0133612695	-0.1024648793	0.0196817102	-0.2476919889	0.111198431	-0.0323074545	-0.1868813795	0.0432414636	0.0112941	-0.0026668	0.00012755669481	7.111822240000002e-06	-0.0187208	0.0401314	0.0016105292659599	0.00035046835264	0.0732905999999999	-0.1051424000000001	0.01105492427776	0.0053715120483599	0.000196412	0.000386647	1.49495902609e-07	3.8577673744e-08	-0.0	-0.000783473	0.0	6.13829941729e-07	1.71269e-05	1.71269e-05	2.9333070361e-10	2.9333070361e-10	-1.353937345	0.1699222342	-1.350640959	-0.3804194497	-0.4125185682	-0.9797881623	-1.137867052	-0.1445671935
71487.54865795017	438.2196940679132	192036.50026897545	5110469613.122794	113787.1649262764	-704.6442066461168	12947518901.959623	496523.45795993536	70343.73758691984	-12.417932747703162	154.2050537264786	4948241417.697439	78170.95373764471	51868.86122176671	1.278048	32.336788	0.198638855	0.111997	-0.0507024373	0.0306495807	-0.0673352678	0.1850276648	0.3044346948	-0.0941761287	-0.1377054002	0.1383254794	-0.0409358844	-0.1509190824	0.0951722095	-0.0573956051	-0.0541734788	0.0326971774	0.1533318135	-0.224354754	0.1723689952	0.1461827723	-0.0826286891	0.1572444779	-0.1724125867	-0.0847244978	0.0739029205	-0.0849984561	0.1159988522	-0.1941530101	-0.0478599258	-0.10972917	0.0524198473	0.1325165314	0.079950921	0.1300196187	-0.1636144349	-0.0743297432	0.0065569548	-0.0944203522	-0.092999274	-0.0656884694	0.2868934708	0.169648461	-0.1934284714	0.0234337773	-0.0388087516	-0.0699940056	0.0230272041	0.1121886596	-0.0039995476	0.1880962378	-0.2169098929	-0.0367352749	-0.1566765234	0.0824640431	0.3356283812	0.167289048	0.2268032585	-0.3998766001	-0.0389051603	0.1019311991	0.1508496536	0.2930648597	-0.1744645724	-0.2055749866	0.0758836705	0.2175870552	0.0895884817	0.0629867392	-0.0384116844	0.2063590454	-0.1252802967	0.0198291513	-0.0599298172	0.2238804098	0.0885141395	-0.0448981874	0.0207314	0.0094373	0.00042979094596	8.906263129000002e-05	-0.0599711	-0.0412503	0.00170158725009	0.00359653283521	-0.0103025	-0.0835930999999998	0.0069878063676099	0.0001061415062499	0.00103205	0.000835638	6.982908670440001e-07	1.0651272025e-06	-0.0	0.0	0.0	0.0	0.000468652	0.0004515251	2.19634697104e-07	2.0387491593001002e-07	-0.2414785929	-0.7207162527	-2.10464341	0.5731328794	-1.160750292	1.189754069	-1.966127475	-2.254868186
71787.4566245259	299.9079665757308	89944.78841558968	5153438928.618188	115321.6636168574	1534.4986905810074	13299086099.359612	2354686.2313948264	70672.10182994569	328.3642430258478	107823.07609793806	4994545977.062213	78344.90979275884	54147.74267402326	1.314448	33.257782	0.1319295949999999	0.0771043	0.1369875885	0.0350873328	0.0159491767	-0.0515218524	0.0239419086	-0.1271578321	0.0345944694	-0.0048096987	-0.0868013294	0.1484574556	0.1454917434	0.1336159461	-0.1190603381	0.1886939265	-0.0283115016	-0.1076292174	0.0280404168	0.0131558925	0.0558341653	0.1334910758	0.0679161742	-0.0451467135	0.1297731037	0.0010643942	-0.069476138	0.1279673883	-0.261334868	-0.0510049531	-0.1910712481	-0.2462170449	-0.0421722859	-0.0553614575	-0.0588176797	0.2237997919	-0.0459282503	-0.1539575534	-0.1046093538	-0.0635430267	0.0648282361	0.0944732215	-0.0507680124	-0.2077050544	0.0214117145	0.0797756699	-0.0626493203	0.1194837248	-0.1175749342	-0.1223723524	-0.168751672	0.0355765071	0.0408838723	0.120082986	0.2358633519	0.1084181221	-0.1509378406	-0.1034365795	-0.1135261791	-0.0065072128	-0.1278826999	-0.0512436332	0.1625650019	-0.0986294586	0.0491034606	0.0400463459	0.1096736617	0.2130654628	0.2915391503	-0.0071708604	0.0018804838	0.1054962719	0.0323400956	-0.1013200348	-0.028394834	-0.097547597	0.0316323	0.0109009	0.00100060240329	0.00011882962081	-0.0411733	0.0187977999999999	0.0003533572848399	0.00169524063289	0.0236964	0.0339989	0.00115592520121	0.0005615193729599	-0.000125669	-0.001157719	1.340313282961e-06	1.5792697560999997e-08	8.76909e-05	8.76909e-05	7.689693942810001e-09	7.689693942810001e-09	0.000349422	-0.00011923	1.22095734084e-07	1.4215792900000002e-08	0.7129549246	-1.15352655	-1.446127029	0.6276153632	1.782198826	-0.7073320756	-0.4119498188	0.4358748007
71435.13602077548	-352.32060375042784	124129.807827066	5102978658.306694	115947.38446302815	625.7208461707487	13443795963.817265	391526.57733263774	70718.21869856813	46.11686862244096	2126.76557153948	5001066455.898512	78406.58511324541	53982.40689957668	1.024593	25.923965	0.143093085	0.0729978	0.0971042429	-0.0151336289	0.1422485624	-0.0654393753	-0.2302303029	-0.0149893894	-0.0703385347	0.020987963	0.0254455767	0.2114513018	0.037333057	0.1029634583	0.0135618984	-0.0107067706	0.2867653712	-0.0552498009	0.2910539438	0.090429786	0.0677403617	-0.207774253	0.1743054744	-0.0598732912	0.2339071008	0.0626368196	-0.1460149925	0.3358041531	0.0641232092	0.117206339	-0.1032865955	0.0352792765	0.0491608829	-0.0462432606	0.1578197494	0.175901524	-0.1898553349	0.1379442948	-0.0007290652	-0.1806443617	0.0568616442	0.2707512582	-0.2685677762	-0.0143391973	-0.0356047561	0.1050774916	-0.2085592117	0.1810210594	-0.1014411739	-0.1996230714	0.0153108881	0.1334299916	0.0913415069	-0.0869174803	0.2046038228	0.1361431056	-0.0229175977	0.0753945187	-0.0773033756	-0.0635826672	-0.2320433204	-0.0990878849	0.1829268788	-0.0806981891	0.0477497338	0.0693035917	-0.0509481411	0.0520576506	0.0356599493	-0.0616139237	-0.1231058326	-0.1435750036	0.3013656206	0.0760457358	0.0547535681	-0.1037735981	0.0315427	-8.960000000000218e-05	0.00099494192329	8.028160000000391e-09	0.00856173	0.04973503	0.0024735732091009	7.33032205929e-05	0.0699976	0.0463011999999999	0.0021438011214399	0.0048996640057599	0.000165254	0.000290923	8.4636191929e-08	2.7308884516e-08	0.000616883	0.0005291921	3.80544635689e-07	2.8004427870241e-07	0.000468652	0.00011923	2.19634697104e-07	1.4215792900000002e-08	0.7161930668	1.068236316	-0.5147170603	-1.517397534	2.600783823	-0.2903905558	-0.7390386026	0.1408070973
71102.31195639605	-332.824064379427	110771.85783004096	5055538765.544661	115056.08863886444	-891.2958241637098	13237903532.874231	794408.2461716667	70598.19541536372	-120.02328320441302	14405.588511166732	4984105195.905883	78320.78143430538	50640.84798120315	1.124402	28.449289	0.11032282	0.051039	-0.1312494379	-0.165720836	0.0309486686	0.15708701	-0.2270271818	-0.0159633022	-0.1901910582	0.1185549504	-0.0466266226	0.1188064077	0.0767094931	0.1175853305	0.0476875094	-0.2006912889	0.1094050609	0.0138457119	0.1149732638	0.048382744	-0.0591142158	0.3482143626	-0.1150127791	0.0197672383	0.1544740146	0.0196417755	-0.1142855439	0.1005801472	0.1395583981	0.0119116277	0.3854999111	-0.0795802661	-0.0630545047	0.1125510522	0.1521313799	0.0512665804	-0.3322828447	0.0066050183	0.0361267138	-0.0461891519	0.1292346257	0.0478934471	0.0878798449	-0.0694861686	0.1265682559	-0.0314329821	0.0979253742	0.2833508093	-0.0504259166	0.1716866518	-0.141596988	-0.0650605142	-0.0898015364	-0.1528342578	0.2266857875	-0.069051745	0.1101711006	0.0184716448	0.0563273371	-0.0413409381	-0.1489887352	-0.1026729902	0.0403727957	-0.2651044354	-0.0416162109	0.0699708713	0.0370169391	0.0504329002	-0.0038236987	-0.1085250623	0.1357284359	0.1104875767	-0.1293332786	0.0834374327	0.2897487511	0.0425940203	0.0315462	3.5000000000035003e-06	0.00099516273444	1.2250000000024502e-11	-0.00942106	-0.01798279	0.000323380736184	8.87563715236e-05	0.0857147999999999	0.0157171999999999	0.0002470303758399	0.0073470269390399	0.000847231	0.000681977	4.650926285290001e-07	7.17800367361e-07	0.00021038	-0.000406503	4.42597444e-08	1.65244689009e-07	2.47454e-05	-0.0004439066	6.123348211599999e-10	1.9705306952356006e-07	-1.184353501	1.188086672	0.5898436992	-0.5612767673	0.3421278424	-0.1648730505	-1.69602011	-0.06978982259
71156.84161008608	54.52965369002777	2973.4831315543597	5063296107.922877	114502.93037522006	-553.1582636443782	13110921064.512491	305984.06463806337	70383.71761592742	-214.47779943629573	46000.72645103591	4953867705.438612	78216.57387403068	50955.39176329743	1.042474	26.376364	0.0702028099999999	0.0338469	-0.0571773757	-0.1075665651	-0.2222513511	0.0769284844	0.0639112037	-0.1992766437	-0.1404228837	0.1026154169	0.0290786305	-0.0863626302	0.2134915602	0.0199404107	-0.070414478	-0.0361988563	0.1360766791	0.0103992299	0.0396192682	-0.0798455001	0.0787881673	0.1067823964	-0.0306927122	0.0828691314	-0.0793600018	-0.299347597	-0.0428604493	-0.0112843179	0.1169224006	-0.1212962086	-0.028902862	-0.3482170742	0.1752810437	0.1288863739	-0.1676426922	0.0420192009	-0.1371779171	0.0218605087	-0.0908537285	-0.0340841461	0.0714709019	0.1464327336	0.2394153345	-0.0431106263	0.090515215	-0.0261944525	0.09304927	-0.0029905944	-0.0031832875	0.0095152527	-0.0151597435	0.2209062982	-0.0787205903	0.0714306833	0.2596230144	-0.1271157628	0.0804230889	0.050852765	0.1442517672	0.0683840895	-0.1323336389	-0.074049266	0.0046214256	-0.0939268823	-0.2117358846	-0.1551825313	0.11571649	0.0597538811	-0.0233446044	0.0347372307	0.0037528586	0.0569527479	0.0418240756	0.1476971621	0.0914640179	0.0409093866	0.0448515	0.0133052999999999	0.00201165705225	0.0001770310080899	0.00510002	0.01452108	0.0002108617643664	2.60102040004e-05	0.0633286	-0.0223861999999998	0.0005011419504399	0.00401051157796	0.000847231	0.0	0.0	7.17800367361e-07	0.000436439	0.000226059	1.90479000721e-07	5.1102671481e-08	0.000198491	0.0001737455999999	3.9398677081e-08	3.018753351936e-08	-0.7584587158	-0.6200058997	0.475222611	0.8735599808	-0.5994310567	-0.2531251545	-0.7583313528	-2.366862653
71390.79196899816	233.9503589120868	54732.77043509424	5096645177.9607725	115392.82139084509	889.8910156250204	13315503228.539474	791906.0196901303	70421.72145788759	38.00384196016239	1444.2920037329995	4959218853.092305	78106.75364344419	52840.22507005034	1.049444	26.552725	0.17702822	0.10106	0.1180290343	-0.0624150437	-0.0575441964	-0.1050820678	0.0124866092	-0.0637841517	-0.1750138529	-0.0626157185	-0.1350951333	-0.0319546368	0.0190361253	0.1975125416	0.0912831522	-0.1272909351	0.0540471924	-0.1033186169	-0.0898869684	0.082522605	0.068236088	0.072666233	0.0516774022	0.0359715109	-0.1538887319	-0.0799974476	0.1049630711	-0.0193190013	-0.190563657	0.0466392462	-0.1872231963	-0.1237010226	0.0660776567	-0.0759752609	-0.1072552806	0.0468660424	-0.2715055945	-0.0375036514	-0.0156226982	0.1709786668	0.2075944798	0.0043707391	0.0246771123	-0.027384571	0.0694842299	0.0966742833	-0.0304433575	-0.0975754413	0.1199071604	-0.0622848936	-0.0102434675	0.0729793933	0.1595760123	0.0460666064	0.2174449142	-0.0946146455	0.0657294378	-0.0486429387	-0.0242081866	0.0355870562	0.1140637911	-0.2024597093	-0.069976995	0.1036936246	-0.2400660504	-0.1159982028	0.0620509125	0.00322751	-0.0400372212	0.053260471	-0.0487897146	-0.0693756213	0.0461133224	-0.0101352807	-0.0032589787	0.1210057246	0.0315296	-0.0133219	0.0009941156761599	0.00017747301961	-0.03246	-0.03756002	0.0014107551024003	0.0010536516	0.144516	0.0811874	0.00659139391876	0.020884874256	0.000190953	-0.000656278	4.307008132840001e-07	3.6463048209e-08	0.000240487	-0.000195952	5.7833997169e-08	3.8397186304e-08	0.000151543	-4.6948e-05	2.2965280849e-08	2.2041147039999998e-09	0.7828802013	-0.3418503989	-0.9611346153	-0.5700597468	-1.202833584	-1.786717648	0.4450018227	-0.02956772994
71390.57088005508	-0.2210889430862153	0.0488803207549797	5096613610.580168	115489.28666098152	96.46527013643936	13337775333.462364	9305.54834249622	70376.47591445853	-45.24554342906049	2047.159200190999	4952848362.138361	78040.06925957023	50767.31938428218	1.26093	31.903687	0.11531514	0.0619518	-0.1046047031	-0.1610628622	0.068391273	0.0690111024	0.0070035383	0.2232054653	-0.1406066895	-0.0179105701	-0.0576825478	-0.0905032117	-0.1048564089	-0.0095874298	-0.1466589595	-0.1399840066	-0.1918457675	-0.1385523069	0.1414201434	0.0632762874	-0.1840080347	0.2143426848	-0.0439638211	0.213597402	0.0367262276	-0.1902406848	-0.1347370029	-0.1598701889	-0.0666069095	-0.0012636723	-0.0567402331	0.242559203	-0.0735410195	0.0257713188	0.0739931232	-0.2083892407	-0.1352474	-0.1564391444	-0.1772251605	0.0711124349	0.0684080099	0.0765918525	0.0441314513	-0.1530037079	-0.0161041677	0.0031828844	0.3305969101	-0.0884082254	-0.1644188472	-0.0493420704	0.0779026247	0.0040476719	-0.0419563501	-0.2087984638	0.1564089145	-0.0525957321	0.1309658107	0.0596216456	0.0305410237	-0.0848635013	-0.2463780014	-0.0992070056	0.010979244	0.0891513448	-0.0583444453	-0.0946804845	0.0846651534	0.0520088265	-0.0885228828	0.0868337971	0.1482245067	-0.0862763044	-0.1497825563	0.1009079868	-0.0579487617	-0.0338777428	0.0315006	-2.9000000000001247e-05	0.0009922878003599	8.410000000000724e-10	-0.00549751	0.02696249	0.0007269758670001	3.02226162001e-05	0.102759	-0.041757	0.001743647049	0.010559412081	0.000691237	0.000500284	2.5028408065600004e-07	4.77808590169e-07	0.000279026	3.853899999999998e-05	7.785550867599998e-08	1.4852545209999982e-09	-0.000240967	-0.00039251	5.8065095089e-08	1.5406410009999998e-07	-0.9410462435	1.462840447	-0.2383419354	-0.9222055566	-1.450819839	-0.9504848244	-1.397300329	-0.1032218564
71538.98769668025	148.41681662517658	22027.55145715129	5117826760.665769	114577.90936399648	-911.3772969850396	13128097314.224194	830608.5774597573	70363.42538522465	-13.050529233878478	170.31631328431678	4951011631.942077	78189.23698769932	52082.77901647587	1.213232	30.696848	0.160769705	0.0907471	-0.0408677779	-0.0512256071	-0.2562674209	0.0804519296	0.1405580771	-0.1597322195	-0.0422245618	-0.0760268096	-0.1034593764	-0.1296295532	0.1354300107	-0.0174229377	0.0455998561	-0.1026066222	0.1286999562	-0.0428950346	-0.1157091728	0.0282914696	-0.1071074575	-0.0301486393	0.0580443794	-0.0795257782	0.0325181034	-0.0894701449	0.3366133681	-0.2023555476	0.0262884538	-0.0523274544	-0.2058452066	-0.1313683592	0.0171289692	0.105557448	-0.1707808516	-0.020921516	-0.0546661752	-0.0066412284	-0.0119689156	0.0569737518	0.2454458005	-0.147802218	0.0268248365	-0.0002433983	-0.0806376489	-0.1243743111	-0.019135766	-0.1617770474	0.0664965833	0.0792645289	0.1680224882	0.1303274453	-0.0991563696	0.1150592843	0.1400061172	-0.0812119324	0.0062690385	0.081220639	0.0584400372	-0.0325684557	-0.0970207497	-0.0717636116	0.0557751952	0.1583006777	-0.1722875957	-0.2067609728	0.0114102757	-0.134902575	0.0674933413	-0.0193607335	0.0842215907	0.1490609555	-0.0672501532	-0.0506075308	-0.0605859752	0.0167512443	0.0315635	6.290000000000462e-05	0.00099625453225	3.956410000000581e-09	0.0246433	0.03014081	0.0009084684274561	0.00060729223489	0.019605	-0.083154	0.006914587716	0.000384356025	4.217e-05	-0.000649067	4.2128797048900004e-07	1.7783088999999999e-09	0.000149127	-0.0001298989999999	2.2238862129e-08	1.687375020099999e-08	-7.16931e-05	0.0001692738999999	5.13990058761e-09	2.8653653221209998e-08	-0.7463745779	-1.147416124	0.5704064294	1.504314394	-0.8203695925	-0.4471427693	0.5186866432	-1.812539036
