global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_10	aroma_motion_11	aroma_motion_16
75255.6158846473	n/a	n/a	5663407722.177579	118148.73211818788	n/a	n/a	13959122901.13532	75857.05950338906	n/a	5754293476.500708	n/a	80961.02728054495	69869.04286607403	n/a	n/a	n/a	n/a	-0.0807041412	0.2333721907	-0.0433701538	0.163567932	-0.1789637684	0.0293657154	-0.0942842484	0.1594878775	-0.1474598245	0.0788057665	-0.0334752723	-0.101755145	0.0822689345	-0.0870576399	0.0331361932	0.1799922818	-0.1769505129	0.2430646479	-0.2613080022	0.1157074435	-0.0745637683	0.053606116	-0.0207352054	0.1657224285	-0.0904252792	0.1085123048	-0.0501875025	-0.0637818833	0.0647626765	0.0684914746	-0.0709573848	-0.0507567189	0.1332246093	0.157260457	-0.0896861749	-0.0146968078	-0.0363023043	0.0861102538	-0.1065156514	0.1768370455	-0.0922570061	0.1310701005	-0.2329486994	0.1598847943	-0.0097627554	0.0419875178	-0.1882108353	0.0808190063	-0.0239185499	0.14820093	-0.117917234	0.2573007963	-0.098758549	0.0187323021	0.0211231692	0.0592161885	0.0359114659	-0.0649952507	-0.042543843	-0.0172530532	0.1130657485	-0.0741525925	0.0743805149	-0.0440110912	0.0882864934	-0.1536535671	0.0548029769	-0.1609315069	0.1113326654	0.1034950718	-0.2999161731	0.1285947776	-0.1298483194	0.1482779676	-0.0030107551	0.0179796063	-0.0031627194	0.0870393366	0.0178812395	-0.03111515	-0.1393600055	0.1012651649	-0.1266668465	-0.0666489926	0.1643619509	-0.0397062	n/a	0.0015765823184399	n/a	-0.00364702	n/a	1.33007548804e-05	n/a	-0.0374822	n/a	n/a	0.00140491531684	-0.000149085	n/a	n/a	2.2226337225e-08	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.321554887	-0.9832953287	0.07348420434	-0.1360077287	-0.7341769812	-1.676799798	-0.2662084265
75308.32938414038	52.71349949308205	2778.713028807162	5671344474.630181	118670.31437571456	521.5822575266793	272048.0513666272	14082643514.030926	75812.43650719394	-44.6229961951176	5747525529.157312	1991.2117894294795	80930.38149231569	70308.57698871933	0.8769489999999999	20.028776	0.06869132	0.0355026	-0.0776204661	0.108605513	0.0111052907	-0.0747923862	-0.0584255853	0.2224652758	-0.0198912327	0.155988382	-0.0104151657	0.1640450623	0.0352982765	0.3180939201	-0.0188475057	-0.0445620997	0.2355058456	-0.0925522221	-0.0007879621	0.2092879654	0.06396389	0.0101268091	-0.1085865793	-0.0673735499	-0.0515485808	0.0562727874	0.0818757072	0.0139509714	-0.2739370507	-0.0090822618	0.1250082262	-0.0286003143	-0.0175136683	0.0290967169	0.0188654848	0.0229786544	0.0227588822	-0.0955161429	-0.0642269956	0.023489266	0.1932070831	-0.0457169286	-0.1501878514	0.0757001861	0.1122361013	0.1238339753	0.1194382155	-0.227492244	-0.1363958634	-0.0963452029	0.1285182891	0.1302888156	-0.0500327027	0.0221032951	-0.1276960482	0.1483297087	0.0509708621	-0.0345687824	-0.033417858	-0.1175934051	0.0288705717	0.0662300024	0.0938451825	0.0248781508	-0.113183724	-0.0093252649	0.0560355493	-0.094702499	0.1636494417	-0.1689334337	0.1945256912	0.14249428	-0.0958144316	-0.0888011806	-0.1598267632	0.2142726067	0.1388993596	-0.0224107586	-0.1120565982	-0.0336469894	-0.171484702	0.1120379014	0.0574583142	0.0995046908	-0.0902448353	0.0649458081	0.1640657595	-0.0310854	0.0086207999999999	0.0009663020931599	7.431819263999997e-05	0.0221812	0.02582822	0.00049200563344	0.0006670969483684	-0.0528108	-0.0153285999999999	0.0002349659779599	0.00278898059664	-0.000120565	2.8520000000000005e-05	8.133904000000003e-10	1.4535919224999998e-08	0.000349754	0.000349754	1.22327860516e-07	1.22327860516e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.027747628	0.7266895788	1.12446901	-0.9082273434	-1.210946304	-0.1425516707	-1.23383771
75376.92650151305	68.59711737267207	4705.564511840149	5681681048.814501	118388.24397389482	-282.070401819743	79563.71158275126	14015776311.222445	75690.94467835163	-121.49182884230686	5729119106.301288	14760.264475448384	80805.05172309424	69515.48126049577	1.002756	22.902113	0.06905355868	0.0347846	-0.0617148971	-0.0318107629	-0.2006940494	0.2201030584	-0.0619379162	0.1473601774	0.1280543914	0.0434125183	0.1140478365	0.1863629546	0.0265061904	0.0592329737	-0.2362156799	0.0163782324	0.1702582277	0.0112128644	0.1400499566	-0.0397503794	0.0136730911	-0.0082918618	-0.1675715926	-0.0442171364	0.0107747777	0.0849965043	-0.1500293879	0.0434317787	0.0770957754	0.036315912	0.1393151692	0.0229923768	-0.1767012714	0.0657354644	0.0174751279	-0.0168709805	0.2853409769	0.0571666958	0.1706377587	0.1310946741	0.2094424661	0.1404669588	0.0852112972	-0.0938344764	0.0457758846	0.0335281466	0.0364183441	0.0526434197	-0.0246819227	-0.1541549053	-0.089414393	0.0230516523	0.0736047446	0.04784498	-0.0793236276	0.1931694054	0.0644981291	0.1124017769	-0.0275534156	-0.0841138692	0.0844491907	-0.2195918462	-0.0397465968	0.1232322845	-0.0914091351	0.0783170925	-0.1092043206	-0.037342816	0.0559926801	-0.1875138281	0.1742795933	0.228376888	-0.1560749261	0.0937816028	-0.1472421237	-0.0456557712	-0.0294952552	0.0689800684	-0.1296480454	0.1712050207	0.0034518532	-0.0983970506	0.099321993	0.1262854405	0.2204218746	0.1111718773	0.1634739106	-0.0228912	0.0081941999999999	0.00052400703744	6.714491363999998e-05	3.14132e-06	-0.02217805868	9.8678913424e-12	0.0004918662868135	-0.0346285	0.0181823	0.0003305960332899	0.00119913301225	-0.000342447	-0.000221882	4.9231621924000014e-08	1.17269947809e-07	0.000161656	-0.000188098	2.6132662336000005e-08	3.5380857604000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.507843934	0.6076787079	1.48243422	0.4055875045	-1.290924853	-0.03385108098	0.6283572661
75415.40553370552	38.47903219246655	1480.635918468877	5687483391.813261	118724.24364043443	335.99966653961746	112895.77591473411	14095446027.993237	75897.38141945277	206.43674110113352	5760412506.329894	42616.12807645643	80951.81207625911	69379.7373046875	0.932092	21.288197	0.04782933632	0.0255716	-0.045600359	0.0885273318	-0.0268518919	0.2401748891	0.0265237893	-0.0559279076	0.0958784784	0.0759843507	-0.0212835721	0.0023010553	-0.1728774177	0.2050985094	-0.1635614427	0.0232899908	-0.0925387854	0.023531537	-0.004937684	0.0703438039	-0.2267566359	0.0865920052	0.0281349997	0.0850071253	0.1452172013	-0.0900184713	-0.0716475356	-0.0006494605	-0.0189719147	0.0281156747	-0.0036469195	0.0169424866	0.1768617712	-0.0558200252	-0.1112277417	0.1825980696	0.0513044968	0.1194832596	0.1898495949	0.0767016322	-0.1157391228	0.1046050616	-0.0964853409	-0.0236044777	-0.0493098774	0.006625271	0.001691925	0.0293292589	-0.1959836984	0.1265340197	0.0063222416	-0.0436970475	0.1709234224	-0.0385883554	-0.1893199214	0.0607663762	-0.0536795873	-0.0082472773	-0.1591201028	0.119300097	-0.033944353	-0.0415396772	-0.0165806275	0.0216057323	0.103465786	0.0234718044	0.0851054504	-0.0540617709	-0.181601855	-0.2072156058	0.1215478598	0.1668493563	-0.1969266553	0.0699023832	0.0030141454	-0.0169442071	-0.0852717877	0.1434663043	-0.0054501184	0.1256981087	-0.0579290379	0.1302300307	-0.0189379931	-0.0615598341	0.0176845723	-0.0638245286	0.1625874706	-0.0187745	0.0041167	0.00035248185025	1.6947218890000007e-05	-0.0175896	-0.01759274132	0.00030939402816	0.0003095045471524	-0.0346242	4.299999999998749e-06	1.848999999998924e-11	0.00119883522564	0.0	0.000342447	1.17269947809e-07	0.0	-1.82089e-05	-0.0001798649	3.3156403921000007e-10	3.2351382252010016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9617708952	-0.8832689093	1.127067472	0.1214990089	0.3329498928	-2.104408924	0.1074469717
75592.88682562821	177.48129192269698	31499.608982549584	5714284538.632236	119243.55558069742	519.3119402629818	269684.8912997028	14219025547.526876	76057.19265635396	159.8112369011942	5784696554.765742	25539.631439889617	81085.98164026892	70651.96905745746	0.936386	21.386282	0.097871645	0.0502095	-0.0392785872	0.0223518529	0.1453821854	-0.0872612576	0.0855904127	0.0703532078	0.2782222509	-0.0283771424	-0.2620919804	-0.1103337764	0.1439254455	0.0634899851	0.0093920388	-0.156375712	-0.0971157135	-0.0625786728	0.0991550627	0.0556188347	0.1826175337	0.0895123439	0.1762844296	-0.0095400649	-0.1375255797	-0.0852648427	0.1530626136	0.2733835517	-0.2352380649	0.0784241806	0.0501640687	0.0550768256	0.1273759573	0.0264652869	0.059586332	-0.0709778869	0.0697045182	-0.053031558	0.0041471755	0.0621678979	-0.0621844576	-0.255368499	-0.0781950116	0.13433625	0.0812769823	-0.0059666696	0.1967023585	-0.0624819047	0.073332899	0.297522121	0.1280491811	-0.0745758103	-0.0020351546	0.0468979572	0.1674816153	0.0371616564	0.0085520547	0.0955790605	0.0193975122	0.0125203455	-0.0415632151	-0.0113657227	-0.0022329578	-0.0109830495	0.0975846975	0.073226268	0.1913657247	0.0951520733	0.1224934996	-0.177216205	-0.0547277819	-0.0518899334	0.0315894908	-0.0459330361	-0.0523253496	0.0374424445	0.0576064142	0.1686062101	-0.0106361628	0.1216177983	-0.1335606647	0.0778421518	0.068229982	-0.2356210215	0.1647543318	0.0076875093	0.161408037	0.0033187	0.0220932	1.101376969e-05	0.00048810948624	0.0244892	0.0420788	0.00059972091664	0.00177062540944	-0.0408627	-0.0062385	3.8918882250000014e-05	0.00166976025129	-9.2042e-05	-9.2042e-05	8.471729764e-09	8.471729764e-09	0.000161656	0.0001798649	2.6132662336000005e-08	3.2351382252010016e-08	0.000277316	0.000277316	7.6904163856e-08	7.6904163856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2471801346	-1.719077429	0.3800894052	-1.709150549	-0.1663554083	0.5049538229	-0.5105758408
75633.41680789801	40.5299822697998	1642.6794627902864	5720413738.03723	118811.82499285442	-431.7305878429906	186391.30047925425	14116249758.132668	76073.77246288673	16.579806532769	5787218856.735064	274.8899846640496	81189.94017419667	70381.46911877784	0.912367	20.837711	0.109131973	0.0527562	-0.0386146167	-0.1193869353	-0.0641507144	-0.0383582264	-0.2117541398	0.0173512369	0.1410638168	-0.2125982406	-0.1637772001	-0.1338589235	-0.0074046363	0.0135695703	0.0738392677	-0.1702127998	-0.170542037	-0.0238076538	0.0566076462	-0.1612850496	-0.0452745991	-0.0043322732	0.0518465155	-0.121083012	-0.2402332868	0.2080730391	0.0775980693	0.0944962725	0.0641410935	0.0547362824	-0.0232338699	0.139018681	-0.1027294505	-0.0907012069	-0.2099561812	-0.1279445263	-0.0232875678	-0.0896075371	-0.0952053226	0.1345786639	-0.1158167056	-0.1334711436	0.2263891533	0.0357650209	0.0736790822	-0.0340904914	-0.0774933876	0.1810813826	-0.0263541526	0.1121287858	0.0282066335	0.1513756346	-0.14730794	-0.0360882731	0.1759984338	0.1011402548	0.0370429809	0.207841396	0.0756901609	0.0809150471	0.2098348521	-0.0569416242	0.0747072328	-0.0747533144	0.1274634092	0.1401994007	-0.0589051873	0.1916379819	0.1526091752	-0.1509215085	0.0283208881	-0.0126107082	-0.0268749734	-0.013201279	-0.111957579	-0.0117172637	-0.1698310229	-0.1337414216	-0.0054492538	-0.0944688289	-0.0314495335	-0.1081836939	0.055017142	-0.2025773797	-0.0290681013	-0.0832309859	0.1599377353	-0.0228968	-0.0262155	0.00052426345024	0.0006872524402499	-2.5368e-05	-0.024514568	6.435354239999999e-10	0.0006009640442266	-0.053456	-0.0125932999999999	0.0001585912048899	0.0028575439359999	0.000655654	0.000747696	5.590493084159999e-07	4.29882167716e-07	7.71969e-05	-8.44591e-05	5.9593613696100006e-09	7.133339572810001e-09	0.000193299	-8.4017e-05	7.058856289000001e-09	3.7364503401e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.009096256	-1.886523352	-0.6133331835	-0.3414536678	-1.418151575	0.7329181007	0.6511256252
75712.83415076697	79.41734286895371	6307.114348364953	5732433255.141545	119234.41738519436	422.5923923399386	178584.33006359264	14216846289.18674	76029.54672166085	-44.225741225876845	5780491974.70121	1955.9161869782229	81230.22197968893	72267.27000584113	1.032059	23.571367	0.093083103	0.0504648	-0.0309909475	-0.1073215406	-0.012735093	-0.1195904229	-0.1268280627	-0.1567923065	-0.0447424548	-0.0940193699	-0.0309981183	-0.04312057	0.1743143868	-0.0331034103	0.2045743619	-0.0015097205	0.0330816678	-0.1022355862	-0.03211293	0.0065919325	-0.3445695773	-0.0515495645	0.0079054927	-0.060267929	0.3164138771	-0.200344254	0.0051208312	-0.0195923256	-0.0307797484	-0.0558098637	0.0927043075	-0.0132762777	-0.0271480145	0.2136800003	0.0775825631	-0.1537191148	-0.1426675376	-0.1689575366	-0.2056221128	-0.0634319937	-0.0267392447	0.1422575365	-0.0301059871	-0.0527291972	0.1134343441	0.1037388724	-0.2779083906	0.0446623879	0.0073433638	0.308739864	0.140843369	-0.1360414856	0.3071232013	0.0307721974	-0.0804683456	0.1359314881	0.1003267378	-0.0244993382	0.0155208449	0.0243419113	-0.0136088683	0.1461858357	0.1305901094	-0.1003269795	-0.0414251145	0.1368213346	0.0078490242	0.1510550914	-0.2330416634	-0.0856899615	-0.0472294066	-0.1007412921	-0.0865290574	0.0055130754	0.0259429831	0.1103061107	0.0776204859	-0.1189904703	0.205558635	-0.014637478	-0.0398536333	0.12254281	-0.0305447701	-0.0891635991	0.0457912279	-0.3019371693	0.1581792149	-0.00814023	0.0147565699999999	6.62633444529e-05	0.0002177563581648	0.00417972	0.0042050879999999	1.7470059278399996e-05	1.7682765087743994e-05	-0.0945961	-0.0411401	0.00169250782801	0.00894842213521	0.000706763	5.110900000000003e-05	2.612129881000003e-09	4.99513938169e-07	-0.00021223	-0.0002894269	4.50415729e-08	8.376793044361e-08	0.00051239	0.000319091	1.0181906628100005e-07	2.625435121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.227038199	0.03924422775	0.1610356217	1.485615168	-0.3174768759	-0.4849334848	2.216973643
75457.55028353921	-255.2838672277576	65169.85286675936	5693841894.792849	119327.67505478275	93.25766958839084	8696.992937057481	14239094033.979822	75847.90037892964	-181.64634273121192	5752903991.892036	32995.3938276249	80989.92869224305	72516.78730959313	0.903707	20.63991	0.0951621877	0.0666313	-0.031214471	-0.0375981472	0.1350232698	-0.1384006096	0.1036556717	0.1534337663	-0.1414606824	0.0680690262	0.0753832382	-0.0350327878	-0.0437078958	0.0024751096	-0.0419237475	-0.028280286	0.1602955923	0.070910711	0.1333181828	0.1452729841	-0.0941574294	-0.0796874318	0.0821549664	0.0091596938	-0.0145854613	0.0830436326	0.0798476131	-0.0713605321	-0.0153156288	0.1891140639	-0.0637436096	0.1099271143	-0.010938583	0.1338033201	0.0157910212	0.096519149	-0.1822779819	0.1986126968	-0.0221146316	-0.0074392941	0.1996025502	-0.0828711748	-0.1395082169	-0.0992311056	-0.1790779116	0.1000662021	0.054019659	-0.0988602854	-0.0676169671	0.0396805922	-0.0831109	0.0781101582	0.0027717921	-0.0802018407	-0.0097811177	-0.0855162676	0.115999966	0.0135589287	-0.1726101131	0.1091242846	0.174548687	0.402225159	0.0125717563	0.0192994617	-0.1542987293	0.1106720447	0.0747903199	-0.0212666815	0.0208943681	-0.0236360677	-0.0656919057	-0.2445505706	-0.0634054871	-0.0077591148	-0.0966255037	-0.1016399473	0.1746049624	0.211418075	0.0540034317	-0.0756978226	-0.0477520522	0.1211264554	-0.0126212865	0.1667972444	-0.2181317214	0.1102082975	0.1561356449	-0.00522275	0.00291748	2.72771175625e-05	8.5116895504e-06	1.02123e-05	-0.0041695076999999	1.0429107129e-10	1.7384794460359283e-05	-0.0321437	0.0624524	0.00390030226576	0.0010332174496899	0.00039053	-0.000316233	1.0000331028900003e-07	1.525136809e-07	-0.000206137	6.092999999999984e-06	4.2492462769000007e-08	3.7124648999999805e-11	0.00032226	-0.00019013	3.6149416900000024e-08	1.038515076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.630353076	0.2064486837	1.28562685	0.218996311	0.8009421089	0.7746536472	0.4975654232
75442.39265693443	-15.15762660477776	229.7536442898666	5691554609.803075	118410.9980587843	-916.6769959984522	840296.7149927464	14021164461.27742	75754.75275750582	-93.14762142382096	5738782565.350836	8676.479376915471	80861.8241742394	70194.25825707267	1.027559	23.468584	0.0974388426999999	0.0428397	-0.0372036934	-0.1248127274	-0.0594548542	0.0875558327	-0.0493820316	0.1715244805	0.0216649614	-0.0083898595	-0.029312011	0.0878421219	0.0717602759	-0.1403696638	-0.0933126858	0.0817268757	0.1342535253	0.1140005435	0.1800881507	-0.0729151125	-0.07825929	0.0420614546	-0.078552503	-0.0724231546	-0.0771641576	-0.1563662513	0.0235117172	-0.0126659818	-0.0182306474	-0.1253280776	-0.2415139054	0.019485286	0.0457012171	0.0466083402	-0.00946112	0.0249735203	0.0310571604	0.0027347138	0.0844530827	0.009210092	0.218949589	0.0176142582	0.1310786632	-0.0098664998	-0.0716504576	0.0718699615	0.0083294716	0.1479067664	-0.1282653794	0.0068522723	0.0330296069	-0.1146943545	-0.0253848805	-0.234979853	0.0380633153	-0.1448283577	-0.0862245619	-0.0442740862	0.0334480314	-0.1654286517	0.1511932633	-0.0426654759	-0.0164611367	0.1597909115	-0.0633171521	0.132855078	0.0085654074	0.0995604101	0.0729860081	-0.0987198003	0.0942872228	-0.0096108986	0.1384711424	-0.1481554798	-0.1559845724	-0.1219928876	-0.1304459101	-0.1336169832	0.0796405375	-0.2798713316	-0.1201293026	-0.0577483093	0.0497662083	-0.0409449818	0.0465085645	0.1930778536	0.1538107079	-0.0184709	-0.0132481499999999	0.0003411741468099	0.0001755134784224	0.0130422	0.0130319877	0.00017009898084	0.0001698327034129	-0.0653448	-0.0332011	0.0011023130412099	0.0042699428870399	5.82702e-05	-0.0003322598	1.1039657469604e-07	3.39541620804e-09	3.06253e-05	0.0002367623	9.3790900009e-10	5.605638670129e-08	0.00051239	0.00019013	3.6149416900000024e-08	2.625435121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.002887276	0.01497193368	1.637616756	-0.6305677005	-1.228877243	0.1773425197	1.04067707
75675.15414526474	232.7614883303031	54177.91044973783	5726728954.909578	119179.74720726944	768.7491484851344	590975.2532966192	14203812144.388647	75904.06992785263	149.3171703468106	5761427831.612342	22295.617360378452	80971.98663880897	69939.08289486895	0.877414	20.039413	0.078326205	0.0384818	-0.0294974768	-0.1064760867	-0.0693398803	0.1748933606	-0.0562298262	-0.1244341149	0.1427096231	0.0742693056	0.0879238432	0.0057962753	-0.2493624964	-0.1289504025	-0.2996772989	-0.0163220853	-0.1077748737	-0.0572249387	-0.2377247341	-0.0860035521	0.0472798896	-0.233922511	-0.0242736612	0.0455942072	-0.1737700155	0.0329768417	-0.0195343734	0.0959344021	0.2315822513	-0.1221101082	0.0222357161	-0.1595197545	-0.1674096342	0.1298789909	0.2134409645	0.0905078251	-0.0915976469	-0.0618156355	0.2793458524	0.1777272978	-0.0402876616	0.0837866145	0.1069056084	0.0458955042	0.2166221278	-0.0006483057	-0.2699367098	0.0208400645	0.0410264175	-0.0769613873	-0.1483999312	-0.0389412509	-0.1149896984	0.0521819504	0.1344979492	-0.022215724	-0.0289122452	-0.0428294485	0.0737470026	0.0137760127	-0.1442899034	0.1523901872	0.0287007531	0.0798141992	0.0926410426	0.1070023717	-0.0031394101	0.1735198992	-0.1102850402	-0.0620064974	-0.0857583254	0.2511088283	0.2003625759	0.06232523	0.0536519828	-0.1380866815	0.0224745513	0.1282012514	0.0719283285	-0.1076558495	0.2055552056	0.0194863469	0.0514348637	0.0945469948	0.0564451293	0.145243194	0.1512085936	-0.0228575	-0.0043866	0.0005224653062499	1.924225956000001e-05	0.041627	0.0285847999999999	0.0017328071289999	0.0008170907910399	-0.0758586	-0.0105138	0.00011053999044	0.00575452719396	0.000177159	0.0001188887999999	1.413454676544e-08	3.1385311281e-08	-0.000269979	-0.0003006043	7.2888660441e-08	9.036294517849e-08	0.000235063	-0.000277327	7.691026492900003e-08	5.5254613969000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.630804481	-0.7202904114	0.9737449817	-0.2347846363	-0.4424745507	-1.231441494	1.722793246
