global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_15	aroma_motion_17	aroma_motion_18	aroma_motion_20	aroma_motion_22
69282.25053935623	n/a	n/a	4800030239.798127	129498.89270626244	n/a	n/a	16769963212.148071	68414.53372002664	n/a	4680548424.128662	n/a	81971.85903660045	55906.96941956088	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0135288	n/a	n/a	0.00018302842944	-0.0385174	n/a	n/a	0.00148359010276	0.145177	n/a	n/a	0.021076361329	0.00221434	n/a	n/a	4.9033016356e-06	0.0039138	n/a	n/a	1.5317830440000002e-05	-0.0025006	n/a	6.25300036e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67284.7910692015	-1997.459470154732	3989844.334910823	4527243109.226098	126431.83247778952	-3067.060228472925	9406858.44508039	15985008263.691832	68009.30064248446	-405.2330775421724	4625264973.879838	164213.8471343003	81044.49252923027	51448.322841024805	5.206063	93.831764	0.7260272999999998	0.37246	-0.2261786543	-0.3043259031	0.3686888448	-0.6050760917	-0.0154856065	0.109608229	-0.257265832	0.2751390428	-0.2897234131	0.1766026913	-0.0796016795	0.4451725671	0.1886681771	-0.4972964103	0.4457565173	-0.235191394	-0.2608937678	0.0468806038	-0.0190622364	0.0087617799	-0.0171121323	0.0993659016	-0.0044079642	0.0351271493	-0.0141653328	0.1430607228	0.0059914117	-0.0545878477	-0.011780664	0.0040037097	-0.190103889	-0.6149207544	0.4401978455	-0.197555478	0.0536017455	-0.3529734155	0.0735988823	-0.1535568496	0.0929199726	-0.2262813512	0.1184330327	-0.131908158	0.0456601742	-0.0308131762	0.0803615579	-0.0368970742	-0.1693602599	-0.4347402401	0.632573659	-0.5065628339	0.1813579156	-0.0754571095	0.1540876372	-0.0086728192	0.0187417173	-0.037570706	0.0336535597	-0.0240607863	0.0158954947	-0.0353643988	0.0351298605	-0.0452759181	0.0219617901	-0.0717060561	0.0009839018	-0.0084441234	-0.0271785181	0.018777785	-0.0171535139	-0.0194609089	0.1654828599	0.0	0.0865926999999999	0.0730638999999999	0.0053383334832099	0.0074982956932899	-0.101714	-0.0631965999999999	0.0039938102515599	0.010345737796	0.122493	-0.0226839999999999	0.0005145638559999	0.015004535049	0.00743044	0.0052160999999999	2.7207699209999997e-05	5.52114385936e-05	0.000436035	-0.003477765	1.2094849395225005e-05	1.90126521225e-07	0.000147191	0.002647791	2.1665190481e-08	7.010797179681e-06	1.0	0.0	0.0	0.0	-4.587826509	3.012783329	2.793954832	2.899678292	-6.559763552	3.869244415	-1.085358566	0.3380393204	-0.6449740737	-0.7941038814	5.223098811	1.727655989	3.180788247	3.100798875	-1.98212919	-0.4549974506
67266.06996712027	-18.72110208122467	350.4796631356347	4524724168.82152	126447.32438571694	15.491907927425927	239.9992112318423	15988925844.306726	67850.02913382549	-159.2715086589742	4603626453.460968	25367.413470505693	81353.27575100721	54481.02644895896	3.396895	61.224125	1.1191284	0.659737	0.0338896696	-0.3474414479	0.2997010137	-0.542114211	0.3134430823	-0.1002442259	-0.0394335467	-0.1778809133	0.0663043345	0.0120617079	-0.1172350979	0.2520221638	-0.0573086345	-0.1956197617	-0.1449218414	0.3025189335	0.2235083095	0.1395904117	0.2470043318	0.268809569	-0.2353687612	0.2871075806	-0.0922803555	-0.1247000583	0.0420861568	-0.2887013182	-0.0993994098	0.1952589631	0.1024753288	0.0784631564	-0.0982576366	-0.3274386625	-0.0002820169	0.4218679074	-0.3002779962	-0.116821648	-0.1506398331	-0.0288507886	0.0300174852	0.3384782669	-0.4461358034	0.13073544	-0.1558286874	0.1675384611	-0.0862159698	0.1275022304	0.1299068226	-0.2408793694	0.2390854489	0.2000280966	-0.7196107303	-0.1364451489	-0.3024517037	0.0899197536	-0.2098141109	-0.0855380644	-0.174072784	-0.0490667106	0.0211317608	-0.0420719758	0.0403937298	-0.06199864	0.0323549248	0.0246241024	-0.0222150092	-0.0410975438	-0.0001749822	-0.0831677334	-0.0222768503	-0.0023091829	0.1651764237	0.0	0.0276795	-0.0589131999999999	0.0034707651342399	0.00076615472025	0.204819	0.306533	0.093962480089	0.041950822761	0.113425	-0.009068	8.222862400000012e-05	0.012865230625	-0.00328478	-0.01071522	0.0001148159396484	1.07897796484e-05	-0.00197078	-0.002406815	5.792758444225e-06	3.8839738084000006e-06	0.00191744	0.001770249	3.6765761536e-06	3.133781522001e-06	0.0	1.0	0.0	0.0	-2.233748018	3.37827776	-1.819494914	6.087082275	0.7923771756	4.612681099	0.4390344837	-0.9851256229	-1.282319227	-1.792070836	0.7505396845	0.7410661622	1.787201401	1.259351742	0.402237328	2.313834835
66642.58789815959	-623.4820689606859	388729.8903154975	4441234521.763927	127726.81617521434	1279.4917894973914	1637099.239391237	16314139570.256994	67533.51027790112	-316.51885592436884	4560775010.455377	100184.18615567136	81305.69444018854	50388.61086371006	2.454839	44.244926	0.3914991	0.263381	0.0458695399	-0.3299854483	-0.1313890062	-0.1602465537	0.2022695723	-0.0311118072	0.2276027689	-0.3296263062	0.2057578014	0.1672465515	-0.1533152112	-0.0458525205	-0.032738398	-0.2277821063	-0.12752282	0.1036273764	0.2568339663	0.0746166693	0.11879853	-0.1158554601	0.0811060078	-0.1994857289	0.1033785996	0.0446002462	0.135728334	0.0249698598	0.03648903	-0.1783415074	-0.0883584891	-0.1543013809	-0.0801993258	-0.0229409944	0.0361445927	0.3582152197	-0.2084978386	0.0356065212	0.0467557608	0.147615318	-0.1355757697	-0.0478581017	-0.018327971	0.1739223897	0.1488496	-0.2285494711	0.2706918815	-0.0946250546	0.1346569176	-0.1714595381	0.1656391036	0.3120699538	-0.0141312321	0.2578557491	-0.0024157124	-0.1396006064	0.0045246015	0.0164790278	0.5035803333	0.3296755188	-0.1649352913	0.0828605042	0.1051795595	0.1667898914	-0.1537687596	0.0587133189	-0.0973110249	-0.1147043131	-0.0122823739	-0.1181115512	0.0911091161	0.1497998135	0.1645641189	0.0	0.0183034	-0.0093760999999999	8.791125120999996e-05	0.00033501445156	-0.0495345	-0.2543535	0.06469570296225	0.00245366669025	0.140052	0.026627	0.000708997129	0.019614562704	-0.0044015	-0.0011167199999999	1.2470635583999997e-06	1.937320225e-05	-0.00242893	-0.00045815	2.0990142250000005e-07	5.899700944900001e-06	0.00236542	0.0004479799999999	5.5952117764e-06	2.0068608039999998e-07	0.0	0.0	0.0	0.0	-0.4322683033	1.63736346	0.3318050897	0.4574111381	-1.235009385	1.887057175	-0.6420995778	-0.907280308	-2.934265021	-3.675246389	-0.7440235744	0.2587260928	-0.2133128346	2.375154639	2.161776657	-0.2162352862
66452.60364328338	-189.9842548762099	36094.01710086868	4415948530.971319	127689.47511852712	-37.34105668721895	1394.3545145180992	16304602056.044956	67433.34205937314	-100.16821852797877	4547255621.296423	10033.672003068905	81123.72606963903	49039.46818242521	1.64947	29.729319	0.0749318	0.0407782	0.1244263291	-0.3078263335	-0.280646222	0.0328841922	0.1664574488	0.187721561	0.1067639787	-0.2862190248	0.1280580713	0.1450895351	-0.1520930605	-0.0582965499	-0.3381950745	-0.2775408683	-0.0812123248	-0.091286506	0.1184432495	-0.1766895039	0.0514497572	-0.0162882506	0.2005226846	-0.131280345	0.0350552975	0.010260711	0.058035095	-0.1192707452	-0.1160250671	-0.1857819876	0.0299248026	0.0998067227	-0.13000896	0.0996895282	0.0780429382	0.3870043201	0.1185891357	0.003786971	-0.1307059524	-0.0530165805	-0.1419160161	-0.2642528033	0.1659381366	0.0202201377	-0.1380609903	-0.0698041514	-0.018704591	-0.032833821	0.1638875968	-0.107529689	0.1161358807	0.2883384815	-0.0005229123	0.2018465371	0.0981119415	0.0573156118	0.2129151091	0.171941416	-0.039557517	-0.0822836044	-0.1607320901	0.0703377815	-0.2427156387	0.0261266619	0.0465993659	-0.0714060437	0.3321180191	0.1022017568	-0.1661544859	0.3731279358	-0.0949424376	-0.1840834826	0.1636470791	0.0	0.0267944	0.0084909999999999	7.209708099999997e-05	0.00071793987136	-0.0756533	-0.0261188	0.00068219171344	0.00572342180089	0.143542	0.0034899999999999	1.2180099999999951e-05	0.020604305764	-0.00495695	-0.0005554499999999	3.085247024999999e-07	2.45713533025e-05	-0.00224774	0.00018119	3.2829816100000125e-08	5.0523351076e-06	0.00236542	0.0	5.5952117764e-06	0.0	0.0	0.0	0.0	0.0	-1.746473256	-0.2049987141	-0.7478465164	0.2033413313	0.1465694927	0.4569746981	-0.9985976625	-3.050299348	-1.524066691	-2.519022815	-0.546571434	-1.459615628	1.934726345	-1.066745975	-1.250375911	-1.009955992
66841.93595927434	389.33231599096325	151579.65227488725	4467844402.783732	127717.79449766246	28.31937913534057	801.9872346111628	16311835031.34714	67347.95442014506	-85.38763922807993	4535746964.577937	7291.048932944735	81141.18004571725	49966.97229290824	1.694387	30.538876	0.0895479	0.0406866	0.1623881528	-0.1959228102	-0.2607209354	0.0822871627	0.1742445297	0.2493144567	-0.0573368915	-0.199873774	-0.1895210252	-0.0303435172	-0.1933675966	-0.2211160372	-0.1959728377	-0.1327429343	0.0916624409	0.0346269039	-0.0871319202	-0.1131820868	0.1089430272	-0.0906186215	0.0457089416	0.0518565681	0.0491692754	0.0138233949	0.1512035326	0.017220844	0.1909785973	-0.0076234862	0.2311850581	0.0786133524	-0.1330947641	0.2382769681	0.1434936517	0.2453242776	0.0333515554	-0.0883096349	0.04716014	-0.1571280635	0.0394373245	-0.0243878424	0.1399686718	-0.1093364677	-0.0038017641	0.0370962935	-0.0741692045	0.019364257	0.1645624232	-0.0530442956	0.0616440734	0.1956009365	0.0899699236	0.2478047487	0.1191017304	-0.1415258517	0.1904799622	0.1702909084	-0.0387736187	-0.12872107	0.1271654293	0.1682578442	0.0077937404	-0.2287831933	0.0556127837	-0.1038088226	-0.0325236437	0.0919588521	0.162298355	-0.1707011054	-0.2282574321	0.0839736056	0.1624270027	0.0	0.0321277	0.0053333	2.8444088890000027e-05	0.00103218910729	-0.0988894	-0.0232360999999999	0.0005399163432099	0.00977911343236	0.120742	-0.0228	0.00051984	0.014578630564	-0.00506382	-0.00010687	1.1421196900000051e-08	2.56422729924e-05	-0.00180198	0.0004457599999999	1.9870197759999994e-07	3.2471319204e-06	0.00215448	-0.00021094	4.6417840704e-06	4.449568360000008e-08	0.0	0.0	0.0	0.0	-0.951566196	-1.032440142	-0.9261813568	-0.9647501259	-0.5426703168	-0.3607964313	-1.354717627	-3.278072061	-1.175895019	-1.916256355	-1.155476433	-2.598160587	0.06519163062	-0.6109052968	-0.6436353464	0.03041590904
67294.21221971684	452.27626044249337	204553.8157598461	4528510998.272286	128109.54424041689	391.7497427544295	153467.86094816166	16412055325.487331	67521.57037957001	173.6159594249475	4559162466.523226	30142.501367045017	80947.11045314898	52587.40476989746	1.718803	30.978933	0.1697161	0.11531	0.2042976344	-0.16251588	-0.0675552872	0.2084932176	0.165739997	0.2619874777	0.1263700228	0.0113526666	-0.4182035494	0.1202393854	-0.2829497043	-0.0994788751	-0.0555533019	0.0466744971	0.1259896166	0.0445829728	-0.1636564058	0.1995369972	-0.080482802	-0.0328388873	0.1016902792	-0.0283371678	0.0107501719	0.0736862988	-0.1887658858	-0.0540523498	-0.0313658194	-0.026763347	-0.132802087	0.1789963424	-0.2803631714	0.2005882972	0.1037223256	-0.0089855337	0.1909129257	4.96207e-05	0.303505303	-0.1504651084	0.0178034099	0.1088686192	0.0363594815	0.1014268499	-0.0037870773	-0.0970524886	0.0596007169	0.0832420314	0.2168303416	-0.0775444055	-0.0108733854	0.0766943444	0.103868932	0.0858669826	0.0397650214	-0.0435515655	0.1404902257	0.0871634199	-0.2893225756	-0.1754727091	0.2719083735	-0.0640229823	0.045244836	0.058803509	0.1703561881	0.2393312241	-0.1875450642	0.0351713422	0.024225677	-0.0754769504	0.2378983334	-0.1849660435	0.1609061488	0.0	0.0362666	0.0041389	1.713049321000001e-05	0.00131526627556	-0.0853191999999999	0.0135702000000001	0.00018415032804	0.0072793658886399	0.154181	0.033439	0.001118166721	0.023771780761	-0.00702924	-0.00196542	3.8628757764e-06	4.94102149776e-05	-0.0016211	0.0001808799999999	3.2717574399999926e-08	2.6279652100000003e-06	0.00192942	-0.0002250599999999	3.7226615364e-06	5.065200359999991e-08	0.0	0.0	0.0	0.0	-1.476760674	-1.099782746	-1.667565026	0.1740482025	-0.676772418	0.4357357875	-1.314109613	-2.703651107	-1.537014192	-0.5518485038	-0.9523837661	-2.566264608	-0.3392993425	-1.135365782	-1.170416968	1.248802716
67651.63670399146	357.4244842746266	127752.2619589828	4576743948.728845	128211.46455447006	101.9203140531754	10387.750416697902	16438179643.202131	67722.15896749187	200.58858792185487	4586290815.218239	40235.78160448373	81195.51529892405	54593.38038400503	1.507778	27.175526	0.0841916	0.0450687	0.1939539769	-0.0539606144	-0.0482928545	0.169489843	0.0483568683	0.3091946004	-0.1247082145	0.143125819	0.0601040314	0.1562921793	-0.1612771699	-0.0028723231	0.0744298141	0.1482139821	-0.039816049	-0.0222146041	-0.0954524127	0.1332664138	-0.00188923	-0.1015459981	0.1160716144	0.0958877234	0.1183936863	0.0431954034	-0.0676423344	0.0664091405	-0.0560960377	-0.0394807848	0.0317422334	0.0408166836	-0.2052868951	0.1402040199	-0.0210262434	-0.1509587154	0.0902208869	0.0369084338	0.0232959319	-0.1906773913	-0.3110727515	0.1925071864	0.0669694868	-0.0231513421	-0.0640274739	-0.0264462118	0.0510603138	0.1715067779	0.2047234423	-0.052641039	-0.0604230381	0.0365778879	0.1472713644	0.0303341045	0.0544378688	0.0508273018	0.084516751	-0.0834201001	-0.0077866882	-0.0413019869	0.2941910585	-0.1696089607	0.1112457628	0.2076107387	-0.1090938549	-0.0021133995	-0.0295125124	-0.1209070189	0.0772706325	-0.0807582901	0.2044610041	0.084975778	0.1590873338	0.0	0.032115	-0.0041516	1.7235782560000044e-05	0.001031373225	-0.0989912	-0.0136720000000001	0.000186923584	0.00979925767744	0.129074	-0.025107	0.000630361449	0.016660097476	-0.00653578	0.00049346	2.4350277160000026e-07	4.271642020839999e-05	-0.00128934	0.00033176	1.1006469760000013e-07	1.6623976355999998e-06	0.00192942	0.0	3.7226615364e-06	0.0	0.0	0.0	0.0	0.0	-0.7999691292	-0.7160695823	-1.309517063	-0.9562776202	-0.3072491092	1.147353926	-0.4955919754	-0.1707356304	-1.794766652	-0.5958295588	-0.610997107	-2.762365522	-0.1232377755	-0.4243556723	0.6613895221	-0.257124767
67769.70858600266	118.07188201119423	13940.969321665376	4592733401.831722	128693.48127252112	482.0167180510616	232340.11648071665	16562012122.040745	67755.23610494376	33.0771374518954	4590772019.636675	1094.097022011581	81238.76978504966	56118.13929265992	1.338682	24.127815	0.1475138	0.0904673	0.1939605553	0.0181363452	0.0545000589	0.1141256936	0.0855715606	0.1544576586	-0.0384339242	0.284527574	0.1196831345	0.1232872362	-0.1953305461	0.0948993389	0.1473528372	0.1582951322	-0.0280596036	0.1224979359	0.1021749479	-0.0365230457	-0.0849374761	0.007561858	-0.1669770981	0.0007877906	0.0149486936	0.2295920227	-0.2112673143	0.0819126189	-0.0629540157	-0.1729381625	-0.0015613769	-0.129324819	-0.2404610803	-0.000277349	-0.1197271788	-0.1993686348	-0.0026746017	0.1035353734	0.0779896516	0.0228664075	-0.1992534102	0.0858511976	-0.0262308727	0.0257193187	-0.1721811617	0.0456333545	-0.0007835087	-0.1945779457	0.230398809	-0.0173132382	-0.0865242787	-0.0600992974	0.1096774115	0.015769197	-0.0511384239	0.0728120597	-0.0623895569	-0.1438900782	-0.0653616517	0.0403917676	0.2217281468	-0.2811141758	-0.0589073007	-0.0687947007	0.0545975664	0.1192416275	0.0551256094	0.0706628683	-0.0750219018	0.2824530153	0.0011179264	-0.0122584632	0.1569739256	0.0	0.0532946	0.0211796	0.00044857545616	0.00284031438916	-0.0422165	0.0567747	0.00322336656009	0.0017822328722499	0.128916	-0.0001579999999999	2.4963999999997308e-08	0.016619335056	-0.0077955	-0.00125972	1.5868944784000017e-06	6.076982025e-05	-0.00124704	4.229999999999989e-05	1.7892899999999904e-09	1.5551087616e-06	0.00184341	-8.601000000000008e-05	3.3981604281e-06	7.3977201000000145e-09	0.0	0.0	0.0	0.0	-0.4997574102	-0.624637074	-1.724526783	-0.9251416393	-0.2501381482	0.9954683068	-0.5305420968	0.2105654171	-1.62398093	-0.4450935993	0.9933904984	-1.700554055	0.5843011474	-1.340886993	1.047040685	-1.490192713
67860.55202297153	90.84343696887665	8252.530040318261	4605054520.862426	128407.83386788644	-285.6474046346848	81594.43977453135	16488571798.642723	67835.33084943013	80.09474448637047	4601632111.451647	6415.168094336973	81374.5017965819	58008.97001674033	1.799698	32.436954	0.1816927	0.119185	0.1867252457	0.094003892	0.1026161461	0.0479891659	0.0735314592	0.0696236705	-0.0973892136	0.2622522226	0.1756749096	0.0382510952	-0.1431524324	0.1380791294	0.145124517	0.0951031243	-0.1582131269	-0.0945658408	0.0084839254	-0.1177903425	-0.1937463846	-0.0882882966	-0.0295102511	-0.0435510223	0.1266810394	-0.1431680486	0.0862216115	-0.1107203356	-0.107538957	0.1063314361	-0.0973117211	-0.0489590839	-0.1701308272	-0.0544541687	-0.1218123001	-0.1860962448	-0.0913648683	0.1134449801	-0.1094158316	-0.0209528745	-0.1182529001	-0.0359299745	0.0312636177	-0.1910503537	-0.1374230557	-0.0432185236	-0.138399655	-0.0612760768	0.1837951759	0.021396588	-0.0979096327	-0.138577009	0.0456463924	0.0238568301	-0.0101475409	0.1208533123	-0.0242976011	-0.1107162372	0.0092776513	0.0868332149	0.020084651	-0.0483655124	-0.0322220459	0.0421120428	-0.1973258622	0.026933689	-0.0498318693	0.075950386	0.245613954	0.0662324115	-0.295225011	0.1329827787	0.1545698379	0.0	0.032117	-0.0211775999999999	0.0004484907417599	0.001031501689	-0.0421944	2.209999999999712e-05	4.884099999998728e-10	0.00178036739136	0.06001	-0.068906	0.0047480368359999	0.0036012001	-0.00620359	0.00159191	2.5341774481000005e-06	3.84845288881e-05	-0.00109322	0.00015382	2.366059240000001e-08	1.1951299684e-06	0.00192942	8.601000000000008e-05	3.7226615364e-06	7.3977201000000145e-09	0.0	0.0	0.0	0.0	-0.8764699495	0.244035753	-1.286688096	-1.32805208	-0.1858164884	0.8705702277	-0.3059232264	0.2872637069	-1.369881968	0.06289511855	0.7128908199	-1.877720939	0.3638084099	0.3334292402	0.7418538658	0.602712431
