global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	aroma_motion_02	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_10
67925.51891264532	n/a	n/a	4613876119.552136	128742.89190280052	n/a	n/a	16574732215.49618	68026.90579892113	n/a	4627659912.575289	n/a	81824.5133115801	59899.51734314292	n/a	n/a	n/a	n/a	-0.1136745468	0.262527461	0.1273516523	-0.1353072606	0.1064106433	-0.1505923266	0.1562011486	-0.0428574929	0.1276990337	-0.0295039783	0.1303751282	-0.2596523159	0.2738906302	-0.2595197545	0.0942884967	-0.1048724102	0.0563192126	-0.0560783677	0.0654052574	-0.174316321	0.102715433	0.2249197488	-0.0195654	0.0563586391	-0.1016398596	0.0986719087	-0.0401417088	0.0148283876	-0.215007052	0.3334528518	-0.0247152653	-0.0357085465	0.1439574815	-0.095160742	0.1398313818	-0.0950555012	0.193465527	0.053926988	0.0495236475	-0.0581000506	-0.2307740804	0.060762981	0.0044433457	-0.0720045404	0.1554736023	-0.1212563257	0.1463498173	-0.0202003785	0.1878115713	0.0553370797	-0.2537376535	0.1585928249	-0.1361877193	0.0179694906	-0.2614337781	0.0861995815	-0.1527853301	0.1227920451	-0.1170921984	0.0832497327	-0.1068056231	-0.0295733028	-0.2215944092	0.0636839211	0.1001656911	-0.1142410837	-0.0258187975	-0.1583610406	-0.2619075308	0.174789051	-0.1462318662	0.0972578837	-0.1122833589	0.1628550343	-0.025432317	0.0538390423	-0.2620293542	0.1358977445	-0.0507499755	0.1370812093	-0.1448978532	0.0360621	-0.1814311156	0.017409423	-0.1595363199	0.1737519054	-0.0555731137	-0.0641148905	0.0237199429	0.1681730662	-0.0228007357	0.1643619509	-0.0238912	n/a	n/a	0.00057078943744	-0.026618	n/a	n/a	0.000708517924	0.013632	n/a	n/a	0.000185831424	0.000124465	n/a	n/a	1.5491536225e-08	-0.000481972	n/a	n/a	2.32297008784e-07	8.787489999999998e-06	n/a	7.721998050009995e-11	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.990935538	1.312332783	1.476487646	0.7749904936	0.7656416899
67874.31474889469	-51.2041637506336	2621.8663854016995	4606922602.632023	128748.09319674585	5.201293945327052	27.05345870569585	16576071501.797956	67920.82761579241	-106.07818312871676	4613238824.014189	11252.580935889571	81604.00008165796	59221.68904805567	1.304082	20.32291	0.0572599905	0.0250591	-0.11637062	0.2983431297	0.1728087795	-0.1146060131	0.0865533617	-0.1405077303	0.1750637786	0.0588757378	0.1398610195	0.011377782	0.0607421486	-0.2585989385	0.1783488055	-0.1061530617	0.1732678327	0.0965548951	-0.0323716444	-0.165475288	-0.1752235212	-0.0833156086	0.2148610842	0.1555327418	-0.3064033601	0.0070693027	-0.0971358635	0.0584955909	-0.0800771762	0.0439840178	-0.108680931	0.1363560312	0.0885575498	0.0936440075	-0.0532059878	0.0983753614	0.1102460737	0.2685890237	0.0090982152	-0.2916606852	0.0591726096	-0.0633291482	0.0317185725	-0.1580945018	-0.0222065184	0.2514395556	0.0840274597	-0.20451958	0.141641237	0.068835622	-0.0038590713	0.0742509847	-0.0719077148	0.233460153	-0.073658809	-0.1222666872	-0.1659848075	0.0854631455	-0.0634128682	0.0928683753	-0.1515731797	-0.0358226537	-0.2302412641	-0.1305321016	-0.0019231892	-0.1201031486	-0.0739898065	0.1315867427	0.0248881905	-0.2111587525	-0.3399094762	0.1162441616	-0.0100356511	-0.1055387372	-0.0656722287	0.0798151095	0.0748487166	-0.0397123407	-0.1338930149	0.0485947694	-0.1359621552	0.0461718838	-0.1615203352	0.2155286023	-0.2415283314	0.0144694875	-0.0775042561	0.03415635	-0.1071771366	-0.1396138472	-0.1122178392	-0.1283056742	-0.047871362	0.1640657595	-0.0339259	-0.0100347	0.00010069520409	0.00115096669081	-0.0355833	-0.0089652999999999	8.037660408999998e-05	0.00126617123889	0.0295062	0.0158741999999999	0.0002519902256399	0.00087061583844	8.97847e-05	-3.468030000000001e-05	1.2027232080900002e-09	8.06129235409e-09	-0.000286141	0.000195831	3.8349780561e-08	8.187667188100001e-08	0.000225992	0.00021720451	5.1072384064e-08	4.71777991643401e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6665152932	0.9786793028	-0.9733024633	0.248917755	-0.5191595899
67978.86965367528	104.554904780598	10931.728113679916	4621126719.391375	128416.733644547	-331.3595521988464	109799.15283341998	16490857479.934528	67937.03850911459	16.210893322175252	4615441201.388918	262.79306230294617	81604.06248433501	65285.16904494438	3.563168	55.528687	0.202246121	0.114363	0.0743780553	0.1635523716	0.0173445173	0.3067924289	-0.1606553937	-0.1181527759	-0.0171470614	-0.0728390756	0.1249546444	0.0709373898	0.0729954376	0.0134540034	-0.1439458718	0.0081326686	0.1565195134	-0.0450763175	-0.154062215	-0.0820153982	-0.0718748488	-0.1584495372	0.0264172066	0.1136084105	0.0192912447	0.0520153228	-0.1146966642	-0.0091005939	-0.1789636981	0.0021798384	-0.040081584	0.0201692702	0.0158889872	0.0743298934	0.1741823597	-0.0049288255	0.0813249793	0.0097998709	-0.1781942329	0.2621756253	0.0120111183	0.0995891636	-0.0530914625	-0.0369823051	0.1004733398	0.0161693663	0.021758524	-0.1908663903	0.0927971702	-0.0822410405	0.059516279	0.0636493767	-0.0093109563	-0.0842840037	-0.1324374364	0.0060735231	0.0253452085	-0.0253954597	-0.2391391458	-0.0099287901	0.0512077915	-0.0706666398	0.0113947283	-0.0142580218	0.0316871285	-0.0147841728	0.2498965627	0.1128565982	0.1240385368	0.0877059	-0.1580973538	0.1808239054	-0.1101153336	-0.0134751924	0.0133012292	-0.0802096666	0.2372301104	-0.1131836127	0.150745623	-0.1372763894	-0.0337558216	0.0387506935	0.0412040935	-0.0115260881	-0.0905850255	-0.0270595254	-0.0668039665	-0.0960327664	0.0470298597	0.3047709267	0.0897685765	-0.0745169875	-0.0879817449	0.1634739106	-0.0241041	0.0098218	9.646775524000004e-05	0.0005810076368099	0.000619406	0.036202706	0.0013106359217224	3.8366379283600005e-07	-0.0391051	-0.0686113	0.00470751048769	0.0015292088460099	0.00143241	0.0013426253	1.8026426962000903e-06	2.0517984081e-06	-0.000302632	-1.649099999999999e-05	2.7195308099999963e-10	9.1586127424e-08	0.000619082	0.0003930899999999	3.83262522724e-07	1.5451974809999996e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2019968045	1.065319561	0.7350217244	0.8944873649	2.034617329
67829.08384388832	-149.78580978696118	22435.78881353572	4600784615.101232	128520.26756631174	103.53392176474154	10719.27295598762	16517459175.316362	67880.89477306548	-56.143736049110885	4607815875.191988	3152.119097552233	81564.93984041702	58705.611764333386	3.474436	54.14587	0.109238221	0.058932	-0.0607705869	0.2548537049	0.2204268275	0.1992031937	0.0832582092	-0.0511245662	0.0484048611	0.2139387793	0.2329292237	0.0784227559	-0.0849514965	-0.0310205346	-0.1625288489	-0.2223533019	0.1443406231	-0.0139523007	0.035012948	0.0851419856	-0.1598995004	-0.1081741582	0.0855729276	0.061897974	-0.0254670318	0.1455728158	0.0180139065	-0.1679418569	0.2087504307	0.2758233451	0.1506532	-0.0946283504	-0.0132058355	-0.0347218984	-0.0650424618	0.0085468005	-0.048452538	-0.2416528881	-0.0845356889	0.0302857926	-0.1431572416	-0.0398761029	0.0920920239	-0.0938546945	0.1273985594	0.1654661682	-0.0465725016	-0.1376317241	0.1254504008	-0.0199576775	0.0904327549	-0.0717372558	-0.1920296921	0.0480200895	-0.1094344043	-0.0341511922	0.1455815122	0.0290616727	0.0048873206	-0.1855755992	0.1106606786	0.0087813362	0.17697326	0.3298578089	0.2131064874	0.0469222439	-0.1832384809	0.0313728104	0.0877565361	-0.0837129161	-0.3056285345	0.080112466	0.0211877877	0.1132610877	0.1283598763	0.0865815005	0.2250692432	-0.1491862456	0.1016674213	0.1469391104	-0.1106797539	-0.0861948081	-0.0394775754	-0.0173791728	0.2535908673	-0.0028448754	0.0981960241	0.0154519699	0.2340299041	0.0921271726	0.1704118964	-0.090889144	0.2037211405	0.1625874706	-0.024098	6.099999999998468e-06	3.72099999999813e-11	0.000580713604	-0.00835566	-0.008975066	8.055180970435601e-05	6.981705403560001e-05	0.00388391	0.0429890099999999	0.00184805498078	1.50847568881e-05	0.00117242	-0.00025999	6.759480010000004e-08	1.3745686564e-06	7.88066e-24	0.000302632	9.1586127424e-08	6.21048020356e-47	3.63431e-05	-0.0005827388999999	1.32082091761e-09	3.3958462557321e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80429993	0.5945940873	-0.07014527751	1.141542082	0.972841884
68014.23264094781	185.14879705948988	34280.07705257617	4625935841.736971	128210.40840690366	-309.859159408079	96012.6986690813	16437908823.865032	67968.7394624256	87.84468936012127	4619749544.111091	7716.689448776202	81618.00510462218	62611.99040027549	2.724792	42.46336	0.064271235	0.0408745	0.073982237	0.1699576435	0.1892303708	0.1781414684	0.0422426521	-0.0050370891	-0.0529587806	0.002240816	0.3470525449	-0.0668446835	-0.0936714804	0.0606893529	-0.0281934916	-0.0455892969	-0.0249540572	-0.0205035432	-0.0661713079	0.0142098061	-0.0737666048	-0.1092494548	0.0527824804	0.0310853589	-0.0322661227	0.0120673062	-0.0583993796	-0.3275374041	-0.0103261695	0.0251384007	0.0465447422	0.0982778772	0.1764821625	-0.1300647944	-0.0299541383	-0.1942681226	0.0569770514	0.0765320647	-0.1967927138	-0.0458947978	-0.0803641019	-0.0792557898	-0.0967916751	0.2044387517	0.0125145318	0.0367575748	-0.065884137	-0.087427697	0.0486230419	-0.2009067341	-0.0674888413	0.0149674858	0.0123176269	0.2120083918	0.0866327248	-0.3329913086	0.1282330327	-0.05555058	-0.127613728	-0.0262401582	0.2668284125	-0.0147334202	0.149928155	-0.0299111168	0.1028973624	0.0200168121	0.0895755489	0.0478708767	0.0195689437	0.0740955327	-0.1994331372	0.1401462226	-0.082294733	-0.1236102256	-0.0204378662	0.0495566545	0.0596808264	-0.2344193859	0.1159116213	-0.0011437842	0.0294618256	-0.0562299089	0.1074712775	0.0025090389	0.0607295239	0.1620964903	0.060663097	-0.2374749496	-0.2435969837	-0.0756716714	0.0645043461	0.0145730639	0.0547691928	0.161408037	-0.0240905	7.500000000000562e-06	5.625000000000842e-11	0.00058035219025	-0.00773918	0.00061648	3.8004759040000105e-07	5.98949070724e-05	-0.025001	-0.02888491	0.000834338025708	0.0006250500009999	0.00143395	0.00026153	6.839794090000003e-08	2.0562126025e-06	-0.0	-7.88066e-24	6.21048020356e-47	0.0	0.00047006	0.0004337169	2.209564036e-07	1.8811034934561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5832004564	0.9105859772	-0.03974900771	1.492606308	-1.129258503
68319.03903802119	304.8063970733783	92906.93969685397	4667491095.078664	128196.49631229525	-13.912094608414918	193.54637639348744	16434341666.74833	68125.58527715773	156.8458147321362	4641095369.35529	24600.609598987598	81687.12197265626	67959.41102605005	2.426801	37.819454	0.100689395	0.0467891	0.1230019322	0.0254045427	-0.0411466052	0.0435141987	-0.0508627783	-0.0391270184	-0.2150327934	0.0488562265	0.0186672681	-0.1605690519	-0.0541858173	0.1462595599	0.0872678917	-0.0620416946	0.0802683389	-0.1824647051	0.0114688464	-0.2977930651	0.0331394967	0.1040000919	0.0904656383	-0.0220895324	0.1404863861	-0.0614022827	0.1916785951	-0.1575329012	-0.0026929073	-0.0187771281	-0.0239606438	-0.0189067466	-0.0563797944	0.0984999786	0.0036964769	0.1705707861	0.1691295133	0.1068276411	-0.0327863669	0.0641552079	0.1321068592	0.0795807512	-0.1484608775	0.0102681085	0.0782705952	-0.0489361663	-0.0493642147	-0.0339454969	-0.2087877706	-0.1745603924	-0.0287805626	-0.0702248211	-0.214476031	-0.0919050772	0.0844484884	-0.0940679348	0.0070455526	-0.055198915	-0.0743906238	0.0505191461	-0.0457174081	-0.1288908527	-0.1287273376	0.1624746255	-0.0843468545	-0.1265689867	0.1104843615	0.0253535115	0.2505435797	0.1507036639	-0.0896055588	0.1401013107	-0.1059146422	0.06188957	-0.0584151205	0.0439138574	0.0545737943	-0.1080676819	-0.0010511944	-0.2796980205	0.0407540607	-0.0862052589	0.1211832833	-0.3027093144	-0.2009976446	0.1341133091	0.0252308318	-0.099317959	0.0058828003	-0.1094075326	-0.1603635002	0.2460167169	0.0135760667	0.1599377353	-0.011834	0.0122565	0.00015022179225	0.000140043556	0.0203108	0.02804998	0.0007868013780004	0.00041252859664	-0.0513712	-0.0263702	0.00069538744804	0.00263900018944	0.00160242	0.00016847	2.83821409e-08	2.5677498564e-06	-9.005389999999998e-05	-9.005389999999998e-05	8.109704905209997e-09	8.109704905209997e-09	4.83296e-05	-0.0004217304	2.33575023616e-09	1.7785653028416e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2662142512	1.180748435	1.420500402	0.8464130457	-0.6508110304
68259.18609336548	-59.85294465570769	3582.3749839592074	4659316486.128699	128752.7294429656	556.2331306703563	309395.2956553457	16577265339.013502	68052.74415457589	-72.84112258184177	4631175986.968164	5305.829138982899	81650.15656896598	64530.89029110564	2.355765	36.712429	0.076918715	0.0428585	0.1601249044	0.0428983859	0.1391954076	-0.2216907614	-0.028245077	-0.0872176442	-0.1105974978	0.1942039419	-0.1739003201	-0.0837670017	-0.11410269	-0.1199490873	-0.0575266755	0.0452035758	0.1342565171	0.1260856264	-0.028936604	0.029267733	-0.1036050724	0.0939067995	0.1198703325	0.0062854341	-0.0529214943	0.0623058749	0.1317474603	-0.0836551167	0.0404141219	-0.0103732539	0.0352337244	-0.0344415279	0.1337945993	0.1980335693	-0.079643876	0.1337859958	0.0264278307	-0.1175400063	0.0636360473	-0.0075232118	-0.2401774324	-0.060879819	-0.0225311107	-0.0897039651	-0.0352497654	0.1685098003	-0.0554574296	-0.0764897219	-0.210463045	-0.0040081501	-0.062044168	-0.0202512571	-0.1562907351	-0.0963110414	-0.0825835143	-0.0501272229	0.0533249692	0.0248487828	0.1334734948	0.0615037234	-0.0079172439	-0.0660772707	-0.0235711602	0.1349653948	0.0888392483	-0.0466685206	-0.0138283405	0.0105523972	-0.2793618127	0.0648791531	-0.2154241421	-0.0833561572	0.094721322	0.1170557485	0.0016404639	-0.0261398008	-0.1221929019	-0.1389861003	-0.0333341919	-0.0477201376	0.14112065	-0.2001067733	0.2102872834	0.0120055658	0.009690015	-0.1117590328	0.0919806913	0.020371146	0.1009619167	-0.1659173616	-0.1033478224	-0.1223021858	0.0109747476	0.1581792149	-0.0146687	-0.0028346999999999	8.035524089999995e-06	0.00021517075969	0.0148084	-0.0055024	3.027640576000001e-05	0.00021928871056	-0.0220232	0.029348	0.0008613051039999	0.00048502133824	0.00117288	-0.0004295399999999	1.845046116e-07	1.3756474944000002e-06	-0.0	9.005389999999998e-05	8.109704905209997e-09	0.0	0.000313408	0.0002650784	9.8224574464e-08	7.026655814656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.879940329	1.339754258	-0.3889156868	-1.207860524	-0.5872604331
68183.87245592428	-75.31363744119881	5672.143984624343	4649040463.085751	128820.63326927923	67.90382631363173	4610.929628031864	16594755555.898132	68091.45475957962	38.71060500372551	4636446211.275878	1498.510939754458	81746.99809753626	64172.16224714567	1.285225	20.029043	0.03154519	0.0224731	0.2283656967	0.0483781232	0.2124331634	-0.1722369867	-0.1215900449	-0.1199167979	-0.1064812276	-0.0811853473	-0.2180865071	-0.2735388418	-0.0609179197	-0.2234481199	-0.100832625	-0.041694848	-0.1060008261	0.0719133481	0.1378408059	-0.0985297914	0.0301239151	-0.0080721831	0.1204551468	0.1500513935	0.0653265784	0.0207379973	-0.0143482387	0.0005584838	0.0404099584	-0.154277129	-0.03234176	0.0351027101	0.1877312231	-0.080812593	0.0176197295	0.1314269848	-0.0915295016	-0.17085727	-0.0214353487	-0.0890105353	0.0452839268	0.1067584575	0.0554385225	0.1631003833	-0.0078699343	0.0029325597	0.0567410965	-0.0910960702	-0.1819641591	-0.0873918113	-0.043071876	0.2128838723	-0.0933525008	-0.0284437876	0.0390220388	-0.1151714621	0.066650758	0.0163716024	0.1170965934	0.2039216135	-0.0864623145	0.0672814339	0.2137153434	-0.1432901499	-0.0048064923	0.1332856793	0.063577198	-0.0440286897	0.0081935864	0.1118526768	-0.1474437889	-0.0033183533	0.0020836684	-0.1901371142	0.0682935447	0.1073137036	-0.2231012027	-0.0413471858	-0.0629585023	-0.1011887256	0.1084868171	0.0684659236	0.0478252789	-0.1019960926	0.0922426421	-0.1259365584	0.1395234173	0.1672677579	0.044030216	0.1081607518	-0.1176948701	-0.1432711329	0.0557879257	0.1561356449	-0.00756641	0.00710229	5.04425232441e-05	5.72505602881e-05	0.0359201	0.0211117	0.00044570387689	0.00129025358401	-0.0194781	0.0025450999999999	6.47753400999999e-06	0.00037939637961	0.00117288	0.0	0.0	1.3756474944000002e-06	-0.0	0.0	0.0	0.0	0.00032913	1.5722000000000023e-05	1.0832655690000001e-07	2.4718128400000073e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7308331689	1.377443392	-0.7687232879	-1.125749078	0.3415052196
68310.65778089811	126.78532497382548	16074.518628718535	4666345966.458976	128890.76282132056	70.12955204132595	4918.154069517045	16612828740.661913	68148.3814313616	56.92667178198462	4644201891.714351	3240.6459601738043	81871.54057833832	70566.08547041424	2.749873	42.854233	0.07735582	0.0446043	0.1949263805	-0.0698842221	-0.1115499131	-0.0688865929	-0.121872507	-0.1237750821	-0.0554241144	-0.0582184135	-0.3394104274	-0.1437094767	-0.0333594606	0.0299731112	0.0714241773	-0.2653035574	0.1311474856	0.01015739	0.1500852739	0.1309855951	0.054261411	0.2431500183	0.0974665496	0.0417868067	0.1309502234	0.1153337771	-0.059324107	-0.1060814115	0.0472647114	-0.1097123477	0.0916914697	-0.0097945917	-0.1175192495	0.0848018112	-0.0064911893	0.2186838322	-0.1297267074	0.0452099459	0.14628544	-0.0777942637	-0.0594465715	-0.0417902558	-0.01882835	0.0311725433	0.1149025775	-0.12766635	0.0172789875	-0.0442361743	-0.2554476556	0.109342702	0.0354907161	0.1579317826	-0.1155415281	-0.1747960242	-0.0160522053	-0.1886676644	-0.0545270347	-0.0109653412	0.1620052632	-0.0209733589	0.0339070033	-0.0786820134	-0.0882478241	0.0089557677	0.0121712788	-0.1148377121	-0.1008606389	-0.2891124577	-0.0302537641	0.1547795152	-0.0542272272	-0.0136122184	-0.0104988432	-0.037380016	-0.004792646	-0.1156765866	-0.0826080656	0.0644796066	-0.0172925612	-0.1794520463	-0.0546945012	-0.0441881573	0.0412597217	-0.3231064958	0.0369927079	0.0665822967	-0.1626534165	0.1697242711	0.0248303599	0.0818033627	0.0094540585	0.0638075551	0.0400465658	0.1538107079	-0.00416323	0.0034031799999999	1.1581634112399996e-05	1.7332484032900003e-05	0.00932026	-0.02659984	0.0007075514880256	8.686724646760001e-05	-0.0508989	-0.0314208	0.00098726667264	0.0025906980212099	0.00135059	0.0001777099999999	3.1580844099999995e-08	1.8240933481e-06	-0.0	0.0	0.0	0.0	0.00047006	0.00014093	2.209564036e-07	1.98612649e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5157310753	1.490579843	0.3971055887	-1.430795258	1.210693617
68142.22192802497	-168.43585287313908	28370.636533101755	4643362409.288207	128785.9291224326	-104.83369888796004	10990.104422531476	16585815539.928234	68064.09949079242	-84.28194056918437	4632721639.492489	7103.445506107526	81788.06945359161	64786.1587484509	2.723004	42.435501	0.06141193	0.0417587	0.1606636247	-0.0062970461	0.1890324002	-0.1294434716	-0.1642368748	-0.0438043409	0.0303505842	0.1314279346	-0.2257970397	-0.0874245313	-0.008990428	0.0794166936	-0.1510219134	0.0396490127	0.0341513771	-0.0334312118	0.1288563467	0.1840128583	0.0339314335	0.0282638907	0.0967328945	0.1199746977	0.0573043798	-0.0918958441	-0.2440699584	-0.0563555796	0.1080732226	-0.0057858863	0.1454059082	-0.0503194039	-0.1452043341	-0.0281072372	0.1479649828	-0.1435877501	-0.0129812672	-0.1196784886	0.1725689691	0.0552221371	-0.0338222255	-0.0920946273	0.0818049793	0.1840120179	0.0645738572	-0.0152990182	0.0316665599	-0.0198032794	-0.1196726601	0.1382156569	0.2357619752	-0.0156755341	0.0079772461	-0.1065937333	0.0161681586	-0.0241927935	0.0386024668	0.2647295111	0.0994016184	-0.2416791823	0.1148054051	0.106677282	0.1051807808	-0.1385656587	-0.0599258231	0.0618828814	0.1029452733	-0.0431435145	-0.1364458708	0.0784951506	-0.126896637	-0.074394075	0.0270358145	0.1439295964	0.0511004526	-0.0189993356	-0.3077238907	0.0893625058	0.0430701613	0.0245751097	0.1108162502	-0.0382237437	0.0747221828	0.0979622346	0.1777756796	-0.0828874181	-0.2408390576	0.0375071559	-0.0921630465	0.1027022359	0.1445733086	0.1250344906	-0.0501079133	0.1512085936	0.00547956	0.00964279	9.29833989841e-05	3.0025577793599994e-05	0.0102352	0.0009149399999999	8.371152035999991e-07	0.00010475931904	-0.0188308	0.0320680999999999	0.0010283630376099	0.00035459902864	0.000974868	-0.000375722	1.41167021284e-07	9.50367617424e-07	-0.0	0.0	0.0	0.0	0.00047006	0.0	2.209564036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.365298642	1.038342189	0.3704581664	-0.4397304649	0.9193830012
