global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_01	aroma_motion_03	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_18	aroma_motion_19	aroma_motion_23	aroma_motion_24
70871.45813018121	n/a	5022763577.498029	n/a	139234.34347948406	n/a	n/a	19386202404.162945	71161.43195064484	n/a	n/a	5063949397.266256	93485.10224985555	34473.70665072737	n/a	n/a	n/a	n/a	-0.1056907969	-0.0272802722	-0.2074902398	0.2099238625	-0.1943173993	0.0209282699	-0.1680643931	0.1782003636	-0.0181602092	-0.2738831267	-0.1131169534	0.1445240382	-0.187849238	0.227125808	-0.1452551554	0.2471091708	-0.0301614706	0.1100650025	-0.0900217289	0.0630430223	-0.0491088825	0.0061889021	0.0013170074	-0.0336048048	0.0671330627	-0.0211891792	-0.1489377806	0.0492517648	-0.1865755062	-0.0147470551	-0.067143743	0.0922360831	-0.2321401785	-0.0417284836	0.1773470675	-0.2274669753	0.260774462	-0.1621797733	0.0577546949	-0.144694419	0.0906839709	-0.0014087241	0.101967891	-0.0196042729	0.1744661083	-0.1171553608	0.022858958	-0.071380712	0.0733751804	0.1879181705	-0.2149837462	-0.2299090229	0.0605963254	-0.0377587874	0.2376347218	-0.0812537528	0.1544147332	-0.0847191201	0.1547553656	0.2716861019	-0.0948822658	0.1216076016	-0.0251615379	0.1691477598	-0.065422514	0.0853013378	-0.1113484922	0.1675803114	-0.0126314107	0.2814215897	-0.0997508814	0.1293072998	-0.0499947299	-0.2443933489	0.1619168484	0.1643619509	-0.0152971	n/a	n/a	0.0002340012684099	0.138203	n/a	n/a	0.019100069209	0.0045676	n/a	n/a	2.086296976e-05	0.0120277	n/a	0.00014466556729	n/a	-0.000457148	n/a	2.08984293904e-07	n/a	0.00108848	n/a	1.1847887104e-06	n/a	0.0	0.0	0.0	0.0	0.0	-2.037902476	-1.547508037	0.910062625	0.3403253983	1.994271338	1.229560674	-1.024932109	0.8161836469	1.97523898	0.3339186545	0.5175956032	1.281102179	5.652708242
70616.25688719243	-255.20124298878363	4986655736.757953	65127.67442302019	138612.06965244113	-622.2738270429254	387224.7158226487	19213305853.33319	70926.08947411095	-235.34247653388596	55386.08126110265	5030510168.089592	93308.53825958206	31581.07587932718	1.437077	36.339706	0.1887608115	0.108188	-0.1046250853	0.0575712531	-0.0614224925	0.0210501461	0.0053539812	0.1608457351	-0.018765855	0.0069036315	0.0689877813	-0.1963552132	0.0935501766	-0.0848242965	-0.0908354345	0.0559026192	0.0377195735	-0.0431426497	-0.1703891736	0.0968348921	-0.0936877891	0.0778176616	0.0640774212	-0.0262446627	-0.1922317775	-0.0010709704	-0.0987710873	-0.3022223908	0.1047550488	-0.243600143	-0.154943757	-0.0852422287	-0.0349258964	0.0426701997	-0.2049450137	0.0634160898	-0.0785961464	-0.0320790612	0.0516447981	0.1115544306	0.1206635804	0.071060378	-0.190068865	-0.186803625	0.0890421733	-0.0274670457	0.1340603181	-0.0795947106	0.0707092002	-0.1006386944	0.0851069727	0.1272517493	-0.2179065237	-0.1945412148	0.0084731719	-0.05513773	0.1980654119	-0.1184449476	0.1067123948	-0.104388653	0.0004021992	0.2596716448	0.1032236009	-0.0035900856	-0.0485075749	0.1863667438	-0.0897994509	-0.0339116255	-0.0085152454	0.0650388606	-0.0065437524	0.1547658769	-0.0154017655	0.1515818495	0.0092257313	0.0353845226	0.0434202087	0.1640657595	8.936149999999998e-05	0.0153864614999999	0.0002367431974909	7.985477682249996e-09	0.094226	-0.0439769999999999	0.0019339765289999	0.008878539076	0.0479241	0.0433565	0.00187978609225	0.00229671936081	0.0104631	-0.0015646	0.0001094764616099	2.447973160000003e-06	-0.000538315	-8.116700000000004e-05	2.897830392250001e-07	6.588081889000007e-09	0.00101343	-7.50499999999999e-05	1.0270403649000002e-06	5.632502499999985e-09	0.0	0.0	0.0	0.0	0.0	-1.962567029	-1.286764317	0.9311861052	0.5424041934	0.6807719277	-1.109345535	0.2466599194	-0.1200207471	-0.5089721043	0.6673710115	-1.435759362	-0.7254218037	0.742547394
70689.43795710696	73.18106991452805	4996996638.691674	5355.468993835043	139139.10006925208	527.0304168109433	277761.0602439166	19359689168.081345	70861.78811336233	-64.30136074862094	4134.6649941242895	5021393014.623059	93253.66939883474	32569.03154507341	1.133014	28.650789	0.1260731098999999	0.0625408	-0.1063438231	-0.0338019682	-0.0632096964	0.1454135726	-0.1119067321	0.0923318075	-0.0599679252	0.000419995	0.0574877047	-0.1398984506	0.1160322903	-0.0934932704	-0.1409821113	-0.1319483678	0.0847289714	0.0117599988	-0.0962652776	-0.0208113097	-0.3668184712	-0.2657812999	-0.3345524792	0.1795793103	0.0789209786	0.0545200111	-0.2182372441	0.038491008	-0.0040471151	-0.0126174118	0.0296038084	0.2272328341	0.0519854551	-0.0379157985	-0.1516502214	-0.0312523209	-0.0969463344	-0.1567137563	0.0345886742	0.0529087577	0.0336952016	0.0406683029	-0.0887840433	0.0316265126	0.0568468778	0.1690248984	0.1483083755	0.2642607027	0.2857780613	0.2442661199	0.0903999645	0.0876467047	0.2199202863	-0.1871524625	-0.0132192324	-0.0505589797	0.1462699085	-0.0777185382	0.1188667904	-0.0725716667	0.0650497112	0.2227987201	-0.0609851934	-0.1310606367	0.0451896823	0.0055681945	0.0537765634	-0.1158960795	-0.0298973683	0.0323933133	0.1062051121	-0.128292944	0.0807794296	-0.1808389089	-0.1254602189	0.1295132062	-0.0161066019	0.1634739106	9.35464e-05	4.1849000000000215e-06	1.7513388010000178e-11	8.750928952960001e-09	0.115603	0.0213769999999999	0.0004569761289999	0.0133640536089999	0.0199886	-0.0279355	0.0007803921602499	0.0003995441299599	0.00955256	-0.0009105399999999	9.12514025536e-05	8.290830915999993e-07	5.26495e-05	0.0005909645	2.77196985025e-09	3.4923904026025e-07	0.000979806	-3.362400000000011e-05	9.600197976359998e-07	1.1305733760000074e-09	0.0	0.0	0.0	0.0	0.0	-1.783876982	-1.5182479	-0.07018237941	0.1077127354	0.008123127161	-0.4602518937	-0.761791928	-0.2765971652	-0.5844310715	2.218391628	0.7155861815	-0.1116357317	-0.8867583392
70747.13319120966	57.69523410270631	5005156854.77476	3328.740038166085	138948.9112058518	-190.18886340028257	36171.80376149134	19306799925.291687	70992.934354491	131.14624112866295	17199.336562177406	5039996728.261067	93226.28890480546	31414.40258536503	1.090668	27.579992	0.1339354786	0.0642393	-0.0968420303	-0.0014248874	-0.0508340338	0.0044861412	-0.2348203765	0.1748605655	-0.0793338984	-0.0223439542	-0.0049804503	-0.1640662425	0.0681561823	-0.0081588053	-0.0012081356	0.1238167123	0.1193884921	-0.0204827292	-0.1874517787	-0.0917965006	-0.0954716014	0.0106735636	0.1197266951	0.2620835324	0.049724183	0.0335273397	-0.0602365322	-0.0567307185	-0.0863802671	0.0896016823	0.1893546949	-0.1021216862	-0.0159200125	-0.1361819232	-0.1388159347	0.000350119	-0.0402454543	-0.1908402708	-0.1032117022	0.0113272665	0.1415429137	-0.1384817189	0.0378137097	-0.0636009293	0.1105778306	0.0855473452	0.0885302681	-0.1666250504	0.0463263237	0.0831772044	0.0971873859	-0.0279285487	0.0921735756	-0.1606270085	-0.0445808157	-0.0549772748	0.1328581608	-0.0929312549	0.0832610495	-0.0484485471	0.1399500592	0.0654081032	-0.1065554597	-0.0264186898	0.0052691886	-0.0564428632	-0.0462265645	-0.1428728886	-0.143839821	-0.18751236	0.0284932612	-0.0372688515	0.0929256017	-0.1821518213	0.1136508344	0.0871082544	-0.0084025	0.1625874706	0.0223567	0.0222631536	0.0004956480082171	0.00049982203489	0.0948814	-0.0207215999999999	0.0004293847065599	0.00900248006596	0.0292586	0.00927	8.593290000000001e-05	0.0008560656739599	0.0086102999999999	-0.00094226	7.413726608999829e-05	8.87853907600187e-07	0.000297606	0.0002449565	8.8569331236e-08	6.000368689225e-08	0.000533408	-0.000446398	2.84524094464e-07	1.9927117440400002e-07	0.0	0.0	0.0	0.0	0.0	-1.551082946	-0.8237894942	1.314139667	0.2482012568	-0.6262391295	-0.6294877929	-1.668027503	0.07661244028	0.0493802824	-0.8361047086	0.8814023477	0.7058539319	0.004149534605
70683.69050203277	-63.44268917689624	4996184102.987158	4024.974809996267	138573.26440226802	-375.6468035837752	141110.52104270738	19202549607.10088	70957.29435668499	-35.63999780600716	1270.2094436121952	5034937622.421239	93130.29778746147	32441.81688064049	0.993856	25.13187	0.069666995	0.0345389	-0.0985955707	0.0911796621	-0.0973207146	-0.069795333	-0.1998945591	0.1347762414	-0.0950296123	0.0412674456	-0.0226403136	-0.1250373759	0.0839087461	0.0722324125	-0.0290953139	0.0065004738	-0.1171929274	-0.0905034428	-0.1243183982	-0.1475556059	0.0485957184	0.0989125333	0.0388712333	0.063037212	0.0459437406	-0.0312926357	0.011803153	0.0345504808	0.1193133747	0.0693023176	-0.0810648513	-0.1255590553	-0.0322850875	0.0174521584	-0.1304171047	0.0804297495	-0.0302193351	-0.0742705886	-0.0600043489	-0.0559881291	0.1485424288	-0.1595707678	0.007176809	0.0683053162	0.1110960354	0.0398412695	-0.120858807	-0.0109718414	0.0743821484	-0.0365003156	0.0362721626	-0.1292272822	0.0332573443	-0.1477424879	-0.0491997802	-0.0512296227	0.1006179624	-0.123797436	0.0265865723	-0.0107742267	0.0957625271	0.0158996683	-0.0132700296	0.0163690839	-0.1034602621	-0.1066437154	0.0704761815	0.0714756731	-0.0216629143	-0.0066253071	0.10832764	-0.142218008	-0.0505281339	-0.0669528027	0.1397428514	0.1788124507	-0.1181689079	0.161408037	0.000116105	-0.022240595	0.000494644065954	1.3480371025e-08	0.0774669999999999	-0.0174144000000001	0.00030326132736	0.0060011360889999	0.020001	-0.0092575999999999	8.570315775999996e-05	0.000400040001	0.0082807699999999	-0.00032953	6.857115179289832e-05	1.0859002090000099e-07	0.000299967	2.3609999999999864e-06	8.998020108899999e-08	5.574320999999936e-12	0.000616605	8.319700000000002e-05	3.80201726025e-07	6.921740809000004e-09	0.0	0.0	0.0	0.0	0.0	-1.387733968	-1.251618302	-0.2675800031	0.06076576507	-0.02362929954	-0.174135047	-0.5019989688	-0.5327950308	0.9858194315	-0.8263689697	1.366891821	0.7170572518	-1.208921821
70609.74349389605	-73.94700813671807	4985735876.273796	5468.160012371848	138832.98497013503	259.7205678670143	67454.7733731644	19274597715.71774	70889.65461404914	-67.63974263584532	4575.134783843391	5025343131.299179	93143.0503659476	31708.12290502088	0.889127	22.483572	0.083727234	0.0513538	-0.0982359203	0.0221650903	-0.0641203284	0.0267667262	-0.0247067314	0.1332116465	-0.0805513448	0.0943026632	0.1244269897	-0.0713886304	0.1794843957	0.0030082039	-0.0824942918	0.0794339597	0.0684453766	-0.1432192321	-0.0195401264	-0.0520757243	0.1833488808	-0.1246038135	0.101374255	-0.0309725887	0.0799221454	0.0801756007	0.0490521747	0.0058496815	0.0982261937	0.037554563	-0.2208345405	0.1205403872	-0.1327758745	-0.1680276942	-0.101135825	0.0312858573	-0.1280295295	-0.0403044679	-0.0345936128	0.0009191761	0.0504564156	-0.0682484873	-0.0714997573	0.1266426532	0.0127604059	-0.1517283244	-0.0896803378	0.0539037321	-0.0415116433	0.1376829153	-0.2890512513	-0.0780522808	-0.1192879516	-0.1289332306	-0.0755341088	-0.0356584757	0.0618327536	-0.1367695953	-0.08187667	0.0790023761	0.0756061522	-0.0648595054	-0.0276309241	0.0625023827	-0.1204234277	-0.0663124949	0.020927763	0.062760714	-0.0137638259	-0.0219781177	0.0126909826	-0.1357029928	-0.1302030008	-0.0667669947	0.0846613882	0.0748731708	-0.1100945879	0.1599377353	0.000142139	2.6034e-05	6.77769156e-10	2.0203495321e-08	0.0713403	-0.0061266999999999	3.753645288999879e-05	0.0050894384040899	0.0253716	0.0053706	2.884334436e-05	0.00064371808656	0.0073882699999999	-0.0008924999999999	5.458653359289852e-05	7.965562499999986e-07	0.000619871	0.000319904	3.84240056641e-07	1.0233856921600003e-07	0.000384931	-0.000231674	1.4817187476099997e-07	5.367284227600002e-08	0.0	0.0	0.0	0.0	0.0	-1.141014139	-0.9070860549	-0.05953709302	-0.1107917285	-0.08919316212	-0.2015879735	-0.3632098595	-0.4884274794	0.3967435459	-1.097764053	1.099532567	-0.1421025017	-1.60543583
70408.10787241455	-201.6356214815023	4957301654.173563	40656.92385023168	138666.06050900277	-166.9244611322647	27863.775724296946	19228276337.08642	70787.45910122863	-102.19551282051545	10443.922840648134	5010864366.008116	93075.18727970916	30790.71761664029	1.023194	25.873753	0.068291162	0.0434883	-0.0960857705	0.0344706084	-0.1133885983	0.0465225614	-0.0460280996	0.0012113509	-0.0494628946	0.067508505	-0.0249418368	-0.0661389991	0.1472975883	-0.0472439074	-0.1086399864	-0.0343573706	0.1213171973	0.1827403297	0.0465600276	0.0203372989	-0.0141825856	0.2311398879	0.0350694038	0.0278465813	0.1987951115	0.0465683939	0.0782992238	0.1649317324	0.0932390763	-0.1962659134	0.2567683726	0.1188381395	0.039191002	0.1612518358	-0.1195643204	0.0219547984	-0.1021957059	-0.0290930095	0.0228063284	-0.0918640854	0.0372547931	0.0267543034	-0.1051937603	0.0691604102	-0.134960549	-0.0029733038	-0.2184171892	-0.0568782728	-0.0487169803	0.1003622414	-0.1191880228	-0.106162096	0.0154800628	-0.1143516571	-0.080461513	-0.0641736896	0.0398840183	-0.153831582	-0.1117614977	0.0956958248	0.0481236665	-0.1296447588	-0.0155844821	0.0245968073	-0.1146191734	-0.0798662651	0.0763733244	0.0467856561	0.0753080654	0.0195385057	0.0468138112	-0.1608250089	-0.0848474609	0.1493198299	-0.0097630935	0.0795644439	-0.0328775404	0.1581792149	0.000121077	-2.1062e-05	4.436078439999999e-10	1.4659639929000002e-08	0.0381911	-0.0331492	0.0010988694606399	0.00145856011921	0.0428185	0.0174469	0.00030439431961	0.00183342394225	0.00703558	-0.0003526899999999	4.949938593639999e-05	1.2439023609992972e-07	0.000619871	0.0	3.84240056641e-07	0.0	0.000385721	7.900000000000246e-07	1.48780689841e-07	6.241000000000389e-13	0.0	0.0	0.0	0.0	0.0	-1.121466255	-0.9541274298	-0.2193922443	-0.4825238794	0.1908838735	0.01857783759	-0.5351515775	-1.274227456	0.3365239458	-1.178707487	1.18188475	0.08006921327	-1.689506359
70269.108351494	-138.99952092055173	4937747588.514004	19320.866816142898	138365.8152159799	-300.245293022861	90147.23598238367	19145098820.382694	70810.0850956769	22.62599444827356	511.9356247733059	5014068151.257004	93014.31521692028	30053.797657723266	0.945435	23.907448	0.069884934	0.0393556	-0.0949770099	0.0912423109	-0.1258159821	0.0217638602	-0.0754877211	-0.0462193105	0.0163659929	-0.0396223491	-0.0222504621	-0.0841064463	0.1599308729	0.0797475927	0.1738359454	0.0202011451	-0.0049719202	0.1512429607	-0.0463601103	-0.0706620838	-0.0101110831	-0.082437664	0.0194609192	-0.1339162361	-0.109016061	0.1282046475	0.0652321218	0.2692136463	-0.0098786595	0.1013579872	-0.0737560834	-0.0626422577	-0.0702310924	0.0133092793	-0.1140752894	0.0758057444	-0.1145233167	0.017866118	-0.0773156737	-0.1776664423	0.0182086245	0.1039754086	-0.0278055748	0.006342145	0.0043542534	-0.0504447212	-0.2471613309	0.1342053143	0.0364925066	-0.1276746178	-0.0446114994	-0.0129337789	0.1662576609	-0.1020832871	-0.0905609994	-0.0667169464	0.0074906346	-0.1293683128	-0.1987879363	0.1063586227	0.0118578404	-0.097215394	-0.010036352	-0.0297464834	-0.0878906036	-0.0489590232	-0.0333316984	0.0689428433	0.0551785802	-0.091953891	-0.0322808757	-0.1167582062	-0.0600751221	0.157537866	-0.086924698	-0.1042128908	-0.064940255	0.1561356449	0.000129061	7.983999999999997e-06	6.374425599999994e-11	1.6656741721000002e-08	0.0610799	0.0228888	0.00052389716544	0.00373075418401	0.0541637	0.0113452	0.0001287135630399	0.00293370639769	0.00643894	-0.0005966399999999	4.14599483236e-05	3.559792895999998e-07	0.000503652	-0.0001162189999999	2.536653371040001e-07	1.3506855960999996e-08	0.000385721	0.0	1.48780689841e-07	0.0	0.0	0.0	0.0	0.0	0.0	-1.04950467	-0.7954499028	-0.1519924434	-0.6918549085	-0.6965755524	-0.1655511268	0.0837409875	-1.611033614	-0.0490448137	-1.393114619	0.3754881948	-0.6619811112	-1.044192221
70427.68826272736	158.5799112333625	4960059274.031905	25147.58824678113	138656.66196329638	290.8467473164783	84591.83042457537	19225669906.80384	70876.41612293955	66.33102726265497	4399.805177719077	5023466362.432086	93146.20546634244	29442.66824446053	0.993638	25.126368	0.0908300149999999	0.0492451	-0.0943385812	0.0595396341	-0.0499718519	-0.0019518934	-0.0587429081	0.0729460107	-0.0203403516	-0.1593178219	0.0539136322	-0.0635003648	0.1071313003	0.069883711	0.0407751981	0.0505660038	-0.0461457038	0.0368376303	0.0507064839	0.0232429259	0.1558523389	0.0626182826	0.0835576079	-0.2159790316	-0.0104619068	0.0527861069	-0.1057041954	0.0767917555	0.1110489463	0.0504692387	-0.04108923	-0.1151277531	-0.0812824164	0.0345584129	-0.0923771294	0.068128376	-0.107723631	0.0065476645	-0.0977673867	-0.0539468648	0.0132003864	0.022468329	0.0064748051	-0.0617900155	-0.0694692679	-0.0902311816	0.0128172293	0.0293839032	-0.1365921669	-0.0968458899	-0.1325217812	0.0379465405	-0.0015077495	-0.0844696934	-0.090656443	-0.0982421175	-0.0384610361	-0.0839990066	-0.1755453513	0.0338300632	-0.011134712	-0.153015463	0.1119473119	-0.0699222563	-0.0663001186	0.1560706144	0.0216054081	-0.0716454102	0.1010399232	-0.0591311805	-0.1475581212	-0.1826412204	0.0070376216	0.0439645327	-0.0775101525	0.054203742	0.0738875325	0.1538107079	0.000125286	-3.774999999999997e-06	1.4250624999999976e-11	1.5696581796e-08	0.038099	-0.0229809	0.0005281217648099	0.001451533801	0.061923	0.0077592999999999	6.0206736489999947e-05	0.003834457929	0.00577905	-0.0006598899999999	3.33974189025e-05	4.354548120999997e-07	0.000619871	0.0001162189999999	3.84240056641e-07	1.3506855960999996e-08	-3.98908e-05	-0.0004256118	1.59127592464e-09	1.8114540429924e-07	0.0	0.0	0.0	0.0	0.0	-1.018327544	-0.8595868915	-0.5379813119	-1.478321347	-2.043951642	-0.1072776903	1.464609889	-1.792898331	-0.8100765413	-0.6925597504	0.1978060604	-0.4325209837	-0.7484706339
70760.55355608181	332.86529335445084	5007055939.563122	110799.30351994462	138708.65017962258	51.98821632619365	2702.7746367791083	19240089634.652912	70943.10961586157	66.69349292201514	4448.021998138884	5032924801.96815	93199.20159861325	29934.92858171134	0.8676	21.939203	0.032980036	0.019058	-0.0926016607	0.0321173146	0.011259666	-0.0010931609	0.0130666388	0.0769454398	0.0055742232	-0.012693282	-0.010198839	-0.0614273632	0.0753091752	0.0181591382	-0.0900653364	-0.1249680145	0.2171532536	0.0301750092	-0.0815669272	0.1634483912	-0.025531468	-0.203650736	0.025608024	0.0238212971	0.077043443	-0.0976703938	0.1545282442	-0.1174254697	0.0794637173	-0.1842469205	-0.065779699	-0.0081926944	0.1531447231	0.0560715169	-0.0796480969	0.0427867151	-0.0611948944	-0.0103893861	-0.0664248997	0.032157193	-0.0641786351	0.0025185342	-0.1866903664	-0.0538032839	-0.161145496	-0.0383194712	0.0386068963	0.0676367688	0.1008167032	-0.0242483913	0.0315940894	0.043245944	-0.0018210872	-0.0720758864	-0.0867955703	-0.0686340127	-0.081667459	-0.013557649	-0.0623798616	-0.00908767	-0.0699460929	-0.1460072072	-0.0199587059	-0.0058449318	-0.0511999279	0.159277951	-0.081436621	-0.1665432096	0.1704659952	-0.0909725786	-0.0140984159	0.009884795	0.2524585653	-0.0065279929	-0.0907828368	-0.06220565	0.0532069458	0.1512085936	-0.00805654	-0.008181826	6.6942276694276e-05	6.490783677159999e-05	0.0380921	-6.900000000004125e-06	4.7610000000056924e-11	0.0014510080824099	0.0567776	-0.0051454	2.6475141160000013e-05	0.0032236958617599	0.00545991	-0.0003191399999999	2.98106172081e-05	1.0185033959999993e-07	0.000619871	0.0	3.84240056641e-07	0.0	-0.000113669	-7.37782e-05	1.2920641561e-08	5.443222795239999e-09	0.0	0.0	0.0	0.0	0.0	-0.840778569	-0.410432599	0.899571275	-1.546269155	-1.861174548	-0.1688658621	0.9652941431	-0.784429379	-0.5463384751	0.4252108439	0.1139794424	-1.435106899	-0.7421067633
