global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_21	aroma_motion_23
61832.96965070807	n/a	3823316135.8253856	n/a	110584.95931523223	n/a	12229033226.751568	n/a	59802.80593697391	n/a	n/a	3576375597.9353623	68047.83117817894	41878.93804538711	n/a	n/a	n/a	n/a	-0.1115864912	0.1160675303	-0.1029081285	-0.0627478249	0.2138766036	-0.1905171192	0.1446116363	-0.2437426693	0.1742912323	-0.1912864332	0.0771931753	-0.0409486565	-0.1801992097	0.1621148364	-0.059337037	0.0520704606	-0.1529285452	0.0883925359	-0.0545981985	0.0139535157	-0.0417934693	0.0883669897	-0.0803760722	0.2039417971	-0.1531772883	0.1379854	-0.0478495132	0.0506341706	0.1173050264	0.0478049444	-0.2465242337	0.1209490045	0.0839158747	0.167810671	-0.0490989807	-0.090699033	0.1730275303	-0.0216212229	0.0100789592	-0.0787693187	0.2519864585	-0.0339596157	-0.1825973753	0.1449062388	-0.0788375089	0.1609918461	-0.2300293524	0.0384920378	-0.0184396663	0.0583965327	-0.1135335125	0.2148153299	-0.1767961237	0.01817345	0.0608009286	0.0024152903	-0.0979283284	-0.0269674045	0.0909532647	0.1150967445	-0.2418074592	-0.2019843978	0.0729424981	-0.2192144582	0.0898745493	-0.2194494042	-0.0437778327	0.0230126877	-0.1164509218	0.0070209097	-0.0275566971	0.1678462633	-0.0935818138	0.0796822498	-0.2161426047	0.1359906445	-0.1418999538	0.0930996996	-0.1623163424	0.1025855883	0.0248945014	0.0313123362	-0.3164279467	0.0194572215	0.1643619509	0.219869	n/a	n/a	0.048342377161	-0.0651148	n/a	n/a	0.00423993717904	0.0621006	n/a	0.0038564845203599	n/a	-4.33849e-05	n/a	1.88224954801e-09	n/a	-0.000734065	n/a	5.38851424225e-07	n/a	0.00391156	n/a	1.5300301633599997e-05	n/a	0.0	0.0	0.0	0.0	0.0	-1.695067584	1.665762117	0.108821667	-0.4204124389	0.4454965508	0.4264556823	0.3000298735	2.199616762	-2.184399501	0.2635735111	0.8421560142	-0.4472162832	-1.183981498	2.257266989	-2.451211684	-0.6380717709
61853.817127027934	20.847476319861016	3825894693.183814	434.6172689071658	110429.69969369024	-155.25962154199078	12194718574.43861	24105.55008136221	59738.72858270202	-64.07735427189618	4105.907330486092	3568715692.677739	68121.17356310844	41581.48281794863	1.263366	28.642275	0.1232538049999999	0.0626034	-0.1340284849	-0.0243693342	0.0690935683	0.1639518838	0.1796248635	-0.0617106072	0.174910849	-0.0791180734	-0.1902220731	-0.1474069599	-0.1153545761	-0.0904606864	-0.186960574	-0.1112641212	-0.180936183	0.0299178445	-0.2309837592	0.2448218321	-0.2994325622	-0.0609456408	-0.097396234	-0.0073788738	-0.0393129216	-0.0499857346	0.1085539812	0.0305641741	0.0109848356	0.0233569315	-0.1012550353	-0.0148668015	0.0409769802	0.0683577588	-0.1243231508	0.0298763787	-0.1723478791	-0.1396389153	0.2217604493	0.052329181	0.1454382889	0.2074934977	-0.021401339	0.2000139514	-0.0272415754	0.2855984348	-0.0611522249	-0.0643841239	-0.0699506861	-0.0227090467	-0.0759999855	-0.0729976037	0.0450185534	-0.0846815883	0.0620307838	0.073829782	-0.045405575	0.1180432136	0.0023401846	-0.1420930082	0.0487832059	-0.1657048427	-0.2384468161	-0.1921687395	0.0442381444	-0.2344912692	-0.1080681006	0.0605912116	-0.0984191991	0.1079707307	-0.1870887087	-0.065655389	-0.2053643081	0.0187128746	-0.0732008538	0.0662369331	-0.0904649994	0.0370932815	-0.1012849137	0.196599933	-0.1147282119	0.0487181576	0.0808664731	-0.0070511602	0.013884341	0.0778052758	0.1640657595	0.209985	-0.009884	9.769345600000008e-05	0.044093700225	-0.0168079	0.0483069	0.00233355658761	0.00028250550241	0.0756929999999999	0.0135923999999999	0.0057294302489999	0.0001847533377599	-0.00017545	-0.0001320651	3.0782702500000005e-08	1.7441190638010003e-08	-0.00113565	-0.000401585	1.2897009225e-06	1.61270512225e-07	0.0034158	-0.0004957599999999	1.166768964e-05	2.457779775999996e-07	0.0	0.0	0.0	0.0	0.0	-1.765160299	-2.405422701	1.041585244	0.6096414558	-0.1252416956	1.446066589	-0.5872132054	-0.3786296709	-3.243066083	1.039240425	-0.5952483859	-0.2634488852	-1.232493332	2.707193802	-0.351899388	-1.566227622
62037.04421658703	183.2270895590991	3848594855.130775	33572.166348298124	110558.59123121585	128.89153752560378	12223202095.031078	16613.028445714128	59864.518855218856	125.79027251683874	15823.192659860557	3583760617.766854	68142.74783909574	42421.63464512641	1.267592	28.738081	0.1359604	0.0712852	-0.1484688975	-0.1136413149	-0.0900168704	0.0973596483	0.2262052622	-0.1818157889	0.1048405197	-0.1967657313	-0.1030127646	0.0640936173	0.282078953	0.1038510793	-0.1497693463	0.1286223647	-0.1027691863	0.0151645047	-0.2507332178	-0.0673030488	-0.0588727498	-0.1662061118	-0.0059691564	0.1251935349	-0.0234504198	-0.0127446218	-0.0686452824	0.2466110054	0.0769135799	0.0176497012	-0.2168987591	0.1025998879	0.1330644105	0.0429616802	-0.0811072207	-0.2642440141	0.1050500507	-0.0033595351	0.2006453636	-0.0330398154	-0.0534960152	-0.1502922783	0.1036958898	0.1786714111	-0.0808730335	0.2279989414	0.0374530873	-0.0018697454	-0.0868532191	-0.1130522967	0.1163694448	0.0626787538	0.2200826712	0.1381079534	0.155752812	0.0383416044	-0.0964073788	-0.1179779953	0.0167090087	0.068968039	-0.0090045609	0.21556838	-0.2335128987	-0.1379544776	0.0195301523	-0.2404630746	-0.0009505429	-0.0320050515	-0.2187811612	-0.1179747799	-0.0125390465	-0.191678124	-0.0089676611	0.0298756293	-0.1676016503	-0.013465636	-0.2587232172	0.002517256	0.105159361	-0.1352961415	0.2028713809	-0.061548232	-0.1391329069	0.1428546942	0.2667315476	0.0731055513	0.1634739106	0.195319	-0.014666	0.000215091556	0.0381495117609999	-0.0780764	-0.0612685	0.00375382909225	0.00609592423696	0.0702404	-0.0054525999999999	0.0049337137921599	2.9730846759998963e-05	0.000304442	0.000479892	9.2684931364e-08	2.30296331664e-07	-0.000734066	0.0004015839999999	5.38852892356e-07	1.61269709056e-07	0.00362579	0.0002099899999999	1.3146353124099998e-05	4.409580009999989e-08	0.0	0.0	0.0	0.0	0.0	-1.89920883	0.5118330511	0.5682373507	1.424433876	-0.4882490971	1.705411579	0.8357731683	0.0711537611	-0.9965296942	-0.1069527232	-0.954220517	-1.901528685	1.912726791	1.572986437	-3.023630308	-0.7971810861
61690.402317242064	-346.6418993449697	3805705738.063185	120160.60638148812	110387.18122972164	-171.4100014942087	12185329779.843409	29381.388612244627	59775.02725957492	-89.49159564393631	8008.7456908978	3573053883.882925	68163.13839431328	42433.63220476797	1.247051	28.272392	0.1789781399999999	0.0807935	-0.1496529769	-0.0154291098	0.0329910725	0.1218319753	0.1185629611	-0.0547031801	0.2264288586	0.101972815	-0.2348881251	-0.034373087	0.049046324	-0.0317829852	-0.1841486926	-0.0071910192	-0.0864618753	-0.2231259258	-0.142193403	0.1869838267	-0.1547780155	0.0534253003	-0.0549412008	-0.1790361377	0.0442104324	-0.0397283883	-0.0281049058	-0.0321279852	-0.1586496193	0.0520447208	0.0409166206	-0.0021310508	0.0217185377	-0.1367440606	-0.0010032741	-0.1920232635	0.0165702453	-0.1178522774	0.2524906702	-0.0494958659	0.1508426613	0.1948704333	-0.0962457227	0.0071086669	0.0885595094	0.1603367178	0.1268064179	0.1356115537	0.0781630123	-0.0847552175	-0.1437870691	-0.023937409	-0.1358915185	-0.0591491435	0.0744301403	0.0785023464	-0.1888429876	0.1930299658	-0.0990559367	-0.0641446887	-0.102026121	-0.1016781795	-0.1885827172	-0.1380446072	-0.1071415688	-0.1935551069	0.1304563103	0.0328213682	0.0596034517	0.0542549076	-0.058958569	0.0300620434	0.017897664	-0.1034872375	-0.1144702983	-0.0558761469	0.190011174	-0.1616606884	0.2971395414	-0.1035749483	0.0881153944	0.0559496802	0.2668041761	-0.1752477563	0.0606666457	0.109208478	0.1625874706	0.170458	-0.0248609999999999	0.0006180693209999	0.029055929764	-0.0450511	0.0330253	0.00109067044009	0.0020296016112099	0.0263618	-0.0438785999999999	0.00069494449924	0.0019253315379599	0.000533285	0.000228843	2.84392891225e-07	5.2369118649e-08	-3.26942e-05	0.0007013718	1.0689107136400003e-09	4.919224018352401e-07	0.00301174	-0.0006140499999999	9.0705778276e-06	3.770574024999996e-07	0.0	0.0	0.0	0.0	0.0	-0.9931553136	2.391846858	0.2362608599	1.382711636	-1.311267579	0.4228265961	-1.48651818	1.044466591	-2.139804189	0.4222857843	0.5476131471	-0.6036449904	2.388908753	1.20769021	-0.3764990958	-1.840975584
61962.37627323199	271.97395598992443	3839336073.4255824	73969.83273680936	110237.08363217211	-150.09759754952393	12152214607.72651	22529.28879013885	59742.22616792929	-32.801091645626	1075.9116131447558	3569133587.500016	68060.2729756812	41701.25260879451	1.11857	25.359547	0.0251016999999999	0.0215986	-0.1425216869	0.0578812481	0.1493043484	0.0552212891	0.0714138986	-0.1180295895	0.1221850632	0.1465883745	-0.0250492991	-0.0067694688	-0.0366748714	-0.0120609548	-0.1583032701	0.0023830187	-0.0436294973	0.1553092418	-0.1583803744	0.0583727313	0.1527689467	-0.1337688708	0.1129306816	0.0206687752	0.2535242961	0.0030179333	0.1667561936	0.0979109017	-0.0253959524	-0.026266498	0.0452225634	0.015685811	0.1452179707	-0.0245712503	-0.0624489366	0.0285224613	0.2933167026	0.0358970322	0.1720252017	0.0863281519	0.1700483942	0.0494497161	-5.17662e-05	-0.0560463443	-0.0345881701	0.1164342305	0.0587854989	-0.1746504464	0.1465036811	-0.1435176233	0.2525142531	0.1616265097	0.061761695	-0.0009637788	0.1953538879	0.0135945097	-0.0690914811	-0.1765440999	0.1248803843	0.0376419967	-0.0189714896	0.0345552513	-0.1748179067	-0.0972429486	-0.0766379892	-0.0890964059	-0.0214726927	0.1649002717	-0.0292964632	0.0786116027	-0.1349263257	0.1249255682	-0.0457595882	-0.0450683645	-0.0156327458	-0.213717077	0.2911850126	0.0971058647	0.1145290529	-0.1213114956	0.1807228983	-0.1566245399	-0.0215177945	0.0983277041	-0.1273775872	-0.234207986	0.161408037	0.149206	-0.0212519999999999	0.0004516475039999	0.022262430436	-0.0450511	0.0	0.0	0.0020296016112099	0.0302115	0.0038496999999999	0.0009127347322499	1.4820190089999982e-05	0.000533285	0.0	2.84392891225e-07	0.0	-3.26942e-05	0.0	1.0689107136400003e-09	0.0	0.00301174	0.0	9.0705778276e-06	0.0	0.0	0.0	0.0	0.0	0.0	-1.263765407	-1.205197574	0.3210350934	2.450745722	-2.084544118	1.392319347	-0.5794857374	1.217571264	-2.37377185	0.07026520747	0.3669841226	0.009771298737	0.05760886634	1.313962975	-0.3048080543	0.5189967343
62081.2313816519	118.85510841991344	3854079289.8622007	14126.53679750938	110076.07347698942	-161.0101551826956	12116741952.111574	25924.27007195572	59834.98557186448	92.75940393518977	8604.307018411699	3580225498.385231	67971.3978580703	42086.74573762427	1.027386	23.292274	0.05172185	0.0307285	-0.1417490036	0.0552915258	0.137431155	0.0032779141	0.0959669255	-0.0039939658	0.0384522706	0.1415759802	0.0183135167	-0.1918436692	0.1333303814	-0.0210926138	-0.1056333035	0.1468966035	0.041720837	0.17665991	-0.0022179707	-0.1273518151	0.0415603713	0.0699509022	-0.14115283	-0.055819219	0.0031992742	-0.0323259697	-0.0753975804	0.008120112	-0.0646620485	-0.0787464208	-0.14096687	0.2534021042	-0.0792192657	0.0524808372	0.0881745202	0.0483560979	-0.0713633625	0.124193473	0.0761734173	0.1297751486	0.0681232121	-0.2321680203	0.113332708	-0.0705696172	-0.0936005687	0.0347677478	-0.088014025	-0.0212289852	0.1267540947	-0.068129695	-0.0779134474	-0.1403909348	-0.0903738694	0.0226613475	-0.074335767	0.0141794604	0.0179993054	-0.1951453464	0.0586399918	-0.0018352383	-0.1459161479	0.0426717515	-0.1502953407	-0.0368930638	-0.0470403304	-0.0489990284	-0.0690285035	-0.116204329	0.0125933227	-0.0503665924	0.104277582	0.2941201332	-0.1132682373	-0.0404115761	-0.0918443846	-0.12887633	0.1237746581	0.0432937518	0.0366265297	-0.0546332656	-0.1783653161	-0.0422748956	-0.2418550806	-0.0853792874	-0.0336138802	-0.0570555297	0.1599377353	0.144307	-0.004899	2.4000201000000143e-05	0.020824510249	-0.0192894	0.0257616999999999	0.0006636651868899	0.00037208095236	0.0373319	0.0071204	0.00139367075761	5.070009616000003e-05	0.0008120999999999	0.0002788149999999	6.595064099998375e-07	7.773780422494423e-08	-3.26942e-05	0.0	1.0689107136400003e-09	0.0	0.00301174	0.0	9.0705778276e-06	0.0	0.0	0.0	0.0	0.0	0.0	-1.245377888	0.1000751689	0.2063153483	2.234162685	0.3118509151	1.642113039	-1.214716536	1.671866254	-0.7285080941	0.2925715507	-0.6894037464	-0.7475734167	-0.2139110933	0.6368548224	-0.882749425	1.924313876
61928.849563372816	-152.38181827908556	3835182408.242861	23220.218542040257	110569.2415044399	493.1680274504761	12225557166.867151	243214.70329939356	59865.49263468014	30.507062815653622	930.680881638236	3583877208.392941	68150.54897631473	41959.21425487862	1.108545	25.132256	0.0551859	0.0284435	-0.1148004857	0.1871229208	-0.0139022829	-0.0456495008	0.1070635476	0.0292262475	-0.0199961315	0.1893563115	0.0797569751	-0.0813107793	-0.0484286134	-0.0090281729	-0.1805179052	0.0644225826	-0.0172662631	-0.0383455158	-0.1358605004	-0.2150258465	0.1892980599	0.2701058143	0.0785449534	0.1007357658	0.1577934937	-0.1466650748	-0.0362956136	-0.0542960978	-0.0904151223	-0.222126605	0.0619186986	-0.0321221428	-0.0627407362	0.056742794	0.1745701739	0.0773185943	0.1466461262	-0.1365617135	0.1509813983	-0.0333643202	0.0568924018	0.0581215743	0.1812625767	-0.2082841129	-0.0749277733	-0.1214081503	0.0838160143	0.2755834061	0.1654867351	-0.125268826	-0.0846819324	-0.0016995611	0.0629137386	-0.1455529479	0.0598586956	0.1538738009	0.0852537485	-0.058099066	0.0062446656	0.0535165043	0.0586417493	0.1612012731	-0.1283250138	-0.0327105296	-0.0141691435	0.091996671	0.1688903865	-0.1711111019	-0.0253071909	-0.0101135359	0.0854127434	0.2115971519	-0.0017170554	0.0451850651	0.1209418178	0.0661749639	0.1639254195	-0.0488850358	-0.1227442284	0.1211719353	0.1146497416	0.1212083591	-0.1205938375	-0.1435418981	0.0515144228	-0.005885142	0.1581792149	0.126325	-0.0179819999999999	0.0003233523239999	0.0159580056249999	-0.0229822	-0.0036927999999999	1.3636771839999996e-05	0.00052818151684	0.0301798	-0.0071521	0.00091082032804	5.1152534410000025e-05	0.00056609	-0.0002460099999999	3.204578881e-07	6.052092009995079e-08	-3.26942e-05	0.0	1.0689107136400003e-09	0.0	0.00273057	-0.00028117	7.456012524899999e-06	7.905656890000018e-08	0.0	0.0	0.0	0.0	0.0	-1.20343124	-0.8093930385	1.721179912	1.28201822	1.040627072	0.8786948096	-0.2052203049	0.3564829279	0.388292123	-0.7384178164	1.693143874	-1.809974368	-1.434254058	0.5812715941	-1.052410391	0.5285245363
61815.32810501089	-113.52145836192358	3821134788.7301497	12887.121508617947	111111.85474299864	542.6132385587407	12345844264.429228	294429.12665920483	59752.44179292929	-113.0508417508463	12780.492820574893	3570354300.217403	68025.85513551912	41648.26113406988	1.085534	24.610569	0.0475583499999999	0.0251149	-0.1264766786	0.0446871525	-0.1643933922	0.088687798	-0.0429297413	0.1724186256	0.007764437	0.1630787363	0.1750778265	-0.1005466539	0.1303991969	-0.0788237648	-0.1621524838	0.0187024137	0.0837667108	-0.0154426717	-0.0726404901	-0.088270164	0.1217683544	-0.078677395	0.1088056834	-0.0213242158	-0.0493748473	-0.1832435429	-0.0758514477	0.0580179948	0.128605992	-0.0132405609	0.1299444512	0.045822893	0.1039222159	-0.1188925322	0.060894671	0.0917543242	0.0227479819	-0.0646219447	0.1012584959	0.0269007219	-0.2244605131	-0.0243147925	0.0760159312	-0.0391598081	-0.1999991674	-0.1241968817	0.0035732466	-0.0239268189	0.1503923787	-0.1408693972	-0.1086723449	0.0194390988	-0.0147827738	0.1342516594	0.161706712	0.0451227646	0.0179015723	0.0576068317	-0.0497070529	-0.2727223121	-0.0385121567	-0.2227289827	-0.1142580568	0.0295267411	-0.0526689349	0.0971168432	0.0313577462	-0.1562645948	-0.0455777954	0.1698177433	0.0077653688	-0.0530032791	0.1549700356	-0.1242302979	0.1102851316	-0.0624340179	0.310566901	0.0190599355	-0.0386285494	0.0985477257	0.0443933303	-0.1277764286	-0.0318141927	0.1948793185	0.0938596821	-0.0248877193	0.1561356449	0.113459	-0.0128659999999999	0.0001655339559999	0.012872944681	-0.0206237	0.0023585	5.562522250000014e-06	0.0004253370016899	0.0442568	0.014077	0.00195866434624	0.0001981619289999	0.000374423	-0.000191667	1.40192582929e-07	3.673623888900001e-08	-3.26942e-05	0.0	1.0689107136400003e-09	0.0	0.0025571	-0.0001734699999999	6.53876041e-06	3.0091840899999933e-08	0.0	0.0	0.0	0.0	0.0	-1.22278514	-0.5602891914	1.256513466	-0.3894168935	0.02136897203	1.881055476	0.5131834161	0.5643148808	-0.3160809156	0.1693941572	1.556486092	-0.7597551131	-0.3368162427	-0.7663201935	-1.84462074	-0.5367755484
61762.01755403373	-53.31055097716308	3814546812.3447695	2842.014845488703	110606.48319565404	-505.3715473445918	12233794124.9105	255400.400865467	59655.55270412458	-96.8890888047099	9387.49552940696	3558784968.4345856	67936.6733004441	40631.92929090246	1.063852	24.118994	0.10340166	0.0496176	-0.1363244219	-0.0239404074	-0.0375692058	0.1932087264	-0.1625816661	0.0878147053	0.0560891034	-0.0257653505	0.0092488962	-0.0641782623	0.0453921809	-0.1358246221	-0.0860384027	-0.0455737845	0.1584317873	-0.0618213754	0.092284146	0.0034549809	-0.1174106565	-0.0105767004	-0.1514987885	0.1948491424	0.0176558247	-0.1248783631	0.1242752106	-0.1114343669	0.0917536506	-0.0823571099	-0.0874109873	0.3193861697	0.0507898183	-0.0686664538	-0.074367973	-0.015736102	-0.0774726094	0.0386246434	0.0606382988	0.0782636183	-0.2307959242	0.02199427	-0.1403353112	0.0355392408	-0.0870744545	0.0397582193	-0.1448769142	-0.0722916532	0.1129697116	0.0835196889	-0.1653956072	-0.1507699579	0.0710649345	0.0575256743	0.0058066146	0.1539658364	0.1768671892	-0.0254120154	0.2256003948	0.1204106324	0.053280894	-0.1448753134	-0.1032463541	0.1360688766	-0.0467868344	0.0634488987	-0.1506756216	-0.0293467929	-0.1809651408	0.0932157695	0.0420803624	0.0785961798	0.1634180654	0.084202655	0.1372884292	0.0175444235	0.1038254243	-0.0717784594	-0.0592804949	0.1727121119	-0.0553511425	-0.1425357623	-0.0951782574	-0.0426378468	0.1374754216	-0.0520807194	0.1538107079	0.0893903999999999	-0.0240686000000001	0.00057929750596	0.0079906436121599	-0.0525533	-0.0319296	0.00101949935616	0.0027618493408899	0.0651409	0.0208841	0.00424333685281	0.00043614563281	0.000293792	-8.063099999999995e-05	8.631373926400002e-08	6.501358160999992e-09	0.000201162	0.0002338562	4.046615024400001e-08	5.468872227844002e-08	0.0023412	-0.0002159	5.481217439999999e-06	4.6612810000000094e-08	0.0	0.0	0.0	0.0	0.0	-1.597218225	-1.737517751	-0.6870915092	-0.8657164404	-0.5674540941	1.638382178	0.05101082929	-0.3049809521	-0.5597287498	-0.6643878017	-0.4258113402	0.2879150466	-0.4418940396	-0.5081619812	-0.5325561781	1.074600175
61863.09178465264	101.07423061891312	3827042125.156357	10216.000095205238	109976.634018528	-629.8491771260451	12094860030.04525	396709.98592635617	59750.83505892256	95.28235479797875	9078.727135847908	3570162290.2385693	67900.79398882853	41601.81266765021	1.088647	24.681152	0.0751568999999999	0.0359278	-0.133284821	0.0771346318	0.1511867244	-0.0130180494	-0.0072811926	-0.103250479	0.0657669642	-0.1113593954	0.0868073292	-0.0043466802	-0.0027714711	0.243810101	-0.1131278758	-0.06889635	0.0116081346	-0.0469067734	0.0415677004	-0.258559359	-0.0126992625	0.2470335533	0.0374756827	-0.0539334303	-0.1557643317	0.1712770228	-0.0112031812	-0.2029166223	-0.0723732181	0.0484393334	-0.1238368252	-0.0681828718	0.0787110778	0.0357407642	-0.1335056696	0.1793708109	0.0892684795	0.1141722367	0.0317917525	0.1812227115	-0.009816379	-0.0380340032	0.0377445143	-0.0672094533	0.0656819764	0.0056185732	0.1423748002	0.1960236197	0.1691260634	0.093703973	-0.020279181	-0.044593235	0.0013638145	-0.1080816188	-0.296694318	-0.1783607747	0.0487924036	0.0154929757	-0.0010266514	-0.0452286898	0.0347034005	0.0224350683	-0.0734616662	0.1336049736	-0.030912591	0.0679908967	0.1032242469	0.0020618492	-0.069860778	-0.0839861391	0.163267607	0.1149384378	0.1575054414	0.0252843679	0.09654849	-0.0820187818	-0.0615290199	-0.1740448494	-0.0160651348	0.1068372389	-0.1779516806	0.1367181078	0.0552925267	0.0027430565	0.122652008	-0.0829670252	0.1512085936	0.0764938	-0.0128965999999998	0.0001663222915599	0.00585130143844	-0.0456253	0.0069279999999999	4.799718399999995e-05	0.00208166800009	0.0417776	-0.0233633	0.0017453678617599	0.00054584378689	0.000571555	0.0002777629999999	3.26675118025e-07	7.715228416899996e-08	0.000367359	0.0001661969999999	1.34952634881e-07	2.7621442808999995e-08	0.00214578	-0.0001954199999999	4.6043718084e-06	3.818897639999999e-08	0.0	0.0	0.0	0.0	0.0	-1.266974479	0.9156794334	-0.1389978909	-0.06567269392	-0.952378337	0.3204786314	-1.867863464	0.4216399407	-0.1837626693	-0.8798762904	-0.2408619854	-1.00392068	1.117258904	-0.4708887217	0.09867742987	1.857282708
