global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_15	aroma_motion_17
65526.60221327363	n/a	4293735597.6165967	n/a	98116.52862371056	n/a	9626853189.167414	n/a	64648.70386396785	n/a	4179454911.291012	n/a	67981.94037160325	41238.65274250471	n/a	n/a	n/a	n/a	-0.1008669956	-0.0866051865	0.0872174335	-0.1503090308	-0.1703789064	0.1391742499	-0.0790437132	0.1139616988	-0.0267897934	0.0089147123	0.0117272238	-0.2100426352	0.0201433617	0.0790818058	-0.00662446	0.2777425557	-0.3014055455	0.1634830312	-0.1455151833	0.1128031454	-0.1537687393	0.032959431	-0.1147237305	0.1685872602	0.0244939862	-0.1478241402	0.1924569622	0.075245994	0.0542944378	-0.0262498024	-0.2595507846	0.2194736169	0.001796902	0.1026678218	-0.0859856011	-0.1799891803	0.0719239768	0.0954086961	-0.0998325511	0.0882575718	-0.0443091173	-0.0979175591	0.0100113916	-0.257599319	0.2325508229	-0.231295032	0.3073725677	-0.1795281386	0.163038182	-0.1123082821	0.1416698423	-0.0656053818	0.006376909	0.2338301746	-0.0612336181	-0.0330963108	0.0694153315	0.1874829914	-0.0627369661	-0.0199621525	-0.1279783904	0.090934928	0.0996895115	-0.2572067759	0.0434128023	-0.2315787607	0.0369045186	-0.0289360542	0.299945382	0.0203878973	-0.0066541404	0.1775614362	-0.1361318357	0.0704761322	-0.011605009	0.0005627323	-0.1291320097	0.1453060566	-0.1185840679	0.0377430239	-0.0381274485	0.146410222	-0.0133668802	-0.0039510192	-0.0170282841	-0.0703613935	0.0739454713	0.1643619509	-0.0181244	n/a	0.0003284938753599	n/a	-0.0290074	n/a	0.00084142925476	n/a	-0.0140228	n/a	0.00019663891984	n/a	0.00234155	n/a	5.4828564025e-06	n/a	-0.000404267	n/a	n/a	1.6343180728899998e-07	0.000704503	n/a	n/a	4.96324477009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.666098017	1.293357403	2.139633243	1.433590223	0.743584499	0.7110076548	-0.9238317535	0.1427403756	0.6768611501	0.4005343123
65404.23608082408	-122.36613244955517	4277714097.31617	14973.470370662077	98821.54490923342	705.0162855228555	9765697738.247637	497047.9628524445	64506.22674287798	-142.4771210898689	4161053288.603586	20299.73003405716	67878.86405706522	41188.532950879606	1.269982	28.879009	0.1027797	0.0604475	-0.1028573238	-0.0939218715	0.1118808433	0.0931102766	-0.2792813439	0.1011390941	-0.1993950316	0.082794994	-0.056456043	-0.0140155918	-0.0513858844	0.0158858857	0.0417214053	0.1312204869	-0.0728768429	0.1847713746	-0.1972012828	-0.0231140262	0.291570408	0.0763829701	0.0190376568	0.1305235218	-0.1545438903	-0.0519500332	-0.1113223487	0.0293349469	0.2421788815	0.1130030704	-0.1438680576	-0.0017726139	0.0899302938	0.1229799764	-0.0073233061	0.0674085009	0.0703967221	0.3431418829	-0.110022267	-0.0764828131	-0.0060711026	0.2145426531	-0.0127953403	0.1603696563	-0.0557990696	-0.2059254211	-0.0073523802	-0.0403174894	0.2885441943	-0.0678974013	-0.0354018257	0.0525856045	-0.4521113845	0.2331656479	-0.1072047192	0.1420696789	-0.0091910028	-0.0404069033	-0.0317289308	0.1238149665	-0.1242942191	-0.0995140291	0.1645619344	0.0327434196	-0.0288651026	-0.2744130626	0.0217050239	-0.1336192641	-0.0510989389	0.0431795215	0.1626257086	0.1744205646	-0.1021322474	-0.0383006148	0.0755672867	-0.2400582591	-0.0195579262	0.1747126619	-0.0372762705	0.1613992582	0.1671596558	0.1041345784	-0.1543185303	-0.0803181413	0.0510266269	-0.0231159586	-0.0967763946	0.1211641126	-0.044616023	0.1640657595	-0.0135811	0.0045432999999999	0.00018444627721	2.0641574889999986e-05	-0.00560325	0.02340415	3.1396410562499995e-05	0.0005477542372224	-0.00325535	0.01076745	1.05973036225e-05	0.0001159379795025	0.00128069	-0.00106086	1.6401668760999998e-06	1.1254239396000002e-06	-0.000609483	-0.0002052159999999	4.2113606656e-08	3.71469527289e-07	0.000719723	1.5220000000000034e-05	2.3164840000000104e-10	5.18001196729e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.230050098	0.9419301951	2.485776958	3.448584373	1.108279706	0.715162434	0.3293870157	-0.3382693641	-0.5673322961	1.085227953
65531.80867821585	127.57259739177243	4294417948.638286	16274.767605283265	97572.0083592486	-1249.5365499848122	9520296815.25728	1561341.589747947	64646.91518355884	140.68844068086037	4179223642.750251	19793.237341211967	68007.68603668478	44218.489267288845	1.705684	38.786728	0.052784197	0.029974	-0.080801549	-0.1040409345	0.1772919079	-0.1046471126	-0.0396274182	0.2447667562	-0.0127378084	-0.0213577574	-0.0563714968	0.0916126358	0.1896443814	-0.0843123677	0.0113279995	0.1184266425	0.0125661053	-0.0996907635	0.0566939993	0.0534506009	0.0451963975	-0.1107636884	-0.1093717383	0.038252782	-0.2665280018	-0.2096447373	0.0301197287	-0.3142515506	-0.0680259257	-0.1564837042	0.1628297577	0.0726146779	-0.2657686336	0.1372432802	0.0621673737	0.0799062393	0.0896203151	0.0385557196	0.0332971552	-0.0448958412	-0.1433348698	-0.0974045708	-0.174757777	0.0255256538	-0.0518845642	-0.1137481191	0.1327799165	-0.0639310355	-0.0701556886	-0.2609314993	0.0383591357	0.1216019041	0.1492851263	0.2260402933	-0.1671603163	0.0690266893	0.1303385008	-0.1291985301	0.1838705581	0.1593135586	0.0929107918	0.2447814254	-0.148045345	0.0245986434	0.0125643519	-0.269669196	0.0255030585	-0.1767808224	0.0293107156	0.0092399376	0.1793208753	0.0966254306	-0.139862823	-0.2248599954	-0.159614386	-0.206519328	-0.1097947371	0.0176808899	-0.0480909687	-0.075205699	-0.0347694175	-0.1698172329	0.1047691561	0.0758675775	-0.1328865442	0.0233924168	-0.0657535922	0.114515486	-0.0586017098	0.1634739106	-0.00803388	0.00554722	6.45432278544e-05	3.07716497284e-05	0.000993177	0.006596427	9.86400553329e-07	4.3512849166329e-05	-0.0175416	-0.01428625	0.00030770773056	0.0002040969390625	0.00168365	0.00040296	2.8346773225000004e-06	1.6237676160000013e-07	-0.000726159	-0.000116676	1.3613288976000005e-08	5.273068932809999e-07	0.000727173	7.449999999999991e-06	5.550249999999987e-11	5.287805719290001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.769618379	-0.9108901961	1.756235187	1.554127282	2.074816521	0.3402836016	-0.2520657579	1.241754804	-0.3862533286	0.9626472622
65401.108159779935	-130.700518435915	4277304948.5272336	17082.625519416957	98164.12805294296	592.1196936943597	9636196036.394585	350605.7316607024	64607.16176995407	-39.75341360476887	4174085351.969015	1580.3338932318225	67960.91971603261	41016.88754768099	1.746494	39.714733	0.0566490648	0.0283495	-0.1029279781	-0.0573801964	0.1137376585	-0.0296275097	-0.1637525561	-0.0081594995	-0.0028585522	0.1941558313	-0.09358828	0.1211384926	0.0608283997	-0.0615050613	0.0841922365	0.052435995	0.1569677194	0.0844080571	0.0529106675	-0.0756369124	0.1408059567	-0.044322837	-0.2169204367	0.1863069367	0.1956353306	-0.125710547	-0.0475637535	-0.0817247615	0.0111579916	-0.156014782	0.0194287489	-0.0310657843	0.0421621185	-0.014427922	-0.0807034455	0.1000412019	0.0720135252	-0.0668641767	-0.0715907177	0.0050051969	-0.1319008825	0.0657784106	0.0997050025	-0.0425497644	-0.0492709153	-0.177139644	-0.1633777603	0.1185322514	-0.0828282471	-0.0719113526	-0.1147770801	-0.1706893164	0.0189085143	0.1026202596	-0.152901953	-0.0393312712	0.0627778474	-0.2157383157	0.128779009	-0.1194413652	-0.0408767566	-0.0959585585	-0.1501945156	-0.0701920662	-0.2687190704	-0.2103670645	0.0196702406	-0.1397659517	-0.0975184595	-0.0530037381	-0.043430104	0.189511359	0.0071838217	-0.0924609442	-0.0195566549	0.0038516659	0.178134699	0.0849475054	0.0658317655	0.1706267989	-0.088709176	-0.0293888934	0.0930516086	-0.0659804915	-0.0039755788	-0.0587413276	-0.0121346919	-0.0502562081	0.0579734252	0.1625874706	-0.00472408	0.0033098	2.23169318464e-05	1.095477604e-05	0.0110556	0.010062423	0.00012222629136	0.0001012523566309	8.93418e-05	0.0176309418	7.98195722724e-09	0.0003108501087549	0.00135663	-0.00032702	1.8404449569e-06	1.0694208040000009e-07	-0.000820851	-9.469200000000006e-05	8.966574864000011e-09	6.73796364201e-07	0.000635967	-9.120600000000003e-05	8.318534436000006e-09	4.04454025089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.219926767	0.2267714866	1.137816264	1.767292583	1.281597621	-0.1236553186	0.4666324661	-0.7193414792	1.325302508	1.026930285
65910.66115921934	509.5529994394019	4344215254.445424	259644.25923769112	98120.8519069832	-43.27614595976775	9627701578.952127	1872.8248091311225	64663.984293538975	56.82252358490223	4181430864.715056	3228.79918655677	68088.30455027174	62836.27671387685	3.99859	90.926704	0.0960314118	0.0509043	0.1951931275	-0.1557583659	0.1668011382	-0.0988886069	-0.0461562913	0.137756607	0.1161654499	-0.0368743235	0.0748273268	-0.0181723764	0.1292129288	-0.1522424156	-0.0818619659	-0.0470183983	-0.0793460458	-0.0247862922	0.1554290623	-0.0648121833	0.0902198528	-0.0164613554	-0.06051805	-0.2418760901	-0.0409057275	-0.1040543107	-0.1767558453	-0.1514936063	-0.1660661048	0.0630239127	-0.1010650224	-0.0839755747	0.1527223056	0.1677462963	0.0492593777	-0.0885909937	-0.1834477653	-0.0236769123	0.0921701306	0.0533112721	-0.1247853137	-0.1246842866	-0.1833987037	0.0602156059	0.0046700924	-0.0336587513	0.0800784607	-0.1173576921	-0.1668918788	0.0816479856	0.08920565	0.090211438	0.1317029873	0.1861804447	-0.2330437121	-0.1304084937	-0.0301586709	0.0512551247	-0.1464569616	-0.1823382802	-0.1236674301	-0.1977035572	0.1118019941	-0.2102451817	0.0994489057	-0.1932536884	0.0278757475	0.0326712956	-0.0771810711	0.0997625183	-0.0164406867	0.0850403182	-0.1380653668	0.118061008	0.1614978453	-0.0143887811	-0.0089394801	-0.1072886784	-0.0267892609	0.0708799385	0.0378069519	0.0816830907	0.0631771131	-0.0706619928	-0.2335252297	0.1059620235	0.0383969255	-0.0558390473	-0.0786013113	0.161408037	-0.00195435	0.00276973	3.8194839225000005e-06	7.6714042729e-06	-0.00755134	-0.01860694	5.70227357956e-05	0.0003462182161636	-0.0312363	-0.0313256418	0.00097570643769	0.0009812958341819	0.000647554	-0.000709076	4.193261829159999e-07	5.02788773776e-07	-0.000663345	0.000157506	2.4808140036000023e-08	4.40026589025e-07	0.000635967	0.0	0.0	4.04454025089e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7277395507	-1.418213205	1.445400163	1.54074987	0.2088777826	-0.8929758371	-0.6257461176	1.855490934	-0.6373265044	-1.259691727
65380.982478518345	-529.6786807009921	4274672869.856323	280559.5047891436	98000.74301552388	-120.10889145931289	9604145631.594751	14426.145807585	64620.27049520544	-43.71379833353421	4175779358.873519	1910.896164744899	67911.39669701087	40678.33648962191	4.029524	91.63015	0.09360133	0.0450327	-0.1119923091	-0.0860903278	-0.0162761203	-0.0117459712	-0.1140244551	-0.1498206222	0.0552725959	-0.0097237878	0.0936720132	0.0734427147	0.0814422804	-0.1476685148	0.0699215135	-0.0124213021	-0.0213228112	-0.0141102397	0.0737656299	0.1864416905	0.0260157512	0.0995591075	-0.0192230313	-0.0523054224	0.005206284	0.0451344024	0.0291496946	-0.0909958011	-0.1447662773	-0.1687031819	-0.0055170294	-0.2243485667	-0.0066523607	-0.1681535082	0.0698831889	-0.028441197	0.0038103038	0.0493638277	0.0982766602	0.0507018956	-0.1728342865	0.0886732049	0.019072602	0.032764654	-0.0848727814	0.0146920138	-0.0604081188	0.0198593103	-0.0663406717	-0.1410803645	0.1198487448	0.0633189098	0.1371684852	-0.1530835632	0.0657454544	-0.0302728419	0.0722667477	0.0519249599	-0.1161552757	-0.0471484064	0.1593228686	-0.0197390531	-0.0110080203	-0.0805233833	-0.0689311984	-0.1623578728	-0.0841727763	-0.070967669	0.1462074849	-0.0549629218	-0.0679528789	-0.0663112044	0.0382243296	-0.0326905942	-0.041545025	0.0521761205	0.1157355969	0.0530463858	0.1162294176	-0.1461290627	-0.1339098805	-0.1497149922	0.0736144724	-0.1462862832	-0.1111602224	0.1349460274	0.1634555525	-0.0168544351	-0.0025957431	0.1599377353	0.00334575	0.0053001	1.11940430625e-05	2.8091060010000003e-05	-0.0258166	-0.01826526	0.0006664968355599	0.0003336197228675	0.00150447	0.03274077	2.2634299809e-06	0.0010719580201929	0.00128069	0.000633136	1.6401668760999998e-06	4.0086119449600004e-07	-0.000776113	-0.000112768	1.2716621824000016e-08	6.02351388769e-07	0.000635967	0.0	0.0	4.04454025089e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.195683229	0.5819369548	1.228937454	0.2550856033	1.110593099	-0.4607373912	1.647646244	0.03068128113	1.078039875	-0.3779577706
65355.64412813986	-25.33835037848621	4271360219.404062	642.0319999029323	97767.38817253236	-233.3548429915245	9558462190.07862	54454.482747599046	64652.08746392441	31.81696871896565	4179892413.442931	1012.319498463639	67960.66218342392	41376.547385974605	1.472176	33.476833	0.0332227499999999	0.0222659	-0.1137311917	-0.0491785471	-0.0140814578	-0.0492437609	-0.0270198245	0.1085075836	0.1380017182	0.0352528387	0.0274228429	-0.1037553623	0.0483316274	-0.1163747168	-0.0494582278	0.098753592	0.0141272965	-0.064727402	0.0024731131	-0.0306649774	-0.1151759197	0.02618263	-0.0198071539	0.0444387351	0.0397162979	0.3192584448	-0.2460999313	0.02788296	-0.0989123663	-0.1079447512	-0.0094311377	-0.0468436283	0.1044294857	-0.1145667322	0.113163645	0.0693017287	-0.0037493549	-0.1716262933	-0.1291290074	0.0336753365	-0.0586135643	-0.0804298889	-0.1182133952	-0.1726322502	-0.0630012652	0.0046315253	-0.1284875538	0.037439961	0.0821070485	0.0104439279	0.0576557744	0.0706247119	0.1570261467	-0.0751365108	0.004263847	0.1236673913	0.0495378796	0.1592516959	0.0339548167	-0.0707154358	0.0805093385	-0.2382568921	0.0797483324	0.0903566583	-0.1486717227	-0.0484933611	-0.0965748546	-0.0271222624	-0.1509925781	0.0406921363	-0.0217307349	-0.1503081288	-0.0669305577	-0.0630011977	0.0203416667	0.1645533132	0.1769352308	0.0452037455	0.1468976008	-0.09198264	-0.1358398011	0.0241932723	-0.0317833934	0.1574372993	-0.201885875	-0.0171819589	0.075097565	-0.0209605089	0.1914967664	0.1581792149	0.00375104	0.00040529	1.40703010816e-05	1.642599841e-07	-0.020552	0.0052645999999999	0.000422384704	2.7716013159999976e-05	0.00531408	0.0038096099999999	2.82394462464e-05	1.45131283521e-05	0.000873166	-0.0004075239999999	7.62418863556e-07	1.6607581057599996e-07	-0.000843454	-6.734099999999995e-05	4.5348102809999935e-09	7.11414650116e-07	0.000635967	0.0	0.0	4.04454025089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.081160305	-0.217844564	0.3411636098	0.4453614809	-0.7598139137	0.1465020303	-0.3349917655	1.622263336	1.837436437	0.2246945894
65402.21479089399	46.57066275412944	4277449699.554232	2168.8266293588595	98196.12254121156	428.734368679201	9642478482.128635	183813.15888675305	64548.306710448735	-103.7807534756721	4166483899.186161	10770.444791978229	67870.01173505434	39599.73417649547	1.515788	34.468567	0.05659739	0.0344343	-0.1155025456	-0.1035635441	-0.1222591585	-0.0416518113	-0.1466013927	-0.1131049339	-0.0256975809	-0.1108443946	0.0108907507	0.0259088858	-0.308827177	-0.1669747314	0.1872954284	0.0912980264	0.1083169182	-0.1011831009	0.0413365649	0.036093814	0.1678183668	0.0254288269	-0.0660275502	0.0709509807	0.0236773216	0.0617356647	-0.0269405276	0.2282029433	-0.1762108916	-0.0195162315	-0.0855857485	0.0247583046	-0.1647385805	0.0312154512	0.0341421816	-0.1062756673	0.0965759916	0.0576815313	0.0523868902	0.1385695679	0.1254250756	0.3460562809	-0.099605236	-0.0019177127	-0.1094952359	0.0036989147	-0.0443641091	0.163302344	-0.1325107908	-0.0813462133	0.0298966155	-0.0131652824	-0.0803945455	0.0241920437	0.0441262935	-0.105526511	-0.0892946408	-0.0021537061	0.002891223	-0.0930293611	0.0902336158	-0.0930646002	-0.0295597204	0.2348387224	-0.0065495631	-0.1121644581	-0.1691929642	0.059985233	0.1599227746	0.128282843	-0.0602692249	-0.0337045682	-0.0475644996	-0.1605138818	0.012835206	0.1453471024	0.0820468378	-0.041123867	0.2731029963	-0.0257140439	0.162433997	0.1886200715	0.0072311665	-0.1693615261	-0.0380657856	-0.073564531	-0.2149287904	0.0066975365	0.2576164228	0.1561356449	0.00727939	0.00352835	5.29895187721e-05	1.24492537225e-05	0.0121434	0.0326954	0.00014746216356	0.00106898918116	0.00789402	0.00257994	6.23155517604e-05	6.6560904036000006e-06	0.000817545	-5.562099999999995e-05	6.683798270250001e-07	3.093695640999994e-09	-0.000768422	7.503199999999994e-05	5.629801023999991e-09	5.904723700840001e-07	0.000410746	-0.000225221	5.0724498841e-08	1.6871227651599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.008500354	-1.700143198	1.642650055	0.2952365993	-0.763662757	2.755308836	1.4515264	0.0699327949	0.9932290615	-1.396526753
65583.06085723492	180.8460663409278	4301137871.403778	32705.299710987256	97515.48207502149	-680.6404661900742	9509269244.323835	463271.4442154416	64598.5654636296	50.25875318086764	4172974659.95884	2525.9422712953733	68027.87140489131	48542.93877057864	2.820493	64.137138	0.06297917	0.0317985	-0.0632532243	-0.197576306	0.0583534406	-0.1712275664	-0.0477525847	0.0664983177	-0.0194459592	0.0421750845	0.0713151261	-0.07445609	-0.0364755318	-0.1313672938	0.1552983496	0.0015479555	0.0923818832	-0.0697923017	0.1617772981	-0.0533303841	0.1181858878	0.136807742	0.1724703148	-0.0272836554	-0.1135647894	0.0273780155	-0.0634144842	-0.0231190865	-0.0213886805	0.0112188003	0.0661517828	0.0998715907	-0.1284699439	-0.0993429099	0.1436704648	0.0917480339	0.0121580413	-0.0371242533	-0.2150930232	0.1102581604	-0.039039457	0.0267140452	-0.0731221708	-0.2165746727	-0.0887170468	0.0015066891	-0.038199388	-0.0836865768	-0.273293228	-0.1396361634	0.1020657094	0.1019408675	-0.0851033127	-0.0358501931	0.0336862273	0.006212275	-0.0611075497	0.1340462832	0.0649538684	0.1343468076	0.1073882439	0.0260244337	0.0693988179	0.0568309096	0.0475639597	-0.1226089544	-0.0475349425	-0.0029904783	-0.1166379515	-0.1062723145	0.0578314936	-0.1598057526	0.1197044813	0.1558161939	-0.0391344933	0.0913810551	0.0541412516	-0.0634103075	0.0733002811	-0.0504376748	0.1458688766	0.0653689275	0.1300460813	-0.0248274956	-0.0418273504	0.0731990014	0.2051586856	-0.0438732923	0.1237120217	0.1538107079	0.00433206	-0.0029473299999999	1.8766743843600003e-05	8.686754128899999e-06	0.00648398	-0.00565942	4.20419966404e-05	3.20290347364e-05	-0.0144353	-0.02232932	0.00020837788609	0.0004985985316624	0.000892083	7.453799999999997e-05	7.95812078889e-07	5.555913443999996e-09	-0.000447232	0.00032119	1.0316301610000005e-07	2.00016461824e-07	0.00065588	0.000245134	6.009067795599999e-08	4.3017857440000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.066158911	1.75735812	0.6611410333	-0.2134127532	0.343882413	0.8960317392	-1.800049544	0.3725346816	0.946360162	0.7149934743
65715.1590966964	132.0982394614839	4318482135.104119	17449.944868823542	99082.28459369944	1566.802518677956	9817299120.30685	2454870.1325355866	64638.86626427507	40.30080064546928	4178183031.930838	1624.1545326658572	68082.95626222825	58475.64755370595	2.761602	62.797997	0.07494755	0.0351849	0.0840036293	-0.2618781669	0.0833779064	0.1764398127	-0.1896765681	0.0010129868	-0.0188508578	-0.0182902276	0.0065793445	0.0145586631	0.0987600885	0.0022976564	0.101187366	0.0663794285	0.1340192393	-0.2025947403	-0.0010020778	0.0727020551	-0.0967315345	-0.0945865427	-0.095400312	-0.2074702683	-0.0838575525	-0.0537729279	-0.1386498149	0.1118918258	-0.152938883	0.0378344317	0.0235779055	-0.1584861732	0.2467785876	0.0238592626	-0.1826302997	0.1398152331	0.018390317	0.2842615692	-0.0355972935	-0.1973895477	-0.0885136697	0.1346313217	-0.0372412072	-0.0401452638	-0.0365051909	0.025966556	0.0616078549	0.1990600466	-0.0557585866	0.0217637241	0.1177665248	0.0018946428	0.0465433667	0.0282981915	0.1224446883	-0.0621465347	0.2018715336	0.0869777357	-0.0557856639	-0.2206904593	-0.1008541249	0.1014452736	0.2502975168	-0.000854285	-0.0223612587	-0.1107437229	-0.0740013239	0.0765773836	-0.0723157338	0.0757597658	-0.0081365683	0.1187989791	0.3296628195	-0.0095932751	0.1283177715	0.0349334047	0.0929098896	-0.1127983932	-0.22728695	-0.0397034199	0.2303592732	-0.1062345778	-0.1398290647	-0.0825373191	-0.0437542201	-0.2722032254	0.1799111442	0.0492888136	-0.0299446438	0.1512085936	-0.00415587	-0.00848793	1.72712554569e-05	7.204495568490002e-05	0.0318521	0.02536812	0.00101455627441	0.0006435415123344	-0.0150355	-0.0006002	0.00022606626025	3.602400400000005e-07	0.000468372	-0.000423711	2.19372330384e-07	1.79531011521e-07	-0.000584599	-0.000137367	1.8869692689e-08	3.41755990801e-07	0.000407132	-0.0002487479999999	6.187556750399999e-08	1.6575646542399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6554267714	0.3691100815	0.2854137222	2.554800754	1.109792204	0.02175309813	0.8014471549	-1.358223071	-0.9433368611	0.8711175805
