global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_10	aroma_motion_17	aroma_motion_19	aroma_motion_22	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30
60518.21371106243	n/a	3662454190.777825	n/a	101803.168080068	n/a	n/a	10363885031.138577	58470.76292260233	n/a	3418830116.751167	n/a	71105.31223060345	56127.5995392976	n/a	n/a	n/a	n/a	-0.0474701841	-0.0224557248	-0.1207702654	-0.081727039	0.0408213448	-0.017519832	0.0472253702	-0.0458231681	-0.0530814677	0.0142428754	-0.006852425	0.0427949938	0.0941395305	-0.1199561701	0.0707585627	-0.08817666	0.0029733465	-0.0096443818	-0.0088704344	0.1063550605	-0.0772847837	0.0517821804	-0.0303157224	0.1737058363	-0.0078144902	0.0003022488	-0.0319446722	0.0950186929	-0.0687607605	0.0532992114	-0.0173115793	0.0893349166	0.0232808604	-0.1696660032	0.0543567943	-0.1455613248	0.1158294383	-0.1162189591	-0.0402009857	0.1050703362	-0.126755701	0.0186545233	-0.1008369645	0.0306260568	-0.1039774233	0.0582752939	-0.0457062311	0.0249571191	-0.0453034858	0.0300859034	-0.203028907	0.0206269298	-0.1254277255	-0.0858462007	0.0798190095	-0.0151296692	0.0513593451	-0.1899708677	0.0378142166	-0.0513350781	0.0842349549	-0.0523799382	0.079549554	-0.0064756648	0.0671245975	-0.0017897487	0.0941579575	-0.0546849825	0.1505704501	-0.1087583157	0.0166949245	-0.0047666698	0.106695384	-0.034740739	0.0372401828	-0.1366773802	0.182257959	-0.0506135903	0.1630257125	-0.033015556	0.2086991459	-0.0420971558	0.0096638759	0.1217078847	0.1216831682	0.1216419777	-0.0673567	n/a	0.00453692503489	n/a	0.249946	n/a	n/a	0.062473002916	-0.287415	n/a	0.0826073822249999	n/a	-0.00126383	n/a	1.5972662689000002e-06	n/a	-0.00122369	n/a	n/a	1.4974172161e-06	-0.000932792	n/a	n/a	8.70100915264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9260637247	-0.3908596841	-0.01155317721	0.3855234363	-0.6615170672	0.9010620496	-0.9424444187	0.9824278704	-0.9607905596	0.4597695044	-1.227096334	0.5158817489	-1.27443371
60599.57964688475	81.3659358223158	3672309053.379128	6620.415512241214	102459.34584480246	656.177764734457	430569.2589319084	10497917550.94484	58512.19290479535	41.42998219302535	3423676718.527984	1716.4434245143975	71483.39057627934	57463.17664955673	0.961667	25.527456	0.1017649999999999	0.0571399	-0.0557770802	-0.0446628648	-0.0383141321	0.0871873237	0.0987057714	0.0641092221	-0.0743078231	0.130899502	-0.0034089366	0.0707972327	0.0005972524	-0.0396801473	0.0901563951	-0.0105981079	-0.0436437719	-0.0406242339	-0.0727630224	0.048181723	0.0338014606	-0.015274018	-0.0519206556	-0.0826399433	-0.0454488641	0.1112358147	-0.0129787391	-0.1745880175	0.0340033642	0.2404062576	0.0643276905	0.115006861	-0.0014872069	0.0736655775	0.1213530829	0.0122367213	-0.080678848	-0.0997220035	0.097049084	0.035042358	-0.0327051557	-0.0570000874	-0.0637786783	-0.0723360098	0.010306696	0.0703756409	-0.0322296151	-0.0937059073	-0.0277075928	-0.0091157923	0.0683855593	-0.0805330856	-0.0768985209	-0.052765993	-0.1650573012	0.1152699288	0.0673321185	-0.0358575162	-0.1716692569	-0.051594605	0.0350048813	-0.0373428444	0.0943528807	-0.031112008	0.0488791459	0.0083977439	0.117339128	0.000418159	-0.0427166905	0.0193832594	-0.0264298411	-0.0376778787	-0.0534754645	0.0107202831	0.0630320416	0.0338592517	-0.0940559609	-0.0987363924	0.1493339946	-0.0696322359	0.1313300259	0.0219646659	0.1069862142	0.0445873671	0.1134294204	0.1216419777	0.1214196295	0.1210493502	-0.0862422999999999	-0.0188855999999998	0.0074377343092899	0.0003566658873599	0.255535	0.005589	3.123692100000012e-05	0.065298136225	-0.237021	0.0503939999999999	0.056178954441	0.0025395552359999	-0.00100962	0.00025421	1.0193325444e-06	6.462272410000007e-08	-0.00122369	0.0	0.0	1.4974172161e-06	-0.00121651	-0.000283718	8.049590352400006e-08	1.4798965801000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5540632138	1.224340659	1.287930902	1.794674505	-0.3371202141	1.040169353	0.1791146623	0.8405649791	-0.4679140664	0.5062694768	0.2540823508	0.6884568669	-1.312977286
60204.64754395888	-394.93210292586446	3624599585.8923135	155971.3659214456	103405.56975590998	946.2239111075178	895339.6899516077	10692711856.544365	58497.99181756621	-14.201087229143011	3422015046.688043	201.6708784897288	71373.54927377567	53026.273272227845	1.581712	41.98658	0.3929798	0.243954	-0.0040258605	0.0554079892	0.1190718035	0.1530331853	-0.0707604407	0.0502604098	0.0049185348	-0.0867995026	0.0914462414	0.0507168659	0.0894422987	-0.0214621762	-0.1965501028	0.0504410091	0.029144922	-0.0003329147	-0.1028944375	0.137485454	-0.0695492983	-0.0253569382	-0.1463026181	0.0035628165	-0.0852094446	0.1064071531	0.171356013	0.0567994147	0.1832367198	-0.0990500427	0.0080454728	-0.134593806	-0.0001396728	-0.0366841044	-0.0179757062	0.0403676001	0.0599613388	-0.003736976	-0.0529299993	-0.068850849	0.0864732026	-0.1366095322	0.0284530259	-0.1148351713	0.0518721542	-0.0933122998	0.0095980496	0.0421893921	-0.0614098164	0.0113482254	-0.0555399361	0.0176177801	-0.1901821822	0.0294433171	0.1674620377	0.0609307946	-0.0583873906	-0.1743101425	-0.0195730952	0.0346906346	-0.0932743716	0.0517942306	0.0367001935	0.0460505182	0.0303022776	0.0206525874	0.020699128	-0.0582214205	-0.0713636058	0.1103725748	0.1260034246	-0.0560664929	-0.046511751	-0.0657236	0.0099447089	-0.0808832684	0.1276989846	-0.0675235708	-0.06521304	-0.1320692149	-0.0848641729	0.014892178	0.0431164413	0.1309812585	-0.0242499791	0.1215101995	0.120893123	0.1198669825	-0.108242	-0.0219997000000001	0.011716330564	0.00048398680009	0.122306	-0.133229	0.017749966441	0.0149587576359999	-0.0368899	0.2001311	0.00136086472201	0.04005245718721	-0.00118787	-0.00017825	1.4110351369e-06	3.177306250000001e-08	-0.00166379	-0.0004401	1.936880100000001e-07	2.7681971641e-06	-0.00135056	-0.0001340499999999	1.796940249999998e-08	1.8240123136e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3580894367	1.47527943	-0.2499029603	-0.1635444664	-0.858402399	0.3082117602	-1.230596429	0.5215857755	-0.4860658284	0.2164578733	0.008786865678	0.389199904	1.396204037
60117.21690371621	-87.43064024267369	3614079768.2484617	7644.116853243832	101757.2797320272	-1648.290023882786	2716860.0028315154	10354543978.462032	58359.95139446228	-138.04042310392833	3405883926.764	19055.158410711552	71167.8925996194	54530.3623453776	1.396549	37.071415	0.1061815	0.0721076999999999	-0.0134174455	0.0650685218	0.0127467013	-0.0682202929	-0.0521993464	0.0631520327	0.0473944171	-0.036135561	0.0350488561	-0.0446102308	0.061023167	0.0506600871	-0.0638844936	0.0408118069	-0.1109916429	0.0623809675	-0.0612054306	-0.0070714749	-0.02715463	-0.1229130465	0.0683114859	-0.14663797	0.0398111722	0.0187778324	0.0660024913	-0.0025578659	0.039889083	-0.0502883721	0.0458039419	0.0118533521	-0.0362030629	0.2112655114	0.0412233509	-0.0277536763	-0.0302984349	-0.002327419	-0.0232032246	-0.0084789849	0.0369118061	0.0382661887	0.0164695103	-0.0271100581	-0.0244221837	-0.0107028158	0.0633884851	-0.0072810122	0.0994450185	-0.02385827	-0.0299406388	0.0090194692	0.0223317331	0.0489036147	0.1176926769	-0.1027487275	0.0267394644	-0.0756757371	-0.0222629803	0.0039012294	-0.0823384724	0.0409807724	0.06433342	0.0264394539	0.03390894	-0.011996357	-0.0494366173	-0.0372254931	-0.0051542254	0.048661167	-0.0434394766	-0.0527442934	-0.0170110031	-0.0570300564	-0.0211517508	-0.0471946865	0.0191835386	-0.0746382164	-0.0205196151	-0.1138455801	0.0679374932	-0.0196298851	0.0498582059	0.0542306119	0.0592790861	0.1213126213	0.1201047889	0.1181006348	-0.126817	-0.018575	0.016082551489	0.000345030625	0.188991	0.066685	0.0044468892249999	0.0357175980809999	-0.0573144	-0.0204244999999999	0.00328494044736	0.0004171602002499	-0.00119781	-9.940000000000166e-06	1.4347487961000005e-06	9.880360000000328e-11	-0.00166379	0.0	0.0	2.7681971641e-06	-0.00135056	0.0	0.0	1.8240123136e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1336176893	0.1648853628	-0.231975936	-0.2074186711	0.06523702667	-1.058121199	-0.6267772552	-0.4637390726	0.2055027424	-0.218419876	-1.2004756	-0.3871302957	0.1357958939
60232.80614317642	115.5892394602124	3627990935.881471	13360.872278990326	102234.57865123056	477.29891920337104	227814.2582727061	10451909071.994648	58517.67327949438	157.72188503210054	3424318086.045651	24876.193018079142	71102.07717064838	48453.6344805431	1.964228	52.140461	0.1706999999999999	0.101649	0.0223117473	0.0620098941	0.0086512925	-0.0506187266	0.0361802262	-0.0051315107	-0.0008576736	0.007598574	0.080011286	0.046674121	0.0221954326	0.0011265116	-0.0247298764	0.003995319	-0.0100590072	-0.1504425396	-0.0874360507	-0.0557896469	-0.0126260365	-0.0146931241	0.070183523	0.1156277373	-0.074147924	-0.0773734041	-0.0174013197	0.0483885269	-0.0231397164	-0.1027533665	0.1236189226	0.1226176134	0.0161705371	-0.0617198537	0.054654406	0.0496104109	0.071306039	-0.029291373	-0.0158806249	-0.0613977356	0.0669384703	0.0330659471	-0.0829553251	-0.0150703186	0.0172188134	-0.0143032906	0.0436427177	0.0143453673	-0.099203814	0.056084225	0.0432876551	-0.057468036	-0.0214544111	0.0384934845	0.1175676298	0.1250017343	-0.0195076587	0.0342082673	0.0164108006	-0.0313409644	0.1414475676	0.052990131	0.0350186153	0.0473270324	-0.0095479802	0.0785923513	-0.0619902823	-0.0840192309	-0.0043960044	0.0390383083	0.1141173266	-0.0752320681	-0.0325683322	-0.0362533352	0.1020966451	0.0635111872	0.0003991312	-0.0653538118	-0.0952695668	-0.0223064085	-0.0320202463	0.0287600946	0.0895564997	0.1145239903	0.0634318243	0.1210493502	0.1190563346	0.1157589128	-0.12687	-5.299999999999749e-05	0.0160959969	2.808999999999734e-09	0.0925946	-0.0963964	0.0092922659329599	0.0085737599491599	-0.0344302	0.0228842	0.00118543867204	0.00052368660964	-0.000658092	0.000539718	4.33085080464e-07	2.912955195240001e-07	-0.0020889	-0.0004251099999999	1.8071851209999986e-07	4.363503209999999e-06	-0.00141306	-6.250000000000006e-05	3.906250000000007e-09	1.9967385636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4536376635	0.07030092851	-0.237893324	-0.2349960365	-0.02098896485	0.04421640798	-1.029450515	-0.4339575886	-0.89941545	0.1115733517	1.146875492	-0.6806276936	-0.711838141
60378.03577606646	145.2296328900411	3645507204.1759615	21091.64626937611	102216.72136091322	-17.857290317348088	318.88281747805377	10448258125.774572	58475.80937123796	-41.863908256418654	3419420281.6213617	1752.586814501838	71231.84100158198	55678.17517893599	1.992924	52.902203	0.1348251	0.0794623	-0.0241999259	0.0450224029	0.0028182151	-0.0550973898	0.0677905475	-0.0521317346	-0.0317608789	-0.0450188463	0.0538007007	0.0690632809	0.063597932	-0.0175543078	-0.0589399539	0.0441633402	0.0150486646	-0.1041561319	-0.1888760104	-0.1043656595	0.083064091	0.0410353968	-0.0957927283	0.1622818803	-0.0345344175	-0.026065555	-0.0918781556	-0.0724658842	-0.0883373881	0.0007616468	-0.0112055624	-0.0887694339	-0.0233992572	-0.0565000897	0.0237144882	0.0228510924	-0.0080522823	-0.1765315998	-0.0461668715	0.0340187915	0.0394734506	0.0428488323	-0.0582794084	-0.0276103419	0.0660902209	-0.0146937004	0.0362346265	0.0272980362	-0.0430630781	0.0176600332	0.0288323729	0.0893163095	-0.1218163241	0.0542761386	0.0984667248	-0.1206586966	-0.0651045808	-0.0062275156	-0.1471633041	0.0405457302	0.1494237054	0.0395001983	0.0698368695	0.0391153851	0.0095264099	0.0323217855	0.0003790047	-0.0247010118	-0.0040200985	0.0190234005	0.0070077367	0.0265024164	-0.029603768	-0.0094985505	-0.111694999	-0.0946163379	0.0245657015	-0.0613826419	-0.0242059103	-0.0627475811	0.0477008465	-0.0032515962	-0.0036721727	0.0653338304	-0.0145556832	0.1207205288	0.1177500307	0.1128532249	-0.126819	5.100000000002325e-05	0.0160830587609999	2.6010000000023715e-09	0.156358	0.0637634	0.00406577117956	0.0244478241639999	-0.0809205	-0.0464903	0.00654812732025	0.00216134799409	-0.00079597	-0.000137878	6.335682409e-07	1.9010342884000005e-08	-0.00186165	0.0002272499999999	5.1642562499999916e-08	3.4657407225000004e-06	-0.00128778	0.0001252799999999	1.569507839999999e-08	1.6583773284000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1266154139	0.3931087529	-0.4566375396	-0.2876879542	0.3964221312	0.7617330274	-0.3729232738	-0.8665452966	-0.6277717023	0.393253756	-0.4164063832	-0.3901061325	-0.5078550849
60205.88998158066	-172.1457944858048	3624749188.474194	29634.17455914894	102492.9576333792	276.2362724659906	76306.47822590501	10504806364.437664	58404.33642029495	-71.4729509430108	3411066512.694992	5108.382716502028	71186.77914354824	48748.63561446578	1.991802	52.872406	0.14033615	0.0737672999999999	0.0150674604	0.0548700654	0.0208937357	-0.0381946238	0.0813420117	-0.0263774568	-0.0177821619	-0.004468122	0.0741715969	-0.0118739464	0.0168053231	-0.0539901847	0.0333947807	0.0366070045	0.128671007	-0.1245817579	-0.1002188553	0.0130923161	0.0702332867	-0.0526080454	0.134479983	0.031534697	0.1277152406	-0.0788916836	-0.0164567177	-0.0761506074	-0.0651302109	0.0424566425	0.0284319202	-0.2326547689	0.1054840983	-0.010733654	-0.0105729246	0.0012444512	0.0853280607	0.0420790489	-0.0387490384	0.0561250536	0.0410860838	0.0764151837	-0.0417608252	0.0001906379	0.0435868466	-0.0368890091	0.0235579615	0.0558714363	-0.134740208	-0.01035867	0.0191140853	-0.1135343659	-0.0235926494	0.0987704326	-0.0841462218	0.0597174463	0.0081529953	-0.0759418591	-0.0640065949	-0.0200458837	0.1143124052	0.0471809783	0.0780381957	0.0512101023	-0.0218262953	0.0596094057	-0.0437260518	-0.0243068908	-0.0033572535	0.0073220232	0.1468790586	-0.0160093538	-0.0345710725	0.0154927534	0.0527891684	0.0370743483	0.0053792445	0.0188694726	-0.0852439029	0.1081021024	0.0250766449	0.0110372009	0.0302639694	-0.0455191832	0.1474929532	0.120326335	0.1161887065	0.1093977275	-0.144212	-0.017393	0.020797100944	0.000302516449	0.101913	-0.0544449999999999	0.0029642580249999	0.010386259569	-0.0345337	0.0463868	0.00119257643569	0.00215173521424	-0.000643773	0.0001521969999999	4.144436755290001e-07	2.316392680899999e-08	-0.0020889	-0.0002272499999999	5.1642562499999916e-08	4.363503209999999e-06	-0.00135056	-6.277999999999991e-05	3.941328399999988e-09	1.8240123136e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3610380189	0.7080159367	0.4486526974	0.07141844143	-0.3532531491	0.5127987527	-1.45159026	-0.5070085147	-0.7448095606	-0.406022057	-0.03965263903	-0.9108956197	-0.969404944
60075.10111788663	-130.78886369402608	3609017774.324304	17105.72686637453	103006.05252185882	513.0948884796089	263266.3645839023	10610246856.135937	58442.15295194623	37.816531651275	3415485241.658677	1430.0900661318838	71187.15232082263	40198.45885690446	2.505835	66.517441	0.2414200499999999	0.129561	0.0801955131	0.1224221067	0.0647286436	0.0314123486	0.0701464892	-0.0592529685	-0.0393324553	0.0948266995	0.0713985299	8.50938e-05	0.0463300977	0.1130829561	-0.0792712322	-0.1563473984	0.0001486009	-0.0049964485	-0.095379076	-0.0773006868	-0.1006840576	0.0431917718	0.0591927204	-0.0401477495	-0.082001321	-0.0994517286	-0.1485330505	-0.0973611347	-0.1117863882	-0.0093146726	0.0517276396	0.0867741899	-0.0343585872	0.04357748	-0.0964013415	-0.0737212451	-0.0520695173	-0.0350548115	-0.0528483033	0.004544344	0.0730605118	0.0281488698	-0.0080091071	-0.1003636085	0.0747371408	-0.1559036811	-0.141049715	-0.0152445291	-0.1034780417	-0.0333731437	0.1493899404	-0.0160912914	0.0283209795	-0.0259952485	0.1251804862	0.0217959976	-0.1259240159	0.0871782916	0.0189462141	-0.0641162118	0.0022873163	0.0778530944	0.0437060261	0.1416198266	0.0892395411	-0.0827925072	-0.0482161916	-0.0252161069	0.0399207304	-0.0687099722	0.1367748766	0.0480539826	0.053305824	-0.1032494162	-0.0576213394	-0.0322831064	0.0551313127	0.014998236	0.0553840273	0.0479632616	-0.0362824928	0.0591530021	-0.0438254926	0.0683778204	-0.1410921387	0.1198669825	0.1143757435	0.1054092553	-0.144252	-3.999999999998449e-05	0.020808639504	1.5999999999987595e-09	0.140096	0.0381829999999999	0.0014579414889999	0.019626889216	0.0442975	0.0788311999999999	0.00196226850625	0.0062143580934399	-0.00239843	-0.001754657	5.7524664649e-06	3.078821187649e-06	-0.00151746	0.0005714399999999	3.2654367359999986e-07	2.3026848516e-06	-0.00151178	-0.0001612199999999	2.599188839999997e-08	2.2854787683999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6484555764	0.09782450659	-1.939181265	0.157363091	-0.1534601067	0.4242180239	-1.039047326	0.2210094176	-0.890406942	-0.3721117444	0.6221203053	0.5914776661	-0.1123572993
59902.466363506544	-172.63475438008754	3588305476.431033	29802.75841987316	102847.6116519592	-158.44086989961215	25103.509254545825	10577631222.512217	58390.21466191814	-51.93829002809071	3409417168.26488	2697.5859710420664	71134.41957079971	23120.76031745314	2.964556	78.694176	0.1691192	0.0940732	0.1948216772	-0.0918639094	0.1303953716	-0.0269257173	0.0607415512	-0.04709137	0.1794580229	0.0192204145	0.0833357528	-0.0562316235	-0.0181037042	0.2044688885	-0.0640686192	0.0683182753	0.0823876995	-0.0513897479	0.022769867	-0.1061926688	-0.0196136418	-0.1471596921	0.1107631548	-0.0500928455	-0.0248176972	-0.0560510812	-0.0663548649	0.1226636568	-0.0609315151	-0.0295051832	-0.0266596668	-0.1106845233	0.0813151147	0.1250763509	-0.0239244203	-0.0268581816	0.0898492469	-0.0766949675	-0.0958589434	-0.0012956834	0.1261545921	0.0071775581	-0.0304681321	0.1164895105	0.0172209726	-0.1456673166	-0.0111939669	-0.0121243151	0.2640483812	-0.1173682762	0.0121237373	-0.0258403392	0.0244429962	0.056876565	0.0171185384	-0.0153664797	0.0276575829	0.0250882872	-0.0705882191	0.0281096813	0.1152396598	0.0999331029	0.0003425342	0.183452842	0.0106340355	-0.0868515866	-0.0574371195	-0.0542970749	0.0209153844	0.0078159829	-0.1072037754	-0.0600159544	-0.028783457	0.1072871589	0.0366319103	0.0376884259	0.0261600216	0.1465623225	-0.054776151	-0.1060571946	0.0399570332	-0.0885063836	0.0187279237	0.0296023876	-0.0985258566	0.1193427198	0.112315068	0.1009072399	-0.134368	0.009884	0.0180547594239999	9.769345600000008e-05	0.0929023	-0.0471937	0.00222724531969	0.0086308373452899	0.125082	0.0807845	0.015645506724	0.00652613544025	-0.00210535	0.0002930799999999	4.432498622500001e-06	8.58958863999999e-08	-0.00127767	0.0002397899999999	5.749924409999997e-08	1.6324406289e-06	-0.00141951	9.226999999999998e-05	8.513752899999997e-09	2.0150086401e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.062884698	0.2895973148	-0.5459022406	-1.658483333	1.342394497	-0.7627068118	-0.4051702713	0.2688548529	-1.142291386	0.259983796	0.7806419455	-1.706934165	1.575110571
60398.79465491562	496.32829140907415	3648014395.766664	246341.77285305085	102840.66654691548	-6.945105043720105	48.23448406830644	10576202695.813862	58650.02463508226	259.80997316412686	3439825389.6957564	67501.22215554432	71205.06054257612	34987.687172344195	2.413537	64.06739	0.1974479	0.115213	0.104212712	0.0487047463	0.020769575	-0.0795944617	0.1444454721	-0.1576725408	0.0784751538	-0.0781103804	0.0888515821	0.1163965266	-0.0428264442	0.102364426	0.0167324235	0.0883084484	-0.0148816138	-0.0202489341	0.0962907651	-0.0974512111	0.0515027175	-0.0969324732	0.0548254858	0.0163222222	-0.0330716182	-0.0083039218	0.088240721	0.0061675695	0.0698275821	-0.0573162185	0.1174232024	0.0605631783	-0.1058648138	-0.0362629102	0.0138843795	0.0265618347	0.0103234091	-0.0244327979	-0.035273074	0.0032718222	0.0805547832	0.0721453977	-0.1580381116	0.0745961305	0.1111812507	-0.0199571837	-0.0273138226	-0.0001520572	0.0214327661	0.0027786812	-0.0473928836	0.0229276573	0.0992815417	0.1271656234	0.0902333723	0.0792657145	-0.0288386297	0.0266750418	0.0473916077	0.0832829461	-0.0075232471	0.0836348191	0.0532960285	0.1436610007	-0.0032288484	-0.0404819537	0.0135763196	-0.037239733	0.0857326201	-0.1185557374	0.0263570293	-0.0075488112	-0.0087649277	0.0668762135	0.0065550244	-0.05982334	0.0534835572	0.1305980538	-0.0342772197	0.0083814196	-0.0252993149	0.0359669774	0.0106604436	-0.0748132591	-0.0568671964	0.118753831	0.1100111431	0.0959136145	-0.178438	-0.04407	0.031840119844	0.0019421649	0.0953388	0.0024365	5.93653225000004e-06	0.00908948678544	0.0358366	-0.0892454	0.00128426189956	0.00796474142116	-0.00110957	0.00099578	1.2311455849000002e-06	9.915778084000002e-07	-0.00127767	0.0	0.0	1.6324406289e-06	-0.00118137	0.0002381399999999	5.671065959999998e-08	1.3956350768999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7948305482	0.09564242598	-0.7122569282	-0.4472064109	0.5704154498	1.000214437	-0.3910832047	0.2587922242	-1.014150857	0.6403386483	0.8840556665	0.4315497453	0.7166950462
