global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_08	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18
56460.50772172067	n/a	3187788932.1944795	n/a	94317.44625250668	n/a	8895780667.594486	n/a	55981.01931628869	n/a	n/a	3133874523.690688	63672.032789501085	33202.1680987167	n/a	n/a	n/a	n/a	-0.2473901049	0.0757116918	-0.1653866463	-0.0121728173	0.0865865057	-0.3486209916	0.0310280417	-0.0505526493	0.2062579657	0.1355319844	-0.1672329056	0.1864064426	-0.2596850746	0.0594410797	-0.0076565407	0.4126118612	-0.149583448	0.0488001994	-0.0710748279	0.1140292245	-0.146636994	0.0783723616	0.037140009	-0.0730695993	-0.127812461	0.3234094186	0.0323437704	0.0474050422	-0.0879180046	-0.193504356	-0.1222962463	-0.0963106899	0.0123931446	-0.3607176551	0.2730275473	-0.0144500026	0.2492398637	-0.1008040226	0.0690867672	-0.0726953287	0.0175047573	-0.1309564802	0.0947797052	-0.0412238299	-0.0331159692	0.0204715488	0.0289301538	0.0557044164	-0.1144023436	-0.1909636439	-0.2326004417	0.1002311134	-0.0851563529	0.1163193552	-0.2031713464	0.2239724179	-0.1092791289	0.1231841497	-0.1200542952	0.0321622574	-0.1063083838	0.0893628624	-0.163555332	0.0947186857	-0.0708504735	-0.1019152095	0.1716814457	-0.0260936835	-0.2425189697	0.1607016061	0.0174155998	0.1274733315	-0.0392110378	0.0306078	n/a	n/a	0.00093683742084	-0.0450964	n/a	n/a	0.00203368529296	0.0514458	n/a	n/a	0.00264667033764	-0.00104006	n/a	n/a	1.0817248036e-06	-0.000321655	n/a	n/a	1.0346193902500001e-07	0.00181079	n/a	3.2789604241e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.83088379	-1.293565817	0.4262707478	-1.689855841	-1.875446199	-2.554667182	0.2482070328	-1.848644996
56833.5581546259	373.05043290522735	3230053332.515244	139166.62549077754	94501.07628154244	183.63002903576125	8930453418.369904	33719.98756367452	56148.50719448624	167.48787819754943	28052.18934311716	3152654860.1692734	63651.54523298437	38690.93764621253	2.243622	46.246731	0.085570295	0.0356287	-0.1653296801	0.1910154244	-0.2625856447	-0.0962133374	0.1765151566	-0.0998056782	0.0029085996	-0.2068706804	-0.1495654849	0.1610781319	0.0233197783	-0.0288368798	-0.3177301728	-0.0918591461	0.0261036362	-0.0424022587	0.0299016979	-0.1296055119	-0.0364770006	-0.1061246173	-0.0273404765	0.1484270344	0.101934511	-0.057084783	0.1317753068	0.063226603	-0.0219296188	-0.1707479115	-0.0871663175	0.2319825084	-0.2213486031	-0.0338605609	0.1145873346	-0.0033967462	0.1927856885	-0.2217395634	0.0168567522	-0.1429117993	0.0821281959	0.0167677974	0.0548786817	-0.1143362677	-0.0619934434	0.0200000882	-0.159539872	0.2580222503	-0.1030881965	-0.0108267203	0.210010195	-0.1803007055	-0.2432041756	0.1476557991	0.1366248092	0.0715090402	-0.2590450216	0.2041492797	-0.1690194325	0.0426125134	-0.0451175444	0.0574796993	-0.1759889817	0.148526492	-0.0689461617	-0.1663126648	-0.1735107233	0.0980113457	-0.0075606861	0.0692110502	-0.1303274172	-0.116412828	-0.0110940299	0.0329116951	0.0813247202	0.00978055	-0.02082725	0.0004337743425624	9.56591583025e-05	-0.0586643	-0.0135679	0.00018408791041	0.00344150009449	0.0375693	-0.0138765	0.00019255725225	0.00141145230249	-0.00124832	-0.00020826	4.3372227600000026e-08	1.5583028224e-06	2.68479e-05	0.0003485029	1.2145427130841002e-07	7.208097344100001e-10	0.002	0.0001892099999999	4e-06	3.5800424099999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.612446468	-2.43461227	0.7744947335	0.0638907423	-2.696510304	-2.734920305	0.6935184306	0.02921966956
57044.69338606703	211.13523144113424	3254097043.5104	44578.08595570132	94474.9650735294	-26.1112080130406	8925519025.6446	681.7951839002754	56124.270925139725	-24.236269346518384	587.3967518369866	3149933786.878484	63624.320300019965	40191.37235872465	1.527761	31.491022	0.0259847999999999	0.0182926	-0.1550447528	-0.0386045236	-0.2554640002	-0.2345214988	-0.0200811748	0.0510591799	0.1158648998	-0.2882102604	0.0045577954	0.1395461725	-0.2406444873	0.204595333	-0.071270719	-0.2386842948	0.0380894623	-0.0115635393	0.0884394196	0.1560720521	0.088009812	-0.0138317683	0.1687783396	-0.0298380938	0.1843320126	0.1058583305	0.24861148	0.1351937142	0.0246157779	-0.1773430845	0.0515103373	0.0041837149	-0.2177274608	-0.227507522	0.021811848	0.1362336128	0.0879722945	-0.1483704617	0.2148719248	-0.1769961107	-0.0905241398	0.0546523076	-0.0922888881	0.2099262128	-0.0319813255	-0.0159082093	0.0526604687	0.2151400745	-0.0395676432	0.057690673	-0.1449714643	-0.1743464062	-0.2183727756	-0.0688938165	0.1991836203	-0.1025387346	-0.1482788131	0.2101912623	-0.0997262444	0.0290104699	-0.1395106112	-0.0045679076	-0.0556809367	-0.0759898049	0.1423919299	-0.0862981717	0.1791968228	-0.0100102972	-0.2867242566	0.1952495296	0.2389878843	-0.1468950524	-0.0446301306	-0.114592422	-0.084635898	0.0114289	0.0016483499999999	2.7170577224999997e-06	0.00013061975521	-0.0590321	-0.0003677999999999	1.3527683999999598e-07	0.00348478883041	0.0284298	-0.0091394999999999	8.353046024999997e-05	0.00080825352804	-0.000966119	0.000282201	7.963740440100003e-08	9.33385922161e-07	1.24659e-05	-1.4382e-05	2.06841924e-10	1.5539866281e-10	0.002	0.0	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.257423999	-0.7202750341	-1.073100722	0.4859314087	-2.056794364	-2.086159777	0.01878548379	1.551899877
57019.05818883767	-25.635197229363257	3251172996.742056	657.1633369883536	94632.59742124833	157.63234771892894	8955328494.692055	24847.95704738132	56232.22782539768	107.95690025795192	11654.69231330538	3162063446.207429	63778.53324502225	35895.02565476548	2.194049	45.224903	0.042690021	0.0213353	-0.2142877512	-0.1335582325	-0.1911167008	-0.0656730027	-0.2404788779	0.0283147678	0.01799167	-0.1357700486	0.1065914921	0.2032631991	0.0935686325	0.071675732	0.1573018277	0.0448919574	0.0803275416	-0.1945441801	-0.2965327967	0.0569438221	-0.0940828216	0.1424945688	-0.1461171063	-0.0285716361	-0.0226039658	-0.1447050816	0.3478179801	0.007559133	-0.0384777989	-0.2213930014	0.162945463	-0.1067278191	-0.1864998637	-0.0008732729	-0.1634971827	0.0561763549	0.0268787802	0.0122373962	0.0064055399	0.043250417	-0.2320091422	-0.040282056	-0.2416682843	-0.135480419	-0.2496172441	0.1053164023	0.0302074407	0.1644994042	0.2253068268	-0.1366182342	0.2818120733	-0.1838348659	-0.2302214212	-0.1346203502	0.007785961	-0.117640933	-0.1254687297	0.1788819693	-0.1318737307	-0.0501014958	0.0812976037	0.1367293308	0.1463079552	0.0972717473	0.0317599474	-0.1392873817	0.2728785545	-0.0450323713	0.0859948357	-0.0279477472	0.2308427713	0.1128356836	-0.0914264895	-0.1328952707	-0.0435580046	-0.000269861	-0.011698761	0.0001368610089351	7.2824959321e-08	-0.0714889	-0.0124567999999999	0.0001551718662399	0.0051106628232099	0.0388155	0.0103857	0.00010786276449	0.00150664304025	-0.00105138	-8.5261e-05	7.269438120999999e-09	1.1053999044e-06	9.01801e-05	7.77142e-05	6.039496881639999e-09	8.13245043601e-09	0.002	0.0	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.328219022	-0.7246891785	-1.321285007	-1.181411531	-0.1094581354	0.1599129066	1.136847427	1.384465701
56976.43268207922	-42.625506758449774	3246313881.175505	1816.9338264146472	94995.2078929228	362.610471674474	9024089522.619623	131486.35416798448	56187.313406868016	-44.91441852966091	2017.304991857547	3157014187.8816104	63829.99240768342	34806.62280906119	1.498122	30.880085	0.072161373	0.0425324	-0.2356073784	-0.0447006213	-0.1429668623	0.1102879943	-0.282988944	0.0936233193	-0.0550213548	-0.0238236364	0.066892559	0.116021748	-0.1146899225	0.0068579079	0.1660808079	-0.132027934	0.1165895166	0.1337530788	0.0492922997	0.0543199095	0.1480683884	-0.1384947575	-0.1555301208	0.0033485974	-0.0018288477	0.0525675233	0.1023747517	-0.1622185588	0.1057344845	-0.0322014198	0.0640267058	0.0642410054	-0.144851375	-0.0173016231	-0.160209906	-0.0609357346	-0.1585669323	0.0209233784	0.0822004422	-0.1434652376	0.0709595974	0.216890735	0.0764445468	0.0612826385	-0.0072502785	0.0206894576	-0.0042428658	0.2048507723	0.0899564247	-0.1322872628	0.1311417327	-0.1808589692	-0.2052328414	-0.025731491	-0.1712994708	-0.0589499845	-0.0901507401	0.0187408964	0.1230405251	-0.1401364581	0.1193742664	-0.142988698	0.00070274	-0.142487718	-0.1830604194	0.2542835614	0.0855316365	-0.0572621342	-0.0850036001	0.0393640277	-0.1530359824	0.3744850524	0.1270723584	-0.0923973361	0.0338318956	-0.000248088	2.1773e-05	4.740635289999999e-10	6.1547655744e-08	-0.038636	0.0328529	0.0010793130384099	0.0014927404959999	0.0426929	0.0038773999999999	1.503423075999997e-05	0.00182268371041	-0.000614944	0.000436436	1.9047638209600001e-07	3.78156123136e-07	9.01801e-05	0.0	0.0	8.13245043601e-09	0.00172825	-0.00027175	2.9868480625e-06	7.384806250000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.273693	1.576312228	0.1054340202	-0.6942850207	0.3253910607	-0.2336630994	0.5262430427	-0.178356885
56931.13169929021	-45.30098278901278	3241153756.5619264	2052.179041650432	95342.60316573364	347.3952728108416	9090211978.418562	120683.47557131904	56221.65875228396	34.34534541594621	1179.6027517406576	3160874912.858268	63881.01157968679	34689.02201492131	1.025365	21.135363	0.0469329259999999	0.0287945	-0.2216675011	0.1773135843	-0.1185960986	0.2625602754	-0.1675907351	0.0854411577	-0.1490875677	-0.0275261897	0.0556927996	0.1615448035	0.0196903967	-0.0105907326	-0.1585203045	-0.1200631235	0.1159437062	0.0100449683	0.0558861671	-0.1228408989	0.0621191733	-0.2114691255	0.0631964334	0.1254192194	-0.0634492236	0.1962460753	0.135303491	-0.1817545965	0.002947423	0.0512423809	-0.2373420878	0.0892048995	-0.1680983439	0.1008643349	-0.0276838953	-0.0520981719	-0.1064419663	-0.1802129754	-0.0915775473	-0.1724075934	0.0208170538	0.0538978072	0.195426146	0.0552305808	-0.037647969	-0.1684113702	-0.0565783704	-0.0124246039	0.1962714793	-0.1548231415	-0.0657330105	-0.1778229411	-0.1634313958	0.1451413728	-0.0314111814	-0.0397930156	-0.0754655547	-0.1367993022	0.0135196004	-0.103592709	-0.0194830495	-0.0830572243	0.2027581888	-0.2319043416	0.0282462522	0.1026536804	0.0376431734	-0.0222017256	-0.0148571709	-0.1059637589	-0.2282053958	0.0264305135	0.0660766382	-0.0733064315	-0.0577365347	-0.000213117	3.497099999999999e-05	1.222970840999999e-09	4.5418855689e-08	-0.028647	0.0099889999999999	9.978012099999996e-05	0.000820650609	0.0413932	-0.0012997	1.6892200900000022e-06	0.0017133970062399	-0.000614944	0.0	0.0	3.78156123136e-07	-0.000392905	-0.0004830851	2.3337121384201e-07	1.5437433902499998e-07	0.00149915	-0.0002290999999999	2.2474507225000004e-06	5.2486809999999945e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.32505272	-0.4020440197	1.442345851	0.1252373269	-0.3274420066	0.5910037245	-0.3647551843	-0.3690606794
56979.94339238579	48.81169309558027	3246713948.999489	2382.581382857118	95129.1907116895	-213.4124540441408	9049562925.460993	45544.87554114249	56178.24861954536	-43.41013273860153	1884.439624383005	3155995617.9594502	63809.24032351808	34188.29587558977	1.006653	20.749674	0.064548319	0.0350501	-0.2246530439	0.0936602837	-0.195476427	-0.0420529273	-0.0024939023	0.1248532413	-0.1559713317	-0.2341568295	0.0787465376	0.1295233302	-0.1704022937	-0.096286373	0.0941945374	0.1974711119	0.1453097302	0.1024351855	0.1004810184	-0.1510419237	-0.1304269176	0.1168427718	-0.0545167843	0.0403883112	0.1053117006	0.1540067803	-0.1433381717	-0.2240824209	-0.0159426583	-0.1088946725	0.0235092586	0.1515369255	-0.1683513148	-0.1080757049	0.1643813015	-0.0710544669	-0.115573661	-0.1423226485	0.0372774467	0.0554080175	-0.0127564438	0.1430726249	-0.1092237753	-0.1396501734	0.0766596165	0.1796324728	-0.0856829425	-0.212842064	-0.0218685042	0.0138614789	-0.0397024799	-0.165406832	-0.1546293809	0.0242975156	0.1666097747	-0.0223148422	-0.0565394268	-0.0671653374	0.2300521421	-0.1478457077	-0.0939604377	0.069223307	0.1343799711	0.1267851143	0.0535442165	-0.0468618029	-0.2375977547	-0.0669290188	0.1594015827	-0.0508870314	0.0510688375	-0.1843265162	0.1917205216	0.0233693725	0.0740072884	-0.000212048	1.0689999999999994e-06	1.1427609999999988e-12	4.4964354304e-08	-0.0505982	-0.0219512	0.00048185518144	0.00256017784324	0.0205258	-0.0208673999999999	0.0004354483827599	0.00042130846564	-0.000369712	0.0002452319999999	6.013873382399998e-08	1.3668696294400001e-07	-0.000203564	0.000189341	3.5850014280999995e-08	4.1438302096e-08	0.00149915	0.0	2.2474507225000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9156771028	-2.479974046	0.2430249344	0.537114093	-1.051325704	0.5788131045	-0.3012602595	-0.04820191946
57045.83769237217	65.89429998638661	3254227598.02447	4342.05877069591	94696.42961961064	-432.7610920788575	8967413782.701872	187282.16281728537	56093.12309893594	-85.12552060942107	7246.354259024972	3146438458.9923806	63647.06923832582	34367.031810449014	1.050601	21.655556	0.072700472	0.0318387	-0.2252476236	-0.0952057367	-0.2157432446	-0.1657890573	-0.0637656621	0.1510463014	0.0460402791	-0.1795434142	0.0225003377	0.1217183517	-0.2637378743	0.1973995295	-0.2051653653	-0.0266962647	0.0060130425	-0.2318022065	-0.0899960224	-0.177115242	0.2370533457	0.0933994762	0.0954367814	-0.0169839251	-0.0333732863	-0.0936676887	-0.2100686741	-0.2326653316	-0.1264732506	-0.0125097524	0.0289217802	-0.0879700856	-0.2074450194	-0.2366496859	0.0600215348	0.1420942233	-0.011943651	-0.2074398089	0.0682968988	-0.0497891633	-0.0946043264	-0.1228255273	0.128411432	0.0643695957	-0.1535399571	-0.1828723096	0.0038037673	-0.1966897437	-0.0694997144	0.0590143911	-0.088270929	-0.1647293682	-0.1171741362	-0.1712538358	0.1417587087	-0.1068734578	-0.0346773054	-0.1392655699	0.0049537242	0.0388712309	-0.0024977125	-0.2616277029	0.1137059607	-0.1932388943	0.2763056964	0.1127672961	-0.071338286	0.0668225187	0.0177665946	-0.1141887084	0.0663984797	-0.0617123437	-0.0492875194	-0.010437297	0.1467637826	-0.00495479	-0.0047427419999999	2.2493601678563996e-05	2.45499439441e-05	-0.0424919	0.0081063	6.571209969000007e-05	0.0018055615656099	0.035415	0.0148892	0.00022168827664	0.001254222225	3.72616e-05	0.0004069736	1.6562751109696005e-07	1.38842683456e-09	-0.000392905	-0.000189341	3.5850014280999995e-08	1.5437433902499998e-07	0.00119622	-0.00030293	1.4309422884e-06	9.176658490000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6633098278	-0.3640325082	-1.074749969	0.3579972359	0.5650998179	-1.352052233	-1.224893072	0.9197930713
57064.08624612783	18.24855375565676	3256309939.1055155	333.0097141730944	94724.80122514204	28.37160553139984	8972787967.142672	804.9480004293578	56246.16798890262	153.04488996668078	23422.73834491343	3163631413.435854	63706.01262355231	34373.33474061547	0.982154	20.244673	0.03039113	0.0191269	-0.2367478971	-0.1613575644	-0.1373467663	-0.0325555404	-0.2629818897	0.120159882	0.0601372071	-0.0240698293	-0.0954873913	0.1803618689	0.0626558703	0.1483747049	0.166206264	-0.0993493112	0.1042739546	-0.0880195955	0.0994942488	0.0020960308	-0.1972492613	0.0624319407	0.0815404943	-0.127159364	0.0614530755	0.1344309255	-0.0937564442	0.2039179799	0.13599411	-0.1099954319	-0.0605527611	-0.0952023451	-0.1917249247	-0.0823532666	-0.2487916674	0.1393071754	-0.0257514467	-0.1006980129	-0.1075895293	0.0152431438	-0.1436581829	0.0682404462	-0.1607523171	-0.1502142854	-0.091324415	0.1848755725	0.0372472274	-0.0734032911	0.0331745445	-0.0005108181	-0.2019192546	-0.1608152687	-0.1132883944	-0.2112845276	-0.0547252194	-0.0556480991	-0.0173442132	-0.1754793761	0.0063959424	-0.178272965	0.1658003654	0.1368457049	0.0683271124	-0.0818477291	0.0954815751	-0.0385472724	-0.0311505567	0.0654370282	0.2736440896	-0.2681089743	0.1602545114	-0.0985322205	-0.1219972785	0.3094644065	-0.1792531222	-0.00554502	-0.00059023	3.483714529000008e-07	3.0747246800400004e-05	-0.0386507	0.0038411999999999	1.475481743999997e-05	0.00149387661049	0.0350773	-0.0003377	1.1404129000000221e-07	0.0012304169752899	3.72616e-05	0.0	0.0	1.38842683456e-09	-0.000183395	0.00020951	4.38944401e-08	3.363372602499999e-08	0.00149915	0.00030293	2.2474507225000004e-06	9.176658490000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6650481645	-0.5990696295	-0.7883499536	-1.167223089	0.8133770759	-0.0220428738	2.291821453	2.21007647
57513.90443273452	449.818186606688	3307849203.097719	202336.4010021292	95277.13201349432	552.3307883522793	9077731884.716824	305069.2997618504	56230.689206255374	-15.47878264724568	239.592712240674	3161890408.6104846	63837.47524674806	54804.76487956851	4.606668	94.955093	0.135051669	0.0740872	-0.0111423894	-0.0989989325	-0.0839411174	0.0177202512	-0.3031318233	0.1302239718	0.0064084233	-0.0306508505	-0.0407963077	0.1655047962	0.0609584396	0.0007044376	0.2014459018	-0.1098159633	0.0639920379	-0.0179282783	-0.0382266156	0.1268304549	-0.1409343946	-0.0587321101	0.0249778001	0.0034156185	0.2358310101	0.0705577455	0.0058961812	-0.0902630257	0.2087583875	0.0157228593	0.0467347882	-0.1334355768	-0.1358122737	-0.0050110053	-0.2340662809	0.0556037894	-0.1311063391	0.0090343109	-0.1092222615	-0.0251826927	0.00784325	-9.38978e-05	-0.0784273207	-0.2350460734	0.0527568542	0.0397304329	0.0369883467	0.0569968347	-0.1258344303	0.0282408749	-0.1713699495	-0.1298579431	0.0125161815	0.0393746768	-0.1979252826	-0.3064763225	0.1699415818	0.0520901918	0.1791292243	-0.0190967866	-0.0516446812	0.0976634984	-0.0111461114	0.0245157284	-0.0051460208	-0.0634003165	0.0998904183	0.1668000547	0.0047057628	-0.069526233	0.1035187953	0.1639057968	0.0603527704	0.2030321787	0.1258598144	-0.000222931	0.005322089	2.8324631323921003e-05	4.9698230761e-08	0.0186438	0.0572945	0.0032826597302499	0.0003475912784399	-0.00614528	-0.04122258	0.0016993011018564	3.7764466278400005e-05	3.72616e-05	0.0	0.0	1.38842683456e-09	-0.000392905	-0.00020951	4.38944401e-08	1.5437433902499998e-07	0.00108441	-0.00041474	1.1759450481e-06	1.7200926760000005e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6574382132	1.041870915	0.1709554342	-1.223054885	-0.2441536424	0.4603792781	2.655481476	0.3735092149
