global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_13	aroma_motion_14
57219.76284696559	n/a	3274101260.262984	n/a	95692.80356280724	n/a	9157112653.710014	n/a	56652.47349112185	n/a	n/a	3209502752.662264	64797.96052996868	45996.292508087645	n/a	n/a	n/a	n/a	-0.1322012028	0.2839171328	0.1046758148	-0.1569895051	0.3478284847	-0.1066285297	0.0255954671	-0.0666203895	0.1651390588	-0.2088307609	0.0932624184	-0.2632436867	0.1695406349	-0.0169071731	0.0889014039	-0.070019525	0.1562569404	-0.0915835808	0.2112468067	-0.0147632497	0.1668161415	-0.0102591355	-0.0909388395	0.0723389485	0.1337243979	-0.1207366437	-0.0153158348	0.1443887727	0.1383843887	-0.2641172069	0.2210436953	-0.1781936641	0.0598223286	-0.0649722779	-0.1091009648	0.1623033309	-0.0015155154	0.0675932471	-0.0615315722	0.1431247264	-0.0399124111	0.0904710106	-0.078815643	0.0424723055	0.1628317478	-0.1452621209	-0.1750826868	0.2574485235	-0.0472885922	0.0722973074	-0.0591292119	0.0256807153	-0.1136581113	0.0267308902	-0.3446919569	0.0757824652	-0.0766814071	0.0698069363	-0.0918602963	0.1010163871	-0.0669825408	0.0038387068	0.03649066	-0.2922543733	-0.1240291087	0.0623291274	0.0736127931	0.0471498339	-0.1313506821	-0.0599119825	0.0850056	n/a	n/a	0.00722595203136	-0.0733136	n/a	n/a	0.00537488394496	0.0328722	n/a	n/a	0.0010805815328399	-0.00170331	n/a	n/a	2.9012649561e-06	-0.00160888	n/a	n/a	2.5884948544e-06	0.000838568	n/a	7.03196290624e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	-1.168165788	-3.144973666	1.510106887	0.6211461475	-0.5276465779	1.506645112	-0.8440751376	-1.1141026	-1.381706925	-0.03903923538
57078.51670983281	-141.24613713278086	3257957069.7946634	19950.471254932338	95839.7143993592	146.91083655196417	9185250856.15074	21582.79389639793	56649.92146095786	-2.5520301639844547	6.512857957886522	3209213601.5326943	64826.72338767084	43664.60717725397	1.399668	30.33246	0.1220196	0.0606142	-0.138789242	0.3483685999	0.1006103923	-0.2019179052	0.2893787351	-0.0496390478	-0.0199100302	0.0087811246	0.1859655244	-0.1934806533	0.0952062815	-0.3796166897	0.102040401	-0.1118961818	0.236638761	0.1011052303	-0.0284290438	-0.0098905761	-0.0651920556	0.1026854286	0.1387977513	-0.2133882217	0.1749193161	-0.0653408191	0.0269243624	0.0338559785	-0.0009179324	-0.0462395766	-0.0355589454	-0.283585226	0.2249816027	-0.1444153496	-0.1105129849	-0.2103230304	-0.0778976099	-0.0190876789	-0.1068004963	0.2201992705	0.1216596068	0.0271308545	0.0477545009	-0.0043448632	-0.0930429492	0.0960835344	-0.0539119233	-0.0562167715	-0.1935986091	0.3476321326	-0.0822112441	0.0935558771	0.0522602882	0.0325066419	-0.1958612889	0.065688754	-0.2291772057	0.0723272406	0.1160947648	-0.0559750901	-0.0729594321	0.0469379269	0.0374921421	0.0202735289	0.0946214998	-0.0003323035	-0.0472366248	0.0479957935	0.1273315199	-0.0855696574	0.1667054664	0.0135008263	0.104163	0.0191574	0.00036700597476	0.010849930569	-0.0610201	0.0122935	0.00015113014225	0.00372345260401	0.0545531	0.0216809	0.00047006142481	0.00297604071961	-0.00228484	-0.0005815299999999	3.381771408999998e-07	5.220493825599999e-06	-0.00238125	-0.00077237	5.965554169000001e-07	5.6703515625e-06	0.000862424	2.3855999999999942e-05	7.43775155776e-07	5.691087359999971e-10	0.0	0.0	0.0	0.0	0.0	0.0	-2.012435574	-3.452638444	0.03653651601	0.1724613627	-1.665196317	1.261843278	-1.539125394	-1.89812181	-1.361297296	0.3390072834
56949.48349739216	-129.03321244064864	3243243670.619742	16649.569912753563	95360.40819489554	-479.3062044636608	9093607451.0971	229734.43763736065	56584.71987334384	-65.20158761402126	4251.247027388891	3201830523.144793	64758.728143685934	39356.05444049327	2.122238	45.991421	0.0654518999999999	0.0291966	-0.0794240267	0.3594319684	0.0217260471	-0.2175236715	0.2858479083	-0.0158745669	-0.0207204039	0.1615090427	0.1672272853	-0.2166209992	0.3064686842	-0.0463903995	0.1097770994	-0.1301062937	0.003313317	0.0502224691	0.0905460008	-0.1181363376	0.0752393991	0.1200223877	0.1662939378	0.1627837322	0.0950600012	-0.0640555892	0.0242698645	0.0839852426	-0.0615265263	-0.1085000706	0.0554962966	-0.3010080912	0.2376048089	0.0270776747	-0.0683275484	0.0817394814	-0.1313757851	0.1018382155	-0.1287296952	0.1096672749	0.0961017676	0.1715236769	-0.2052388871	0.1265945482	0.1039726495	-0.0317072271	0.087969515	0.0157813374	-0.1881532871	0.3760165592	-0.0932533025	0.0407867575	0.036125644	0.0661693445	-0.1391822865	0.0580843029	-0.1979162761	-0.002575049	-0.0281397225	-0.0144609987	-0.1685452371	-0.1286988128	0.1177444663	-0.0321458307	0.0598030268	0.1842061946	0.1218312253	-0.1813284785	-0.1054407525	-0.0299532693	0.1056693467	0.0858478012	0.113378	0.009215	8.491622500000002e-05	0.012854570884	-0.0684051	-0.0073849999999999	5.453822499999994e-05	0.00467925770601	0.0730892999999999	0.0185361999999999	0.0003435907104399	0.0053420457744899	-0.00185803	0.0004268099999999	1.8216677609999973e-07	3.4522754809000004e-06	-0.00228802	9.323000000000014e-05	8.691832900000025e-09	5.2350355204e-06	0.0007761499999999	-8.627400000009997e-05	6.024088224998448e-07	7.443203076017251e-09	0.0	0.0	0.0	0.0	0.0	0.0	-2.348088065	-3.236460814	-0.2223724083	-0.1462168241	-1.971650425	0.790716081	-1.56677449	-1.967231292	-0.3374539097	-1.759865866
57051.13753572088	101.65403832872109	3254832294.11974	10333.543508537092	94965.77372827425	-394.6344666212972	9018498179.809782	155736.36224547573	56583.63448563749	-1.0853877063491382	1.178066473093843	3201707691.6042247	64666.06658243166	42248.36938632896	1.973775	42.774059	0.0610417999999999	0.037518	-0.1319319123	0.3621200422	-0.0127535232	-0.3174197117	0.1203253493	0.1106247263	-0.2022586866	0.1943588197	0.0142949929	-0.2048082534	0.135695156	-0.2458234928	-0.0607329459	-0.2491044291	0.0361938458	0.1039191237	-0.1156880679	0.0477698781	-0.0027806337	-0.1691358742	0.0621065951	0.0056196523	-0.0633434518	0.0018915098	-0.2020468159	-0.1591082669	-0.0336040036	0.1059315787	-0.1365425075	-0.3016712551	0.1270149514	0.1121146844	-0.2109968512	-0.1279849883	-0.0158357643	-0.0761969972	-0.0049140727	0.103605881	0.1306701822	0.0304365802	0.0639097938	-0.1292637062	0.1784808207	0.0850682177	-0.15563394	-0.0538106858	-0.1922143595	0.3270143387	-0.0356509684	0.0213265865	0.1449182761	0.0673539338	-0.064493304	4.29781e-05	0.0319696127	-0.1348311684	-0.0589012441	0.0576599441	0.0915386756	0.0179929151	0.0286750157	0.1074187226	-0.1371272069	0.2610820932	0.0159201223	-0.1454886019	-0.1645136879	0.0517747997	-0.0245563438	0.0736193248	0.131139	0.017761	0.0003154531209999	0.017197437321	-0.0672134	0.0011916999999999	1.420148889999976e-06	0.00451764113956	0.0431809	-0.0299083999999998	0.0008945123905599	0.00186459012481	-0.00167655	0.00018148	3.293499040000005e-08	2.8108199025e-06	-0.00229292	-4.8999999999999565e-06	2.4009999999999573e-11	5.2574821264e-06	0.0008333839999999	5.723399999999997e-05	6.945288914558333e-07	3.2757307559999964e-09	0.0	0.0	0.0	0.0	0.0	0.0	-2.725732646	-2.905715371	-1.117841566	0.2868653431	-3.049648388	-0.3929284992	-1.270496816	-1.813365525	-0.2416799025	-0.3113843909
57585.27042203733	534.1328863164454	3316063369.579167	285297.94024473673	95420.38037658004	454.6066483057948	9105048991.211222	206667.2046838286	56631.595715003255	47.96122936576285	2300.2795222753125	3207137633.227576	64644.61664916714	48008.641905109806	2.308895	50.036503	0.06941135	0.037568	-0.168913749	0.2122835616	-0.1384873232	-0.4109394117	-0.1346337032	0.097954602	-0.1440279297	0.0947573667	0.0311896298	-0.2433436816	0.2013751104	0.1701848891	0.2230630031	-0.2195569063	-0.2033047818	-0.0440991633	-0.1111260425	-0.0049738154	0.0347756604	-0.1373235438	-0.0463375076	-0.0460399999	-0.0282298142	0.0508720617	-0.1061003279	0.0810250256	-0.1254945653	-0.103968846	-0.2705391933	-0.2758557972	-0.0354019048	0.2941974057	-0.2765162343	0.1997718599	-0.0238703817	0.1443527342	0.0267028613	-0.0920766343	0.0053043468	-0.1251599364	-0.1744952145	-0.0747895432	0.2166039507	-0.0148494872	-0.1076509937	0.0315798478	-0.1990049836	0.2248401386	0.0513610605	-0.1099142209	0.0500863267	0.0744942686	0.0421359735	0.0148297296	0.2731829735	-0.1425355996	0.0582014151	0.1638614112	0.2667433083	-0.0665285647	0.064019166	-0.0373004075	-0.0301463398	0.1740963454	-0.0383113319	0.042910259	0.0222635377	0.0246770559	-0.1854501081	-0.0065268247	0.135139	0.004	1.600000000000003e-05	0.018262549321	-0.0391433	0.0280701	0.00078793051401	0.00153219793489	0.018864	-0.0243169	0.00059131162561	0.0003558504959999	-0.00182861	-0.00015206	2.3122243600000025e-08	3.3438145321e-06	-0.00225823	3.468999999999998e-05	1.2033960999999988e-09	5.0996027329e-06	0.000907121	7.37370000001e-05	8.22868508641e-07	5.437145169014748e-09	0.0	0.0	0.0	0.0	0.0	0.0	-2.291278131	-1.683317663	-1.329894609	0.4364064867	-2.660005003	-1.647607566	-0.2627021876	-0.3397052104	-0.2261317869	-2.393501296
57833.64711804346	248.376696006133	3344730738.9743767	61690.983118923	95672.73137399052	252.3509974104818	9153271528.55975	63681.02589406499	56705.25712016725	73.66140516399173	5426.002610733748	3215486185.064278	64602.20308584852	50375.484183231056	1.403667	30.419134	0.03874745	0.0234693	-0.161935687	0.085091485	-0.1771792859	-0.316541682	-0.1372332434	-0.0268637291	-0.0045480236	0.0574355723	0.1194191484	-0.1453108525	-0.0768307868	-0.1661839993	-0.2431716144	-0.0823375035	-0.139140219	0.031671992	-0.1242342176	-0.0505109256	0.0595206343	-0.18575963	0.0654158806	0.0960793206	0.0761759417	0.0704739962	0.0791651354	0.0693595731	0.3308083589	-0.1814376025	0.2583357349	-0.1637891751	-0.1516131048	0.1598745714	-0.0944548178	-0.2601279501	0.193061107	0.0379030132	0.1753542204	0.1121871226	0.0741659869	-0.131865703	-0.0126323875	0.2183681021	-0.0562774283	0.0708158668	0.0801408954	-0.0566819887	-0.2032908076	0.1287832236	0.1045227646	-0.1757588595	-0.0563486896	0.1318908107	0.0423951623	0.0400394911	0.22860909	0.0996938947	0.1389616974	-0.0586057898	0.1205694481	-0.0922787612	-0.1714416477	0.1208484906	0.0330713629	-0.3189447983	-0.2088046256	-0.0939229046	0.0084042185	0.0063805913	-0.0429803774	-0.052840525	0.135115	-2.3999999999996247e-05	5.759999999998199e-10	0.018256063225	-0.0181182	0.0210250999999999	0.0004420548300099	0.00032826917124	0.0128326	-0.0060313999999999	3.637778595999999e-05	0.0001646756227599	-0.00180324	2.537000000000004e-05	6.436369000000019e-10	3.2516744976e-06	-0.00218133	7.689999999999997e-05	5.9136099999999965e-09	4.7582005689e-06	0.00103819	0.000131069	1.0778384761e-06	1.717908276100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	-1.674960412	-1.197599611	-0.9784027885	1.096462462	-1.138427595	-1.950166866	0.6489167182	0.7787249807	-0.8296144274	1.187463004
57906.792561762464	73.1454437190041	3353196624.7909884	5350.255936849997	95430.56385237449	-242.1675216160365	9106992517.182123	58645.10852565352	56756.02868090248	50.771560735229286	2577.751379491076	3221246791.6274247	64552.25800291856	51408.569572782566	1.03487	22.42687	0.0270777499999999	0.0152017	-0.160801332	0.0452857134	-0.1268976619	-0.1995593025	-0.1327784739	-0.0632731515	0.1916650186	-0.1251205371	0.0586585493	-0.1663400843	-0.0967952549	-0.115158622	-0.1257546788	0.0258184547	-0.1774703787	0.0705760503	-0.3096987761	0.2232147275	-0.0591793689	0.1204673044	0.0780104571	-0.0707856791	-0.0752412467	-0.0340613939	0.1089225859	-0.0653180431	-0.1192714713	0.0835982008	0.0381181099	-0.1471457855	-0.1637991639	0.0882397832	0.0032260639	-0.1868395933	0.1255720697	0.09505688	0.0851974414	0.1939152508	0.1750460485	-0.1611697059	0.154433087	-0.0282983307	-0.0625690513	-0.1035118543	0.0744229704	0.084145228	-0.1922397749	0.1009686546	0.1199498193	-0.1580574669	-0.1132293118	0.1230584956	0.1854994813	0.0601780779	0.1895130583	0.098261547	-0.0353072433	-0.0187556359	-0.0593404695	-0.103063094	-0.0831846235	0.1340643523	-0.0773181211	-0.2062881911	-0.0636550467	0.037913468	-0.0202379243	-0.0774306747	-0.0060508849	-0.0038366319	0.135134	1.899999999999125e-05	3.6099999999966736e-10	0.018261197956	-0.0291379	-0.0110197	0.00012143378809	0.00084901721641	0.011431	-0.0014015999999999	1.964482559999998e-06	0.000130667761	-0.00181441	-1.1170000000000017e-05	1.2476890000000035e-10	3.2920836481e-06	-0.00202715	0.0001541799999999	2.377147239999996e-08	4.1093371225000005e-06	0.000910791	-0.000127399	8.29540245681e-07	1.623050520100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	-1.432682284	-0.839045088	-1.17954695	0.9416951835	-0.2052040349	-1.216533142	0.3143314657	0.9728782322	-1.017424233	0.8188050524
58111.309317436215	204.5167556737506	3376924270.586749	41827.1033513166	95786.29883635446	355.73498397997173	9175015044.7674	126547.37882723074	56727.49735284535	-28.53132805712812	814.0366807034663	3218008955.917076	64599.34378025342	55109.0846925652	1.91933	41.59417	0.102093227	0.0474967	-0.1865956687	-0.0042828333	0.0425358637	-0.1776822128	-0.123116765	-0.047361435	0.2129217791	-0.0571740332	0.1062955462	-0.2084708504	0.0081796835	0.099113494	-0.0438246863	-0.3042371613	0.0818407267	-0.0087257719	0.0349159571	0.3113068975	-0.0948511766	0.3426518686	-0.0490567285	0.1976184317	0.0060371969	0.0425692805	0.053667639	-0.0130339208	0.0662515973	0.1457130304	0.2319807556	-0.1681608098	-0.1714966278	0.1676704435	0.0845341625	-0.0726989912	-0.1934539785	0.1704635672	-0.107206411	0.1721995108	-0.0875124099	0.1790724187	0.1081686714	-0.1567964179	-0.1684008986	-0.3705704915	-0.0642401544	0.1069409342	-0.1860576318	0.0556572562	0.1469835099	0.0440356143	-0.1758463465	0.0976478456	0.0143872118	0.0654460987	0.1999509531	-0.1383237406	-0.1018070251	-0.0632456018	0.0363215092	0.1317604936	-0.2250417883	-0.1477243579	-0.2407376441	-0.0312047009	0.1639210255	0.1996295854	-0.184861235	-0.0196235721	0.0456982426	-0.1687807749	0.11405	-0.021084	0.000444535056	0.0130074025	0.000754977	0.029892877	0.0008935840953371	5.69990270529e-07	-0.0106994	-0.0221304	0.00048975460416	0.0001144771603599	-0.00152799	0.00028642	8.203641640000008e-08	2.3347534401e-06	-0.00193533	9.182000000000004e-05	8.430912400000011e-09	3.7455022089e-06	0.00111227	0.000201479	1.2371445529e-06	4.0593787441000035e-08	0.0	0.0	0.0	0.0	0.0	0.0	-1.167090813	-0.516458389	-0.5255590629	1.514024361	-1.177817237	-0.9016825547	0.02079375776	0.9339141232	-1.513679705	-1.212337014
58434.2402087211	322.93089128488646	3414560428.770518	104284.36054605116	96151.91329990343	365.6144635489764	9245190431.232147	133673.93595620577	56768.084634285406	40.58728144005727	1647.3274146944173	3222615433.0453906	64614.86410076168	59550.66651940931	1.978334	42.872841	0.066344153	0.0307291	-0.2007924978	-0.0840569773	0.2084300393	-0.1345243844	-0.1813493714	-0.1286805789	0.1923558374	0.1629599263	0.1647199425	-0.1722921833	-0.0347493357	0.1400224987	0.0476692078	-0.0100345095	0.0736481421	-0.1572132915	0.124808073	0.1478725359	-0.19243697	0.0747833661	-0.1236920444	-0.0144229806	-0.2395438888	-0.0459181393	0.1551616245	0.1613031304	-0.0729068538	0.0099391927	0.203415161	-0.1153618906	-0.2054975212	0.0930886437	0.059944327	0.0137298786	-0.2377381486	0.1323550549	-0.0681574484	-0.2308330064	0.0865118315	-0.0442463107	0.0736369565	0.011410267	-0.1131599997	-0.0200473076	0.2178888823	-0.0201617931	-0.1815414796	0.0036748792	0.1762747501	0.1848054692	-0.0241480249	-0.0184225538	0.0766395568	-0.0060376312	0.1758658673	-0.0155565338	0.0783415719	0.0430837335	-0.0612065228	-0.09101719	-0.0446865022	-0.172653807	0.1166008248	-0.0026093957	0.1292421577	0.2954948136	0.2828865824	0.0508099211	0.329289308	0.0054026821	0.106075	-0.0079749999999999	6.360062499999993e-05	0.011251905625	0.00288933	0.002134353	4.555462728608999e-06	8.348227848899999e-06	-0.0301213	-0.0194219	0.0003772101996099	0.00090729271369	-0.00191642	-0.00038843	1.5087786490000013e-07	3.6726656164e-06	-0.0018336	0.00010173	1.0348992900000036e-08	3.36208896e-06	0.000866172	-0.000246098	7.50253933584e-07	6.056422560400004e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.661274381	-0.1073543418	-1.171486692	1.49034549	-1.032779559	0.6367460564	1.221870643	1.165407695	-1.210164396	-1.938014122
58574.93091561507	140.69070689396904	3431022531.7690783	19793.875006324703	96475.19044888957	323.2771489861334	9307462372.149511	104508.11505660268	56893.56449554735	125.47986126194156	15745.1955823161	3236877681.009005	64624.30481563212	60068.01565600612	1.290683	27.970633	0.07337243	0.0365274	-0.1820744949	-0.1596038974	0.0358315949	-0.0452223636	-0.2447166519	-0.2556120519	-0.1523694715	0.129206299	0.1065431423	-0.1347395982	-0.2931431151	0.1138831703	-0.0223313026	-0.1690750767	-0.0500269497	0.1748997526	0.0919599558	0.119765082	-0.08193565	-0.1460525807	-0.0886571707	0.1352226719	0.0613278144	-0.1100619654	-0.0508886756	-0.0839656913	0.039585109	-0.1596879126	0.0007472465	-0.0119304195	-0.3255294427	-0.1015316271	-0.2180172473	-0.0218817365	-0.0524693421	0.002683439	0.1177614002	-0.0291972212	0.1027073589	0.1789722283	0.0229242679	-0.170202646	0.0034942604	0.097105185	0.0357309046	-0.0445010695	-0.169197425	-0.0702364279	0.1838984185	0.0624811724	0.1232551774	0.0309090594	0.1340888575	-0.0521072415	0.1022920218	0.1338654717	-0.2618283555	-0.0129234415	0.0245038895	0.02372264	0.1457441165	-0.1221422843	0.224713203	0.0129170254	0.0129273034	-0.2158850837	0.1318672175	-0.1104119469	-0.0708631206	-0.0577747121	0.0833056999999999	-0.0227693000000001	0.00051844102249	0.0069398396524899	-0.00716295	-0.01005228	0.0001010483331984	5.130785270250001e-05	-0.0255065	0.0046147999999999	2.129637903999999e-05	0.00065058154225	-0.00146003	0.00045639	2.082918321000001e-07	2.1316876009e-06	-0.00177402	5.957999999999983e-05	3.5497763999999804e-09	3.1471469604000003e-06	0.000663421	-0.000202751	4.40127423241e-07	4.1107968001000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.3385676444	-0.1060794094	-1.31333523	1.851775999	0.2796851807	0.5905136383	2.02731597	1.701522488	1.390394401	-0.2075599467
