global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_17
64954.44177532779	n/a	n/a	4219079506.344448	98779.82351778184	n/a	9757453534.204126	n/a	65428.133167005566	n/a	4280840609.7194138	n/a	73219.88147882975	68647.86652820649	n/a	n/a	n/a	n/a	-0.0692551139	0.0247470886	-0.0156313046	0.0197040907	-0.032083319	0.0394921547	-0.0528992699	0.0818996616	-0.1255918624	0.0559265748	-0.040135672	0.1038120323	-0.18459563	0.0640154924	-0.2664831426	0.0443023271	-0.086316419	0.0936083679	-0.0942492273	-0.0664557225	0.0987543574	-0.1431277493	0.0480942955	-0.0418389022	0.1570527591	-0.037234115	0.1042186237	-0.0671071353	0.0467824903	-0.0032355149	0.1706460518	-0.0363634933	0.2383088796	-0.0799207709	0.0325836488	-0.0073181496	0.0789151386	-0.0104281882	0.0423937376	-0.0816726218	0.0701224797	-0.1440941034	0.0269777447	-0.0505591117	0.0117326825	-0.1607450087	-0.0200589334	0.1244486346	-0.2116408117	-0.1027878374	0.0742844755	-0.0241002461	-0.0435692498	-0.068942033	0.0336799681	-0.0633662412	0.201294559	0.074211446	-0.0047267497	0.0619559266	-0.2753317978	0.0405082436	-0.0615821922	0.0513283415	0.0322449611	-0.0855181215	0.0146428313	-0.0326366175	0.1887078982	-0.0086291952	0.1175415234	-0.1699394812	0.0432145122	-0.0363025946	0.0317289407	-0.1699572934	0.0375952228	-0.1414433445	0.0254941167	-0.1772290098	-0.0091316492	0.1982662778	-0.0120800699	-0.0570791961	0.0569331708	0.0114380386	0.1516767101	-0.0010068145	0.089716202	-0.0439686979	0.1861655889	-0.0865122618	0.13359413	-0.0301464087	0.0639304111	-0.0512537886	0.0837127827	-0.0884549966	0.1211508842	-0.016070898	0.0659751615	-0.1022252003	0.1006228645	-0.2400975909	0.0951062529	-0.0123076769	0.0805212942	-0.172421431	0.060845839	-0.0743986033	0.1116418381	-0.074105026	0.1217078847	0.1216831682	0.1216419777	-0.0377599	n/a	0.0014258100480099	n/a	-0.0673707	n/a	n/a	0.00453881121849	-0.0521506	n/a	n/a	0.00271968508036	-0.00131086	n/a	1.7183539396000005e-06	n/a	0.00150885	n/a	2.2766283225e-06	n/a	0.0	n/a	n/a	0.0	0.0	-0.4996048153	0.6461336719	-1.170624497	0.3255898808	0.9884427391	-0.1384600403	1.483225783
64737.05616404123	-217.38561128656147	47256.503994432	4190886440.786228	98289.68219780482	-490.1413199770177	9660861626.545471	240238.51354881327	65268.44767364084	-159.68549336472643	4259970261.726792	25499.456791136086	72934.5182607536	67643.57653837049	1.2026	23.043686	0.24510817	0.1261	-0.0415035738	-0.0221305072	0.0723436249	-0.0492434222	0.0143243525	0.2328427901	0.0838787436	-0.1155206018	-0.1592877021	-0.0116278743	-0.0446043664	0.0066626433	0.0345006767	-0.1525991207	-0.1030168286	0.0800742461	0.0597559212	-0.1030883663	-0.0680764244	0.038401305	0.0473418877	0.0514317147	0.0853006962	-0.1777814851	-0.0628337743	0.1446706693	0.0029837789	0.0483838095	0.0658811288	-0.0945741493	-0.1320006533	-0.008277359	-0.026235705	-0.1219046246	0.1388145643	-0.3262228377	0.1181206656	0.0697083325	-0.1075114141	-0.05385633	-0.0278278165	-0.0354263854	-0.0163726143	0.1231307215	0.1091081121	-0.1005772886	-0.0122568661	-0.1293153001	-0.0754149546	0.0773699601	0.0263864151	-0.1348603912	0.0613646717	0.0043484406	0.159763424	-0.1166286719	-0.0307222206	0.0989826348	0.1288626588	-0.1509020864	-0.1395214295	-0.0700452165	-0.0879756939	0.1994893949	-0.0844333961	0.0199106249	-0.013092881	-0.071989956	-0.0298969363	-0.1050470373	0.0754692812	0.0187416544	-0.1061847683	-0.1875685949	-0.0091909125	-0.1930030684	-0.0244539016	0.1584072011	0.0691250474	-0.1275853914	-0.0764572484	0.0069813618	0.0695370646	-0.0971595913	-0.0902477469	0.041800657	-0.0009134414	-0.0918472903	0.1428623583	-0.0341174702	0.418213611	-0.0215108184	-0.0736002536	-0.1110006295	0.118176445	0.2141760822	0.3005918182	0.0432179598	-0.143690889	-0.1794220897	0.0649976668	0.0926348537	0.0669413478	-0.1875801279	0.0495066885	0.0676067447	0.002917482	-0.0248507913	-0.1231209544	-0.0451505603	-0.1583896383	0.1461941563	0.1216419777	0.1214196295	0.1210493502	-0.0645861	-0.0268261999999999	0.0041713643132099	0.0007196450064399	-0.162156	-0.0947852999999999	0.0089842530960899	0.026294568336	0.00135797	0.05350857	0.0028631670634448	1.8440825209e-06	-0.00142954	-0.0001186799999999	2.0435846116e-06	1.4084942399999982e-08	0.000957026	-0.0005518239999999	9.15898764676e-07	3.045097269759999e-07	-0.000729258	-0.000729258	5.31817230564e-07	5.31817230564e-07	0.0	-0.1381554625	1.264589205	-0.4330859751	1.104417168	0.3919729068	0.02238103409	0.9547649862
64758.46619723938	21.410033198153545	458.3895215460368	4193658944.218996	98625.37737250768	335.69517470285064	9726965061.869549	112691.2503187774	65317.72124491652	49.273571275683935	4266404708.628619	2427.884826259905	72924.01183456874	68127.26858883305	1.148025	21.997936	0.1562290699999999	0.0951459	-0.0703982074	0.0730240077	0.0901806474	0.0882824663	0.0778737434	0.0315057162	-0.0162865176	-0.0319777053	0.0832814841	0.0584821141	-0.2055410309	-0.0114689118	-0.0202419955	-0.1775762899	0.0704707988	0.1547332409	0.0470399654	0.0688916411	-0.0043488822	-0.1098001739	-0.0313788206	0.0987978388	0.222121834	-0.1215276739	0.0895123321	-0.1435921299	-0.0088464451	-0.0071363181	0.0969111081	-0.0222469122	-0.152538057	-0.0260112202	0.0869993514	0.0422816728	-0.009073896	-0.0434593233	0.1529768279	-0.1021748625	0.0886073994	0.1209880222	0.2242843685	0.1010997934	-0.1457436908	-0.0813518601	0.1327196693	0.0162901512	0.0818084427	0.0858471094	-0.0012610139	-0.0721608478	-0.054826779	0.0488213152	0.0746026315	0.030030643	-0.0402034416	0.1451001239	0.0864930011	-0.0154307787	-0.026389046	-0.1256934172	-0.1602178109	-0.0932943296	0.1289674359	-0.0087863494	0.0018323117	-0.1350058009	-0.1702529829	0.2260651715	-0.18464057	-0.0890593244	-0.0396910318	0.1184280894	0.0585116562	-0.0883153286	0.1351329492	-0.2184830868	-0.1055327475	-0.0330239402	-0.1879110161	0.0551709823	0.0526503269	-0.1020086699	-0.141631036	-0.0011115025	0.0615324772	-0.0412892809	-0.2107940393	0.0290127067	0.0978569025	-0.068588727	0.3111117436	0.0165731322	0.0082332762	0.0336204437	0.0973716779	0.0511495667	0.0077178548	0.1470683029	-0.1212245793	-0.1235811494	0.2082193293	0.1201327855	-0.0268398593	0.0791471719	-0.1021904889	-0.0497462542	0.0571561346	-0.0806907504	0.0208110474	0.0793090012	0.0118713218	-0.0287074855	0.1215101995	0.120893123	0.1198669825	-0.0462644	0.0183216999999999	0.00214039470736	0.0003356846908899	-0.077187	0.0849689999999999	0.0072197309609999	0.005957832969	-0.0110695	-0.01242747	0.0001544420106008	0.00012253383025	-0.000875005	0.000554535	7.65633750025e-07	3.07509066225e-07	0.000980378	2.335200000000003e-05	9.611410228840002e-07	5.453159040000014e-10	-0.000496927	0.000232331	5.3977693561000006e-08	2.46936443329e-07	0.0	-0.1633542922	1.443343854	-0.3234692514	0.9103429381	0.4755996634	-0.4967251864	1.825716197
64786.69238083912	28.22618359974149	796.7174406063154	4197315509.649478	98445.774695648	-179.60267685967847	9691570555.426289	32257.121535162085	65304.17170778039	-13.54953713613213	4264634842.439265	183.5899566034237	72957.23211127022	68340.1804071173	1.067234	20.449856	0.09237155	0.0423774	-0.0633985561	-0.0657284448	-0.0489460428	0.0923062276	0.0446718087	0.1622763932	0.0131364176	0.0640942428	-0.0142303613	-0.0711428368	-0.2037475784	0.1080680805	-0.1230383564	-0.1298148817	-0.0064324132	0.0939582851	-0.0360664524	0.0599642818	0.0099091324	-0.011518657	0.0016415969	0.0920817136	0.1315977427	-0.0642851766	0.0029701971	-0.0655715008	-0.1905843379	-0.1080529171	0.0717132194	0.0980197011	0.0596339028	0.1965039302	0.0222217242	-0.1118425348	0.1369231799	-0.0722030032	-0.1402686549	-0.0933021139	-0.0359144369	-0.0713177583	-0.0020397542	-0.0417344015	-0.0374910068	-0.0943551995	-0.043098118	-0.2095051019	-0.0277162365	-0.026065308	0.1480822444	0.08809419	0.0121447854	-0.0289279769	-0.0036864449	0.0350946532	-0.0445553458	-0.0867254558	0.1005286568	0.0341744256	-0.0571974083	-0.1824824743	-0.1406204764	-0.1347174126	0.0975338219	0.0208648456	-0.0064893215	0.0746803857	0.072831316	0.0257716529	-0.0393186159	-0.23406413	-0.1571560275	-0.1205185711	-0.0256126497	0.072087494	0.0275436142	0.0465236986	0.1618672514	0.0064183476	0.0027249539	-0.0637018593	0.1127756764	0.007140763	-0.042941265	0.0692868926	0.0604213114	-0.0472413503	-0.0630942257	-0.0131540759	0.0527748221	-0.0557221745	0.2079820035	0.003769397	0.0510315716	-0.1141352766	0.0732367576	-0.0941141259	-0.0568255947	0.0527347904	-0.040547229	-0.0482528679	0.1322509014	-0.0079339921	0.0332040271	0.0705910866	-0.0385515055	-0.076420318	0.0361143474	-0.1327413894	0.0426426438	0.059069552	-0.0052227444	-0.0480918069	0.1213126213	0.1201047889	0.1181006348	-0.0312057	0.0150586999999999	0.00097379571249	0.0002267644456899	-0.0519511	0.0252359	0.00063685064881	0.00269891679121	-0.0264474	-0.0153779	0.00023647980841	0.00069946496676	-0.000702684	0.000172321	4.937648038559999e-07	2.9694527041000008e-08	0.00125536	0.000274982	1.5759287296000002e-06	7.5615100324e-08	-0.000210249	0.0002866779999999	8.218427568399997e-08	4.4204642001e-08	0.0	-0.9828817685	1.481156534	-0.6237152048	0.6606745721	0.6887462403	0.9738761023	0.7432810339
64619.11430927184	-167.57807156728086	28082.410070208705	4175629934.114741	98372.23074434431	-73.54395130368357	9677095781.61852	5408.71277335858	65250.11027798587	-54.061429794521246	4257576891.289317	2922.6381914279496	73003.74945073843	64329.11658312391	2.056136	39.398762	0.0836702099999999	0.0372918	-0.0202346558	-0.0085243945	0.1804409339	0.1096056066	-0.0654202669	-0.0079586737	-0.0367059828	-0.1349136676	-0.0597072135	0.0297661103	-0.1043312002	0.0130027864	0.0224164436	-0.1009324367	-0.0347993178	-0.1359527402	0.0312874507	0.0521865785	0.1717071498	0.0573902442	0.0359259418	0.0835594038	-0.1472666115	-0.0065007516	-0.1136654596	0.0303964417	-0.0582201745	0.0502925197	0.1299210371	-0.0576095973	0.1109955773	0.1473686273	0.0710934039	0.0366337024	-0.0910780106	0.0142149005	-0.0110671886	-0.05711108	0.0889605525	0.0067259651	0.0136670863	-0.0226607833	0.0181824258	0.0116658797	0.0865192466	-0.1084989388	0.1117739784	0.0629494361	0.0278763194	0.0931201283	-0.1193825346	0.0682560208	-0.0012767712	-0.1003196881	0.1035167046	0.017010254	-0.0595350275	-0.0139203148	-0.0142363146	-0.0598682324	-0.0031687567	0.0860787588	-0.0600252419	0.0570077366	0.0724137343	0.1337184826	0.0242633384	0.0361683361	-0.011158979	0.0243058603	-0.1893865821	-0.0574550662	0.1237747213	0.0176286298	0.0561680963	-0.0066787225	-0.1044300909	0.0405354834	0.0052140024	0.0655472458	0.1392655573	0.059825095	0.0116158137	-0.119460038	0.0011424046	-0.0172035472	0.1209667525	-0.020476197	0.0302488937	0.0014736161	0.1348742155	0.0146108332	0.0219506804	-0.0323442639	-0.0851157018	-0.0783219059	-0.1000513509	0.0240152653	0.0276407448	-0.0769370562	-0.0441265511	0.0365370047	-0.0782136111	0.0951354109	-0.0413312406	0.0151914478	-0.0466899062	0.0638477478	-0.0778773115	-0.0967914672	-0.0611616408	0.0551322767	0.1210493502	0.1190563346	0.1157589128	-0.0213601	0.0098456	0.00045625387201	9.693583936e-05	-0.0375551	0.0143959999999999	0.0002072448159999	0.00141038553601	-0.0139959	0.0124514999999999	0.0001550398522499	0.00019588521681	-0.000168152	0.000534532	2.8275095104e-08	2.85724459024e-07	0.000980378	-0.000274982	9.611410228840002e-07	7.5615100324e-08	-8.02208e-05	0.0001300281999999	1.6907332795239996e-08	6.43537675264e-09	0.0	1.166859634	1.334522358	-1.668487953	0.9742964174	0.9264686553	-1.117506965	0.5389538222
64340.79801297199	-278.316296299854	77459.96078606813	4139738288.94606	98790.92078460506	418.6900402607425	9759646029.470112	175301.3498135422	65253.82767016268	3.7173921768117	4258062025.607289	13.819004596220829	72986.14414869722	54652.71484944093	2.50332	47.967487	0.04012936	0.0216015	0.1278150423	0.1370174393	0.0611846816	0.1955335031	-0.224433269	-0.1069075741	-0.0731575482	-0.0314184479	0.1619469043	0.0618130232	-0.1302244099	0.1107958726	-0.0233887891	0.0337893468	0.0379156038	-0.1261472279	0.0364980767	0.1166305279	0.1700466859	-0.0330632222	-0.0292173298	-0.0021256509	-0.0690410831	-0.0905581734	-0.1280801789	-0.1262961919	-0.0236732019	0.0220156792	-0.0510648081	-0.11722963	0.0403069227	-0.2906944869	0.0764967459	0.0251750027	-0.0322340653	0.0260700079	0.0443174321	-0.0034664723	0.048136645	-0.1815789267	-0.0874701209	-0.0564652899	0.0691858529	-0.0421214601	-0.0763962281	-0.0080233965	0.0549374209	-0.0664931909	0.1128809707	-0.0035825734	0.0115817997	-0.0165661019	-0.0812614942	-0.0535132606	-0.0874585901	0.0751899036	0.0030639432	-0.0967988173	-0.2416122337	0.0130134109	-0.0823708641	-0.0674446182	-0.1441963372	-0.0470000299	0.1545206964	-0.0183655977	-0.024547769	-0.0303383061	0.0470894711	0.0144921321	0.1457160584	-0.0160980083	0.0201145204	-0.0168807066	0.0898403574	0.0443361628	-0.0196134255	0.162224153	0.0347472812	0.0715348564	-0.0871063651	-0.0871787873	-0.0207380786	-0.0055174076	-0.0851305703	0.1114230634	0.0402529081	-0.0436189068	0.046993174	-0.0092182593	0.0985118521	-0.0061665009	-0.0295303286	0.0892295543	0.0633566545	-0.1480016729	-0.1246365117	0.0669574599	-0.0240043547	-0.0933685867	-0.1313993753	-0.0672561344	-0.0948903623	0.0911546895	0.0077307593	0.0568148993	-0.0178318014	0.0182376145	0.0064891959	-0.0034461522	0.1347981461	0.0433141692	0.1207205288	0.1177500307	0.1128532249	-0.0292234	-0.0078633	0.00085400710756	6.183148689000001e-05	-0.0375449	1.0200000000001874e-05	1.0404000000003824e-10	0.00140961951601	-0.0011823	0.0128136	0.00016418834496	1.39783329e-06	0.000173767	0.000341919	3.0194970289e-08	1.16908602561e-07	0.000980378	0.0	9.611410228840002e-07	0.0	-0.000127147	-4.6926200000000005e-05	2.2020682464400006e-09	1.6166359609000002e-08	0.0	-0.2619382049	0.7799120595	-2.076490027	0.6446168639	0.9865708362	-1.44312658	1.250878788
64297.89946789084	-42.89854508114513	1840.285170079041	4134219875.982997	98031.3112059049	-759.6095787001541	9610137976.748976	577006.7120530256	65193.43782775043	-60.38984241225262	4250184335.8007607	3646.933066576705	72827.6132514179	58016.57157887279	1.925052	36.886978	0.0782067044999999	0.0441377	0.1074417523	-0.0924426876	0.0153362126	0.2240187298	-0.161472564	0.0782895843	0.0522310862	-0.0905896813	0.0093051327	-0.1275809904	-0.1730695063	0.1300960243	-0.0858045836	0.0800956357	0.1087613995	-0.0435351883	-0.0768001188	0.010465589	0.0521912755	0.0090597	-0.0032112902	0.0216014999	-0.0397182383	-0.1415979809	0.0099853491	-0.0177536739	-0.0591350559	0.0783128847	-0.0855600302	0.0432197425	0.10547915	-0.0334037768	0.1110262685	0.0074892015	0.1493419736	-0.0752892964	-0.1080662929	-0.0221059772	-0.0928940477	-0.0200789466	0.0975549058	0.258484222	-0.0424959985	0.0866041332	-0.2330269903	0.0027254955	-0.0381292291	-0.0482439138	0.1368910117	-0.0253165515	0.0548008219	-0.0451480799	0.0013110741	-0.0152577597	0.0376352814	-0.0471667911	0.0085775722	0.0564778857	-0.1740556393	-0.0460630621	0.0177619431	-0.1532030612	0.0715227938	0.0511162615	0.1217344345	-0.0323694455	0.0641463937	-0.1135617489	0.018739511	-0.0508995047	0.0241885137	-0.0583890453	-0.0517710595	0.0501837179	0.1423959881	0.0397525854	-0.198622599	-0.1079676283	-0.0490912309	-0.0973846838	-0.1386055927	-0.079583095	-0.0092434871	0.0554580035	0.0903793319	0.1505847967	-0.1039063209	0.0992709157	0.0470600104	0.0155360238	0.1066383516	-0.0194813182	-0.0503454158	-0.0358511765	-0.0567771017	-0.2630746958	-0.1159607056	-0.0519656374	-0.0201327959	0.0508236748	-0.0962671403	-0.0747076686	-0.1170105941	0.1903357417	0.1504279251	-0.0953459752	-0.0195603642	0.1869289376	0.0304436083	-0.1462069001	0.0970977327	-3.7219e-05	0.120326335	0.1161887065	0.1093977275	-0.0382621	-0.0090387	0.00146398829641	8.169809769e-05	-0.00448375	0.03306115	0.0010930396393224	2.01040140625e-05	0.0033011	0.0044834	2.010087556e-05	1.089726121e-05	-0.000333648	-0.000507415	1.1132098790399999e-07	2.57469982225e-07	0.000980378	0.0	9.611410228840002e-07	0.0	-2.09291e-06	0.00012505409	1.5638525425728106e-08	4.380272268100001e-12	0.0	0.4939724092	0.7193129892	-1.969256461	0.4312468331	0.0009589857397	1.692130011	-0.08167518229
64126.50825163288	-171.39121625796545	29374.949010384677	4112209060.54674	98316.70171707249	285.3905111675849	9666173836.523804	81447.74386449541	65154.53054098887	-38.90728676156141	4245112850.016651	1513.7769631463716	72826.36986887915	47783.10756272536	2.365006	45.317181	0.078986284	0.0382058	0.261910453	0.1093827746	0.125908162	0.1299089849	-0.051559458	0.0007682075	0.0357896245	-0.1854599718	0.0125391584	-0.0475847892	-0.1384588623	-0.1167468232	0.0474770541	-0.0163254489	-0.0301678869	0.0712869009	0.1087974576	0.0638666321	0.1485577923	-0.1810312564	-0.0483868322	0.0221280016	-0.0777829136	-0.0771495673	-0.1550711181	0.0166090869	-0.1768297222	0.0373650225	-0.1199351952	-0.0471235639	-0.1516376537	0.0241541525	-0.0195110982	0.1733580009	0.0087489376	-0.091871569	0.0042235826	-0.0637689232	0.029059297	0.1290191488	0.0222312549	0.0336122751	-0.0886912219	-0.1401181313	-0.0596692371	0.0866201881	0.0415078826	0.0055876235	-0.0016179121	0.0045418687	0.0907292529	-0.0406620801	0.0674023396	-0.0338737121	0.0775012343	0.2019116469	-0.0681292245	0.0924703785	0.0349628528	-0.1385051319	0.0911789972	-0.095771279	0.0316703433	0.1129757051	0.1072626822	0.1303695438	-0.0283713161	0.0584856105	-0.1201106109	-0.0997379404	0.0311588832	0.0269303955	0.0137819304	0.1184337248	-0.1473959678	-0.0645373243	-0.1420381887	0.0622606467	-0.0930902764	0.0671848753	-0.0251041056	-0.0544085983	0.0524990173	0.0642292186	0.0768631691	0.0459422706	0.1433573134	0.0131495438	0.0381411054	0.0525170793	0.1000359278	-0.0126712371	-0.1483376356	0.0528360084	-0.1122129888	-0.1574615986	-0.1300244178	-0.0824446121	-0.0221470142	0.0268805763	-0.1425192051	0.0329003394	-0.1289242021	-0.0062933674	0.1125728458	-0.1617244963	-0.0563106343	0.1358509015	0.0490207802	0.1134833374	0.0831961935	-0.0693044764	0.1198669825	0.1143757435	0.1054092553	-0.0276229	0.0106392	0.00076302460441	0.00011319257664	-0.0329864	-0.0285026499999999	0.0008124010570224	0.00108810258496	0.0120593	0.0087582	7.670606724e-05	0.00014542671649	-5.53532e-06	0.0003281126799999	3.06397675024e-11	1.0765793077678238e-07	0.000686766	-0.000293612	4.71647538756e-07	8.620800654400005e-08	-2.09291e-06	0.0	0.0	4.380272268100001e-12	0.0	-1.110069214	0.6222343841	-1.66022282	0.4362083515	-0.3431091009	-1.459132288	0.03205613846
64613.61852359643	487.1102719635528	237276.4170524064	4174919698.7128434	98575.78286761888	259.0811505463935	9717184967.963943	67123.042568443	65241.722034193066	87.1914932041982	4256482293.986913	7602.35648717774	72863.89342044306	66811.5752914891	3.264944	62.561386	0.0462943845	0.0255602	-0.07100326	0.0970215845	0.0301552196	0.0991897571	0.0550093489	0.0898161013	0.1118506973	-0.0508122274	0.1465123727	0.0150750063	-0.1257876954	-0.0471220551	0.0197029126	0.0168672631	-0.0476491348	0.1350669534	0.2124360703	0.0829596249	-0.0634785169	-0.0718885032	0.1587841819	0.0629676232	0.0557443026	-0.0796654649	-0.018230803	0.0277844029	0.0039825871	0.1002270712	0.1370648711	0.1246908683	0.0102382169	0.0111168553	-0.093772819	-0.0328910942	0.0661545686	0.1111025001	0.0865332771	0.0503266907	0.1063203045	-0.125600657	-0.0467078561	0.0659583544	0.2271665022	0.0415936448	0.0635245713	-0.0188606323	0.0555417234	0.1230448458	0.0092529641	-0.0478198213	-0.0552137092	-0.0121784482	0.0242168133	0.0940711828	0.0311497301	0.1043241341	0.0606163935	-0.0126403035	-0.0162254798	-0.0437035953	-0.0537474155	-0.0943312922	-0.073652134	0.1103057673	-0.0965174042	-0.0105331106	0.0213592252	-0.0073946991	0.0998988533	0.2206606363	-0.045545851	-0.0068938999	-0.1200675766	-0.062590385	0.082167818	0.0773444876	0.1832019607	0.0922133762	-0.0545953495	0.1039544499	0.0444430132	-0.0232932569	0.0821372764	0.0138427364	-0.1238282874	-0.0248161421	0.0489596105	0.0291698387	-0.0346854814	0.0735317205	0.0962108706	-0.0050202339	0.0040915003	0.0886157604	0.0047059576	-0.1165177538	-0.0846865855	-0.0062914031	0.1809838421	0.0909820176	0.0110264266	-0.1168901667	0.005389409	-0.0123269483	0.016343934	-0.0374566187	0.0282690047	0.1017738022	-0.0378703359	0.0836520156	0.015354247	0.0089844768	0.1193427198	0.112315068	0.1009072399	-0.024813	0.0028098999999999	0.000615684969	7.895538009999984e-06	-0.0297132	0.0032732	1.0713838240000002e-05	0.0008828742542399	-0.0125139	-0.0245732	0.00060384215824	0.00015659769321	-0.000207321	-0.00020178568	4.2981997041e-08	4.07174606530624e-08	0.00057579	-0.000110976	3.315341241e-07	1.231567257600001e-08	-2.09292e-06	-9.999999999852519e-12	9.999999999705041e-23	4.3803141264e-12	1.0	-1.829206888	0.6877750529	-1.499406131	1.43161319	-0.7931933524	-0.9373237616	1.39098429
64869.59501785818	255.9764942617476	65523.96561453449	4208064357.7809305	98208.5655255464	-367.2173420724866	9644922342.58554	134848.57631878168	65295.913106003856	54.19107181079016	4263556268.346806	2936.6722640022163	72796.11177385163	67087.26972673323	1.294781	24.810003	0.1061841815	0.065597	-0.0665221463	-0.0537293269	-0.0503563916	0.0481712024	0.0454754036	0.1986256562	0.1724642408	0.0424264422	-0.1034090386	-0.0723175475	-0.020580015	0.0031764704	0.1594712667	-0.0313109931	0.1873586161	0.1683426633	0.0079182938	-0.0833376295	-0.0503268596	0.0377426163	0.0631935892	0.019034349	0.0322125077	0.0350034096	-0.0729989138	0.1554263111	0.0192946827	-0.0329856589	0.1029909265	-0.0457567337	-0.1291950707	0.1858582382	-0.002612612	0.05269431	-0.1933506003	0.0822488438	-0.0381446996	-0.0337610839	-0.0196445394	0.0381026955	0.0240626492	-0.0723245149	-0.0170307903	-0.0929945609	-0.1294344089	0.0793961349	-0.0058669779	0.1567469336	-0.0437868464	0.0228072491	-0.0096790966	-0.1196468437	0.0125201929	0.1287507451	0.0930664101	-0.1517588022	0.0207426825	0.0858794389	-0.027804431	0.0788536165	0.1060310149	-0.0449144393	-0.0380410628	0.0868656216	-0.0922088276	0.0871054475	-0.0013996723	-0.0727892234	-0.1469488354	0.1140999839	-0.1584096945	-0.0427847679	0.0605055108	-0.1245310399	-0.0849880787	-0.0260328604	0.1146287515	-0.0335228504	0.0012609138	0.1305702797	0.0981474537	0.0015628653	-0.0485131963	0.2334825878	0.0712499757	-0.0288393088	-0.0909182386	-0.1854439532	0.01395646	0.1048575998	0.0376005547	-0.0808419296	-0.0123858956	-0.0629303613	0.0456643588	-0.0303191912	0.0759231783	-0.1224304322	0.1034111956	0.2055006576	-0.1282732348	0.0190372673	-0.095783603	-0.1060234667	0.0340311126	-0.1663683023	0.0146127333	0.1206380276	0.0770865235	-0.0670844412	-0.1436123731	0.0284969248	0.118753831	0.1100111431	0.0959136145	-0.0137158	0.0110972	0.00018812316964	0.00012314784784	-0.0855912999999999	-0.0558780999999999	0.0031223620596099	0.0073258706356899	0.000351331	0.012865231	0.0001655141686833	1.2343347156099998e-07	-0.0007341939999999	-0.0005268729999999	5.390408296358532e-07	2.7759515812889465e-07	0.00057579	0.0	3.315341241e-07	0.0	-2.09291e-06	9.999999999852519e-12	9.999999999705041e-23	4.380272268100001e-12	0.0	-0.7002725562	0.7411382308	-1.198354473	1.084833448	-0.6885180111	0.08481501637	-0.4703852315
